Vintage 2021 prepared October 2022,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,countyplace
7853,55,82350,Walsenburg,2008,4080,5582350
7854,55,82350,Walsenburg,2009,3217,5582350
7855,55,82350,Walsenburg,2010,3038,5582350
7856,55,82350,Walsenburg,2011,2950,5582350
7857,55,82350,Walsenburg,2012,2957,5582350
7858,55,82350,Walsenburg,2013,2964,5582350
7859,55,82350,Walsenburg,2014,2974,5582350
7860,55,82350,Walsenburg,2015,2983,5582350
7861,55,82350,Walsenburg,2016,2992,5582350
7862,55,82350,Walsenburg,2017,3001,5582350
7863,55,82350,Walsenburg,2018,3008,5582350
7864,55,82350,Walsenburg,2019,3016,5582350
7865,55,82350,Walsenburg,2020,3049,5582350
7866,55,82350,Walsenburg,2021,3078,5582350
7867,55,99990,Huerfano Unincorp. Area,1980,1884,5599990
7868,55,99990,Huerfano Unincorp. Area,1981,1889,5599990
7869,55,99990,Huerfano Unincorp. Area,1982,1999,5599990
7870,55,99990,Huerfano Unincorp. Area,1983,2116,5599990
7871,55,99990,Huerfano Unincorp. Area,1984,2131,5599990
7872,55,99990,Huerfano Unincorp. Area,1985,2226,5599990
7873,55,99990,Huerfano Unincorp. Area,1986,2216,5599990
7874,55,99990,Huerfano Unincorp. Area,1987,2142,5599990
7875,55,99990,Huerfano Unincorp. Area,1988,2057,5599990
7876,55,99990,Huerfano Unincorp. Area,1989,2014,5599990
7877,55,99990,Huerfano Unincorp. Area,1990,1983,5599990
7878,55,99990,Huerfano Unincorp. Area,1991,1977,5599990
7879,55,99990,Huerfano Unincorp. Area,1992,1993,5599990
7880,55,99990,Huerfano Unincorp. Area,1993,2026,5599990
7881,55,99990,Huerfano Unincorp. Area,1994,2256,5599990
7882,55,99990,Huerfano Unincorp. Area,1995,2344,5599990
7883,55,99990,Huerfano Unincorp. Area,1996,2428,5599990
7884,55,99990,Huerfano Unincorp. Area,1997,2561,5599990
7885,55,99990,Huerfano Unincorp. Area,1998,2646,5599990
7886,55,99990,Huerfano Unincorp. Area,1999,2708,5599990
7887,55,99990,Huerfano Unincorp. Area,2000,2756,5599990
7888,55,99990,Huerfano Unincorp. Area,2001,2781,5599990
7889,55,99990,Huerfano Unincorp. Area,2002,2845,5599990
7890,55,99990,Huerfano Unincorp. Area,2003,2869,5599990
7891,55,99990,Huerfano Unincorp. Area,2004,2796,5599990
7892,55,99990,Huerfano Unincorp. Area,2005,2820,5599990
7893,55,99990,Huerfano Unincorp. Area,2006,2804,5599990
7894,55,99990,Huerfano Unincorp. Area,2007,2782,5599990
7895,55,99990,Huerfano Unincorp. Area,2008,2796,5599990
7896,55,99990,Huerfano Unincorp. Area,2009,2720,5599990
7897,55,99990,Unincorp. Area,2010,2824,5599990
7898,55,99990,Unincorp. Area,2011,2863,5599990
7899,55,99990,Unincorp. Area,2012,2869,5599990
7900,55,99990,Unincorp. Area,2013,2869,5599990
7901,55,99990,Unincorp. Area,2014,2855,5599990
7902,55,99990,Unincorp. Area,2015,2848,5599990
7903,55,99990,Unincorp. Area,2016,2850,5599990
7904,55,99990,Unincorp. Area,2017,2854,5599990
7905,55,99990,Unincorp. Area,2018,2855,5599990
7906,55,99990,Unincorp. Area,2019,2863,5599990
7907,55,99990,Unincorp. Area,2020,2921,5599990
7908,55,99990,Unincorp. Area,2021,2997,5599990
7909,57,0,JACKSON COUNTY,1980,1863,5700000
7910,57,0,JACKSON COUNTY,1981,2022,5700000
7911,57,0,JACKSON COUNTY,1982,2057,5700000
7912,57,0,JACKSON COUNTY,1983,1818,5700000
7913,57,0,JACKSON COUNTY,1984,1799,5700000
7914,57,0,JACKSON COUNTY,1985,1729,5700000
7915,57,0,JACKSON COUNTY,1986,1708,5700000
7916,57,0,JACKSON COUNTY,1987,1775,5700000
7917,57,0,JACKSON COUNTY,1988,1713,5700000
7918,57,0,JACKSON COUNTY,1989,1651,5700000
7919,57,0,JACKSON COUNTY,1990,1605,5700000
7920,57,0,JACKSON COUNTY,1991,1556,5700000
7921,57,0,JACKSON COUNTY,1992,1574,5700000
7922,57,0,JACKSON COUNTY,1993,1632,5700000
7923,57,0,JACKSON COUNTY,1994,1642,5700000
7924,57,0,JACKSON COUNTY,1995,1609,5700000
7925,57,0,JACKSON COUNTY,1996,1594,5700000
7926,57,0,JACKSON COUNTY,1997,1596,5700000
7927,57,0,JACKSON COUNTY,1998,1587,5700000
7928,57,0,JACKSON COUNTY,1999,1582,5700000
7929,57,0,JACKSON COUNTY,2000,1576,5700000
7930,57,0,JACKSON COUNTY,2001,1590,5700000
7931,57,0,JACKSON COUNTY,2002,1591,5700000
7932,57,0,JACKSON COUNTY,2003,1586,5700000
7933,57,0,JACKSON COUNTY,2004,1521,5700000
7934,57,0,JACKSON COUNTY,2005,1492,5700000
7935,57,0,JACKSON COUNTY,2006,1443,5700000
7936,57,0,JACKSON COUNTY,2007,1422,5700000
7937,57,0,JACKSON COUNTY,2008,1381,5700000
7938,57,0,JACKSON COUNTY,2009,1386,5700000
7939,57,0,JACKSON COUNTY,2010,1387,5700000
7940,57,0,JACKSON COUNTY,2011,1387,5700000
7941,57,0,JACKSON COUNTY,2012,1385,5700000
7942,57,0,JACKSON COUNTY,2013,1383,5700000
7943,57,0,JACKSON COUNTY,2014,1381,5700000
7944,57,0,JACKSON COUNTY,2015,1381,5700000
7945,57,0,JACKSON COUNTY,2016,1379,5700000
7946,57,0,JACKSON COUNTY,2017,1379,5700000
7947,57,0,JACKSON COUNTY,2018,1379,5700000
7948,57,0,JACKSON COUNTY,2019,1379,5700000
7949,57,0,JACKSON COUNTY,2020,1377,5700000
7950,57,0,JACKSON COUNTY,2021,1357,5700000
7951,57,82130,Walden,1980,947,5782130
7952,57,82130,Walden,1981,1041,5782130
7953,57,82130,Walden,1982,1069,5782130
7954,57,82130,Walden,1983,955,5782130
7955,57,82130,Walden,1984,955,5782130
7956,57,82130,Walden,1985,928,5782130
7957,57,82130,Walden,1986,920,5782130
7958,57,82130,Walden,1987,960,5782130
7959,57,82130,Walden,1988,929,5782130
7960,57,82130,Walden,1989,913,5782130
7961,57,82130,Walden,1990,890,5782130
7962,57,82130,Walden,1991,847,5782130
7963,57,82130,Walden,1992,847,5782130
7964,57,82130,Walden,1993,869,5782130
7965,57,82130,Walden,1994,862,5782130
7966,57,82130,Walden,1995,829,5782130
7967,57,82130,Walden,1996,805,5782130
7968,57,82130,Walden,1997,785,5782130
7969,57,82130,Walden,1998,769,5782130
7970,57,82130,Walden,1999,749,5782130
7971,57,82130,Walden,2000,730,5782130
7972,57,82130,Walden,2001,727,5782130
7973,57,82130,Walden,2002,718,5782130
7974,57,82130,Walden,2003,714,5782130
7975,57,82130,Walden,2004,679,5782130
7976,57,82130,Walden,2005,662,5782130
7977,57,82130,Walden,2006,635,5782130
7978,57,82130,Walden,2007,623,5782130
7979,57,82130,Walden,2008,602,5782130
7980,57,82130,Walden,2009,604,5782130
7981,57,82130,Walden,2010,604,5782130
7982,57,82130,Walden,2011,584,5782130
7983,57,82130,Walden,2012,586,5782130
7984,57,82130,Walden,2013,589,5782130
7985,57,82130,Walden,2014,591,5782130
7986,57,82130,Walden,2015,593,5782130
7987,57,82130,Walden,2016,595,5782130
7988,57,82130,Walden,2017,600,5782130
7989,57,82130,Walden,2018,597,5782130
7990,57,82130,Walden,2019,601,5782130
7991,57,82130,Walden,2020,605,5782130
7992,57,82130,Walden,2021,593,5782130
7993,57,99990,Jackson Unincorp. Area,1980,916,5799990
7994,57,99990,Jackson Unincorp. Area,1981,981,5799990
7995,57,99990,Jackson Unincorp. Area,1982,988,5799990
7996,57,99990,Jackson Unincorp. Area,1983,863,5799990
7997,57,99990,Jackson Unincorp. Area,1984,844,5799990
7998,57,99990,Jackson Unincorp. Area,1985,801,5799990
7999,57,99990,Jackson Unincorp. Area,1986,788,5799990
8000,57,99990,Jackson Unincorp. Area,1987,815,5799990
8001,57,99990,Jackson Unincorp. Area,1988,784,5799990
8002,57,99990,Jackson Unincorp. Area,1989,738,5799990
8003,57,99990,Jackson Unincorp. Area,1990,715,5799990
8004,57,99990,Jackson Unincorp. Area,1991,709,5799990
8005,57,99990,Jackson Unincorp. Area,1992,727,5799990
8006,57,99990,Jackson Unincorp. Area,1993,763,5799990
8007,57,99990,Jackson Unincorp. Area,1994,780,5799990
8008,57,99990,Jackson Unincorp. Area,1995,780,5799990
8009,57,99990,Jackson Unincorp. Area,1996,789,5799990
8010,57,99990,Jackson Unincorp. Area,1997,811,5799990
8011,57,99990,Jackson Unincorp. Area,1998,818,5799990
8012,57,99990,Jackson Unincorp. Area,1999,833,5799990
8013,57,99990,Jackson Unincorp. Area,2000,846,5799990
8014,57,99990,Jackson Unincorp. Area,2001,863,5799990
8015,57,99990,Jackson Unincorp. Area,2002,873,5799990
8016,57,99990,Jackson Unincorp. Area,2003,872,5799990
8017,57,99990,Jackson Unincorp. Area,2004,842,5799990
8018,57,99990,Jackson Unincorp. Area,2005,830,5799990
8019,57,99990,Jackson Unincorp. Area,2006,808,5799990
8020,57,99990,Jackson Unincorp. Area,2007,799,5799990
8021,57,99990,Jackson Unincorp. Area,2008,779,5799990
8022,57,99990,Jackson Unincorp. Area,2009,782,5799990
8023,57,99990,Unincorp. Area,2010,783,5799990
8024,57,99990,Unincorp. Area,2011,803,5799990
8025,57,99990,Unincorp. Area,2012,798,5799990
8026,57,99990,Unincorp. Area,2013,794,5799990
8027,57,99990,Unincorp. Area,2014,791,5799990
8028,57,99990,Unincorp. Area,2015,788,5799990
8029,57,99990,Unincorp. Area,2016,785,5799990
8030,57,99990,Unincorp. Area,2017,779,5799990
8031,57,99990,Unincorp. Area,2018,782,5799990
8032,57,99990,Unincorp. Area,2019,778,5799990
8033,57,99990,Unincorp. Area,2020,772,5799990
8034,57,99990,Unincorp. Area,2021,764,5799990
8035,59,0,JEFFERSON COUNTY,1980,371753,5900000
8036,59,0,JEFFERSON COUNTY,1981,386410,5900000
8037,59,0,JEFFERSON COUNTY,1982,398695,5900000
8038,59,0,JEFFERSON COUNTY,1983,406163,5900000
8039,59,0,JEFFERSON COUNTY,1984,413716,5900000
8040,59,0,JEFFERSON COUNTY,1985,421617,5900000
8041,59,0,JEFFERSON COUNTY,1986,427070,5900000
8042,59,0,JEFFERSON COUNTY,1987,430187,5900000
8043,59,0,JEFFERSON COUNTY,1988,432429,5900000
8044,59,0,JEFFERSON COUNTY,1989,435905,5900000
8045,59,0,JEFFERSON COUNTY,1990,438430,5900000
8046,59,0,JEFFERSON COUNTY,1991,449663,5900000
8047,59,0,JEFFERSON COUNTY,1992,463540,5900000
8048,59,0,JEFFERSON COUNTY,1993,476208,5900000
8049,59,0,JEFFERSON COUNTY,1994,483433,5900000
8050,59,0,JEFFERSON COUNTY,1995,491314,5900000
8051,59,0,JEFFERSON COUNTY,1996,498046,5900000
8052,59,0,JEFFERSON COUNTY,1997,504234,5900000
8053,59,0,JEFFERSON COUNTY,1998,512483,5900000
8054,59,0,JEFFERSON COUNTY,1999,520810,5900000
8055,59,0,JEFFERSON COUNTY,2000,526718,5900000
8056,59,0,JEFFERSON COUNTY,2001,528067,5900000
8057,59,0,JEFFERSON COUNTY,2002,527539,5900000
8058,59,0,JEFFERSON COUNTY,2003,525429,5900000
8059,59,0,JEFFERSON COUNTY,2004,524876,5900000
8060,59,0,JEFFERSON COUNTY,2005,523517,5900000
8061,59,0,JEFFERSON COUNTY,2006,524579,5900000
8062,59,0,JEFFERSON COUNTY,2007,527120,5900000
8063,59,0,JEFFERSON COUNTY,2008,530565,5900000
8064,59,0,JEFFERSON COUNTY,2009,532606,5900000
8065,59,0,JEFFERSON COUNTY,2010,535651,5900000
8066,59,0,JEFFERSON COUNTY,2011,540625,5900000
8067,59,0,JEFFERSON COUNTY,2012,546631,5900000
8068,59,0,JEFFERSON COUNTY,2013,552236,5900000
8069,59,0,JEFFERSON COUNTY,2014,559016,5900000
8070,59,0,JEFFERSON COUNTY,2015,565161,5900000
8071,59,0,JEFFERSON COUNTY,2016,571744,5900000
8072,59,0,JEFFERSON COUNTY,2017,575923,5900000
8073,59,0,JEFFERSON COUNTY,2018,579821,5900000
8074,59,0,JEFFERSON COUNTY,2019,582568,5900000
8075,59,0,JEFFERSON COUNTY,2020,582975,5900000
8076,59,0,JEFFERSON COUNTY,2021,579654,5900000
8077,59,3455,Arvada (part),1980,83347,5903455
8078,59,3455,Arvada (part),1981,85603,5903455
8079,59,3455,Arvada (part),1982,87338,5903455
8080,59,3455,Arvada (part),1983,87038,5903455
8081,59,3455,Arvada (part),1984,86756,5903455
8082,59,3455,Arvada (part),1985,87085,5903455
8083,59,3455,Arvada (part),1986,87391,5903455
8084,59,3455,Arvada (part),1987,87297,5903455
8085,59,3455,Arvada (part),1988,87263,5903455
8086,59,3455,Arvada (part),1989,87221,5903455
8087,59,3455,Arvada (part),1990,86914,5903455
8088,59,3455,Arvada (part),1991,88569,5903455
8089,59,3455,Arvada (part),1992,91118,5903455
8090,59,3455,Arvada (part),1993,92021,5903455
8091,59,3455,Arvada (part),1994,93266,5903455
8092,59,3455,Arvada (part),1995,94450,5903455
8093,59,3455,Arvada (part),1996,94905,5903455
8094,59,3455,Arvada (part),1997,95728,5903455
8095,59,3455,Arvada (part),1998,97167,5903455
8096,59,3455,Arvada (part),1999,98390,5903455
8097,59,3455,Arvada (part),2000,99556,5903455
8098,59,3455,Arvada (part),2001,99352,5903455
8099,59,3455,Arvada (part),2002,99019,5903455
8100,59,3455,Arvada (part),2003,98847,5903455
8101,59,3455,Arvada (part),2004,98822,5903455
8102,59,3455,Arvada (part),2005,99488,5903455
8103,59,3455,Arvada (part),2006,100694,5903455
8104,59,3455,Arvada (part),2007,101901,5903455
8105,59,3455,Arvada (part),2008,103006,5903455
8106,59,3455,Arvada (part),2009,103447,5903455
8107,59,3455,Arvada (Part),2010,103924,5903455
8108,59,3455,Arvada (Part),2011,105261,5903455
8109,59,3455,Arvada (Part),2012,107545,5903455
8110,59,3455,Arvada (Part),2013,109541,5903455
8111,59,3455,Arvada (Part),2014,111691,5903455
8112,59,3455,Arvada (Part),2015,113754,5903455
8113,59,3455,Arvada (Part),2016,116393,5903455
8114,59,3455,Arvada (Part),2017,118187,5903455
8115,59,3455,Arvada (Part),2018,120026,5903455
8116,59,3455,Arvada (Part),2019,120949,5903455
8117,59,3455,Arvada (Part),2020,121510,5903455
8118,59,3455,Arvada (Part),2021,120302,5903455
8119,59,8070,Bow Mar (part),1980,240,5908070
8120,59,8070,Bow Mar (part),1981,256,5908070
8121,59,8070,Bow Mar (part),1982,273,5908070
8122,59,8070,Bow Mar (part),1983,269,5908070
8123,59,8070,Bow Mar (part),1984,266,5908070
8124,59,8070,Bow Mar (part),1985,269,5908070
8125,59,8070,Bow Mar (part),1986,261,5908070
8126,59,8070,Bow Mar (part),1987,253,5908070
8127,59,8070,Bow Mar (part),1988,247,5908070
8128,59,8070,Bow Mar (part),1989,244,5908070
8129,59,8070,Bow Mar (part),1990,241,5908070
8130,59,8070,Bow Mar (part),1991,243,5908070
8131,59,8070,Bow Mar (part),1992,250,5908070
8132,59,8070,Bow Mar (part),1993,248,5908070
8133,59,8070,Bow Mar (part),1994,250,5908070
8134,59,8070,Bow Mar (part),1995,249,5908070
8135,59,8070,Bow Mar (part),1996,245,5908070
8136,59,8070,Bow Mar (part),1997,243,5908070
8137,59,8070,Bow Mar (part),1998,241,5908070
8138,59,8070,Bow Mar (part),1999,241,5908070
8139,59,8070,Bow Mar (part),2000,241,5908070
8140,59,8070,Bow Mar (part),2001,242,5908070
8141,59,8070,Bow Mar (part),2002,243,5908070
8142,59,8070,Bow Mar (part),2003,241,5908070
8143,59,8070,Bow Mar (part),2004,243,5908070
8144,59,8070,Bow Mar (part),2005,247,5908070
8145,59,8070,Bow Mar (part),2006,254,5908070
8146,59,8070,Bow Mar (part),2007,260,5908070
8147,59,8070,Bow Mar (part),2008,263,5908070
8148,59,8070,Bow Mar (part),2009,269,5908070
8149,59,8070,Bow Mar (Part),2010,277,5908070
8150,59,8070,Bow Mar (Part),2011,280,5908070
8151,59,8070,Bow Mar (Part),2012,265,5908070
8152,59,8070,Bow Mar (Part),2013,267,5908070
8153,59,8070,Bow Mar (Part),2014,269,5908070
8154,59,8070,Bow Mar (Part),2015,269,5908070
8155,59,8070,Bow Mar (Part),2016,271,5908070
8156,59,8070,Bow Mar (Part),2017,269,5908070
8157,59,8070,Bow Mar (Part),2018,269,5908070
8158,59,8070,Bow Mar (Part),2019,267,5908070
8159,59,8070,Bow Mar (Part),2020,266,5908070
8160,59,8070,Bow Mar (Part),2021,261,5908070
8161,59,9280,Broomfield (part),1980,749,5909280
8162,59,9280,Broomfield (part),1981,783,5909280
8163,59,9280,Broomfield (part),1982,810,5909280
8164,59,9280,Broomfield (part),1983,840,5909280
8165,59,9280,Broomfield (part),1984,870,5909280
8166,59,9280,Broomfield (part),1985,1107,5909280
8167,59,9280,Broomfield (part),1986,1214,5909280
8168,59,9280,Broomfield (part),1987,1436,5909280
8169,59,9280,Broomfield (part),1988,1474,5909280
8170,59,9280,Broomfield (part),1989,1506,5909280
8171,59,9280,Broomfield (part),1990,1522,5909280
8172,59,9280,Broomfield (part),1991,1509,5909280
8173,59,9280,Broomfield (part),1992,1511,5909280
8174,59,9280,Broomfield (part),1993,1467,5909280
8175,59,9280,Broomfield (part),1994,1359,5909280
8176,59,9280,Broomfield (part),1995,1313,5909280
8177,59,9280,Broomfield (part),1996,1297,5909280
8178,59,9280,Broomfield (part),1997,1248,5909280
8179,59,9280,Broomfield (part),1998,1297,5909280
8180,59,9280,Broomfield (part),1999,1447,5909280
8181,59,23135,Edgewater,1980,4766,5923135
8182,59,23135,Edgewater,1981,4924,5923135
8183,59,23135,Edgewater,1982,5047,5923135
8184,59,23135,Edgewater,1983,4991,5923135
8185,59,23135,Edgewater,1984,4940,5923135
8186,59,23135,Edgewater,1985,4954,5923135
8187,59,23135,Edgewater,1986,4861,5923135
8188,59,23135,Edgewater,1987,4745,5923135
8189,59,23135,Edgewater,1988,4666,5923135
8190,59,23135,Edgewater,1989,4643,5923135
8191,59,23135,Edgewater,1990,4610,5923135
8192,59,23135,Edgewater,1991,4768,5923135
8193,59,23135,Edgewater,1992,4997,5923135
8194,59,23135,Edgewater,1993,5019,5923135
8195,59,23135,Edgewater,1994,5079,5923135
8196,59,23135,Edgewater,1995,5146,5923135
8197,59,23135,Edgewater,1996,5192,5923135
8198,59,23135,Edgewater,1997,5242,5923135
8199,59,23135,Edgewater,1998,5294,5923135
8200,59,23135,Edgewater,1999,5380,5923135
8201,59,23135,Edgewater,2000,5458,5923135
8202,59,23135,Edgewater,2001,5472,5923135
8203,59,23135,Edgewater,2002,5401,5923135
8204,59,23135,Edgewater,2003,5321,5923135
8205,59,23135,Edgewater,2004,5267,5923135
8206,59,23135,Edgewater,2005,5208,5923135
8207,59,23135,Edgewater,2006,5173,5923135
8208,59,23135,Edgewater,2007,5162,5923135
8209,59,23135,Edgewater,2008,5161,5923135
8210,59,23135,Edgewater,2009,5162,5923135
8211,59,23135,Edgewater,2010,5177,5923135
8212,59,23135,Edgewater,2011,5196,5923135
8213,59,23135,Edgewater,2012,5222,5923135
8214,59,23135,Edgewater,2013,5232,5923135
8215,59,23135,Edgewater,2014,5251,5923135
8216,59,23135,Edgewater,2015,5219,5923135
8217,59,23135,Edgewater,2016,5223,5923135
8218,59,23135,Edgewater,2017,5157,5923135
8219,59,23135,Edgewater,2018,5136,5923135
8220,59,23135,Edgewater,2019,5065,5923135
8221,59,23135,Edgewater,2020,4998,5923135
8222,59,23135,Edgewater,2021,4930,5923135
8223,59,30835,Golden,1980,12237,5930835
8224,59,30835,Golden,1981,12743,5930835
8225,59,30835,Golden,1982,13227,5930835
8226,59,30835,Golden,1983,13485,5930835
8227,59,30835,Golden,1984,13737,5930835
8228,59,30835,Golden,1985,14006,5930835
8229,59,30835,Golden,1986,13782,5930835
8230,59,30835,Golden,1987,13506,5930835
8231,59,30835,Golden,1988,13363,5930835
8232,59,30835,Golden,1989,13243,5930835
8233,59,30835,Golden,1990,13127,5930835
8234,59,30835,Golden,1991,13551,5930835
8235,59,30835,Golden,1992,14063,5930835
8236,59,30835,Golden,1993,14407,5930835
8237,59,30835,Golden,1994,14671,5930835
8238,59,30835,Golden,1995,15084,5930835
8239,59,30835,Golden,1996,16205,5930835
8240,59,30835,Golden,1997,16406,5930835
8241,59,30835,Golden,1998,16679,5930835
8242,59,30835,Golden,1999,16952,5930835
8243,59,30835,Golden,2000,17310,5930835
8244,59,30835,Golden,2001,17256,5930835
8245,59,30835,Golden,2002,17242,5930835
8246,59,30835,Golden,2003,17457,5930835
8247,59,30835,Golden,2004,17531,5930835
8248,59,30835,Golden,2005,17457,5930835
8249,59,30835,Golden,2006,17411,5930835
8250,59,30835,Golden,2007,17430,5930835
8251,59,30835,Golden,2008,17512,5930835
8252,59,30835,Golden,2009,17691,5930835
8253,59,30835,Golden,2010,18929,5930835
8254,59,30835,Golden,2011,19397,5930835
8255,59,30835,Golden,2012,19488,5930835
8256,59,30835,Golden,2013,19638,5930835
8257,59,30835,Golden,2014,20169,5930835
8258,59,30835,Golden,2015,20495,5930835
8259,59,30835,Golden,2016,20655,5930835
8260,59,30835,Golden,2017,21222,5930835
8261,59,30835,Golden,2018,20973,5930835
8262,59,30835,Golden,2019,21166,5930835
8263,59,30835,Golden,2020,20233,5930835
8264,59,30835,Golden,2021,19964,5930835
8265,59,42495,Lakeside,1980,19,5942495
8266,59,42495,Lakeside,1981,18,5942495
8267,59,42495,Lakeside,1982,17,5942495
8268,59,42495,Lakeside,1983,16,5942495
8269,59,42495,Lakeside,1984,15,5942495
8270,59,42495,Lakeside,1985,15,5942495
8271,59,42495,Lakeside,1986,14,5942495
8272,59,42495,Lakeside,1987,13,5942495
8273,59,42495,Lakeside,1988,13,5942495
8274,59,42495,Lakeside,1989,12,5942495
8275,59,42495,Lakeside,1990,11,5942495
8276,59,42495,Lakeside,1991,12,5942495
8277,59,42495,Lakeside,1992,13,5942495
8278,59,42495,Lakeside,1993,14,5942495
8279,59,42495,Lakeside,1994,15,5942495
8280,59,42495,Lakeside,1995,16,5942495
8281,59,42495,Lakeside,1996,17,5942495
8282,59,42495,Lakeside,1997,18,5942495
8283,59,42495,Lakeside,1998,18,5942495
8284,59,42495,Lakeside,1999,19,5942495
8285,59,42495,Lakeside,2000,20,5942495
8286,59,42495,Lakeside,2001,18,5942495
8287,59,42495,Lakeside,2002,17,5942495
8288,59,42495,Lakeside,2003,15,5942495
8289,59,42495,Lakeside,2004,14,5942495
8290,59,42495,Lakeside,2005,14,5942495
8291,59,42495,Lakeside,2006,12,5942495
8292,59,42495,Lakeside,2007,11,5942495
8293,59,42495,Lakeside,2008,10,5942495
8294,59,42495,Lakeside,2009,9,5942495
8295,59,42495,Lakeside,2010,8,5942495
8296,59,42495,Lakeside,2011,9,5942495
8297,59,42495,Lakeside,2012,10,5942495
8298,59,42495,Lakeside,2013,10,5942495
8299,59,42495,Lakeside,2014,11,5942495
8300,59,42495,Lakeside,2015,13,5942495
8301,59,42495,Lakeside,2016,13,5942495
8302,59,42495,Lakeside,2017,14,5942495
8303,59,42495,Lakeside,2018,15,5942495
8304,59,42495,Lakeside,2019,15,5942495
8305,59,42495,Lakeside,2020,16,5942495
8306,59,42495,Lakeside,2021,16,5942495
8307,59,43000,Lakewood,1980,113808,5943000
8308,59,43000,Lakewood,1981,117834,5943000
8309,59,43000,Lakewood,1982,120889,5943000
8310,59,43000,Lakewood,1983,121898,5943000
8311,59,43000,Lakewood,1984,122931,5943000
8312,59,43000,Lakewood,1985,124472,5943000
8313,59,43000,Lakewood,1986,125289,5943000
8314,59,43000,Lakewood,1987,125130,5943000
8315,59,43000,Lakewood,1988,125051,5943000
8316,59,43000,Lakewood,1989,125668,5943000
8317,59,43000,Lakewood,1990,126475,5943000
8318,59,43000,Lakewood,1991,128998,5943000
8319,59,43000,Lakewood,1992,132999,5943000
8320,59,43000,Lakewood,1993,134922,5943000
8321,59,43000,Lakewood,1994,135365,5943000
8322,59,43000,Lakewood,1995,136321,5943000
8323,59,43000,Lakewood,1996,138971,5943000
8324,59,43000,Lakewood,1997,140248,5943000
8325,59,43000,Lakewood,1998,142958,5943000
8326,59,43000,Lakewood,1999,143623,5943000
8327,59,43000,Lakewood,2000,144390,5943000
8328,59,43000,Lakewood,2001,143765,5943000
8329,59,43000,Lakewood,2002,142967,5943000
8330,59,43000,Lakewood,2003,142260,5943000
8331,59,43000,Lakewood,2004,142398,5943000
8332,59,43000,Lakewood,2005,141592,5943000
8333,59,43000,Lakewood,2006,141378,5943000
8334,59,43000,Lakewood,2007,141919,5943000
8335,59,43000,Lakewood,2008,143055,5943000
8336,59,43000,Lakewood,2009,144116,5943000
8337,59,43000,Lakewood,2010,143294,5943000
8338,59,43000,Lakewood,2011,144348,5943000
8339,59,43000,Lakewood,2012,145387,5943000
8340,59,43000,Lakewood,2013,146512,5943000
8341,59,43000,Lakewood,2014,148260,5943000
8342,59,43000,Lakewood,2015,150527,5943000
8343,59,43000,Lakewood,2016,152071,5943000
8344,59,43000,Lakewood,2017,152624,5943000
8345,59,43000,Lakewood,2018,154058,5943000
8346,59,43000,Lakewood,2019,155358,5943000
8347,59,43000,Lakewood,2020,156248,5943000
8348,59,43000,Lakewood,2021,156425,5943000
8349,59,45255,Littleton (part),1980,NULL,5945255
8350,59,45255,Littleton (part),1981,NULL,5945255
8351,59,45255,Littleton (part),1982,NULL,5945255
8352,59,45255,Littleton (part),1983,NULL,5945255
8353,59,45255,Littleton (part),1984,NULL,5945255
8354,59,45255,Littleton (part),1985,NULL,5945255
8355,59,45255,Littleton (part),1986,NULL,5945255
8356,59,45255,Littleton (part),1987,NULL,5945255
8357,59,45255,Littleton (part),1988,NULL,5945255
8358,59,45255,Littleton (part),1989,NULL,5945255
8359,59,45255,Littleton (part),1990,NULL,5945255
8360,59,45255,Littleton (part),1991,NULL,5945255
8361,59,45255,Littleton (part),1992,NULL,5945255
8362,59,45255,Littleton (part),1993,NULL,5945255
8363,59,45255,Littleton (part),1994,NULL,5945255
8364,59,45255,Littleton (part),1995,NULL,5945255
8365,59,45255,Littleton (part),1996,NULL,5945255
8366,59,45255,Littleton (part),1997,NULL,5945255
8367,59,45255,Littleton (part),1998,NULL,5945255
8368,59,45255,Littleton (part),1999,65,5945255
8369,59,45255,Littleton (part),2000,113,5945255
8370,59,45255,Littleton (part),2001,487,5945255
8371,59,45255,Littleton (part),2002,1031,5945255
8372,59,45255,Littleton (part),2003,1469,5945255
8373,59,45255,Littleton (part),2004,1663,5945255
8374,59,45255,Littleton (part),2005,1685,5945255
8375,59,45255,Littleton (part),2006,1695,5945255
8376,59,45255,Littleton (part),2007,1733,5945255
8377,59,45255,Littleton (part),2008,1744,5945255
8378,59,45255,Littleton (part),2009,1765,5945255
8379,59,45255,Littleton (Part),2010,2393,5945255
8380,59,45255,Littleton (Part),2011,2391,5945255
8381,59,45255,Littleton (Part),2012,2390,5945255
8382,59,45255,Littleton (Part),2013,2376,5945255
8383,59,45255,Littleton (Part),2014,2374,5945255
8384,59,45255,Littleton (Part),2015,2366,5945255
8385,59,45255,Littleton (Part),2016,2361,5945255
8386,59,45255,Littleton (Part),2017,2348,5945255
8387,59,45255,Littleton (Part),2018,2338,5945255
8388,59,45255,Littleton (Part),2019,2324,5945255
8389,59,45255,Littleton (Part),2020,2307,5945255
8390,59,45255,Littleton (Part),2021,2271,5945255
8391,59,52075,Morrison,1980,478,5952075
8392,59,52075,Morrison,1981,491,5952075
8393,59,52075,Morrison,1982,503,5952075
8394,59,52075,Morrison,1983,504,5952075
8395,59,52075,Morrison,1984,504,5952075
