Vintage 2021 prepared October 2022,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,countyplace
1,0,0,COLORADO STATE,1980,2889735,0
2,0,0,COLORADO STATE,1981,2980340,0
3,0,0,COLORADO STATE,1982,3064868,0
4,0,0,COLORADO STATE,1983,3137511,0
5,0,0,COLORADO STATE,1984,3174844,0
6,0,0,COLORADO STATE,1985,3214448,0
7,0,0,COLORADO STATE,1986,3243803,0
8,0,0,COLORADO STATE,1987,3263354,0
9,0,0,COLORADO STATE,1988,3271448,0
10,0,0,COLORADO STATE,1989,3284537,0
11,0,0,COLORADO STATE,1990,3294473,0
12,0,0,COLORADO STATE,1991,3380951,0
13,0,0,COLORADO STATE,1992,3489832,0
14,0,0,COLORADO STATE,1993,3605038,0
15,0,0,COLORADO STATE,1994,3712062,0
16,0,0,COLORADO STATE,1995,3811074,0
17,0,0,COLORADO STATE,1996,3902448,0
18,0,0,COLORADO STATE,1997,3995923,0
19,0,0,COLORADO STATE,1998,4102491,0
20,0,0,COLORADO STATE,1999,4215984,0
21,0,0,COLORADO STATE,2000,4338801,0
22,0,0,COLORADO STATE,2001,4444513,0
23,0,0,COLORADO STATE,2002,4504709,0
24,0,0,COLORADO STATE,2003,4555084,0
25,0,0,COLORADO STATE,2004,4608811,0
26,0,0,COLORADO STATE,2005,4662534,0
27,0,0,COLORADO STATE,2006,4745660,0
28,0,0,COLORADO STATE,2007,4821784,0
29,0,0,COLORADO STATE,2008,4901938,0
30,0,0,COLORADO STATE,2009,4976853,0
31,0,0,COLORADO STATE,2010,5050332,0
32,0,0,COLORADO STATE,2011,5123553,0
33,0,0,COLORADO STATE,2012,5194662,0
34,0,0,COLORADO STATE,2013,5270883,0
35,0,0,COLORADO STATE,2014,5347655,0
36,0,0,COLORADO STATE,2015,5446594,0
37,0,0,COLORADO STATE,2016,5529631,0
38,0,0,COLORADO STATE,2017,5599588,0
39,0,0,COLORADO STATE,2018,5676912,0
40,0,0,COLORADO STATE,2019,5734909,0
41,0,0,COLORADO STATE,2020,5784156,0
42,0,0,COLORADO STATE,2021,5814707,0
43,1,0,ADAMS COUNTY,1980,245944,100000
44,1,0,ADAMS COUNTY,1981,253031,100000
45,1,0,ADAMS COUNTY,1982,260136,100000
46,1,0,ADAMS COUNTY,1983,267244,100000
47,1,0,ADAMS COUNTY,1984,265770,100000
48,1,0,ADAMS COUNTY,1985,268764,100000
49,1,0,ADAMS COUNTY,1986,268643,100000
50,1,0,ADAMS COUNTY,1987,269323,100000
51,1,0,ADAMS COUNTY,1988,269019,100000
52,1,0,ADAMS COUNTY,1989,266771,100000
53,1,0,ADAMS COUNTY,1990,265038,100000
54,1,0,ADAMS COUNTY,1991,273624,100000
55,1,0,ADAMS COUNTY,1992,281385,100000
56,1,0,ADAMS COUNTY,1993,290777,100000
57,1,0,ADAMS COUNTY,1994,300794,100000
58,1,0,ADAMS COUNTY,1995,312593,100000
59,1,0,ADAMS COUNTY,1996,323042,100000
60,1,0,ADAMS COUNTY,1997,332744,100000
61,1,0,ADAMS COUNTY,1998,344024,100000
62,1,0,ADAMS COUNTY,1999,355308,100000
63,1,0,ADAMS COUNTY,2000,351735,100000
64,1,0,ADAMS COUNTY,2001,359437,100000
65,1,0,ADAMS COUNTY,2002,371181,100000
66,1,0,ADAMS COUNTY,2003,377665,100000
67,1,0,ADAMS COUNTY,2004,385945,100000
68,1,0,ADAMS COUNTY,2005,395384,100000
69,1,0,ADAMS COUNTY,2006,407587,100000
70,1,0,ADAMS COUNTY,2007,415915,100000
71,1,0,ADAMS COUNTY,2008,425138,100000
72,1,0,ADAMS COUNTY,2009,436323,100000
73,1,0,ADAMS COUNTY,2010,443711,100000
74,1,0,ADAMS COUNTY,2011,452181,100000
75,1,0,ADAMS COUNTY,2012,460468,100000
76,1,0,ADAMS COUNTY,2013,469878,100000
77,1,0,ADAMS COUNTY,2014,479901,100000
78,1,0,ADAMS COUNTY,2015,490351,100000
79,1,0,ADAMS COUNTY,2016,497822,100000
80,1,0,ADAMS COUNTY,2017,503706,100000
81,1,0,ADAMS COUNTY,2018,511422,100000
82,1,0,ADAMS COUNTY,2019,516482,100000
83,1,0,ADAMS COUNTY,2020,520189,100000
84,1,0,ADAMS COUNTY,2021,522515,100000
85,1,3455,Arvada (part),1980,1229,103455
86,1,3455,Arvada (part),1981,1389,103455
87,1,3455,Arvada (part),1982,1526,103455
88,1,3455,Arvada (part),1983,1700,103455
89,1,3455,Arvada (part),1984,1832,103455
90,1,3455,Arvada (part),1985,1961,103455
91,1,3455,Arvada (part),1986,2018,103455
92,1,3455,Arvada (part),1987,2084,103455
93,1,3455,Arvada (part),1988,2185,103455
94,1,3455,Arvada (part),1989,2287,103455
95,1,3455,Arvada (part),1990,2347,103455
96,1,3455,Arvada (part),1991,2425,103455
97,1,3455,Arvada (part),1992,2487,103455
98,1,3455,Arvada (part),1993,2534,103455
99,1,3455,Arvada (part),1994,2612,103455
100,1,3455,Arvada (part),1995,2670,103455
101,1,3455,Arvada (part),1996,2712,103455
102,1,3455,Arvada (part),1997,2767,103455
103,1,3455,Arvada (part),1998,2803,103455
104,1,3455,Arvada (part),1999,2828,103455
105,1,3455,Arvada (part),2000,2843,103455
106,1,3455,Arvada (part),2001,2922,103455
107,1,3455,Arvada (part),2002,2894,103455
108,1,3455,Arvada (part),2003,2832,103455
109,1,3455,Arvada (part),2004,2783,103455
110,1,3455,Arvada (part),2005,2754,103455
111,1,3455,Arvada (part),2006,2754,103455
112,1,3455,Arvada (part),2007,2751,103455
113,1,3455,Arvada (part),2008,2774,103455
114,1,3455,Arvada (part),2009,2822,103455
115,1,3455,Arvada (Part),2010,2857,103455
116,1,3455,Arvada (Part),2011,2881,103455
117,1,3455,Arvada (Part),2012,2898,103455
118,1,3455,Arvada (Part),2013,2920,103455
119,1,3455,Arvada (Part),2014,2941,103455
120,1,3455,Arvada (Part),2015,2962,103455
121,1,3455,Arvada (Part),2016,2971,103455
122,1,3455,Arvada (Part),2017,2958,103455
123,1,3455,Arvada (Part),2018,2947,103455
124,1,3455,Arvada (Part),2019,2921,103455
125,1,3455,Arvada (Part),2020,2888,103455
126,1,3455,Arvada (Part),2021,2868,103455
127,1,4000,Aurora (part),1980,29193,104000
128,1,4000,Aurora (part),1981,29346,104000
129,1,4000,Aurora (part),1982,29750,104000
130,1,4000,Aurora (part),1983,30133,104000
131,1,4000,Aurora (part),1984,29475,104000
132,1,4000,Aurora (part),1985,29539,104000
133,1,4000,Aurora (part),1986,29017,104000
134,1,4000,Aurora (part),1987,28616,104000
135,1,4000,Aurora (part),1988,28407,104000
136,1,4000,Aurora (part),1989,28080,104000
137,1,4000,Aurora (part),1990,27747,104000
138,1,4000,Aurora (part),1991,29269,104000
139,1,4000,Aurora (part),1992,30657,104000
140,1,4000,Aurora (part),1993,31863,104000
141,1,4000,Aurora (part),1994,32942,104000
142,1,4000,Aurora (part),1995,35679,104000
143,1,4000,Aurora (part),1996,36878,104000
144,1,4000,Aurora (part),1997,38051,104000
145,1,4000,Aurora (part),1998,38307,104000
146,1,4000,Aurora (part),1999,39410,104000
147,1,4000,Aurora (part),2000,40767,104000
148,1,4000,Aurora (part),2001,39767,104000
149,1,4000,Aurora (part),2002,39814,104000
150,1,4000,Aurora (part),2003,38740,104000
151,1,4000,Aurora (part),2004,38683,104000
152,1,4000,Aurora (part),2005,38415,104000
153,1,4000,Aurora (part),2006,38286,104000
154,1,4000,Aurora (part),2007,38326,104000
155,1,4000,Aurora (part),2008,38661,104000
156,1,4000,Aurora (part),2009,39803,104000
157,1,4000,Aurora (Part),2010,39978,104000
158,1,4000,Aurora (Part),2011,40638,104000
159,1,4000,Aurora (Part),2012,41877,104000
160,1,4000,Aurora (Part),2013,42567,104000
161,1,4000,Aurora (Part),2014,43879,104000
162,1,4000,Aurora (Part),2015,45390,104000
163,1,4000,Aurora (Part),2016,45696,104000
164,1,4000,Aurora (Part),2017,45486,104000
165,1,4000,Aurora (Part),2018,46281,104000
166,1,4000,Aurora (Part),2019,47399,104000
167,1,4000,Aurora (Part),2020,47896,104000
168,1,4000,Aurora (Part),2021,48657,104000
169,1,6090,Bennett (part),1980,942,106090
170,1,6090,Bennett (part),1981,1069,106090
171,1,6090,Bennett (part),1982,1231,106090
172,1,6090,Bennett (part),1983,1539,106090
173,1,6090,Bennett (part),1984,1797,106090
174,1,6090,Bennett (part),1985,1968,106090
175,1,6090,Bennett (part),1986,1890,106090
176,1,6090,Bennett (part),1987,1841,106090
177,1,6090,Bennett (part),1988,1819,106090
178,1,6090,Bennett (part),1989,1786,106090
179,1,6090,Bennett (part),1990,1757,106090
180,1,6090,Bennett (part),1991,1790,106090
181,1,6090,Bennett (part),1992,1828,106090
182,1,6090,Bennett (part),1993,1836,106090
183,1,6090,Bennett (part),1994,1956,106090
184,1,6090,Bennett (part),1995,1966,106090
185,1,6090,Bennett (part),1996,1993,106090
186,1,6090,Bennett (part),1997,2038,106090
187,1,6090,Bennett (part),1998,2029,106090
188,1,6090,Bennett (part),1999,2024,106090
189,1,6090,Bennett (part),2000,2058,106090
190,1,6090,Bennett (part),2001,2039,106090
191,1,6090,Bennett (part),2002,2029,106090
192,1,6090,Bennett (part),2003,1995,106090
193,1,6090,Bennett (part),2004,1952,106090
194,1,6090,Bennett (part),2005,1932,106090
195,1,6090,Bennett (part),2006,1921,106090
196,1,6090,Bennett (part),2007,1908,106090
197,1,6090,Bennett (part),2008,1920,106090
198,1,6090,Bennett (part),2009,1945,106090
199,1,6090,Bennett (Part),2010,1961,106090
200,1,6090,Bennett (Part),2011,1993,106090
201,1,6090,Bennett (Part),2012,2021,106090
202,1,6090,Bennett (Part),2013,2054,106090
203,1,6090,Bennett (Part),2014,2081,106090
204,1,6090,Bennett (Part),2015,2113,106090
205,1,6090,Bennett (Part),2016,2125,106090
206,1,6090,Bennett (Part),2017,2104,106090
207,1,6090,Bennett (Part),2018,2140,106090
208,1,6090,Bennett (Part),2019,2381,106090
209,1,6090,Bennett (Part),2020,2479,106090
210,1,6090,Bennett (Part),2021,2654,106090
211,1,8675,Brighton (part),1980,12773,108675
212,1,8675,Brighton (part),1981,13145,108675
213,1,8675,Brighton (part),1982,13617,108675
214,1,8675,Brighton (part),1983,14069,108675
215,1,8675,Brighton (part),1984,14111,108675
216,1,8675,Brighton (part),1985,14278,108675
217,1,8675,Brighton (part),1986,14208,108675
218,1,8675,Brighton (part),1987,14074,108675
219,1,8675,Brighton (part),1988,14109,108675
220,1,8675,Brighton (part),1989,14179,108675
221,1,8675,Brighton (part),1990,14186,108675
222,1,8675,Brighton (part),1991,14720,108675
223,1,8675,Brighton (part),1992,15222,108675
224,1,8675,Brighton (part),1993,15755,108675
225,1,8675,Brighton (part),1994,16152,108675
226,1,8675,Brighton (part),1995,16630,108675
227,1,8675,Brighton (part),1996,17332,108675
228,1,8675,Brighton (part),1997,18133,108675
229,1,8675,Brighton (part),1998,18932,108675
230,1,8675,Brighton (part),1999,19961,108675
231,1,8675,Brighton (part),2000,21102,108675
232,1,8675,Brighton (part),2001,22191,108675
233,1,8675,Brighton (part),2002,23273,108675
234,1,8675,Brighton (part),2003,25456,108675
235,1,8675,Brighton (part),2004,26516,108675
236,1,8675,Brighton (part),2005,27719,108675
237,1,8675,Brighton (part),2006,29523,108675
238,1,8675,Brighton (part),2007,30770,108675
239,1,8675,Brighton (part),2008,31692,108675
240,1,8675,Brighton (part),2009,32375,108675
241,1,8675,Brighton (Part),2010,33102,108675
242,1,8675,Brighton (Part),2011,33607,108675
243,1,8675,Brighton (Part),2012,34037,108675
244,1,8675,Brighton (Part),2013,35475,108675
245,1,8675,Brighton (Part),2014,36042,108675
246,1,8675,Brighton (Part),2015,36972,108675
247,1,8675,Brighton (Part),2016,37666,108675
248,1,8675,Brighton (Part),2017,38848,108675
249,1,8675,Brighton (Part),2018,39658,108675
250,1,8675,Brighton (Part),2019,39919,108675
251,1,8675,Brighton (Part),2020,39947,108675
252,1,8675,Brighton (Part),2021,40822,108675
253,1,9280,Broomfield (part),1980,5467,109280
254,1,9280,Broomfield (part),1981,5571,109280
255,1,9280,Broomfield (part),1982,5732,109280
256,1,9280,Broomfield (part),1983,5927,109280
257,1,9280,Broomfield (part),1984,5949,109280
258,1,9280,Broomfield (part),1985,5993,109280
259,1,9280,Broomfield (part),1986,6445,109280
260,1,9280,Broomfield (part),1987,6613,109280
261,1,9280,Broomfield (part),1988,6776,109280
262,1,9280,Broomfield (part),1989,6747,109280
263,1,9280,Broomfield (part),1990,6722,109280
264,1,9280,Broomfield (part),1991,6948,109280
265,1,9280,Broomfield (part),1992,7098,109280
266,1,9280,Broomfield (part),1993,8085,109280
267,1,9280,Broomfield (part),1994,9620,109280
268,1,9280,Broomfield (part),1995,11008,109280
269,1,9280,Broomfield (part),1996,12105,109280
270,1,9280,Broomfield (part),1997,12820,109280
271,1,9280,Broomfield (part),1998,13512,109280
272,1,9280,Broomfield (part),1999,14496,109280
273,1,16495,Commerce City,1980,16234,116495
274,1,16495,Commerce City,1981,16315,116495
275,1,16495,Commerce City,1982,16481,116495
276,1,16495,Commerce City,1983,16989,116495
277,1,16495,Commerce City,1984,17003,116495
278,1,16495,Commerce City,1985,16999,116495
279,1,16495,Commerce City,1986,17347,116495
280,1,16495,Commerce City,1987,16985,116495
281,1,16495,Commerce City,1988,16780,116495
282,1,16495,Commerce City,1989,16550,116495
283,1,16495,Commerce City,1990,16466,116495
284,1,16495,Commerce City,1991,17189,116495
285,1,16495,Commerce City,1992,17865,116495
286,1,16495,Commerce City,1993,18226,116495
287,1,16495,Commerce City,1994,18617,116495
288,1,16495,Commerce City,1995,19004,116495
289,1,16495,Commerce City,1996,19466,116495
290,1,16495,Commerce City,1997,19806,116495
291,1,16495,Commerce City,1998,20075,116495
292,1,16495,Commerce City,1999,20595,116495
293,1,16495,Commerce City,2000,21194,116495
294,1,16495,Commerce City,2001,21889,116495
295,1,16495,Commerce City,2002,23473,116495
296,1,16495,Commerce City,2003,24960,116495
297,1,16495,Commerce City,2004,29348,116495
298,1,16495,Commerce City,2005,34328,116495
299,1,16495,Commerce City,2006,38732,116495
300,1,16495,Commerce City,2007,41587,116495
301,1,16495,Commerce City,2008,43225,116495
302,1,16495,Commerce City,2009,44877,116495
303,1,16495,Commerce City,2010,46142,116495
304,1,16495,Commerce City,2011,47626,116495
305,1,16495,Commerce City,2012,48789,116495
306,1,16495,Commerce City,2013,50139,116495
307,1,16495,Commerce City,2014,52026,116495
308,1,16495,Commerce City,2015,53852,116495
309,1,16495,Commerce City,2016,55351,116495
310,1,16495,Commerce City,2017,56833,116495
311,1,16495,Commerce City,2018,59218,116495
312,1,16495,Commerce City,2019,61229,116495
313,1,16495,Commerce City,2020,62714,116495
314,1,16495,Commerce City,2021,64214,116495
315,1,26270,Federal Heights,1980,7846,126270
316,1,26270,Federal Heights,1981,7971,126270
317,1,26270,Federal Heights,1982,8149,126270
318,1,26270,Federal Heights,1983,8208,126270
319,1,26270,Federal Heights,1984,8031,126270
320,1,26270,Federal Heights,1985,8440,126270
321,1,26270,Federal Heights,1986,9663,126270
322,1,26270,Federal Heights,1987,9543,126270
323,1,26270,Federal Heights,1988,9547,126270
324,1,26270,Federal Heights,1989,9375,126270
325,1,26270,Federal Heights,1990,9342,126270
326,1,26270,Federal Heights,1991,9743,126270
327,1,26270,Federal Heights,1992,10099,126270
328,1,26270,Federal Heights,1993,10268,126270
329,1,26270,Federal Heights,1994,10462,126270
330,1,26270,Federal Heights,1995,10614,126270
331,1,26270,Federal Heights,1996,10626,126270
332,1,26270,Federal Heights,1997,10760,126270
333,1,26270,Federal Heights,1998,11717,126270
334,1,26270,Federal Heights,1999,11915,126270
335,1,26270,Federal Heights,2000,12026,126270
336,1,26270,Federal Heights,2001,11756,126270
337,1,26270,Federal Heights,2002,11569,126270
338,1,26270,Federal Heights,2003,11370,126270
339,1,26270,Federal Heights,2004,11178,126270
340,1,26270,Federal Heights,2005,11106,126270
341,1,26270,Federal Heights,2006,11128,126270
342,1,26270,Federal Heights,2007,11099,126270
343,1,26270,Federal Heights,2008,11220,126270
344,1,26270,Federal Heights,2009,11403,126270
345,1,26270,Federal Heights,2010,11506,126270
346,1,26270,Federal Heights,2011,11862,126270
347,1,26270,Federal Heights,2012,12219,126270
348,1,26270,Federal Heights,2013,12664,126270
349,1,26270,Federal Heights,2014,13057,126270
350,1,26270,Federal Heights,2015,13730,126270
351,1,26270,Federal Heights,2016,14146,126270
352,1,26270,Federal Heights,2017,14409,126270
353,1,26270,Federal Heights,2018,14585,126270
354,1,26270,Federal Heights,2019,14496,126270
355,1,26270,Federal Heights,2020,14339,126270
356,1,26270,Federal Heights,2021,14124,126270
357,1,45530,Lochbuie (part),1980,NULL,145530
358,1,45530,Lochbuie (part),1981,NULL,145530
359,1,45530,Lochbuie (part),1982,NULL,145530
360,1,45530,Lochbuie (part),1983,NULL,145530
361,1,45530,Lochbuie (part),1984,NULL,145530
362,1,45530,Lochbuie (part),1985,NULL,145530
363,1,45530,Lochbuie (part),1986,NULL,145530
364,1,45530,Lochbuie (part),1987,NULL,145530
365,1,45530,Lochbuie (part),1988,NULL,145530
366,1,45530,Lochbuie (part),1989,NULL,145530
367,1,45530,Lochbuie (part),1990,NULL,145530
368,1,45530,Lochbuie (part),1991,NULL,145530
369,1,45530,Lochbuie (part),1992,NULL,145530
370,1,45530,Lochbuie (part),1993,NULL,145530
371,1,45530,Lochbuie (part),1994,NULL,145530
372,1,45530,Lochbuie (part),1995,NULL,145530
373,1,45530,Lochbuie (part),1996,NULL,145530
374,1,45530,Lochbuie (part),1997,NULL,145530
375,1,45530,Lochbuie (part),1998,NULL,145530
376,1,45530,Lochbuie (part),1999,NULL,145530
377,1,45530,Lochbuie (part),2000,4,145530
378,1,45530,Lochbuie (part),2001,4,145530
379,1,45530,Lochbuie (part),2002,4,145530
380,1,45530,Lochbuie (part),2003,0,145530
381,1,45530,Lochbuie (part),2004,0,145530
382,1,45530,Lochbuie (part),2005,0,145530
383,1,45530,Lochbuie (part),2006,0,145530
384,1,45530,Lochbuie (part),2007,2,145530
385,1,45530,Lochbuie (part),2008,2,145530
386,1,45530,Lochbuie (part),2009,2,145530
387,1,45530,Lochbuie (Part),2010,2,145530
388,1,45530,Lochbuie (Part),2011,2,145530
389,1,45530,Lochbuie (Part),2012,2,145530
390,1,45530,Lochbuie (Part),2013,2,145530
391,1,45530,Lochbuie (Part),2014,2,145530
392,1,45530,Lochbuie (Part),2015,2,145530
393,1,45530,Lochbuie (Part),2016,1,145530
394,1,45530,Lochbuie (Part),2017,1,145530
395,1,45530,Lochbuie (Part),2018,1,145530
396,1,45530,Lochbuie (Part),2019,1,145530
397,1,45530,Lochbuie (Part),2020,1,145530
398,1,45530,Lochbuie (Part),2021,1,145530
399,1,54330,Northglenn (part),1980,29847,154330
400,1,54330,Northglenn (part),1981,29827,154330
401,1,54330,Northglenn (part),1982,29946,154330
402,1,54330,Northglenn (part),1983,30365,154330
403,1,54330,Northglenn (part),1984,29902,154330
404,1,54330,Northglenn (part),1985,29592,154330
405,1,54330,Northglenn (part),1986,28479,154330
406,1,54330,Northglenn (part),1987,28448,154330
407,1,54330,Northglenn (part),1988,28030,154330
408,1,54330,Northglenn (part),1989,27567,154330
409,1,54330,Northglenn (part),1990,27195,154330
410,1,54330,Northglenn (part),1991,27521,154330
411,1,54330,Northglenn (part),1992,27953,154330
412,1,54330,Northglenn (part),1993,27875,154330
413,1,54330,Northglenn (part),1994,27848,154330
414,1,54330,Northglenn (part),1995,27769,154330
415,1,54330,Northglenn (part),1996,28137,154330
416,1,54330,Northglenn (part),1997,28523,154330
417,1,54330,Northglenn (part),1998,28900,154330
418,1,54330,Northglenn (part),1999,30423,154330
419,1,54330,Northglenn (part),2000,32444,154330
420,1,54330,Northglenn (part),2001,33871,154330
421,1,54330,Northglenn (part),2002,35867,154330
422,1,54330,Northglenn (part),2003,35314,154330
423,1,54330,Northglenn (part),2004,34824,154330
424,1,54330,Northglenn (part),2005,34530,154330
425,1,54330,Northglenn (part),2006,34593,154330
426,1,54330,Northglenn (part),2007,34573,154330
427,1,54330,Northglenn (part),2008,34909,154330
428,1,54330,Northglenn (part),2009,35556,154330
429,1,54330,Northglenn (Part),2010,35883,154330
430,1,54330,Northglenn (Part),2011,36390,154330
431,1,54330,Northglenn (Part),2012,36837,154330
432,1,54330,Northglenn (Part),2013,37311,154330
433,1,54330,Northglenn (Part),2014,38341,154330
434,1,54330,Northglenn (Part),2015,38651,154330
435,1,54330,Northglenn (Part),2016,38905,154330
436,1,54330,Northglenn (Part),2017,38735,154330
437,1,54330,Northglenn (Part),2018,38629,154330
438,1,54330,Northglenn (Part),2019,38286,154330
439,1,54330,Northglenn (Part),2020,37996,154330
440,1,54330,Northglenn (Part),2021,37521,154330
441,1,77290,Thornton,1980,40343,177290
442,1,77290,Thornton,1981,44215,177290
443,1,77290,Thornton,1982,46889,177290
444,1,77290,Thornton,1983,48926,177290
445,1,77290,Thornton,1984,49557,177290
446,1,77290,Thornton,1985,51703,177290
447,1,77290,Thornton,1986,53240,177290
448,1,77290,Thornton,1987,54865,177290
449,1,77290,Thornton,1988,55287,177290
450,1,77290,Thornton,1989,55198,177290
451,1,77290,Thornton,1990,55031,177290
452,1,77290,Thornton,1991,56408,177290
453,1,77290,Thornton,1992,57647,177290
454,1,77290,Thornton,1993,59474,177290
455,1,77290,Thornton,1994,61523,177290
456,1,77290,Thornton,1995,64453,177290
457,1,77290,Thornton,1996,67158,177290
458,1,77290,Thornton,1997,70124,177290
459,1,77290,Thornton,1998,75373,177290
460,1,77290,Thornton,1999,79365,177290
461,1,77290,Thornton,2000,83305,177290
462,1,77290,Thornton,2001,87777,177290
463,1,77290,Thornton,2002,93138,177290
464,1,77290,Thornton,2003,97102,177290
465,1,77290,Thornton,2004,100493,177290
466,1,77290,Thornton,2005,103804,177290
467,1,77290,Thornton,2006,107586,177290
468,1,77290,Thornton,2007,110457,177290
469,1,77290,Thornton,2008,113992,177290
470,1,77290,Thornton,2009,117257,177290
471,1,77290,Thornton (Part),2010,119753,177290
472,1,77290,Thornton (Part),2011,122002,177290
473,1,77290,Thornton (Part),2012,124107,177290
474,1,77290,Thornton (Part),2013,126563,177290
475,1,77290,Thornton (Part),2014,128934,177290
476,1,77290,Thornton (Part),2015,131584,177290
477,1,77290,Thornton (Part),2016,134302,177290
478,1,77290,Thornton (Part),2017,136532,177290
479,1,77290,Thornton (Part),2018,138819,177290
480,1,77290,Thornton (Part),2019,140334,177290
481,1,77290,Thornton (Part),2020,142157,177290
482,1,77290,Thornton (Part),2021,142307,177290
483,1,83835,Westminster (part),1980,32046,183835
484,1,83835,Westminster (part),1981,33886,183835
485,1,83835,Westminster (part),1982,36191,183835
486,1,83835,Westminster (part),1983,37549,183835
487,1,83835,Westminster (part),1984,37827,183835
488,1,83835,Westminster (part),1985,38802,183835
489,1,83835,Westminster (part),1986,39758,183835
490,1,83835,Westminster (part),1987,41120,183835
491,1,83835,Westminster (part),1988,41540,183835
492,1,83835,Westminster (part),1989,41585,183835
493,1,83835,Westminster (part),1990,41639,183835
494,1,83835,Westminster (part),1991,43074,183835
495,1,83835,Westminster (part),1992,44028,183835
496,1,83835,Westminster (part),1993,45971,183835
497,1,83835,Westminster (part),1994,48393,183835
498,1,83835,Westminster (part),1995,50958,183835
499,1,83835,Westminster (part),1996,53585,183835
500,1,83835,Westminster (part),1997,55036,183835
501,1,83835,Westminster (part),1998,55692,183835
502,1,83835,Westminster (part),1999,56673,183835
503,1,83835,Westminster (part),2000,57613,183835
504,1,83835,Westminster (part),2001,58166,183835
505,1,83835,Westminster (part),2002,59012,183835
506,1,83835,Westminster (part),2003,59268,183835
507,1,83835,Westminster (part),2004,59443,183835
508,1,83835,Westminster (part),2005,59299,183835
509,1,83835,Westminster (part),2006,59824,183835
510,1,83835,Westminster (part),2007,60231,183835
511,1,83835,Westminster (part),2008,61245,183835
512,1,83835,Westminster (part),2009,62911,183835
513,1,83835,Westminster (Part),2010,63974,183835
514,1,83835,Westminster (Part),2011,65229,183835
515,1,83835,Westminster (Part),2012,66342,183835
516,1,83835,Westminster (Part),2013,67510,183835
517,1,83835,Westminster (Part),2014,68697,183835
518,1,83835,Westminster (Part),2015,69945,183835
519,1,83835,Westminster (Part),2016,70782,183835
520,1,83835,Westminster (Part),2017,71083,183835
521,1,83835,Westminster (Part),2018,71348,183835
522,1,83835,Westminster (Part),2019,71158,183835
523,1,83835,Westminster (Part),2020,71058,183835
524,1,83835,Westminster (Part),2021,70458,183835
525,1,99990,Adams Unincorp. Area,1980,70024,199990
526,1,99990,Adams Unincorp. Area,1981,70297,199990
527,1,99990,Adams Unincorp. Area,1982,70624,199990
528,1,99990,Adams Unincorp. Area,1983,71839,199990
529,1,99990,Adams Unincorp. Area,1984,70286,199990
530,1,99990,Adams Unincorp. Area,1985,69489,199990
531,1,99990,Adams Unincorp. Area,1986,66578,199990
532,1,99990,Adams Unincorp. Area,1987,65134,199990
533,1,99990,Adams Unincorp. Area,1988,64539,199990
534,1,99990,Adams Unincorp. Area,1989,63417,199990
535,1,99990,Adams Unincorp. Area,1990,62606,199990
536,1,99990,Adams Unincorp. Area,1991,64537,199990
537,1,99990,Adams Unincorp. Area,1992,66501,199990
538,1,99990,Adams Unincorp. Area,1993,68890,199990
539,1,99990,Adams Unincorp. Area,1994,70669,199990
540,1,99990,Adams Unincorp. Area,1995,71842,199990
541,1,99990,Adams Unincorp. Area,1996,73050,199990
542,1,99990,Adams Unincorp. Area,1997,74686,199990
543,1,99990,Adams Unincorp. Area,1998,76684,199990
544,1,99990,Adams Unincorp. Area,1999,77618,199990
545,1,99990,Adams Unincorp. Area,2000,78379,199990
546,1,99990,Adams Unincorp. Area,2001,79055,199990
547,1,99990,Adams Unincorp. Area,2002,80108,199990
548,1,99990,Adams Unincorp. Area,2003,80628,199990
549,1,99990,Adams Unincorp. Area,2004,80725,199990
550,1,99990,Adams Unincorp. Area,2005,81497,199990
551,1,99990,Adams Unincorp. Area,2006,83240,199990
552,1,99990,Adams Unincorp. Area,2007,84211,199990
553,1,99990,Adams Unincorp. Area,2008,85498,199990
554,1,99990,Adams Unincorp. Area,2009,87372,199990
555,1,99990,Unincorp. Area,2010,88553,199990
556,1,99990,Unincorp. Area,2011,89951,199990
557,1,99990,Unincorp. Area,2012,91338,199990
558,1,99990,Unincorp. Area,2013,92673,199990
559,1,99990,Unincorp. Area,2014,93903,199990
560,1,99990,Unincorp. Area,2015,95152,199990
561,1,99990,Unincorp. Area,2016,95878,199990
562,1,99990,Unincorp. Area,2017,96718,199990
563,1,99990,Unincorp. Area,2018,97795,199990
564,1,99990,Unincorp. Area,2019,98358,199990
565,1,99990,Unincorp. Area,2020,98714,199990
566,1,99990,Unincorp. Area,2021,98889,199990
567,3,0,ALAMOSA COUNTY,1980,11799,300000
568,3,0,ALAMOSA COUNTY,1981,12184,300000
569,3,0,ALAMOSA COUNTY,1982,12258,300000
570,3,0,ALAMOSA COUNTY,1983,12643,300000
571,3,0,ALAMOSA COUNTY,1984,12928,300000
572,3,0,ALAMOSA COUNTY,1985,13011,300000
573,3,0,ALAMOSA COUNTY,1986,13336,300000
574,3,0,ALAMOSA COUNTY,1987,13427,300000
575,3,0,ALAMOSA COUNTY,1988,13715,300000
576,3,0,ALAMOSA COUNTY,1989,13660,300000
577,3,0,ALAMOSA COUNTY,1990,13617,300000
578,3,0,ALAMOSA COUNTY,1991,13639,300000
579,3,0,ALAMOSA COUNTY,1992,13572,300000
580,3,0,ALAMOSA COUNTY,1993,13657,300000
581,3,0,ALAMOSA COUNTY,1994,13823,300000
582,3,0,ALAMOSA COUNTY,1995,14097,300000
