district_code,district_name,countyfips,teacher_fte,schools,enrollment,pop_5_17,pop_2060,pop_change,teacher_fte_2060_demography,teacher_fte_2060,schools_2060_demography,schools_2060,schools_change,fte_change,schools_change_demography
1560,Thompson R2-J,069,933.5,32.0,14751.0,54087.0,54474,0.0071551389428143874,938.5062771460682,997.3084065190205,32.09748988949001,33.39308234353454,0.043533823235454294,0.06835394378041837,0.0030465590465627024
1570,Estes Park R-3,069,69.3,3.0,956.0,54087.0,54474,0.0071551389428143874,69.67164971207555,74.03692830398299,3.009139677139688,3.1306014697063627,0.043533823235454294,0.06835394378041837,0.0030465590465627024
1580,Trinidad 1,071,43.9,3.0,769.0,1898.0,919,-0.5158061116965227,25.47827561304907,27.07461747594433,2.2015685473362363,2.290433303016853,-0.23652223232771563,-0.3832661167210859,-0.26614381755458794
1590,Primero Reorganized 2,071,15.6,2.0,214.0,1898.0,919,-0.5158061116965227,9.053783589147278,9.62104857915106,1.4677123648908241,1.5269555353445687,-0.23652223232771563,-0.3832661167210859,-0.26614381755458794
1600,Hoehne Reorganized 3,071,16.5,1.0,271.0,1898.0,919,-0.5158061116965227,9.57611725775193,10.176109074102085,0.7338561824454121,0.7634777676722844,-0.23652223232771563,-0.3832661167210858,-0.26614381755458794
1620,Aguilar Reorganized 6,071,11.8,2.0,127.0,1898.0,919,-0.5158061116965227,6.848374766149865,7.2774598226911875,1.4677123648908241,1.5269555353445687,-0.23652223232771563,-0.3832661167210858,-0.26614381755458794
1750,Branson Reorganized 82,071,35.8,2.0,465.0,1898.0,919,-0.5158061116965227,20.777272595607215,22.079073021385124,1.4677123648908241,1.5269555353445687,-0.23652223232771563,-0.3832661167210859,-0.26614381755458794
1760,Kim Reorganized 88,071,7.5,2.0,25.0,1898.0,919,-0.5158061116965227,4.352780571705423,4.625504124591856,1.4677123648908241,1.5269555353445687,-0.23652223232771563,-0.3832661167210858,-0.26614381755458794
1780,Genoa-Hugo C113,073,17.4,1.0,220.0,907.0,705,-0.22271223814773977,14.403403820812404,15.30584937233051,0.8980817257602377,0.9343321587696813,-0.06566784123031866,-0.1203534843488212,-0.1019182742397623
1790,Limon RE-4J,073,31.5,2.0,451.0,907.0,705,-0.22271223814773977,26.075127606643147,27.70886524301213,1.7961634515204754,1.8686643175393627,-0.06566784123031866,-0.1203534843488212,-0.1019182742397623
1810,Karval RE-23,073,5.2,2.0,30.0,907.0,705,-0.22271223814773977,4.304465509668075,4.57416188138613,1.7961634515204754,1.8686643175393627,-0.06566784123031866,-0.12035348434882132,-0.1019182742397623
1828,Valley RE-1,075,129.8,7.0,1910.0,3088.0,2083,-0.3254533678756477,96.60545851529466,102.65827543094072,5.9175866781193065,6.156445874670879,-0.12050773218987454,-0.20910419544729808,-0.15463047455438483
1850,Frenchman RE-3,075,18.4,2.0,222.0,3088.0,2083,-0.3254533678756477,13.694456368886144,14.552482803769715,1.6907390508912303,1.7589845356202511,-0.12050773218987443,-0.20910419544729808,-0.15463047455438483
1870,Plateau RE-5,075,16.3,2.0,205.0,3088.0,2083,-0.3254533678756477,12.131502109393704,12.891601614209042,1.6907390508912303,1.7589845356202511,-0.12050773218987443,-0.20910419544729808,-0.15463047455438483
1980,De Beque 49JT,077,13.5,1.0,181.0,24488.0,22735,-0.07158608297941849,12.768325954833081,13.56832567029078,0.9688057608249552,1.00791091943646,0.00791091943645994,0.005061160762280137,-0.031194239175044824
1990,Plateau Valley 50,077,23.8,4.0,303.0,24488.0,22735,-0.07158608297941849,22.51008575740943,23.920455626142267,3.8752230432998207,4.03164367774584,0.00791091943645994,0.005061160762280137,-0.031194239175044824
