school_year,level,source,target,students,self_loop,edge_type,source_raw,target_raw
2020-2021,high,OUTSIDE_DISTRICT,Justice High,35,False,oe_from_outside_district,OUTSIDE_DISTRICT,Justice High
2020-2021,high,PLACEMENT,Justice High,3,False,placements_into_school,PLACEMENT,Justice High
2020-2021,middle,Manhattan,Manhattan,225,True,matrix,Manhattan,Manhattan
2020-2021,middle,Casey,Manhattan,27,False,matrix,Casey,Manhattan
2020-2021,middle,Centennial,Manhattan,37,False,matrix,Centennial,Manhattan
2020-2021,middle,Platt,Manhattan,23,False,matrix,Platt,Manhattan
2020-2021,middle,Southern Hills,Manhattan,17,False,matrix,Southern Hills,Manhattan
2020-2021,middle,Aspen Creek K-8,Manhattan,3,False,matrix,Aspen Creek K-8,Manhattan
2020-2021,middle,Broomfield Heights,Manhattan,3,False,matrix,Broomfield Heights,Manhattan
2020-2021,middle,Angevine,Manhattan,40,False,matrix,Angevine,Manhattan
2020-2021,middle,Meadowlark,Manhattan,6,False,matrix,Meadowlark,Manhattan
2020-2021,middle,Louisville Middle,Manhattan,7,False,matrix,Louisville Middle,Manhattan
2020-2021,middle,Monarch K-8,Manhattan,4,False,matrix,Monarch K-8,Manhattan
2020-2021,middle,Eldorado K-8,Manhattan,2,False,matrix,Eldorado K-8,Manhattan
2020-2021,middle,Nederland,Manhattan,5,False,matrix,Nederland,Manhattan
2020-2021,middle,Manhattan,Casey,19,False,matrix,Manhattan,Casey
2020-2021,middle,Casey,Casey,396,True,matrix,Casey,Casey
2020-2021,middle,Centennial,Casey,54,False,matrix,Centennial,Casey
2020-2021,middle,Platt,Casey,2,False,matrix,Platt,Casey
2020-2021,middle,Southern Hills,Casey,7,False,matrix,Southern Hills,Casey
2020-2021,middle,Meadowlark,Casey,2,False,matrix,Meadowlark,Casey
2020-2021,middle,Nederland,Casey,2,False,matrix,Nederland,Casey
2020-2021,middle,Manhattan,Centennial,2,False,matrix,Manhattan,Centennial
2020-2021,middle,Casey,Centennial,36,False,matrix,Casey,Centennial
2020-2021,middle,Centennial,Centennial,483,True,matrix,Centennial,Centennial
2020-2021,middle,Platt,Centennial,6,False,matrix,Platt,Centennial
2020-2021,middle,Angevine,Centennial,3,False,matrix,Angevine,Centennial
2020-2021,middle,Louisville Middle,Centennial,2,False,matrix,Louisville Middle,Centennial
2020-2021,middle,Nederland,Centennial,1,False,matrix,Nederland,Centennial
2020-2021,middle,Manhattan,Platt,59,False,matrix,Manhattan,Platt
2020-2021,middle,Casey,Platt,19,False,matrix,Casey,Platt
2020-2021,middle,Centennial,Platt,18,False,matrix,Centennial,Platt
2020-2021,middle,Platt,Platt,292,True,matrix,Platt,Platt
2020-2021,middle,Southern Hills,Platt,12,False,matrix,Southern Hills,Platt
2020-2021,middle,Angevine,Platt,27,False,matrix,Angevine,Platt
2020-2021,middle,Meadowlark,Platt,3,False,matrix,Meadowlark,Platt
2020-2021,middle,Louisville Middle,Platt,6,False,matrix,Louisville Middle,Platt
2020-2021,middle,Monarch K-8,Platt,9,False,matrix,Monarch K-8,Platt
2020-2021,middle,Eldorado K-8,Platt,3,False,matrix,Eldorado K-8,Platt
2020-2021,middle,Manhattan,Southern Hills,62,False,matrix,Manhattan,Southern Hills
2020-2021,middle,Casey,Southern Hills,10,False,matrix,Casey,Southern Hills
2020-2021,middle,Centennial,Southern Hills,13,False,matrix,Centennial,Southern Hills
2020-2021,middle,Platt,Southern Hills,14,False,matrix,Platt,Southern Hills
2020-2021,middle,Southern Hills,Southern Hills,322,True,matrix,Southern Hills,Southern Hills
2020-2021,middle,Aspen Creek K-8,Southern Hills,2,False,matrix,Aspen Creek K-8,Southern Hills
2020-2021,middle,Angevine,Southern Hills,3,False,matrix,Angevine,Southern Hills
2020-2021,middle,Meadowlark,Southern Hills,1,False,matrix,Meadowlark,Southern Hills
2020-2021,middle,Monarch K-8,Southern Hills,7,False,matrix,Monarch K-8,Southern Hills
2020-2021,middle,Eldorado K-8,Southern Hills,18,False,matrix,Eldorado K-8,Southern Hills
2020-2021,middle,Nederland,Southern Hills,3,False,matrix,Nederland,Southern Hills
2020-2021,middle,Platt,Aspen Creek K-8,1,False,matrix,Platt,Aspen Creek K-8
2020-2021,middle,Aspen Creek K-8,Aspen Creek K-8,251,True,matrix,Aspen Creek K-8,Aspen Creek K-8
2020-2021,middle,Broomfield Heights,Aspen Creek K-8,13,False,matrix,Broomfield Heights,Aspen Creek K-8
2020-2021,middle,Angevine,Aspen Creek K-8,3,False,matrix,Angevine,Aspen Creek K-8
2020-2021,middle,Eldorado K-8,Aspen Creek K-8,1,False,matrix,Eldorado K-8,Aspen Creek K-8
2020-2021,middle,Manhattan,Broomfield Heights,1,False,matrix,Manhattan,Broomfield Heights
2020-2021,middle,Centennial,Broomfield Heights,1,False,matrix,Centennial,Broomfield Heights
2020-2021,middle,Aspen Creek K-8,Broomfield Heights,56,False,matrix,Aspen Creek K-8,Broomfield Heights
2020-2021,middle,Broomfield Heights,Broomfield Heights,288,True,matrix,Broomfield Heights,Broomfield Heights
2020-2021,middle,Angevine,Broomfield Heights,3,False,matrix,Angevine,Broomfield Heights
2020-2021,middle,Eldorado K-8,Broomfield Heights,1,False,matrix,Eldorado K-8,Broomfield Heights
2020-2021,middle,Platt,Angevine,1,False,matrix,Platt,Angevine
2020-2021,middle,Southern Hills,Angevine,2,False,matrix,Southern Hills,Angevine
2020-2021,middle,Aspen Creek K-8,Angevine,1,False,matrix,Aspen Creek K-8,Angevine
2020-2021,middle,Broomfield Heights,Angevine,2,False,matrix,Broomfield Heights,Angevine
2020-2021,middle,Angevine,Angevine,605,True,matrix,Angevine,Angevine
2020-2021,middle,Meadowlark,Angevine,7,False,matrix,Meadowlark,Angevine
2020-2021,middle,Louisville Middle,Angevine,1,False,matrix,Louisville Middle,Angevine
2020-2021,middle,Platt,Meadowlark,2,False,matrix,Platt,Meadowlark
2020-2021,middle,Angevine,Meadowlark,10,False,matrix,Angevine,Meadowlark
2020-2021,middle,Meadowlark,Meadowlark,149,True,matrix,Meadowlark,Meadowlark
2020-2021,middle,Louisville Middle,Meadowlark,1,False,matrix,Louisville Middle,Meadowlark
2020-2021,middle,Centennial,Louisville Middle,1,False,matrix,Centennial,Louisville Middle
2020-2021,middle,Platt,Louisville Middle,32,False,matrix,Platt,Louisville Middle
2020-2021,middle,Aspen Creek K-8,Louisville Middle,1,False,matrix,Aspen Creek K-8,Louisville Middle
2020-2021,middle,Angevine,Louisville Middle,38,False,matrix,Angevine,Louisville Middle
2020-2021,middle,Meadowlark,Louisville Middle,5,False,matrix,Meadowlark,Louisville Middle
2020-2021,middle,Louisville Middle,Louisville Middle,473,True,matrix,Louisville Middle,Louisville Middle
2020-2021,middle,Monarch K-8,Louisville Middle,30,False,matrix,Monarch K-8,Louisville Middle
2020-2021,middle,Eldorado K-8,Louisville Middle,8,False,matrix,Eldorado K-8,Louisville Middle
2020-2021,middle,Manhattan,Monarch K-8,1,False,matrix,Manhattan,Monarch K-8
2020-2021,middle,Platt,Monarch K-8,1,False,matrix,Platt,Monarch K-8
2020-2021,middle,Southern Hills,Monarch K-8,1,False,matrix,Southern Hills,Monarch K-8
2020-2021,middle,Aspen Creek K-8,Monarch K-8,8,False,matrix,Aspen Creek K-8,Monarch K-8
2020-2021,middle,Broomfield Heights,Monarch K-8,4,False,matrix,Broomfield Heights,Monarch K-8
2020-2021,middle,Angevine,Monarch K-8,25,False,matrix,Angevine,Monarch K-8
2020-2021,middle,Meadowlark,Monarch K-8,7,False,matrix,Meadowlark,Monarch K-8
2020-2021,middle,Louisville Middle,Monarch K-8,7,False,matrix,Louisville Middle,Monarch K-8
2020-2021,middle,Monarch K-8,Monarch K-8,219,True,matrix,Monarch K-8,Monarch K-8
2020-2021,middle,Eldorado K-8,Monarch K-8,39,False,matrix,Eldorado K-8,Monarch K-8
2020-2021,middle,Platt,Eldorado K-8,2,False,matrix,Platt,Eldorado K-8
2020-2021,middle,Aspen Creek K-8,Eldorado K-8,1,False,matrix,Aspen Creek K-8,Eldorado K-8
2020-2021,middle,Broomfield Heights,Eldorado K-8,1,False,matrix,Broomfield Heights,Eldorado K-8
2020-2021,middle,Angevine,Eldorado K-8,2,False,matrix,Angevine,Eldorado K-8
2020-2021,middle,Louisville Middle,Eldorado K-8,1,False,matrix,Louisville Middle,Eldorado K-8
2020-2021,middle,Monarch K-8,Eldorado K-8,5,False,matrix,Monarch K-8,Eldorado K-8
2020-2021,middle,Eldorado K-8,Eldorado K-8,331,True,matrix,Eldorado K-8,Eldorado K-8
2020-2021,middle,Casey,Nederland,1,False,matrix,Casey,Nederland
2020-2021,middle,Angevine,Nederland,1,False,matrix,Angevine,Nederland
2020-2021,middle,Nederland,Nederland,99,True,matrix,Nederland,Nederland
2020-2021,middle,Manhattan,Boulder Universal,12,False,matrix,Manhattan,Boulder Universal
2020-2021,middle,Casey,Boulder Universal,34,False,matrix,Casey,Boulder Universal
2020-2021,middle,Centennial,Boulder Universal,25,False,matrix,Centennial,Boulder Universal
2020-2021,middle,Platt,Boulder Universal,21,False,matrix,Platt,Boulder Universal
