donor_id,first_year,last_year,n_years,n_campaigns,total_dollars,key_has_zip,zip
d00001,2019,2019,1,1,50.0,True,80303
d00002,2021,2025,3,3,300.0,True,80303
d00003,2021,2021,1,1,25.0,True,80303
d00004,2015,2019,3,4,400.0,True,80503
d00005,2019,2019,1,1,25.0,True,07722
d00006,2020,2020,1,1,500.0,False,
d00007,2017,2017,1,1,100.0,True,80304
d00008,2021,2025,2,2,100.0,False,
d00009,2022,2025,2,3,81.05,True,80304
d00010,2021,2021,1,1,50.0,True,80304
d00011,2023,2023,1,1,25.0,True,80305
d00012,2015,2017,2,5,215.0,True,80302
d00013,2020,2020,1,1,5.0,True,80021
d00014,2016,2016,1,1,25.0,True,80304
d00015,2023,2023,1,1,100.0,True,80302
d00016,2017,2017,1,1,25.0,True,80401
d00017,2015,2015,1,1,25.0,True,80301
d00018,2026,2026,1,1,25.0,False,
d00019,2021,2021,1,1,50.0,True,80303
d00020,2019,2019,1,1,100.0,True,80112
d00021,2019,2019,1,1,100.0,True,66062
d00022,2017,2017,1,1,10.0,True,80302
d00023,2021,2026,3,4,500.0,True,80303
d00024,2017,2017,1,1,50.0,False,
d00025,2019,2019,1,1,50.0,True,80304
d00026,2015,2015,1,2,175.0,True,80303
d00027,2021,2021,1,1,104.15,True,80303
d00028,2017,2017,1,1,100.0,True,80303
d00029,2025,2025,1,1,10.3,False,
d00030,2015,2020,4,5,500.0,True,80302
d00031,2015,2015,1,1,100.0,True,80302
d00032,2017,2017,1,1,25.0,True,80301
d00033,2023,2023,1,1,100.0,True,27609
d00034,2025,2025,1,1,10.3,False,
d00035,2019,2019,1,1,100.0,True,19422
d00036,2019,2019,1,1,100.0,True,80305
d00037,2017,2017,1,1,25.0,False,
d00038,2021,2021,1,1,100.0,True,80305
d00039,2023,2023,1,1,100.0,True,80305
d00040,2015,2015,1,1,25.0,True,80305
d00041,2015,2026,3,4,346.0,True,80302
d00042,2015,2015,1,1,50.0,True,80302
d00043,2023,2023,1,1,25.0,True,80016
d00044,2021,2021,1,1,100.0,True,80302
d00045,2021,2021,1,1,100.0,False,
d00046,2019,2023,2,2,150.0,False,
d00047,2020,2020,1,1,50.0,False,
d00048,2015,2017,2,2,50.0,True,20010
d00049,2023,2025,2,6,1000.0,True,80304
d00050,2015,2026,4,11,855.0,True,80304
d00051,2017,2017,1,1,100.0,True,80304
d00052,2020,2020,1,1,26.27,False,
d00053,2025,2025,1,1,100.0,False,
d00054,2021,2021,1,1,78.5,False,
d00055,2015,2015,1,1,50.0,True,80301
d00056,2023,2023,1,1,100.0,True,80304
d00057,2017,2020,2,2,150.0,False,
d00058,2026,2026,1,1,50.0,False,
d00059,2019,2019,1,1,50.0,True,80304
d00060,2023,2023,1,1,100.0,True,49616
d00061,2025,2026,2,2,40.0,False,
d00062,2020,2020,1,1,50.0,True,20037
d00063,2015,2017,2,5,250.0,True,80304
d00064,2019,2019,1,1,50.0,True,14845
d00065,2026,2026,1,1,100.0,False,
d00066,2017,2017,1,1,50.0,True,80302
d00067,2019,2019,1,1,100.0,True,80304
d00068,2017,2017,1,1,60.0,True,80305
d00069,2017,2017,1,1,20.0,False,
d00070,2015,2023,3,3,175.0,True,80305
d00071,2015,2015,1,2,100.0,True,80304
d00072,2019,2019,1,1,20.0,True,80304
d00073,2020,2020,1,1,25.0,False,
d00074,2019,2019,1,1,35.0,True,80304
d00075,2023,2023,1,1,100.0,True,80305
d00076,2017,2023,5,11,279.64,True,80302
d00077,2015,2015,1,1,100.0,True,80305
d00078,2023,2026,3,6,214.0,True,80305
d00079,2015,2023,6,31,3100.0,True,80304
d00080,2023,2023,1,1,50.0,True,80303
d00081,2023,2023,1,1,75.0,False,
d00082,2025,2025,1,1,26.82,False,
d00083,2021,2021,1,2,200.0,True,80304
d00084,2017,2017,1,1,50.0,False,
d00085,2025,2026,2,2,40.0,False,
d00086,2019,2019,1,1,55.0,True,80504
d00087,2023,2023,1,1,50.0,False,
d00088,2020,2020,1,1,250.0,True,80302
d00089,2015,2015,1,1,100.0,True,84124
d00090,2023,2023,1,1,50.0,True,80302
d00091,2024,2024,1,1,50.0,False,
d00092,2017,2017,1,1,25.0,True,80302
d00093,2023,2023,1,1,100.0,True,80830
d00094,2023,2023,1,1,25.0,True,80302
d00095,2023,2023,1,1,100.0,True,80301
d00096,2021,2021,1,1,100.0,False,
d00097,2023,2023,1,2,50.0,True,80304
d00098,2017,2017,1,1,10.0,False,
d00099,2023,2025,2,5,500.0,True,80304
d00100,2017,2017,1,1,100.0,True,80223
d00101,2017,2017,1,1,50.0,True,80301
d00102,2019,2022,2,2,75.0,True,80305
d00103,2021,2021,1,1,52.23,False,
d00104,2017,2017,1,1,20.0,True,80301
d00105,2015,2015,1,2,50.0,True,80303
d00106,2019,2022,3,9,1348.75,True,80021
d00107,2021,2021,1,1,100.0,True,80303
d00108,2015,2019,2,3,300.0,True,80302
d00109,2015,2026,6,10,665.0,True,80302
d00110,2022,2022,1,1,49.64,True,80301
d00111,2017,2017,1,2,75.0,False,
d00112,2021,2021,1,1,10.7,False,
d00113,2015,2026,8,20,1925.0,True,80304
d00114,2017,2017,1,1,10.0,True,80304
d00115,2021,2025,2,2,150.0,True,80241
d00116,2023,2023,1,1,25.0,True,10590
d00117,2021,2021,1,1,709.29,False,
d00118,2025,2025,1,1,5.15,False,
d00119,2017,2017,1,1,100.0,True,80303
d00120,2020,2026,5,5,369.0,True,80303
d00121,2020,2020,1,1,54.0,True,80223
d00122,2021,2021,1,1,100.0,False,
d00123,2023,2025,2,3,300.0,True,80302
d00124,2020,2020,1,1,10.7,False,
d00125,2019,2019,1,1,25.0,True,80301
d00126,2026,2026,1,1,25.0,False,
d00127,2023,2023,1,1,90.0,True,22152
d00128,2015,2017,2,2,135.0,True,80304
d00129,2023,2023,1,1,50.0,True,60543
d00130,2023,2023,1,1,54.0,True,80305
d00131,2023,2023,1,1,100.0,True,80003
d00132,2020,2020,1,1,26.27,False,
d00133,2021,2021,1,1,100.0,True,80305
d00134,2021,2023,2,2,150.0,False,
d00135,2020,2020,1,1,25.0,False,
d00136,2026,2026,1,1,5.0,False,
d00137,2017,2017,1,1,25.0,False,
d00138,2017,2017,1,1,20.0,True,80305
d00139,2023,2023,1,1,100.0,True,94010
d00140,2023,2025,2,2,200.0,False,
d00141,2015,2023,4,5,375.0,True,80304
d00142,2021,2021,1,1,26.27,False,
d00143,2015,2015,1,1,50.0,True,80306
d00144,2017,2017,1,1,25.0,False,
d00145,2023,2023,1,1,100.0,True,97232
d00146,2025,2025,1,1,100.0,False,
d00147,2023,2023,1,1,100.0,True,80301
d00148,2015,2015,1,1,25.0,True,80302
d00149,2023,2023,1,2,200.0,True,20017
d00150,2025,2025,1,1,10.0,False,
d00151,2023,2023,1,1,100.0,True,80306
d00152,2023,2023,1,1,100.0,True,80238
d00153,2021,2021,1,1,50.0,True,44122
d00154,2017,2017,1,1,15.0,True,80301
d00155,2023,2023,1,1,100.0,False,
d00156,2015,2015,1,2,200.0,True,80302
d00157,2021,2021,1,1,350.0,True,80304
d00158,2019,2019,1,1,10.0,True,80002
d00159,2017,2017,1,1,20.0,True,64111
d00160,2015,2015,1,2,193.6,True,80302
d00161,2023,2023,1,1,100.0,True,80304
d00162,2021,2021,1,1,100.0,True,80304
d00163,2017,2017,1,1,100.0,False,
d00164,2021,2021,1,1,10.7,False,
d00165,2022,2022,1,1,496.36,True,80304
d00166,2017,2017,1,1,25.0,True,80302
d00167,2026,2026,1,1,100.0,False,
d00168,2019,2019,1,1,100.0,False,
d00169,2017,2017,1,1,100.0,True,80304
d00170,2021,2021,1,1,18.0,True,80503
d00171,2017,2017,1,1,100.0,True,80026
d00172,2020,2020,1,1,20.0,True,80301
d00173,2024,2024,1,1,100.0,False,
d00174,2021,2021,1,1,100.0,True,89134
d00175,2015,2015,1,1,48.0,True,80304
d00176,2015,2015,1,1,25.0,True,80002
d00177,2015,2023,4,5,250.0,True,80305
d00178,2015,2017,2,2,150.0,True,80304
d00179,2017,2017,1,1,50.0,True,80304
d00180,2017,2017,1,1,25.0,True,80301
d00181,2015,2015,1,1,100.0,True,80304
d00182,2020,2020,1,1,104.15,False,
d00183,2019,2019,1,1,100.0,True,80302
d00184,2023,2023,1,1,100.0,True,80304
d00185,2022,2022,1,1,50.0,True,80305
d00186,2019,2026,6,15,1203.79,True,80303
d00187,2019,2019,1,1,50.0,True,80304
d00188,2023,2026,2,2,100.0,True,80302
d00189,2019,2019,1,1,25.0,False,
d00190,2021,2021,1,1,100.0,True,80027
d00191,2015,2015,1,1,100.0,True,80481
d00192,2023,2023,1,1,100.0,True,95476
d00193,2019,2019,1,1,20.0,False,
d00194,2017,2017,1,1,20.0,True,80007
d00195,2025,2025,1,1,50.0,False,
d00196,2024,2024,1,1,51.99,False,
d00197,2017,2017,1,1,100.0,False,
d00198,2019,2019,1,1,100.0,True,80308
d00199,2019,2019,1,1,100.0,False,
d00200,2019,2019,1,1,100.0,True,80027
d00201,2015,2023,2,2,150.0,True,80302
d00202,2015,2017,2,2,200.0,True,80302
d00203,2019,2019,1,1,35.0,True,80015
d00204,2017,2017,1,1,25.0,True,80302
d00205,2019,2019,1,1,50.0,True,80304
d00206,2017,2017,1,1,25.0,True,80309
d00207,2017,2017,1,1,250.0,True,80302
d00208,2017,2017,1,1,100.0,True,80302
d00209,2021,2021,1,1,100.0,False,
d00210,2020,2020,1,1,1000.0,True,80304
d00211,2015,2015,1,1,25.0,True,80202
d00212,2026,2026,1,1,25.0,False,
d00213,2026,2026,1,1,100.0,False,
d00214,2015,2019,3,3,128.0,False,
d00215,2019,2019,1,2,200.0,True,80302
d00216,2023,2026,3,10,775.0,True,80303
d00217,2023,2023,1,1,25.0,True,80501
d00218,2023,2023,1,1,100.0,True,80306
d00219,2020,2020,1,1,1675.28,True,10272
d00220,2023,2023,1,1,100.0,True,80304
d00221,2021,2021,1,1,100.0,True,10011
d00222,2020,2021,2,2,600.0,True,80306
d00223,2017,2017,1,1,50.0,False,
d00224,2019,2019,1,1,25.0,True,80302
d00225,2015,2019,3,4,375.0,True,80305
d00226,2015,2025,7,12,1130.0,True,80304
d00227,2018,2018,1,1,36.0,True,80303
d00228,2019,2021,2,2,200.0,True,22101
d00229,2025,2025,1,1,100.0,False,
d00230,2015,2015,1,1,25.0,True,80302
d00231,2026,2026,1,1,100.0,False,
d00232,2017,2017,1,1,75.0,True,80301
d00233,2015,2015,1,1,100.0,True,80302
d00234,2021,2021,1,1,5.0,False,
d00235,2019,2019,1,1,50.0,True,80303
d00236,2017,2017,1,1,25.0,True,80304
d00237,2023,2023,1,1,20.0,True,80304
d00238,2023,2023,1,1,100.0,True,80304
d00239,2023,2023,1,1,100.0,True,80302
d00240,2026,2026,1,1,50.0,False,
d00241,2019,2019,1,1,25.0,True,80304
d00242,2015,2026,3,4,450.0,True,80303
d00243,2015,2015,1,1,100.0,False,
d00244,2017,2017,1,1,100.0,True,80504
d00245,2017,2017,1,1,50.0,False,
d00246,2021,2021,1,1,52.23,False,
d00247,2017,2017,1,1,50.0,False,
d00248,2019,2019,1,1,100.0,True,80207
d00249,2015,2015,1,1,100.0,True,80302
d00250,2019,2019,1,1,100.0,True,80301
d00251,2017,2017,1,1,100.0,False,
d00252,2015,2015,1,1,50.0,True,80455
d00253,2015,2015,1,2,200.0,True,80304
d00254,2020,2020,1,1,26.27,False,
d00255,2017,2017,1,1,10.0,True,80005
d00256,2019,2019,1,1,100.0,True,80303
d00257,2022,2022,1,1,267.8,True,80305
d00258,2021,2021,1,1,100.0,True,75230
d00259,2021,2021,1,1,50.0,True,80303
d00260,2021,2021,1,1,100.0,True,80304
d00261,2025,2025,1,1,25.0,False,
d00262,2015,2015,1,1,100.0,True,90026
d00263,2019,2019,1,1,25.0,True,80301
d00264,2023,2023,1,1,100.0,True,80302
d00265,2023,2023,1,1,100.0,True,80302
d00266,2021,2021,1,1,100.0,True,80302
d00267,2015,2015,1,2,50.0,True,80305
d00268,2023,2023,1,1,10.0,True,02562
d00269,2019,2019,1,1,100.0,True,80301
d00270,2017,2017,1,1,10.0,True,80301
d00271,2021,2021,1,1,100.0,False,
d00272,2015,2017,2,2,250.0,True,80303
d00273,2019,2019,1,1,50.0,True,48808
d00274,2020,2020,1,1,100.0,True,80306
d00275,2015,2015,1,1,50.0,True,80302
d00276,2023,2023,1,1,100.0,True,80249
d00277,2019,2019,1,1,100.0,True,80302
d00278,2023,2023,1,1,25.0,True,80304
d00279,2023,2023,1,1,100.0,True,80304
d00280,2025,2025,1,1,100.0,False,
d00281,2015,2015,1,2,100.0,True,80302
d00282,2021,2021,1,1,100.0,True,80305
d00283,2020,2020,1,1,19.99,True,80303
d00284,2019,2019,1,1,100.0,True,80504
d00285,2022,2022,1,1,15.0,True,80303
d00286,2015,2015,1,1,25.0,True,80302
d00287,2019,2019,1,1,40.0,True,80303
d00288,2015,2015,1,2,100.0,True,80302
d00289,2023,2023,1,1,100.0,True,80304
d00290,2019,2019,1,1,100.0,True,80303
d00291,2019,2019,1,1,100.0,True,80302
d00292,2021,2021,1,1,100.0,False,
d00293,2026,2026,1,1,50.0,False,
d00294,2025,2025,1,1,26.82,False,
d00295,2019,2019,1,1,100.0,True,80304
d00296,2025,2025,1,1,100.0,False,
d00297,2026,2026,1,1,25.0,False,
d00298,2019,2019,1,1,50.0,True,80304
d00299,2019,2019,1,1,100.0,False,
d00300,2020,2020,1,1,10.7,False,
d00301,2023,2023,1,1,50.0,True,80303
d00302,2015,2015,1,1,100.0,True,80304
d00303,2023,2023,1,1,100.0,True,80305
d00304,2020,2020,1,1,54.0,True,20011
d00305,2017,2023,2,2,1025.0,True,80302
d00306,2023,2023,1,1,25.0,True,80303
d00307,2021,2025,2,2,60.0,False,
d00308,2026,2026,1,1,100.0,False,
d00309,2023,2023,1,1,50.0,False,
d00310,2021,2021,1,1,200.0,False,
d00311,2020,2020,1,1,104.15,False,
d00312,2024,2024,1,1,103.48,False,
d00313,2017,2017,1,1,50.0,False,
d00314,2019,2019,1,1,100.0,True,80305
d00315,2021,2023,2,2,150.0,False,
d00316,2020,2020,1,1,50.0,True,80305
d00317,2019,2019,1,1,100.0,True,80304
d00318,2020,2020,1,1,20.0,True,80301
d00319,2023,2023,1,1,10.0,True,49684
d00320,2019,2019,1,1,50.0,True,80501
d00321,2020,2020,1,1,5.0,True,52641
d00322,2017,2017,1,1,25.0,False,
d00323,2025,2025,1,1,100.0,False,
d00324,2015,2015,1,1,100.0,True,80304
d00325,2021,2021,1,1,10.0,True,80305
d00326,2020,2020,1,1,26.27,False,
d00327,2019,2019,1,1,100.0,True,80302
d00328,2021,2021,1,1,100.0,True,80303
d00329,2019,2026,2,2,110.0,True,80303
d00330,2015,2015,1,1,40.0,True,80304
d00331,2015,2015,1,1,25.0,True,07040
d00332,2019,2019,1,1,100.0,True,80537
d00333,2017,2019,2,2,200.0,True,80304
d00334,2019,2019,1,1,25.0,True,80304
d00335,2019,2019,1,2,50.0,True,80304
d00336,2021,2021,1,1,100.0,True,80304
d00337,2020,2020,1,1,104.15,False,
d00338,2015,2015,1,1,100.0,True,80305
d00339,2015,2015,1,1,50.0,True,80304
d00340,2021,2021,1,1,100.0,False,
d00341,2015,2015,1,1,100.0,False,
d00342,2019,2019,1,1,50.0,True,80302
d00343,2015,2015,1,1,25.0,True,80304
d00344,2019,2019,1,1,50.0,True,30097
d00345,2015,2015,1,1,150.0,True,60661
d00346,2023,2026,2,2,200.0,False,
d00347,2019,2019,1,1,100.0,True,80302
d00348,2019,2019,1,1,42.26,True,80601
d00349,2022,2023,2,2,50.0,True,80305
d00350,2015,2015,1,1,25.0,True,80304
d00351,2017,2017,1,1,50.0,True,80026
d00352,2021,2021,1,2,150.0,True,80302
d00353,2026,2026,1,1,50.0,False,
d00354,2019,2019,1,1,50.0,True,49684
d00355,2017,2017,1,1,100.0,True,80304
d00356,2021,2021,1,1,100.0,True,30327
d00357,2025,2025,1,1,50.0,False,
d00358,2026,2026,1,1,25.0,False,
d00359,2019,2026,2,2,125.0,True,80031
d00360,2023,2023,1,1,100.0,True,80304
d00361,2019,2021,2,2,200.0,True,80304
d00362,2021,2025,3,3,300.0,True,80304
d00363,2021,2021,1,1,100.0,True,80304
d00364,2015,2022,2,3,200.0,True,80302
d00365,2017,2017,1,1,100.0,False,
d00366,2015,2015,1,1,50.0,True,80304
d00367,2019,2019,1,1,100.0,True,08540
d00368,2015,2015,1,1,100.0,True,80302
d00369,2023,2023,1,1,100.0,True,80249
d00370,2015,2015,1,1,40.0,True,20817
d00371,2022,2022,1,1,25.0,True,80302
d00372,2015,2015,1,1,25.0,False,
d00373,2023,2023,1,1,100.0,True,80304
d00374,2025,2026,2,3,300.0,False,
d00375,2015,2015,1,2,200.0,True,80304
d00376,2023,2023,1,1,50.0,True,80305
d00377,2021,2021,1,1,26.27,False,
d00378,2019,2025,3,5,229.0,True,80305
d00379,2020,2020,1,1,300.0,True,80027
d00380,2023,2026,2,2,200.0,False,
d00381,2023,2023,1,1,100.0,False,
d00382,2021,2021,1,1,100.0,False,
d00383,2026,2026,1,1,100.0,False,
d00384,2020,2021,2,2,450.0,False,
d00385,2019,2019,1,1,20.0,True,80501
d00386,2019,2019,1,1,100.0,True,80301
d00387,2015,2015,1,1,500.0,True,80302
d00388,2017,2017,1,1,10.0,True,80304
d00389,2019,2019,1,1,25.0,True,80302
d00390,2020,2020,1,1,10.7,False,
d00391,2019,2021,2,2,152.75,True,80304
d00392,2025,2025,1,1,25.0,False,
d00393,2023,2023,1,2,150.0,True,80304
d00394,2017,2017,1,1,100.0,True,80304
d00395,2020,2022,2,2,456.99,True,80305
d00396,2015,2015,1,1,50.0,True,80303
d00397,2023,2023,1,1,100.0,True,80027
d00398,2017,2019,2,2,200.0,True,80304
d00399,2019,2021,2,2,200.0,True,80302
d00400,2023,2023,1,2,150.0,True,80302
d00401,2025,2025,1,1,500.0,False,
d00402,2020,2020,1,1,26.27,False,
d00403,2023,2026,3,3,300.0,False,
d00404,2023,2023,1,1,15.0,True,48009
d00405,2015,2015,1,1,200.0,True,80503
d00406,2019,2019,1,1,50.0,False,
d00407,2020,2020,1,1,1800.0,False,
d00408,2019,2019,1,1,50.0,True,80120
d00409,2019,2021,2,2,200.0,True,98607
d00410,2025,2025,1,1,25.0,False,
d00411,2017,2017,1,1,20.0,False,
d00412,2020,2020,1,1,52.23,False,
d00413,2017,2026,4,7,265.0,True,80304
d00414,2015,2015,1,1,50.0,True,80302
d00415,2017,2023,2,2,200.0,False,
d00416,2019,2019,1,1,100.0,False,
d00417,2015,2017,2,2,350.0,True,78703
d00418,2019,2020,2,2,79.0,True,80305
d00419,2023,2023,1,1,25.0,True,80305
d00420,2015,2026,4,4,400.0,True,80304
d00421,2022,2022,1,1,496.36,False,
d00422,2022,2022,1,1,100.0,True,80304
d00423,2019,2019,1,1,100.0,True,10036
d00424,2019,2019,1,1,50.0,True,80304
d00425,2017,2017,1,1,100.0,True,95448
d00426,2017,2017,1,1,25.0,True,80302
d00427,2021,2026,4,5,400.0,True,80304
d00428,2021,2021,1,1,100.0,True,80302
d00429,2017,2017,1,1,100.0,True,80306
d00430,2023,2023,1,1,100.0,True,80302
d00431,2017,2017,1,1,25.0,False,
d00432,2019,2019,1,1,100.0,True,80304
d00433,2021,2021,1,1,100.0,True,80305
d00434,2017,2017,1,1,50.0,True,80304
d00435,2025,2025,1,1,100.0,False,
d00436,2017,2017,1,1,100.0,True,80305
d00437,2015,2017,2,2,200.0,True,80304
d00438,2019,2019,1,1,100.0,False,
d00439,2026,2026,1,1,26.0,False,
d00440,2019,2019,1,1,50.0,True,80304
d00441,2015,2015,1,1,25.0,True,75201
d00442,2021,2021,1,1,102.35,False,
d00443,2025,2025,1,1,180.0,False,
d00444,2020,2021,2,2,102.22999999999999,False,
d00445,2021,2021,1,1,15.0,True,80303
d00446,2022,2022,1,1,75.0,True,32459
d00447,2017,2017,1,1,75.0,True,80305
d00448,2023,2023,1,1,15.0,True,80301
d00449,2023,2023,1,1,50.0,True,80304
d00450,2020,2020,1,1,50.0,True,80501
d00451,2015,2019,2,2,150.0,True,80301
d00452,2015,2015,1,1,50.0,True,80304
d00453,2017,2019,2,2,200.0,True,80305
d00454,2020,2020,1,1,25.0,False,
d00455,2020,2020,1,1,104.15,False,
d00456,2021,2021,1,1,100.0,True,80302
d00457,2023,2023,1,1,50.0,False,
d00458,2024,2024,1,1,500.0,False,
d00459,2015,2015,1,1,100.0,True,19003
d00460,2026,2026,1,1,25.0,False,
d00461,2022,2022,1,1,250.0,True,80302
d00462,2017,2017,1,1,35.0,True,80304
d00463,2021,2021,1,1,100.0,True,80305
d00464,2017,2017,1,1,5.0,True,27514
d00465,2017,2017,1,1,100.0,False,
d00466,2026,2026,1,1,100.0,False,
d00467,2025,2025,1,1,200.0,False,
d00468,2017,2017,1,1,75.0,True,94507
d00469,2019,2019,1,2,100.0,True,80305
d00470,2023,2023,1,1,100.0,True,37917
d00471,2019,2019,1,1,1.0,True,80129
d00472,2019,2023,2,2,200.0,True,80301
d00473,2022,2022,1,1,50.0,True,80303
d00474,2023,2023,1,1,50.0,True,80301
d00475,2025,2025,1,2,200.0,False,
d00476,2015,2017,3,3,450.0,True,80302
d00477,2017,2017,1,1,50.0,True,80305
d00478,2021,2022,2,2,400.0,True,80305
d00479,2015,2020,3,3,300.0,True,80301
d00480,2017,2017,1,1,50.0,True,85007
d00481,2015,2015,1,1,100.0,True,80026
d00482,2021,2021,1,1,25.0,True,95901
d00483,2017,2017,1,1,100.0,True,80305
d00484,2023,2023,1,1,25.0,True,80303
d00485,2015,2015,1,1,35.0,True,80303
d00486,2019,2019,1,1,40.0,True,80304
d00487,2021,2021,1,1,100.0,True,80302
d00488,2026,2026,1,1,100.0,False,
d00489,2021,2021,1,1,100.0,True,80304
d00490,2015,2015,1,1,100.0,True,80303
d00491,2017,2019,2,4,115.0,True,80304
d00492,2020,2020,1,1,20.0,False,
d00493,2020,2021,2,2,50.0,False,
d00494,2015,2015,1,1,50.0,True,80304
d00495,2019,2019,1,1,100.0,True,80205
d00496,2015,2015,1,1,100.0,True,88005
d00497,2023,2026,3,3,300.0,False,
d00498,2026,2026,1,1,26.41,False,
d00499,2015,2015,1,2,50.0,True,80305
d00500,2017,2017,1,1,100.0,True,63105
d00501,2015,2015,1,1,50.0,True,21014
d00502,2015,2015,1,1,100.0,True,80303
d00503,2017,2017,1,1,25.0,True,80304
d00504,2019,2019,1,1,25.0,True,80302
d00505,2019,2019,1,1,100.0,False,
d00506,2015,2015,1,1,100.0,True,97212
d00507,2017,2017,1,1,100.0,True,80304
d00508,2023,2023,1,1,25.0,True,80026
d00509,2025,2025,1,1,50.0,False,
d00510,2023,2023,1,1,100.0,True,80209
d00511,2024,2024,1,1,100.0,False,
d00512,2017,2017,1,1,100.0,True,80305
d00513,2019,2021,2,2,200.0,True,15017
d00514,2021,2025,3,4,400.0,True,80304
d00515,2026,2026,1,1,50.0,False,
d00516,2017,2017,1,1,5.0,True,80303
d00517,2020,2020,1,1,31.46,False,
d00518,2023,2023,1,1,100.0,False,
d00519,2021,2021,1,1,100.0,True,80204
d00520,2021,2021,1,1,26.27,False,
d00521,2020,2020,1,1,5.0,True,80301
d00522,2019,2019,1,1,100.0,True,22193
d00523,2021,2021,1,1,1.0,True,80301
d00524,2017,2017,1,1,25.0,False,
d00525,2024,2024,1,1,1000.0,False,
d00526,2019,2019,1,1,100.0,True,80302
d00527,2015,2026,3,6,450.0,False,
d00528,2015,2021,3,3,470.0,True,80304
d00529,2021,2021,1,1,100.0,True,80303
d00530,2023,2023,1,1,100.0,True,80305
d00531,2020,2020,1,1,150.0,False,
d00532,2025,2025,1,1,25.0,False,
d00533,2015,2015,1,1,100.0,True,80304
d00534,2019,2019,1,1,25.0,True,80304
d00535,2019,2019,1,1,25.0,True,80304
d00536,2020,2020,1,1,10.7,False,
d00537,2015,2019,2,3,200.0,True,80306
d00538,2021,2021,1,1,50.0,False,
d00539,2015,2015,1,1,100.0,False,
d00540,2016,2016,1,1,25.0,True,80026
d00541,2019,2019,1,1,20.0,True,80302
d00542,2015,2023,6,15,1124.0,True,80304
d00543,2017,2017,1,1,1000.0,True,80304
d00544,2024,2024,1,1,21.1,False,
d00545,2026,2026,1,1,100.0,False,
d00546,2022,2022,1,1,200.0,True,80305
d00547,2021,2026,2,3,300.0,True,80305
d00548,2026,2026,1,1,50.0,False,
d00549,2022,2022,1,1,100.0,True,80305
d00550,2017,2017,1,1,30.0,True,80301
d00551,2021,2021,1,1,115.47,False,
d00552,2017,2023,3,3,375.0,True,80005
d00553,2015,2025,3,6,330.0,True,80304
d00554,2017,2025,2,2,200.0,False,
d00555,2017,2023,2,2,125.0,True,80302
d00556,2023,2023,1,2,200.0,True,80302
d00557,2017,2017,1,1,100.0,False,
d00558,2017,2020,3,3,250.0,True,80304
d00559,2015,2025,5,9,270.0,True,80301
d00560,2017,2017,1,1,25.0,True,23168
d00561,2019,2019,1,2,200.0,True,80302
d00562,2024,2024,1,1,100.0,False,
d00563,2023,2023,1,1,50.0,True,80211
d00564,2020,2021,2,3,723.67,False,
d00565,2017,2017,1,1,10.0,True,80301
d00566,2015,2015,1,1,100.0,True,89104
d00567,2023,2023,1,1,50.0,True,80305
d00568,2015,2015,1,2,970.4,True,80302
d00569,2019,2019,1,1,100.0,True,80304
d00570,2016,2016,1,1,50.0,True,80302
d00571,2023,2023,1,1,100.0,True,80302
d00572,2015,2023,5,22,3100.0,True,80302
d00573,2020,2020,1,1,42.0,True,80302
d00574,2020,2020,1,1,108.0,True,85248
d00575,2026,2026,1,1,25.0,False,
d00576,2023,2023,1,1,25.0,True,80602
d00577,2019,2019,1,1,1.0,True,80305
d00578,2017,2017,1,1,50.0,True,80305
d00579,2019,2019,1,1,100.0,True,80306
d00580,2023,2023,1,2,125.0,True,80304
d00581,2017,2017,1,2,75.0,True,80305
d00582,2017,2017,1,1,10.0,True,80027
d00583,2017,2017,1,1,100.0,True,80027
d00584,2015,2015,1,1,50.0,True,80304
d00585,2019,2019,1,1,25.0,True,80304
d00586,2021,2021,1,1,100.0,True,80302
d00587,2021,2026,3,3,300.0,True,80304
d00588,2019,2023,2,5,80.0,True,80301
d00589,2024,2024,1,1,100.0,False,
d00590,2023,2026,2,2,200.0,True,97202
d00591,2025,2025,1,1,50.0,False,
d00592,2019,2019,1,1,25.0,True,80011
d00593,2023,2023,1,1,100.0,True,80302
d00594,2019,2019,1,2,120.0,True,80304
d00595,2023,2023,1,1,100.0,True,78703
d00596,2023,2025,2,2,200.0,True,80304
d00597,2017,2017,1,1,100.0,True,80301
d00598,2017,2017,1,1,10.0,True,52240
d00599,2019,2019,1,1,25.0,True,80304
d00600,2021,2021,1,1,50.0,True,80303
d00601,2015,2015,1,1,100.0,True,48030
d00602,2019,2019,1,1,50.0,True,80301
d00603,2015,2025,3,3,250.0,True,80302
d00604,2017,2017,1,1,100.0,True,80304
d00605,2017,2017,1,1,50.0,True,20007
d00606,2015,2015,1,1,50.0,False,
d00607,2017,2017,1,1,25.0,False,
d00608,2021,2023,2,2,150.0,True,80303
d00609,2015,2023,3,3,300.0,True,80027
d00610,2017,2017,1,1,100.0,True,80301
d00611,2021,2021,1,1,52.23,False,
d00612,2015,2026,7,15,495.8,True,80305
d00613,2021,2021,1,1,5.5,False,
d00614,2017,2017,1,1,1.0,False,
d00615,2017,2017,1,1,100.0,False,
d00616,2015,2015,1,1,100.0,False,
d00617,2026,2026,1,1,25.0,False,
d00618,2015,2015,1,1,100.0,False,
d00619,2026,2026,1,1,50.0,False,
d00620,2026,2026,1,1,100.0,False,
d00621,2022,2023,2,2,350.0,True,80301
d00622,2026,2026,1,1,100.0,False,
