node_id,endorser_type,org_type,held_boulder_council,held_any_elected_office,served_board_commission,first_year,n_years,n_candidates
e00690,person,,False,False,False,2015,2,2
e00691,person,,False,False,False,2015,1,1
e00692,person,,False,False,False,2019,1,1
e00693,person,,False,False,False,2015,1,1
e00694,person,,False,False,False,2021,1,1
e00695,person,,False,False,False,2023,1,1
e00696,person,,False,False,False,2025,1,1
e00697,person,,False,False,False,2019,2,2
e00698,person,,False,False,False,2019,1,1
e00699,person,,False,False,False,2019,3,3
e00700,person,,False,False,False,2019,1,1
e00701,person,,False,False,False,2025,1,1
e00702,person,,True,True,False,2025,1,1
e00703,person,,False,False,False,2015,1,1
e00704,person,,False,False,False,2026,1,1
e00705,person,,False,False,False,2019,1,1
e00706,person,,False,False,False,2019,1,1
e00707,person,,False,False,False,2021,1,1
e00708,person,,False,False,False,2019,1,1
e00709,person,,False,False,False,2019,1,1
e00710,person,,False,False,False,2023,1,1
e00711,person,,False,False,False,2021,1,1
e00712,person,,False,False,False,2019,2,3
e00713,person,,False,False,False,2025,1,1
e00714,person,,False,True,False,2026,1,1
e00715,person,,False,False,False,2025,1,1
e00716,person,,False,False,False,2019,1,1
e00717,person,,False,False,False,2019,1,1
e00718,person,,False,False,False,2023,1,1
e00719,person,,False,False,False,2021,1,1
e00720,person,,False,False,False,2015,1,1
e00721,person,,False,False,False,2015,3,2
e00722,person,,False,False,True,2026,1,1
e00723,person,,False,False,False,2023,1,1
e00724,person,,False,False,False,2023,2,3
e00725,person,,False,False,False,2026,1,1
e00726,person,,True,True,False,2015,1,1
e00727,person,,False,False,False,2021,1,1
e00728,person,,False,False,False,2025,1,1
e00729,person,,False,False,False,2023,1,1
e00730,person,,False,False,False,2019,1,1
e00731,person,,False,False,False,2025,1,1
e00732,person,,False,False,False,2019,1,1
e00733,person,,False,False,False,2019,2,2
e00734,person,,True,True,False,2019,2,6
e00735,person,,False,False,False,2023,1,1
e00736,person,,False,False,False,2023,1,1
e00737,person,,False,False,False,2015,2,1
e00738,person,,False,False,False,2025,1,1
e00739,person,,False,False,False,2015,2,1
e00740,person,,False,False,False,2019,1,1
e00741,person,,False,True,False,2015,6,12
e00742,person,,False,False,False,2019,1,1
e00743,person,,False,False,False,2021,1,1
e00744,person,,False,False,False,2021,1,1
e00745,person,,False,False,False,2017,1,1
e00746,person,,False,False,False,2019,1,1
e00747,person,,False,False,False,2025,1,1
e00748,person,,False,False,False,2015,2,1
e00749,person,,True,True,False,2019,3,3
e00750,person,,False,False,False,2019,1,1
e00751,person,,False,False,False,2021,1,1
e00752,person,,False,False,False,2019,1,1
e00753,person,,False,False,False,2021,2,3
e00754,person,,False,False,False,2019,1,1
e00755,person,,False,False,False,2023,1,1
e00756,person,,False,False,False,2015,1,1
e00757,person,,False,False,False,2019,1,1
e00758,person,,False,False,False,2025,1,1
e00759,person,,False,False,False,2023,1,1
e00760,person,,False,False,False,2019,1,1
e00761,person,,False,False,False,2026,1,1
e00762,person,,False,False,False,2019,1,1
e00763,person,,False,False,False,2023,1,1
e00764,person,,False,False,False,2025,1,1
e00765,person,,False,False,False,2021,1,1
e00766,person,,False,False,False,2019,4,4
e00767,person,,False,False,False,2026,1,1
e00768,person,,False,False,False,2023,1,2
e00769,person,,False,False,False,2019,1,1
e00770,person,,False,False,False,2025,1,1
e00771,person,,False,False,False,2026,1,1
e00772,person,,False,False,False,2015,2,1
e00773,person,,False,False,False,2026,1,1
e00774,person,,False,False,False,2019,1,1
e00775,person,,False,False,False,2023,1,1
e00776,person,,False,False,False,2026,1,1
e00777,person,,False,False,False,2025,1,1
e00778,person,,False,False,False,2019,1,1
e00779,person,,False,False,False,2019,1,1
e00780,person,,False,False,False,2025,1,1
e00781,person,,False,False,False,2025,1,1
e00782,person,,False,False,False,2023,3,5
e00783,person,,False,True,False,2026,1,1
e00784,person,,False,False,False,2023,1,1
e00785,person,,False,False,False,2019,1,1
e00786,person,,True,True,False,2015,4,7
e00787,person,,False,False,False,2015,1,1
e00788,person,,False,False,False,2019,2,2
e00789,person,,False,False,False,2015,1,1
e00790,person,,False,False,False,2019,1,1
e00791,person,,False,False,False,2015,1,1
e00792,person,,False,False,False,2021,3,5
e00793,person,,False,False,False,2015,2,1
e00794,person,,False,False,False,2019,1,2
e00795,person,,False,False,False,2026,1,1
e00796,person,,False,False,False,2019,1,1
e00797,person,,False,False,False,2023,1,1
e00798,person,,False,False,False,2021,1,1
e00799,person,,False,False,False,2015,2,1
e00800,person,,False,False,False,2019,1,1
e00801,person,,False,False,False,2019,1,1
e00802,person,,False,False,False,2015,2,1
e00803,person,,False,False,False,2019,1,1
e00804,person,,False,True,False,2015,5,7
e00805,person,,False,False,False,2025,1,1
e00806,person,,False,False,False,2023,2,2
e00807,person,,False,False,False,2019,1,1
e00808,person,,False,False,False,2021,1,1
e00809,person,,False,False,False,2023,1,1
e00810,person,,False,False,False,2019,1,1
e00811,person,,False,False,False,2023,2,2
e00812,person,,False,False,False,2026,1,1
e00813,person,,False,False,False,2019,1,1
e00814,person,,False,False,False,2015,2,1
e00815,person,,False,False,False,2017,1,1
e00816,person,,False,False,False,2019,1,1
e00817,person,,False,False,False,2019,1,1
e00818,person,,False,False,False,2021,1,1
e00819,person,,False,False,False,2023,1,1
e00820,person,,False,False,False,2015,1,1
e00821,person,,False,False,False,2019,1,1
e00822,person,,False,False,False,2019,1,1
e00823,person,,False,False,False,2019,1,1
e00824,person,,False,False,False,2023,1,1
e00825,person,,False,False,False,2021,1,1
e00826,person,,False,False,False,2023,1,1
e00827,person,,False,False,False,2026,1,2
e00828,person,,False,False,False,2019,1,1
e00829,person,,False,False,False,2025,1,1
e00830,person,,False,False,False,2019,3,3
e00831,person,,False,False,False,2021,3,2
e00832,person,,False,False,False,2019,1,1
e00833,person,,False,False,False,2015,2,1
e00834,person,,False,False,False,2017,1,1
e00835,person,,False,False,False,2015,1,1
e00836,person,,False,False,False,2019,1,1
e00837,person,,False,False,True,2026,1,1
e00838,person,,False,True,False,2021,2,1
e00839,person,,False,False,False,2015,2,1
e00840,person,,False,False,False,2019,1,1
e00841,person,,False,False,False,2021,1,1
e00842,person,,False,False,False,2021,2,2
e00843,person,,False,False,False,2025,1,1
e00844,person,,False,False,False,2015,2,1
e00845,person,,False,True,False,2023,2,2
e00846,person,,False,False,False,2019,4,3
e00847,person,,False,False,False,2019,1,1
e00848,person,,False,False,False,2026,1,1
e00849,person,,False,False,False,2015,1,1
e00850,person,,False,False,False,2015,2,1
e00851,person,,False,False,False,2019,2,2
e00852,person,,False,False,False,2019,1,1
e00853,person,,False,False,False,2015,2,1
e00854,person,,False,False,False,2023,1,1
e00855,person,,False,False,False,2015,1,1
e00856,person,,False,False,False,2023,1,1
e00857,person,,False,False,False,2026,1,1
e00858,person,,False,True,True,2021,4,5
e00859,person,,False,False,False,2019,1,1
e00860,person,,False,False,False,2015,2,1
e00861,person,,False,False,False,2023,1,1
e00862,person,,False,False,False,2025,1,1
e00863,person,,False,False,False,2019,1,1
e00864,person,,False,False,False,2019,1,1
e00865,person,,False,False,False,2019,1,1
e00866,person,,False,False,False,2015,4,5
e00867,person,,False,False,False,2021,1,1
e00868,person,,False,False,False,2017,1,1
e00869,person,,False,False,False,2025,1,1
e00870,person,,False,False,False,2017,5,3
e00871,person,,False,False,False,2023,1,1
e00872,person,,False,False,False,2019,1,1
e00873,person,,False,False,False,2025,1,1
e00874,person,,False,False,False,2015,2,2
e00875,person,,False,False,False,2021,1,1
e00876,person,,False,False,False,2023,1,1
e00877,person,,False,False,False,2019,1,1
e00878,person,,False,False,False,2021,1,1
e00879,person,,False,False,False,2015,2,1
e00880,person,,False,True,False,2015,2,2
e00881,person,,False,False,False,2023,2,3
e00882,person,,False,False,False,2025,1,1
e00883,person,,False,False,False,2021,3,3
e00884,person,,False,False,False,2015,3,3
e00885,person,,False,False,False,2019,1,1
e00886,person,,False,False,False,2025,1,1
e00887,person,,False,False,False,2025,1,1
e00888,person,,False,False,False,2021,1,1
e00889,person,,False,False,False,2019,1,1
e00890,person,,False,False,True,2017,5,7
e00891,person,,False,False,False,2019,1,1
e00892,person,,False,False,False,2019,1,1
e00893,person,,False,False,False,2026,1,1
e00894,person,,False,False,False,2021,1,1
e00895,person,,False,False,False,2019,1,1
e00896,person,,False,False,False,2019,1,1
e00897,person,,False,False,False,2021,1,1
e00898,person,,False,False,False,2019,1,1
e00899,person,,False,False,False,2015,3,2
e00900,person,,False,False,False,2019,4,5
e00901,person,,False,False,False,2015,1,1
e00902,person,,False,False,False,2015,1,1
e00903,person,,False,False,False,2019,2,1
e00904,person,,False,False,False,2021,1,1
e00905,person,,False,False,False,2017,1,1
e00906,person,,False,False,False,2021,2,1
e00907,person,,False,False,False,2015,2,2
e00908,person,,False,False,False,2023,1,1
e00909,person,,False,False,False,2026,1,1
e00910,person,,False,False,False,2019,1,1
e00911,person,,False,False,False,2019,1,1
e00912,person,,False,False,False,2021,1,1
e00913,person,,False,False,False,2015,4,4
e00914,person,,False,False,False,2025,1,1
e00915,person,,False,False,False,2019,1,1
e00916,person,,False,False,False,2015,4,4
e00917,person,,False,False,False,2019,1,1
e00918,person,,False,False,True,2015,5,5
e00919,person,,False,False,False,2019,2,2
e00920,person,,False,True,False,2019,1,2
e00921,person,,False,False,False,2015,2,1
e00922,person,,False,False,False,2026,1,1
e00923,person,,False,False,False,2019,1,1
e00924,person,,False,False,False,2021,1,1
e00925,person,,False,False,True,2019,2,2
e00926,person,,False,False,False,2017,1,1
e00927,person,,False,False,False,2019,1,1
e00928,person,,False,False,False,2023,1,1
e00929,person,,False,False,False,2026,1,1
e00930,person,,False,False,False,2023,1,1
e00931,person,,False,False,False,2023,1,2
e00932,person,,False,False,False,2021,2,2
e00933,person,,False,False,False,2019,1,1
e00934,person,,False,False,False,2019,1,1
e00935,person,,False,False,False,2025,1,1
e00936,person,,False,False,False,2019,1,1
e00937,person,,False,False,False,2015,2,1
e00938,person,,False,False,False,2015,2,1
e00939,person,,False,False,False,2021,1,1
e00940,person,,False,False,False,2019,1,1
e00941,person,,False,False,False,2019,1,1
e00942,person,,False,False,False,2015,2,1
e00943,person,,False,False,False,2019,1,1
e00944,person,,False,False,False,2021,1,1
e00945,person,,False,False,False,2023,1,1
e00946,person,,False,False,False,2019,1,1
e00947,person,,False,False,False,2019,1,1
e00948,person,,False,False,False,2021,2,1
e00949,person,,False,False,False,2025,1,1
e00950,person,,False,False,False,2023,1,1
e00951,person,,True,True,False,2015,2,2
e00952,person,,False,False,False,2025,1,1
e00953,person,,False,False,False,2023,1,1
e00954,person,,False,False,False,2015,1,1
e00955,person,,False,False,False,2021,1,1
e00956,person,,False,False,False,2019,1,1
e00957,person,,False,False,False,2023,1,1
e00958,person,,False,False,False,2023,1,1
e00959,person,,False,False,True,2019,3,6
e00960,person,,False,False,False,2026,1,1
e00961,person,,False,False,False,2021,1,1
e00962,person,,True,True,False,2015,4,8
e00963,person,,False,False,False,2025,1,1
e00964,person,,False,False,False,2019,2,2
e00965,person,,False,False,False,2021,1,1
e00966,person,,False,False,True,2021,2,1
e00967,person,,False,True,False,2015,1,1
e00968,person,,False,False,False,2015,3,3
e00969,person,,False,False,False,2015,1,1
e00970,person,,False,False,False,2019,1,1
e00971,person,,False,False,False,2021,1,1
e00972,person,,False,False,False,2019,1,1
e00973,person,,False,False,False,2019,2,3
e00974,person,,False,False,False,2026,1,1
e00975,person,,False,False,False,2023,1,1
e00976,person,,False,False,False,2019,1,1
e00977,person,,False,False,False,2019,1,1
e00978,person,,False,False,False,2017,2,2
e00979,person,,False,False,False,2019,1,1
e00980,person,,False,False,False,2026,1,1
e00981,person,,False,False,False,2015,2,1
e00982,person,,False,False,False,2023,1,1
e00983,person,,False,False,False,2021,1,1
e00984,person,,False,False,False,2019,2,2
e00985,person,,False,False,False,2019,1,1
e00986,person,,False,False,False,2025,1,1
e00987,person,,False,False,True,2019,3,3
e00988,person,,False,False,False,2023,1,1
e00989,person,,False,False,False,2021,1,1
e00990,person,,False,False,False,2019,1,1
e00991,person,,False,False,False,2019,1,1
e00992,person,,False,False,False,2019,1,1
e00993,person,,False,False,False,2019,1,1
e00994,person,,False,False,False,2021,1,1
e00995,person,,False,False,False,2015,1,1
e00996,person,,False,False,False,2015,2,1
e00997,person,,False,False,False,2023,2,3
e00998,person,,False,False,False,2019,1,1
e00999,person,,False,False,False,2023,1,1
e01000,person,,False,False,False,2025,1,1
e01001,person,,False,False,False,2019,1,1
e01002,person,,False,False,False,2021,1,1
e01003,person,,False,False,False,2025,2,2
e01004,person,,False,False,False,2019,1,1
e01005,person,,False,True,False,2026,1,1
e01006,person,,False,False,False,2021,1,1
e01007,person,,False,False,False,2023,1,1
e01008,person,,False,False,False,2019,5,8
e01009,person,,False,False,False,2019,5,7
e01010,person,,False,False,False,2019,1,1
e01011,person,,False,False,False,2019,2,2
e01012,person,,False,False,False,2015,1,1
e01013,person,,False,True,False,2023,1,1
e01014,person,,False,False,False,2023,2,3
e01015,person,,False,False,False,2019,1,1
e01016,person,,False,False,False,2026,1,1
e01017,person,,False,False,False,2021,3,2
e01018,person,,False,False,False,2025,1,1
e01019,person,,False,False,False,2023,2,2
e01020,person,,False,False,False,2015,1,1
e01021,person,,False,False,False,2019,1,1
e01022,person,,False,False,False,2025,1,1
e01023,person,,False,False,False,2019,2,2
e01024,person,,False,False,False,2019,2,2
e01025,person,,False,False,False,2026,1,1
e01026,person,,False,False,False,2015,3,3
e01027,person,,False,False,False,2019,1,1
e01028,person,,False,False,False,2025,1,1
e01029,person,,False,False,False,2023,1,1
e01030,person,,False,False,False,2026,1,1
e01031,person,,False,False,False,2019,1,1
e01032,person,,False,False,False,2021,2,1
e01033,person,,False,False,False,2019,2,3
e01034,person,,False,False,False,2026,1,1
e01035,person,,False,False,False,2021,3,2
e01036,person,,False,False,False,2015,2,1
e01037,person,,False,False,False,2019,1,1
e01038,person,,False,False,False,2015,2,1
e01039,person,,False,False,False,2019,1,1
e01040,person,,False,False,False,2021,1,1
e01041,person,,False,False,False,2019,1,1
e01042,person,,False,False,False,2019,1,2
e01043,person,,False,False,False,2025,2,3
e01044,person,,False,False,False,2019,1,1
e01045,person,,False,False,False,2015,2,1
e01046,person,,False,False,False,2021,1,1
e01047,person,,False,False,False,2021,2,1
e01048,person,,False,True,False,2023,1,1
e01049,person,,False,False,False,2025,1,1
e01050,person,,False,False,False,2026,1,1
e01051,person,,False,False,False,2015,1,1
e01052,person,,False,False,False,2023,1,1
e01053,person,,False,False,False,2023,1,1
e01054,person,,False,False,False,2026,1,2
e01055,person,,False,False,False,2021,2,1
e01056,person,,False,False,False,2025,1,1
e01057,person,,False,False,False,2019,1,1
e01058,person,,False,False,False,2017,1,1
e01059,person,,False,False,False,2015,1,1
e01060,person,,False,False,False,2021,1,2
e01061,person,,False,False,False,2023,1,1
e01062,person,,True,True,False,2015,5,8
e01063,person,,False,False,False,2023,1,1
e01064,person,,False,False,False,2025,1,1
e01065,person,,False,False,False,2019,1,1
e01066,person,,False,False,False,2019,2,3
e01067,person,,False,False,False,2021,1,1
e01068,person,,False,False,False,2023,1,1
e01069,person,,False,False,False,2021,1,1
e01070,person,,False,False,False,2026,1,1
e01071,person,,False,False,False,2019,1,1
e01072,person,,True,True,False,2015,1,2
e01073,person,,True,True,False,2019,5,12
e01074,person,,False,False,False,2025,1,1
e01075,person,,False,False,False,2015,2,2
e01076,person,,False,False,False,2019,1,1
e01077,person,,False,False,False,2015,2,2
e01078,person,,False,False,False,2025,1,1
e01079,person,,False,False,False,2019,3,3
e01080,person,,False,False,False,2021,1,1
e01081,person,,False,False,False,2019,1,1
e01082,person,,False,False,False,2019,1,1
e01083,person,,False,False,False,2019,1,1
e01084,person,,False,False,False,2019,1,1
e01085,person,,False,False,False,2015,1,1
e01086,person,,False,False,False,2015,1,1
e01087,person,,False,False,False,2023,2,3
e01088,person,,False,False,False,2025,1,1
e01089,person,,False,False,False,2015,2,1
e01090,person,,False,False,False,2019,1,1
e01091,person,,False,False,False,2019,1,1
e01092,person,,False,False,False,2015,2,1
e01093,person,,False,False,False,2023,1,2
e01094,person,,False,False,False,2021,3,2
e01095,person,,True,True,False,2019,1,1
e01096,person,,False,False,True,2019,1,1
e01097,person,,False,False,False,2025,1,1
e01098,person,,False,False,False,2025,1,1
e01099,person,,False,False,False,2021,1,1
e01100,person,,False,True,False,2019,3,6
e01101,person,,False,False,False,2021,2,2
e01102,person,,False,False,False,2019,1,1
e01103,person,,False,False,False,2015,3,2
e01104,person,,False,False,False,2025,1,1
e01105,person,,False,False,False,2015,1,1
e01106,person,,False,False,False,2019,1,1
e01107,person,,False,False,False,2015,4,2
e01108,person,,False,False,False,2025,1,1
e01109,person,,False,False,False,2019,1,1
e01110,person,,False,False,False,2021,1,1
e01111,person,,False,False,False,2015,2,1
e01112,person,,False,False,False,2023,1,1
e01113,person,,True,True,False,2019,5,10
e01114,person,,False,True,False,2019,1,1
e01115,person,,False,False,False,2015,1,1
e01116,person,,False,False,False,2015,2,1
e01117,person,,False,False,False,2025,1,1
e01118,person,,False,False,False,2023,1,1
e01119,person,,False,False,False,2015,1,1
e01120,person,,False,False,False,2019,1,1
e01121,person,,False,False,False,2026,1,1
e01122,person,,False,False,False,2025,1,1
e01123,person,,False,False,False,2017,1,1
e01124,person,,False,False,False,2023,1,1
e01125,person,,True,True,False,2019,1,1
e01126,person,,False,False,False,2025,1,1
e01127,person,,False,False,False,2025,2,2
e01128,person,,False,False,False,2019,4,3
e01129,person,,False,False,False,2019,2,2
e01130,person,,False,False,False,2023,1,2
e01131,person,,False,False,False,2021,1,1
e01132,person,,True,True,False,2015,3,3
e01133,person,,False,False,False,2019,1,1
e01134,person,,False,True,False,2023,2,4
e01135,person,,False,False,False,2019,1,1
e01136,person,,False,False,True,2021,2,1
e01137,person,,False,False,False,2023,1,1
e01138,person,,False,False,False,2025,1,1
e01139,person,,False,False,False,2019,2,2
e01140,person,,False,False,False,2019,1,1
e01141,person,,False,False,False,2021,1,1
e01142,person,,False,False,False,2019,1,1
e01143,person,,False,False,False,2019,1,1
e01144,person,,False,False,False,2025,1,1
e01145,person,,False,False,False,2015,1,1
e01146,person,,False,False,False,2019,1,1
e01147,person,,False,False,False,2021,1,2
e01148,person,,False,False,False,2023,1,1
e01149,person,,False,False,False,2015,2,1
e01150,person,,False,False,False,2015,1,1
e01151,person,,False,False,False,2025,1,1
e01152,person,,False,False,False,2025,1,1
e01153,person,,False,False,False,2021,1,1
e01154,person,,False,False,False,2017,1,1
e01155,person,,False,False,False,2023,1,2
e01156,person,,False,False,True,2021,4,5
e01157,person,,False,False,False,2023,1,1
e01158,person,,False,False,False,2025,1,1
e01159,person,,False,False,False,2021,1,1
e01160,person,,False,False,False,2019,1,1
e01161,person,,False,False,False,2019,1,1
e01162,person,,False,False,False,2019,1,1
e01163,person,,True,True,False,2017,4,6
e01164,person,,False,False,False,2026,1,4
e01165,person,,False,False,True,2026,1,1
e01166,person,,False,False,False,2015,2,1
e01167,person,,False,False,False,2015,1,1
e01168,person,,False,False,False,2019,1,1
e01169,person,,False,False,False,2023,1,1
e01170,person,,False,False,False,2025,1,1
e01171,person,,False,False,False,2019,1,1
e01172,person,,False,False,False,2019,1,1
e01173,person,,False,False,False,2019,1,1
e01174,person,,False,False,False,2017,1,1
e01175,person,,False,False,False,2021,2,3
e01176,person,,False,False,False,2019,1,1
e01177,person,,False,False,False,2015,1,1
e01178,person,,False,False,True,2019,2,2
e01179,person,,False,False,True,2019,2,2
e01180,person,,False,False,False,2021,1,1
e01181,person,,False,False,False,2019,1,1
e01182,person,,False,False,False,2026,1,2
e01183,person,,False,False,True,2019,1,3
e01184,person,,False,False,False,2019,1,1
e01185,person,,False,False,False,2021,1,1
e01186,person,,False,False,False,2019,1,1
e01187,person,,False,False,False,2015,2,1
e01188,person,,False,False,False,2023,1,1
e01189,person,,True,True,False,2019,5,6
e01190,person,,False,False,False,2015,2,1
e01191,person,,False,False,False,2025,1,1
e01192,person,,False,False,False,2021,2,1
e01193,person,,False,False,False,2015,1,1
e01194,person,,False,False,False,2019,5,4
e01195,person,,False,False,False,2019,2,2
e01196,person,,False,False,False,2019,1,1
e01197,person,,False,True,False,2015,1,1
e01198,person,,False,False,True,2017,3,4
e01199,person,,False,False,False,2019,2,2
e01200,person,,False,False,False,2023,2,2
e01201,person,,False,False,True,2023,2,1
e01202,person,,False,False,False,2023,2,2
e01203,person,,False,True,False,2023,1,1
e01204,person,,False,False,False,2021,2,1
e01205,person,,False,False,False,2015,1,1
e01206,person,,False,False,False,2019,1,1
e01207,person,,False,False,False,2023,2,3
e01208,person,,False,False,False,2019,1,1
e01209,person,,False,False,False,2017,1,1
e01210,person,,False,False,False,2019,1,1
e01211,person,,False,False,False,2019,1,1
e01212,person,,False,False,False,2021,1,1
e01213,person,,False,False,False,2019,1,1
e01214,person,,False,False,False,2025,2,3
e01215,person,,True,True,False,2015,4,5
e01216,person,,False,False,False,2023,1,1
e01217,person,,False,False,False,2021,1,1
e01218,person,,False,False,False,2019,2,3
e01219,person,,False,True,False,2023,1,1
e01220,person,,False,False,False,2015,1,1
e01221,person,,False,False,True,2023,1,1
e01222,person,,False,False,False,2026,1,1
e01223,person,,False,False,False,2019,1,1
e01224,person,,False,False,True,2019,2,2
e01225,person,,False,False,False,2025,1,1
e01226,person,,False,False,False,2021,2,2
e01227,person,,False,False,False,2015,2,1
e01228,person,,False,False,False,2019,1,1
e01229,person,,False,False,False,2015,2,2
e01230,person,,False,False,False,2019,1,1
e01231,person,,False,False,False,2015,2,2
e01232,person,,False,False,False,2015,2,1
e01233,person,,False,False,False,2021,2,3
e01234,person,,False,False,True,2019,2,2
e01235,person,,False,False,False,2015,2,2
e01236,person,,False,False,False,2019,1,1
e01237,person,,False,False,False,2021,1,1
e01238,person,,False,False,True,2023,2,1
e01239,person,,False,False,False,2019,1,1
e01240,person,,False,False,False,2025,1,1
e01241,person,,False,False,True,2023,1,1
e01242,person,,False,False,False,2019,1,1
e01243,person,,False,False,False,2015,3,3
e01244,person,,False,False,False,2019,1,1
e01245,person,,False,False,False,2023,1,1
e01246,person,,False,False,False,2019,1,1
e01247,person,,False,False,False,2015,2,1
e01248,person,,False,False,False,2019,2,3
e01249,person,,False,False,False,2021,1,1
e01250,person,,False,False,False,2019,1,1
e01251,person,,False,False,False,2019,2,2
e01252,person,,False,False,False,2015,2,2
e01253,person,,False,False,False,2021,1,1
e01254,person,,False,False,False,2021,1,1
e01255,person,,True,True,False,2015,7,11
e01256,person,,False,False,False,2019,1,1
e01257,person,,False,False,False,2026,1,1
e01258,person,,False,False,False,2015,2,1
e01259,person,,False,False,False,2015,2,1
e01260,person,,False,True,False,2019,2,3
e01261,person,,False,False,True,2021,4,4
e01262,person,,False,False,False,2026,1,1
e01263,person,,False,False,False,2019,1,1
e01264,person,,False,False,False,2019,1,1
e01265,person,,False,False,False,2021,1,1
e01266,person,,False,False,False,2015,1,1
e01267,person,,False,False,False,2023,2,3
e01268,person,,False,False,False,2015,1,1
e01269,person,,False,False,False,2021,1,1
e01270,person,,False,False,False,2021,1,1
e01271,person,,False,False,False,2021,1,1
e01272,person,,False,False,False,2023,1,1
e01273,person,,False,False,False,2025,1,1
e01274,person,,False,False,False,2019,3,2
e01275,person,,False,False,False,2019,1,1
e01276,person,,False,False,False,2025,1,1
e01277,person,,False,False,False,2021,1,1
e01278,person,,False,False,False,2026,1,1
e01279,person,,False,False,True,2019,3,3
e01280,person,,False,False,False,2019,1,2
e01281,person,,False,False,False,2019,1,1
e01282,person,,False,False,False,2015,2,1
e01283,person,,False,False,False,2019,1,1
e01284,person,,False,False,False,2019,2,2
e01285,person,,False,False,False,2019,1,1
e01286,person,,False,False,False,2021,1,1
e01287,person,,False,False,False,2017,1,1
e01288,person,,False,False,False,2021,3,5
e01289,person,,False,False,False,2019,1,1
e01290,person,,False,False,False,2019,1,1
e01291,person,,False,False,False,2025,1,1
e01292,person,,True,True,False,2019,5,8
e01293,person,,False,False,False,2019,1,1
e01294,person,,False,False,False,2023,1,1
e01295,person,,False,False,False,2023,1,1
e01296,person,,False,False,False,2021,1,1
e01297,person,,False,False,False,2025,1,1
e01298,person,,False,False,False,2019,1,1
e01299,person,,False,False,False,2025,1,1
e01300,person,,False,False,False,2015,2,1
e01301,person,,False,False,False,2019,1,1
e01302,person,,False,False,False,2015,1,1
e01303,person,,False,False,False,2026,1,1
e01304,person,,False,False,False,2015,3,2
e01305,person,,False,False,False,2023,1,1
e01306,person,,False,False,False,2025,1,1
e01307,person,,False,False,False,2023,1,2
e01308,person,,False,False,False,2026,1,1
e01309,person,,False,False,False,2019,1,1
e01310,person,,False,False,False,2019,1,1
e01311,person,,False,False,False,2026,1,1
e01312,person,,False,False,False,2015,1,1
e01313,person,,False,False,False,2019,3,4
e01314,person,,False,False,False,2015,2,1
e01315,person,,False,False,False,2025,1,1
e01316,person,,False,False,True,2025,1,2
e01317,person,,False,False,False,2025,1,1
e01318,person,,False,False,False,2015,1,1
e01319,person,,False,False,False,2015,2,1
e01320,person,,False,False,False,2023,1,1
e01321,person,,False,False,False,2025,1,1
e01322,person,,False,False,False,2026,1,1
e01323,person,,False,False,False,2019,2,1
e01324,person,,False,False,False,2015,1,1
e01325,person,,False,False,False,2026,1,1
e01326,person,,False,False,False,2019,1,1
e01327,person,,False,False,False,2019,1,1
e01328,person,,False,False,False,2023,1,1
e01329,person,,False,True,False,2019,2,2
e01330,person,,False,False,False,2019,1,1
e01331,person,,False,False,False,2019,5,6
e01332,person,,False,True,False,2026,1,2
e01333,person,,False,False,False,2025,1,1
e01334,person,,False,False,False,2019,1,1
e01335,person,,False,False,False,2017,1,1
e01336,person,,False,False,False,2019,1,1
e01337,person,,False,False,False,2019,1,1
e01338,person,,False,False,False,2019,1,1
e01339,person,,False,False,False,2015,1,1
e01340,person,,False,False,False,2021,1,1
e01341,person,,False,False,False,2021,3,4
e01342,person,,False,False,False,2019,1,1
e01343,person,,False,False,False,2023,1,1
e01344,person,,False,False,False,2021,3,3
e01345,person,,False,False,False,2025,1,1
e01346,person,,False,False,False,2015,2,1
e01347,person,,False,False,False,2019,1,1
e01348,person,,False,False,False,2023,2,2
e01349,person,,False,False,False,2021,1,1
e01350,person,,False,False,False,2023,1,1
e01351,person,,False,False,False,2019,1,1
e01352,person,,False,False,False,2019,3,3
e01353,person,,False,False,False,2019,1,1
e01354,person,,False,False,False,2021,1,1
e01355,person,,False,False,False,2021,1,1
e01356,person,,False,False,False,2015,1,1
e01357,person,,False,False,False,2017,2,2
e01358,person,,True,True,False,2019,1,1
e01359,person,,False,False,True,2019,3,3
e01360,person,,False,False,False,2019,1,2
e01361,person,,False,False,False,2021,1,1
e01362,person,,False,False,False,2023,1,1
e01363,person,,False,False,False,2023,1,1
e01364,person,,False,False,True,2021,2,1
e01365,person,,False,False,False,2025,1,1
e01366,person,,False,False,False,2015,5,6
e01367,person,,False,False,False,2015,1,1
e01368,person,,False,False,False,2019,1,1
e01369,person,,False,False,False,2021,2,1
e01370,person,,False,False,False,2023,1,1
e01371,person,,False,False,False,2015,1,1
e01372,person,,False,False,False,2019,2,2
e01373,person,,False,False,False,2021,1,1
e01374,person,,False,True,False,2025,2,3
e01375,person,,False,False,False,2023,1,1
e01376,person,,False,False,False,2019,1,1
e01377,person,,False,False,False,2017,1,1
e01378,person,,False,False,False,2021,1,1
e01379,person,,False,False,False,2019,1,1
e01380,person,,False,False,False,2015,2,2
e01381,person,,False,False,False,2023,1,1
e01382,person,,False,False,False,2019,1,1
e01383,person,,False,True,False,2026,1,1
e01384,person,,False,False,False,2019,1,1
e01385,person,,False,False,False,2015,2,1
e01386,person,,False,False,False,2025,1,1
