report,table,line,year,basis,unit,value,ocr,text,status,confirmed,pages
2016,fundbal,Sales and use taxes,2007,actual,thousands,88403,88403,88403,agree,both readings,250-251
2016,fundbal,Sales and use taxes,2008,actual,thousands,84867,84867,84867,agree,both readings,250-251
2016,fundbal,Sales and use taxes,2009,actual,thousands,85457,85457,85457,agree,both readings,250-251
2016,fundbal,Sales and use taxes,2010,actual,thousands,87802,87802,87802,agree,both readings,250-251
2016,fundbal,Sales and use taxes,2011,actual,thousands,92627,92627,92627,agree,both readings,250-251
2016,fundbal,Sales and use taxes,2012,actual,thousands,97397,97397,97397,agree,both readings,250-251
2016,fundbal,Sales and use taxes,2013,actual,thousands,104136,104136,104136,agree,both readings,250-251
2016,fundbal,Sales and use taxes,2014,actual,thousands,116316,116316,116316,agree,both readings,250-251
2016,fundbal,Sales and use taxes,2015,actual,thousands,131323,131323,131323,agree,both readings,250-251
2016,fundbal,Sales and use taxes,2016,actual,thousands,136269,136269,136269,agree,both readings,250-251
2016,fundbal,General property taxes,2007,actual,thousands,20475,20475,20475,agree,both readings,250-251
2016,fundbal,General property taxes,2008,actual,thousands,21865,21865,21865,agree,both readings,250-251
2016,fundbal,General property taxes,2009,actual,thousands,23526,23526,23526,agree,both readings,250-251
2016,fundbal,General property taxes,2010,actual,thousands,26022,26022,26022,agree,both readings,250-251
2016,fundbal,General property taxes,2011,actual,thousands,27462,27462,27462,agree,both readings,250-251
2016,fundbal,General property taxes,2012,actual,thousands,29474,29474,29474,agree,both readings,250-251
2016,fundbal,General property taxes,2013,actual,thousands,29434,29434,29434,agree,both readings,250-251
2016,fundbal,General property taxes,2014,actual,thousands,30353,30353,30353,agree,both readings,250-251
2016,fundbal,General property taxes,2015,actual,thousands,30846,30846,30846,agree,both readings,250-251
2016,fundbal,General property taxes,2016,actual,thousands,36897,36897,36897,agree,both readings,250-251
2016,taxsales,Food Stores,2007,actual,thousands,315876,315876,315876,agree,both readings,252-253
2016,taxsales,Food Stores,2008,actual,thousands,329727,329727,329727,agree,both readings,252-253
2016,taxsales,Food Stores,2009,actual,thousands,328338,328338,328338,agree,both readings,252-253
2016,taxsales,Food Stores,2010,actual,thousands,327796,327796,327796,agree,both readings,252-253
2016,taxsales,Food Stores,2011,actual,thousands,359707,359707,359707,agree,both readings,252-253
2016,taxsales,Food Stores,2012,actual,thousands,388154,388154,388154,agree,both readings,252-253
2016,taxsales,Food Stores,2013,actual,thousands,397482,397482,397482,agree,both readings,252-253
2016,taxsales,Food Stores,2014,actual,thousands,418373,418373,418373,agree,both readings,252-253
2016,taxsales,Food Stores,2015,actual,thousands,440661,440661,440661,agree,both readings,252-253
2016,taxsales,Food Stores,2016,actual,thousands,452030,452030,452030,agree,both readings,252-253
2016,taxsales,Eating Places,2007,actual,thousands,306927,306927,306927,agree,both readings,252-253
2016,taxsales,Eating Places,2008,actual,thousands,321062,321062,321062,agree,both readings,252-253
2016,taxsales,Eating Places,2009,actual,thousands,311060,311060,311060,agree,both readings,252-253
2016,taxsales,Eating Places,2010,actual,thousands,321904,321904,321904,agree,both readings,252-253
2016,taxsales,Eating Places,2011,actual,thousands,347871,347871,347871,agree,both readings,252-253
2016,taxsales,Eating Places,2012,actual,thousands,384485,384485,384485,agree,both readings,252-253
2016,taxsales,Eating Places,2013,actual,thousands,389207,389207,389207,agree,both readings,252-253
2016,taxsales,Eating Places,2014,actual,thousands,411710,411710,411710,agree,both readings,252-253
2016,taxsales,Eating Places,2015,actual,thousands,437428,437428,437428,agree,both readings,252-253
2016,taxsales,Eating Places,2016,actual,thousands,451436,451436,451436,agree,both readings,252-253
2016,taxsales,Apparel Stores,2007,actual,thousands,79051,79051,79051,agree,both readings,252-253
2016,taxsales,Apparel Stores,2008,actual,thousands,82966,82966,82966,agree,both readings,252-253
2016,taxsales,Apparel Stores,2009,actual,thousands,77259,77259,77259,agree,both readings,252-253
2016,taxsales,Apparel Stores,2010,actual,thousands,79232,79232,79232,agree,both readings,252-253
2016,taxsales,Apparel Stores,2011,actual,thousands,100696,100696,100696,agree,both readings,252-253
2016,taxsales,Apparel Stores,2012,actual,thousands,110467,110467,110467,agree,both readings,252-253
2016,taxsales,Apparel Stores,2013,actual,thousands,111504,111504,111504,agree,both readings,252-253
2016,taxsales,Apparel Stores,2014,actual,thousands,119125,119125,119125,agree,both readings,252-253
2016,taxsales,Apparel Stores,2015,actual,thousands,122977,122977,122977,agree,both readings,252-253
2016,taxsales,Apparel Stores,2016,actual,thousands,123958,123958,123958,agree,both readings,252-253
2016,taxsales,Home Furnishings,2007,actual,thousands,85709,85709,85709,agree,both readings,252-253
2016,taxsales,Home Furnishings,2008,actual,thousands,80115,80115,80115,agree,both readings,252-253
2016,taxsales,Home Furnishings,2009,actual,thousands,75883,75883,75883,agree,both readings,252-253
2016,taxsales,Home Furnishings,2010,actual,thousands,76487,76487,76487,agree,both readings,252-253
2016,taxsales,Home Furnishings,2011,actual,thousands,81304,81304,81304,agree,both readings,252-253
2016,taxsales,Home Furnishings,2012,actual,thousands,81243,81243,81243,agree,both readings,252-253
2016,taxsales,Home Furnishings,2013,actual,thousands,80077,80077,80077,agree,both readings,252-253
2016,taxsales,Home Furnishings,2014,actual,thousands,88116,88116,88116,agree,both readings,252-253
2016,taxsales,Home Furnishings,2015,actual,thousands,89689,89689,89689,agree,both readings,252-253
2016,taxsales,Home Furnishings,2016,actual,thousands,92314,92314,92314,agree,both readings,252-253
2016,taxsales,General Retail,2007,actual,thousands,508536,508536,508536,agree,both readings,252-253
2016,taxsales,General Retail,2008,actual,thousands,532688,532688,532688,agree,both readings,252-253
2016,taxsales,General Retail,2009,actual,thousands,515305,515305,515305,agree,both readings,252-253
2016,taxsales,General Retail,2010,actual,thousands,567786,567786,567786,agree,both readings,252-253
2016,taxsales,General Retail,2011,actual,thousands,586189,586189,586189,agree,both readings,252-253
2016,taxsales,General Retail,2012,actual,thousands,606359,606359,606359,agree,both readings,252-253
2016,taxsales,General Retail,2013,actual,thousands,613769,613769,613769,agree,both readings,252-253
2016,taxsales,General Retail,2014,actual,thousands,630457,630457,630457,agree,both readings,252-253
2016,taxsales,General Retail,2015,actual,thousands,658659,658659,658659,agree,both readings,252-253
2016,taxsales,General Retail,2016,actual,thousands,737753,737753,737753,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2007,actual,thousands,208719,208719,208719,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2008,actual,thousands,231463,231463,231463,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2009,actual,thousands,215137,215137,215137,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2010,actual,thousands,220981,220981,220981,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2011,actual,thousands,215462,215462,215462,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2012,actual,thousands,208713,208713,208713,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2013,actual,thousands,227916,227916,227916,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2014,actual,thousands,244471,244471,244471,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2015,actual,thousands,229281,229281,229281,agree,both readings,252-253
2016,taxsales,Transportation/Utilities,2016,actual,thousands,220926,220926,220926,agree,both readings,252-253
2016,taxsales,Automotive Trade,2007,actual,thousands,173982,173982,173982,agree,both readings,252-253
2016,taxsales,Automotive Trade,2008,actual,thousands,151612,151612,151612,agree,both readings,252-253
2016,taxsales,Automotive Trade,2009,actual,thousands,145333,145333,145333,agree,both readings,252-253
2016,taxsales,Automotive Trade,2010,actual,thousands,157930,157930,157930,agree,both readings,252-253
2016,taxsales,Automotive Trade,2011,actual,thousands,174631,174631,174631,agree,both readings,252-253
2016,taxsales,Automotive Trade,2012,actual,thousands,187675,187675,187675,agree,both readings,252-253
2016,taxsales,Automotive Trade,2013,actual,thousands,206196,206196,206196,agree,both readings,252-253
2016,taxsales,Automotive Trade,2014,actual,thousands,224224,224224,224224,agree,both readings,252-253
2016,taxsales,Automotive Trade,2015,actual,thousands,235029,235029,235029,agree,both readings,252-253
2016,taxsales,Automotive Trade,2016,actual,thousands,239489,239489,239489,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2007,actual,thousands,91274,91274,91274,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2008,actual,thousands,90428,90428,90428,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2009,actual,thousands,82342,82342,82342,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2010,actual,thousands,87238,87238,87238,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2011,actual,thousands,85319,85319,85319,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2012,actual,thousands,94886,94886,94886,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2013,actual,thousands,109136,109136,109136,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2014,actual,thousands,111777,111777,111777,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2015,actual,thousands,114560,114560,114560,agree,both readings,252-253
2016,taxsales,Building Material-Retail,2016,actual,thousands,121991,121991,121991,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2007,actual,thousands,136291,136291,136291,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2008,actual,thousands,103986,103986,103986,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2009,actual,thousands,142739,142739,142739,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2010,actual,thousands,173534,173534,173534,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2011,actual,thousands,153438,153438,153438,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2012,actual,thousands,171106,171106,171106,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2013,actual,thousands,254550,254550,254550,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2014,actual,thousands,240872,240872,240872,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2015,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Construction Use Tax,2016,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2007,actual,thousands,11751,11751,11751,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2008,actual,thousands,11960,11960,11960,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2009,actual,thousands,11263,11263,11263,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2010,actual,thousands,14922,14922,14922,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2011,actual,thousands,16147,16147,16147,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2012,actual,thousands,12006,12006,12006,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2013,actual,thousands,12695,12695,12695,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2014,actual,thousands,11617,11617,11617,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2015,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Construction Sales Tax,2016,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2007,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2008,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2009,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2010,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2011,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2012,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2013,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2014,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2015,actual,thousands,276746,276746,276746,agree,both readings,252-253
2016,taxsales,Constructions Firms Sales/Use Tax,2016,actual,thousands,304301,304301,304301,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2007,actual,thousands,69954,69954,69954,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2008,actual,thousands,61953,61953,61953,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2009,actual,thousands,50755,50755,50755,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2010,actual,thousands,54843,54843,54843,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2011,actual,thousands,73237,73237,73237,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2012,actual,thousands,62924,62924,62924,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2013,actual,thousands,58542,58542,58542,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2014,actual,thousands,67918,67918,67918,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2015,actual,thousands,66687,66687,66687,agree,both readings,252-253
2016,taxsales,Consumer Electronics,2016,actual,thousands,71024,71024,71024,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2007,actual,thousands,153321,153321,153321,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2008,actual,thousands,158410,158410,158410,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2009,actual,thousands,168124,168124,168124,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2010,actual,thousands,146311,146311,146311,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2011,actual,thousands,167503,167503,167503,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2012,actual,thousands,188876,188876,188876,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2013,actual,thousands,209218,209218,209218,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2014,actual,thousands,201225,201225,201225,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2015,actual,thousands,205890,205890,205890,agree,both readings,252-253
2016,taxsales,Computer Related Business Sector,2016,actual,thousands,195938,195938,195938,agree,both readings,252-253
2016,taxsales,All Other,2007,actual,thousands,344405,344405,344405,agree,both readings,252-253
2016,taxsales,All Other,2008,actual,thousands,335698,335698,335698,agree,both readings,252-253
2016,taxsales,All Other,2009,actual,thousands,390880,390880,390880,agree,both readings,252-253
2016,taxsales,All Other,2010,actual,thousands,351272,351272,351272,agree,both readings,252-253
2016,taxsales,All Other,2011,actual,thousands,359612,359612,359612,agree,both readings,252-253
2016,taxsales,All Other,2012,actual,thousands,359324,359324,359324,agree,both readings,252-253
2016,taxsales,All Other,2013,actual,thousands,383549,383549,383549,agree,both readings,252-253
2016,taxsales,All Other,2014,actual,thousands,497419,497419,497419,agree,both readings,252-253
2016,taxsales,All Other,2015,actual,thousands,524543,524543,524543,agree,both readings,252-253
2016,taxsales,All Other,2016,actual,thousands,519125,519125,519125,agree,both readings,252-253
2016,taxsales,Refunds,2007,actual,thousands,-2565,-2565,-2565,agree,both readings,252-253
2016,taxsales,Refunds,2008,actual,thousands,-3300,-3300,-3300,agree,both readings,252-253
2016,taxsales,Refunds,2009,actual,thousands,-8349,-8349,-8349,agree,both readings,252-253
2016,taxsales,Refunds,2010,actual,thousands,-5396,-5396,-5396,agree,both readings,252-253
2016,taxsales,Refunds,2011,actual,thousands,-4781,-4781,-,DISAGREE,own arithmetic,252-253
2016,taxsales,Refunds,2012,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Refunds,2013,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Refunds,2014,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Refunds,2015,actual,thousands,-,-,-,agree,both readings,252-253
2016,taxsales,Refunds,2016,actual,thousands,-,-,-4781,DISAGREE,another report,252-253
2016,taxsales,Total Sales and Use Tax,2007,actual,thousands,2483231,2483231,,ocr only,own arithmetic,252-253
2016,taxsales,Total Sales and Use Tax,2008,actual,thousands,2488768,2488768,,ocr only,another report,252-253
2016,taxsales,Total Sales and Use Tax,2009,actual,thousands,2506069,2506069,,ocr only,another report,252-253
2016,taxsales,Total Sales and Use Tax,2010,actual,thousands,2574840,2574840,,ocr only,another report,252-253
2016,taxsales,Total Sales and Use Tax,2011,actual,thousands,2716335,2716335,,ocr only,another report,252-253
2016,taxsales,Total Sales and Use Tax,2012,actual,thousands,2856218,2856218,,ocr only,another report,252-253
2016,taxsales,Total Sales and Use Tax,2013,actual,thousands,3053841,3053841,,ocr only,another report,252-253
2016,taxsales,Total Sales and Use Tax,2014,actual,thousands,3267304,3267304,,ocr only,another report,252-253
2016,taxsales,Total Sales and Use Tax,2015,actual,thousands,3402150,3402150,,ocr only,another report,252-253
2016,taxsales,Total Sales and Use Tax,2016,actual,thousands,3530285,3530285,,ocr only,another report,252-253
2016,taxsales,Direct city sales tax rate,2007,actual,pct,3.56,3.56,3.56,agree,both readings,252-253
2016,taxsales,Direct city sales tax rate,2008,actual,pct,3.41,3.41,3.41,agree,both readings,252-253
2016,taxsales,Direct city sales tax rate,2009,actual,pct,3.41,3.41,3.41,agree,both readings,252-253
2016,taxsales,Direct city sales tax rate,2010,actual,pct,3.41,3.41,3.41,agree,both readings,252-253
2016,taxsales,Direct city sales tax rate,2011,actual,pct,3.41,3.41,3.41,agree,both readings,252-253
2016,taxsales,Direct city sales tax rate,2012,actual,pct,3.41,3.41,3.41,agree,both readings,252-253
2016,taxsales,Direct city sales tax rate,2013,actual,pct,3.41,3.41,3.41,agree,both readings,252-253
2016,taxsales,Direct city sales tax rate,2014,actual,pct,3.56,3.56,3.56,agree,both readings,252-253
2016,taxsales,Direct city sales tax rate,2015,actual,pct,3.86,3.86,3.86,agree,both readings,252-253
2016,taxsales,Direct city sales tax rate,2016,actual,pct,3.86,3.86,3.86,agree,both readings,252-253
2016,taxsales,Food service sales tax,2007,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Food service sales tax,2008,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Food service sales tax,2009,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Food service sales tax,2010,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Food service sales tax,2011,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Food service sales tax,2012,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Food service sales tax,2013,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Food service sales tax,2014,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Food service sales tax,2015,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Food service sales tax,2016,actual,pct,0.15,0.15,0.15,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2007,actual,pct,3.71,3.71,3.71,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2008,actual,pct,3.56,3.56,3.56,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2009,actual,pct,3.56,3.56,3.56,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2010,actual,pct,3.56,3.56,3.56,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2011,actual,pct,3.56,3.56,3.56,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2012,actual,pct,3.56,3.56,3.56,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2013,actual,pct,3.56,3.56,3.56,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2014,actual,pct,3.71,3.71,3.71,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2015,actual,pct,4.01,4.01,4.01,agree,both readings,252-253
2016,taxsales,Total direct city sales tax,2016,actual,pct,4.01,4.01,4.01,agree,both readings,252-253
2016,fte,City Council,2007,adopted,fte,1,1,1,agree,both readings,268-269
2016,fte,City Council,2008,adopted,fte,1,1,1,agree,both readings,268-269
2016,fte,City Council,2009,adopted,fte,1,1,1,agree,both readings,268-269
2016,fte,City Council,2010,adopted,fte,-,-,-,agree,both readings,268-269
2016,fte,City Council,2011,adopted,fte,-,-,-,agree,both readings,268-269
2016,fte,City Council,2012,adopted,fte,-,-,-,agree,both readings,268-269
2016,fte,City Council,2013,adopted,fte,-,-,-,agree,both readings,268-269
2016,fte,City Council,2014,adopted,fte,-,-,-,agree,both readings,268-269
2016,fte,City Council,2015,adopted,fte,-,-,-,agree,both readings,268-269
2016,fte,City Council,2016,adopted,fte,-,-,-,agree,both readings,268-269
2016,fte,Municipal Court,2007,adopted,fte,18.5,18.5,18.5,agree,both readings,268-269
2016,fte,Municipal Court,2008,adopted,fte,18.5,18.5,18.5,agree,both readings,268-269
2016,fte,Municipal Court,2009,adopted,fte,18,18,18,agree,both readings,268-269
2016,fte,Municipal Court,2010,adopted,fte,16.25,16.25,16.25,agree,both readings,268-269
2016,fte,Municipal Court,2011,adopted,fte,16.25,16.25,16.25,agree,both readings,268-269
2016,fte,Municipal Court,2012,adopted,fte,16.25,16.25,16.25,agree,both readings,268-269
2016,fte,Municipal Court,2013,adopted,fte,18.16,18.16,18.16,agree,both readings,268-269
2016,fte,Municipal Court,2014,adopted,fte,18.13,18.13,18.13,agree,both readings,268-269
2016,fte,Municipal Court,2015,adopted,fte,21.13,21.13,21.13,agree,both readings,268-269
2016,fte,Municipal Court,2016,adopted,fte,21.13,21.13,21.13,agree,both readings,268-269
2016,fte,City Attorney,2007,adopted,fte,19.7,19.7,19.7,agree,both readings,268-269
2016,fte,City Attorney,2008,adopted,fte,18.65,18.65,18.65,agree,both readings,268-269
2016,fte,City Attorney,2009,adopted,fte,18.65,18.65,18.65,agree,both readings,268-269
2016,fte,City Attorney,2010,adopted,fte,18.65,18.65,18.65,agree,both readings,268-269
2016,fte,City Attorney,2011,adopted,fte,18.65,18.65,18.65,agree,both readings,268-269
2016,fte,City Attorney,2012,adopted,fte,20.15,20.15,20.15,agree,both readings,268-269
2016,fte,City Attorney,2013,adopted,fte,20.2,20.2,20.2,agree,both readings,268-269
2016,fte,City Attorney,2014,adopted,fte,21.2,21.2,21.2,agree,both readings,268-269
2016,fte,City Attorney,2015,adopted,fte,19.2,19.2,19.2,agree,both readings,268-269
2016,fte,City Attorney,2016,adopted,fte,25.7,25.7,25.7,agree,both readings,268-269
2016,fte,City Manager- Administration,2007,adopted,fte,10,10,10,agree,both readings,268-269
2016,fte,City Manager- Administration,2008,adopted,fte,16.5,16.5,16.5,agree,both readings,268-269
2016,fte,City Manager- Administration,2009,adopted,fte,16.5,16.5,16.5,agree,both readings,268-269
2016,fte,City Manager- Administration,2010,adopted,fte,14.3,14.3,14.3,agree,both readings,268-269
2016,fte,City Manager- Administration,2011,adopted,fte,11.8,11.8,11.8,agree,both readings,268-269
2016,fte,City Manager- Administration,2012,adopted,fte,12.68,12.68,12.68,agree,both readings,268-269
2016,fte,City Manager- Administration,2013,adopted,fte,12,12,12,agree,both readings,268-269
2016,fte,City Manager- Administration,2014,adopted,fte,12,12,12,agree,both readings,268-269
2016,fte,City Manager- Administration,2015,adopted,fte,19.5,19.5,19.5,agree,both readings,268-269
2016,fte,City Manager- Administration,2016,adopted,fte,17,17,17,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2007,adopted,fte,42.25,42.25,42.25,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2008,adopted,fte,42.25,42.25,42.25,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2009,adopted,fte,42.25,42.25,42.25,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2010,adopted,fte,42.25,42.25,42.25,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2011,adopted,fte,42.25,42.25,42.25,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2012,adopted,fte,42.25,42.25,42.25,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2013,adopted,fte,42.25,42.25,42.25,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2014,adopted,fte,42.25,42.25,42.25,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2015,adopted,fte,44.5,44.5,44.5,agree,both readings,268-269
2016,fte,City Manager- Downtown & University Hill Mgt,2016,adopted,fte,46.5,46.5,46.5,agree,both readings,268-269
2016,fte,City Manager- Communications,2007,adopted,fte,11.5,11.5,11.5,agree,both readings,268-269
2016,fte,City Manager- Communications,2008,adopted,fte,6,6,6,agree,both readings,268-269
2016,fte,City Manager- Communications,2009,adopted,fte,6,6,6,agree,both readings,268-269
2016,fte,City Manager- Communications,2010,adopted,fte,4,4,4,agree,both readings,268-269
2016,fte,City Manager- Communications,2011,adopted,fte,5.5,5.5,5.5,agree,both readings,268-269
2016,fte,City Manager- Communications,2012,adopted,fte,6.5,6.5,6.5,agree,both readings,268-269
2016,fte,City Manager- Communications,2013,adopted,fte,6.5,6.5,6.5,agree,both readings,268-269
2016,fte,City Manager- Communications,2014,adopted,fte,6.5,6.5,6.5,agree,both readings,268-269
2016,fte,City Manager- Communications,2015,adopted,fte,6.5,6.5,6.5,agree,both readings,268-269
2016,fte,City Manager- Communications,2016,adopted,fte,12.75,12.75,12.75,agree,both readings,268-269
2016,fte,Human Resources,2007,adopted,fte,14.63,14.63,14.63,agree,both readings,268-269
2016,fte,Human Resources,2008,adopted,fte,16.38,16.38,16.38,agree,both readings,268-269
2016,fte,Human Resources,2009,adopted,fte,16.63,16.63,16.63,agree,both readings,268-269
2016,fte,Human Resources,2010,adopted,fte,14.88,14.88,14.88,agree,both readings,268-269
2016,fte,Human Resources,2011,adopted,fte,14.88,14.88,14.88,agree,both readings,268-269
2016,fte,Human Resources,2012,adopted,fte,15.38,15.38,15.38,agree,both readings,268-269
2016,fte,Human Resources,2013,adopted,fte,15.63,15.63,15.63,agree,both readings,268-269
2016,fte,Human Resources,2014,adopted,fte,18.63,18.63,18.63,agree,both readings,268-269
2016,fte,Human Resources,2015,adopted,fte,24.63,24.63,24.63,agree,both readings,268-269
2016,fte,Human Resources,2016,adopted,fte,24.38,24.38,24.38,agree,both readings,268-269
2016,fte,Finance,2007,adopted,fte,28.87,28.87,28.87,agree,both readings,268-269
2016,fte,Finance,2008,adopted,fte,29.37,29.37,29.37,agree,both readings,268-269
2016,fte,Finance,2009,adopted,fte,28.37,28.37,28.37,agree,both readings,268-269
2016,fte,Finance,2010,adopted,fte,26.37,26.37,26.37,agree,both readings,268-269
2016,fte,Finance,2011,adopted,fte,33.5,33.5,33.5,agree,both readings,268-269
2016,fte,Finance,2012,adopted,fte,34,34,34,agree,both readings,268-269
2016,fte,Finance,2013,adopted,fte,34,34,34,agree,both readings,268-269
2016,fte,Finance,2014,adopted,fte,36,36,36,agree,both readings,268-269
2016,fte,Finance,2015,adopted,fte,38.67,38.67,38.67,agree,both readings,268-269
2016,fte,Finance,2016,adopted,fte,44.5,44.5,44.5,agree,both readings,268-269
2016,fte,Information Technology,2007,adopted,fte,32.75,32.75,32.75,agree,both readings,268-269
2016,fte,Information Technology,2008,adopted,fte,35.25,35.25,35.25,agree,both readings,268-269
2016,fte,Information Technology,2009,adopted,fte,35.25,35.25,35.25,agree,both readings,268-269
2016,fte,Information Technology,2010,adopted,fte,33.5,33.5,33.5,agree,both readings,268-269
2016,fte,Information Technology,2011,adopted,fte,34.5,34.5,34.5,agree,both readings,268-269
2016,fte,Information Technology,2012,adopted,fte,34.5,34.5,34.5,agree,both readings,268-269
2016,fte,Information Technology,2013,adopted,fte,34,34,34,agree,both readings,268-269
2016,fte,Information Technology,2014,adopted,fte,36.85,36.85,36.85,agree,both readings,268-269
2016,fte,Information Technology,2015,adopted,fte,37.18,37.18,37.18,agree,both readings,268-269
2016,fte,Information Technology,2016,adopted,fte,40.25,40.25,40.25,agree,both readings,268-269
2016,fte,Police,2007,adopted,fte,269.25,269.25,269.25,agree,both readings,268-269
