report,table,line,year,basis,unit,value,ocr,text,status,confirmed,pages
2018,taxsales,Construction Use Tax,2009,actual,thousands,142739,142739,142739,agree,both readings,276-277
2018,taxsales,Construction Use Tax,2010,actual,thousands,173534,173534,173534,agree,both readings,276-277
2018,taxsales,Construction Use Tax,2011,actual,thousands,153438,153438,153438,agree,both readings,276-277
2018,taxsales,Construction Use Tax,2012,actual,thousands,171106,171106,171106,agree,both readings,276-277
2018,taxsales,Construction Use Tax,2013,actual,thousands,266139,266139,266139,agree,both readings,276-277
2018,taxsales,Construction Use Tax,2014,actual,thousands,251594,251594,251594,agree,both readings,276-277
2018,taxsales,Construction Use Tax,2015,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Construction Use Tax,2016,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Construction Use Tax,2017,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Construction Use Tax,2018,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2009,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2010,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2011,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2012,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2013,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2014,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2015,actual,thousands,276746,276746,276746,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2016,actual,thousands,304301,304301,304301,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2017,actual,thousands,279081,279081,279081,agree,both readings,276-277
2018,taxsales,Constructions Firms Sales/Use Tax,2018,actual,thousands,352701,352701,352701,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2009,actual,thousands,50755,50755,50755,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2010,actual,thousands,54843,54843,54843,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2011,actual,thousands,73237,73237,73237,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2012,actual,thousands,62924,62924,62924,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2013,actual,thousands,58300,58300,58300,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2014,actual,thousands,67677,67677,67677,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2015,actual,thousands,66687,66687,66687,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2016,actual,thousands,71024,71024,71024,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2017,actual,thousands,59211,59211,59211,agree,both readings,276-277
2018,taxsales,Consumer Electronics,2018,actual,thousands,73263,73263,73263,agree,both readings,276-277
2018,taxsales,Eating Places,2009,actual,thousands,311060,311060,311060,agree,both readings,276-277
2018,taxsales,Eating Places,2010,actual,thousands,321904,321904,321904,agree,both readings,276-277
2018,taxsales,Eating Places,2011,actual,thousands,347871,347871,347871,agree,both readings,276-277
2018,taxsales,Eating Places,2012,actual,thousands,384485,384485,384485,agree,both readings,276-277
2018,taxsales,Eating Places,2013,actual,thousands,387596,387596,387596,agree,both readings,276-277
2018,taxsales,Eating Places,2014,actual,thousands,410251,410251,410251,agree,both readings,276-277
2018,taxsales,Eating Places,2015,actual,thousands,437428,437428,437428,agree,both readings,276-277
2018,taxsales,Eating Places,2016,actual,thousands,451436,451436,451436,agree,both readings,276-277
2018,taxsales,Eating Places,2017,actual,thousands,461091,461091,461091,agree,both readings,276-277
2018,taxsales,Eating Places,2018,actual,thousands,477032,477032,477032,agree,both readings,276-277
2018,taxsales,Food Stores,2009,actual,thousands,328338,328338,328338,agree,both readings,276-277
2018,taxsales,Food Stores,2010,actual,thousands,327796,327796,327796,agree,both readings,276-277
2018,taxsales,Food Stores,2011,actual,thousands,359707,359707,359707,agree,both readings,276-277
2018,taxsales,Food Stores,2012,actual,thousands,388154,388154,388154,agree,both readings,276-277
2018,taxsales,Food Stores,2013,actual,thousands,395837,395837,395837,agree,both readings,276-277
2018,taxsales,Food Stores,2014,actual,thousands,416890,416890,416890,agree,both readings,276-277
2018,taxsales,Food Stores,2015,actual,thousands,440661,440661,440661,agree,both readings,276-277
2018,taxsales,Food Stores,2016,actual,thousands,452030,452030,452030,agree,both readings,276-277
2018,taxsales,Food Stores,2017,actual,thousands,448173,448173,448173,agree,both readings,276-277
2018,taxsales,Food Stores,2018,actual,thousands,438804,438804,438804,agree,both readings,276-277
2018,taxsales,General Retail,2009,actual,thousands,515305,515305,515305,agree,both readings,276-277
2018,taxsales,General Retail,2010,actual,thousands,567786,567786,567786,agree,both readings,276-277
2018,taxsales,General Retail,2011,actual,thousands,586189,586189,586189,agree,both readings,276-277
2018,taxsales,General Retail,2012,actual,thousands,606359,606359,606359,agree,both readings,276-277
2018,taxsales,General Retail,2013,actual,thousands,611228,611228,611228,agree,both readings,276-277
2018,taxsales,General Retail,2014,actual,thousands,628223,628223,628223,agree,both readings,276-277
2018,taxsales,General Retail,2015,actual,thousands,658659,658659,658659,agree,both readings,276-277
2018,taxsales,General Retail,2016,actual,thousands,737753,737753,737753,agree,both readings,276-277
2018,taxsales,General Retail,2017,actual,thousands,675023,675023,675023,agree,both readings,276-277
2018,taxsales,General Retail,2018,actual,thousands,709676,709676,709676,agree,both readings,276-277
2018,taxsales,Home Furnishings,2009,actual,thousands,75883,75883,75883,agree,both readings,276-277
2018,taxsales,Home Furnishings,2010,actual,thousands,76487,76487,76487,agree,both readings,276-277
2018,taxsales,Home Furnishings,2011,actual,thousands,81304,81304,81304,agree,both readings,276-277
2018,taxsales,Home Furnishings,2012,actual,thousands,81243,81243,81243,agree,both readings,276-277
2018,taxsales,Home Furnishings,2013,actual,thousands,79745,79745,79745,agree,both readings,276-277
2018,taxsales,Home Furnishings,2014,actual,thousands,87804,87804,87804,agree,both readings,276-277
2018,taxsales,Home Furnishings,2015,actual,thousands,89689,89689,89689,agree,both readings,276-277
2018,taxsales,Home Furnishings,2016,actual,thousands,92314,92314,92314,agree,both readings,276-277
2018,taxsales,Home Furnishings,2017,actual,thousands,92483,92483,92483,agree,both readings,276-277
2018,taxsales,Home Furnishings,2018,actual,thousands,93697,93697,93697,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2009,actual,thousands,215137,215137,215137,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2010,actual,thousands,220981,220981,220981,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2011,actual,thousands,215462,215462,215462,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2012,actual,thousands,208713,208713,208713,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2013,actual,thousands,226972,226972,226972,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2014,actual,thousands,243605,243605,243605,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2015,actual,thousands,229281,229281,229281,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2016,actual,thousands,220926,220926,220926,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2017,actual,thousands,216678,216678,216678,agree,both readings,276-277
2018,taxsales,Transportation/Utilities,2018,actual,thousands,214292,214292,214292,agree,both readings,276-277
2018,taxsales,All Other,2009,actual,thousands,390880,390880,390880,agree,both readings,276-277
2018,taxsales,All Other,2010,actual,thousands,351272,351272,351272,agree,both readings,276-277
2018,taxsales,All Other,2011,actual,thousands,359612,359612,359612,agree,both readings,276-277
2018,taxsales,All Other,2012,actual,thousands,359324,359324,359324,agree,both readings,276-277
2018,taxsales,All Other,2013,actual,thousands,381961,381961,381961,agree,both readings,276-277
2018,taxsales,All Other,2014,actual,thousands,495657,495657,495657,agree,both readings,276-277
2018,taxsales,All Other,2015,actual,thousands,524543,524543,524543,agree,both readings,276-277
2018,taxsales,All Other,2016,actual,thousands,519125,519125,519125,agree,both readings,276-277
2018,taxsales,All Other,2017,actual,thousands,612152,612152,612152,agree,both readings,276-277
2018,taxsales,All Other,2018,actual,thousands,631091,631091,631091,agree,both readings,276-277
2018,taxsales,Refunds,2009,actual,thousands,-8349,-8349,-8349,agree,both readings,276-277
2018,taxsales,Refunds,2010,actual,thousands,-5396,-5396,-5396,agree,both readings,276-277
2018,taxsales,Refunds,2011,actual,thousands,-4781,-4781,-,DISAGREE,own arithmetic,276-277
2018,taxsales,Refunds,2012,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Refunds,2013,actual,thousands,-,-,-4781,DISAGREE,another report,276-277
2018,taxsales,Refunds,2014,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Refunds,2015,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Refunds,2016,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Refunds,2017,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Refunds,2018,actual,thousands,-,-,-,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2009,actual,thousands,2506069,2506069,2506069,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2010,actual,thousands,2574840,2574840,2574840,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2011,actual,thousands,2716335,2716335,2716335,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2012,actual,thousands,2856218,2856218,2856218,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2013,actual,thousands,3053841,3053841,3053841,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2014,actual,thousands,3267302,3267302,3267302,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2015,actual,thousands,3402150,3402150,3402150,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2016,actual,thousands,3530285,3530285,3530285,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2017,actual,thousands,3521063,3521063,3521063,agree,both readings,276-277
2018,taxsales,Total Sales and Use Tax,2018,actual,thousands,3687668,3687668,3687668,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2009,actual,pct,3.41,3.41,3.41,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2010,actual,pct,3.41,3.41,3.41,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2011,actual,pct,3.41,3.41,3.41,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2012,actual,pct,3.41,3.41,3.41,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2013,actual,pct,3.41,3.41,3.41,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2014,actual,pct,3.56,3.56,3.56,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2015,actual,pct,3.86,3.86,3.86,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2016,actual,pct,3.86,3.86,3.86,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2017,actual,pct,3.86,3.86,3.86,agree,both readings,276-277
2018,taxsales,Direct city sales tax rate,2018,actual,pct,3.86,3.86,3.86,agree,both readings,276-277
2018,taxsales,Food service sales tax,2009,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Food service sales tax,2010,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Food service sales tax,2011,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Food service sales tax,2012,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Food service sales tax,2013,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Food service sales tax,2014,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Food service sales tax,2015,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Food service sales tax,2016,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Food service sales tax,2017,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Food service sales tax,2018,actual,pct,0.15,0.15,0.15,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2009,actual,pct,3.56,3.56,3.56,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2010,actual,pct,3.56,3.56,3.56,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2011,actual,pct,3.56,3.56,3.56,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2012,actual,pct,3.56,3.56,3.56,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2013,actual,pct,3.56,3.56,3.56,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2014,actual,pct,3.71,3.71,3.71,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2015,actual,pct,4.01,4.01,4.01,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2016,actual,pct,4.01,4.01,4.01,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2017,actual,pct,4.01,4.01,4.01,agree,both readings,276-277
2018,taxsales,Total direct city sales tax,2018,actual,pct,4.01,4.01,4.01,agree,both readings,276-277
2018,fte,City Council,2009,adopted,fte,1,1,1,agree,both readings,292-293
2018,fte,City Council,2010,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,City Council,2011,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,City Council,2012,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,City Council,2013,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,City Council,2014,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,City Council,2015,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,City Council,2016,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,City Council,2017,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,City Council,2018,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Municipal Court,2009,adopted,fte,18,18,18,agree,both readings,292-293
2018,fte,Municipal Court,2010,adopted,fte,16.25,16.25,16.25,agree,both readings,292-293
2018,fte,Municipal Court,2011,adopted,fte,16.25,16.25,16.25,agree,both readings,292-293
2018,fte,Municipal Court,2012,adopted,fte,16.25,16.25,16.25,agree,both readings,292-293
2018,fte,Municipal Court,2013,adopted,fte,18.16,18.16,18.16,agree,both readings,292-293
2018,fte,Municipal Court,2014,adopted,fte,18.13,18.13,18.13,agree,both readings,292-293
2018,fte,Municipal Court,2015,adopted,fte,21.13,21.13,21.13,agree,both readings,292-293
2018,fte,Municipal Court,2016,adopted,fte,21.13,21.13,21.13,agree,both readings,292-293
2018,fte,Municipal Court,2017,adopted,fte,20.35,20.35,20.35,agree,both readings,292-293
2018,fte,Municipal Court,2018,adopted,fte,19.35,19.35,19.35,agree,both readings,292-293
2018,fte,City Attorney,2009,adopted,fte,18.65,18.65,18.65,agree,both readings,292-293
2018,fte,City Attorney,2010,adopted,fte,18.65,18.65,18.65,agree,both readings,292-293
2018,fte,City Attorney,2011,adopted,fte,18.65,18.65,18.65,agree,both readings,292-293
2018,fte,City Attorney,2012,adopted,fte,20.15,20.15,20.15,agree,both readings,292-293
2018,fte,City Attorney,2013,adopted,fte,20.2,20.2,20.2,agree,both readings,292-293
2018,fte,City Attorney,2014,adopted,fte,21.2,21.2,21.2,agree,both readings,292-293
2018,fte,City Attorney,2015,adopted,fte,19.2,19.2,19.2,agree,both readings,292-293
2018,fte,City Attorney,2016,adopted,fte,25.7,25.7,25.7,agree,both readings,292-293
2018,fte,City Attorney,2017,adopted,fte,27.65,27.65,27.65,agree,both readings,292-293
2018,fte,City Attorney,2018,adopted,fte,27.65,27.65,27.65,agree,both readings,292-293
2018,fte,City Manager- Administration,2009,adopted,fte,16.5,16.5,16.5,agree,both readings,292-293
2018,fte,City Manager- Administration,2010,adopted,fte,14.3,14.3,14.3,agree,both readings,292-293
2018,fte,City Manager- Administration,2011,adopted,fte,11.8,11.8,11.8,agree,both readings,292-293
2018,fte,City Manager- Administration,2012,adopted,fte,12.68,12.68,12.68,agree,both readings,292-293
2018,fte,City Manager- Administration,2013,adopted,fte,12,12,12,agree,both readings,292-293
2018,fte,City Manager- Administration,2014,adopted,fte,12,12,12,agree,both readings,292-293
2018,fte,City Manager- Administration,2015,adopted,fte,19.5,19.5,19.5,agree,both readings,292-293
2018,fte,City Manager- Administration,2016,adopted,fte,17,17,17,agree,both readings,292-293
2018,fte,City Manager- Administration,2017,adopted,fte,19.88,19.88,19.88,agree,both readings,292-293
2018,fte,City Manager- Administration,2018,adopted,fte,22.88,22.88,22.88,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2009,adopted,fte,42.25,42.25,42.25,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2010,adopted,fte,42.25,42.25,42.25,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2011,adopted,fte,42.25,42.25,42.25,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2012,adopted,fte,42.25,42.25,42.25,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2013,adopted,fte,42.25,42.25,42.25,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2014,adopted,fte,42.25,42.25,42.25,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2015,adopted,fte,44.5,44.5,44.5,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2016,adopted,fte,46.5,46.5,46.5,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2017,adopted,fte,49,49,49,agree,both readings,292-293
2018,fte,City Manager- Community Vitality,2018,adopted,fte,48.25,48.25,48.25,agree,both readings,292-293
2018,fte,City Manager- Communications,2009,adopted,fte,6,6,6,agree,both readings,292-293
2018,fte,City Manager- Communications,2010,adopted,fte,4,4,4,agree,both readings,292-293
2018,fte,City Manager- Communications,2011,adopted,fte,5.5,5.5,5.5,agree,both readings,292-293
2018,fte,City Manager- Communications,2012,adopted,fte,6.5,6.5,6.5,agree,both readings,292-293
2018,fte,City Manager- Communications,2013,adopted,fte,6.5,6.5,6.5,agree,both readings,292-293
2018,fte,City Manager- Communications,2014,adopted,fte,6.5,6.5,6.5,agree,both readings,292-293
2018,fte,City Manager- Communications,2015,adopted,fte,6.5,6.5,6.5,agree,both readings,292-293
2018,fte,City Manager- Communications,2016,adopted,fte,12.75,12.75,12.75,agree,both readings,292-293
2018,fte,City Manager- Communications,2017,adopted,fte,13.5,13.5,13.5,agree,both readings,292-293
2018,fte,City Manager- Communications,2018,adopted,fte,14.75,14.75,14.75,agree,both readings,292-293
2018,fte,Human Resources,2009,adopted,fte,16.63,16.63,16.63,agree,both readings,292-293
2018,fte,Human Resources,2010,adopted,fte,14.88,14.88,14.88,agree,both readings,292-293
2018,fte,Human Resources,2011,adopted,fte,14.88,14.88,14.88,agree,both readings,292-293
2018,fte,Human Resources,2012,adopted,fte,15.38,15.38,15.38,agree,both readings,292-293
2018,fte,Human Resources,2013,adopted,fte,15.63,15.63,15.63,agree,both readings,292-293
2018,fte,Human Resources,2014,adopted,fte,18.63,18.63,18.63,agree,both readings,292-293
2018,fte,Human Resources,2015,adopted,fte,24.63,24.63,24.63,agree,both readings,292-293
2018,fte,Human Resources,2016,adopted,fte,24.38,24.38,24.38,agree,both readings,292-293
2018,fte,Human Resources,2017,adopted,fte,23.38,23.38,23.38,agree,both readings,292-293
2018,fte,Human Resources,2018,adopted,fte,23.38,23.38,23.38,agree,both readings,292-293
2018,fte,Finance,2009,adopted,fte,28.37,28.37,28.37,agree,both readings,292-293
2018,fte,Finance,2010,adopted,fte,26.37,26.37,26.37,agree,both readings,292-293
2018,fte,Finance,2011,adopted,fte,33.5,33.5,33.5,agree,both readings,292-293
2018,fte,Finance,2012,adopted,fte,34,34,34,agree,both readings,292-293
2018,fte,Finance,2013,adopted,fte,34,34,34,agree,both readings,292-293
2018,fte,Finance,2014,adopted,fte,36,36,36,agree,both readings,292-293
2018,fte,Finance,2015,adopted,fte,38.67,38.67,38.67,agree,both readings,292-293
2018,fte,Finance,2016,adopted,fte,44.5,44.5,44.5,agree,both readings,292-293
2018,fte,Finance,2017,adopted,fte,46.62,46.62,46.62,agree,both readings,292-293
2018,fte,Finance,2018,adopted,fte,48.12,48.12,48.12,agree,both readings,292-293
2018,fte,Information Technology,2009,adopted,fte,35.25,35.25,35.25,agree,both readings,292-293
2018,fte,Information Technology,2010,adopted,fte,33.5,33.5,33.5,agree,both readings,292-293
2018,fte,Information Technology,2011,adopted,fte,34.5,34.5,34.5,agree,both readings,292-293
2018,fte,Information Technology,2012,adopted,fte,34.5,34.5,34.5,agree,both readings,292-293
2018,fte,Information Technology,2013,adopted,fte,34,34,34,agree,both readings,292-293
2018,fte,Information Technology,2014,adopted,fte,36.85,36.85,36.85,agree,both readings,292-293
2018,fte,Information Technology,2015,adopted,fte,37.18,37.18,37.18,agree,both readings,292-293
2018,fte,Information Technology,2016,adopted,fte,40.25,40.25,40.25,agree,both readings,292-293
2018,fte,Information Technology,2017,adopted,fte,40.75,40.75,40.75,agree,both readings,292-293
2018,fte,Information Technology,2018,adopted,fte,39.75,39.75,39.75,agree,both readings,292-293
2018,fte,Police,2009,adopted,fte,273.25,273.25,273.25,agree,both readings,292-293
2018,fte,Police,2010,adopted,fte,269.5,269.5,269.5,agree,both readings,292-293
2018,fte,Police,2011,adopted,fte,276.5,276.5,276.5,agree,both readings,292-293
2018,fte,Police,2012,adopted,fte,279.5,279.5,279.5,agree,both readings,292-293
2018,fte,Police,2013,adopted,fte,279.5,279.5,279.5,agree,both readings,292-293
2018,fte,Police,2014,adopted,fte,282.5,282.5,282.5,agree,both readings,292-293
2018,fte,Police,2015,adopted,fte,288,288,288,agree,both readings,292-293
2018,fte,Police,2016,adopted,fte,290.89,290.89,290.89,agree,both readings,292-293
2018,fte,Police,2017,adopted,fte,291.89,291.89,291.89,agree,both readings,292-293
2018,fte,Police,2018,adopted,fte,291.75,291.75,291.75,agree,both readings,292-293
2018,fte,Fire,2009,adopted,fte,112.33,112.33,112.33,agree,both readings,292-293
2018,fte,Fire,2010,adopted,fte,112.33,112.33,112.33,agree,both readings,292-293
2018,fte,Fire,2011,adopted,fte,112.33,112.33,112.33,agree,both readings,292-293
2018,fte,Fire,2012,adopted,fte,115.33,115.33,115.33,agree,both readings,292-293
2018,fte,Fire,2013,adopted,fte,118.33,118.33,118.33,agree,both readings,292-293
2018,fte,Fire,2014,adopted,fte,120.33,120.33,120.33,agree,both readings,292-293
2018,fte,Fire,2015,adopted,fte,121.33,121.33,121.33,agree,both readings,292-293
2018,fte,Fire,2016,adopted,fte,124.33,124.33,124.33,agree,both readings,292-293
2018,fte,Fire,2017,adopted,fte,124,124,124,agree,both readings,292-293
2018,fte,Fire,2018,adopted,fte,124,124,124,agree,both readings,292-293
2018,fte,Planning & Development Services,2009,adopted,fte,76.56,76.56,76.56,agree,both readings,292-293
2018,fte,Planning & Development Services,2010,adopted,fte,79.47,79.47,79.47,agree,both readings,292-293
2018,fte,Planning & Development Services,2011,adopted,fte,78.66,78.66,78.66,agree,both readings,292-293
2018,fte,Planning & Development Services,2012,adopted,fte,82.97,82.97,82.97,agree,both readings,292-293
2018,fte,Planning & Development Services,2013,adopted,fte,88.74,88.74,88.74,agree,both readings,292-293
2018,fte,Planning & Development Services,2014,adopted,fte,93.87,93.87,,ocr only,another report,292-293
2018,fte,Planning & Development Services,2015,adopted,fte,105.92,105.92,,ocr only,another report,292-293
2018,fte,Planning & Development Services,2016,adopted,fte,112.72,112.72,,ocr only,another report,292-293
2018,fte,Planning & Development Services,2017,adopted,fte,-,-,,ocr only,another report,292-293
2018,fte,Planning & Development Services,2018,adopted,fte,-,-,,ocr only,another report,292-293
2018,fte,Development,2009,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Development,2010,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Development,2011,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Development,2012,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Development,2013,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Development,2014,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Development,2015,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Development,2016,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Development,2017,adopted,fte,54.11,54.11,54.11,agree,both readings,292-293
2018,fte,Development,2018,adopted,fte,57.38,57.38,57.38,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2009,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2010,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2011,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2012,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2013,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2014,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2015,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2016,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2017,adopted,fte,55.34,55.34,55.34,agree,both readings,292-293
2018,fte,Community Planning and Sustainability,2018,adopted,fte,55.54,55.54,55.54,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2009,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2010,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2011,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2012,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2013,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2014,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2015,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2016,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2017,adopted,fte,9,9,9,agree,both readings,292-293
2018,fte,Energy Strategy & Electric Utility,2018,adopted,fte,*,*,*,agree,both readings,292-293
2018,fte,Environmental Affairs,2009,adopted,fte,10.5,10.5,10.5,agree,both readings,292-293
2018,fte,Environmental Affairs,2010,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Environmental Affairs,2011,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Environmental Affairs,2012,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Environmental Affairs,2013,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Environmental Affairs,2014,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Environmental Affairs,2015,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Environmental Affairs,2016,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Environmental Affairs,2017,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Environmental Affairs,2018,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Administration,2009,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Administration,2010,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Administration,2011,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Administration,2012,adopted,fte,-,-,-,agree,both readings,292-293
2018,fte,Administration,2013,adopted,fte,2.74,2.74,2.74,agree,both readings,292-293
2018,fte,Administration,2014,adopted,fte,2.74,2.74,2.74,agree,both readings,292-293
2018,fte,Administration,2015,adopted,fte,3.74,3.74,3.74,agree,both readings,292-293
2018,fte,Administration,2016,adopted,fte,2.85,2.85,2.85,agree,both readings,292-293
