fips,year,age,pop
08013,1990,0,3227
08013,1990,1,3164
08013,1990,2,3157
08013,1990,3,3161
08013,1990,4,3290
08013,1990,5,3137
08013,1990,6,3074
08013,1990,7,3104
08013,1990,8,2917
08013,1990,9,3094
08013,1990,10,2867
08013,1990,11,2732
08013,1990,12,2623
08013,1990,13,2555
08013,1990,14,2519
08013,1990,15,2497
08013,1990,16,2440
08013,1990,17,2641
08013,1990,18,4087
08013,1990,19,5543
08013,1990,20,5731
08013,1990,21,5557
08013,1990,22,4670
08013,1990,23,3892
08013,1990,24,3601
08013,1990,25,3790
08013,1990,26,4023
08013,1990,27,4166
08013,1990,28,4139
08013,1990,29,4630
08013,1990,30,4722
08013,1990,31,4572
08013,1990,32,4724
08013,1990,33,4700
08013,1990,34,4820
08013,1990,35,4707
08013,1990,36,4630
08013,1990,37,4704
08013,1990,38,4342
08013,1990,39,4387
08013,1990,40,4272
08013,1990,41,4082
08013,1990,42,4050
08013,1990,43,4000
08013,1990,44,3007
08013,1990,45,2968
08013,1990,46,2838
08013,1990,47,2898
08013,1990,48,2311
08013,1990,49,2280
08013,1990,50,2165
08013,1990,51,2078
08013,1990,52,1948
08013,1990,53,1758
08013,1990,54,1746
08013,1990,55,1740
08013,1990,56,1501
08013,1990,57,1496
08013,1990,58,1465
08013,1990,59,1432
08013,1990,60,1369
08013,1990,61,1307
08013,1990,62,1281
08013,1990,63,1243
08013,1990,64,1195
08013,1990,65,1196
08013,1990,66,1147
08013,1990,67,1090
08013,1990,68,1076
08013,1990,69,999
08013,1990,70,916
08013,1990,71,922
08013,1990,72,863
08013,1990,73,790
08013,1990,74,731
08013,1990,75,724
08013,1990,76,693
08013,1990,77,669
08013,1990,78,640
08013,1990,79,610
08013,1990,80,531
08013,1990,81,494
08013,1990,82,440
08013,1990,83,403
08013,1990,84,343
08013,1990,85,1979
08013,1991,0,3230
08013,1991,1,3180
08013,1991,2,3168
08013,1991,3,3171
08013,1991,4,3294
08013,1991,5,3159
08013,1991,6,3102
08013,1991,7,3155
08013,1991,8,2992
08013,1991,9,3157
08013,1991,10,2959
08013,1991,11,2833
08013,1991,12,2720
08013,1991,13,2665
08013,1991,14,2642
08013,1991,15,2606
08013,1991,16,2543
08013,1991,17,2723
08013,1991,18,4143
08013,1991,19,5594
08013,1991,20,5733
08013,1991,21,5558
08013,1991,22,4750
08013,1991,23,3981
08013,1991,24,3685
08013,1991,25,3871
08013,1991,26,4045
08013,1991,27,4188
08013,1991,28,4186
08013,1991,29,4632
08013,1991,30,4735
08013,1991,31,4535
08013,1991,32,4660
08013,1991,33,4641
08013,1991,34,4739
08013,1991,35,4688
08013,1991,36,4615
08013,1991,37,4704
08013,1991,38,4380
08013,1991,39,4437
08013,1991,40,4357
08013,1991,41,4163
08013,1991,42,4156
08013,1991,43,4100
08013,1991,44,3201
08013,1991,45,3174
08013,1991,46,3013
08013,1991,47,3084
08013,1991,48,2542
08013,1991,49,2475
08013,1991,50,2379
08013,1991,51,2264
08013,1991,52,2148
08013,1991,53,1972
08013,1991,54,1853
08013,1991,55,1839
08013,1991,56,1614
08013,1991,57,1594
08013,1991,58,1530
08013,1991,59,1489
08013,1991,60,1414
08013,1991,61,1345
08013,1991,62,1316
08013,1991,63,1265
08013,1991,64,1224
08013,1991,65,1218
08013,1991,66,1156
08013,1991,67,1106
08013,1991,68,1091
08013,1991,69,1012
08013,1991,70,940
08013,1991,71,931
08013,1991,72,882
08013,1991,73,811
08013,1991,74,754
08013,1991,75,743
08013,1991,76,712
08013,1991,77,687
08013,1991,78,659
08013,1991,79,623
08013,1991,80,547
08013,1991,81,513
08013,1991,82,456
08013,1991,83,412
08013,1991,84,360
08013,1991,85,2054
08013,1992,0,3278
08013,1992,1,3238
08013,1992,2,3223
08013,1992,3,3224
08013,1992,4,3345
08013,1992,5,3221
08013,1992,6,3169
08013,1992,7,3242
08013,1992,8,3096
08013,1992,9,3255
08013,1992,10,3077
08013,1992,11,2957
08013,1992,12,2841
08013,1992,13,2796
08013,1992,14,2785
08013,1992,15,2735
08013,1992,16,2665
08013,1992,17,2830
08013,1992,18,4248
08013,1992,19,5716
08013,1992,20,5817
08013,1992,21,5639
08013,1992,22,4883
08013,1992,23,4114
08013,1992,24,3807
08013,1992,25,3993
08013,1992,26,4121
08013,1992,27,4265
08013,1992,28,4285
08013,1992,29,4700
08013,1992,30,4811
08013,1992,31,4567
08013,1992,32,4670
08013,1992,33,4657
08013,1992,34,4738
08013,1992,35,4736
08013,1992,36,4666
08013,1992,37,4769
08013,1992,38,4472
08013,1992,39,4541
08013,1992,40,4490
08013,1992,41,4289
08013,1992,42,4302
08013,1992,43,4241
08013,1992,44,3409
08013,1992,45,3391
08013,1992,46,3202
08013,1992,47,3283
08013,1992,48,2770
08013,1992,49,2673
08013,1992,50,2593
08013,1992,51,2453
08013,1992,52,2346
08013,1992,53,2180
08013,1992,54,1971
08013,1992,55,1949
08013,1992,56,1731
08013,1992,57,1698
08013,1992,58,1605
08013,1992,59,1558
08013,1992,60,1471
08013,1992,61,1395
08013,1992,62,1365
08013,1992,63,1303
08013,1992,64,1264
08013,1992,65,1253
08013,1992,66,1180
08013,1992,67,1135
08013,1992,68,1120
08013,1992,69,1037
08013,1992,70,973
08013,1992,71,952
08013,1992,72,911
08013,1992,73,841
08013,1992,74,784
08013,1992,75,770
08013,1992,76,737
08013,1992,77,713
08013,1992,78,685
08013,1992,79,642
08013,1992,80,569
08013,1992,81,535
08013,1992,82,476
08013,1992,83,428
08013,1992,84,380
08013,1992,85,2147
08013,1993,0,3343
08013,1993,1,3314
08013,1993,2,3293
08013,1993,3,3293
08013,1993,4,3412
08013,1993,5,3301
08013,1993,6,3253
08013,1993,7,3347
08013,1993,8,3221
08013,1993,9,3372
08013,1993,10,3216
08013,1993,11,3101
08013,1993,12,2981
08013,1993,13,2947
08013,1993,14,2946
08013,1993,15,2883
08013,1993,16,2807
08013,1993,17,2957
08013,1993,18,4377
08013,1993,19,5869
08013,1993,20,5929
08013,1993,21,5746
08013,1993,22,5046
08013,1993,23,4272
08013,1993,24,3954
08013,1993,25,4141
08013,1993,26,4217
08013,1993,27,4365
08013,1993,28,4406
08013,1993,29,4791
08013,1993,30,4912
08013,1993,31,4619
08013,1993,32,4700
08013,1993,33,4691
08013,1993,34,4755
08013,1993,35,4806
08013,1993,36,4740
08013,1993,37,4858
08013,1993,38,4589
08013,1993,39,4670
08013,1993,40,4649
08013,1993,41,4442
08013,1993,42,4477
08013,1993,43,4410
08013,1993,44,3645
08013,1993,45,3636
08013,1993,46,3417
08013,1993,47,3509
08013,1993,48,3026
08013,1993,49,2896
08013,1993,50,2832
08013,1993,51,2664
08013,1993,52,2568
08013,1993,53,2411
08013,1993,54,2105
08013,1993,55,2075
08013,1993,56,1864
08013,1993,57,1817
08013,1993,58,1693
08013,1993,59,1637
08013,1993,60,1540
08013,1993,61,1455
08013,1993,62,1422
08013,1993,63,1348
08013,1993,64,1314
08013,1993,65,1296
08013,1993,66,1211
08013,1993,67,1172
08013,1993,68,1154
08013,1993,69,1068
08013,1993,70,1012
08013,1993,71,978
08013,1993,72,945
08013,1993,73,876
08013,1993,74,820
08013,1993,75,802
08013,1993,76,769
08013,1993,77,744
08013,1993,78,715
08013,1993,79,665
08013,1993,80,595
08013,1993,81,563
08013,1993,82,500
08013,1993,83,444
08013,1993,84,402
08013,1993,85,2259
08013,1994,0,3358
08013,1994,1,3341
08013,1994,2,3316
08013,1994,3,3313
08013,1994,4,3429
08013,1994,5,3332
08013,1994,6,3290
08013,1994,7,3405
08013,1994,8,3300
08013,1994,9,3442
08013,1994,10,3312
08013,1994,11,3205
08013,1994,12,3081
08013,1994,13,3059
08013,1994,14,3072
08013,1994,15,2995
08013,1994,16,2912
08013,1994,17,3043
08013,1994,18,4444
08013,1994,19,5937
08013,1994,20,5952
08013,1994,21,5768
08013,1994,22,5138
08013,1994,23,4371
08013,1994,24,4045
08013,1994,25,4230
08013,1994,26,4253
08013,1994,27,4400
08013,1994,28,4465
08013,1994,29,4810
08013,1994,30,4941
08013,1994,31,4601
08013,1994,32,4656
08013,1994,33,4653
08013,1994,34,4697
08013,1994,35,4804
08013,1994,36,4741
08013,1994,37,4873
08013,1994,38,4638
08013,1994,39,4731
08013,1994,40,4743
08013,1994,41,4532
08013,1994,42,4590
08013,1994,43,4517
08013,1994,44,3836
08013,1994,45,3839
08013,1994,46,3590
08013,1994,47,3692
08013,1994,48,3250
08013,1994,49,3085
08013,1994,50,3040
08013,1994,51,2846
08013,1994,52,2761
08013,1994,53,2618
08013,1994,54,2212
08013,1994,55,2174
08013,1994,56,1975
08013,1994,57,1914
08013,1994,58,1758
08013,1994,59,1695
08013,1994,60,1587
08013,1994,61,1495
08013,1994,62,1460
08013,1994,63,1374
08013,1994,64,1345
08013,1994,65,1320
08013,1994,66,1223
08013,1994,67,1192
08013,1994,68,1174
08013,1994,69,1085
08013,1994,70,1038
08013,1994,71,990
08013,1994,72,966
08013,1994,73,900
08013,1994,74,845
08013,1994,75,823
08013,1994,76,789
08013,1994,77,764
08013,1994,78,735
08013,1994,79,680
08013,1994,80,611
08013,1994,81,582
08013,1994,82,517
08013,1994,83,455
08013,1994,84,419
08013,1994,85,2337
08013,1995,0,3362
08013,1995,1,3357
08013,1995,2,3327
08013,1995,3,3323
08013,1995,4,3433
08013,1995,5,3353
08013,1995,6,3317
08013,1995,7,3454
08013,1995,8,3372
08013,1995,9,3502
08013,1995,10,3400
08013,1995,11,3302
08013,1995,12,3175
08013,1995,13,3165
08013,1995,14,3191
08013,1995,15,3100
08013,1995,16,3011
08013,1995,17,3122
08013,1995,18,4498
08013,1995,19,5986
08013,1995,20,5956
08013,1995,21,5770
08013,1995,22,5214
08013,1995,23,4459
08013,1995,24,4126
08013,1995,25,4309
08013,1995,26,4274
08013,1995,27,4421
08013,1995,28,4509
08013,1995,29,4812
08013,1995,30,4953
08013,1995,31,4564
08013,1995,32,4593
08013,1995,33,4597
08013,1995,34,4619
08013,1995,35,4785
08013,1995,36,4726
08013,1995,37,4872
08013,1995,38,4675
08013,1995,39,4778
08013,1995,40,4825
08013,1995,41,4610
08013,1995,42,4691
08013,1995,43,4613
08013,1995,44,4021
08013,1995,45,4036
08013,1995,46,3757
08013,1995,47,3870
08013,1995,48,3470
08013,1995,49,3272
08013,1995,50,3246
08013,1995,51,3025
08013,1995,52,2953
08013,1995,53,2824
08013,1995,54,2317
08013,1995,55,2270
08013,1995,56,2084
08013,1995,57,2008
08013,1995,58,1820
08013,1995,59,1750
08013,1995,60,1630
08013,1995,61,1531
08013,1995,62,1494
08013,1995,63,1395
08013,1995,64,1373
08013,1995,65,1341
08013,1995,66,1233
08013,1995,67,1207
08013,1995,68,1189
08013,1995,69,1098
08013,1995,70,1061
08013,1995,71,998
08013,1995,72,985
08013,1995,73,921
08013,1995,74,868
08013,1995,75,843
08013,1995,76,808
08013,1995,77,783
08013,1995,78,754
08013,1995,79,692
08013,1995,80,628
08013,1995,81,600
08013,1995,82,534
08013,1995,83,466
08013,1995,84,435
08013,1995,85,2411
08013,1996,0,3356
08013,1996,1,3364
08013,1996,2,3331
08013,1996,3,3324
08013,1996,4,3429
08013,1996,5,3366
08013,1996,6,3337
08013,1996,7,3495
08013,1996,8,3437
08013,1996,9,3557
08013,1996,10,3482
08013,1996,11,3393
08013,1996,12,3264
08013,1996,13,3267
08013,1996,14,3306
08013,1996,15,3202
08013,1996,16,3106
08013,1996,17,3196
08013,1996,18,4541
08013,1996,19,6022
08013,1996,20,5943
08013,1996,21,5758
08013,1996,22,5281
08013,1996,23,4537
08013,1996,24,4199
08013,1996,25,4378
08013,1996,26,4284
08013,1996,27,4431
08013,1996,28,4544
08013,1996,29,4803
08013,1996,30,4952
08013,1996,31,4516
08013,1996,32,4516
08013,1996,33,4526
08013,1996,34,4526
08013,1996,35,4752
08013,1996,36,4698
08013,1996,37,4858
08013,1996,38,4698
08013,1996,39,4815
08013,1996,40,4896
08013,1996,41,4678
08013,1996,42,4785
08013,1996,43,4700
08013,1996,44,4203
08013,1996,45,4230
08013,1996,46,3921
08013,1996,47,4044
08013,1996,48,3690
08013,1996,49,3457
08013,1996,50,3450
08013,1996,51,3202
08013,1996,52,3145
08013,1996,53,3030
08013,1996,54,2419
08013,1996,55,2363
08013,1996,56,2190
08013,1996,57,2099
08013,1996,58,1880
08013,1996,59,1802
08013,1996,60,1670
08013,1996,61,1565
08013,1996,62,1525
08013,1996,63,1415
08013,1996,64,1398
08013,1996,65,1359
08013,1996,66,1240
08013,1996,67,1222
08013,1996,68,1201
08013,1996,69,1109
08013,1996,70,1083
08013,1996,71,1005
08013,1996,72,1002
08013,1996,73,940
08013,1996,74,889
08013,1996,75,860
08013,1996,76,825
08013,1996,77,801
08013,1996,78,771
08013,1996,79,702
08013,1996,80,642
08013,1996,81,617
08013,1996,82,549
08013,1996,83,474
08013,1996,84,451
08013,1996,85,2480
08013,1997,0,3349
08013,1997,1,3370
08013,1997,2,3332
08013,1997,3,3324
08013,1997,4,3423
08013,1997,5,3378
08013,1997,6,3356
08013,1997,7,3536
08013,1997,8,3503
08013,1997,9,3610
08013,1997,10,3566
08013,1997,11,3486
08013,1997,12,3353
08013,1997,13,3371
08013,1997,14,3425
08013,1997,15,3304
08013,1997,16,3203
08013,1997,17,3271
08013,1997,18,4585
08013,1997,19,6056
08013,1997,20,5928
08013,1997,21,5742
08013,1997,22,5347
08013,1997,23,4617
08013,1997,24,4273
08013,1997,25,4448
08013,1997,26,4293
08013,1997,27,4439
08013,1997,28,4579
08013,1997,29,4790
08013,1997,30,4950
08013,1997,31,4464
08013,1997,32,4436
08013,1997,33,4451
08013,1997,34,4428
08013,1997,35,4716
08013,1997,36,4667
08013,1997,37,4842
08013,1997,38,4722
08013,1997,39,4850
08013,1997,40,4968
08013,1997,41,4747
08013,1997,42,4878
08013,1997,43,4788
08013,1997,44,4389
08013,1997,45,4428
08013,1997,46,4089
08013,1997,47,4222
08013,1997,48,3914
08013,1997,49,3646
08013,1997,50,3660
08013,1997,51,3384
08013,1997,52,3341
08013,1997,53,3241
08013,1997,54,2524
08013,1997,55,2459
08013,1997,56,2300
08013,1997,57,2193
08013,1997,58,1940
08013,1997,59,1855
08013,1997,60,1711
08013,1997,61,1598
08013,1997,62,1557
08013,1997,63,1434
08013,1997,64,1424
08013,1997,65,1377
08013,1997,66,1245
08013,1997,67,1235
08013,1997,68,1213
08013,1997,69,1119
08013,1997,70,1103
08013,1997,71,1011
08013,1997,72,1019
08013,1997,73,960
08013,1997,74,911
08013,1997,75,878
08013,1997,76,842
08013,1997,77,817
08013,1997,78,788
08013,1997,79,713
08013,1997,80,657
08013,1997,81,635
08013,1997,82,564
08013,1997,83,484
08013,1997,84,467
08013,1997,85,2553
08013,1998,0,3386
08013,1998,1,3422
08013,1998,2,3379
08013,1998,3,3368
08013,1998,4,3463
08013,1998,5,3436
08013,1998,6,3420
08013,1998,7,3626
08013,1998,8,3618
08013,1998,9,3715
08013,1998,10,3700
08013,1998,11,3631
08013,1998,12,3493
08013,1998,13,3524
08013,1998,14,3594
08013,1998,15,3456
08013,1998,16,3347
08013,1998,17,3392
08013,1998,18,4691
08013,1998,19,6173
08013,1998,20,5992
08013,1998,21,5802
08013,1998,22,5487
08013,1998,23,4762
08013,1998,24,4407
08013,1998,25,4582
08013,1998,26,4360
08013,1998,27,4508
08013,1998,28,4675
08013,1998,29,4842
08013,1998,30,5013
08013,1998,31,4467
08013,1998,32,4410
08013,1998,33,4432
08013,1998,34,4386
08013,1998,35,4742
08013,1998,36,4696
08013,1998,37,4890
08013,1998,38,4809
08013,1998,39,4953
08013,1998,40,5109
08013,1998,41,4883
08013,1998,42,5041
08013,1998,43,4944
08013,1998,44,4643
08013,1998,45,4695
08013,1998,46,4318
08013,1998,47,4466
08013,1998,48,4203
08013,1998,49,3893
08013,1998,50,3928
08013,1998,51,3619
08013,1998,52,3590
08013,1998,53,3506
08013,1998,54,2666
08013,1998,55,2592
08013,1998,56,2445
08013,1998,57,2321
08013,1998,58,2029
08013,1998,59,1934
08013,1998,60,1777
08013,1998,61,1656
08013,1998,62,1612
08013,1998,63,1473
08013,1998,64,1469
08013,1998,65,1414
08013,1998,66,1268
08013,1998,67,1265
08013,1998,68,1243
08013,1998,69,1145
08013,1998,70,1140
08013,1998,71,1031
08013,1998,72,1050
08013,1998,73,994
08013,1998,74,946
08013,1998,75,908
08013,1998,76,872
08013,1998,77,847
08013,1998,78,818
08013,1998,79,735
08013,1998,80,681
08013,1998,81,662
08013,1998,82,588
08013,1998,83,499
08013,1998,84,491
08013,1998,85,2663
08013,1999,0,3442
08013,1999,1,3493
08013,1999,2,3443
08013,1999,3,3430
08013,1999,4,3520
08013,1999,5,3512
08013,1999,6,3503
08013,1999,7,3739
08013,1999,8,3758
08013,1999,9,3843
08013,1999,10,3860
08013,1999,11,3800
08013,1999,12,3657
08013,1999,13,3703
08013,1999,14,3790
08013,1999,15,3634
08013,1999,16,3515
08013,1999,17,3538
08013,1999,18,4825
08013,1999,19,6325
08013,1999,20,6086
08013,1999,21,5892
08013,1999,22,5662
08013,1999,23,4938
08013,1999,24,4569
08013,1999,25,4743
08013,1999,26,4452
08013,1999,27,4600
08013,1999,28,4799
08013,1999,29,4918
08013,1999,30,5103
08013,1999,31,4492
08013,1999,32,4402
08013,1999,33,4431
08013,1999,34,4359
08013,1999,35,4789
08013,1999,36,4749
08013,1999,37,4962
08013,1999,38,4924
08013,1999,39,5083
08013,1999,40,5283
08013,1999,41,5049
08013,1999,42,5238
08013,1999,43,5132
08013,1999,44,4934
08013,1999,45,5000
08013,1999,46,4584
08013,1999,47,4745
08013,1999,48,4529
08013,1999,49,4174
08013,1999,50,4233
08013,1999,51,3887
08013,1999,52,3873
08013,1999,53,3803
08013,1999,54,2830
08013,1999,55,2745
08013,1999,56,2610
08013,1999,57,2467
08013,1999,58,2133
08013,1999,59,2029
08013,1999,60,1856
08013,1999,61,1723
08013,1999,62,1677
08013,1999,63,1522
08013,1999,64,1524
08013,1999,65,1460
08013,1999,66,1298
08013,1999,67,1304
08013,1999,68,1280
08013,1999,69,1178
08013,1999,70,1185
08013,1999,71,1057
08013,1999,72,1089
08013,1999,73,1034
08013,1999,74,988
08013,1999,75,945
08013,1999,76,907
08013,1999,77,881
08013,1999,78,852
08013,1999,79,760
08013,1999,80,710
08013,1999,81,693
08013,1999,82,616
08013,1999,83,520
08013,1999,84,517
08013,1999,85,2791
08013,2000,0,3427
08013,2000,1,3300
08013,2000,2,3353
08013,2000,3,3274
08013,2000,4,3270
08013,2000,5,3326
08013,2000,6,3319
08013,2000,7,3311
08013,2000,8,3527
08013,2000,9,3591
08013,2000,10,3608
08013,2000,11,3672
08013,2000,12,3612
08013,2000,13,3458
08013,2000,14,3522
08013,2000,15,3583
08013,2000,16,3455
08013,2000,17,3416
08013,2000,18,5112
08013,2000,19,6650
08013,2000,20,6244
08013,2000,21,5615
08013,2000,22,4600
08013,2000,23,4521
08013,2000,24,4550
08013,2000,25,4508
08013,2000,26,4708
08013,2000,27,4393
08013,2000,28,4519
08013,2000,29,4740
08013,2000,30,4778
08013,2000,31,5000
08013,2000,32,4310
08013,2000,33,4158
08013,2000,34,4221
08013,2000,35,4085
08013,2000,36,4474
08013,2000,37,4443
08013,2000,38,4661
08013,2000,39,4672
08013,2000,40,4813
08013,2000,41,4997
08013,2000,42,4768
08013,2000,43,5002
08013,2000,44,4857
08013,2000,45,4821
08013,2000,46,4901
08013,2000,47,4462
08013,2000,48,4641
08013,2000,49,4485
08013,2000,50,4111
08013,2000,51,4160
08013,2000,52,3790
08013,2000,53,3818
08013,2000,54,3739
08013,2000,55,2772
08013,2000,56,2629
08013,2000,57,2560
08013,2000,58,2397
08013,2000,59,2056
08013,2000,60,1947
08013,2000,61,1771
08013,2000,62,1644
08013,2000,63,1559
08013,2000,64,1460
08013,2000,65,1392
08013,2000,66,1213
08013,2000,67,1242
08013,2000,68,1196
08013,2000,69,1084
08013,2000,70,1110
08013,2000,71,995
08013,2000,72,1022
08013,2000,73,962
08013,2000,74,929
08013,2000,75,871
08013,2000,76,881
08013,2000,77,841
08013,2000,78,827
08013,2000,79,728
08013,2000,80,689
08013,2000,81,673
08013,2000,82,603
08013,2000,83,514
08013,2000,84,509
08013,2000,85,2827
08013,2001,0,3504
08013,2001,1,3353
08013,2001,2,3411
08013,2001,3,3347
08013,2001,4,3338
08013,2001,5,3406
08013,2001,6,3403
08013,2001,7,3401
08013,2001,8,3650
08013,2001,9,3706
08013,2001,10,3749
08013,2001,11,3796
08013,2001,12,3755
08013,2001,13,3583
08013,2001,14,3636
08013,2001,15,3690
08013,2001,16,3566
08013,2001,17,3499
08013,2001,18,5176
08013,2001,19,6739
08013,2001,20,6373
08013,2001,21,5738
08013,2001,22,4751
08013,2001,23,4677
08013,2001,24,4672
08013,2001,25,4654
08013,2001,26,4834
08013,2001,27,4511
08013,2001,28,4724
08013,2001,29,5028
08013,2001,30,5158
08013,2001,31,5313
08013,2001,32,4406
08013,2001,33,4204
08013,2001,34,4255
08013,2001,35,4142
08013,2001,36,4551
08013,2001,37,4503
08013,2001,38,4730
08013,2001,39,4761
08013,2001,40,4928
08013,2001,41,5171
08013,2001,42,4902
08013,2001,43,5121
08013,2001,44,4977
08013,2001,45,4931
08013,2001,46,5014
08013,2001,47,4549
08013,2001,48,4732
08013,2001,49,4559
08013,2001,50,4188
08013,2001,51,4245
08013,2001,52,3838
08013,2001,53,3876
08013,2001,54,3804
08013,2001,55,2810
08013,2001,56,2681
08013,2001,57,2590
08013,2001,58,2430
08013,2001,59,2085
08013,2001,60,1971
08013,2001,61,1794
08013,2001,62,1661
08013,2001,63,1583
08013,2001,64,1491
08013,2001,65,1414
08013,2001,66,1286
08013,2001,67,1323
08013,2001,68,1269
08013,2001,69,1136
08013,2001,70,1155
08013,2001,71,1035
08013,2001,72,1059
08013,2001,73,1001
08013,2001,74,956
08013,2001,75,900
08013,2001,76,896
08013,2001,77,859
08013,2001,78,845
08013,2001,79,739
08013,2001,80,702
08013,2001,81,689
08013,2001,82,622
08013,2001,83,523
08013,2001,84,526
08013,2001,85,2951
08013,2002,0,3512
08013,2002,1,3449
08013,2002,2,3308
08013,2002,3,3370
08013,2002,4,3322
08013,2002,5,3306
08013,2002,6,3371
08013,2002,7,3392
08013,2002,8,3416
08013,2002,9,3667
08013,2002,10,3708
08013,2002,11,3755
08013,2002,12,3823
08013,2002,13,3730
08013,2002,14,3578
08013,2002,15,3589
08013,2002,16,3729
08013,2002,17,3597
08013,2002,18,5132
08013,2002,19,7089
08013,2002,20,6716
08013,2002,21,5979
08013,2002,22,4575
08013,2002,23,3576
08013,2002,24,4207
08013,2002,25,4626
08013,2002,26,4549
08013,2002,27,4819
08013,2002,28,4605
08013,2002,29,4863
08013,2002,30,5246
08013,2002,31,5192
08013,2002,32,4990
08013,2002,33,4223
08013,2002,34,4119
08013,2002,35,4195
08013,2002,36,4022
08013,2002,37,4449
08013,2002,38,4407
08013,2002,39,4709
08013,2002,40,4731
08013,2002,41,4948
08013,2002,42,5108
08013,2002,43,4879
08013,2002,44,5051
08013,2002,45,4972
08013,2002,46,4903
08013,2002,47,4923
08013,2002,48,4517
08013,2002,49,4647
08013,2002,50,4508
08013,2002,51,4122
08013,2002,52,4117
08013,2002,53,3813
08013,2002,54,3795
08013,2002,55,3774
08013,2002,56,2733
08013,2002,57,2647
08013,2002,58,2533
08013,2002,59,2388
08013,2002,60,2039
08013,2002,61,1928
08013,2002,62,1751
08013,2002,63,1597
08013,2002,64,1518
08013,2002,65,1435
08013,2002,66,1349
08013,2002,67,1394
08013,2002,68,1334
08013,2002,69,1182
08013,2002,70,1196
08013,2002,71,1072
08013,2002,72,1093
08013,2002,73,1036
08013,2002,74,979
08013,2002,75,927
08013,2002,76,910
08013,2002,77,876
08013,2002,78,862
08013,2002,79,752
08013,2002,80,715
08013,2002,81,703
08013,2002,82,638
08013,2002,83,532
08013,2002,84,541
08013,2002,85,3060
08013,2003,0,3563
08013,2003,1,3413
08013,2003,2,3368
08013,2003,3,3242
08013,2003,4,3306
08013,2003,5,3262
08013,2003,6,3237
08013,2003,7,3332
08013,2003,8,3389
08013,2003,9,3387
08013,2003,10,3649
08013,2003,11,3660
08013,2003,12,3759
08013,2003,13,3752
08013,2003,14,3677
08013,2003,15,3491
08013,2003,16,3598
08013,2003,17,3698
08013,2003,18,5116
08013,2003,19,6960
08013,2003,20,7041
08013,2003,21,6265
08013,2003,22,4815
08013,2003,23,3365
08013,2003,24,3067
08013,2003,25,4128
08013,2003,26,4447
08013,2003,27,4482
08013,2003,28,4940
08013,2003,29,4741
08013,2003,30,5090
08013,2003,31,5154
08013,2003,32,4672
08013,2003,33,4692
08013,2003,34,4083
08013,2003,35,4031
08013,2003,36,4038
08013,2003,37,3871
08013,2003,38,4310
08013,2003,39,4355
08013,2003,40,4645
08013,2003,41,4742
08013,2003,42,4814
08013,2003,43,5016
08013,2003,44,4768
08013,2003,45,4986
08013,2003,46,4895
08013,2003,47,4749
08013,2003,48,4839
08013,2003,49,4384
08013,2003,50,4559
08013,2003,51,4400
08013,2003,52,3935
08013,2003,53,4057
08013,2003,54,3703
08013,2003,55,3721
08013,2003,56,3650
08013,2003,57,2653
08013,2003,58,2568
08013,2003,59,2464
08013,2003,60,2310
08013,2003,61,1973
08013,2003,62,1860
08013,2003,63,1673
08013,2003,64,1552
08013,2003,65,1463
08013,2003,66,1421
08013,2003,67,1475
08013,2003,68,1406
08013,2003,69,1234
08013,2003,70,1243
08013,2003,71,1113
08013,2003,72,1131
08013,2003,73,1076
08013,2003,74,1007
08013,2003,75,956
08013,2003,76,928
08013,2003,77,896
08013,2003,78,882
08013,2003,79,766
08013,2003,80,730
08013,2003,81,719
08013,2003,82,657
08013,2003,83,543
08013,2003,84,559
08013,2003,85,3186
08013,2004,0,3562
08013,2004,1,3490
08013,2004,2,3369
08013,2004,3,3346
08013,2004,4,3208
08013,2004,5,3286
08013,2004,6,3224
08013,2004,7,3235
08013,2004,8,3379
08013,2004,9,3383
08013,2004,10,3418
08013,2004,11,3619
08013,2004,12,3712
08013,2004,13,3710
08013,2004,14,3718
08013,2004,15,3610
08013,2004,16,3535
08013,2004,17,3580
08013,2004,18,5194
08013,2004,19,6980
08013,2004,20,7020
08013,2004,21,6660
08013,2004,22,5209
08013,2004,23,3634
08013,2004,24,2873
08013,2004,25,3025
08013,2004,26,3985
08013,2004,27,4425
08013,2004,28,4701
08013,2004,29,5199
08013,2004,30,5071
08013,2004,31,4977
08013,2004,32,4534
08013,2004,33,4389
08013,2004,34,4564
08013,2004,35,4054
08013,2004,36,3925
08013,2004,37,3911
08013,2004,38,3788
08013,2004,39,4313
08013,2004,40,4353
08013,2004,41,4738
08013,2004,42,4630
08013,2004,43,4753
08013,2004,44,4949
08013,2004,45,4738
08013,2004,46,4955
08013,2004,47,4771
08013,2004,48,4710
08013,2004,49,4723
08013,2004,50,4345
08013,2004,51,4493
08013,2004,52,4211
08013,2004,53,3919
08013,2004,54,3979
08013,2004,55,3650
08013,2004,56,3646
08013,2004,57,3549
08013,2004,58,2604
08013,2004,59,2520
08013,2004,60,2400
08013,2004,61,2253
08013,2004,62,1915
08013,2004,63,1799
08013,2004,64,1591
08013,2004,65,1495
08013,2004,66,1500
08013,2004,67,1562
08013,2004,68,1488
08013,2004,69,1292
08013,2004,70,1294
08013,2004,71,1159
08013,2004,72,1173
08013,2004,73,1121
08013,2004,74,1038
08013,2004,75,990
08013,2004,76,948
08013,2004,77,919
08013,2004,78,904
08013,2004,79,784
08013,2004,80,746
08013,2004,81,739
08013,2004,82,679
08013,2004,83,555
08013,2004,84,579
