county_fips,age_group,age_lo,age_hi,ssp,year,pop
06059,0-4,0,4,1,2020,205701.713135
06083,0-4,0,4,1,2020,30168.0593872
42003,0-4,0,4,1,2020,68238.1390381
37063,0-4,0,4,1,2020,23378.8675537
48041,0-4,0,4,1,2020,18814.1826782
41039,0-4,0,4,1,2020,21399.1079407
06085,0-4,0,4,1,2020,120829.440552
55025,0-4,0,4,1,2020,37951.3129883
36067,0-4,0,4,1,2020,24509.6296387
08069,0-4,0,4,1,2020,22588.2931213
49049,0-4,0,4,1,2020,57910.8398743
26161,0-4,0,4,1,2020,24464.6300659
17031,0-4,0,4,1,2020,358483.060547
25017,0-4,0,4,1,2020,86181.0107422
08013,0-4,0,4,1,2020,21355.5337067
01089,0-4,0,4,1,2020,22619.3633423
12001,0-4,0,4,1,2020,17858.8452759
08014,0-4,0,4,1,2020,4638.64778137
18105,0-4,0,4,1,2020,10026.3501892
19103,0-4,0,4,1,2020,12905.3378296
09009,0-4,0,4,1,2020,46365.8070068
06037,0-4,0,4,1,2020,722453.021484
06001,0-4,0,4,1,2020,110445.322266
22033,0-4,0,4,1,2020,33941.2427979
04013,0-4,0,4,1,2020,310828.911133
37135,0-4,0,4,1,2020,9222.10540771
27109,0-4,0,4,1,2020,10498.041687
06059,5-9,5,9,1,2020,197193.723877
06083,5-9,5,9,1,2020,29956.5347595
42003,5-9,5,9,1,2020,65566.5657959
37063,5-9,5,9,1,2020,19640.7634277
48041,5-9,5,9,1,2020,13698.5053406
41039,5-9,5,9,1,2020,19018.5052948
06085,5-9,5,9,1,2020,121906.23291
55025,5-9,5,9,1,2020,31994.3787842
36067,5-9,5,9,1,2020,27666.7207031
08069,5-9,5,9,1,2020,20137.5497589
49049,5-9,5,9,1,2020,56859.897171
26161,5-9,5,9,1,2020,18541.1217651
17031,5-9,5,9,1,2020,317965.624023
25017,5-9,5,9,1,2020,90502.5078125
08013,5-9,5,9,1,2020,17258.1306229
01089,5-9,5,9,1,2020,21916.4841614
12001,5-9,5,9,1,2020,14499.0699158
08014,5-9,5,9,1,2020,4374.35984802
18105,5-9,5,9,1,2020,6210.1033783
19103,5-9,5,9,1,2020,9186.63461304
09009,5-9,5,9,1,2020,46001.1762695
06037,5-9,5,9,1,2020,627140.970703
06001,5-9,5,9,1,2020,101329.401367
22033,5-9,5,9,1,2020,27975.6861877
04013,5-9,5,9,1,2020,293501.660156
37135,5-9,5,9,1,2020,7972.85916138
27109,5-9,5,9,1,2020,10787.2996216
06059,10-14,10,14,1,2020,215201.529785
06083,10-14,10,14,1,2020,29797.9968262
42003,10-14,10,14,1,2020,68213.0946045
37063,10-14,10,14,1,2020,20288.9133301
48041,10-14,10,14,1,2020,13851.196991
41039,10-14,10,14,1,2020,20875.1943359
06085,10-14,10,14,1,2020,133044.996338
55025,10-14,10,14,1,2020,33715.8330078
36067,10-14,10,14,1,2020,29836.4777832
08069,10-14,10,14,1,2020,21997.7103729
49049,10-14,10,14,1,2020,63327.4462585
26161,10-14,10,14,1,2020,20262.9017334
17031,10-14,10,14,1,2020,339710.171875
25017,10-14,10,14,1,2020,97218.4123535
08013,10-14,10,14,1,2020,20250.3130035
01089,10-14,10,14,1,2020,24098.2663574
12001,10-14,10,14,1,2020,14209.7530518
08014,10-14,10,14,1,2020,5149.53173447
18105,10-14,10,14,1,2020,6741.00312805
19103,10-14,10,14,1,2020,9186.97027588
09009,10-14,10,14,1,2020,52118.7867432
06037,10-14,10,14,1,2020,654968.644531
06001,10-14,10,14,1,2020,106180.354004
22033,10-14,10,14,1,2020,29035.2944946
04013,10-14,10,14,1,2020,319975.394531
37135,10-14,10,14,1,2020,9353.41033936
27109,10-14,10,14,1,2020,11407.2162781
06059,15-19,15,19,1,2020,198859.535156
06083,15-19,15,19,1,2020,40194.7003174
42003,15-19,15,19,1,2020,74926.0981445
37063,15-19,15,19,1,2020,23254.4761353
48041,15-19,15,19,1,2020,28377.5730591
41039,15-19,15,19,1,2020,25127.622406
06085,15-19,15,19,1,2020,119466.560547
55025,15-19,15,19,1,2020,38913.9549561
36067,15-19,15,19,1,2020,35659.3724365
08069,15-19,15,19,1,2020,28220.6186218
49049,15-19,15,19,1,2020,63345.0240479
26161,15-19,15,19,1,2020,38780.7987061
17031,15-19,15,19,1,2020,302961.958984
25017,15-19,15,19,1,2020,111227.157715
08013,15-19,15,19,1,2020,30552.5614471
01089,15-19,15,19,1,2020,24087.8196106
12001,15-19,15,19,1,2020,25560.7407227
08014,15-19,15,19,1,2020,4284.57492447
18105,15-19,15,19,1,2020,21792.2527771
19103,15-19,15,19,1,2020,16557.0737305
09009,15-19,15,19,1,2020,59620.545166
06037,15-19,15,19,1,2020,608425.820313
06001,15-19,15,19,1,2020,99628.6723633
22033,15-19,15,19,1,2020,31803.6382141
04013,15-19,15,19,1,2020,289153.141602
37135,15-19,15,19,1,2020,17786.0862427
27109,15-19,15,19,1,2020,8984.95266724
06059,20-24,20,24,1,2020,186873.030151
06083,20-24,20,24,1,2020,42541.5273438
42003,20-24,20,24,1,2020,64267.3059692
37063,20-24,20,24,1,2020,19520.4802856
48041,20-24,20,24,1,2020,37495.7088623
41039,20-24,20,24,1,2020,29418.9906616
06085,20-24,20,24,1,2020,111590.452637
55025,20-24,20,24,1,2020,49850.1877441
36067,20-24,20,24,1,2020,29289.1424561
08069,20-24,20,24,1,2020,32476.9580383
49049,20-24,20,24,1,2020,69515.6540222
26161,20-24,20,24,1,2020,40425.805542
17031,20-24,20,24,1,2020,295365.462891
25017,20-24,20,24,1,2020,105525.332031
08013,20-24,20,24,1,2020,29199.1022339
01089,20-24,20,24,1,2020,21494.3370361
12001,20-24,20,24,1,2020,35152.5743408
08014,20-24,20,24,1,2020,3910.34943008
18105,20-24,20,24,1,2020,23575.0665894
19103,20-24,20,24,1,2020,20161.2762146
09009,20-24,20,24,1,2020,54437.0770264
06037,20-24,20,24,1,2020,617520.414063
06001,20-24,20,24,1,2020,89817.6601563
22033,20-24,20,24,1,2020,42121.4429932
04013,20-24,20,24,1,2020,266758.199219
37135,20-24,20,24,1,2020,15124.3668213
27109,20-24,20,24,1,2020,7962.42625427
06059,25-29,25,29,1,2020,243254.315918
06083,25-29,25,29,1,2020,36428.6208801
42003,25-29,25,29,1,2020,85357.5664673
37063,25-29,25,29,1,2020,24005.6011353
48041,25-29,25,29,1,2020,17963.5197754
41039,25-29,25,29,1,2020,27722.3328857
06085,25-29,25,29,1,2020,155861.689697
55025,25-29,25,29,1,2020,48119.6166992
36067,25-29,25,29,1,2020,26769.0907288
08069,25-29,25,29,1,2020,32226.0469971
49049,25-29,25,29,1,2020,54141.7008972
26161,25-29,25,29,1,2020,31298.1040039
17031,25-29,25,29,1,2020,422110.972656
25017,25-29,25,29,1,2020,118744.437012
08013,25-29,25,29,1,2020,27258.7087402
01089,25-29,25,29,1,2020,24082.0119019
12001,25-29,25,29,1,2020,21143.1427612
08014,25-29,25,29,1,2020,5709.06061935
18105,25-29,25,29,1,2020,6794.33628845
19103,25-29,25,29,1,2020,12502.4544983
09009,25-29,25,29,1,2020,53436.9085693
06037,25-29,25,29,1,2020,839412.96875
06001,25-29,25,29,1,2020,132672.107422
22033,25-29,25,29,1,2020,36927.5346069
04013,25-29,25,29,1,2020,328466.000977
37135,25-29,25,29,1,2020,7215.86412048
27109,25-29,25,29,1,2020,11302.7351685
06059,30-34,30,34,1,2020,243605.005859
06083,30-34,30,34,1,2020,28526.9615173
42003,30-34,30,34,1,2020,105499.97229
37063,30-34,30,34,1,2020,29872.2199097
48041,30-34,30,34,1,2020,17279.1619263
41039,30-34,30,34,1,2020,23007.8544159
06085,30-34,30,34,1,2020,173033.368164
55025,30-34,30,34,1,2020,40690.7302246
36067,30-34,30,34,1,2020,33031.9312744
08069,30-34,30,34,1,2020,25734.7286835
49049,30-34,30,34,1,2020,34927.8539734
26161,30-34,30,34,1,2020,25229.3132324
17031,30-34,30,34,1,2020,437527.365234
25017,30-34,30,34,1,2020,131148.371582
08013,30-34,30,34,1,2020,24003.6125488
01089,30-34,30,34,1,2020,26507.8693542
12001,30-34,30,34,1,2020,18997.8200684
08014,30-34,30,34,1,2020,6034.52785873
18105,30-34,30,34,1,2020,10292.9713898
19103,30-34,30,34,1,2020,10854.6092224
09009,30-34,30,34,1,2020,59528.0025635
06037,30-34,30,34,1,2020,873537.335938
06001,30-34,30,34,1,2020,163161.393555
22033,30-34,30,34,1,2020,29519.81604
04013,30-34,30,34,1,2020,337060.620117
37135,30-34,30,34,1,2020,8508.8170166
27109,30-34,30,34,1,2020,11425.3830261
06059,35-39,35,39,1,2020,238589.392578
06083,35-39,35,39,1,2020,29773.1035156
42003,35-39,35,39,1,2020,92804.1713867
37063,35-39,35,39,1,2020,27452.838501
48041,35-39,35,39,1,2020,15908.2706909
41039,35-39,35,39,1,2020,24367.9791565
06085,35-39,35,39,1,2020,168761.269287
55025,35-39,35,39,1,2020,43327.6760254
36067,35-39,35,39,1,2020,31616.8966675
08069,35-39,35,39,1,2020,25280.3103485
49049,35-39,35,39,1,2020,42706.5406494
26161,35-39,35,39,1,2020,24144.4064331
17031,35-39,35,39,1,2020,415566.621094
25017,35-39,35,39,1,2020,128562.113281
08013,35-39,35,39,1,2020,22279.2850647
01089,35-39,35,39,1,2020,25946.1485596
12001,35-39,35,39,1,2020,17545.2957153
08014,35-39,35,39,1,2020,5882.90244484
18105,35-39,35,39,1,2020,8946.29060364
19103,35-39,35,39,1,2020,11282.9563599
09009,35-39,35,39,1,2020,58507.8605957
06037,35-39,35,39,1,2020,802348.589844
06001,35-39,35,39,1,2020,155238.887695
22033,35-39,35,39,1,2020,32902.7340698
04013,35-39,35,39,1,2020,324679.564453
37135,35-39,35,39,1,2020,8696.41976929
27109,35-39,35,39,1,2020,12395.651947
06059,40-44,40,44,1,2020,210678.39978
06083,40-44,40,44,1,2020,25461.5198364
42003,40-44,40,44,1,2020,72140.8859253
37063,40-44,40,44,1,2020,23299.546875
48041,40-44,40,44,1,2020,12645.9518738
41039,40-44,40,44,1,2020,22344.3155212
06085,40-44,40,44,1,2020,143077.018555
55025,40-44,40,44,1,2020,35632.7052612
36067,40-44,40,44,1,2020,26544.3880005
08069,40-44,40,44,1,2020,22164.1758194
49049,40-44,40,44,1,2020,40250.6568756
26161,40-44,40,44,1,2020,20325.5268555
17031,40-44,40,44,1,2020,353240.777344
25017,40-44,40,44,1,2020,107915.962158
08013,40-44,40,44,1,2020,21134.4559326
01089,40-44,40,44,1,2020,22255.4440002
12001,40-44,40,44,1,2020,14323.1051636
08014,40-44,40,44,1,2020,5457.06500626
18105,40-44,40,44,1,2020,7664.7567749
19103,40-44,40,44,1,2020,9421.61700439
09009,40-44,40,44,1,2020,50611.1904297
06037,40-44,40,44,1,2020,697708.441406
06001,40-44,40,44,1,2020,129364.84375
22033,40-44,40,44,1,2020,26431.7993164
04013,40-44,40,44,1,2020,289658.143555
37135,40-44,40,44,1,2020,8617.94247437
27109,40-44,40,44,1,2020,10185.8822632
06059,45-49,45,49,1,2020,225783.136597
06083,45-49,45,49,1,2020,24514.4861908
42003,45-49,45,49,1,2020,69221.4501343
37063,45-49,45,49,1,2020,21887.972229
48041,45-49,45,49,1,2020,11341.48349
41039,45-49,45,49,1,2020,20829.5576324
06085,45-49,45,49,1,2020,143994.426514
55025,45-49,45,49,1,2020,31777.7141724
36067,45-49,45,49,1,2020,26500.904541
08069,45-49,45,49,1,2020,20683.2700882
49049,45-49,45,49,1,2020,31720.9781647
26161,45-49,45,49,1,2020,20364.2577515
17031,45-49,45,49,1,2020,339754.485352
25017,45-49,45,49,1,2020,105818.92627
08013,45-49,45,49,1,2020,21634.9859467
01089,45-49,45,49,1,2020,22911.1878052
12001,45-49,45,49,1,2020,13572.5001831
08014,45-49,45,49,1,2020,5439.16379738
18105,45-49,45,49,1,2020,7104.1572876
19103,45-49,45,49,1,2020,8038.98672485
09009,45-49,45,49,1,2020,51857.7265625
06037,45-49,45,49,1,2020,701255.785156
06001,45-49,45,49,1,2020,122755.388184
22033,45-49,45,49,1,2020,24255.098938
04013,45-49,45,49,1,2020,291061.295898
37135,45-49,45,49,1,2020,9239.2467041
27109,45-49,45,49,1,2020,9047.41085815
06059,50-54,50,54,1,2020,227764.886841
06083,50-54,50,54,1,2020,23624.2759247
42003,50-54,50,54,1,2020,72945.8615112
37063,50-54,50,54,1,2020,19604.507843
48041,50-54,50,54,1,2020,10347.5467529
41039,50-54,50,54,1,2020,20301.6780624
06085,50-54,50,54,1,2020,134040.648315
55025,50-54,50,54,1,2020,30850.3173218
36067,50-54,50,54,1,2020,29939.6940308
08069,50-54,50,54,1,2020,18548.1519241
49049,50-54,50,54,1,2020,24859.3200684
26161,50-54,50,54,1,2020,20990.4258728
17031,50-54,50,54,1,2020,323499.378906
25017,50-54,50,54,1,2020,108443.217529
08013,50-54,50,54,1,2020,20743.3117599
01089,50-54,50,54,1,2020,24686.3092957
12001,50-54,50,54,1,2020,12642.1243591
08014,50-54,50,54,1,2020,4787.82041359
18105,50-54,50,54,1,2020,6987.59482574
19103,50-54,50,54,1,2020,7445.63433838
09009,50-54,50,54,1,2020,57689.8278809
06037,50-54,50,54,1,2020,680905.851563
06001,50-54,50,54,1,2020,113033.194824
22033,50-54,50,54,1,2020,23351.5264282
04013,50-54,50,54,1,2020,275741.226074
37135,50-54,50,54,1,2020,9229.05657959
27109,50-54,50,54,1,2020,8699.98771667
06059,55-59,55,59,1,2020,229811.102539
06083,55-59,55,59,1,2020,25996.4663239
42003,55-59,55,59,1,2020,84134.8749695
37063,55-59,55,59,1,2020,20417.4851685
48041,55-59,55,59,1,2020,10326.2813416
41039,55-59,55,59,1,2020,22922.7914429
06085,55-59,55,59,1,2020,134088.034668
55025,55-59,55,59,1,2020,33310.0321655
36067,55-59,55,59,1,2020,34664.6126404
08069,55-59,55,59,1,2020,21260.8329773
49049,55-59,55,59,1,2020,22404.694622
26161,55-59,55,59,1,2020,21871.2515564
17031,55-59,55,59,1,2020,335423.988281
25017,55-59,55,59,1,2020,117144.925537
08013,55-59,55,59,1,2020,21381.3143845
01089,55-59,55,59,1,2020,29634.0438232
12001,55-59,55,59,1,2020,14182.9294434
08014,55-59,55,59,1,2020,4555.09457207
18105,55-59,55,59,1,2020,7673.11538696
19103,55-59,55,59,1,2020,7551.44044495
09009,55-59,55,59,1,2020,63447.9954834
06037,55-59,55,59,1,2020,676435.457031
06001,55-59,55,59,1,2020,114475.914551
22033,55-59,55,59,1,2020,26367.4196167
04013,55-59,55,59,1,2020,281711.960449
37135,55-59,55,59,1,2020,9346.81808472
27109,55-59,55,59,1,2020,10572.4416962
06059,60-64,60,64,1,2020,203375.7229
06083,60-64,60,64,1,2020,25368.3182373
42003,60-64,60,64,1,2020,89587.7438354
37063,60-64,60,64,1,2020,19092.0849304
48041,60-64,60,64,1,2020,9846.7341156
41039,60-64,60,64,1,2020,24280.938118
06085,60-64,60,64,1,2020,115604.424316
55025,60-64,60,64,1,2020,31018.2808533
36067,60-64,60,64,1,2020,32386.9556274
08069,60-64,60,64,1,2020,22524.4196205
49049,60-64,60,64,1,2020,20288.6497688
26161,60-64,60,64,1,2020,20441.8307343
17031,60-64,60,64,1,2020,320609.740234
25017,60-64,60,64,1,2020,103743.281982
08013,60-64,60,64,1,2020,20612.1340256
01089,60-64,60,64,1,2020,25362.8898315
12001,60-64,60,64,1,2020,14309.9771118
08014,60-64,60,64,1,2020,4312.89773369
18105,60-64,60,64,1,2020,7809.48394012
19103,60-64,60,64,1,2020,7429.73571014
09009,60-64,60,64,1,2020,59635.7819214
06037,60-64,60,64,1,2020,604689.591797
06001,60-64,60,64,1,2020,103200.56543
22033,60-64,60,64,1,2020,25999.6541748
04013,60-64,60,64,1,2020,259170.177734
37135,60-64,60,64,1,2020,8834.63494873
27109,60-64,60,64,1,2020,10376.657547
06059,65-69,65,69,1,2020,160011.330322
06083,65-69,65,69,1,2020,22066.1351166
42003,65-69,65,69,1,2020,77218.1781921
37063,65-69,65,69,1,2020,15913.8366699
48041,65-69,65,69,1,2020,7703.22918701
41039,65-69,65,69,1,2020,25090.6536789
06085,65-69,65,69,1,2020,89238.3613281
55025,65-69,65,69,1,2020,28017.3074951
36067,65-69,65,69,1,2020,26650.4373322
08069,65-69,65,69,1,2020,20754.6297455
49049,65-69,65,69,1,2020,16908.943264
26161,65-69,65,69,1,2020,18103.8223572
17031,65-69,65,69,1,2020,257037.938477
25017,65-69,65,69,1,2020,82502.9049072
08013,65-69,65,69,1,2020,17830.7224846
01089,65-69,65,69,1,2020,18980.4768677
12001,65-69,65,69,1,2020,13381.0561523
08014,65-69,65,69,1,2020,3726.28466034
18105,65-69,65,69,1,2020,6860.11230087
19103,65-69,65,69,1,2020,6818.01217651
09009,65-69,65,69,1,2020,47514.8519897
06037,65-69,65,69,1,2020,483280.919922
06001,65-69,65,69,1,2020,83524.3349609
22033,65-69,65,69,1,2020,22851.52034
04013,65-69,65,69,1,2020,219960.732422
37135,65-69,65,69,1,2020,7635.84024048
27109,65-69,65,69,1,2020,8066.5042572
06059,70-74,70,74,1,2020,130139.26825
06083,70-74,70,74,1,2020,18224.5816193
42003,70-74,70,74,1,2020,60211.7132111
37063,70-74,70,74,1,2020,11850.7552338
48041,70-74,70,74,1,2020,5708.89572144
41039,70-74,70,74,1,2020,21383.6251373
06085,70-74,70,74,1,2020,70325.2640381
55025,70-74,70,74,1,2020,21822.0376587
36067,70-74,70,74,1,2020,20692.1370239
08069,70-74,70,74,1,2020,16640.861824
49049,70-74,70,74,1,2020,13460.2563744
26161,70-74,70,74,1,2020,14885.0537796
17031,70-74,70,74,1,2020,197236.311035
25017,70-74,70,74,1,2020,66042.0152588
08013,70-74,70,74,1,2020,14098.555439
01089,70-74,70,74,1,2020,14940.7154465
12001,70-74,70,74,1,2020,10909.3146515
08014,70-74,70,74,1,2020,2932.53360176
18105,70-74,70,74,1,2020,5272.76130867
19103,70-74,70,74,1,2020,5159.41503143
09009,70-74,70,74,1,2020,38180.8630371
06037,70-74,70,74,1,2020,377541.926758
06001,70-74,70,74,1,2020,65524.0498047
22033,70-74,70,74,1,2020,18177.9594116
04013,70-74,70,74,1,2020,191553.443604
37135,70-74,70,74,1,2020,5543.88725281
27109,70-74,70,74,1,2020,6042.63796997
06059,75-79,75,79,1,2020,91044.9047241
06083,75-79,75,79,1,2020,12521.0126038
42003,75-79,75,79,1,2020,39441.896759
37063,75-79,75,79,1,2020,7212.96379852
48041,75-79,75,79,1,2020,3984.48723602
41039,75-79,75,79,1,2020,13786.3693485
06085,75-79,75,79,1,2020,49433.4959106
55025,75-79,75,79,1,2020,13345.322876
36067,75-79,75,79,1,2020,14037.6501541
08069,75-79,75,79,1,2020,10637.5012379
49049,75-79,75,79,1,2020,9406.33055925
26161,75-79,75,79,1,2020,9665.51388168
17031,75-79,75,79,1,2020,128838.003418
25017,75-79,75,79,1,2020,43783.996521
08013,75-79,75,79,1,2020,8772.6665554
01089,75-79,75,79,1,2020,10289.3120346
12001,75-79,75,79,1,2020,7048.1423645
08014,75-79,75,79,1,2020,1851.48089647
18105,75-79,75,79,1,2020,3375.83979416
19103,75-79,75,79,1,2020,3039.7671299
09009,75-79,75,79,1,2020,26387.7023315
06037,75-79,75,79,1,2020,254566.40918
06001,75-79,75,79,1,2020,41355.3824463
22033,75-79,75,79,1,2020,11442.9880371
04013,75-79,75,79,1,2020,134242.50061
37135,75-79,75,79,1,2020,3413.94210052
27109,75-79,75,79,1,2020,4620.80385971
06059,80-84,80,84,1,2020,60457.7910156
06083,80-84,80,84,1,2020,8730.57371521
42003,80-84,80,84,1,2020,26874.4328308
37063,80-84,80,84,1,2020,4356.80138779
48041,80-84,80,84,1,2020,2555.40502739
41039,80-84,80,84,1,2020,8434.42756748
06085,80-84,80,84,1,2020,33758.0914917
55025,80-84,80,84,1,2020,8049.4746933
36067,80-84,80,84,1,2020,9201.64334869
08069,80-84,80,84,1,2020,6312.19751263
49049,80-84,80,84,1,2020,5863.92148066
26161,80-84,80,84,1,2020,5583.51463318
17031,80-84,80,84,1,2020,84831.1015625
25017,80-84,80,84,1,2020,28521.2454224
08013,80-84,80,84,1,2020,5488.87567711
01089,80-84,80,84,1,2020,7258.06361389
12001,80-84,80,84,1,2020,4217.57683563
08014,80-84,80,84,1,2020,1170.59069467
18105,80-84,80,84,1,2020,2108.17759037
19103,80-84,80,84,1,2020,1900.58722448
09009,80-84,80,84,1,2020,16827.9769897
06037,80-84,80,84,1,2020,172004.164063
06001,80-84,80,84,1,2020,26424.7282715
22033,80-84,80,84,1,2020,7107.25601959
04013,80-84,80,84,1,2020,85423.3765259
37135,80-84,80,84,1,2020,1881.42207527
27109,80-84,80,84,1,2020,3397.24028683
06059,85+,85,999,1,2020,71736.1659851
06083,85+,85,999,1,2020,11628.4889145
42003,85+,85,999,1,2020,30559.6001282
37063,85+,85,999,1,2020,5343.26722717
48041,85+,85,999,1,2020,3031.60033417
41039,85+,85,999,1,2020,8379.49548817
06085,85+,85,999,1,2020,41072.4442139
55025,85+,85,999,1,2020,10279.5131836
36067,85+,85,999,1,2020,12381.4176559
08069,85+,85,999,1,2020,6890.89404678
49049,85+,85,999,1,2020,6099.84631419
26161,85+,85,999,1,2020,6905.33642197
17031,85+,85,999,1,2020,101699.696777
25017,85+,85,999,1,2020,35926.2079163
08013,85+,85,999,1,2020,6595.14209747
01089,85+,85,999,1,2020,7724.77201271
12001,85+,85,999,1,2020,5176.25584412
08014,85+,85,999,1,2020,1448.38203478
18105,85+,85,999,1,2020,2588.892766
19103,85+,85,999,1,2020,2642.3564291
09009,85+,85,999,1,2020,22717.3096008
06037,85+,85,999,1,2020,210362.861816
06001,85+,85,999,1,2020,33140.5029297
22033,85+,85,999,1,2020,7382.78913498
04013,85+,85,999,1,2020,93192.5074463
37135,85+,85,999,1,2020,2156.90376186
27109,85+,85,999,1,2020,4031.248559
06059,0-4,0,4,1,2025,203740.921143
06083,0-4,0,4,1,2025,31284.1627197
42003,0-4,0,4,1,2025,68367.0126953
37063,0-4,0,4,1,2025,24580.0882568
48041,0-4,0,4,1,2025,20092.2332153
41039,0-4,0,4,1,2025,21900.0242615
06085,0-4,0,4,1,2025,123061.906616
55025,0-4,0,4,1,2025,39997.0898438
36067,0-4,0,4,1,2025,24096.7893677
08069,0-4,0,4,1,2025,24742.3779602
49049,0-4,0,4,1,2025,62956.5805664
26161,0-4,0,4,1,2025,25126.0350342
17031,0-4,0,4,1,2025,347562.608398
25017,0-4,0,4,1,2025,89672.7915039
08013,0-4,0,4,1,2025,22593.4644318
01089,0-4,0,4,1,2025,22986.3884583
12001,0-4,0,4,1,2025,18369.1372681
08014,0-4,0,4,1,2025,5106.51426697
18105,0-4,0,4,1,2025,10200.0019226
19103,0-4,0,4,1,2025,14165.0876465
09009,0-4,0,4,1,2025,45687.3612061
06037,0-4,0,4,1,2025,707259.822266
06001,0-4,0,4,1,2025,115192.652832
22033,0-4,0,4,1,2025,33784.2463989
04013,0-4,0,4,1,2025,326588.613281
37135,0-4,0,4,1,2025,9420.26293945
27109,0-4,0,4,1,2025,10889.5801697
06059,5-9,5,9,1,2025,210344.261475
06083,5-9,5,9,1,2025,30709.706604
42003,5-9,5,9,1,2025,67614.6922607
37063,5-9,5,9,1,2025,22091.7091064
48041,5-9,5,9,1,2025,18801.9891968
41039,5-9,5,9,1,2025,21807.1473999
06085,5-9,5,9,1,2025,120616.74585
55025,5-9,5,9,1,2025,38489.2803955
36067,5-9,5,9,1,2025,25052.3121338
08069,5-9,5,9,1,2025,24512.3377991
49049,5-9,5,9,1,2025,56763.2825012
26161,5-9,5,9,1,2025,24248.5614624
17031,5-9,5,9,1,2025,338610.40918
25017,5-9,5,9,1,2025,87688.340332
08013,5-9,5,9,1,2025,22981.9622803
01089,5-9,5,9,1,2025,23437.1679993
12001,5-9,5,9,1,2025,17824.5767822
08014,5-9,5,9,1,2025,5202.08705902
18105,5-9,5,9,1,2025,9728.05239868
19103,5-9,5,9,1,2025,13065.4853516
09009,5-9,5,9,1,2025,46400.4152832
06037,5-9,5,9,1,2025,702970.515625
06001,5-9,5,9,1,2025,112128.686035
22033,5-9,5,9,1,2025,31938.3189697
04013,5-9,5,9,1,2025,322902.740234
37135,5-9,5,9,1,2025,10436.1159058
27109,5-9,5,9,1,2025,10357.1566772
06059,10-14,10,14,1,2025,200580.970215
06083,10-14,10,14,1,2025,29611.7434998
42003,10-14,10,14,1,2025,65691.7681885
37063,10-14,10,14,1,2025,19778.981781
48041,10-14,10,14,1,2025,14061.7102966
41039,10-14,10,14,1,2025,19689.4062195
06085,10-14,10,14,1,2025,120784.355835
55025,10-14,10,14,1,2025,32589.0963135
36067,10-14,10,14,1,2025,27628.2506104
08069,10-14,10,14,1,2025,21384.3829041
49049,10-14,10,14,1,2025,58118.8521881
26161,10-14,10,14,1,2025,18542.0581055
17031,10-14,10,14,1,2025,308158.632813
25017,10-14,10,14,1,2025,93199.1984863
08013,10-14,10,14,1,2025,18244.3746948
01089,10-14,10,14,1,2025,22752.7756653
12001,10-14,10,14,1,2025,14679.2251587
08014,10-14,10,14,1,2025,4692.1787262
18105,10-14,10,14,1,2025,6130.35810852
19103,10-14,10,14,1,2025,9522.69390869
09009,10-14,10,14,1,2025,46234.8400879
06037,10-14,10,14,1,2025,610632.636719
06001,10-14,10,14,1,2025,101046.931152
22033,10-14,10,14,1,2025,27125.8603516
04013,10-14,10,14,1,2025,300494.839844
37135,10-14,10,14,1,2025,8696.19903564
27109,10-14,10,14,1,2025,10757.1156616
06059,15-19,15,19,1,2025,205230.227539
06083,15-19,15,19,1,2025,43523.7268066
42003,15-19,15,19,1,2025,77653.1391602
37063,15-19,15,19,1,2025,26478.9247437
48041,15-19,15,19,1,2025,30973.0726318
41039,15-19,15,19,1,2025,26444.6368103
06085,15-19,15,19,1,2025,126892.978516
55025,15-19,15,19,1,2025,41752.003418
36067,15-19,15,19,1,2025,36169.7294922
08069,15-19,15,19,1,2025,30804.8352966
49049,15-19,15,19,1,2025,71178.3213501
26161,15-19,15,19,1,2025,39592.0430908
17031,15-19,15,19,1,2025,312386.941406
25017,15-19,15,19,1,2025,116700.364258
08013,15-19,15,19,1,2025,31832.1242065
01089,15-19,15,19,1,2025,25401.4250183
12001,15-19,15,19,1,2025,28092.4771729
08014,15-19,15,19,1,2025,4560.39837265
18105,15-19,15,19,1,2025,22921.834198
19103,15-19,15,19,1,2025,18247.3292847
09009,15-19,15,19,1,2025,59017.590332
06037,15-19,15,19,1,2025,627536.472656
06001,15-19,15,19,1,2025,108850.365234
22033,15-19,15,19,1,2025,33037.2470093
04013,15-19,15,19,1,2025,310971.570313
37135,15-19,15,19,1,2025,18573.3391724
27109,15-19,15,19,1,2025,9702.56591797
06059,20-24,20,24,1,2025,187029.851196
06083,20-24,20,24,1,2025,48408.3421021
42003,20-24,20,24,1,2025,69902.4245605
37063,20-24,20,24,1,2025,24649.845459
48041,20-24,20,24,1,2025,45560.9781494
41039,20-24,20,24,1,2025,31746.7059326
06085,20-24,20,24,1,2025,123597.441528
55025,20-24,20,24,1,2025,55706.9436035
36067,20-24,20,24,1,2025,32507.6622314
08069,20-24,20,24,1,2025,38062.2671509
49049,20-24,20,24,1,2025,82103.4642944
26161,20-24,20,24,1,2025,48731.2302246
17031,20-24,20,24,1,2025,295979.910156
25017,20-24,20,24,1,2025,119339.041016
08013,20-24,20,24,1,2025,35316.9243469
01089,20-24,20,24,1,2025,22978.25354
12001,20-24,20,24,1,2025,40779.6767578
08014,20-24,20,24,1,2025,4441.77193832
18105,20-24,20,24,1,2025,30668.1516724
19103,20-24,20,24,1,2025,24702.6459961
09009,20-24,20,24,1,2025,57113.7203369
