countyfips,year,age,totalpopulation
13,2025,20,8169
13,2025,21,7893
13,2025,22,7463
13,2025,23,6650
13,2025,24,5332
13,2025,25,4986
13,2025,26,4637
13,2025,27,4529
13,2025,28,4202
13,2025,29,4433
13,2025,30,4159
13,2025,31,4507
13,2025,32,3800
13,2025,33,3893
13,2025,34,4031
13,2025,35,3313
13,2025,36,3306
13,2025,37,3909
13,2025,38,4093
13,2025,39,4315
13,2025,40,4731
13,2025,41,3756
13,2025,42,4158
13,2025,43,4159
13,2025,44,4087
13,2025,45,4411
13,2025,46,3829
13,2025,47,4202
13,2025,48,4265
13,2025,49,4123
13,2025,50,4497
13,2025,51,3633
13,2025,52,4116
13,2025,53,4239
13,2025,54,4313
13,2025,55,4929
13,2025,56,4072
13,2025,57,3964
13,2025,58,4044
13,2025,59,3777
13,2025,60,4217
13,2025,61,3681
13,2025,62,3995
13,2025,63,3927
13,2025,64,3856
13,2025,65,4072
13,2025,66,3496
13,2025,67,3598
13,2025,68,3559
13,2025,69,3447
13,2025,70,3510
13,2025,71,3085
13,2025,72,3200
13,2025,73,3002
13,2025,74,2827
13,2025,75,2884
13,2025,76,2357
13,2025,77,2552
13,2025,78,2575
13,2025,79,1827
13,2025,80,1797
13,2025,81,1500
13,2025,82,1588
13,2025,83,1202
13,2025,84,1120
13,2025,85,958
13,2025,86,847
13,2025,87,803
13,2025,88,652
13,2025,89,616
13,2025,90,488
13,2025,91,393
13,2025,92,392
13,2025,93,298
13,2025,94,246
13,2025,95,210
13,2025,96,154
13,2025,97,131
13,2025,98,90
13,2025,99,74
13,2025,100,127
13,2026,0,2359
13,2026,1,2377
13,2026,2,2364
13,2026,3,2476
13,2026,4,2557
13,2026,5,2617
13,2026,6,2685
13,2026,7,2679
13,2026,8,2748
13,2026,9,2808
13,2026,10,3038
13,2026,11,3244
13,2026,12,3437
13,2026,13,3458
13,2026,14,3519
13,2026,15,3617
13,2026,16,3821
13,2026,17,3833
13,2026,18,6059
13,2026,19,8109
13,2026,20,7984
13,2026,21,8002
13,2026,22,7301
13,2026,23,6294
13,2026,24,5970
13,2026,25,4867
13,2026,26,4932
13,2026,27,4618
13,2026,28,4462
13,2026,29,4187
13,2026,30,4230
13,2026,31,3910
13,2026,32,4134
13,2026,33,3658
13,2026,34,3823
13,2026,35,3998
13,2026,36,3272
13,2026,37,3292
13,2026,38,3911
13,2026,39,4098
13,2026,40,4306
13,2026,41,4691
13,2026,42,3757
13,2026,43,4163
13,2026,44,4161
13,2026,45,4087
13,2026,46,4408
13,2026,47,3826
13,2026,48,4197
13,2026,49,4257
13,2026,50,4114
13,2026,51,4487
13,2026,52,3628
13,2026,53,4112
13,2026,54,4232
13,2026,55,4301
13,2026,56,4905
13,2026,57,4048
13,2026,58,3932
13,2026,59,4005
13,2026,60,3734
13,2026,61,4162
13,2026,62,3627
13,2026,63,3930
13,2026,64,3858
13,2026,65,3784
13,2026,66,3991
13,2026,67,3422
13,2026,68,3520
13,2026,69,3481
13,2026,70,3372
13,2026,71,3432
13,2026,72,3016
13,2026,73,3128
13,2026,74,2934
13,2026,75,2763
13,2026,76,2817
13,2026,77,2300
13,2026,78,2484
13,2026,79,2498
13,2026,80,1767
13,2026,81,1730
13,2026,82,1438
13,2026,83,1515
13,2026,84,1140
13,2026,85,1055
13,2026,86,895
13,2026,87,785
13,2026,88,737
13,2026,89,593
13,2026,90,554
13,2026,91,433
13,2026,92,344
13,2026,93,339
13,2026,94,254
13,2026,95,206
13,2026,96,172
13,2026,97,124
13,2026,98,103
13,2026,99,70
13,2026,100,134
13,2027,0,2404
13,2027,1,2397
13,2027,2,2424
13,2027,3,2413
13,2027,4,2526
13,2027,5,2608
13,2027,6,2667
13,2027,7,2734
13,2027,8,2724
13,2027,9,2790
13,2027,10,2847
13,2027,11,3074
13,2027,12,3278
13,2027,13,3470
13,2027,14,3491
13,2027,15,3554
13,2027,16,3655
13,2027,17,3914
13,2027,18,5812
13,2027,19,8200
13,2027,20,8161
13,2027,21,7875
13,2027,22,7464
13,2027,23,6182
13,2027,24,5660
13,2027,25,5547
13,2027,26,4852
13,2027,27,4952
13,2027,28,4590
13,2027,29,4485
13,2027,30,3998
13,2027,31,3948
13,2027,32,3535
13,2027,33,3987
13,2027,34,3611
13,2027,35,3816
13,2027,36,3978
13,2027,37,3288
13,2027,38,3326
13,2027,39,3944
13,2027,40,4115
13,2027,41,4290
13,2027,42,4709
13,2027,43,3783
13,2027,44,4183
13,2027,45,4177
13,2027,46,4100
13,2027,47,4415
13,2027,48,3832
13,2027,49,4198
13,2027,50,4255
13,2027,51,4116
13,2027,52,4493
13,2027,53,3644
13,2027,54,4127
13,2027,55,4241
13,2027,56,4299
13,2027,57,4886
13,2027,58,4026
13,2027,59,3902
13,2027,60,3963
13,2027,61,3687
13,2027,62,4098
13,2027,63,3567
13,2027,64,3857
13,2027,65,3781
13,2027,66,3703
13,2027,67,3897
13,2027,68,3337
13,2027,69,3434
13,2027,70,3396
13,2027,71,3290
13,2027,72,3348
13,2027,73,2943
13,2027,74,3054
13,2027,75,2865
13,2027,76,2699
13,2027,77,2749
13,2027,78,2240
13,2027,79,2411
13,2027,80,2416
13,2027,81,1702
13,2027,82,1659
13,2027,83,1372
13,2027,84,1438
13,2027,85,1075
13,2027,86,987
13,2027,87,830
13,2027,88,721
13,2027,89,671
13,2027,90,534
13,2027,91,493
13,2027,92,380
13,2027,93,298
13,2027,94,289
13,2027,95,213
13,2027,96,170
13,2027,97,139
13,2027,98,98
13,2027,99,81
13,2027,100,135
13,2028,0,2417
13,2028,1,2442
13,2028,2,2444
13,2028,3,2473
13,2028,4,2464
13,2028,5,2578
13,2028,6,2658
13,2028,7,2716
13,2028,8,2780
13,2028,9,2767
13,2028,10,2829
13,2028,11,2883
13,2028,12,3108
13,2028,13,3311
13,2028,14,3503
13,2028,15,3526
13,2028,16,3592
13,2028,17,3748
13,2028,18,5893
13,2028,19,7954
13,2028,20,8252
13,2028,21,8051
13,2028,22,7337
13,2028,23,6345
13,2028,24,5549
13,2028,25,5238
13,2028,26,5532
13,2028,27,4873
13,2028,28,4924
13,2028,29,4614
13,2028,30,4299
13,2028,31,3760
13,2028,32,3608
13,2028,33,3423
13,2028,34,3940
13,2028,35,3614
13,2028,36,3803
13,2028,37,3991
13,2028,38,3323
13,2028,39,3364
13,2028,40,3964
13,2028,41,4103
13,2028,42,4313
13,2028,43,4733
13,2028,44,3806
13,2028,45,4200
13,2028,46,4190
13,2028,47,4109
13,2028,48,4420
13,2028,49,3836
13,2028,50,4197
13,2028,51,4257
13,2028,52,4124
13,2028,53,4506
13,2028,54,3663
13,2028,55,4139
13,2028,56,4243
13,2028,57,4289
13,2028,58,4857
13,2028,59,3998
13,2028,60,3866
13,2028,61,3918
13,2028,62,3638
13,2028,63,4034
13,2028,64,3507
13,2028,65,3786
13,2028,66,3705
13,2028,67,3623
13,2028,68,3806
13,2028,69,3259
13,2028,70,3355
13,2028,71,3317
13,2028,72,3213
13,2028,73,3270
13,2028,74,2877
13,2028,75,2984
13,2028,76,2799
13,2028,77,2636
13,2028,78,2678
13,2028,79,2175
13,2028,80,2333
13,2028,81,2328
13,2028,82,1633
13,2028,83,1584
13,2028,84,1303
13,2028,85,1356
13,2028,86,1007
13,2028,87,917
13,2028,88,763
13,2028,89,656
13,2028,90,604
13,2028,91,475
13,2028,92,433
13,2028,93,328
13,2028,94,254
13,2028,95,242
13,2028,96,176
13,2028,97,138
13,2028,98,111
13,2028,99,77
13,2028,100,144
13,2029,0,2441
13,2029,1,2455
13,2029,2,2489
13,2029,3,2494
13,2029,4,2525
13,2029,5,2516
13,2029,6,2628
13,2029,7,2707
13,2029,8,2762
13,2029,9,2823
13,2029,10,2806
13,2029,11,2866
13,2029,12,2917
13,2029,13,3141
13,2029,14,3344
13,2029,15,3538
13,2029,16,3564
13,2029,17,3686
13,2029,18,5728
13,2029,19,8035
13,2029,20,8006
13,2029,21,8143
13,2029,22,7514
13,2029,23,6218
13,2029,24,5712
13,2029,25,5126
13,2029,26,5223
13,2029,27,5553
13,2029,28,4846
13,2029,29,4948
13,2029,30,4442
13,2029,31,4075
13,2029,32,3485
13,2029,33,3508
13,2029,34,3400
13,2029,35,3946
13,2029,36,3607
13,2029,37,3820
13,2029,38,4025
13,2029,39,3362
13,2029,40,3388
13,2029,41,3954
13,2029,42,4128
13,2029,43,4340
13,2029,44,4754
13,2029,45,3825
13,2029,46,4214
13,2029,47,4200
13,2029,48,4115
13,2029,49,4422
13,2029,50,3837
13,2029,51,4200
13,2029,52,4266
13,2029,53,4139
13,2029,54,4521
13,2029,55,3680
13,2029,56,4144
13,2029,57,4236
13,2029,58,4272
13,2029,59,4824
13,2029,60,3966
13,2029,61,3827
13,2029,62,3870
13,2029,63,3589
13,2029,64,3971
13,2029,65,3450
13,2029,66,3717
13,2029,67,3632
13,2029,68,3546
13,2029,69,3724
13,2029,70,3189
13,2029,71,3281
13,2029,72,3244
13,2029,73,3142
13,2029,74,3198
13,2029,75,2813
13,2029,76,2917
13,2029,77,2734
13,2029,78,2568
13,2029,79,2601
13,2029,80,2105
13,2029,81,2249
13,2029,82,2234
13,2029,83,1559
13,2029,84,1505
13,2029,85,1229
13,2029,86,1271
13,2029,87,936
13,2029,88,844
13,2029,89,695
13,2029,90,591
13,2029,91,538
13,2029,92,417
13,2029,93,376
13,2029,94,280
13,2029,95,214
13,2029,96,201
13,2029,97,142
13,2029,98,110
13,2029,99,86
13,2029,100,147
13,2030,0,2472
13,2030,1,2477
13,2030,2,2499
13,2030,3,2536
13,2030,4,2542
13,2030,5,2573
13,2030,6,2563
13,2030,7,2674
13,2030,8,2750
13,2030,9,2802
13,2030,10,2859
13,2030,11,2840
13,2030,12,2898
13,2030,13,2948
13,2030,14,3172
13,2030,15,3377
13,2030,16,3574
13,2030,17,3655
13,2030,18,5662
13,2030,19,7857
13,2030,20,8078
13,2030,21,7892
13,2030,22,7600
13,2030,23,6390
13,2030,24,5581
13,2030,25,5285
13,2030,26,5108
13,2030,27,5240
13,2030,28,5521
13,2030,29,4866
13,2030,30,4789
13,2030,31,4255
13,2030,32,3838
13,2030,33,3405
13,2030,34,3494
13,2030,35,3421
13,2030,36,3939
13,2030,37,3627
13,2030,38,3854
13,2030,39,4061
13,2030,40,3385
13,2030,41,3379
13,2030,42,3979
13,2030,43,4154
13,2030,44,4361
13,2030,45,4770
13,2030,46,3840
13,2030,47,4224
13,2030,48,4207
13,2030,49,4119
13,2030,50,4422
13,2030,51,3842
13,2030,52,4209
13,2030,53,4280
13,2030,54,4156
13,2030,55,4533
13,2030,56,3690
13,2030,57,4141
13,2030,58,4224
13,2030,59,4251
13,2030,60,4787
13,2030,61,3932
13,2030,62,3788
13,2030,63,3825
13,2030,64,3543
13,2030,65,3914
13,2030,66,3397
13,2030,67,3654
13,2030,68,3564
13,2030,69,3478
13,2030,70,3652
13,2030,71,3125
13,2030,72,3215
13,2030,73,3177
13,2030,74,3078
13,2030,75,3130
13,2030,76,2751
13,2030,77,2850
13,2030,78,2664
13,2030,79,2496
13,2030,80,2518
13,2030,81,2031
13,2030,82,2160
13,2030,83,2134
13,2030,84,1482
13,2030,85,1421
13,2030,86,1152
13,2030,87,1181
13,2030,88,863
13,2030,89,769
13,2030,90,627
13,2030,91,527
13,2030,92,474
13,2030,93,362
13,2030,94,322
13,2030,95,236
13,2030,96,177
13,2030,97,163
13,2030,98,113
13,2030,99,86
13,2030,100,156
13,2031,0,2518
13,2031,1,2508
13,2031,2,2521
13,2031,3,2546
13,2031,4,2584
13,2031,5,2590
13,2031,6,2621
13,2031,7,2609
13,2031,8,2718
13,2031,9,2791
13,2031,10,2839
13,2031,11,2894
13,2031,12,2872
13,2031,13,2929
13,2031,14,2979
13,2031,15,3205
13,2031,16,3413
13,2031,17,3666
13,2031,18,5632
13,2031,19,7792
13,2031,20,7901
13,2031,21,7963
13,2031,22,7349
13,2031,23,6476
13,2031,24,5753
13,2031,25,5154
13,2031,26,5267
13,2031,27,5125
13,2031,28,5209
13,2031,29,5540
13,2031,30,4728
13,2031,31,4625
13,2031,32,4057
13,2031,33,3764
13,2031,34,3402
13,2031,35,3520
13,2031,36,3423
13,2031,37,3960
13,2031,38,3663
13,2031,39,3892
13,2031,40,4083
13,2031,41,3378
13,2031,42,3408
13,2031,43,4006
13,2031,44,4176
13,2031,45,4379
13,2031,46,4783
13,2031,47,3852
13,2031,48,4231
13,2031,49,4212
13,2031,50,4121
13,2031,51,4426
13,2031,52,3853
13,2031,53,4225
13,2031,54,4298
13,2031,55,4172
13,2031,56,4540
13,2031,57,3695
13,2031,58,4134
13,2031,59,4208
13,2031,60,4227
13,2031,61,4750
13,2031,62,3899
13,2031,63,3751
13,2031,64,3782
13,2031,65,3500
13,2031,66,3861
13,2031,67,3346
13,2031,68,3592
13,2031,69,3502
13,2031,70,3417
13,2031,71,3584
13,2031,72,3066
13,2031,73,3152
13,2031,74,3114
13,2031,75,3014
13,2031,76,3063
13,2031,77,2688
13,2031,78,2778
13,2031,79,2588
13,2031,80,2418
13,2031,81,2430
13,2031,82,1951
13,2031,83,2065
13,2031,84,2029
13,2031,85,1400
13,2031,86,1332
13,2031,87,1071
13,2031,88,1089
13,2031,89,788
13,2031,90,695
13,2031,91,559
13,2031,92,464
13,2031,93,411
13,2031,94,310
13,2031,95,271
13,2031,96,195
13,2031,97,145
13,2031,98,130
13,2031,99,89
13,2031,100,162
13,2032,0,2573
13,2032,1,2554
13,2032,2,2552
13,2032,3,2568
13,2032,4,2594
13,2032,5,2632
13,2032,6,2638
13,2032,7,2666
13,2032,8,2653
13,2032,9,2758
13,2032,10,2828
13,2032,11,2873
13,2032,12,2925
13,2032,13,2904
13,2032,14,2960
13,2032,15,3013
13,2032,16,3242
13,2032,17,3504
13,2032,18,5642
13,2032,19,7762
13,2032,20,7836
13,2032,21,7786
13,2032,22,7420
13,2032,23,6226
13,2032,24,5839
13,2032,25,5326
13,2032,26,5136
13,2032,27,5284
13,2032,28,5094
13,2032,29,5229
13,2032,30,5408
13,2032,31,4599
13,2032,32,4452
13,2032,33,3993
13,2032,34,3766
13,2032,35,3436
13,2032,36,3525
13,2032,37,3449
13,2032,38,3997
13,2032,39,3703
13,2032,40,3916
13,2032,41,4076
13,2032,42,3409
13,2032,43,3438
13,2032,44,4030
13,2032,45,4196
13,2032,46,4395
13,2032,47,4794
13,2032,48,3861
13,2032,49,4237
13,2032,50,4214
13,2032,51,4127
13,2032,52,4436
13,2032,53,3870
13,2032,54,4244
13,2032,55,4316
13,2032,56,4184
13,2032,57,4541
13,2032,58,3695
13,2032,59,4123
13,2032,60,4189
13,2032,61,4202
13,2032,62,4713
13,2032,63,3865
13,2032,64,3714
13,2032,65,3741
13,2032,66,3458
13,2032,67,3809
13,2032,68,3295
13,2032,69,3534
13,2032,70,3444
13,2032,71,3358
13,2032,72,3520
13,2032,73,3008
13,2032,74,3093
13,2032,75,3052
13,2032,76,2951
13,2032,77,2993
13,2032,78,2621
13,2032,79,2700
13,2032,80,2508
13,2032,81,2335
13,2032,82,2335
13,2032,83,1866
13,2032,84,1965
13,2032,85,1917
13,2032,86,1313
13,2032,87,1240
13,2032,88,988
13,2032,89,995
13,2032,90,713
13,2032,91,621
13,2032,92,493
13,2032,93,403
13,2032,94,353
13,2032,95,262
13,2032,96,226
13,2032,97,159
13,2032,98,116
13,2032,99,102
13,2032,100,168
13,2033,0,2632
13,2033,1,2609
13,2033,2,2599
13,2033,3,2599
13,2033,4,2616
13,2033,5,2643
13,2033,6,2680
13,2033,7,2684
13,2033,8,2710
13,2033,9,2693
13,2033,10,2795
13,2033,11,2862
13,2033,12,2905
13,2033,13,2957
13,2033,14,2935
13,2033,15,2994
13,2033,16,3049
13,2033,17,3333
13,2033,18,5481
13,2033,19,7773
13,2033,20,7806
13,2033,21,7722
13,2033,22,7243
13,2033,23,6297
13,2033,24,5588
13,2033,25,5412
13,2033,26,5308
13,2033,27,5153
13,2033,28,5253
13,2033,29,5114
13,2033,30,5103
13,2033,31,5259
13,2033,32,4431
13,2033,33,4383
13,2033,34,3993
13,2033,35,3797
13,2033,36,3442
13,2033,37,3552
13,2033,38,3487
13,2033,39,4036
13,2033,40,3728
13,2033,41,3909
13,2033,42,4105
13,2033,43,3438
13,2033,44,3463
13,2033,45,4050
13,2033,46,4211
13,2033,47,4406
13,2033,48,4801
13,2033,49,3867
13,2033,50,4239
13,2033,51,4220
13,2033,52,4138
13,2033,53,4452
13,2033,54,3891
13,2033,55,4262
13,2033,56,4327
13,2033,57,4188
13,2033,58,4534
13,2033,59,3688
13,2033,60,4106
13,2033,61,4165
13,2033,62,4171
13,2033,63,4670
13,2033,64,3829
13,2033,65,3675
13,2033,66,3697
13,2033,67,3413
13,2033,68,3751
13,2033,69,3243
13,2033,70,3477
13,2033,71,3386
13,2033,72,3299
13,2033,73,3455
13,2033,74,2951
13,2033,75,3031
13,2033,76,2988
13,2033,77,2886
13,2033,78,2919
13,2033,79,2549
13,2033,80,2618
13,2033,81,2422
13,2033,82,2245
13,2033,83,2234
13,2033,84,1776
13,2033,85,1858
13,2033,86,1799
13,2033,87,1222
13,2033,88,1144
13,2033,89,903
13,2033,90,901
13,2033,91,638
13,2033,92,548
13,2033,93,429
13,2033,94,346
13,2033,95,298
13,2033,96,218
13,2033,97,184
13,2033,98,128
13,2033,99,91
13,2033,100,183
13,2034,0,2687
13,2034,1,2668
13,2034,2,2654
13,2034,3,2646
13,2034,4,2647
13,2034,5,2665
13,2034,6,2691
13,2034,7,2726
13,2034,8,2728
13,2034,9,2751
13,2034,10,2730
13,2034,11,2829
13,2034,12,2894
13,2034,13,2936
13,2034,14,2988
13,2034,15,2969
13,2034,16,3030
13,2034,17,3140
13,2034,18,5310
13,2034,19,7612
13,2034,20,7817
13,2034,21,7692
13,2034,22,7179
13,2034,23,6121
13,2034,24,5660
13,2034,25,5162
13,2034,26,5394
13,2034,27,5325
13,2034,28,5122
13,2034,29,5273
13,2034,30,4991
13,2034,31,4966
13,2034,32,5063
13,2034,33,4363
13,2034,34,4379
13,2034,35,4022
13,2034,36,3801
13,2034,37,3469
13,2034,38,3590
13,2034,39,3528
13,2034,40,4060
13,2034,41,3721
13,2034,42,3939
13,2034,43,4133
13,2034,44,3464
13,2034,45,3484
13,2034,46,4066
13,2034,47,4224
13,2034,48,4415
13,2034,49,4805
13,2034,50,3871
13,2034,51,4245
13,2034,52,4231
13,2034,53,4155
13,2034,54,4471
13,2034,55,3912
13,2034,56,4274
13,2034,57,4331
13,2034,58,4185
13,2034,59,4521
13,2034,60,3676
13,2034,61,4083
13,2034,62,4135
13,2034,63,4136
13,2034,64,4624
13,2034,65,3789
13,2034,66,3632
13,2034,67,3650
13,2034,68,3363
13,2034,69,3693
13,2034,70,3191
13,2034,71,3418
13,2034,72,3326
13,2034,73,3240
13,2034,74,3390
13,2034,75,2893
13,2034,76,2969
13,2034,77,2922
13,2034,78,2815
13,2034,79,2840
13,2034,80,2472
13,2034,81,2529
13,2034,82,2329
13,2034,83,2150
13,2034,84,2127
13,2034,85,1681
13,2034,86,1745
13,2034,87,1675
13,2034,88,1129
13,2034,89,1046
13,2034,90,818
13,2034,91,807
13,2034,92,565
13,2034,93,478
13,2034,94,368
13,2034,95,292
13,2034,96,248
13,2034,97,178
13,2034,98,148
13,2034,99,101
13,2034,100,184
13,2035,0,2737
13,2035,1,2723
13,2035,2,2713
13,2035,3,2700
13,2035,4,2694
13,2035,5,2696
13,2035,6,2713
13,2035,7,2737
13,2035,8,2770
13,2035,9,2768
13,2035,10,2788
13,2035,11,2765
13,2035,12,2861
13,2035,13,2925
13,2035,14,2968
13,2035,15,3022
13,2035,16,3005
13,2035,17,3121
13,2035,18,5117
13,2035,19,7441
13,2035,20,7656
13,2035,21,7703
13,2035,22,7150
13,2035,23,6056
13,2035,24,5484
13,2035,25,5233
13,2035,26,5144
13,2035,27,5412
13,2035,28,5294
13,2035,29,5142
13,2035,30,5147
13,2035,31,4857
13,2035,32,4782
13,2035,33,4984
13,2035,34,4359
13,2035,35,4404
13,2035,36,4025
13,2035,37,3826
13,2035,38,3507
13,2035,39,3630
13,2035,40,3554
13,2035,41,4053
13,2035,42,3751
13,2035,43,3967
13,2035,44,4157
13,2035,45,3485
13,2035,46,3502
13,2035,47,4079
13,2035,48,4232
13,2035,49,4420
13,2035,50,4806
13,2035,51,3878
13,2035,52,4256
13,2035,53,4248
13,2035,54,4175
13,2035,55,4489
13,2035,56,3926
13,2035,57,4279
13,2035,58,4328
13,2035,59,4175
13,2035,60,4501
13,2035,61,3658
13,2035,62,4055
13,2035,63,4101
13,2035,64,4097
13,2035,65,4574
13,2035,66,3745
13,2035,67,3586
13,2035,68,3595
13,2035,69,3311
13,2035,70,3634
13,2035,71,3138
13,2035,72,3359
13,2035,73,3266
13,2035,74,3180
13,2035,75,3324
13,2035,76,2834
13,2035,77,2905
13,2035,78,2852
13,2035,79,2740
13,2035,80,2755
13,2035,81,2389
13,2035,82,2433
13,2035,83,2230
13,2035,84,2049
13,2035,85,2014
13,2035,86,1579
13,2035,87,1626
13,2035,88,1547
13,2035,89,1033
13,2035,90,948
13,2035,91,732
13,2035,92,714
13,2035,93,493
13,2035,94,411
13,2035,95,312
13,2035,96,244
13,2035,97,204
13,2035,98,143
13,2035,99,117
13,2035,100,192
13,2036,0,2780
13,2036,1,2773
13,2036,2,2767
13,2036,3,2759
13,2036,4,2749
13,2036,5,2743
13,2036,6,2744
13,2036,7,2759
13,2036,8,2780
13,2036,9,2810
13,2036,10,2805
13,2036,11,2822
13,2036,12,2796
13,2036,13,2892
13,2036,14,2956
13,2036,15,3001
13,2036,16,3058
13,2036,17,3096
13,2036,18,5098
13,2036,19,7248
13,2036,20,7484
13,2036,21,7542
13,2036,22,7160
13,2036,23,6027
13,2036,24,5419
13,2036,25,5057
13,2036,26,5216
13,2036,27,5162
13,2036,28,5380
13,2036,29,5314
13,2036,30,5019
13,2036,31,5009
13,2036,32,4679
13,2036,33,4708
13,2036,34,4973
13,2036,35,4385
13,2036,36,4405
13,2036,37,4049
13,2036,38,3864
13,2036,39,3548
13,2036,40,3656
13,2036,41,3548
13,2036,42,4082
13,2036,43,3780
13,2036,44,3992
13,2036,45,4177
13,2036,46,3502
13,2036,47,3515
13,2036,48,4088
13,2036,49,4238
13,2036,50,4423
13,2036,51,4810
13,2036,52,3891
13,2036,53,4273
13,2036,54,4268
13,2036,55,4194
13,2036,56,4500
13,2036,57,3932
13,2036,58,4275
13,2036,59,4317
13,2036,60,4158
13,2036,61,4474
13,2036,62,3635
13,2036,63,4022
13,2036,64,4062
13,2036,65,4054
13,2036,66,4519
13,2036,67,3697
13,2036,68,3532
13,2036,69,3540
13,2036,70,3259
13,2036,71,3574
13,2036,72,3084
13,2036,73,3299
13,2036,74,3207
13,2036,75,3119
13,2036,76,3257
13,2036,77,2772
13,2036,78,2836
13,2036,79,2776
13,2036,80,2660
13,2036,81,2663
13,2036,82,2300
13,2036,83,2331
13,2036,84,2126
13,2036,85,1941
13,2036,86,1893
13,2036,87,1473
13,2036,88,1503
13,2036,89,1416
13,2036,90,936
13,2036,91,850
13,2036,92,649
13,2036,93,624
13,2036,94,425
13,2036,95,349
13,2036,96,261
13,2036,97,200
13,2036,98,164
13,2036,99,114
13,2036,100,210
13,2037,0,2815
13,2037,1,2815
13,2037,2,2817
13,2037,3,2814
13,2037,4,2807
13,2037,5,2797
13,2037,6,2790
13,2037,7,2789
13,2037,8,2802
13,2037,9,2821
13,2037,10,2847
13,2037,11,2839
13,2037,12,2854
13,2037,13,2827
13,2037,14,2923
13,2037,15,2990
13,2037,16,3037
13,2037,17,3149
13,2037,18,5073
13,2037,19,7227
13,2037,20,7290
13,2037,21,7370
13,2037,22,6999
13,2037,23,6037
13,2037,24,5389
13,2037,25,4992
13,2037,26,5039
13,2037,27,5233
13,2037,28,5130
13,2037,29,5400
13,2037,30,5188
13,2037,31,4885
13,2037,32,4826
13,2037,33,4608
13,2037,34,4700
13,2037,35,4993
13,2037,36,4385
13,2037,37,4428
13,2037,38,4086
13,2037,39,3903
13,2037,40,3573
13,2037,41,3649
13,2037,42,3578
13,2037,43,4110
13,2037,44,3805
13,2037,45,4012
13,2037,46,4193
13,2037,47,3516
13,2037,48,3526
13,2037,49,4094
13,2037,50,4241
13,2037,51,4429
13,2037,52,4819
13,2037,53,3908
13,2037,54,4293
13,2037,55,4287
13,2037,56,4207
13,2037,57,4503
13,2037,58,3932
13,2037,59,4265
13,2037,60,4300
13,2037,61,4136
13,2037,62,4443
13,2037,63,3607
13,2037,64,3985
13,2037,65,4020
13,2037,66,4008
13,2037,67,4461
13,2037,68,3643
13,2037,69,3479
13,2037,70,3485
13,2037,71,3205
13,2037,72,3514
13,2037,73,3030
13,2037,74,3240
13,2037,75,3146
13,2037,76,3057
13,2037,77,3187
13,2037,78,2707
13,2037,79,2761
13,2037,80,2695
13,2037,81,2572
13,2037,82,2564
13,2037,83,2205
13,2037,84,2223
13,2037,85,2014
13,2037,86,1826
13,2037,87,1766
13,2037,88,1363
13,2037,89,1378
13,2037,90,1284
13,2037,91,840
13,2037,92,754
13,2037,93,567
13,2037,94,539
13,2037,95,362
13,2037,96,293
13,2037,97,215
13,2037,98,162
13,2037,99,130
13,2037,100,219
13,2038,0,2843
13,2038,1,2850
13,2038,2,2859
13,2038,3,2863
13,2038,4,2861
13,2038,5,2855
13,2038,6,2844
13,2038,7,2835
13,2038,8,2832
13,2038,9,2842
13,2038,10,2857
13,2038,11,2881
13,2038,12,2871
13,2038,13,2884
13,2038,14,2858
13,2038,15,2957
13,2038,16,3026
13,2038,17,3128
13,2038,18,5125
13,2038,19,7200
13,2038,20,7269
13,2038,21,7175
13,2038,22,6826
13,2038,23,5875
13,2038,24,5398
13,2038,25,4962
13,2038,26,4973
13,2038,27,5055
13,2038,28,5200
13,2038,29,5149
13,2038,30,5272
13,2038,31,5050
13,2038,32,4709
13,2038,33,4752
13,2038,34,4600
13,2038,35,4723
13,2038,36,4990
13,2038,37,4408
13,2038,38,4463
13,2038,39,4125
13,2038,40,3927
13,2038,41,3567
13,2038,42,3679
13,2038,43,3607
13,2038,44,4134
13,2038,45,3825
13,2038,46,4028
13,2038,47,4205
13,2038,48,3526
13,2038,49,3534
13,2038,50,4098
13,2038,51,4247
13,2038,52,4440
13,2038,53,4834
13,2038,54,3929
13,2038,55,4311
13,2038,56,4299
13,2038,57,4212
13,2038,58,4498
13,2038,59,3925
13,2038,60,4249
13,2038,61,4276
13,2038,62,4108
13,2038,63,4406
13,2038,64,3576
13,2038,65,3945
13,2038,66,3975
13,2038,67,3957
13,2038,68,4396
13,2038,69,3589
13,2038,70,3425
13,2038,71,3429
13,2038,72,3152
13,2038,73,3453
13,2038,74,2976
13,2038,75,3179
13,2038,76,3084
13,2038,77,2993
13,2038,78,3112
13,2038,79,2636
13,2038,80,2682
13,2038,81,2608
13,2038,82,2479
13,2038,83,2460
13,2038,84,2104
13,2038,85,2108
13,2038,86,1895
13,2038,87,1705
13,2038,88,1634
13,2038,89,1250
13,2038,90,1251
13,2038,91,1153
13,2038,92,746
13,2038,93,660
13,2038,94,490
13,2038,95,459
13,2038,96,304
13,2038,97,241
13,2038,98,173
13,2038,99,128
13,2038,100,238
13,2039,0,2862
13,2039,1,2878
13,2039,2,2894
13,2039,3,2905
13,2039,4,2910
13,2039,5,2908
13,2039,6,2901
13,2039,7,2888
13,2039,8,2878
13,2039,9,2871
13,2039,10,2877
13,2039,11,2890
13,2039,12,2912
13,2039,13,2901
13,2039,14,2915
13,2039,15,2891
13,2039,16,2992
13,2039,17,3116
13,2039,18,5104
13,2039,19,7251
13,2039,20,7240
13,2039,21,7152
