area_code,year,age_group_id,household_type_id,total_households
14,2015,0,4,6983
14,2015,1,4,156
14,2015,2,4,4361
14,2015,3,4,2291
14,2015,4,4,175
14,2016,0,0,26698
14,2016,1,0,1054
14,2016,2,0,9979
14,2016,3,0,10180
14,2016,4,0,5485
14,2016,0,1,7390
14,2016,1,1,277
14,2016,2,1,2064
14,2016,3,1,2679
14,2016,4,1,2371
14,2016,0,2,1262
14,2016,1,2,54
14,2016,2,2,808
14,2016,3,2,380
14,2016,4,2,21
14,2016,0,3,10866
14,2016,1,3,568
14,2016,2,3,2646
14,2016,3,3,4750
14,2016,4,3,2902
14,2016,0,4,7179
14,2016,1,4,156
14,2016,2,4,4461
14,2016,3,4,2371
14,2016,4,4,191
14,2017,0,0,27598
14,2017,1,0,1072
14,2017,2,0,10316
14,2017,3,0,10392
14,2017,4,0,5818
14,2017,0,1,7584
14,2017,1,1,275
14,2017,2,1,2107
14,2017,3,1,2705
14,2017,4,1,2497
14,2017,0,2,1280
14,2017,1,2,49
14,2017,2,2,816
14,2017,3,2,391
14,2017,4,2,23
14,2017,0,3,11334
14,2017,1,3,593
14,2017,2,3,2799
14,2017,3,3,4851
14,2017,4,3,3090
14,2017,0,4,7400
14,2017,1,4,155
14,2017,2,4,4594
14,2017,3,4,2444
14,2017,4,4,207
14,2018,0,0,28250
14,2018,1,0,1038
14,2018,2,0,10533
14,2018,3,0,10497
14,2018,4,0,6182
14,2018,0,1,7719
14,2018,1,1,259
14,2018,2,1,2122
14,2018,3,1,2702
14,2018,4,1,2635
14,2018,0,2,1281
14,2018,1,2,42
14,2018,2,2,814
14,2018,3,2,399
14,2018,4,2,26
14,2018,0,3,11712
14,2018,1,3,590
14,2018,2,3,2923
14,2018,3,3,4902
14,2018,4,3,3295
14,2018,0,4,7539
14,2018,1,4,146
14,2018,2,4,4674
14,2018,3,4,2493
14,2018,4,4,225
14,2019,0,0,29071
14,2019,1,0,1035
14,2019,2,0,10787
14,2019,3,0,10659
14,2019,4,0,6590
14,2019,0,1,7897
14,2019,1,1,251
14,2019,2,1,2143
14,2019,3,1,2713
14,2019,4,1,2789
14,2019,0,2,1287
14,2019,1,2,37
14,2019,2,2,813
14,2019,3,2,409
14,2019,4,2,29
14,2019,0,3,12174
14,2019,1,3,605
14,2019,2,3,3063
14,2019,3,3,4980
14,2019,4,3,3526
14,2019,0,4,7713
14,2019,1,4,141
14,2019,2,4,4769
14,2019,3,4,2557
14,2019,4,4,246
14,2020,0,0,29872
14,2020,1,0,986
14,2020,2,0,11200
14,2020,3,0,10753
14,2020,4,0,6933
14,2020,0,1,8136
14,2020,1,1,240
14,2020,2,1,2225
14,2020,3,1,2737
14,2020,4,1,2934
14,2020,0,2,1322
14,2020,1,2,35
14,2020,2,2,844
14,2020,3,2,413
14,2020,4,2,30
14,2020,0,3,12490
14,2020,1,3,577
14,2020,2,3,3180
14,2020,3,3,5024
14,2020,4,3,3710
14,2020,0,4,7924
14,2020,1,4,134
14,2020,2,4,4951
14,2020,3,4,2580
14,2020,4,4,259
14,2021,0,0,30268
14,2021,1,0,948
14,2021,2,0,11266
14,2021,3,0,10846
14,2021,4,0,7207
14,2021,0,1,8276
14,2021,1,1,228
14,2021,2,1,2238
14,2021,3,1,2760
14,2021,4,1,3050
14,2021,0,2,1330
14,2021,1,2,33
14,2021,2,2,848
14,2021,3,2,416
14,2021,4,2,32
14,2021,0,3,12684
14,2021,1,3,559
14,2021,2,3,3202
14,2021,3,3,5068
14,2021,4,3,3856
14,2021,0,4,7978
14,2021,1,4,128
14,2021,2,4,4978
14,2021,3,4,2602
14,2021,4,4,269
14,2022,0,0,31234
14,2022,1,0,952
14,2022,2,0,11501
14,2022,3,0,11152
14,2022,4,0,7629
14,2022,0,1,8577
14,2022,1,1,227
14,2022,2,1,2283
14,2022,3,1,2838
14,2022,4,1,3229
14,2022,0,2,1360
14,2022,1,2,33
14,2022,2,2,866
14,2022,3,2,428
14,2022,4,2,34
14,2022,0,3,13129
14,2022,1,3,564
14,2022,2,3,3272
14,2022,3,3,5210
14,2022,4,3,4082
14,2022,0,4,8167
14,2022,1,4,127
14,2022,2,4,5080
14,2022,3,4,2675
14,2022,4,4,285
14,2023,0,0,31816
14,2023,1,0,960
14,2023,2,0,11601
14,2023,3,0,11307
14,2023,4,0,7947
14,2023,0,1,8770
14,2023,1,1,227
14,2023,2,1,2302
14,2023,3,1,2878
14,2023,4,1,3363
14,2023,0,2,1375
14,2023,1,2,33
14,2023,2,2,873
14,2023,3,2,434
14,2023,4,2,35
14,2023,0,3,13413
14,2023,1,3,574
14,2023,2,3,3304
14,2023,3,3,5283
14,2023,4,3,4252
14,2023,0,4,8258
14,2023,1,4,127
14,2023,2,4,5122
14,2023,3,4,2713
14,2023,4,4,297
14,2024,0,0,32795
14,2024,1,0,969
14,2024,2,0,11896
14,2024,3,0,11581
14,2024,4,0,8348
14,2024,0,1,9066
14,2024,1,1,226
14,2024,2,1,2360
14,2024,3,1,2947
14,2024,4,1,3533
14,2024,0,2,1409
14,2024,1,2,33
14,2024,2,2,895
14,2024,3,2,445
14,2024,4,2,37
14,2024,0,3,13853
14,2024,1,3,583
14,2024,2,3,3392
14,2024,3,3,5411
14,2024,4,3,4467
14,2024,0,4,8467
14,2024,1,4,127
14,2024,2,4,5250
14,2024,3,4,2778
14,2024,4,4,312
14,2025,0,0,33327
14,2025,1,0,991
14,2025,2,0,11909
14,2025,3,0,11780
14,2025,4,0,8647
14,2025,0,1,9247
14,2025,1,1,229
14,2025,2,1,2361
14,2025,3,1,2998
14,2025,4,1,3660
14,2025,0,2,1419
14,2025,1,2,33
14,2025,2,2,895
14,2025,3,2,452
14,2025,4,2,38
14,2025,0,3,14130
14,2025,1,3,600
14,2025,2,3,3399
14,2025,3,3,5504
14,2025,4,3,4627
14,2025,0,4,8531
14,2025,1,4,128
14,2025,2,4,5253
14,2025,3,4,2826
14,2025,4,4,323
14,2026,0,0,33856
14,2026,1,0,996
14,2026,2,0,11999
14,2026,3,0,11943
14,2026,4,0,8918
14,2026,0,1,9419
14,2026,1,1,227
14,2026,2,1,2378
14,2026,3,1,3040
14,2026,4,1,3774
14,2026,0,2,1432
14,2026,1,2,33
14,2026,2,2,902
14,2026,3,2,458
14,2026,4,2,39
14,2026,0,3,14388
14,2026,1,3,608
14,2026,2,3,3429
14,2026,3,3,5580
14,2026,4,3,4772
14,2026,0,4,8616
14,2026,1,4,128
14,2026,2,4,5291
14,2026,3,4,2865
14,2026,4,4,333
14,2027,0,0,34429
14,2027,1,0,980
14,2027,2,0,12146
14,2027,3,0,12075
14,2027,4,0,9228
14,2027,0,1,9605
14,2027,1,1,221
14,2027,2,1,2406
14,2027,3,1,3073
14,2027,4,1,3905
14,2027,0,2,1449
14,2027,1,2,32
14,2027,2,2,912
14,2027,3,2,464
14,2027,4,2,41
14,2027,0,3,14656
14,2027,1,3,603
14,2027,2,3,3474
14,2027,3,3,5642
14,2027,4,3,4937
14,2027,0,4,8719
14,2027,1,4,124
14,2027,2,4,5353
14,2027,3,4,2897
14,2027,4,4,345
14,2028,0,0,35020
14,2028,1,0,968
14,2028,2,0,12319
14,2028,3,0,12231
14,2028,4,0,9502
14,2028,0,1,9789
14,2028,1,1,216
14,2028,2,1,2439
14,2028,3,1,3113
14,2028,4,1,4021
14,2028,0,2,1468
14,2028,1,2,32
14,2028,2,2,925
14,2028,3,2,470
14,2028,4,2,42
14,2028,0,3,14926
14,2028,1,3,600
14,2028,2,3,3528
14,2028,3,3,5715
14,2028,4,3,5084
14,2028,0,4,8837
14,2028,1,4,121
14,2028,2,4,5427
14,2028,3,4,2934
14,2028,4,4,355
14,2029,0,0,35655
14,2029,1,0,957
14,2029,2,0,12475
14,2029,3,0,12413
14,2029,4,0,9809
14,2029,0,1,9990
14,2029,1,1,210
14,2029,2,1,2469
14,2029,3,1,3159
14,2029,4,1,4151
14,2029,0,2,1486
14,2029,1,2,31
14,2029,2,2,936
14,2029,3,2,476
14,2029,4,2,43
14,2029,0,3,15222
14,2029,1,3,598
14,2029,2,3,3576
14,2029,3,3,5799
14,2029,4,3,5249
14,2029,0,4,8956
14,2029,1,4,118
14,2029,2,4,5493
14,2029,3,4,2978
14,2029,4,4,366
14,2030,0,0,36356
14,2030,1,0,939
14,2030,2,0,12652
14,2030,3,0,12665
14,2030,4,0,10100
14,2030,0,1,10204
14,2030,1,1,204
14,2030,2,1,2503
14,2030,3,1,3223
14,2030,4,1,4275
14,2030,0,2,1509
14,2030,1,2,30
14,2030,2,2,949
14,2030,3,2,486
14,2030,4,2,44
14,2030,0,3,15544
14,2030,1,3,591
14,2030,2,3,3631
14,2030,3,3,5917
14,2030,4,3,5404
14,2030,0,4,9099
14,2030,1,4,114
14,2030,2,4,5569
14,2030,3,4,3038
14,2030,4,4,377
14,2031,0,0,37008
14,2031,1,0,925
14,2031,2,0,12784
14,2031,3,0,12976
14,2031,4,0,10323
14,2031,0,1,10397
14,2031,1,1,197
14,2031,2,1,2529
14,2031,3,1,3302
14,2031,4,1,4369
14,2031,0,2,1531
14,2031,1,2,29
14,2031,2,2,959
14,2031,3,2,498
14,2031,4,2,45
14,2031,0,3,15850
14,2031,1,3,588
14,2031,2,3,3676
14,2031,3,3,6062
14,2031,4,3,5523
14,2031,0,4,9230
14,2031,1,4,111
14,2031,2,4,5620
14,2031,3,4,3113
14,2031,4,4,385
14,2032,0,0,37684
14,2032,1,0,907
14,2032,2,0,12903
14,2032,3,0,13307
14,2032,4,0,10566
14,2032,0,1,10600
14,2032,1,1,191
14,2032,2,1,2552
14,2032,3,1,3387
14,2032,4,1,4472
14,2032,0,2,1552
14,2032,1,2,28
14,2032,2,2,967
14,2032,3,2,511
14,2032,4,2,46
14,2032,0,3,16170
14,2032,1,3,582
14,2032,2,3,3718
14,2032,3,3,6217
14,2032,4,3,5653
14,2032,0,4,9360
14,2032,1,4,107
14,2032,2,4,5666
14,2032,3,4,3192
14,2032,4,4,395
14,2033,0,0,38331
14,2033,1,0,886
14,2033,2,0,13011
14,2033,3,0,13631
14,2033,4,0,10804
14,2033,0,1,10796
14,2033,1,1,183
14,2033,2,1,2572
14,2033,3,1,3469
14,2033,4,1,4572
14,2033,0,2,1573
14,2033,1,2,27
14,2033,2,2,975
14,2033,3,2,523
14,2033,4,2,47
14,2033,0,3,16479
14,2033,1,3,573
14,2033,2,3,3757
14,2033,3,3,6368
14,2033,4,3,5781
14,2033,0,4,9483
14,2033,1,4,103
14,2033,2,4,5707
14,2033,3,4,3270
14,2033,4,4,403
14,2034,0,0,38980
14,2034,1,0,884
14,2034,2,0,13010
14,2034,3,0,14009
14,2034,4,0,11077
14,2034,0,1,11004
14,2034,1,1,179
14,2034,2,1,2571
14,2034,3,1,3565
14,2034,4,1,4688
14,2034,0,2,1587
14,2034,1,2,26
14,2034,2,2,975
14,2034,3,2,538
14,2034,4,2,49
14,2034,0,3,16814
14,2034,1,3,578
14,2034,2,3,3764
14,2034,3,3,6545
14,2034,4,3,5927
14,2034,0,4,9575
14,2034,1,4,101
14,2034,2,4,5700
14,2034,3,4,3361
14,2034,4,4,414
14,2035,0,0,39634
14,2035,1,0,874
14,2035,2,0,12947
14,2035,3,0,14344
14,2035,4,0,11468
14,2035,0,1,11237
14,2035,1,1,174
14,2035,2,1,2558
14,2035,3,1,3650
14,2035,4,1,4854
14,2035,0,2,1596
14,2035,1,2,25
14,2035,2,2,970
14,2035,3,2,551
14,2035,4,2,50
14,2035,0,3,17168
14,2035,1,3,577
14,2035,2,3,3753
14,2035,3,3,6702
14,2035,4,3,6136
14,2035,0,4,9633
14,2035,1,4,98
14,2035,2,4,5665
14,2035,3,4,3441
14,2035,4,4,428
14,2036,0,0,40258
14,2036,1,0,860
14,2036,2,0,12945
14,2036,3,0,14635
14,2036,4,0,11819
14,2036,0,1,11452
14,2036,1,1,168
14,2036,2,1,2557
14,2036,3,1,3724
14,2036,4,1,5002
14,2036,0,2,1608
14,2036,1,2,25
14,2036,2,2,969
14,2036,3,2,562
14,2036,4,2,52
14,2036,0,3,17494
14,2036,1,3,573
14,2036,2,3,3760
14,2036,3,3,6838
14,2036,4,3,6324
14,2036,0,4,9705
14,2036,1,4,94
14,2036,2,4,5658
14,2036,3,4,3511
14,2036,4,4,441
14,2037,0,0,40877
14,2037,1,0,853
14,2037,2,0,12879
14,2037,3,0,15051
14,2037,4,0,12094
14,2037,0,1,11656
14,2037,1,1,164
14,2037,2,1,2543
14,2037,3,1,3830
14,2037,4,1,5118
14,2037,0,2,1619
14,2037,1,2,24
14,2037,2,2,964
14,2037,3,2,578
14,2037,4,2,53
14,2037,0,3,17826
14,2037,1,3,574
14,2037,2,3,3749
14,2037,3,3,7032
14,2037,4,3,6471
14,2037,0,4,9776
14,2037,1,4,92
14,2037,2,4,5622
14,2037,3,4,3611
14,2037,4,4,452
14,2038,0,0,41486
14,2038,1,0,844
14,2038,2,0,12745
14,2038,3,0,15521
14,2038,4,0,12376
14,2038,0,1,11863
14,2038,1,1,158
14,2038,2,1,2516
14,2038,3,1,3950
14,2038,4,1,5238
14,2038,0,2,1627
14,2038,1,2,23
14,2038,2,2,954
14,2038,3,2,596
14,2038,4,2,54
14,2038,0,3,18164
14,2038,1,3,573
14,2038,2,3,3718
14,2038,3,3,7251
14,2038,4,3,6622
14,2038,0,4,9832
14,2038,1,4,89
14,2038,2,4,5557
14,2038,3,4,3723
14,2038,4,4,462
14,2039,0,0,42087
14,2039,1,0,829
14,2039,2,0,12675
14,2039,3,0,15936
14,2039,4,0,12647
14,2039,0,1,12062
14,2039,1,1,152
14,2039,2,1,2502
14,2039,3,1,4056
14,2039,4,1,5352
14,2039,0,2,1638
14,2039,1,2,22
14,2039,2,2,949
14,2039,3,2,612
14,2039,4,2,56
14,2039,0,3,18486
14,2039,1,3,569
14,2039,2,3,3705
14,2039,3,3,7445
14,2039,4,3,6767
14,2039,0,4,9901
14,2039,1,4,85
14,2039,2,4,5520
14,2039,3,4,3823
14,2039,4,4,472
14,2040,0,0,42661
14,2040,1,0,820
14,2040,2,0,12589
14,2040,3,0,16329
14,2040,4,0,12923
14,2040,0,1,12256
14,2040,1,1,147
14,2040,2,1,2484
14,2040,3,1,4156
14,2040,4,1,5469
14,2040,0,2,1647
14,2040,1,2,22
14,2040,2,2,942
14,2040,3,2,627
14,2040,4,2,57
14,2040,0,3,18799
14,2040,1,3,569
14,2040,2,3,3687
14,2040,3,3,7629
14,2040,4,3,6914
14,2040,0,4,9958
14,2040,1,4,83
14,2040,2,4,5476
14,2040,3,4,3917
14,2040,4,4,483
14,2041,0,0,43312
14,2041,1,0,820
14,2041,2,0,12643
14,2041,3,0,16618
14,2041,4,0,13230
14,2041,0,1,12471
14,2041,1,1,147
14,2041,2,1,2495
14,2041,3,1,4229
14,2041,4,1,5599
14,2041,0,2,1663
14,2041,1,2,22
14,2041,2,2,946
14,2041,3,2,638
14,2041,4,2,58
14,2041,0,3,19115
14,2041,1,3,569
14,2041,2,3,3703
14,2041,3,3,7764
14,2041,4,3,7079
14,2041,0,4,10063
14,2041,1,4,83
14,2041,2,4,5499
14,2041,3,4,3987
14,2041,4,4,494
14,2042,0,0,43930
14,2042,1,0,827
14,2042,2,0,12725
14,2042,3,0,16849
14,2042,4,0,13529
14,2042,0,1,12673
14,2042,1,1,148
14,2042,2,1,2511
14,2042,3,1,4288
14,2042,4,1,5726
14,2042,0,2,1680
14,2042,1,2,22
14,2042,2,2,952
14,2042,3,2,647
14,2042,4,2,59
14,2042,0,3,19411
14,2042,1,3,574
14,2042,2,3,3727
14,2042,3,3,7872
14,2042,4,3,7239
14,2042,0,4,10166
14,2042,1,4,83
14,2042,2,4,5535
14,2042,3,4,4042
14,2042,4,4,505
14,2043,0,0,44529
14,2043,1,0,840
14,2043,2,0,12807
14,2043,3,0,17096
14,2043,4,0,13786
14,2043,0,1,12863
14,2043,1,1,151
14,2043,2,1,2527
14,2043,3,1,4351
14,2043,4,1,5834
14,2043,0,2,1697
14,2043,1,2,22
14,2043,2,2,958
14,2043,3,2,656
14,2043,4,2,61
14,2043,0,3,19697
14,2043,1,3,582
14,2043,2,3,3751
14,2043,3,3,7988
14,2043,4,3,7376
14,2043,0,4,10272
14,2043,1,4,85
14,2043,2,4,5571
14,2043,3,4,4101
14,2043,4,4,515
14,2044,0,0,45143
14,2044,1,0,849
14,2044,2,0,12893
14,2044,3,0,17333
14,2044,4,0,14068
14,2044,0,1,13062
14,2044,1,1,152
14,2044,2,1,2544
14,2044,3,1,4411
14,2044,4,1,5954
14,2044,0,2,1714
14,2044,1,2,22
14,2044,2,2,965
14,2044,3,2,665
14,2044,4,2,62
14,2044,0,3,19990
14,2044,1,3,589
14,2044,2,3,3776
14,2044,3,3,8098
14,2044,4,3,7527
14,2044,0,4,10377
14,2044,1,4,86
14,2044,2,4,5608
14,2044,3,4,4158
14,2044,4,4,525
14,2045,0,0,45738
14,2045,1,0,862
14,2045,2,0,12990
14,2045,3,0,17496
14,2045,4,0,14390
14,2045,0,1,13261
14,2045,1,1,155
14,2045,2,1,2564
14,2045,3,1,4453
14,2045,4,1,6090
14,2045,0,2,1729
14,2045,1,2,23
14,2045,2,2,972
14,2045,3,2,672
14,2045,4,2,63
14,2045,0,3,20276
14,2045,1,3,598
14,2045,2,3,3805
14,2045,3,3,8174
14,2045,4,3,7700
14,2045,0,4,10472
14,2045,1,4,87
14,2045,2,4,5650
14,2045,3,4,4197
14,2045,4,4,537
14,2046,0,0,46330
14,2046,1,0,877
14,2046,2,0,13059
14,2046,3,0,17740
14,2046,4,0,14653
14,2046,0,1,13451
14,2046,1,1,157
14,2046,2,1,2577
14,2046,3,1,4515
14,2046,4,1,6201
14,2046,0,2,1745
14,2046,1,2,23
14,2046,2,2,977
14,2046,3,2,681
14,2046,4,2,64
14,2046,0,3,20562
14,2046,1,3,609
14,2046,2,3,3825
14,2046,3,3,8288
14,2046,4,3,7840
14,2046,0,4,10572
14,2046,1,4,88
14,2046,2,4,5681
14,2046,3,4,4256
14,2046,4,4,547
14,2047,0,0,46912
14,2047,1,0,888
14,2047,2,0,13090
14,2047,3,0,18021
14,2047,4,0,14914
14,2047,0,1,13640
14,2047,1,1,159
14,2047,2,1,2583
14,2047,3,1,4586
14,2047,4,1,6312
14,2047,0,2,1760
14,2047,1,2,23
14,2047,2,2,979
14,2047,3,2,692
14,2047,4,2,66
14,2047,0,3,20849
14,2047,1,3,616
14,2047,2,3,3834
14,2047,3,3,8420
14,2047,4,3,7980
14,2047,0,4,10663
14,2047,1,4,89
14,2047,2,4,5694
14,2047,3,4,4323
14,2047,4,4,557
14,2048,0,0,47499
14,2048,1,0,895
14,2048,2,0,13140
14,2048,3,0,18303
14,2048,4,0,15162
14,2048,0,1,13828
14,2048,1,1,161
14,2048,2,1,2593
14,2048,3,1,4658
14,2048,4,1,6417
14,2048,0,2,1776
14,2048,1,2,23
14,2048,2,2,983
14,2048,3,2,703
14,2048,4,2,67
14,2048,0,3,21133
14,2048,1,3,621
14,2048,2,3,3848
14,2048,3,3,8551
14,2048,4,3,8112
14,2048,0,4,10763
14,2048,1,4,90
14,2048,2,4,5715
14,2048,3,4,4391
14,2048,4,4,566
14,2049,0,0,48085
14,2049,1,0,900
14,2049,2,0,13188
14,2049,3,0,18538
14,2049,4,0,15460
14,2049,0,1,14025
14,2049,1,1,161
14,2049,2,1,2602
14,2049,3,1,4718
14,2049,4,1,6543
14,2049,0,2,1790
14,2049,1,2,24
14,2049,2,2,987
14,2049,3,2,712
14,2049,4,2,68
14,2049,0,3,21419
14,2049,1,3,624
14,2049,2,3,3862
14,2049,3,3,8661
14,2049,4,3,8272
14,2049,0,4,10852
14,2049,1,4,91
14,2049,2,4,5736
14,2049,3,4,4447
14,2049,4,4,577
14,2050,0,0,48678
14,2050,1,0,903
14,2050,2,0,13217
14,2050,3,0,18759
14,2050,4,0,15799
14,2050,0,1,14231
14,2050,1,1,162
14,2050,2,1,2608
14,2050,3,1,4774
14,2050,4,1,6686
14,2050,0,2,1802
14,2050,1,2,24
14,2050,2,2,989
14,2050,3,2,720
14,2050,4,2,69
14,2050,0,3,21715
14,2050,1,3,626
14,2050,2,3,3871
14,2050,3,3,8765
14,2050,4,3,8453
14,2050,0,4,10930
14,2050,1,4,91
14,2050,2,4,5749
14,2050,3,4,4500
14,2050,4,4,590
