place_fips,year,size_class,months_reported,buildings,units
0845970,2025,5+ units,9,33,970
0846355,2010,1-unit,12,13,13
0846355,2010,2-units,12,0,0
0846355,2010,3-4 units,12,0,0
0846355,2010,5+ units,12,0,0
0846355,2011,1-unit,12,98,98
0846355,2011,2-units,12,0,0
0846355,2011,3-4 units,12,0,0
0846355,2011,5+ units,12,0,0
0846355,2012,1-unit,12,117,117
0846355,2012,2-units,12,0,0
0846355,2012,3-4 units,12,0,0
0846355,2012,5+ units,12,2,60
0846355,2013,1-unit,0,140,140
0846355,2013,2-units,0,0,0
0846355,2013,3-4 units,0,0,0
0846355,2013,5+ units,0,3,90
0846355,2014,1-unit,12,63,63
0846355,2014,2-units,12,0,0
0846355,2014,3-4 units,12,0,0
0846355,2014,5+ units,12,0,0
0846355,2015,1-unit,12,73,73
0846355,2015,2-units,12,0,0
0846355,2015,3-4 units,12,0,0
0846355,2015,5+ units,12,5,128
0846355,2016,1-unit,12,45,45
0846355,2016,2-units,12,0,0
0846355,2016,3-4 units,12,0,0
0846355,2016,5+ units,12,7,225
0846355,2017,1-unit,12,43,43
0846355,2017,2-units,12,0,0
0846355,2017,3-4 units,12,0,0
0846355,2017,5+ units,12,0,0
0846355,2018,1-unit,12,17,17
0846355,2018,2-units,12,0,0
0846355,2018,3-4 units,12,0,0
0846355,2018,5+ units,12,1,12
0846355,2019,1-unit,12,32,32
0846355,2019,2-units,12,0,0
0846355,2019,3-4 units,12,0,0
0846355,2019,5+ units,12,0,0
0846355,2020,1-unit,12,35,35
0846355,2020,2-units,12,0,0
0846355,2020,3-4 units,12,0,0
0846355,2020,5+ units,12,1,12
0846355,2021,1-unit,12,13,13
0846355,2021,2-units,12,0,0
0846355,2021,3-4 units,12,0,0
0846355,2021,5+ units,12,0,0
0846355,2022,1-unit,12,141,141
0846355,2022,2-units,12,0,0
0846355,2022,3-4 units,12,0,0
0846355,2022,5+ units,12,2,24
0846355,2023,1-unit,12,233,233
0846355,2023,2-units,12,0,0
0846355,2023,3-4 units,12,0,0
0846355,2023,5+ units,12,0,0
0846355,2024,1-unit,12,89,89
0846355,2024,2-units,12,0,0
0846355,2024,3-4 units,12,0,0
0846355,2024,5+ units,12,0,0
0846355,2025,1-unit,12,43,43
0846355,2025,2-units,12,0,0
0846355,2025,3-4 units,12,0,0
0846355,2025,5+ units,12,0,0
0875640,2010,1-unit,12,1,1
0875640,2010,2-units,12,0,0
0875640,2010,3-4 units,12,0,0
0875640,2010,5+ units,12,0,0
0875640,2011,1-unit,12,1,1
0875640,2011,2-units,12,0,0
0875640,2011,3-4 units,12,0,0
0875640,2011,5+ units,12,0,0
0875640,2012,1-unit,12,1,1
0875640,2012,2-units,12,0,0
0875640,2012,3-4 units,12,0,0
0875640,2012,5+ units,12,0,0
0875640,2013,1-unit,12,8,8
0875640,2013,2-units,12,0,0
0875640,2013,3-4 units,12,0,0
0875640,2013,5+ units,12,0,0
0875640,2014,1-unit,12,17,17
0875640,2014,2-units,12,0,0
0875640,2014,3-4 units,12,0,0
0875640,2014,5+ units,12,0,0
0875640,2015,1-unit,12,69,69
0875640,2015,2-units,12,0,0
0875640,2015,3-4 units,12,0,0
0875640,2015,5+ units,12,0,0
0875640,2016,1-unit,12,33,33
0875640,2016,2-units,12,0,0
0875640,2016,3-4 units,12,0,0
0875640,2016,5+ units,12,0,0
0875640,2017,1-unit,12,76,76
0875640,2017,2-units,12,0,0
0875640,2017,3-4 units,12,0,0
0875640,2017,5+ units,12,0,0
0875640,2018,1-unit,12,66,66
0875640,2018,2-units,12,0,0
0875640,2018,3-4 units,12,0,0
0875640,2018,5+ units,12,0,0
0875640,2019,1-unit,12,74,74
0875640,2019,2-units,12,0,0
0875640,2019,3-4 units,12,0,0
0875640,2019,5+ units,12,0,0
0875640,2020,1-unit,12,20,20
0875640,2020,2-units,12,13,26
0875640,2020,3-4 units,12,10,35
0875640,2020,5+ units,12,0,0
0875640,2021,1-unit,12,34,34
0875640,2021,2-units,12,19,38
0875640,2021,3-4 units,12,13,43
0875640,2021,5+ units,12,9,49
0875640,2022,1-unit,12,93,93
0875640,2022,2-units,12,7,14
0875640,2022,3-4 units,12,7,24
0875640,2022,5+ units,12,5,39
0875640,2023,1-unit,12,89,89
0875640,2023,2-units,12,2,4
0875640,2023,3-4 units,12,5,15
0875640,2023,5+ units,12,5,25
0875640,2024,1-unit,12,105,105
0875640,2024,2-units,12,1,2
0875640,2024,3-4 units,12,11,44
0875640,2024,5+ units,12,1,6
0875640,2025,1-unit,12,72,72
0875640,2025,2-units,12,0,0
0875640,2025,3-4 units,12,1,4
0875640,2025,5+ units,12,3,261
0952000,2010,1-unit,12,23,23
0952000,2010,2-units,12,1,2
0952000,2010,3-4 units,12,1,3
0952000,2010,5+ units,12,1,450
0952000,2011,1-unit,12,108,108
0952000,2011,2-units,12,16,32
0952000,2011,3-4 units,12,25,89
0952000,2011,5+ units,12,0,0
0952000,2012,1-unit,12,85,85
0952000,2012,2-units,12,6,12
0952000,2012,3-4 units,12,0,0
0952000,2012,5+ units,12,0,0
0952000,2013,1-unit,12,15,15
0952000,2013,2-units,12,7,14
0952000,2013,3-4 units,12,1,4
0952000,2013,5+ units,12,1,6
0952000,2014,1-unit,12,24,24
0952000,2014,2-units,12,2,4
0952000,2014,3-4 units,12,9,36
0952000,2014,5+ units,12,12,348
0952000,2015,1-unit,12,8,8
0952000,2015,2-units,12,0,0
0952000,2015,3-4 units,12,6,22
0952000,2015,5+ units,12,1,232
0952000,2016,1-unit,12,7,7
0952000,2016,2-units,12,0,0
0952000,2016,3-4 units,12,2,7
0952000,2016,5+ units,12,6,213
0952000,2017,1-unit,12,6,6
0952000,2017,2-units,12,2,4
0952000,2017,3-4 units,12,0,0
0952000,2017,5+ units,12,1,14
0952000,2018,1-unit,12,4,4
0952000,2018,2-units,12,9,18
0952000,2018,3-4 units,12,0,0
0952000,2018,5+ units,12,4,438
0952000,2019,1-unit,12,4,4
0952000,2019,2-units,12,26,52
0952000,2019,3-4 units,12,7,22
0952000,2019,5+ units,12,5,621
0952000,2020,1-unit,12,16,16
0952000,2020,2-units,12,11,22
0952000,2020,3-4 units,12,0,0
0952000,2020,5+ units,12,10,700
0952000,2021,1-unit,12,13,13
0952000,2021,2-units,12,4,8
0952000,2021,3-4 units,12,0,0
0952000,2021,5+ units,12,2,278
0952000,2022,1-unit,12,10,10
0952000,2022,2-units,12,4,8
0952000,2022,3-4 units,12,0,0
0952000,2022,5+ units,12,11,483
0952000,2023,1-unit,12,8,8
0952000,2023,2-units,12,9,18
0952000,2023,3-4 units,12,8,30
0952000,2023,5+ units,12,21,505
0952000,2024,1-unit,12,10,10
0952000,2024,2-units,12,3,6
0952000,2024,3-4 units,12,10,40
0952000,2024,5+ units,12,10,465
0952000,2025,1-unit,12,10,10
0952000,2025,2-units,12,14,28
0952000,2025,3-4 units,12,7,27
0952000,2025,5+ units,12,8,564
1225175,2010,1-unit,1,45,45
1225175,2010,2-units,1,0,0
1225175,2010,3-4 units,1,0,0
1225175,2010,5+ units,1,13,123
1225175,2011,1-unit,1,43,43
1225175,2011,2-units,1,0,0
1225175,2011,3-4 units,1,0,0
1225175,2011,5+ units,1,13,148
1225175,2012,1-unit,0,51,51
1225175,2012,2-units,0,0,0
1225175,2012,3-4 units,0,0,0
1225175,2012,5+ units,0,19,225
1225175,2013,1-unit,0,63,63
1225175,2013,2-units,0,0,0
1225175,2013,3-4 units,0,0,0
1225175,2013,5+ units,0,18,240
1225175,2014,1-unit,0,67,67
1225175,2014,2-units,0,0,0
1225175,2014,3-4 units,0,0,0
1225175,2014,5+ units,0,20,263
1225175,2015,1-unit,0,71,71
1225175,2015,2-units,0,0,0
1225175,2015,3-4 units,0,0,0
1225175,2015,5+ units,0,22,284
1225175,2016,1-unit,0,76,76
1225175,2016,2-units,0,0,0
1225175,2016,3-4 units,0,0,0
1225175,2016,5+ units,0,21,247
1225175,2017,1-unit,12,118,118
1225175,2017,2-units,12,0,0
1225175,2017,3-4 units,12,0,0
1225175,2017,5+ units,12,6,1200
1225175,2018,1-unit,5,128,128
1225175,2018,2-units,5,0,0
1225175,2018,3-4 units,5,1,3
1225175,2018,5+ units,5,7,811
1225175,2019,1-unit,0,129,129
1225175,2019,2-units,0,0,0
1225175,2019,3-4 units,0,0,0
1225175,2019,5+ units,0,12,1085
1225175,2020,1-unit,0,149,149
1225175,2020,2-units,0,0,0
1225175,2020,3-4 units,0,0,0
1225175,2020,5+ units,0,12,906
1225175,2021,1-unit,0,171,171
1225175,2021,2-units,0,0,0
1225175,2021,3-4 units,0,0,0
1225175,2021,5+ units,0,12,1087
1225175,2022,1-unit,12,139,139
1225175,2022,2-units,12,0,0
1225175,2022,3-4 units,12,0,0
1225175,2022,5+ units,12,24,1170
1225175,2023,1-unit,12,236,236
1225175,2023,2-units,12,0,0
1225175,2023,3-4 units,12,2,7
1225175,2023,5+ units,12,4,537
1225175,2024,1-unit,12,296,296
1225175,2024,2-units,12,0,0
1225175,2024,3-4 units,12,0,0
1225175,2024,5+ units,12,17,922
1225175,2025,1-unit,12,218,218
1225175,2025,2-units,12,0,0
1225175,2025,3-4 units,12,0,0
1225175,2025,5+ units,12,28,2447
1724582,2010,1-unit,0,10,10
1724582,2010,2-units,0,0,0
1724582,2010,3-4 units,0,0,0
1724582,2010,5+ units,0,12,146
1724582,2011,1-unit,1,11,11
1724582,2011,2-units,1,0,0
1724582,2011,3-4 units,1,0,0
1724582,2011,5+ units,1,17,163
1724582,2012,1-unit,12,7,7
1724582,2012,2-units,12,0,0
1724582,2012,3-4 units,12,0,0
1724582,2012,5+ units,12,1,80
1724582,2013,1-unit,4,7,7
1724582,2013,2-units,4,0,0
1724582,2013,3-4 units,4,0,0
1724582,2013,5+ units,4,8,77
1724582,2014,1-unit,12,19,19
1724582,2014,2-units,12,1,2
1724582,2014,3-4 units,12,1,3
1724582,2014,5+ units,12,0,0
1724582,2015,1-unit,12,17,17
1724582,2015,2-units,12,0,0
1724582,2015,3-4 units,12,0,0
1724582,2015,5+ units,12,1,30
1724582,2016,1-unit,12,12,12
1724582,2016,2-units,12,0,0
1724582,2016,3-4 units,12,0,0
1724582,2016,5+ units,12,0,0
1724582,2017,1-unit,12,8,8
1724582,2017,2-units,12,2,4
1724582,2017,3-4 units,12,0,0
1724582,2017,5+ units,12,1,44
1724582,2018,1-unit,12,4,4
1724582,2018,2-units,12,4,8
1724582,2018,3-4 units,12,0,0
1724582,2018,5+ units,12,0,0
1724582,2019,1-unit,12,14,14
1724582,2019,2-units,12,6,12
1724582,2019,3-4 units,12,0,0
1724582,2019,5+ units,12,0,0
1724582,2020,1-unit,12,5,5
1724582,2020,2-units,12,0,0
1724582,2020,3-4 units,12,0,0
1724582,2020,5+ units,12,1,60
1724582,2021,1-unit,12,11,11
1724582,2021,2-units,12,1,2
1724582,2021,3-4 units,12,0,0
1724582,2021,5+ units,12,1,12
1724582,2022,1-unit,12,6,6
1724582,2022,2-units,12,0,0
1724582,2022,3-4 units,12,0,0
1724582,2022,5+ units,12,2,144
1724582,2023,1-unit,12,5,5
1724582,2023,2-units,12,0,0
1724582,2023,3-4 units,12,0,0
1724582,2023,5+ units,12,0,0
1724582,2024,1-unit,12,5,5
1724582,2024,2-units,12,0,0
1724582,2024,3-4 units,12,0,0
1724582,2024,5+ units,12,1,60
1724582,2025,1-unit,12,10,10
1724582,2025,2-units,12,0,0
1724582,2025,3-4 units,12,1,4
1724582,2025,5+ units,12,1,30
1938595,2010,1-unit,12,153,153
1938595,2010,2-units,12,1,2
1938595,2010,3-4 units,12,0,0
1938595,2010,5+ units,12,6,57
1938595,2011,1-unit,12,126,126
1938595,2011,2-units,12,0,0
1938595,2011,3-4 units,12,0,0
1938595,2011,5+ units,12,6,99
1938595,2012,1-unit,12,223,223
1938595,2012,2-units,12,2,4
1938595,2012,3-4 units,12,0,0
1938595,2012,5+ units,12,7,172
1938595,2013,1-unit,12,219,219
1938595,2013,2-units,12,0,0
1938595,2013,3-4 units,12,1,3
1938595,2013,5+ units,12,15,476
1938595,2014,1-unit,12,226,226
1938595,2014,2-units,12,1,2
1938595,2014,3-4 units,12,1,4
1938595,2014,5+ units,12,12,213
1938595,2015,1-unit,12,151,151
1938595,2015,2-units,12,0,0
1938595,2015,3-4 units,12,0,0
1938595,2015,5+ units,12,12,537
1938595,2016,1-unit,12,263,263
1938595,2016,2-units,12,1,2
1938595,2016,3-4 units,12,0,0
1938595,2016,5+ units,12,19,815
1938595,2017,1-unit,12,213,213
1938595,2017,2-units,12,0,0
1938595,2017,3-4 units,12,2,8
1938595,2017,5+ units,12,7,297
1938595,2018,1-unit,12,132,132
1938595,2018,2-units,12,0,0
1938595,2018,3-4 units,12,1,3
1938595,2018,5+ units,12,5,186
1938595,2019,1-unit,12,98,98
1938595,2019,2-units,12,0,0
1938595,2019,3-4 units,12,2,8
1938595,2019,5+ units,12,12,463
1938595,2020,1-unit,12,116,116
1938595,2020,2-units,12,4,8
1938595,2020,3-4 units,12,3,11
1938595,2020,5+ units,12,1,24
1938595,2021,1-unit,12,137,137
1938595,2021,2-units,12,3,6
1938595,2021,3-4 units,12,4,14
1938595,2021,5+ units,12,6,137
1938595,2022,1-unit,12,104,104
1938595,2022,2-units,12,1,2
1938595,2022,3-4 units,12,1,4
1938595,2022,5+ units,12,3,356
1938595,2023,1-unit,12,79,79
1938595,2023,2-units,12,2,4
1938595,2023,3-4 units,12,1,4
1938595,2023,5+ units,12,3,419
1938595,2024,1-unit,12,133,133
1938595,2024,2-units,12,0,0
1938595,2024,3-4 units,12,0,0
1938595,2024,5+ units,12,0,0
1938595,2025,1-unit,12,89,89
1938595,2025,2-units,12,0,0
1938595,2025,3-4 units,12,0,0
1938595,2025,5+ units,12,3,72
2205000,2010,1-unit,12,208,208
2205000,2010,2-units,12,0,0
2205000,2010,3-4 units,12,0,0
2205000,2010,5+ units,12,0,0
2205000,2011,1-unit,11,131,131
2205000,2011,2-units,11,28,56
2205000,2011,3-4 units,11,0,0
2205000,2011,5+ units,11,21,341
2205000,2012,1-unit,12,136,136
2205000,2012,2-units,12,0,0
2205000,2012,3-4 units,12,0,0
2205000,2012,5+ units,12,0,0
2205000,2013,1-unit,12,115,115
2205000,2013,2-units,12,0,0
2205000,2013,3-4 units,12,0,0
2205000,2013,5+ units,12,3,186
2205000,2014,1-unit,12,232,232
2205000,2014,2-units,12,0,0
2205000,2014,3-4 units,12,1,4
2205000,2014,5+ units,12,3,240
2205000,2015,1-unit,11,352,352
2205000,2015,2-units,11,0,0
2205000,2015,3-4 units,11,0,0
2205000,2015,5+ units,11,1,19
2205000,2016,1-unit,12,284,284
2205000,2016,2-units,12,0,0
2205000,2016,3-4 units,12,0,0
2205000,2016,5+ units,12,0,0
2205000,2017,1-unit,12,253,253
2205000,2017,2-units,12,0,0
2205000,2017,3-4 units,12,0,0
2205000,2017,5+ units,12,0,0
2205000,2018,1-unit,12,282,282
2205000,2018,2-units,12,5,10
2205000,2018,3-4 units,12,0,0
2205000,2018,5+ units,12,1,48
2205000,2019,1-unit,12,354,354
2205000,2019,2-units,12,0,0
2205000,2019,3-4 units,12,0,0
2205000,2019,5+ units,12,0,0
2205000,2020,1-unit,12,306,306
2205000,2020,2-units,12,0,0
2205000,2020,3-4 units,12,0,0
2205000,2020,5+ units,12,0,0
2205000,2021,1-unit,12,266,266
2205000,2021,2-units,12,0,0
2205000,2021,3-4 units,12,0,0
2205000,2021,5+ units,12,0,0
2205000,2022,1-unit,0,249,249
2205000,2022,2-units,0,0,0
2205000,2022,3-4 units,0,0,0
2205000,2022,5+ units,0,0,0
2205000,2023,1-unit,0,231,231
2205000,2023,2-units,0,0,0
2205000,2023,3-4 units,0,0,0
2205000,2023,5+ units,0,0,0
2205000,2024,1-unit,10,844,844
2205000,2024,2-units,10,41,82
2205000,2024,3-4 units,10,1,3
2205000,2024,5+ units,10,56,446
2205000,2025,1-unit,12,489,489
2205000,2025,2-units,12,1,2
2205000,2025,3-4 units,12,1,4
2205000,2025,5+ units,12,8,1205
2511000,2010,1-unit,12,8,8
2511000,2010,2-units,12,0,0
2511000,2010,3-4 units,12,0,0
2511000,2010,5+ units,12,1,30
2511000,2011,1-unit,12,14,14
2511000,2011,2-units,12,0,0
2511000,2011,3-4 units,12,0,0
2511000,2011,5+ units,12,1,20
2511000,2012,1-unit,12,33,33
2511000,2012,2-units,12,0,0
2511000,2012,3-4 units,12,0,0
2511000,2012,5+ units,12,2,359
2511000,2013,1-unit,11,16,16
2511000,2013,2-units,11,0,0
2511000,2013,3-4 units,11,0,0
2511000,2013,5+ units,11,7,979
2511000,2014,1-unit,12,31,31
2511000,2014,2-units,12,0,0
2511000,2014,3-4 units,12,0,0
2511000,2014,5+ units,12,4,254
2511000,2015,1-unit,10,39,39
2511000,2015,2-units,10,0,0
2511000,2015,3-4 units,10,1,3
2511000,2015,5+ units,10,13,493
2511000,2016,1-unit,3,31,31
2511000,2016,2-units,3,0,0
2511000,2016,3-4 units,3,0,0
2511000,2016,5+ units,3,10,161
2511000,2017,1-unit,6,33,33
2511000,2017,2-units,6,1,2
2511000,2017,3-4 units,6,0,0
2511000,2017,5+ units,6,8,272
2511000,2018,1-unit,5,34,34
2511000,2018,2-units,5,0,0
2511000,2018,3-4 units,5,0,0
2511000,2018,5+ units,5,10,640
2511000,2019,1-unit,0,34,34
2511000,2019,2-units,0,0,0
2511000,2019,3-4 units,0,0,0
2511000,2019,5+ units,0,13,601
2511000,2020,1-unit,0,35,35
2511000,2020,2-units,0,0,0
2511000,2020,3-4 units,0,0,0
2511000,2020,5+ units,0,13,511
2511000,2021,1-unit,0,43,43
2511000,2021,2-units,0,0,0
2511000,2021,3-4 units,0,0,0
2511000,2021,5+ units,0,17,618
2511000,2022,1-unit,0,36,36
2511000,2022,2-units,0,0,0
2511000,2022,3-4 units,0,0,0
2511000,2022,5+ units,0,15,507
2511000,2023,1-unit,12,11,11
2511000,2023,2-units,12,0,0
2511000,2023,3-4 units,12,1,4
2511000,2023,5+ units,12,1,106
2511000,2024,1-unit,12,23,23
2511000,2024,2-units,12,4,8
2511000,2024,3-4 units,12,0,0
2511000,2024,5+ units,12,2,458
2511000,2025,1-unit,12,16,16
2511000,2025,2-units,12,3,6
2511000,2025,3-4 units,12,1,3
2511000,2025,5+ units,12,2,34
2603000,2010,1-unit,1,96,96
2603000,2010,2-units,1,0,0
2603000,2010,3-4 units,1,0,0
2603000,2010,5+ units,1,9,45
2603000,2011,1-unit,12,14,14
2603000,2011,2-units,12,2,4
2603000,2011,3-4 units,12,0,0
2603000,2011,5+ units,12,2,273
2603000,2012,1-unit,12,12,12
2603000,2012,2-units,12,1,2
2603000,2012,3-4 units,12,0,0
2603000,2012,5+ units,12,0,0
2603000,2013,1-unit,12,27,27
2603000,2013,2-units,12,0,0
2603000,2013,3-4 units,12,2,8
2603000,2013,5+ units,12,5,190
2603000,2014,1-unit,12,22,22
2603000,2014,2-units,12,1,2
2603000,2014,3-4 units,12,0,0
2603000,2014,5+ units,12,0,0
2603000,2015,1-unit,12,17,17
2603000,2015,2-units,12,0,0
2603000,2015,3-4 units,12,0,0
2603000,2015,5+ units,12,0,0
2603000,2016,1-unit,12,25,25
2603000,2016,2-units,12,0,0
2603000,2016,3-4 units,12,0,0
2603000,2016,5+ units,12,0,0
2603000,2017,1-unit,12,105,105
2603000,2017,2-units,12,0,0
2603000,2017,3-4 units,12,2,7
2603000,2017,5+ units,12,0,0
2603000,2018,1-unit,12,126,126
2603000,2018,2-units,12,0,0
2603000,2018,3-4 units,12,0,0
2603000,2018,5+ units,12,0,0
2603000,2019,1-unit,12,96,96
2603000,2019,2-units,12,0,0
2603000,2019,3-4 units,12,0,0
2603000,2019,5+ units,12,0,0
2603000,2020,1-unit,12,96,96
2603000,2020,2-units,12,62,124
2603000,2020,3-4 units,12,0,0
2603000,2020,5+ units,12,1,34
2603000,2021,1-unit,12,175,175
2603000,2021,2-units,12,3,6
2603000,2021,3-4 units,12,9,36
2603000,2021,5+ units,12,1,10
2603000,2022,1-unit,12,135,135
2603000,2022,2-units,12,2,4
2603000,2022,3-4 units,12,0,0
2603000,2022,5+ units,12,0,0
2603000,2023,1-unit,12,161,161
2603000,2023,2-units,12,14,28
2603000,2023,3-4 units,12,0,0
2603000,2023,5+ units,12,3,33
2603000,2024,1-unit,11,28,28
2603000,2024,2-units,11,0,0
2603000,2024,3-4 units,11,1,4
2603000,2024,5+ units,11,3,262
2603000,2025,1-unit,10,48,48
2603000,2025,2-units,10,2,4
2603000,2025,3-4 units,10,0,0
2603000,2025,5+ units,10,6,505
2754880,2010,1-unit,12,200,200
2754880,2010,2-units,12,0,0
2754880,2010,3-4 units,12,1,4
2754880,2010,5+ units,12,2,138
2754880,2011,1-unit,12,195,195
2754880,2011,2-units,12,0,0
2754880,2011,3-4 units,12,0,0
2754880,2011,5+ units,12,1,24
2754880,2012,1-unit,12,299,299
2754880,2012,2-units,12,0,0
2754880,2012,3-4 units,12,0,0
2754880,2012,5+ units,12,1,62
2754880,2013,1-unit,12,323,323
2754880,2013,2-units,12,0,0
2754880,2013,3-4 units,12,1,4
2754880,2013,5+ units,12,1,40
2754880,2014,1-unit,12,352,352
2754880,2014,2-units,12,0,0
2754880,2014,3-4 units,12,3,12
2754880,2014,5+ units,12,2,122
2754880,2015,1-unit,12,359,359
2754880,2015,2-units,12,0,0
2754880,2015,3-4 units,12,0,0
2754880,2015,5+ units,12,31,1107
2754880,2016,1-unit,12,403,403
2754880,2016,2-units,12,6,12
2754880,2016,3-4 units,12,1,4
2754880,2016,5+ units,12,13,977
2754880,2017,1-unit,12,437,437
2754880,2017,2-units,12,2,4
2754880,2017,3-4 units,12,0,0
2754880,2017,5+ units,12,22,613
2754880,2018,1-unit,12,347,347
2754880,2018,2-units,12,0,0
2754880,2018,3-4 units,12,0,0
2754880,2018,5+ units,12,18,1068
2754880,2019,1-unit,12,296,296
2754880,2019,2-units,12,0,0
2754880,2019,3-4 units,12,0,0
2754880,2019,5+ units,12,13,478
2754880,2020,1-unit,12,296,296
2754880,2020,2-units,12,0,0
2754880,2020,3-4 units,12,0,0
2754880,2020,5+ units,12,5,129
2754880,2021,1-unit,12,251,251
2754880,2021,2-units,12,1,2
2754880,2021,3-4 units,12,0,0
2754880,2021,5+ units,12,2,372
2754880,2022,1-unit,12,234,234
2754880,2022,2-units,12,0,0
2754880,2022,3-4 units,12,13,52
2754880,2022,5+ units,12,12,795
2754880,2023,1-unit,12,241,241
2754880,2023,2-units,12,1,2
2754880,2023,3-4 units,12,1,4
2754880,2023,5+ units,12,6,545
2754880,2024,1-unit,12,193,193
2754880,2024,2-units,12,3,6
2754880,2024,3-4 units,12,1,4
2754880,2024,5+ units,12,26,915
2754880,2025,1-unit,12,240,240
2754880,2025,2-units,12,0,0
2754880,2025,3-4 units,12,0,0
2754880,2025,5+ units,12,4,208
3673000,2010,1-unit,12,15,15
3673000,2010,2-units,12,1,2
3673000,2010,3-4 units,12,0,0
3673000,2010,5+ units,12,1,13
3673000,2011,1-unit,12,61,61
3673000,2011,2-units,12,0,0
3673000,2011,3-4 units,12,0,0
3673000,2011,5+ units,12,2,275
3673000,2012,1-unit,0,68,68
3673000,2012,2-units,0,0,0
3673000,2012,3-4 units,0,0,0
3673000,2012,5+ units,0,2,412
3673000,2013,1-unit,12,6,6
3673000,2013,2-units,12,0,0
3673000,2013,3-4 units,12,0,0
3673000,2013,5+ units,12,2,78
3673000,2014,1-unit,12,15,15
3673000,2014,2-units,12,3,6
3673000,2014,3-4 units,12,3,12
3673000,2014,5+ units,12,7,183
3673000,2015,1-unit,2,11,11
3673000,2015,2-units,2,0,0
3673000,2015,3-4 units,2,4,12
3673000,2015,5+ units,2,11,280
3673000,2016,1-unit,12,4,4
3673000,2016,2-units,12,1,2
3673000,2016,3-4 units,12,0,0
3673000,2016,5+ units,12,5,273
3673000,2017,1-unit,6,7,7
3673000,2017,2-units,6,0,0
3673000,2017,3-4 units,6,0,0
3673000,2017,5+ units,6,10,518
3673000,2018,1-unit,12,13,13
3673000,2018,2-units,12,0,0
3673000,2018,3-4 units,12,4,16
3673000,2018,5+ units,12,4,97
3673000,2019,1-unit,12,10,10
3673000,2019,2-units,12,0,0
3673000,2019,3-4 units,12,0,0
3673000,2019,5+ units,12,0,0
3673000,2020,1-unit,12,3,3
3673000,2020,2-units,12,4,8
3673000,2020,3-4 units,12,0,0
3673000,2020,5+ units,12,0,0
3673000,2021,1-unit,12,17,17
3673000,2021,2-units,12,1,2
3673000,2021,3-4 units,12,0,0
3673000,2021,5+ units,12,0,0
3673000,2022,1-unit,0,11,11
3673000,2022,2-units,0,0,0
3673000,2022,3-4 units,0,0,0
3673000,2022,5+ units,0,0,0
3673000,2023,1-unit,12,17,17
3673000,2023,2-units,12,0,0
3673000,2023,3-4 units,12,1,3
3673000,2023,5+ units,12,0,0
3673000,2024,1-unit,12,28,28
3673000,2024,2-units,12,16,32
3673000,2024,3-4 units,12,0,0
3673000,2024,5+ units,12,2,230
3673000,2025,1-unit,12,10,10
3673000,2025,2-units,12,5,10
3673000,2025,3-4 units,12,2,7
3673000,2025,5+ units,12,7,1133
3711800,2010,1-unit,12,55,55
3711800,2010,2-units,12,1,2
3711800,2010,3-4 units,12,0,0
3711800,2010,5+ units,12,1,24
3711800,2011,1-unit,12,47,47
3711800,2011,2-units,12,0,0
3711800,2011,3-4 units,12,0,0
3711800,2011,5+ units,12,0,0
3711800,2012,1-unit,12,25,25
3711800,2012,2-units,12,0,0
3711800,2012,3-4 units,12,0,0
3711800,2012,5+ units,12,0,0
3711800,2013,1-unit,12,44,44
3711800,2013,2-units,12,0,0
3711800,2013,3-4 units,12,0,0
3711800,2013,5+ units,12,3,85
3711800,2014,1-unit,12,51,51
3711800,2014,2-units,12,0,0
3711800,2014,3-4 units,12,0,0
3711800,2014,5+ units,12,0,0
3711800,2015,1-unit,12,39,39
3711800,2015,2-units,12,35,70
3711800,2015,3-4 units,12,0,0
3711800,2015,5+ units,12,5,252
3711800,2016,1-unit,12,38,38
3711800,2016,2-units,12,2,4
3711800,2016,3-4 units,12,1,4
3711800,2016,5+ units,12,4,80
3711800,2017,1-unit,12,71,71
3711800,2017,2-units,12,4,8
3711800,2017,3-4 units,12,0,0
3711800,2017,5+ units,12,12,469
3711800,2018,1-unit,12,64,64
3711800,2018,2-units,12,5,10
3711800,2018,3-4 units,12,0,0
3711800,2018,5+ units,12,4,644
3711800,2019,1-unit,12,63,63
3711800,2019,2-units,12,1,2
3711800,2019,3-4 units,12,0,0
3711800,2019,5+ units,12,0,0
3711800,2020,1-unit,12,38,38
3711800,2020,2-units,12,0,0
3711800,2020,3-4 units,12,2,7
3711800,2020,5+ units,12,6,106
3711800,2021,1-unit,12,42,42
3711800,2021,2-units,12,5,10
3711800,2021,3-4 units,12,3,9
3711800,2021,5+ units,12,9,389
3711800,2022,1-unit,12,21,21
3711800,2022,2-units,12,3,6
3711800,2022,3-4 units,12,2,6
3711800,2022,5+ units,12,5,167
3711800,2023,1-unit,8,126,126
3711800,2023,2-units,8,3,6
3711800,2023,3-4 units,8,1,3
3711800,2023,5+ units,8,11,604
3711800,2024,1-unit,12,111,111
3711800,2024,2-units,12,5,10
3711800,2024,3-4 units,12,1,4
3711800,2024,5+ units,12,2,34
3711800,2025,1-unit,12,114,114
3711800,2025,2-units,12,1,2
3711800,2025,3-4 units,12,0,0
3711800,2025,5+ units,12,1,39
3719000,2010,1-unit,12,891,891
3719000,2010,2-units,12,2,4
3719000,2010,3-4 units,12,1,4
3719000,2010,5+ units,12,13,288
3719000,2011,1-unit,11,883,883
3719000,2011,2-units,11,1,2
3719000,2011,3-4 units,11,1,4
