year,district_code,district_name,county_name,unit_type,teacher_fte_published,teacher_fte_school_sum,teacher_fte_difference,staff_certificated_fte,staff_noncertificated_fte,pupil_teacher_ratio,schools_published,schools_elementary,schools_middle,schools_senior,schools_other,schools_in_sum,enrollment_published,enrollment_school_sum,graduation_rate,dropout_rate,source
2004,1020,CHEYENNE MOUNTAIN 12,EL PASO,district,,242.2311,,,,,,,,,,9,,4475,,,cde-school-sum
2004,1030,MANITOU SPRINGS 14,EL PASO,district,,92.9086,,,,,,,,,,4,,1331,,,cde-school-sum
2004,1040,ACADEMY 20,EL PASO,district,,1195.9389,,,,,,,,,,26,,19825,,,cde-school-sum
2004,1050,ELLICOTT 22,EL PASO,district,,60.298,,,,,,,,,,3,,966,,,cde-school-sum
2004,1060,PEYTON 23 JT,EL PASO,district,,49.0,,,,,,,,,,3,,629,,,cde-school-sum
2004,1070,HANOVER 28,EL PASO,district,,25.0,,,,,,,,,,2,,305,,,cde-school-sum
2004,1080,LEWIS-PALMER 38,EL PASO,district,,335.193,,,,,,,,,,9,,5610,,,cde-school-sum
2004,1110,FALCON 49,EL PASO,district,,540.0021,,,,,,,,,,13,,9909,,,cde-school-sum
2004,1120,EDISON 54 JT,EL PASO,district,,10.6276,,,,,,,,,,3,,129,,,cde-school-sum
2004,1130,MIAMI/YODER 60 JT,EL PASO,district,,26.9603,,,,,,,,,,2,,402,,,cde-school-sum
2004,1140,CANON CITY RE-1,FREMONT,district,,237.2362,,,,,,,,,,10,,4025,,,cde-school-sum
2004,1150,FLORENCE RE-2,FREMONT,district,,115.5109,,,,,,,,,,5,,1832,,,cde-school-sum
2004,1160,COTOPAXI RE-3,FREMONT,district,,25.8604,,,,,,,,,,3,,361,,,cde-school-sum
2004,1180,ROARING FORK RE-1,GARFIELD,district,,341.3,,,,,,,,,,13,,4993,,,cde-school-sum
2004,1195,GARFIELD RE-2,GARFIELD,district,,209.2891,,,,,,,,,,7,,3879,,,cde-school-sum
2004,1220,GARFIELD 16,GARFIELD,district,,61.2582,,,,,,,,,,4,,1000,,,cde-school-sum
2004,1330,GILPIN COUNTY RE-1,GILPIN,district,,31.9725,,,,,,,,,,2,,388,,,cde-school-sum
2004,1340,WEST GRAND 1-JT.,GRAND,district,,40.5837,,,,,,,,,,3,,520,,,cde-school-sum
2004,1350,EAST GRAND 2,GRAND,district,,97.4994,,,,,,,,,,6,,1304,,,cde-school-sum
2004,1360,GUNNISON WATERSHED RE1J,GUNNISON,district,,118.5175,,,,,,,,,,7,,1604,,,cde-school-sum
2004,1380,HINSDALE COUNTY RE 1,HINSDALE,district,,9.5345,,,,,,,,,,1,,83,,,cde-school-sum
2004,1390,HUERFANO RE-1,HUERFANO,district,,49.42,,,,,,,,,,5,,716,,,cde-school-sum
2004,1400,LA VETA RE-2,HUERFANO,district,,20.7044,,,,,,,,,,2,,258,,,cde-school-sum
2004,1410,NORTH PARK R-1,JACKSON,district,,20.4672,,,,,,,,,,2,,263,,,cde-school-sum
2004,1420,JEFFERSON COUNTY R-1,JEFFERSON,district,,4577.2275,,,,,,,,,,157,,86616,,,cde-school-sum
2004,1430,EADS RE-1,KIOWA,district,,21.065,,,,,,,,,,3,,205,,,cde-school-sum
2004,1440,PLAINVIEW RE-2,KIOWA,district,,8.0913,,,,,,,,,,2,,58,,,cde-school-sum
2004,1450,ARRIBA-FLAGLER C-20,KIT CARSON,district,,19.1964,,,,,,,,,,3,,226,,,cde-school-sum
2004,1460,HI-PLAINS R-23,KIT CARSON,district,,15.8301,,,,,,,,,,2,,125,,,cde-school-sum
2004,1480,STRATTON R-4,KIT CARSON,district,,20.1005,,,,,,,,,,3,,273,,,cde-school-sum
2004,1490,BETHUNE R-5,KIT CARSON,district,,14.3694,,,,,,,,,,2,,112,,,cde-school-sum
2004,1500,BURLINGTON RE-6J,KIT CARSON,district,,54.5416,,,,,,,,,,3,,826,,,cde-school-sum
2004,1510,LAKE COUNTY R-1,LAKE,district,,80.4316,,,,,,,,,,4,,1210,,,cde-school-sum
2004,1520,DURANGO 9-R,LA PLATA,district,,312.1811,,,,,,,,,,12,,4604,,,cde-school-sum
2004,1530,BAYFIELD 10 JT-R,LA PLATA,district,,75.793,,,,,,,,,,3,,1233,,,cde-school-sum
2004,1540,IGNACIO 11 JT,LA PLATA,district,,61.7919,,,,,,,,,,4,,738,,,cde-school-sum
2004,1550,POUDRE R-1,LARIMER,district,,1476.2949,,,,,,,,,,52,,25000,,,cde-school-sum
2004,1560,THOMPSON R-2J,LARIMER,district,,824.2849,,,,,,,,,,29,,14961,,,cde-school-sum
2004,1570,PARK (ESTES PARK) R-3,LARIMER,district,,95.0598,,,,,,,,,,4,,1260,,,cde-school-sum
2004,1580,TRINIDAD 1,LAS ANIMAS,district,,93.0057,,,,,,,,,,4,,1522,,,cde-school-sum
2004,1590,PRIMERO REORGANIZED 2,LAS ANIMAS,district,,17.4,,,,,,,,,,2,,246,,,cde-school-sum
2004,1600,HOEHNE REORGANIZED 3,LAS ANIMAS,district,,24.4339,,,,,,,,,,3,,358,,,cde-school-sum
2004,1620,AGUILAR REORGANIZED 6,LAS ANIMAS,district,,16.75,,,,,,,,,,2,,151,,,cde-school-sum
2004,1750,BRANSON REORGANIZED 82,LAS ANIMAS,district,,52.875,,,,,,,,,,3,,979,,,cde-school-sum
2004,1760,KIM REORGANIZED 88,LAS ANIMAS,district,,9.9022,,,,,,,,,,2,,63,,,cde-school-sum
2004,1780,GENOA-HUGO C113,LINCOLN,district,,21.3333,,,,,,,,,,3,,203,,,cde-school-sum
2004,1790,LIMON RE-4J,LINCOLN,district,,40.5,,,,,,,,,,2,,572,,,cde-school-sum
2004,1810,KARVAL RE-23,LINCOLN,district,,14.4221,,,,,,,,,,3,,167,,,cde-school-sum
2004,1828,VALLEY RE-1,LOGAN,district,,171.6352,,,,,,,,,,9,,2631,,,cde-school-sum
2004,1850,FRENCHMAN RE-3,LOGAN,district,,20.875,,,,,,,,,,2,,215,,,cde-school-sum
2004,1860,BUFFALO RE-4,LOGAN,district,,23.25,,,,,,,,,,2,,306,,,cde-school-sum
2004,1870,PLATEAU RE-5,LOGAN,district,,17.75,,,,,,,,,,2,,165,,,cde-school-sum
2004,1980,DE BEQUE 49JT,MESA,district,,21.1252,,,,,,,,,,2,,201,,,cde-school-sum
2004,1990,PLATEAU VALLEY 50,MESA,district,,37.5592,,,,,,,,,,4,,485,,,cde-school-sum
2004,2000,MESA COUNTY VALLEY 51,MESA,district,,1122.9562,,,,,,,,,,39,,20120,,,cde-school-sum
2004,2010,CREEDE CONSOLIDATED 1,MINERAL,district,,18.013,,,,,,,,,,2,,158,,,cde-school-sum
2004,2020,MOFFAT COUNTY RE:NO 1,MOFFAT,district,,145.9655,,,,,,,,,,9,,2402,,,cde-school-sum
2004,2035,MONTEZUMA-CORTEZ RE-1,MONTEZUMA,district,,205.4531,,,,,,,,,,12,,3288,,,cde-school-sum
2004,2055,DOLORES RE-4A,MONTEZUMA,district,,50.8069,,,,,,,,,,3,,693,,,cde-school-sum
2004,2070,MANCOS RE-6,MONTEZUMA,district,,35.5002,,,,,,,,,,3,,430,,,cde-school-sum
2004,2180,MONTROSE COUNTY RE-1J,MONTROSE,district,,347.6933,,,,,,,,,,14,,5796,,,cde-school-sum
2004,2190,WEST END RE-2,MONTROSE,district,,28.1302,,,,,,,,,,4,,402,,,cde-school-sum
2004,2395,BRUSH RE-2(J),MORGAN,district,,106.5768,,,,,,,,,,4,,1537,,,cde-school-sum
2004,2405,FORT MORGAN RE-3,MORGAN,district,,206.5057,,,,,,,,,,8,,3267,,,cde-school-sum
2004,2505,WELDON VALLEY RE-20(J),MORGAN,district,,18.1983,,,,,,,,,,3,,215,,,cde-school-sum
2004,2515,WIGGINS RE-50(J),MORGAN,district,,42.2139,,,,,,,,,,2,,620,,,cde-school-sum
2004,2520,EAST OTERO R-1,OTERO,district,,109.2514,,,,,,,,,,5,,1561,,,cde-school-sum
2004,2530,ROCKY FORD R-2,OTERO,district,,65.2406,,,,,,,,,,4,,843,,,cde-school-sum
2004,2535,MANZANOLA 3J,OTERO,district,,21.1334,,,,,,,,,,2,,204,,,cde-school-sum
2004,2540,FOWLER R-4J,OTERO,district,,32.0011,,,,,,,,,,3,,380,,,cde-school-sum
2004,2560,CHERAW 31,OTERO,district,,19.6264,,,,,,,,,,3,,220,,,cde-school-sum
2004,2570,SWINK 33,OTERO,district,,31.5181,,,,,,,,,,2,,390,,,cde-school-sum
2004,2580,OURAY R-1,OURAY,district,,24.0,,,,,,,,,,3,,278,,,cde-school-sum
2004,2590,RIDGWAY R-2,OURAY,district,,26.375,,,,,,,,,,3,,317,,,cde-school-sum
2004,2600,PLATTE CANYON 1,PARK,district,,76.6203,,,,,,,,,,3,,1378,,,cde-school-sum
2004,2610,PARK COUNTY RE-2,PARK,district,,48.1268,,,,,,,,,,5,,632,,,cde-school-sum
2004,2620,HOLYOKE RE-1J,PHILLIPS,district,,49.046,,,,,,,,,,2,,641,,,cde-school-sum
2004,2630,HAXTUN RE-2J,PHILLIPS,district,,22.2241,,,,,,,,,,2,,307,,,cde-school-sum
2004,2640,ASPEN 1,PITKIN,district,,127.4518,,,,,,,,,,5,,1604,,,cde-school-sum
2004,2650,GRANADA RE-1,PROWERS,district,,25.9838,,,,,,,,,,2,,284,,,cde-school-sum
2004,2660,LAMAR RE-2,PROWERS,district,,117.7938,,,,,,,,,,8,,1799,,,cde-school-sum
2004,2670,HOLLY RE-3,PROWERS,district,,28.2668,,,,,,,,,,2,,340,,,cde-school-sum
2004,2680,WILEY RE-13 JT,PROWERS,district,,27.3893,,,,,,,,,,2,,310,,,cde-school-sum
2004,2690,PUEBLO CITY 60,PUEBLO,district,,1085.726,,,,,,,,,,39,,17600,,,cde-school-sum
2004,2700,PUEBLO COUNTY RURAL 70,PUEBLO,district,,433.7132,,,,,,,,,,24,,8185,,,cde-school-sum
2004,2710,MEEKER RE1,RIO BLANCO,district,,36.9464,,,,,,,,,,3,,637,,,cde-school-sum
2004,2720,RANGELY RE-4,RIO BLANCO,district,,29.0,,,,,,,,,,3,,517,,,cde-school-sum
2004,2730,DEL NORTE C-7,RIO GRANDE,district,,49.6331,,,,,,,,,,4,,661,,,cde-school-sum
2004,2740,MONTE VISTA C-8,RIO GRANDE,district,,88.2565,,,,,,,,,,6,,1291,,,cde-school-sum
2004,2750,SARGENT RE-33J,RIO GRANDE,district,,30.3102,,,,,,,,,,2,,419,,,cde-school-sum
2004,2760,HAYDEN RE-1,ROUTT,district,,36.9738,,,,,,,,,,3,,488,,,cde-school-sum
2004,2770,STEAMBOAT SPRINGS RE-2,ROUTT,district,,130.2009,,,,,,,,,,5,,1930,,,cde-school-sum
2004,2780,SOUTH ROUTT RE 3,ROUTT,district,,33.3164,,,,,,,,,,4,,436,,,cde-school-sum
2004,2790,MOUNTAIN VALLEY RE 1,SAGUACHE,district,,17.387,,,,,,,,,,3,,152,,,cde-school-sum
2004,2800,MOFFAT 2,SAGUACHE,district,,21.8945,,,,,,,,,,4,,209,,,cde-school-sum
2004,2810,CENTER 26 JT,SAGUACHE,district,,56.2889,,,,,,,,,,4,,673,,,cde-school-sum
2004,2820,SILVERTON 1,SAN JUAN,district,,6.5,,,,,,,,,,3,,54,,,cde-school-sum
2004,2830,TELLURIDE R-1,SAN MIGUEL,district,,51.4033,,,,,,,,,,3,,561,,,cde-school-sum
2004,2840,NORWOOD R-2J,SAN MIGUEL,district,,22.8924,,,,,,,,,,2,,292,,,cde-school-sum
2004,2862,JULESBURG RE-1,SEDGWICK,district,,23.75,,,,,,,,,,2,,318,,,cde-school-sum
2004,2865,PLATTE VALLEY RE-3,SEDGWICK,district,,14.0391,,,,,,,,,,2,,116,,,cde-school-sum
2004,3000,SUMMIT RE-1,SUMMIT,district,,211.1186,,,,,,,,,,8,,2909,,,cde-school-sum
2004,3010,CRIPPLE CREEK-VICTOR RE-1,TELLER,district,,40.101,,,,,,,,,,2,,596,,,cde-school-sum
2004,3020,WOODLAND PARK RE-2,TELLER,district,,195.0991,,,,,,,,,,5,,3101,,,cde-school-sum
2004,3030,AKRON R-1,WASHINGTON,district,,35.6175,,,,,,,,,,2,,423,,,cde-school-sum
2004,3040,ARICKAREE R-2,WASHINGTON,district,,15.8372,,,,,,,,,,2,,98,,,cde-school-sum
2004,3050,OTIS R-3,WASHINGTON,district,,19.0,,,,,,,,,,2,,189,,,cde-school-sum
2004,3060,LONE STAR 101,WASHINGTON,district,,15.2171,,,,,,,,,,2,,109,,,cde-school-sum
2004,3070,WOODLIN R-104,WASHINGTON,district,,13.6713,,,,,,,,,,2,,119,,,cde-school-sum
2004,3080,WELD COUNTY RE-1,WELD,district,,146.9102,,,,,,,,,,6,,2021,,,cde-school-sum
2004,3085,EATON RE-2,WELD,district,,96.1718,,,,,,,,,,5,,1593,,,cde-school-sum
2004,3090,KEENESBURG RE-3(J),WELD,district,,133.6574,,,,,,,,,,6,,1936,,,cde-school-sum
2004,3100,WINDSOR RE-4,WELD,district,,194.5747,,,,,,,,,,7,,3149,,,cde-school-sum
2004,3110,JOHNSTOWN-MILLIKEN RE-5J,WELD,district,,146.5163,,,,,,,,,,5,,2368,,,cde-school-sum
2004,3120,GREELEY 6,WELD,district,,1052.9424,,,,,,,,,,31,,17978,,,cde-school-sum
2004,3130,PLATTE VALLEY RE-7,WELD,district,,75.9808,,,,,,,,,,3,,1141,,,cde-school-sum
2004,3140,WELD COUNTY S/D RE-8,WELD,district,,150.5942,,,,,,,,,,4,,2565,,,cde-school-sum
2004,3145,AULT-HIGHLAND RE-9,WELD,district,,65.3961,,,,,,,,,,3,,869,,,cde-school-sum
2004,3146,BRIGGSDALE RE-10,WELD,district,,15.5038,,,,,,,,,,2,,141,,,cde-school-sum
2004,3147,PRAIRIE RE-11,WELD,district,,16.5895,,,,,,,,,,2,,138,,,cde-school-sum
2004,3148,PAWNEE RE-12,WELD,district,,17.5333,,,,,,,,,,2,,122,,,cde-school-sum
2004,3200,YUMA 1,YUMA,district,,63.8084,,,,,,,,,,4,,928,,,cde-school-sum
2004,3210,WRAY RD-2,YUMA,district,,50.3156,,,,,,,,,,3,,701,,,cde-school-sum
2004,3220,IDALIA RJ-3,YUMA,district,,15.9333,,,,,,,,,,2,,148,,,cde-school-sum
2004,3230,LIBERTY J-4,YUMA,district,,13.875,,,,,,,,,,2,,92,,,cde-school-sum
2004,9030,MOUNTAIN BOCES,COLORADO BOCS,boces,,10.0491,,,,,,,,,,3,,131,,,cde-school-sum
2004,9035,CENTENNIAL BOCES,COLORADO BOCS,boces,,7.527,,,,,,,,,,1,,123,,,cde-school-sum
2004,9130,EXPEDITIONARY BOCES,COLORADO BOCS,boces,,19.6414,,,,,,,,,,1,,334,,,cde-school-sum
2005,0010,MAPLETON 1,ADAMS,district,,286.4784,,,,,,,,,,15,,5554,,,cde-school-sum
2005,0020,ADAMS 12 FIVE STAR SCHOOLS,ADAMS,district,,1834.6522,,,,,,,,,,45,,35528,,,cde-school-sum
2005,0030,ADAMS COUNTY 14,ADAMS,district,,411.239,,,,,,,,,,15,,6868,,,cde-school-sum
2005,0040,BRIGHTON 27J,ADAMS,district,,545.5014,,,,,,,,,,15,,10450,,,cde-school-sum
2005,0050,BENNETT 29J,ADAMS,district,,61.875,,,,,,,,,,4,,1071,,,cde-school-sum
2005,0060,STRASBURG 31J,ADAMS,district,,48.25,,,,,,,,,,5,,977,,,cde-school-sum
2005,0070,WESTMINSTER 50,ADAMS,district,,656.7971,,,,,,,,,,24,,10762,,,cde-school-sum
2005,0100,ALAMOSA RE-11J,ALAMOSA,district,,122.238,,,,,,,,,,6,,2265,,,cde-school-sum
2005,0110,SANGRE DE CRISTO RE-22J,ALAMOSA,district,,24.7293,,,,,,,,,,2,,328,,,cde-school-sum
2005,0120,ENGLEWOOD 1,ARAPAHOE,district,,217.2551,,,,,,,,,,11,,3733,,,cde-school-sum
2005,0123,SHERIDAN 2,ARAPAHOE,district,,106.3144,,,,,,,,,,5,,1770,,,cde-school-sum
2005,0130,CHERRY CREEK 5,ARAPAHOE,district,,2821.0298,,,,,,,,,,53,,48573,,,cde-school-sum
2005,0140,LITTLETON 6,ARAPAHOE,district,,895.4045,,,,,,,,,,25,,16132,,,cde-school-sum
2005,0170,DEER TRAIL 26J,ARAPAHOE,district,,21.5,,,,,,,,,,2,,214,,,cde-school-sum
2005,0180,ADAMS-ARAPAHOE 28J,ARAPAHOE,district,,1712.0288,,,,,,,,,,48,,33301,,,cde-school-sum
2005,0190,BYERS 32J,ARAPAHOE,district,,34.0,,,,,,,,,,2,,547,,,cde-school-sum
2005,0220,ARCHULETA COUNTY 50 JT,ARCHULETA,district,,99.709,,,,,,,,,,5,,1690,,,cde-school-sum
2005,0230,WALSH RE-1,BACA,district,,17.535,,,,,,,,,,2,,170,,,cde-school-sum
2005,0240,PRITCHETT RE-3,BACA,district,,10.8331,,,,,,,,,,3,,77,,,cde-school-sum
2005,0250,SPRINGFIELD RE-4,BACA,district,,27.8706,,,,,,,,,,3,,330,,,cde-school-sum
2005,0260,VILAS RE-5,BACA,district,,14.6243,,,,,,,,,,3,,469,,,cde-school-sum
2005,0270,CAMPO RE-6,BACA,district,,9.1176,,,,,,,,,,2,,52,,,cde-school-sum
2005,0290,LAS ANIMAS RE-1,BENT,district,,42.9716,,,,,,,,,,5,,591,,,cde-school-sum
2005,0310,MC CLAVE RE-2,BENT,district,,21.5997,,,,,,,,,,2,,285,,,cde-school-sum
2005,0470,ST VRAIN VALLEY RE 1J,BOULDER,district,,1201.5222,,,,,,,,,,41,,22159,,,cde-school-sum
2005,0480,BOULDER VALLEY RE 2,BOULDER,district,,1653.7718,,,,,,,,,,53,,27933,,,cde-school-sum
2005,0490,BUENA VISTA R-31,CHAFFEE,district,,43.25,,,,,,,,,,3,,615,,,cde-school-sum
2005,0500,SALIDA R-32,CHAFFEE,district,,76.3797,,,,,,,,,,3,,1116,,,cde-school-sum
2005,0510,KIT CARSON R-1,CHEYENNE,district,,16.4328,,,,,,,,,,2,,94,,,cde-school-sum
2005,0520,CHEYENNE COUNTY RE-5,CHEYENNE,district,,26.5232,,,,,,,,,,3,,247,,,cde-school-sum
2005,0540,CLEAR CREEK RE-1,CLEAR CREEK,district,,60.443,,,,,,,,,,5,,1076,,,cde-school-sum
2005,0550,NORTH CONEJOS RE-1J,CONEJOS,district,,79.268,,,,,,,,,,5,,1196,,,cde-school-sum
2005,0560,SANFORD 6J,CONEJOS,district,,20.8315,,,,,,,,,,2,,371,,,cde-school-sum
2005,0580,SOUTH CONEJOS RE-10,CONEJOS,district,,28.6494,,,,,,,,,,3,,302,,,cde-school-sum
2005,0640,CENTENNIAL R-1,COSTILLA,district,,23.0413,,,,,,,,,,3,,253,,,cde-school-sum
2005,0740,SIERRA GRANDE R-30,COSTILLA,district,,23.6416,,,,,,,,,,3,,297,,,cde-school-sum
2005,0770,CROWLEY COUNTY RE-1-J,CROWLEY,district,,41.7196,,,,,,,,,,3,,568,,,cde-school-sum
2005,0860,CUSTER COUNTY SCHOOL DISTRICT C-1,CUSTER,district,,39.3468,,,,,,,,,,3,,522,,,cde-school-sum
2005,0870,DELTA COUNTY 50(J),DELTA,district,,281.1781,,,,,,,,,,15,,5248,,,cde-school-sum
2005,0880,DENVER COUNTY 1,DENVER,district,,3911.7787,,,,,,,,,,147,,71947,,,cde-school-sum
2005,0890,DOLORES COUNTY RE NO.2,DOLORES,district,,23.9795,,,,,,,,,,3,,290,,,cde-school-sum
2005,0900,DOUGLAS COUNTY RE 1,DOUGLAS,district,,2545.7174,,,,,,,,,,65,,46801,,,cde-school-sum
2005,0910,EAGLE COUNTY RE 50,EAGLE,district,,379.9698,,,,,,,,,,16,,5365,,,cde-school-sum
2005,0920,ELIZABETH C-1,ELBERT,district,,169.9168,,,,,,,,,,6,,2791,,,cde-school-sum
2005,0930,KIOWA C-2,ELBERT,district,,31.1664,,,,,,,,,,3,,415,,,cde-school-sum
2005,0940,BIG SANDY 100J,ELBERT,district,,26.0251,,,,,,,,,,3,,335,,,cde-school-sum
2005,0950,ELBERT 200,ELBERT,district,,20.7776,,,,,,,,,,2,,299,,,cde-school-sum
2005,0960,AGATE 300,ELBERT,district,,14.1298,,,,,,,,,,2,,74,,,cde-school-sum
2005,0970,CALHAN RJ-1,EL PASO,district,,43.1112,,,,,,,,,,4,,711,,,cde-school-sum
2005,0980,HARRISON 2,EL PASO,district,,757.8986,,,,,,,,,,27,,11218,,,cde-school-sum
2005,0990,WIDEFIELD 3,EL PASO,district,,505.1555,,,,,,,,,,17,,8551,,,cde-school-sum
2005,1000,FOUNTAIN 8,EL PASO,district,,355.1951,,,,,,,,,,10,,6166,,,cde-school-sum
2005,1010,COLORADO SPRINGS 11,EL PASO,district,,1859.5497,,,,,,,,,,62,,30959,,,cde-school-sum
2005,1020,CHEYENNE MOUNTAIN 12,EL PASO,district,,266.6012,,,,,,,,,,9,,4563,,,cde-school-sum
2005,1030,MANITOU SPRINGS 14,EL PASO,district,,91.6057,,,,,,,,,,4,,1356,,,cde-school-sum
2005,1040,ACADEMY 20,EL PASO,district,,1247.4515,,,,,,,,,,27,,20517,,,cde-school-sum
2005,1050,ELLICOTT 22,EL PASO,district,,64.2291,,,,,,,,,,3,,982,,,cde-school-sum
2005,1060,PEYTON 23 JT,EL PASO,district,,43.0,,,,,,,,,,3,,677,,,cde-school-sum
2005,1070,HANOVER 28,EL PASO,district,,25.085,,,,,,,,,,2,,301,,,cde-school-sum
2005,1080,LEWIS-PALMER 38,EL PASO,district,,364.9583,,,,,,,,,,9,,5842,,,cde-school-sum
2005,1110,FALCON 49,EL PASO,district,,584.4476,,,,,,,,,,14,,10680,,,cde-school-sum
2005,1120,EDISON 54 JT,EL PASO,district,,9.9988,,,,,,,,,,2,,122,,,cde-school-sum
2005,1130,MIAMI/YODER 60 JT,EL PASO,district,,26.5176,,,,,,,,,,2,,379,,,cde-school-sum
2005,1140,CANON CITY RE-1,FREMONT,district,,236.2246,,,,,,,,,,10,,4020,,,cde-school-sum
2005,1150,FLORENCE RE-2,FREMONT,district,,114.1225,,,,,,,,,,5,,1769,,,cde-school-sum
2005,1160,COTOPAXI RE-3,FREMONT,district,,26.25,,,,,,,,,,3,,324,,,cde-school-sum
2005,1180,ROARING FORK RE-1,GARFIELD,district,,343.587,,,,,,,,,,12,,4969,,,cde-school-sum
2005,1195,GARFIELD RE-2,GARFIELD,district,,232.2934,,,,,,,,,,8,,4024,,,cde-school-sum
2005,1220,GARFIELD 16,GARFIELD,district,,64.8043,,,,,,,,,,4,,1033,,,cde-school-sum
2005,1330,GILPIN COUNTY RE-1,GILPIN,district,,33.0313,,,,,,,,,,2,,362,,,cde-school-sum
2005,1340,WEST GRAND 1-JT.,GRAND,district,,38.6412,,,,,,,,,,3,,512,,,cde-school-sum
2005,1350,EAST GRAND 2,GRAND,district,,96.7267,,,,,,,,,,6,,1338,,,cde-school-sum
2005,1360,GUNNISON WATERSHED RE1J,GUNNISON,district,,122.9909,,,,,,,,,,7,,1577,,,cde-school-sum
2005,1380,HINSDALE COUNTY RE 1,HINSDALE,district,,9.6472,,,,,,,,,,1,,95,,,cde-school-sum
2005,1390,HUERFANO RE-1,HUERFANO,district,,51.0624,,,,,,,,,,5,,747,,,cde-school-sum
2005,1400,LA VETA RE-2,HUERFANO,district,,21.0392,,,,,,,,,,2,,247,,,cde-school-sum
2005,1410,NORTH PARK R-1,JACKSON,district,,19.3011,,,,,,,,,,2,,245,,,cde-school-sum
2005,1420,JEFFERSON COUNTY R-1,JEFFERSON,district,,4341.281,,,,,,,,,,147,,79372,,,cde-school-sum
2005,1430,EADS RE-1,KIOWA,district,,19.3283,,,,,,,,,,3,,200,,,cde-school-sum
2005,1440,PLAINVIEW RE-2,KIOWA,district,,8.597,,,,,,,,,,2,,57,,,cde-school-sum
2005,1450,ARRIBA-FLAGLER C-20,KIT CARSON,district,,19.6343,,,,,,,,,,3,,209,,,cde-school-sum
2005,1460,HI-PLAINS R-23,KIT CARSON,district,,16.5174,,,,,,,,,,2,,130,,,cde-school-sum
2005,1480,STRATTON R-4,KIT CARSON,district,,20.9512,,,,,,,,,,3,,270,,,cde-school-sum
2005,1490,BETHUNE R-5,KIT CARSON,district,,14.8472,,,,,,,,,,2,,119,,,cde-school-sum
2005,1500,BURLINGTON RE-6J,KIT CARSON,district,,52.5416,,,,,,,,,,3,,793,,,cde-school-sum
2005,1510,LAKE COUNTY R-1,LAKE,district,,75.7647,,,,,,,,,,4,,1210,,,cde-school-sum
2005,1520,DURANGO 9-R,LA PLATA,district,,314.4764,,,,,,,,,,12,,4658,,,cde-school-sum
2005,1530,BAYFIELD 10 JT-R,LA PLATA,district,,80.772,,,,,,,,,,3,,1192,,,cde-school-sum
2005,1540,IGNACIO 11 JT,LA PLATA,district,,63.0448,,,,,,,,,,5,,751,,,cde-school-sum
2005,1550,POUDRE R-1,LARIMER,district,,1484.2766,,,,,,,,,,52,,25215,,,cde-school-sum
2005,1560,THOMPSON R-2J,LARIMER,district,,807.6369,,,,,,,,,,29,,15051,,,cde-school-sum
2005,1570,PARK (ESTES PARK) R-3,LARIMER,district,,83.829,,,,,,,,,,3,,1265,,,cde-school-sum
2005,1580,TRINIDAD 1,LAS ANIMAS,district,,86.8183,,,,,,,,,,4,,1528,,,cde-school-sum
2005,1590,PRIMERO REORGANIZED 2,LAS ANIMAS,district,,17.6,,,,,,,,,,2,,240,,,cde-school-sum
2005,1600,HOEHNE REORGANIZED 3,LAS ANIMAS,district,,23.0596,,,,,,,,,,3,,359,,,cde-school-sum
2005,1620,AGUILAR REORGANIZED 6,LAS ANIMAS,district,,12.75,,,,,,,,,,2,,164,,,cde-school-sum
2005,1750,BRANSON REORGANIZED 82,LAS ANIMAS,district,,58.039,,,,,,,,,,3,,1130,,,cde-school-sum
2005,1760,KIM REORGANIZED 88,LAS ANIMAS,district,,10.4022,,,,,,,,,,2,,65,,,cde-school-sum
2005,1780,GENOA-HUGO C113,LINCOLN,district,,18.638,,,,,,,,,,3,,186,,,cde-school-sum
2005,1790,LIMON RE-4J,LINCOLN,district,,39.6084,,,,,,,,,,2,,542,,,cde-school-sum
2005,1810,KARVAL RE-23,LINCOLN,district,,16.0075,,,,,,,,,,3,,228,,,cde-school-sum
2005,1828,VALLEY RE-1,LOGAN,district,,155.5522,,,,,,,,,,8,,2414,,,cde-school-sum
2005,1850,FRENCHMAN RE-3,LOGAN,district,,20.125,,,,,,,,,,2,,202,,,cde-school-sum
2005,1860,BUFFALO RE-4,LOGAN,district,,23.5,,,,,,,,,,2,,302,,,cde-school-sum
2005,1870,PLATEAU RE-5,LOGAN,district,,18.4458,,,,,,,,,,2,,166,,,cde-school-sum
2005,1980,DE BEQUE 49JT,MESA,district,,21.5435,,,,,,,,,,2,,194,,,cde-school-sum
2005,1990,PLATEAU VALLEY 50,MESA,district,,35.4343,,,,,,,,,,4,,470,,,cde-school-sum
2005,2000,MESA COUNTY VALLEY 51,MESA,district,,1125.4071,,,,,,,,,,39,,20571,,,cde-school-sum
2005,2010,CREEDE CONSOLIDATED 1,MINERAL,district,,20.3189,,,,,,,,,,2,,149,,,cde-school-sum
2005,2020,MOFFAT COUNTY RE:NO 1,MOFFAT,district,,148.2921,,,,,,,,,,9,,2400,,,cde-school-sum
2005,2035,MONTEZUMA-CORTEZ RE-1,MONTEZUMA,district,,212.1729,,,,,,,,,,12,,3163,,,cde-school-sum
2005,2055,DOLORES RE-4A,MONTEZUMA,district,,52.8792,,,,,,,,,,3,,719,,,cde-school-sum
2005,2070,MANCOS RE-6,MONTEZUMA,district,,36.25,,,,,,,,,,3,,414,,,cde-school-sum
