year,district_code,district_name,county_name,unit_type,teacher_fte_published,teacher_fte_school_sum,teacher_fte_difference,staff_certificated_fte,staff_noncertificated_fte,pupil_teacher_ratio,schools_published,schools_elementary,schools_middle,schools_senior,schools_other,schools_in_sum,enrollment_published,enrollment_school_sum,graduation_rate,dropout_rate,source
1991,1460,HI-PLAINS R-23,KIT CARSON,district,16.2,,,18.2,12.8,7.2,2,1,0,1,0,,117,,,2.9,yearbook-1991-summary
1991,1480,STRATTON R-4,KIT CARSON,district,23.4,,,27.4,16.8,12.6,2,1,0,1,0,,296,,,0.0,yearbook-1991-summary
1991,1490,BETHUNE R-5,KIT CARSON,district,12.1,,,14.1,4.5,7.4,2,1,0,1,0,,89,,,0.0,yearbook-1991-summary
1991,1500,BURLINGTON RE-6J,KIT CARSON,district,60.0,,,71.0,29.7,14.8,3,1,1,1,0,,885,,,1.1,yearbook-1991-summary
1991,1510,LAKE COUNTY R-1,LAKE,district,70.0,,,84.2,47.7,16.5,3,1,1,1,0,,1157,,,8.2,yearbook-1991-summary
1991,1520,DURANGO 9-R,LA PLATA,district,243.6,,,286.1,142.7,17.2,10,6,2,1,1,,4200,,,7.7,yearbook-1991-summary
1991,1530,BAYFIELD 10 JT-R,LA PLATA,district,52.3,,,61.5,33.7,15.8,3,1,1,1,0,,826,,,1.7,yearbook-1991-summary
1991,1540,IGNACIO 11 JT,LA PLATA,district,65.0,,,77.0,51.3,15.3,5,2,1,1,1,,992,,,3.3,yearbook-1991-summary
1991,1550,POUDRE R-1,LARIMER,district,980.9,,,1186.9,607.6,19.8,41,29,7,3,2,,19420,,,4.1,yearbook-1991-summary
1991,1560,THOMPSON R-2J,LARIMER,district,642.0,,,762.8,425.3,19.1,25,17,4,3,1,,12265,,,6.2,yearbook-1991-summary
1991,1570,PARK (ESTES PARK) R-3,LARIMER,district,69.7,,,84.2,51.8,17.5,3,1,1,1,0,,1217,,,3.5,yearbook-1991-summary
1991,1580,TRINIDAD 1,LAS ANIMAS,district,96.2,,,111.2,55.2,16.6,5,3,1,1,0,,1597,,,1.9,yearbook-1991-summary
1991,1590,PRIMERO REORGANIZED 2,LAS ANIMAS,district,17.0,,,18.0,11.2,10.0,2,1,0,1,0,,170,,,2.3,yearbook-1991-summary
1991,1600,HOEHNE REORGANIZED 3,LAS ANIMAS,district,20.8,,,24.8,12.1,13.9,3,1,1,1,0,,289,,,,yearbook-1991-summary
1991,1620,AGUILAR REORGANIZED 6,LAS ANIMAS,district,19.0,,,21.0,9.5,8.6,2,1,0,1,0,,164,,,,yearbook-1991-summary
1991,1750,BRANSON REORGANIZED 82,LAS ANIMAS,district,8.2,,,9.2,4.2,4.6,2,1,0,1,0,,38,,,,yearbook-1991-summary
1991,1760,KIM REORGANIZED 88,LAS ANIMAS,district,10.4,,,12.4,6.9,6.0,2,1,0,1,0,,62,,,,yearbook-1991-summary
1991,1780,GENOA-HUGO C113,LINCOLN,district,23.6,,,26.6,15.1,10.8,2,1,0,1,0,,255,,,2.1,yearbook-1991-summary
1991,1790,LIMON RE-4J,LINCOLN,district,30.0,,,34.2,16.6,16.9,2,1,0,1,0,,508,,,1.1,yearbook-1991-summary
1991,1810,KARVAL RE-23,LINCOLN,district,9.0,,,10.0,5.9,9.1,2,1,0,1,0,,82,,,,yearbook-1991-summary
1991,1828,VALLEY RE-1,LOGAN,district,181.6,,,206.1,96.8,14.9,9,5,1,2,1,,2711,,,2.6,yearbook-1991-summary
1991,1850,FRENCHMAN RE-3,LOGAN,district,18.6,,,21.1,8.1,9.9,2,1,0,1,0,,184,,,,yearbook-1991-summary
1991,1860,BUFFALO RE-4,LOGAN,district,18.0,,,22.2,11.7,13.3,2,1,0,1,0,,239,,,,yearbook-1991-summary
1991,1870,PLATEAU RE-5,LOGAN,district,18.0,,,19.0,3.7,7.8,2,1,0,1,0,,140,,,,yearbook-1991-summary
1991,1980,DE BEQUE 49JT,MESA,district,13.0,,,16.0,6.8,8.8,2,1,0,1,0,,115,,,,yearbook-1991-summary
1991,1990,PLATEAU VALLEY 50,MESA,district,31.5,,,37.5,18.7,15.9,4,1,1,1,1,,502,,,1.3,yearbook-1991-summary
1991,2000,MESA COUNTY VALLEY 51,MESA,district,939.6,,,1104.3,640.0,18.6,36,20,6,5,5,,17489,,,5.1,yearbook-1991-summary
1991,2010,CREEDE CONSOLIDATED 1,MINERAL,district,11.0,,,14.0,4.3,8.4,2,1,0,1,0,,92,,,3.8,yearbook-1991-summary
1991,2020,MOFFAT COUNTY RE:NO 1,MOFFAT,district,145.3,,,174.3,123.6,18.4,8,6,1,1,0,,2675,,,5.6,yearbook-1991-summary
1991,2035,MONTEZUMA-CORTEZ RE-1,MONTEZUMA,district,192.5,,,223.5,138.7,16.9,11,9,1,1,0,,3254,,,6.6,yearbook-1991-summary
1991,2055,DOLORES RE-4A,MONTEZUMA,district,37.0,,,42.0,26.0,16.2,3,1,1,1,0,,601,,,0.0,yearbook-1991-summary
1991,2070,MANCOS RE-6,MONTEZUMA,district,35.0,,,39.0,16.9,13.9,3,1,1,1,0,,487,,,0.0,yearbook-1991-summary
1991,2180,MONTROSE COUNTY RE-1J,MONTROSE,district,264.3,,,321.5,134.4,17.4,13,7,3,2,1,,4607,,,3.4,yearbook-1991-summary
1991,2190,WEST END RE-2,MONTROSE,district,25.4,,,30.2,25.8,17.3,3,1,1,1,0,,439,,,3.5,yearbook-1991-summary
1991,2395,BRUSH RE-2(J),MORGAN,district,88.0,,,101.0,50.9,15.4,4,2,1,1,0,,1354,,,1.7,yearbook-1991-summary
1991,2405,FORT MORGAN RE-3,MORGAN,district,162.8,,,190.0,154.0,17.7,7,4,1,1,1,,2885,,,4.0,yearbook-1991-summary
1991,2505,WELDON VALLEY RE-20(J),MORGAN,district,15.0,,,17.0,8.9,8.9,3,1,1,1,0,,133,,,0.0,yearbook-1991-summary
1991,2515,WIGGINS RE-50(J),MORGAN,district,32.3,,,38.2,16.4,14.5,3,1,1,1,0,,469,,,1.2,yearbook-1991-summary
1991,2520,EAST OTERO R-1,OTERO,district,125.4,,,146.9,82.7,15.4,5,3,1,1,0,,1935,,,4.2,yearbook-1991-summary
1991,2530,ROCKY FORD R-2,OTERO,district,83.6,,,95.3,66.9,14.6,4,2,1,1,0,,1221,,,4.0,yearbook-1991-summary
1991,2535,MANZANOLA 3J,OTERO,district,16.5,,,19.5,9.9,16.1,2,1,0,1,0,,266,,,7.3,yearbook-1991-summary
1991,2540,FOWLER R-4J,OTERO,district,32.6,,,37.1,28.0,13.7,4,2,1,1,0,,446,,,3.7,yearbook-1991-summary
1991,2560,CHERAW 31,OTERO,district,22.0,,,25.0,11.0,9.0,3,1,1,1,0,,198,,,0.0,yearbook-1991-summary
1991,2570,SWINK 33,OTERO,district,26.0,,,29.4,12.1,14.0,2,1,0,1,0,,363,,,0.0,yearbook-1991-summary
1991,2580,OURAY R-1,OURAY,district,18.8,,,21.8,6.0,10.3,2,1,0,1,0,,194,,,0.0,yearbook-1991-summary
1991,2590,RIDGWAY R-2,OURAY,district,20.0,,,23.6,11.3,11.4,3,1,1,1,0,,228,,,0.0,yearbook-1991-summary
1991,2600,PLATTE CANYON 1,PARK,district,65.5,,,79.5,54.2,18.5,3,1,1,1,0,,1214,,,0.0,yearbook-1991-summary
1991,2610,PARK COUNTY RE-2,PARK,district,32.0,,,39.7,22.1,13.1,4,3,0,1,0,,419,,,1.4,yearbook-1991-summary
1991,2620,HOLYOKE RE-1J,PHILLIPS,district,41.0,,,47.0,21.8,14.6,2,1,0,1,0,,597,,,0.8,yearbook-1991-summary
1991,2630,HAXTUN RE-2J,PHILLIPS,district,26.0,,,30.0,13.4,11.5,2,1,0,1,0,,300,,,0.0,yearbook-1991-summary
1991,2640,ASPEN 1,PITKIN,district,79.8,,,88.0,34.7,13.5,3,1,1,1,0,,1080,,,2.1,yearbook-1991-summary
1991,2650,GRANADA RE-1,PROWERS,district,21.4,,,25.4,13.9,11.9,2,1,0,1,0,,255,,,0.0,yearbook-1991-summary
1991,2660,LAMAR RE-2,PROWERS,district,117.0,,,136.1,70.3,17.3,7,4,1,1,1,,2020,,,3.2,yearbook-1991-summary
1991,2670,HOLLY RE-3,PROWERS,district,30.0,,,33.0,18.5,11.6,2,1,0,1,0,,347,,,1.6,yearbook-1991-summary
1991,2680,WILEY RE-13 JT,PROWERS,district,21.0,,,24.0,13.6,15.4,2,1,0,1,0,,323,,,0.0,yearbook-1991-summary
1991,2690,PUEBLO CITY 60,PUEBLO,district,962.2,,,1128.2,605.5,19.1,34,23,6,4,1,,18339,,,5.3,yearbook-1991-summary
1991,2700,PUEBLO COUNTY RURAL 70,PUEBLO,district,225.0,,,270.0,196.9,18.8,15,8,5,2,0,,4239,,,3.4,yearbook-1991-summary
1991,2710,MEEKER RE1,RIO BLANCO,district,42.2,,,48.2,27.9,18.5,3,1,1,1,0,,782,,,1.8,yearbook-1991-summary
1991,2720,RANGELY RE-4,RIO BLANCO,district,43.0,,,50.0,26.9,16.2,3,1,1,1,0,,697,,,3.8,yearbook-1991-summary
1991,2730,DEL NORTE C-7,RIO GRANDE,district,46.7,,,55.7,31.9,14.7,4,2,1,1,0,,686,,,0.0,yearbook-1991-summary
1991,2740,MONTE VISTA C-8,RIO GRANDE,district,84.0,,,99.3,41.8,16.8,4,1,1,1,1,,1411,,,2.1,yearbook-1991-summary
1991,2750,SARGENT RE-33J,RIO GRANDE,district,32.7,,,37.7,18.4,14.2,2,1,0,1,0,,465,,,3.4,yearbook-1991-summary
1991,2760,HAYDEN RE-1,ROUTT,district,40.0,,,46.6,22.8,12.2,3,1,1,1,0,,489,,,4.8,yearbook-1991-summary
1991,2770,STEAMBOAT SPRINGS RE-2,ROUTT,district,112.1,,,128.1,62.1,15.1,4,2,1,1,0,,1690,,,2.6,yearbook-1991-summary
1991,2780,SOUTH ROUTT RE 3,ROUTT,district,31.5,,,38.0,18.4,11.2,3,1,1,1,0,,353,,,1.1,yearbook-1991-summary
1991,2790,MOUNTAIN VALLEY RE 1,SAGUACHE,district,20.4,,,24.0,12.9,10.2,2,1,0,1,0,,208,,,0.0,yearbook-1991-summary
1991,2800,MOFFAT 2,SAGUACHE,district,15.6,,,18.6,8.8,6.1,3,1,1,1,0,,95,,,0.0,yearbook-1991-summary
1991,2810,CENTER 26 JT.,SAGUACHE,district,48.0,,,54.0,25.7,13.8,3,1,1,1,0,,662,,,6.7,yearbook-1991-summary
1991,2820,SILVERTON 1,SAN JUAN,district,11.0,,,13.5,3.5,10.8,2,1,0,1,0,,119,,,0.0,yearbook-1991-summary
1991,2830,TELLURIDE R-1,SAN MIGUEL,district,28.8,,,35.8,12.7,12.2,3,1,1,1,0,,351,,,1.8,yearbook-1991-summary
1991,2840,NORWOOD R-2J,SAN MIGUEL,district,24.0,,,28.0,15.7,13.1,2,1,0,1,0,,314,,,7.4,yearbook-1991-summary
1991,2862,JULESBURG RE-1,SEDGWICK,district,26.6,,,30.6,12.3,13.1,2,1,0,1,0,,348,,,2.6,yearbook-1991-summary
1991,2865,PLATTE VALLEY RE-3,SEDGWICK,district,18.9,,,23.9,10.4,9.1,2,1,0,1,0,,172,,,0.0,yearbook-1991-summary
1991,3000,SUMMIT RE-1,SUMMIT,district,113.0,,,137.4,84.5,15.4,6,4,1,1,0,,1738,,,3.5,yearbook-1991-summary
1991,3010,CRIPPLE CREEK-VICTOR RE-1,TELLER,district,20.0,,,25.0,16.0,17.7,2,1,0,1,0,,353,,,3.8,yearbook-1991-summary
1991,3020,WOODLAND PARK RE-2,TELLER,district,127.6,,,147.2,69.4,18.8,4,2,1,1,0,,2400,,,5.5,yearbook-1991-summary
1991,3030,AKRON R-1,WASHINGTON,district,32.0,,,38.0,17.0,13.7,2,1,0,1,0,,438,,,5.8,yearbook-1991-summary
1991,3040,ARICKAREE R-2,WASHINGTON,district,15.0,,,18.0,14.9,9.5,2,1,0,1,0,,142,,,0.0,yearbook-1991-summary
1991,3050,OTIS R-3,WASHINGTON,district,19.0,,,22.7,16.0,10.6,2,1,0,1,0,,201,,,0.0,yearbook-1991-summary
1991,3060,LONE STAR 101,WASHINGTON,district,9.5,,,10.6,3.8,6.3,2,1,0,1,0,,60,,,0.0,yearbook-1991-summary
1991,3070,WOODLIN R-104,WASHINGTON,district,14.5,,,17.5,9.6,7.4,2,1,0,1,0,,107,,,0.0,yearbook-1991-summary
1991,3085,EATON RE-2,WELD,district,68.0,,,80.0,38.8,17.8,4,2,1,1,0,,1210,,,4.1,yearbook-1991-summary
1991,3100,WINDSOR RE-4,WELD,district,108.3,,,131.1,68.2,16.9,5,3,1,1,0,,1827,,,5.5,yearbook-1991-summary
1991,3110,JOHNSTOWN-MILLIKEN RE-5J,WELD,district,66.9,,,78.9,39.7,18.0,4,2,1,1,0,,1202,,,1.6,yearbook-1991-summary
1991,3120,GREELEY 6,WELD,district,644.3,,,787.6,474.6,18.8,22,13,6,2,1,,12126,,,5.4,yearbook-1991-summary
1991,3130,PLATTE VALLEY RE-7,WELD,district,51.9,,,57.4,36.7,18.1,2,1,0,1,0,,938,,,1.1,yearbook-1991-summary
1991,3145,AULT-HIGHLAND RE-9,WELD,district,48.0,,,56.0,33.1,17.2,3,1,1,1,0,,824,,,3.1,yearbook-1991-summary
1991,3146,BRIGGSDALE RE-10,WELD,district,11.8,,,12.8,5.8,6.0,2,1,0,1,0,,71,,,0.0,yearbook-1991-summary
1991,3147,PRAIRIE RE-11,WELD,district,16.0,,,18.0,7.6,6.7,2,1,0,1,0,,107,,,0.0,yearbook-1991-summary
1991,3148,PAWNEE RE-12,WELD,district,16.1,,,17.1,8.3,5.0,2,1,0,1,0,,80,,,0.0,yearbook-1991-summary
1991,9030,MOUNTAIN BOCES,COLORADO BOCS,boces,12.4,,,31.3,0.0,4.6,2,0,0,0,2,,57,,,0.0,yearbook-1991-summary
1991,9095,NORTHWEST COLO BOCES,COLORADO BOCS,boces,5.0,,,19.7,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1991-summary
1992,,ARKANSAS VALLEY BOCS,COLORADO BOCS,boces,3.8,,,12.0,0.0,12.1,1,0,0,0,1,,46,,,0.0,yearbook-1992-summary
1992,,CONSOLIDATED C-1,CUSTER,district,25.0,,,30.0,23.3,13.8,2,1,0,1,0,,346,,,1.2,yearbook-1992-summary
1992,,EAST CENTRAL BOCES,COLORADO BOCS,boces,2.0,,,15.6,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,EAST YUMA COUNTY RJ-2,YUMA,district,72.4,,,83.4,45.7,12.9,5,2,1,2,0,,935,,,0.8,yearbook-1992-summary
1992,,FORT LUPTON RE-8,WELD,district,116.8,,,143.3,135.1,21.3,4,2,1,1,0,,2490,,,4.3,yearbook-1992-summary
1992,,GARFIELD 16,GARFIELD,district,31.0,,,37.0,19.0,15.5,3,1,1,1,0,,480,,,7.1,yearbook-1992-summary
1992,,GARFIELD RE-2,GARFIELD,district,136.0,,,156.0,95.4,19.8,7,4,2,1,0,,2687,,,3.1,yearbook-1992-summary
1992,,GILCREST RE-1,WELD,district,97.0,,,116.0,60.9,18.1,6,3,2,1,0,,1752,,,4.7,yearbook-1992-summary
1992,,NORTHEAST BOCES,COLORADO BOCS,boces,4.6,,,18.1,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,NORTHERN COLO BOCES,COLORADO BOCS,boces,0.0,,,3.3,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,PIKES PEAK BOCES,COLORADO BOCS,boces,12.4,,,35.5,0.0,3.5,1,0,0,0,1,,44,,,0.0,yearbook-1992-summary
1992,,RIO BLANCO BOCES,COLORADO BOCS,boces,7.0,,,10.0,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,S PLATTE VALLEY BOCES,COLORADO BOCS,boces,1.0,,,13.5,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,SAN JUAN BASIN AVTS,COLORADO BOCS,district,0.0,,,0.0,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,SAN JUAN BOCS,COLORADO BOCS,boces,0.0,,,14.8,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,SAN LUIS VALLEY BOCS,COLORADO BOCS,boces,12.9,,,30.4,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,SOUTH CENTRAL BOCES,COLORADO BOCS,boces,2.6,,,17.2,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,SOUTHEAST METRO BOCS,COLORADO BOCS,boces,0.0,,,0.0,0.0,0.0,0,0,0,0,0,,0,,,0.0,yearbook-1992-summary
1992,,SOUTHEASTERN BOCES,COLORADO BOCS,boces,18.2,,,30.8,0.0,3.2,0,0,0,0,0,,58,,,0.0,yearbook-1992-summary
1992,,SOUTHWEST BOCS,COLORADO BOCS,boces,2.0,,,12.0,0.0,28.0,1,0,0,0,1,,56,,,0.0,yearbook-1992-summary
1992,,WELD BOCES,COLORADO BOCS,boces,90.2,,,117.3,0.0,0.4,2,0,0,0,2,,36,,,0.0,yearbook-1992-summary
1992,,WEST YUMA COUNTY RJ-1,YUMA,district,79.1,,,87.3,36.2,12.3,5,2,1,2,0,,974,,,3.1,yearbook-1992-summary
1992,0010,MAPLETON 1,ADAMS,district,226.8,,,274.8,181.5,21.8,10,6,2,1,1,,4941,,,3.3,yearbook-1992-summary
1992,0020,NORTHGLENN-THORNTON 12,ADAMS,district,1165.7,,,1414.7,776.1,19.0,35,23,6,3,3,,22163,,,7.8,yearbook-1992-summary
1992,0030,ADAMS COUNTY 14,ADAMS,district,311.0,,,377.4,262.9,19.7,11,7,2,1,1,,6112,,,7.5,yearbook-1992-summary
1992,0040,BRIGHTON 27J,ADAMS,district,217.4,,,260.7,186.8,19.3,8,5,2,1,0,,4194,,,5.1,yearbook-1992-summary
1992,0050,BENNETT 29J,ADAMS,district,53.2,,,60.2,28.9,16.9,3,1,1,1,0,,899,,,1.7,yearbook-1992-summary
1992,0060,STRASBURG 31J,ADAMS,district,25.0,,,28.0,14.0,17.7,3,1,1,1,0,,443,,,2.9,yearbook-1992-summary
1992,0070,WESTMINSTER 50,ADAMS,district,613.4,,,708.4,457.4,18.0,23,15,4,2,2,,11063,,,6.1,yearbook-1992-summary
1992,0100,ALAMOSA RE-11J,ALAMOSA,district,141.0,,,169.0,86.7,17.7,6,3,1,1,1,,2500,,,0.9,yearbook-1992-summary
1992,0110,SANGRE DE CRISTO RE-22J,ALAMOSA,district,21.5,,,24.5,13.5,13.1,2,1,0,1,0,,282,,,0.0,yearbook-1992-summary
1992,0120,ENGLEWOOD 1,ARAPAHOE,district,219.2,,,259.4,140.6,20.4,9,5,2,1,1,,4476,,,6.1,yearbook-1992-summary
1992,0123,SHERIDAN 2,ARAPAHOE,district,89.9,,,107.1,66.6,20.3,4,2,1,1,0,,1824,,,6.5,yearbook-1992-summary
1992,0130,CHERRY CREEK 5,ARAPAHOE,district,1783.0,,,2078.0,1253.8,17.9,41,29,6,4,2,,31962,,,2.6,yearbook-1992-summary
1992,0140,LITTLETON 6,ARAPAHOE,district,808.3,,,980.4,516.9,19.7,22,15,4,3,0,,15901,,,3.4,yearbook-1992-summary
1992,0170,DEER TRAIL 26J,ARAPAHOE,district,19.0,,,21.0,6.6,9.5,2,1,0,1,0,,180,,,2.4,yearbook-1992-summary
1992,0180,ADAMS-ARAPAHOE 28J,ARAPAHOE,district,1471.3,,,1762.7,1051.5,18.6,45,31,7,4,3,,27307,,,6.4,yearbook-1992-summary
1992,0190,BYERS 32J,ARAPAHOE,district,25.0,,,28.0,13.6,15.5,2,1,0,1,0,,387,,,2.3,yearbook-1992-summary
1992,0220,ARCHULETA COUNTY 50 JT,ARCHULETA,district,65.8,,,75.8,45.4,19.0,3,1,1,1,0,,1248,,,2.8,yearbook-1992-summary
1992,0230,WALSH RE-1,BACA,district,21.0,,,25.0,17.5,13.3,2,1,0,1,0,,279,,,0.0,yearbook-1992-summary
1992,0240,PRITCHETT RE-3,BACA,district,9.7,,,10.7,8.2,10.3,2,1,0,1,0,,100,,,0.0,yearbook-1992-summary
1992,0250,SPRINGFIELD RE-4,BACA,district,26.8,,,29.8,17.5,13.1,3,1,1,1,0,,351,,,4.3,yearbook-1992-summary
1992,0260,VILAS RE-5,BACA,district,11.0,,,12.0,6.0,7.3,2,1,0,1,0,,80,,,0.0,yearbook-1992-summary
1992,0270,CAMPO RE-6,BACA,district,11.0,,,12.0,9.2,7.5,2,1,0,1,0,,82,,,7.7,yearbook-1992-summary
1992,0290,LAS ANIMAS RE-1,BENT,district,53.1,,,60.1,25.9,14.5,3,1,1,1,0,,769,,,5.4,yearbook-1992-summary
1992,0310,MC CLAVE RE-2,BENT,district,20.8,,,22.8,10.5,10.0,2,1,0,1,0,,207,,,0.0,yearbook-1992-summary
1992,0470,ST. VRAIN VALLEY RE 1J,BOULDER,district,819.0,,,927.0,565.9,19.7,32,17,5,6,4,,16099,,,4.8,yearbook-1992-summary
1992,0480,BOULDER VALLEY RE 2,BOULDER,district,1338.1,,,1578.4,878.1,17.6,46,30,9,5,2,,23587,,,5.2,yearbook-1992-summary
1992,0490,BUENA VISTA R-31,CHAFFEE,district,58.0,,,69.0,33.8,15.0,4,1,1,1,1,,871,,,5.4,yearbook-1992-summary
1992,0500,SALIDA R-32,CHAFFEE,district,75.4,,,88.4,36.7,17.6,3,1,1,1,0,,1329,,,4.7,yearbook-1992-summary
1992,0510,KIT CARSON R-1,CHEYENNE,district,18.2,,,20.2,10.4,6.9,2,1,0,1,0,,126,,,0.0,yearbook-1992-summary
1992,0520,CHEYENNE COUNTY RE-5,CHEYENNE,district,25.0,,,31.0,16.0,15.5,3,1,1,1,0,,387,,,0.0,yearbook-1992-summary
1992,0540,CLEAR CREEK RE-1,CLEAR CREEK,district,75.4,,,93.7,68.0,18.6,6,4,1,1,0,,1400,,,4.0,yearbook-1992-summary
1992,0550,NORTH CONEJOS RE-1J,CONEJOS,district,73.0,,,84.0,39.3,16.4,5,2,1,1,1,,1200,,,5.6,yearbook-1992-summary
1992,0560,SANFORD 6J,CONEJOS,district,19.0,,,22.7,16.7,16.2,2,1,0,1,0,,307,,,0.0,yearbook-1992-summary
1992,0580,SOUTH CONEJOS RE-10,CONEJOS,district,32.0,,,36.0,20.8,13.4,3,1,1,1,0,,430,,,2.0,yearbook-1992-summary
1992,0640,CENTENNIAL R-1,COSTILLA,district,27.5,,,30.5,17.9,13.4,3,1,1,1,0,,369,,,1.3,yearbook-1992-summary
1992,0740,SIERRA GRANDE R-30,COSTILLA,district,21.0,,,24.0,15.0,14.4,2,1,0,1,0,,303,,,10.5,yearbook-1992-summary
1992,0770,CROWLEY COUNTY RE-1-J,CROWLEY,district,36.2,,,40.7,24.5,16.3,2,1,0,1,0,,591,,,4.4,yearbook-1992-summary
1992,0870,DELTA COUNTY 50(J),DELTA,district,230.9,,,269.5,177.8,18.5,14,6,4,4,0,,4271,,,5.8,yearbook-1992-summary
1992,0880,DENVER COUNTY 1,DENVER,district,3615.7,,,4219.2,3286.4,17.4,109,78,18,10,3,,62935,,,8.7,yearbook-1992-summary
1992,0890,DOLORES COUNTY RE NO.2,DOLORES,district,23.5,,,26.5,20.9,14.0,3,1,1,1,0,,330,,,6.4,yearbook-1992-summary
1992,0900,DOUGLAS COUNTY RE 1,DOUGLAS,district,873.0,,,1030.1,613.0,18.8,26,19,3,3,1,,16373,,,2.2,yearbook-1992-summary
1992,0910,EAGLE COUNTY RE 50,EAGLE,district,180.8,,,221.0,179.7,17.1,9,5,2,2,0,,3094,,,5.4,yearbook-1992-summary
1992,0920,ELIZABETH C-1,ELBERT,district,91.1,,,108.1,65.1,16.8,3,1,1,1,0,,1530,,,2.8,yearbook-1992-summary
1992,0930,KIOWA C-2,ELBERT,district,17.0,,,21.0,13.6,13.1,2,1,0,1,0,,222,,,1.9,yearbook-1992-summary
1992,0940,BIG SANDY 100J,ELBERT,district,21.8,,,26.8,13.1,14.0,3,1,1,1,0,,305,,,1.4,yearbook-1992-summary
1992,0950,ELBERT 200,ELBERT,district,15.0,,,17.0,5.9,11.0,2,1,0,1,0,,165,,,0.0,yearbook-1992-summary
1992,0960,AGATE 300,ELBERT,district,10.2,,,11.2,6.9,6.6,2,1,0,1,0,,67,,,0.0,yearbook-1992-summary
1992,0970,CALHAN RJ-1,EL PASO,district,21.5,,,26.5,14.8,17.5,2,1,0,1,0,,376,,,2.4,yearbook-1992-summary
1992,0980,HARRISON 2,EL PASO,district,599.9,,,713.3,338.2,17.5,18,12,3,2,1,,10497,,,6.1,yearbook-1992-summary
1992,0990,WIDEFIELD 3,EL PASO,district,403.7,,,481.2,251.5,19.1,14,9,3,1,1,,7716,,,4.8,yearbook-1992-summary
1992,1000,FOUNTAIN 8,EL PASO,district,233.5,,,280.9,145.0,17.3,10,6,2,1,1,,4044,,,2.4,yearbook-1992-summary
1992,1010,COLORADO SPRINGS 11,EL PASO,district,1534.2,,,1791.0,989.0,20.9,56,38,9,5,4,,32024,,,7.1,yearbook-1992-summary
1992,1020,CHEYENNE MOUNTAIN 12,EL PASO,district,134.8,,,158.8,49.6,20.0,6,4,1,1,0,,2699,,,1.4,yearbook-1992-summary
1992,1030,MANITOU SPRINGS 14,EL PASO,district,65.6,,,78.6,45.3,20.0,4,2,1,1,0,,1309,,,7.7,yearbook-1992-summary
1992,1040,ACADEMY 20,EL PASO,district,648.8,,,781.0,416.6,19.0,18,12,3,3,0,,12318,,,3.1,yearbook-1992-summary
1992,1050,ELLICOTT 22,EL PASO,district,34.9,,,39.0,21.4,15.2,2,1,0,1,0,,530,,,0.0,yearbook-1992-summary
1992,1060,PEYTON 23 JT,EL PASO,district,23.0,,,27.0,12.3,15.1,3,1,1,1,0,,348,,,0.0,yearbook-1992-summary
1992,1070,HANOVER 28,EL PASO,district,7.0,,,8.0,7.2,12.0,2,1,0,1,0,,84,,,0.0,yearbook-1992-summary
1992,1080,LEWIS-PALMER 38,EL PASO,district,129.5,,,153.5,77.6,21.8,5,3,1,1,0,,2820,,,1.3,yearbook-1992-summary
1992,1110,FALCON 49,EL PASO,district,141.8,,,173.4,104.7,18.9,6,3,2,1,0,,2682,,,7.7,yearbook-1992-summary
1992,1120,EDISON 54 JT,EL PASO,district,4.0,,,5.0,5.7,8.3,2,1,0,1,0,,33,,,0.0,yearbook-1992-summary
1992,1130,MIAMI/YODER 60 JT,EL PASO,district,15.0,,,19.0,11.4,13.8,2,1,0,1,0,,207,,,2.0,yearbook-1992-summary
1992,1140,CANON CITY RE-1,FREMONT,district,194.3,,,227.3,125.9,18.9,7,5,1,1,0,,3663,,,3.7,yearbook-1992-summary
1992,1150,FLORENCE RE-2,FREMONT,district,96.5,,,107.5,61.6,18.2,3,2,0,1,0,,1757,,,3.3,yearbook-1992-summary
1992,1160,COTOPAXI RE-3,FREMONT,district,19.7,,,22.7,13.7,13.0,2,1,0,1,0,,257,,,1.4,yearbook-1992-summary
1992,1180,ROARING FORK RE-1,GARFIELD,district,222.2,,,261.2,124.3,18.1,10,3,3,3,1,,4013,,,2.3,yearbook-1992-summary
1992,1330,GILPIN COUNTY RE-1,GILPIN,district,28.3,,,32.9,16.2,12.3,2,1,0,1,0,,349,,,1.1,yearbook-1992-summary
1992,1340,WEST GRAND 1-JT.,GRAND,district,37.2,,,43.2,25.4,13.4,3,1,1,1,0,,500,,,6.8,yearbook-1992-summary
1992,1350,EAST GRAND 2,GRAND,district,69.3,,,83.3,53.5,15.4,5,3,1,1,0,,1065,,,3.3,yearbook-1992-summary
