year,leaid,district_code,district_name,teacher_fte,teacher_fte_prek,teacher_fte_kindergarten,teacher_fte_elementary,teacher_fte_secondary,staff_total_fte,enrollment_reported,source
2009,0804470,1360,GUNNISON WATERSHED SCHOOL DISTRICT RE1J,141.0,3.0,11.0,66.0,60.0,,1818,ccd-lea-2009
2009,0804500,1070,"HANOVER, SCHOOL DISTRICT NO. 28, IN THE COUNTY OF EL PASO AN",25.0,1.0,2.0,11.0,10.0,,266,ccd-lea-2009
2009,0804530,0980,"HARRISON, SCHOOL DISTRICT NO. 2, IN THE COUNTY OF EL PASO AN",814.0,3.0,74.0,419.0,316.0,,11309,ccd-lea-2009
2009,0804560,2630,"HAXTUN SCHOOL DISTRICT, NO. RE-2J",23.0,0.0,1.0,10.0,11.0,,317,ccd-lea-2009
2009,0804590,2760,HAYDEN SCHOOL DISTRICT NO. RE 1,32.0,0.0,2.0,12.0,16.0,,438,ccd-lea-2009
2009,0806510,1460,HI-PLAINS R-23,15.0,0.0,1.0,5.0,7.0,,122,ccd-lea-2009
2009,0804620,1380,HINSDALE COUNTY SCHOOL DISTRICT NO. RE-1,10.0,0.0,0.0,4.0,5.0,,93,ccd-lea-2009
2009,0804650,1600,HOEHNE REORGANIZED SCHOOL DISTRICT NO. 3,22.0,0.0,1.0,9.0,10.0,,329,ccd-lea-2009
2009,0804680,2670,HOLLY SCHOOL DISTRICT NO. RE-3,26.0,0.0,1.0,12.0,11.0,,291,ccd-lea-2009
2009,0804710,2620,HOLYOKE SCHOOL DISTRICT NO. RE-1J,46.0,0.0,5.0,20.0,20.0,,631,ccd-lea-2009
2009,0807080,1390,HUERFANO SCHOOL DISTRICT RE-1,47.0,3.0,1.0,25.0,17.0,,620,ccd-lea-2009
2009,0800018,3220,IDALIA RJ-3 SCHOOL DISTRICT,15.0,1.0,1.0,7.0,5.0,,162,ccd-lea-2009
2009,0804770,1540,IGNACIO SCHOOL DISTRICT NO. 11JT,63.0,0.0,4.0,29.0,29.0,,797,ccd-lea-2009
2009,0804800,1420,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,4891.0,37.0,302.0,2303.0,2247.0,,86282,ccd-lea-2009
2009,0800222,30011,JEFFERSON R-1,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0804860,2862,JULESBURG SCHOOL DISTRICT NO. RE1,41.0,0.0,1.0,10.0,28.0,,1237,ccd-lea-2009
2009,0804890,1810,KARVAL SCHOOL DISTRICT NO. RE 23,18.0,0.0,0.0,5.0,12.0,,273,ccd-lea-2009
2009,0804980,1760,KIM REORGANIZED SCHOOL DISTRICT NO. 88,11.0,0.0,0.0,4.0,6.0,,61,ccd-lea-2009
2009,0803510,1430,KIOWA COUNTY SCHOOL DISTRICT NO. RE-1,18.0,0.0,1.0,8.0,9.0,,189,ccd-lea-2009
2009,0806930,1440,KIOWA COUNTY SCHOOL DISTRICT NO. RE-2,11.0,1.0,1.0,4.0,4.0,,83,ccd-lea-2009
2009,0805040,0510,KIT CARSON SCHOOL DISTRICT NO. R-1,16.0,0.0,1.0,7.0,7.0,,96,ccd-lea-2009
2009,0805160,1400,LA VETA SCHOOL DISTRICT RE-2,22.0,0.0,1.0,8.0,12.0,,254,ccd-lea-2009
2009,0805190,1510,LAKE COUNTY SCHOOL DISTRICT NO. R-1,78.0,0.0,8.0,34.0,34.0,,1208,ccd-lea-2009
2009,0805220,2660,LAMAR SCHOOL DISTRICT NO. RE-2,119.0,3.0,9.0,57.0,48.0,,1718,ccd-lea-2009
2009,0800010,9110,LARIMER BOCES,0.0,0.0,0.0,0.0,0.0,,,ccd-lea-2009
2009,0800249,35010,LARIMER R-1 POUDRE,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0800251,35020,LARIMER R-2J THOMPSON,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0800267,35030,LARIMER R-3 PARK,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0805250,0290,LAS ANIMAS SCHOOL DISTRICT NO. RE-1,43.0,0.0,3.0,21.0,17.0,,592,ccd-lea-2009
2009,0805820,1080,"LEWIS-PALMER CONSOLIDATED, SCHOOL DISTRICT NO. 38, IN THE CO",322.0,3.0,17.0,135.0,166.0,,5950,ccd-lea-2009
2009,0800019,3230,LIBERTY J-4 SCHOOL DISTRICT,13.0,0.0,1.0,4.0,7.0,,89,ccd-lea-2009
2009,0805280,1790,"LIMON SCHOOL DISTRICT, NO. RE 4J",37.0,0.0,3.0,16.0,18.0,,448,ccd-lea-2009
2009,0805310,0140,"LITTLETON, SCHOOL DISTRICT NO. 6, IN THE COUNTY OF ARAPAHOE",886.0,3.0,59.0,405.0,417.0,,15753,ccd-lea-2009
2009,0800235,38010,LOGAN RE-1 VALLEY,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0805340,3060,LONE STAR SCHOOL DISTRICT NO. 101,14.0,0.0,1.0,5.0,7.0,,118,ccd-lea-2009
2009,0805460,2070,MANCOS SCHOOL DISTRICT RE-6,30.0,0.0,1.0,16.0,12.0,,373,ccd-lea-2009
2009,0805490,1030,"MANITOU SPRINGS, SCHOOL DISTRICT NO. 14, IN THE COUNTY OF EL",95.0,1.0,5.0,40.0,48.0,,1405,ccd-lea-2009
2009,0805520,2535,"MANZANOLA, JOINT DISTRICT NO. 3J, OF THE COUNTIES OF OTERO A",21.0,0.0,1.0,9.0,11.0,,177,ccd-lea-2009
2009,0805550,0010,"MAPLETON, SCHOOL DISTRICT NO. 1, IN THE COUNTY OF ADAMS & ST",323.0,11.0,16.0,167.0,127.0,,5775,ccd-lea-2009
2009,0805580,0310,MCCLAVE SCHOOL DISTRICT NO. RE-2,21.0,1.0,1.0,9.0,9.0,,259,ccd-lea-2009
2009,0805610,2710,MEEKER SCHOOL DISTRICT RE1,42.0,0.0,1.0,20.0,19.0,,707,ccd-lea-2009
2009,0800246,39031,MESA 51 GRAND JUNCTION,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0804350,2000,MESA COUNTY VALLEY SCHOOL DISTRICT NO. 51,1279.0,80.0,82.0,557.0,559.0,,22050,ccd-lea-2009
2009,0805670,1130,"MIAMI-YODER, JOINT DISTRICT NO. 60 OF THE COUNTIES OF EL PAS",24.0,0.0,1.0,10.0,12.0,,329,ccd-lea-2009
2009,0805730,2020,MOFFAT COUNTY SCHOOL DISTRICT RE: NO. 1,144.0,0.0,13.0,69.0,60.0,,2536,ccd-lea-2009
2009,0800254,41010,MOFFAT RE-1 CRAIG,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0805700,2800,"MOFFAT, SCHOOL DISTRICT NO. 2, IN THE COUNTY OF SAGUACHE AND",27.0,0.0,1.0,11.0,13.0,,223,ccd-lea-2009
2009,0805760,2740,MONTE VISTA SCHOOL DISTRICT NO. C-8,80.0,1.0,6.0,34.0,37.0,,1181,ccd-lea-2009
2009,0803090,2035,MONTEZUMA-CORTEZ SCHOOL DISTRICT NO. RE-1,195.0,0.0,4.0,99.0,91.0,,2946,ccd-lea-2009
2009,0805790,2180,MONTROSE COUNTY SCHOOL DISTRICT RE-1J,382.0,4.0,24.0,188.0,165.0,,6521,ccd-lea-2009
2009,0800269,43010,MONTROSE RE-1J,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0800243,44020,"MORGAN RE-3, FORT MORGAN",0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0800238,64053,"MOUNT EVANS BOCES, IDAHO SPRIN",0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0800274,64093,MOUNTAIN BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0899160,9030,MOUNTAIN BOCES,21.0,0.0,1.0,6.0,13.0,,168,ccd-lea-2009
2009,0806300,2790,MOUNTAIN VALLEY SCHOOL DISTRICT NO. RE 1,17.0,1.0,1.0,8.0,6.0,,128,ccd-lea-2009
2009,0800012,9140,MT EVANS BOCES,0.0,0.0,0.0,0.0,0.0,,,ccd-lea-2009
2009,0805100,0550,NORTH CONEJOS SCHOOL DISTRICT NO. RE1J,75.0,0.0,5.0,31.0,38.0,,1051,ccd-lea-2009
2009,0807050,1410,NORTH PARK SCHOOL DISTRICT R-1,20.0,1.0,1.0,8.0,9.0,,230,ccd-lea-2009
2009,0800229,64103,NORTHEAST BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0899180,9040,NORTHEAST BOCES,5.0,2.0,0.0,0.0,2.0,,,ccd-lea-2009
2009,0800248,64123,NORTHWEST BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0899220,9095,NORTHWEST COLO BOCES,5.0,4.0,0.0,0.0,0.0,,26,ccd-lea-2009
2009,0805880,2840,NORWOOD SCHOOL DISTRICT NO. R-2J,24.0,1.0,2.0,10.0,11.0,,274,ccd-lea-2009
2009,0805940,3050,OTIS SCHOOL DISTRICT NO. R-3,20.0,0.0,1.0,8.0,9.0,,201,ccd-lea-2009
2009,0805970,2580,"OURAY, SCHOOL DISTRICT NO. R-1, OF  THE COUNTY OF OURAY AND",28.0,1.0,1.0,9.0,16.0,,230,ccd-lea-2009
2009,0803840,2610,PARK COUNTY SCHOOL DISTRICT NO. RE-2,48.0,2.0,3.0,22.0,19.0,,605,ccd-lea-2009
2009,0803810,1570,PARK SCHOOL DISTRICT R-3,87.0,1.0,6.0,36.0,42.0,,1210,ccd-lea-2009
2009,0806060,1060,"PEYTON, SCHOOL DISTRICT NO. 23, IN THE COUNTY OF EL PASO AND",41.0,2.0,2.0,15.0,21.0,,694,ccd-lea-2009
2009,0800276,64133,PIKES PEAK BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0899240,9045,PIKES PEAK BOCES,9.0,0.0,0.0,4.0,4.0,,,ccd-lea-2009
2009,0803030,1990,"PLATEAU VALLEY, SCHOOL DISTRICT NO. 50 IN THE COUNTY OF MESA",35.0,1.0,1.0,12.0,20.0,,489,ccd-lea-2009
2009,0802370,2600,"PLATTE CANYON, SCHOOL DISTRICT NO. 1, OF  THE COUNTY OF PARK",74.0,1.0,5.0,31.0,37.0,,1248,ccd-lea-2009
2009,0806000,2865,PLATTE VALLEY SCHOOL DISTRICT NO. RE3,16.0,0.0,1.0,7.0,7.0,,115,ccd-lea-2009
2009,0803990,1550,POUDRE SCHOOL DISTRICT R-1,1556.0,34.0,112.0,727.0,681.0,,26520,ccd-lea-2009
2009,0807260,1590,PRIMERO REORGANIZED SCHOOL DISTRICT NO. 2,22.0,1.0,1.0,10.0,10.0,,231,ccd-lea-2009
2009,0806090,0240,PRITCHETT SCHOOL DISTRICT NO. RE-3,11.0,0.0,0.0,4.0,5.0,,72,ccd-lea-2009
2009,0800221,51010,PUEBLO 60 URBAN,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0800278,51020,PUEBLO 70 RURAL,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0806150,2700,PUEBLO COUNTY SCHOOL DISTRICT 70,485.0,6.0,25.0,238.0,215.0,,8929,ccd-lea-2009
2009,0806120,2690,"PUEBLO, SCHOOL DISTRICT NO. 60, IN THE COUNTY OF PUEBLO AND",1058.0,60.0,69.0,513.0,416.0,,18325,ccd-lea-2009
2009,0806180,2720,RANGELY SCHOOL DISTRICT RE4,31.0,0.0,1.0,16.0,13.0,,505,ccd-lea-2009
2009,0806210,2590,"RIDGWAY, SCHOOL DISTRICT NO. R-2,  OF  THE COUNTY OF OURAY A",34.0,1.0,2.0,13.0,17.0,,380,ccd-lea-2009
2009,0800277,64213,RIO BLANCO BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0899280,9125,RIO BLANCO BOCES,8.0,1.0,0.0,4.0,2.0,,,ccd-lea-2009
2009,0804260,1180,ROARING FORK SCHOOL DISTRICT NO. RE-1,378.0,5.0,32.0,179.0,160.0,,5344,ccd-lea-2009
2009,0806270,2530,ROCKY FORD SCHOOL DISTRICT NO. R2,64.0,0.0,5.0,30.0,28.0,,878,ccd-lea-2009
2009,0806330,0500,SALIDA SCHOOL DISTRICT NO. R-32,85.0,0.0,4.0,39.0,40.0,,1085,ccd-lea-2009
2009,0899300,9050,SAN JUAN BOCES,2.0,2.0,0.0,0.0,0.0,,,ccd-lea-2009
2009,0800253,64143,SAN JUAN BOCS,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0899320,9055,SAN LUIS VALLEY BOCES,17.0,4.0,0.0,5.0,6.0,,,ccd-lea-2009
2009,0800261,64153,SAN LUIS VALLEY BOCS,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0806390,0560,"SANFORD, SCHOOL DISTRICT NO. 6, IN THE COUNTY OF CONEJOS AND",25.0,1.0,3.0,9.0,11.0,,340,ccd-lea-2009
2009,0806420,0110,"SANGRE DE CRISTO SCHOOL DISTRICT, NO. RE-22J",29.0,1.0,0.0,12.0,15.0,,323,ccd-lea-2009
2009,0800014,9150,SANTA FE TRAIL BOCES,5.0,1.0,0.0,2.0,2.0,,,ccd-lea-2009
2009,0800271,64160,SANTA FE TRAIL BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0806450,2750,SARGENT SCHOOL DISTRICT NO. RE-33J,32.0,0.0,2.0,14.0,15.0,,484,ccd-lea-2009
2009,0801950,0030,SCHOOL DISTRICT N. 14 IN THE COUNTY OF ADAMS & STATE OF COLO,386.0,17.0,41.0,194.0,132.0,,7422,ccd-lea-2009
2009,0803360,0880,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,4573.0,285.0,382.0,2207.0,1696.0,,77267,ccd-lea-2009
2009,0806480,0990,SCHOOL DISTRICT NO. 3 IN THE COUNTY OF EL PASO AND STATE OF,501.0,15.0,37.0,232.0,215.0,,8851,ccd-lea-2009
2009,0803720,0920,"SCHOOL DISTRICT NO. C-1, IN THE COUNTY OF ELBERT AND STATE O",161.0,0.0,5.0,74.0,79.0,,2737,ccd-lea-2009
2009,0805010,0930,SCHOOL DISTRICT NO. C-2 IN THE COUNTY OF ELBERT AND STATE OF,30.0,1.0,2.0,12.0,15.0,,383,ccd-lea-2009
2009,0806780,1480,SCHOOL DISTRICT NO. R-4 IN THE COUNTY OF KIT CARSON AND STAT,19.0,0.0,1.0,8.0,9.0,,209,ccd-lea-2009
2009,0806690,1828,"SCHOOL DISTRICT NO. RE-1, VALLEY",154.0,1.0,7.0,75.0,70.0,,2502,ccd-lea-2009
2009,0806720,3147,SCHOOL DISTRICT NO. RE-11 IN THE COUNTY OF WELD AND STATE OF,17.0,0.0,1.0,7.0,7.0,,167,ccd-lea-2009
2009,0804440,3148,SCHOOL DISTRICT NO. RE-12 IN THE COUNTY OF WELD AND STATE OF,13.0,0.0,1.0,4.0,7.0,,92,ccd-lea-2009
2009,0802610,2395,"SCHOOL DISTRICT NO. RE-2, BRUSH",105.0,4.0,9.0,47.0,45.0,,1486,ccd-lea-2009
2009,0807140,2505,"SCHOOL DISTRICT NO. RE-20, WELDON VALLEY",17.0,0.0,1.0,7.0,8.0,,211,ccd-lea-2009
2009,0803930,1850,SCHOOL DISTRICT NO. RE-3 FRENCHMAN,20.0,1.0,1.0,8.0,9.0,,188,ccd-lea-2009
2009,0804050,2405,"SCHOOL DISTRICT NO. RE-3, FORT MORGAN",210.0,11.0,16.0,97.0,85.0,,3232,ccd-lea-2009
2009,0805640,1860,SCHOOL DISTRICT NO. RE-4 BUFFALO,25.0,0.0,1.0,10.0,13.0,,306,ccd-lea-2009
2009,0806030,1870,SCHOOL DISTRICT NO. RE-5 PLATEAU,19.0,0.0,1.0,8.0,8.0,,163,ccd-lea-2009
2009,0807290,2515,"SCHOOL DISTRICT NO. RE-50, WIGGINS",36.0,0.0,2.0,15.0,18.0,,566,ccd-lea-2009
2009,0806540,0123,SHERIDAN SCHOOL DISTRICT NO. 2,98.0,10.0,6.0,36.0,44.0,,1595,ccd-lea-2009
2009,0804140,0740,SIERRA GRANDE SCHOOL DISTRICT NO. R-30,22.0,0.0,1.0,10.0,11.0,,252,ccd-lea-2009
2009,0806570,2820,"SILVERTON, SCHOOL DISTRICT NO. 1, IN THE COUNTY OF SAN JUAN",7.0,0.0,0.0,4.0,3.0,,66,ccd-lea-2009
2009,0800241,64163,SOUTH CENTRAL BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0899340,9060,SOUTH CENTRAL BOCES,6.0,3.0,0.0,0.0,3.0,,,ccd-lea-2009
2009,0802130,0580,SOUTH CONEJOS SCHOOL DISTRICT NO. RE10,24.0,0.0,1.0,10.0,12.0,,280,ccd-lea-2009
2009,0805910,2780,SOUTH ROUTT SCHOOL DISTRICT NO. RE 3,34.0,0.0,2.0,15.0,16.0,,435,ccd-lea-2009
2009,0800256,64193,SOUTHEASTERN BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0899400,9075,SOUTHEASTERN BOCES,1.0,1.0,0.0,0.0,0.0,,,ccd-lea-2009
2009,0899420,9080,SOUTHWEST BOCES,6.0,1.0,0.0,0.0,3.0,,,ccd-lea-2009
2009,0800252,64083,SOUTHWEST BOCS,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0806630,0250,SPRINGFIELD SCHOOL DISTRICT NO. RE-4,29.0,1.0,2.0,11.0,13.0,,300,ccd-lea-2009
2009,0805370,0470,ST. VRAIN VALLEY SCHOOL DISTRICT NO. RE1J,1551.0,56.0,102.0,781.0,611.0,,26724,ccd-lea-2009
2009,0806660,2770,STEAMBOAT SPRINGS SCHOOL DISTRICT NO. RE 2,162.0,0.0,11.0,79.0,70.0,,2152,ccd-lea-2009
2009,0806750,0060,STRASBURG SCHOOL DISTRICT 31J,59.0,0.0,5.0,25.0,28.0,,1041,ccd-lea-2009
2009,0806810,3000,SUMMIT SCHOOL DISTRICT NO. RE 1,205.0,6.0,14.0,110.0,74.0,,3089,ccd-lea-2009
2009,0806840,2570,"SWINK, SCHOOL DISTRICT NO. 33, IN THE COUNTY OF OTERO AND ST",30.0,0.0,1.0,14.0,15.0,,378,ccd-lea-2009
2009,0806870,2830,TELLURIDE SCHOOL DISTRICT NO. R-1,60.0,1.0,5.0,29.0,23.0,,699,ccd-lea-2009
2009,0805400,1560,THOMPSON SCHOOL DISTRICT R-2J,895.0,17.0,48.0,443.0,386.0,,15225,ccd-lea-2009
2009,0806960,1580,"TRINIDAD, SCHOOL DISTRICT 1, IN THE COUNTY OF LAS ANIMAS AND",91.0,0.0,8.0,45.0,37.0,,1401,ccd-lea-2009
2009,0800262,64200,"UNCOMPAHGRE BOCES, RIDGWAY",0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0800013,9145,UNCOMPAHGRE BOCS,0.0,0.0,0.0,0.0,0.0,,,ccd-lea-2009
2009,0800022,9165,UTE PASS BOCES,0.0,0.0,0.0,0.0,0.0,,,ccd-lea-2009
2009,0800275,64205,UTE PASS BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0806990,0260,VILAS SCHOOL DISTRICT RE-5,27.0,0.0,0.0,5.0,21.0,,415,ccd-lea-2009
2009,0807110,0230,WALSH SCHOOL DISTRICT NO. RE-1,18.0,0.0,1.0,7.0,9.0,,167,ccd-lea-2009
2009,0800270,62060,WELD 6 GREELEY,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0804200,3080,WELD COUNTY REORGANIZED SCHOOL DISTRICT NO. RE-1,141.0,0.0,11.0,66.0,63.0,,1784,ccd-lea-2009
2009,0804920,3090,WELD COUNTY REORGANIZED SCHOOL DISTRICT NO. RE-3,144.0,3.0,7.0,64.0,68.0,,2149,ccd-lea-2009
2009,0807350,3100,WELD COUNTY REORGANIZED SCHOOL DISTRICT NO. RE-4,257.0,4.0,17.0,130.0,105.0,,4082,ccd-lea-2009
2009,0804020,3140,WELD COUNTY REORGANIZED SCHOOL DISTRICT NO. RE-8,143.0,6.0,12.0,65.0,59.0,,2423,ccd-lea-2009
2009,0803600,3085,WELD COUNTY SCHOOL DISTRICT NO. RE-2,111.0,0.0,11.0,48.0,51.0,,1705,ccd-lea-2009
2009,0804830,3110,WELD COUNTY SCHOOL DISTRICT NO. RE-5J,177.0,5.0,6.0,97.0,68.0,,3136,ccd-lea-2009
2009,0804950,3130,WELD COUNTY SCHOOL DISTRICT NO. RE-7,81.0,0.0,5.0,37.0,39.0,,1122,ccd-lea-2009
2009,0802310,3145,WELD COUNTY SCHOOL DISTRICT NO. RE-9,58.0,0.0,3.0,25.0,29.0,,816,ccd-lea-2009
2009,0800250,62040,WELD RE-4 WINDSOR,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2009
2009,0805850,2190,WEST END SCHOOL DISTRICT NO. RE-2,27.0,0.0,1.0,12.0,13.0,,346,ccd-lea-2009
2009,0805070,1340,WEST GRAND SCHOOL DISTRICT NO. 1,37.0,0.0,2.0,17.0,16.0,,451,ccd-lea-2009
2009,0807230,0070,"WESTMINSTER, SCHOOL DISTRICT NO. 50, IN THE COUNTY OF ADAMS",548.0,22.0,51.0,280.0,194.0,,9862,ccd-lea-2009
2009,0807320,2680,WILEY SCHOOL DISTRICT NO. RE-13 JT,21.0,1.0,1.0,7.0,11.0,,236,ccd-lea-2009
2009,0807380,3020,WOODLAND PARK SCHOOL DISTRICT NO. RE-2,181.0,4.0,10.0,77.0,89.0,,2797,ccd-lea-2009
2009,0807410,3070,WOODLIN SCHOOL DISTRICT NO. R-104,13.0,0.0,1.0,4.0,7.0,,105,ccd-lea-2009
2009,0800017,3210,WRAY RD-2 SCHOOL DISTRICT,47.0,1.0,3.0,21.0,20.0,,702,ccd-lea-2009
2009,0800016,3200,YUMA 1 SCHOOL DISTRICT,65.0,1.0,5.0,29.0,28.0,,823,ccd-lea-2009
2010,0801920,1040,"ACADEMY, SCHOOL DISTRICT NO. 20, IN THE COUNTY OF EL PASO AN",1412.0,16.0,86.0,633.0,675.0,,23119,ccd-lea-2010
2010,0800258,01010,ADAMS 1 MAPLETON,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0806900,0020,ADAMS 12 FIVE STAR SCHOOLS,2069.0,12.0,148.0,1017.0,891.0,,41957,ccd-lea-2010
2010,0800268,01020,ADAMS 12 NORTHGLENN,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0800272,01030,ADAMS 14 COMMERCE CITY,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0800237,01040,ADAMS 27J BRIGHTON,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0800257,01070,ADAMS 50 WESTMINSTER,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0800009,9120,ADAMS COUNTY BOCES,0.0,0.0,0.0,0.0,0.0,,,ccd-lea-2010
2010,0800255,03060,ADAMS-ARAP 28J AURORA,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0801980,0960,AGATE SCHOOL DISTRICT NO. 300,8.0,0.0,0.0,3.0,4.0,,33,ccd-lea-2010
2010,0802010,1620,AGUILAR REORGANIZED SCHOOL DISTRICT NO. 6,15.0,1.0,0.0,6.0,7.0,,112,ccd-lea-2010
2010,0802040,3030,AKRON SCHOOL DISTRICT NO. R-1,30.0,0.0,1.0,12.0,16.0,,381,ccd-lea-2010
2010,0802070,0100,"ALAMOSA SCHOOL DISTRICT, NO. RE-11J",125.0,0.0,10.0,64.0,49.0,,2081,ccd-lea-2010
2010,0800273,03010,ARAPAHOE 1 ENGLEWOOD,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0800228,03020,ARAPAHOE 2 SHERIDAN,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0800247,03030,ARAPAHOE 5 CHERRY CREEK,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0800224,03040,ARAPAHOE 6 LITTLETON,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0802190,0220,ARCHULETA COUNTY SCHOOL DISTRICT NO. 50 JT,87.0,0.0,5.0,42.0,39.0,,1492,ccd-lea-2010
2010,0802220,3040,ARICKAREE SCHOOL DISTRICT NO. R-2,13.0,1.0,1.0,4.0,6.0,,111,ccd-lea-2010
2010,0802260,1450,ARRIBA-FLAGLER CONSOLIDATED SCHOOL DISTRICT NO. 20,16.0,0.0,1.0,6.0,7.0,,170,ccd-lea-2010
2010,0802280,2640,"ASPEN SCHOOL DISTRICT NO. 1, IN THE COUNTY OF PITKIN AND STA",137.0,1.0,10.0,61.0,64.0,,1727,ccd-lea-2010
2010,0802340,0180,"AURORA, JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A",1940.0,15.0,222.0,955.0,747.0,,38605,ccd-lea-2010
2010,0802400,1530,BAYFIELD SCHOOL DISTRICT NO. 10JT-R,88.0,0.0,9.0,36.0,42.0,,1405,ccd-lea-2010
2010,0802430,0050,BENNETT SCHOOL DISTRICT NO. 29J,62.0,0.0,4.0,29.0,28.0,,1150,ccd-lea-2010
2010,0802460,1490,BETHUNE SCHOOL DISTRICT NO. R- 5,15.0,0.0,1.0,6.0,6.0,,130,ccd-lea-2010
2010,0806600,0940,BIG SANDY SCHOOL DISTRICT NO. 100J,27.0,0.0,1.0,12.0,14.0,,331,ccd-lea-2010
2010,0800263,07010,BOULDER RE-1J ST VRAIN,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0800227,07020,BOULDER RE-2 BOULDER,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0802490,0480,BOULDER VALLEY SCHOOL DISTRICT NO. RE2,1687.0,25.0,99.0,819.0,743.0,,29526,ccd-lea-2010
2010,0802520,1750,BRANSON REORGANIZED SCHOOL DISTRICT NO. 82,28.0,0.0,1.0,8.0,18.0,,470,ccd-lea-2010
2010,0802580,0040,BRIGHTON SCHOOL DISTRICT NO. 27J,718.0,34.0,57.0,362.0,262.0,,15089,ccd-lea-2010
2010,0802640,0490,BUENA VISTA SCHOOL DISTRICT NO. R-31,70.0,1.0,3.0,27.0,38.0,,985,ccd-lea-2010
2010,0802670,1500,BURLINGTON PUBLIC SCHOOL DISTRICT NO. RE-6J,50.0,0.0,3.0,20.0,25.0,,830,ccd-lea-2010
2010,0802700,0190,BYERS SCHOOL DISTRICT NO. 32J,31.0,0.0,2.0,14.0,14.0,,473,ccd-lea-2010
2010,0802730,0970,CALHAN DISTRICT NO. RJ1,42.0,2.0,3.0,19.0,17.0,,620,ccd-lea-2010
2010,0802760,0270,CAMPO SCHOOL DISTRICT NO. RE-6,8.0,0.0,0.0,3.0,4.0,,58,ccd-lea-2010
2010,0800226,64203,CENTENNIAL BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
2010,0899200,9035,CENTENNIAL BOCES,4.0,2.0,0.0,0.0,1.0,,,ccd-lea-2010
2010,0806360,0640,CENTENNIAL SCHOOL DISTRICT NO. R-1,19.0,0.0,1.0,7.0,11.0,,248,ccd-lea-2010
2010,0802850,2810,"CENTER CONSOLIDATED SCHOOL DISTRICT NO. 26 JT., OF THE COUNT",38.0,0.0,3.0,16.0,17.0,,580,ccd-lea-2010
2010,0800020,8001,CHARTER SCHOOL INSTITUTE,427.0,0.0,30.0,169.0,227.0,,7981,ccd-lea-2010
2010,0800266,80010,CHARTER SCHOOL INSTITUTE,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-2010
