ncessch,school_codes,names,district_codes,first_year,last_year,closure_label,closure_confidence,closure_evidence,latitude,longitude
080249001771,2589,ELDORADO K-8 ELEMENTARY SCHOOL;ELDORADO K-8 SCHOOL;Eldorado K-8 School,0480,2000,2024,still_open,high,reported in 2024,39.9214,-105.1613
080249001792,6816,PEAK TO PEAK CHARTER SCHOOL;Peak to Peak Charter School,0480,2000,2024,still_open,high,reported in 2024,39.9915,-105.0782
080249002013,4496,JUSTICE HIGH CHARTER SCHOOL;Justice High Charter School,0480,2006,2024,still_open,high,reported in 2024,39.9876,-105.0808
080249006154,2940,FIRESIDE ELEMENTARY SCHOOL;FIRESIDE ELEM SCHOOL;Fireside Elementary School,0480,1990,2024,still_open,high,reported in 2024,39.9693,-105.1576
080249006199,6642,PADDOCK ALTERNATIVE ELEMENTARY;PADDOCK ALT. ELEM SCHOOL;PADDOCK ALT ELEM SCHOOL;HORIZONS ALTERNATIVE AT BURKE;HORIZONS K-8 ALT CHARTER SCH;HORIZONS K-8 ALTERNATIVE CHARTER SCHOOL;HORIZONS K-8 SCHOOL;Horizons K-8 School,0480,1991,2024,still_open,high,reported in 2024,39.9935,-105.2373
080249006200,6962,PIONEER ELEMENTARY SCHOOL;PIONEER ELEM SCHOOL;PIONEER BILINGUAL ELEMENTARY S;PIONEER BILINGUAL ELEMENTARY SCHOOL;Pioneer Bilingual Elementary School,0480,1991,2024,still_open,high,reported in 2024,40.000636,-105.089198
080249006201,9296,WASHINGTON ELEMENTARY SCHOOL;WASHINGTON BILINGUAL ELEM;WASHINGTON BILINGUAL ELEMENTARY SCHOOL,,1991,2003,closed,high,CCD school_status=2,40.028074,-105.281576
080249006463,0930,BOULDER UNIVERSAL;Boulder Universal,0480,2010,2024,still_open,high,reported in 2024,40.013513,-105.198032
080249006557,0866,BOULDER EXPLORE,0480,2012,2017,closed,high,CCD school_status=2,39.999481,-105.174305
080249006571,5617,MAPLETON EARLY CHILDHOOD CENTER;Mapleton Early Childhood Center,0480,2013,2024,still_open,high,reported in 2024,40.0202,-105.2856
080249006716,2639,MEADOWLARK SCHOOL;Meadowlark School,0480,2017,2024,still_open,high,reported in 2024,40.033415,-105.083388
080252000140,0974,BRANSON ELEM SCHOOL;BRANSON ELEMENTARY SCHOOL;BRANSON ELEMENTRAY SCHOOL,1750,1986,2014,closed,high,CCD school_status=2,37.019016,-103.883141
080252000141,0978,BRANSON UND. HIGH SCHOOL;BRANSON UND HIGH SCHOOL;BRANSON UNDIVIDED HIGH SCHOOL;BRANSON SCHOOL;Branson School,1750,1986,2024,still_open,high,reported in 2024,37.019067,-103.882854
080252001728,0948,BRANSON ALTERNATIVE SCHOOL;BRANSON SCHOOL ONLINE;Branson School Online,1750,2001,2024,still_open,high,reported in 2024,37.019067,-103.882854
080252006308,0979,BRANSON SCHOOL ONLINE GED PREP,1750,2007,2011,closed,high,CCD school_status=2,37.019295,-103.883357
080255000142,1008,BRIGGSDALE ELEM SCHOOL;BRIGGSDALE ELEMENTARY SCHOOL;Briggsdale Elementary School,3146,1986,2024,still_open,high,reported in 2024,40.6335,-104.3244
080255000143,1012,BRIGGSDALE UND. HIGH SCHOOL;BRIGGSDALE UND HIGH SCHOOL;BRIGGSDALE UNDIV HIGH SCHOOL;BRIGGSDALE UNDIVIDED HIGH SCHOOL;Briggsdale Undivided High School,3146,1986,2024,still_open,high,reported in 2024,40.6335,-104.3244
080258000144,1022,BRIGHTON HIGH SCHOOL;Brighton High School,0040,1986,2024,still_open,high,reported in 2024,39.9812,-104.8119
080258000145,1869,COMPREHENSIVE LEARNING CENTER,,1986,1987,code_changed,low,school code later used by another school,,
080258000146,3900,HENDERSON ELEM SCHOOOL;HENDERSON ELEMENTARY SCHOOOL;HENDERSON ELEMENTARY SCHOOL;Henderson Elementary School,0040,1986,2024,still_open,high,reported in 2024,39.9227,-104.8444
080258000148,6294,NORTH ELEM SCHOOL;NORTH ELEMENTARY SCHOOL;North Elementary School,0040,1986,2021,closed,high,CCD school_status=2,39.9883,-104.8165
080258000149,6395,NORTHEAST ELEM SCHOOL;NORTHEAST ELEMENTARY SCHOOL;Northeast Elementary School,0040,1986,2024,still_open,high,reported in 2024,39.9931,-104.802
080258000150,8060,SOUTH ELEM SCHOOL;SOUTH ELEMENTARY SCHOOL;South Elementary School,0040,1986,2024,still_open,high,reported in 2024,39.9818,-104.8175
080258000151,8130,SOUTHEAST ELEM SCHOOL;SOUTHEAST ELEMENTARY SCHOOL;Southeast Elementary School,0040,1986,2024,still_open,high,reported in 2024,39.9811,-104.802
080258000152,9230,VIKAN MIDDLE SCHOOL;Vikan Middle School,0040,1986,2024,still_open,high,reported in 2024,39.978,-104.8118
080258000729,1021,BRIGHTON HERITAGE ACADEMY;Innovations & Options,0040,1994,2024,still_open,high,reported in 2024,39.986308,-104.811907
080258001327,1020,BRIGHTON ALTERNATIVE SCHOOL,,1986,1987,code_changed,low,school code later used by another school,,
080258001377,6638,OVERLAND TRAIL MIDDLE SCHOOL;Overland Trail Middle School,0040,1986,2024,still_open,high,reported in 2024,39.9947,-104.8006
080258001623,1027,BRIGHTON CHARTER SCHOOL;BRIGHTON COLLEGIATE HIGH SCHOOL,0040,1998,2010,closed,high,CCD school_status=2,39.979695,-104.782153
080258001729,1052,BROMLEY EAST CHARTER SCHOOL;Bromley East Charter School,0040,2001,2024,still_open,high,reported in 2024,39.98234,-104.746031
080258001822,8032,JOHN W THIMMIG ELEMENTARY SCHOOL;John W Thimmig Elementary School,0040,2002,2024,still_open,high,reported in 2024,39.9049,-104.8504
080258001948,0700,BELLE CREEK CHARTER SCHOOL;Belle Creek Charter School,0040,2003,2024,still_open,high,reported in 2024,39.8916,-104.8799
080258001949,5615,MARY E PENNOCK K-8 ELEMENTARY SCHOOL;MARY E PENNOCK ELEMENTARY SCHOOL;Mary E Pennock Elementary School,0040,2003,2024,still_open,high,reported in 2024,39.9831,-104.7765
080258001950,7714,SECOND CREEK K-8 ELEMENTARY SCHOOL;SECOND CREEK ELEMENTARY SCHOOL;Second Creek Elementary School,0040,2003,2024,still_open,high,reported in 2024,39.8772,-104.801111
080258002003,7129,PRAIRIE VIEW;PRAIRIE VIEW HIGH SCHOOL;Prairie View High School,0040,2006,2024,still_open,high,reported in 2024,39.9162,-104.8401
080258006325,4950,LANDMARK ACADEMY AT REUNION;Landmark Academy at Reunion,0040,2007,2024,still_open,high,reported in 2024,39.8892,-104.7946
080258006326,9426,WEST RIDGE ELEMENTARY;West Ridge Elementary,0040,2007,2024,still_open,high,reported in 2024,39.93471,-104.911381
080258006343,9801,"ADAMS YOUTH SERVICE CENTER, BRIGHTON 27J;ADAMS YOUTH SERVICE CENTER;Adams Youth Service Center;Prairie Vista Youth Service Center;Prairie Vista Youth Services Center",,2004,2024,still_open,high,reported in 2024,39.982095,-104.734799
080258006362,7131,PRAIRIE VIEW MIDDLE SCHOOL;Prairie View Middle School,0040,2008,2024,still_open,high,reported in 2024,39.91524,-104.8336
080258006377,7725,SD 27J PRESCHOOL AT THE BRIGHTON LRC;SD 27J Preschool at the Brighton LRC;Bright Beginnings,0040,2008,2024,still_open,high,reported in 2024,39.9883,-104.8165
080258006401,8820,TURNBERRY ELEMENTARY;Turnberry Elementary,0040,2008,2024,still_open,high,reported in 2024,39.891,-104.8341
080258006420,6702,OTHO E STUART MIDDLE SCHOOL;Otho E Stuart Middle School,0040,2008,2024,still_open,high,reported in 2024,39.881559,-104.801335
080258006465,2945,FOUNDATIONS ACADEMY;Foundations Academy,0040,2010,2024,still_open,high,reported in 2024,39.9827,-104.7602
080258006474,2399,EAGLE RIDGE ACADEMY;Eagle Ridge Academy,0040,2010,2024,still_open,high,reported in 2024,39.980987,-104.781551
080258006488,1796,Colorado Connections Academy;Colorado Connections @ 27J,0040,2022,2024,still_open,high,reported in 2024,39.567303,-104.862668
080258006549,1013,BRANTNER ELEMENTARY SCHOOL;Brantner Elementary School,0040,2012,2024,still_open,high,reported in 2024,39.937502,-104.897042
080258006575,1560,BOLT ACADEMY;BOLT Academy,0040,2013,2020,closed,high,CCD school_status=2,39.986308,-104.811907
080258006718,7318,REUNION ELEMENTARY SCHOOL;Reunion Elementary School,0040,2017,2024,still_open,high,reported in 2024,39.897188,-104.785684
080258006738,7340,RIVERDALE RIDGE HIGH SCHOOL;Riverdale Ridge High School,0040,2018,2024,still_open,high,reported in 2024,39.940448,-104.882107
080258006753,7351,RODGER QUIST MIDDLE SCHOOL;Rodger Quist Middle School,0040,2018,2024,still_open,high,reported in 2024,39.941141,-104.885078
080258006813,0251,Elaine S. Padilla;Elaine S. Padilla Elementary School,0040,2021,2024,still_open,high,reported in 2024,39.993329,-104.742998
080258006832,6400,The STEAD School,0040,2021,2024,still_open,high,reported in 2024,39.890548,-104.775719
080258006836,6687,27J Online Academy,0040,2021,2024,still_open,high,reported in 2024,39.9883,-104.8165
080258006857,5918,Southlawn Elementary School,0040,2022,2024,still_open,high,reported in 2024,39.879462,-104.77748
080258006875,2191,Discovery Magnet School,0040,2023,2024,still_open,high,reported in 2024,39.963349,-104.928595
080261000153,1094,BRUSH JR HIGH SCHOOL;BRUSH MIDDLE SCHOOL;Brush Middle School,2395,1986,2024,still_open,high,reported in 2024,40.259599,-103.637663
080261000154,1096,BRUSH HIGH SCHOOL;Brush High School,2395,1986,2024,still_open,high,reported in 2024,40.259599,-103.637663
080261000155,1438,CENTRAL ELEM SCHOOL;CENTRAL ELEMENTARY SCHOOL;BEAVER VALLEY ELEMEN SCHOOL;BEAVER VALLEY ELEMENTARY SCHOOL;Beaver Valley Elementary School,2395,1986,2024,still_open,high,reported in 2024,40.2605,-103.6532
080261000156,8832,THOMSON ELEM SCHOOL;THOMSON ELEMENTARY SCHOOL;THOMSON PRIMARY SCHOOL;Thomson Primary School,2395,1986,2024,still_open,high,reported in 2024,40.2585,-103.6328
080264000157,1130,BUENA VISTA HIGH SCHOOL;Buena Vista High School,0490,1986,2024,still_open,high,reported in 2024,38.836426,-106.126868
080264000158,1132,HARRY L. MCGINNIS MIDDLE SCH;HARRY L MCGINNIS MIDDLE SCHOOL;HARRY L MCGINNIS MID SCHOOL;HARRY L MC GINNIS MIDDLE SCHOOL;Harry L McGinnis Middle School;Buena Vista Middle School,0490,1986,2024,still_open,high,reported in 2024,38.837073,-106.127314
080264000159,4306,IRVING W.AVERY ELEM SCHOOL;AVERY/PARSONS ELEM SCHOOL;AVERY/PARSONS ELEMENTARY;AVERY/PARSONS ELEMENTARY SCHOOL;Avery/Parsons Elementary School,0490,1986,2024,still_open,high,reported in 2024,38.844413,-106.126921
080264006155,1508,CHAFFEE COUNTY ALTERNATIVE;CHAFFEE COUNTY HIGH SCHOOL;Chaffee County High School,0490,1990,2024,still_open,high,reported in 2024,38.843672,-106.125283
080264006485,1154,BUENA VISTA ONLINE ACADEMY,0490,2010,2013,closed,high,CCD school_status=2,38.8436,-106.1253
080264006767,0137,"The Grove, BVSD's Early Learning Program",0490,2019,2024,still_open,high,reported in 2024,38.844413,-106.126921
080267000160,1144,BURLINGTON ELEM SCHOOL;BURLINGTON ELEMENTARY SCHOOL;Burlington Elementary School,1500,1986,2024,still_open,high,reported in 2024,39.3054,-102.2633
080267000161,1150,BURLINGTON MIDDLE SCHOOL;Burlington Middle School,1500,1986,2024,still_open,high,reported in 2024,39.3019,-102.2837
080267000162,1152,BURLINGTON HIGH SCHOOL;Burlington High School,1500,1986,2024,still_open,high,reported in 2024,39.2966,-102.272
080270000163,1168,BYERS ELEM SCHOOL;BYERS ELEMENTARY SCHOOL;Byers Elementary School,0190,1986,2024,still_open,high,reported in 2024,39.707721,-104.217401
080270000164,1176,BYERS HIGH SCHOOL;BYERS JR/SR HIGH SCHOOL;BYERS JUNIOR-SENIOR HIGH SCHOOL;Byers Junior-Senior High School,0190,1986,2024,still_open,high,reported in 2024,39.707721,-104.217401
080270001944,1752,COLORADO VIRTUAL ACADEMY (COVA);Colorado Virtual Academy High School,0190,2014,2024,still_open,high,reported in 2024,39.707721,-104.217401
080270006548,3362,GREAT PLAINS ACADEMY;VALIANT ACADEMY;VALIANT ACADEMY HIGH SCHOOL;Astravo Online Academy High School,0190,2012,2024,still_open,high,reported in 2024,39.707721,-104.217401
080270006605,2356,ELEVATE ACADEMY;ELEVATE ACADEMY HIGH SCHOOL;Astravo Academy High School;Colorado Online High School,0190,2014,2024,still_open,high,reported in 2024,39.707721,-104.217401
080270006620,6263,COLORADO DIGITAL ACADEMY - MIDDLE;Colorado Virtual Academy Middle School,0190,2014,2024,still_open,high,reported in 2024,39.707721,-104.217401
080270006630,6241,COLORADO DIGITAL ACADEMY - ELEMENTARY;Colorado Virtual Academy,0190,2014,2024,still_open,high,reported in 2024,39.707721,-104.217401
080270006749,8994,VALIANT ACADEMY ELEMENTARY SCHOOL;Astravo Online Academy Elementary School,0190,2018,2024,still_open,high,reported in 2024,39.707721,-104.217401
080270006751,2801,ELEVATE ACADEMY ELEMENTARY SCHOOL;Elevate Academy Elementary School,0190,2018,2020,closed,high,CCD school_status=2,39.713117,-105.134583
080270006755,9033,VALIANT ACADEMY MIDDLE SCHOOL;Astravo Online Academy Middle School,0190,2018,2024,still_open,high,reported in 2024,39.707721,-104.217401
080270006759,2793,ELEVATE ACADEMY MIDDLE SCHOOL;Astravo Academy Middle School;Colorado Online Middle School,0190,2018,2024,still_open,high,reported in 2024,39.707721,-104.217401
080273000167,1210,CALHAN ELEM SCHOOL;CALHAN ELEMENTARY SCHOOL;Calhan Elementary School,0970,1987,2024,still_open,high,reported in 2024,39.033117,-104.295258
080273000168,1218,CALHAN HIGH SCHOOL;Calhan Secondary School,0970,1986,2024,still_open,high,reported in 2024,39.033117,-104.295258
080273000510,1215,CALHAN MIDDLE SCHOOL;Calhan Middle School,0970,1993,2020,closed,high,CCD school_status=2,39.033117,-104.295258
080273001720,0035,FRONTIER CHARTER ACADEMY,0970,2001,2010,renamed,low,another school carries the same name,39.036438,-104.293593
080276000169,1248,CAMPO ELEM SCHOOL;CAMPO ELEMENTARY SCHOOL;Campo Elementary School,0270,1987,2024,still_open,high,reported in 2024,37.10466,-102.57623
080276000170,1252,CAMPO UND. HIGH SCHOOL;CAMPO UND HIGH SCHOOL;CAMPO UNDIVIDED HIGH SCHOOL;Campo Undivided High School,0270,1986,2024,still_open,high,reported in 2024,37.10466,-102.57623
080279000171,1262,CANON CITY JR. HIGH SCHOOL;CANON CITY MIDDLE SCHOOL;Canon City Middle School,1140,1986,2024,still_open,high,reported in 2024,38.445476,-105.231325
080279000172,1266,CANON CITY HIGH SCHOOL;Canon City High School,1140,1986,2024,still_open,high,reported in 2024,38.4509,-105.2335
080279000173,3802,HARRISON ELEM SCHOOL;HARRISON ELEMENTARY SCHOOL;HARRISON SCHOOL;Harrison School,1140,1986,2024,still_open,high,reported in 2024,38.466678,-105.20645
080279000174,5166,LINCOLN ELEM SCHOOL;LINCOLN ELEMENTARY SCHOOL;LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY;Lincoln School of Science and Technology,1140,1986,2024,still_open,high,reported in 2024,38.4325,-105.2385
080279000175,5704,MC KINLEY ELEM SCHOOL;MC KINLEY ELEMENTARY SCHOOL;MCKINLEY ELEMENTARY SCHOOL;McKinley Elementary School,1140,1986,2024,still_open,high,reported in 2024,38.4312,-105.214
080279000176,9248,WASHINGTON ELEM SCHOOL;WASHINGTON ELEMENTARY SCHOOL;Washington Elementary School,1140,1986,2024,still_open,high,reported in 2024,38.4482,-105.2384
080279000898,5414,MADISON EXPLORATORY SCHOOL,1140,1994,2012,closed,high,CCD school_status=2,38.432608,-105.243437
080279001392,3211,FREMONT COUNTY ACADEMY;GARDEN PARK HIGH SCHOOL,1140,1995,2012,closed,high,CCD school_status=2,38.44205,-105.240521
080279001433,7950,SKYLINE ELEM SCHOOL;SKYLINE ELEMENTARY SCHOOL;CANON EXPLORATORY SCHOOL;Canon Exploratory School,1140,1987,2024,still_open,high,reported in 2024,38.4678,-105.24
080279001538,6752,MT VIEW CORE KNOWLEDGE CHARTER;MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL;Mount View Core Knowledge Charter School,1140,1996,2024,still_open,high,reported in 2024,38.4644,-105.2072
080279006536,0419,CANON ONLINE ACADEMY,1140,2011,2017,closed,high,CCD school_status=2,38.453557,-105.214445
080285000177,1412,CENTER ELEM SCHOOL;HASKIN ELEMENTARY SCHOOL;Haskin Elementary School,2810,1986,2024,still_open,high,reported in 2024,37.751336,-106.114091
080285000178,1416,CENTER JR. HIGH SCHOOL;CENTER JUNIOR HIGH SCHOOL;CENTER MIDDLE SCHOOL;SKOGLUND MIDDLE SCHOOL;Skoglund Middle School,2810,1986,2024,still_open,high,reported in 2024,37.751336,-106.114091
080285000179,1420,CENTER HIGH SCHOOL;Center High School,2810,1986,2024,still_open,high,reported in 2024,37.751336,-106.114091
080285002008,0051,THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY;The Academic Recovery Center of San Luis Valley,2810,2002,2024,still_open,high,reported in 2024,37.751336,-106.114091
080285006513,1368,CENTER VIRTUAL ACADEMY;Center Virtual Academy,2810,2011,2024,still_open,high,reported in 2024,37.751336,-106.114091
080288000180,1538,CHERAW ELEM SCHOOL;CHERAW ELEMENTARY SCHOOL,2560,1986,2014,closed,high,CCD school_status=2,38.111111,-103.510544
080288000181,1548,CHERAW MIDDLE SCHOOL,2560,1986,2014,closed,high,CCD school_status=2,38.111111,-103.510544
080288000182,1546,CHERAW HIGH SCHOOL;CHERAW SCHOOL;Cheraw School,2560,1986,2024,still_open,high,reported in 2024,38.109739,-103.509745
080288001102,1549,CHERAW PRESCHOOL,,1994,2000,closed,high,CCD school_status=2,,
080291000034,8848,THUNDER RIDGE MIDDLE SCHOOL;Thunder Ridge Middle School,0130,1992,2024,still_open,high,reported in 2024,39.6214,-104.736862
080291000183,0348,ARROWHEAD ELEM SCHOOL;ARROWHEAD ELEMENTARY SCHOOL;Arrowhead Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6642,-104.766
080291000184,0714,BELLEVIEW ELEM SCHOOL;BELLEVIEW ELEMENTARY SCHOOL;Belleview Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6284,-104.8771
080291000185,1566,CAMPUS MIDDLE UNIT;CAMPUS MIDDLE SCHOOL;Campus Middle School,0130,1986,2024,still_open,high,reported in 2024,39.6295,-104.8775
080291000186,1570,CHERRY CREEK HIGH SCHOOL;Cherry Creek High School,0130,1986,2024,still_open,high,reported in 2024,39.6299,-104.8816
080291000187,1574,CHERRY HILLS VILLAGE ELEM SCH;CHERRY HILLS VILLAGE ELEM SCHL;CHERRY HILLS VILLAGE ELEMENTRY;CHERRY HILLS VILLAGE ELEMENTARY SCHOOL;Cherry Hills Village Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6392,-104.9589
080291000188,1916,COTTONWOOD CREEK ELEM SCHOOL;COTTONWOOD CREEK ELEMENTARY;COTTONWOOD CREEK ELEMENTARY SCHOOL;Cottonwood Creek Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6088,-104.8591
080291000189,2068,CUNNINGHAM ELEM SCHOOL;CUNNINGHAM ELEMENTARY SCHOOL;CUNNINGHAM RESOURCE CENTER,,1986,1995,closed,high,CCD school_status=2,,
080291000190,2292,DRY CREEK ELEM SCHOOL;DRY CREEK ELEMENTARY SCHOOL;Dry Creek Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.5815,-104.8998
080291000191,2428,EASTRIDGE ELEM SCHOOL;EASTRIDGE COMMUNITY ELEM SCH.;EASTRIDGE COMMUNITY ELEM SCH;EASTRIDGE COMMUNITY ELEMENTARY;EASTRIDGE COMMUNITY ELEM SCHL;EASTRIDGE COMMUNITY ELEMENTARY SCHOOL;Eastridge Community Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.672954,-104.851314
080291000192,3648,GREENWOOD ELEM SCHOOL;GREENWOOD ELEMENTARY SCHOOL;Greenwood Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6161,-104.9213
080291000193,3926,HERITAGE ELEM SCHOOL;HERITAGE ELEMENTARY SCHOOL;Heritage Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.5971,-104.9106
080291000194,4062,HOLLY HILLS ELEM SCHOOL;HOLLY HILLS ELEMENTARY SCHOOL;Holly Hills Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6637,-104.9168
080291000195,4078,HOMESTEAD ELEM SCHOOL;HOMESTEAD ELEMENTARY SCHOOL;Homestead Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.582,-104.9101
080291000196,4276,INDEPENDENCE ELEM SCHOOL;INDEPENDENCE ELEMENTARY SCHOOL;Independence Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6319,-104.7979
080291000197,4975,LAREDO MIDDLE SCHOOL;Laredo Middle School,0130,1986,2024,still_open,high,reported in 2024,39.6253,-104.8031
080291000198,5934,MISSION VIEJO ELEM SCHOOL;MISSION VIEJO ELEMENTARY;MISSION VIEJO ELEMENTARY SCHOOL;Mission Viejo Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6468,-104.805
080291000199,7102,POLTON ELEM SCHOOL;POLTON COMMUNITY ELEM SCHOOL;POLTON COMMUNITY ELEMENTARY;POLTON COMMUNITY ELEMENTARY SCHOOL;Polton Community Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6639,-104.8516
080291000200,7116,PONDEROSA ELEM SCHOOL;PONDEROSA ELEMENTARY SCHOOL;Ponderosa Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6831,-104.8578
080291000201,7158,PRAIRIE MIDDLE SCHOOL;Prairie Middle School,0130,1986,2024,still_open,high,reported in 2024,39.6815,-104.8403
080291000202,7559,SAGEBRUSH ELEM SCHOOL;SAGEBRUSH ELEMENTARY SCHOOL;Sagebrush Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.632,-104.8182
080291000203,8020,SMOKY HILL HIGH SCHOOL;Smoky Hill High School,0130,1986,2024,still_open,high,reported in 2024,39.6278,-104.7996
080291000204,9108,VILLAGE EAST ELEM SCHOOL;VILLAGE EAST COMMUNITY ELEM;VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL;Village East Community Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6908,-104.8525
080291000206,9200,WALNUT HILLS ELEM SCHOOL;WALNUT HILLS COMMUNITY ELEM;WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL;Walnut Hills Community Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.5901,-104.8962
080291000207,1568,WEST MIDDLE SCHOOL;West Middle School,0130,1986,2024,still_open,high,reported in 2024,39.6233,-104.9242
080291000208,9624,WILLOW CREEK ELEM SCHOOL;WILLOW CREEK ELEMENTARY SCHOOL;Willow Creek Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.574,-104.8887
080291000422,1569,PREP ALTERNATIVE HS;PREP ALTERNATIVE HIGH SCHOOL;CHERRY CREEK PREP (ALTERN HS),,1993,1998,closed,high,CCD school_status=2,,
080291000763,1510,CHALLENGE SCHOOL;Challenge School,0130,1994,2024,still_open,high,reported in 2024,39.6977,-104.8766
080291001152,1571,CHERRY CREEK ACADEMY CHARTER;CHERRY CREEK CHARTER ACADEMY;Cherry Creek Charter Academy,0130,1995,2024,still_open,high,reported in 2024,39.6028,-104.8753
080291001153,4461,JOLIET COMPLEX,,1995,2003,closed,high,CCD school_status=2,39.682319,-104.861268
080291001272,6625,OVERLAND HIGH SCHOOL;Overland High School,0130,1986,2024,still_open,high,reported in 2024,39.6806,-104.8431
080291001273,1572,HIGH PLAINS ELEM SCHOOL;HIGH PLAINS ELEMENTARY SCHOOL;High Plains Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6059,-104.8704
080291001297,1614,CIMARRON ELEM SCHOOL;CIMARRON ELEMENTARY SCHOOL;Cimarron Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6489,-104.7846
080291001328,4100,HORIZON MIDDLE SCHOOL;Horizon Middle School,0130,1986,2024,still_open,high,reported in 2024,39.6433,-104.7715
080291001329,5744,MEADOW POINT ELEM. SCHOOL;MEADOW POINT ELEMENTARY SCHOOL;MEADOW POINT ELEM SCHOOL;Meadow Point Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6265,-104.7796
080291001330,8887,TRAILS WEST ELEM SCHOOL;TRAILS WEST ELEMENTARY SCHOOL;Trails West Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6186,-104.7796
080291001378,8394,SUNRISE ELEM SCHOOL;SUNRISE ELEMENTARY SCHOOL;Sunrise Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6437,-104.7573
080291001390,4280,INDIAN RIDGE ELEM SCHOOL;INDIAN RIDGE ELEMENTARY SCHOOL;Indian Ridge Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6215,-104.7968
080291001404,1970,CREEKSIDE ELEM SCHOOL;CREEKSIDE ELEMENTARY SCHOOL;Creekside Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.579,-104.757
080291001405,8850,TIMBERLINE ELEM SCHOOL;TIMBERLINE ELEMENTARY SCHOOL;Timberline Elementary School,0130,1986,2024,still_open,high,reported in 2024,39.6167,-104.7479
080291001468,8380,SUMMIT ELEM SCHOOOL;SUMMIT ELEMENTARY SCHOOOL;SUMMIT ELEMENTARY SCHOOL;Summit Elementary School,0130,1988,2024,still_open,high,reported in 2024,39.6401,-104.7763
080291001514,7476,ROLLING HILLS ELEM SCHOOL;ROLLING HILLS ELEMENTARY SCHOOL;Rolling Hills Elementary School,0130,1996,2024,still_open,high,reported in 2024,39.6107,-104.7652
080291001570,4066,HOLLY RIDGE PRIMARY SCHOOL,,1997,2003,closed,high,CCD school_status=2,,
080291001625,3589,GRANDVIEW HIGH SCHOOL;Grandview High School,0130,1998,2024,still_open,high,reported in 2024,39.5919,-104.7468
080291001670,0242,ANTELOPE RIDGE ELEMENTARY SCH;ANTELOPE RIDGE ELEMENTARY SCHOOL;Antelope Ridge Elementary School,0130,1999,2024,still_open,high,reported in 2024,39.6184,-104.7255
080291001671,2094,DAKOTA VALLEY ELEMENTARY SCH;DAKOTA VALLEY ELEMENTARY SCHOOL;Dakota Valley Elementary School,0130,1999,2024,still_open,high,reported in 2024,39.6463,-104.7447
080291001672,2897,FALCON CREEK MIDDLE SCHOOL;Falcon Creek Middle School,0130,1999,2024,still_open,high,reported in 2024,39.606,-104.7557
080291001673,7162,P.R.E.P. (ALTRNTV) HIGH SCHOOL;P.R.E.P. (ALTERNATIVE) HIGH SCHOOL,,1999,2003,closed,high,CCD school_status=2,39.592274,-104.8246
080291001710,0016,FOX HOLLOW ELEMENTARY SCHOOL;Fox Hollow Elementary School,0130,2001,2024,still_open,high,reported in 2024,39.6015,-104.7828
080291001711,0018,LIBERTY MIDDLE SCHOOL;Liberty Middle School,0130,2001,2024,still_open,high,reported in 2024,39.5786,-104.738
080291001712,0021,CARE MIDDLE SCHOOL PROGRAM,,2001,2003,closed,high,CCD school_status=2,39.592274,-104.8246
080291001831,1273,CANYON CREEK ELEMENTARY SCHOOL;Canyon Creek Elementary School,0130,2002,2024,still_open,high,reported in 2024,39.6058,-104.7196
080291001878,0141,SKY VISTA MIDDLE SCHOOL;Sky Vista Middle School,0130,2005,2024,still_open,high,reported in 2024,39.6344,-104.748
080291001879,0442,ASPEN CROSSING ELEMENTARY SCHOOL;Aspen Crossing Elementary School,0130,2005,2024,still_open,high,reported in 2024,39.6325,-104.7521
080291001880,7277,RED HAWK RIDGE ELEMENTARY SCHOOL;Red Hawk Ridge Elementary School,0130,2005,2024,still_open,high,reported in 2024,39.5832,-104.7996
