ncessch,school_codes,names,district_codes,first_year,last_year,closure_label,closure_confidence,closure_evidence,latitude,longitude
080000100214,1608,CHEYENNE WELLS ELEM SCHOOL;CHEYENNE WELLS ELEMENTARY;CHEYENNE WELLS ELEMENTARY SCHOOL;Cheyenne Wells Elementary School,0520,1986,2024,still_open,high,reported in 2024,38.825162,-102.352919
080000100215,1612,CHEYENNE WELLS UND.HIGH SCHOOL;CHEYENNE WELLS HIGH SCHOOL;CHEYENNE WELLS JUNIOR/HIGH SCHOOL;Cheyenne Wells Junior/High School,0520,1986,2024,still_open,high,reported in 2024,38.822585,-102.353863
080000101428,1610,CHEYENNE WELLS MIDDLE SCHOOL,0520,1987,2014,closed,high,CCD school_status=2,38.813896,-102.353523
080000201130,7746,HI PLAINS UND HIGH SCHOOL;HIGH PLAINS UNITED HIGH SCHOOL,,1986,1991,renamed,low,another school carries the same name,,
080000201208,9164,HI PLAINS ELEM SCHOOL;HI PLAINS ELEMENTARY SCHOOL;HIGH PLAINS ELEMENTARY SCHOOL,,1986,1991,renamed,low,another school carries the same name,,
080000300685,4158,HUGO ELEM SCHOOL;GENOA-HUGO ELEMENTARY SCHOOL,,1986,1991,renamed,low,another school carries the same name,,
080000300686,4162,HUGO JR-SR HIGH SCHOOL;GENOA-HUGO MS-SR HIGH SCHOOL;GENOA-HUGO MIDDLE/SENIOR HIGH,,1986,1991,renamed,low,another school carries the same name,,
080000400709,2840,EXPEDITIONARY LEARNING SCHOOL;ROCKY MTN SCHOOL OF EXPEDITIONARY LRNG;ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING;Rocky Mountain School of Expeditionary Learning,9130,1993,2024,still_open,high,reported in 2024,39.6854,-104.9211
080001401701,7635,SANTA FE TRAIL ALTERNTV CENTER;SANTA FE TRAIL ALTERNATIVE CEN,,1999,2000,closed,high,CCD school_status=2,,
080001401802,8818,THERAPEUTIC DAY TREATMENT;NEW HORIZON ACADEMY,,2000,2004,closed,high,CCD school_status=2,37.985807,-103.544174
080001601745,5221,LITTLE INDIANS PRESCHOOL;Little Indians Preschool;YUMA PRESCHOOL,3200,2001,2024,still_open,high,reported in 2024,40.123084,-102.732243
080001601819,9791,YUMA MIDDLE SCHOOL;Yuma Middle School,3200,2001,2024,still_open,high,reported in 2024,40.121014,-102.732147
080001601820,9795,KENNETH P MORRIS PRIMARY;KENNETH P MORRIS PRIMARY SCHOOL;KENNETH P MORRIS ELEMENTARY SCHOOL;Kenneth P Morris Elementary School,3200,2001,2024,still_open,high,reported in 2024,40.1224,-102.73128
080001601821,9799,YUMA HIGH SCHOOL;Yuma High School,3200,2001,2024,still_open,high,reported in 2024,40.115577,-102.723383
080001701816,9725,WRAY ELEMENTARY SCHOOL;Wray Elementary School,3210,2001,2024,still_open,high,reported in 2024,40.073986,-102.244019
080001701817,9729,BUCHANAN MIDDLE SCHOOL;Buchanan Middle School,3210,2001,2020,closed,high,CCD school_status=2,40.075,-102.2293
080001701818,9733,WRAY HIGH SCHOOL;Wray High School;Wray Junior Senior High School,3210,2001,2024,still_open,high,reported in 2024,40.073986,-102.244019
080001801741,4227,IDALIA ELEMENTARY SCHOOL;Idalia Elementary School,3220,2001,2024,still_open,high,reported in 2024,39.705006,-102.29442
080001801742,4231,IDALIA JR-SR HIGH SCHOOL;IDALIA JUNIOR-SENIOR HIGH SCHOOL;Idalia Junior-Senior High School,3220,2001,2024,still_open,high,reported in 2024,39.705006,-102.29442
080001901743,5119,LIBERTY ELEMENTARY SCHOOL,3230,2001,2016,closed,high,CCD school_status=2,39.655367,-102.624023
080001901744,5123,LIBERTY JR-SR HIGH SCHOOL;LIBERTY JUNIOR-SENIOR HIGH SCHOOL;LIBERTY SCHOOL;Liberty School,3230,2001,2024,still_open,high,reported in 2024,39.655308,-102.624259
080002000727,0015,ACADEMY OF CHARTER SCHOOLS;Academy of Charter Schools,8001,2014,2024,still_open,high,reported in 2024,39.911475,-105.033546
080002001569,2035,CROWN POINTE CHARTER ACADEMY;Crown Pointe Charter Academy,8001,2015,2024,still_open,high,reported in 2024,39.852125,-105.0239
080002001612,9785,YOUTH & FAMILY ACADEMY CHARTER,8001,2011,2017,closed,high,CCD school_status=2,38.27774,-104.609821
080002001720,0035,FRONTIER CHARTER ACADEMY,8001,2011,2019,closed,high,CCD school_status=2,39.037035,-104.292427
080002001780,4277,INDIAN PEAKS CHARTER SCHOOL,8001,2016,2019,closed,high,CCD school_status=2,40.090594,-105.942963
080002001876,1882,COMMUNITY LEADERSHIP ACADEMY;Community Leadership Academy,8001,2011,2024,still_open,high,reported in 2024,39.821277,-104.92129
080002001882,6219,NEW AMERICA SCHOOL - LOWRY;New America School - Lowry;New America School - Aurora,8001,2014,2024,still_open,high,reported in 2024,39.727323,-104.878068
080002001912,1791,COLORADO SPRINGS CHARTER ACADEMY;Colorado Springs Charter Academy,8001,2005,2024,still_open,high,reported in 2024,38.8696,-104.772307
080002001913,7512,ROSS MONTESSORI SCHOOL;Ross Montessori School,8001,2005,2024,still_open,high,reported in 2024,39.395413,-107.212398
080002001915,6914,THE PINNACLE CHARTER SCHOOL (HIGH);THE PINNACLE CHARTER SCHOOL HIGH;THE PINNACLE CHARTER SCHOOL;The Pinnacle Charter School,8001,2006,2024,still_open,high,reported in 2024,39.850399,-104.9986
080002001926,0654,THE PINNACLE CHARTER SCHOOL (ELEMENTARY);THE PINNACLE CHARTER SCHOOL ELEMENTARY,8001,2006,2018,closed,high,CCD school_status=2,39.850327,-104.998652
080002001998,0657,NORTHERN COLORADO ACADEMY OF ARTS & KNOWLEDGE;T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE;ACADEMY OF ARTS AND KNOWLEDGE ELEMENTARY;Academy of Arts and Knowledge Elementary,8001,2006,2024,still_open,high,reported in 2024,40.519536,-105.052538
080002002010,6913,THE PINNACLE CHARTER SCHOOL (MIDDLE);THE PINNACLE CHARTER SCHOOL MIDDLE,8001,2006,2018,closed,high,CCD school_status=2,39.850327,-104.998676
080002002018,0653,STONE CREEK ELEMENTARY;STONE CREEK SCHOOL;Stone Creek School,8001,2006,2024,still_open,high,reported in 2024,39.651336,-106.626209
080002002023,0656,COLORADO DISTANCE & ELECTRONIC LEARNING ACADEMY,8001,2006,2010,closed,high,CCD school_status=2,39.972337,-104.758689
080002002033,0655,THE ACADEMY AT HIGH POINT;HIGH POINT ACADEMY;High Point Academy,8001,2006,2024,still_open,high,reported in 2024,39.819221,-104.761271
080002006305,1279,CAPROCK ACADEMY;Caprock Academy,8001,2007,2024,still_open,high,reported in 2024,39.108769,-108.597811
080002006310,1795,COLORADO SPRINGS EARLY COLLEGES;Colorado Springs Early Colleges;Colorado Early Colleges Colorado Springs,8001,2007,2024,still_open,high,reported in 2024,38.893187,-104.832833
080002006320,7278,RICARDO FLORES MAGON ACADEMY;Ricardo Flores Magon Academy,8001,2007,2024,still_open,high,reported in 2024,39.793452,-105.034942
080002006333,1370,CESAR CHAVEZ COLORADO SPRINGS - CENTRAL;CESAR CHAVEZ ACADEMY - CENTRAL,8001,2007,2009,closed,high,CCD school_status=2,38.8485,-104.7937
080002006338,8929,21ST CENTURY CHARTER SCHOOL;PIKES PEAK PREP,8001,2007,2018,closed,high,CCD school_status=2,38.827498,-104.8153
080002006365,1376,CESAR CHAVEZ ACADEMY - NORTH;SCHOLARS TO LEADERS ACADEMY,8001,2008,2014,closed,high,CCD school_status=2,38.876118,-104.800858
080002006370,9057,THE VANGUARD SCHOOL (HIGH),8001,2008,2012,renamed,low,another school carries the same name,38.807936,-104.818785
080002006390,2837,EARLY COLLEGE HIGH SCHOOL AT ARVADA;EARLY COLLEGE OF ARVADA;Early College of Arvada,8001,2008,2024,still_open,high,reported in 2024,39.805881,-105.050539
080002006393,3475,GOAL ACADEMY,8001,2008,2012,renamed,low,another school carries the same name,39.82933,-105.035141
080002006402,9051,THE VANGUARD SCHOOL (MIDDLE),8001,2008,2012,renamed,low,another school carries the same name,38.807936,-104.818785
080002006418,0075,ANIMAS HIGH SCHOOL;Animas High School,8001,2008,2024,still_open,high,reported in 2024,37.272731,-107.868178
080002006419,3387,GOAL GED PREP,8001,2008,2011,closed,high,CCD school_status=2,39.829128,-105.035352
080002006437,8825,THOMAS MACLAREN STATE CHARTER SCHOOL;Thomas MacLaren State Charter School,8001,2008,2023,renamed,low,another school carries the same name,38.858671,-104.748583
080002006467,1877,COLORADO PROVOST ACADEMY;MOUNTAIN VIEW VIRTUAL,8001;9170,2010,2015,closed,high,CCD school_status=2,39.62326,-104.898211
080002006478,1901,COLORADO CALVERT ACADEMY,8001,2010,2014,code_changed,low,school code later used by another school,38.92017,-104.790909
080002006480,4699,THE NEW AMERICA SCHOOL;NEW AMERICA SCHOOL - THORNTON,8001,2013,2017,renamed,low,another school carries the same name,39.858642,-104.976238
080002006502,5453,MOUNTAIN MIDDLE SCHOOL;Mountain Middle School,8001,2011,2024,still_open,high,reported in 2024,37.2991,-107.872549
080002006503,3439,GLOBAL VILLAGE ACADEMY - NORTHGLENN;Global Village Academy - Northglenn;Global Village Academy - North,8001,2016,2024,still_open,high,reported in 2024,39.901495,-104.994537
080002006542,2067,COLORADO EARLY COLLEGE FORT COLLINS;Colorado Early College Fort Collins;Colorado Early Colleges Fort Collins,8001,2012,2024,still_open,high,reported in 2024,40.52572,-105.044416
080002006579,9040,VICTORY PREPARATORY ACADEMY MIDDLE STATE CHARTER SCHOOL;Victory Preparatory Academy Middle State Charter School,8001,2013,2024,still_open,high,reported in 2024,39.800208,-104.903957
080002006585,9037,VICTORY PREPARATORY ACADEMY HIGH STATE CHARTER SCHOOL;Victory Preparatory Academy High State Charter School,8001,2013,2024,still_open,high,reported in 2024,39.800208,-104.903957
080002006586,3326,GLOBAL VILLAGE ACADEMY - COLORADO SPRINGS;Colorado International Language Academy,8001,2013,2024,still_open,high,reported in 2024,38.897182,-104.814908
080002006589,5851,MOUNTAIN SONG COMMUNITY SCHOOL;Mountain Song Community School,8001,2013,2024,still_open,high,reported in 2024,38.852733,-104.867272
080002006595,4403,JAMES IRWIN CHARTER ACADEMY;James Irwin Charter Academy,8001,2013,2022,code_changed,low,school code later used by another school,38.857812,-104.782073
080002006596,3399,GLOBAL VILLAGE ACADEMY - FORT COLLINS,8001,2013,2019,closed,high,CCD school_status=2,40.539243,-105.115909
080002006602,5957,MONTESSORI DEL MUNDO CHARTER SCHOOL;Montessori del Mundo Charter School,8001,2014,2024,still_open,high,reported in 2024,39.697789,-104.808333
080002006634,2196,COLORADO EARLY COLLEGES DOUGLAS COUNTY;COLORADO EARLY COLLEGES - PARKER;Colorado Early Colleges - Parker;Colorado Early Colleges Douglas County,8001,2014,2024,still_open,high,reported in 2024,39.565088,-104.858647
080002006635,8821,TWO RIVERS COMMUNITY SCHOOL;Two Rivers Community School,8001,2014,2021,renamed,low,another school carries the same name,39.565278,-107.366886
080002006639,3393,GOLDEN VIEW CLASSICAL ACADEMY;Golden View Classical Academy,8001,2018,2024,still_open,high,reported in 2024,39.718832,-105.190609
080002006651,8061,SALIDA MONTESSORI CHARTER SCHOOL;Salida Montessori Charter School,8001,2015,2024,still_open,high,reported in 2024,38.530188,-106.00332
080002006653,3513,EARLY LEARNING CENTER AT NEW LEGACY CHARTER SCHOOL;Early Learning Center at New Legacy Charter School,8001,2015,2024,still_open,high,reported in 2024,39.74904,-104.875817
080002006661,6266,NEW LEGACY CHARTER HIGH SCHOOL;NEW LEGACY CHARTER SCHOOL;New Legacy Charter School,8001,2015,2024,still_open,high,reported in 2024,39.74904,-104.875817
080002006700,5147,LAUNCH HIGH SCHOOL;Launch High School,8001,2016,2021,closed,high,CCD school_status=2,38.876171,-104.800264
080002006701,5423,MOUNTAIN VILLAGE MONTESSORI CHARTER SCHOOL;Mountain Village Montessori Charter School;Steamboat Montessori,8001,2016,2024,still_open,high,reported in 2024,40.503843,-106.908858
080002006706,5845,MONUMENT VIEW MONTESSORI CHARTER SCHOOL;Monument View Montessori Charter School,8001,2017,2024,still_open,high,reported in 2024,39.133788,-108.689327
080002006708,1505,COLORADO MILITARY ACADEMY;Colorado Military Academy,8001,2017,2024,still_open,high,reported in 2024,38.837168,-104.69945
080002006710,1633,COLORADO EARLY COLLEGES AURORA;Colorado Early Colleges Aurora,8001,2017,2024,still_open,high,reported in 2024,39.691456,-104.826852
080002006736,0126,Academy of Advanced Learning,8001,2024,2024,still_open,high,reported in 2024,39.723447,-104.821159
080002006760,0079,Ascent Classical Academy;Ascent Classical Academy Douglas County;Ascent Classical Academy of Douglas County,8001,2020,2024,still_open,high,reported in 2024,39.55155,-104.873171
080002006761,5431,MONARCH CLASSICAL SCHOOL OF THE ARTS;Coperni 2,8001,2018,2023,closed,high,CCD school_status=2,38.827369,-104.815313
080002006768,0493,Axis International Academy,8001,2019,2024,still_open,high,reported in 2024,40.539243,-105.115909
080002006770,0188,Colorado Skies Academy,8001,2024,2024,still_open,high,reported in 2024,39.566869,-104.83553
080002006777,0149,Colorado Early Colleges Fort Collins West,8001,2019,2022,closed,high,CCD school_status=2,40.539243,-105.115909
080002006779,1387,Colorado Early Colleges Windsor,8001,2019,2024,still_open,high,reported in 2024,40.477853,-104.988043
080002006784,1371,Coperni 3,8001,2019,2024,still_open,high,reported in 2024,38.843668,-104.763085
080002006796,1005,Ascent Classical Academy Northern Colorado;Ascent Classical Academy of Northern Colorado,8001,2020,2024,still_open,high,reported in 2024,40.551169,-105.055966
080002006828,5313,Kwiyagat Community Academy,8001,2021,2024,still_open,high,reported in 2024,37.200051,-108.729896
080002006853,5499,Prospect Academy,8001,2022,2024,still_open,high,reported in 2024,39.797904,-105.10433
080002006867,9679,Colorado Early Colleges Online Campus,8001,2022,2024,still_open,high,reported in 2024,39.565088,-104.858647
080002006876,2904,Ascent Classical Academy of 27J;Ascent Classical Academy of Northern Denver,8001,2023,2024,still_open,high,reported in 2024,39.989343,-104.927548
080002006877,2905,Ascent Classical Academy of Grand Junction,8001,2023,2024,still_open,high,reported in 2024,39.083211,-108.479619
080002006887,9596,Wildflower Montessori Public Schools of Colorado Aurora,8001,2023,2024,still_open,high,reported in 2024,39.693042,-104.830461
080002006894,8948,University Prep - Commerce City,8001,2024,2024,still_open,high,reported in 2024,39.809646,-104.922815
080002006896,9598,Wildflower Montessori Public School of Colorado Grand Valley,8001,2024,2024,still_open,high,reported in 2024,39.097872,-108.562671
080002301991,9999,COLORADO SCHOOL FOR THE DEAF AND BLIND,,2003,2006,closed,high,CCD school_status=2,38.83395,-104.80795
080002306410,1924;9999,COLORADO SCHOOL FOR THE DEAF AND BLIND;Colorado School for the Deaf and Blind,9000,2008,2024,still_open,high,reported in 2024,38.834865,-104.806834
080028206600,1550,COLORADO PREP ACADEMY;COLORADO PREPARATORY ACADEMY HIGH SCHOOL;Colorado Preparatory Academy High School,9170,2013,2024,still_open,high,reported in 2024,39.85134,-105.050971
080028206615,7449,ROCKY MOUNTAIN DIGITAL ACADEMY,9170,2014,2017,closed,high,CCD school_status=2,39.62326,-104.898211
080028206654,7484,MOUNTAIN VIEW VIRTUAL,9170,2015,2017,closed,high,CCD school_status=2,39.62326,-104.898211
080028206664,6971,PIKES PEAK ONLINE SCHOOL;Pikes Peak Online School,9170,2015,2024,still_open,high,reported in 2024,39.85134,-105.050971
080028206752,1448,COLORADO PREPARATORY ACADEMY ELEMENTARY SCHOOL;Colorado Preparatory Academy Elementary School,9170,2018,2024,still_open,high,reported in 2024,39.85134,-105.050971
080028206764,1501,COLORADO PREPARATORY ACADEMY MIDDLE SCHOOL;Colorado Preparatory Academy Middle School,9170,2018,2024,still_open,high,reported in 2024,39.85134,-105.050971
080028206804,1892,Orton Academy,9170,2020,2023,renamed,low,another school carries the same name,38.876171,-104.800264
080028206838,7497,Colorado Summit Connections Academy,9170,2021,2024,still_open,high,reported in 2024,39.567303,-104.862668
080028206841,7533,Pueblo Classical Academy,9170,2021,2024,still_open,high,reported in 2024,38.326049,-104.714239
080028206842,7661,Ascend College Prep,9170,2021,2024,still_open,high,reported in 2024,38.961495,-104.793408
080028206844,8257,Merit Academy,9170,2021,2021,renamed,low,another school carries the same name,38.992683,-105.058454
080028206846,0312,Leadership Academy of Colorado;Williamsburg Academy of Colorado,9170,2022,2024,still_open,high,reported in 2024,40.017699,-105.279618
080028206848,1007,Education reEnvisioned School,9170,2022,2024,still_open,high,reported in 2024,39.094533,-104.867367
080028606659,2689,ZEBULON PIKE;Zebulon Pike;Spring Creek Youth Services Center,,2015,2024,still_open,high,reported in 2024,38.786684,-104.774714
080028606668,2688,LOOKOUT MOUNTAIN;Lookout Mountain,,2015,2024,still_open,high,reported in 2024,39.741558,-105.206371
080028606702,2690,GRAND MESA YOUTH SERVICES CENTER;Grand Mesa Youth Services Center,,2016,2024,still_open,high,reported in 2024,39.057045,-108.532406
080028606703,2691,MOUNT VIEW YOUTH SERVICES CENTER;Mount View Youth Services Center,,2016,2024,still_open,high,reported in 2024,39.647876,-105.088397
080028606704,2692,PLATTE VALLEY YOUTH SERVICES CENTER;Platte Valley Youth Services Center,,2016,2024,still_open,high,reported in 2024,40.451224,-104.713711
080028606705,2693,SPRING CREEK YOUTH SERVICES CENTER,,2016,2018,closed,high,CCD school_status=2,38.786617,-104.774751
080028606742,2694,BETTY K MARLER YOUTH SERVICES CENTER;Betty K Marler Youth Services Center,,2018,2024,still_open,high,reported in 2024,39.647876,-105.088397
080029201503,6134,YAMPAH MOUNTAIN SCHOOL;Yampah Mountain School,9175,2017,2024,still_open,high,reported in 2024,39.548286,-107.334392
080029206831,6316,The Yampah Mountain High School Nursery,,2021,2024,still_open,high,reported in 2024,39.548286,-107.334392
080192000001,0074,CHALLENGER MIDDLE SCHOOL;Challenger Middle School,1040,1986,2024,still_open,high,reported in 2024,38.978798,-104.774702
080192000002,0076,ACADEMY HIGH SCHOOL;AIR ACADEMY HIGH SCHOOL;Air Academy High School,1040,1986,2024,still_open,high,reported in 2024,38.967994,-104.84588
080192000003,2248,DOUGLASS VALLEY ELEM SCHOOL;DOUGLASS VALLEY ELEMENTARY;DOUGLASS VALLEY ELEMENTARY SCHOOL;Douglass Valley Elementary School,1040,1986,2024,still_open,high,reported in 2024,38.992427,-104.866276
080192000004,2524,EDITH D. WOLFORD ELEM SCHOOL;EDITH WOLFORD ELEM SCHOOL;EDITH WOLFORD ELEMENTARY;EDITH WOLFORD ELEMENTARY SCHOOL;Edith Wolford Elementary School,1040,1986,2024,still_open,high,reported in 2024,39.030349,-104.701674
080192000005,6158,MOUNTAIN VIEW ELEM SCHOOL;MOUNTAIN VIEW ELEMENTARY;MOUNTAIN VIEW ELEMENTARY SCHOOL;Mountain View Elementary School,1040,1986,2024,still_open,high,reported in 2024,38.977605,-104.776167
080192000006,6942,PINE VALLEY ELEM SCHOOL;PINE VALLEY ELEMENTARY SCHOOL,1040,1986,2008,closed,high,CCD school_status=2,38.9699,-104.8578
080192000007,7460,ROCKRIMMON ELEM SCHOOL;ROCKRIMMON ELEMENTARY SCHOOL;Rockrimmon Elementary School,1040,1986,2024,still_open,high,reported in 2024,38.932706,-104.830498
080192000008,9714,WOODMEN ELEM SCHOOL;WOODMEN-ROBERTS ELEM SCHOOL;WOODMEN-ROBERTS ELEMENTARY;WOODMEN-ROBERTS ELEMENTARY SCHOOL;Woodmen-Roberts Elementary School,1040,1986,2024,still_open,high,reported in 2024,38.945825,-104.869833
080192000123,0249,ANTELOPE TRAILS ELEM SCHOOL;ANTELOPE TRAILS ELEMENTARY SCHOOL;Antelope Trails Elementary School,1040,1992,2024,still_open,high,reported in 2024,39.054609,-104.826465
080192000531,7159,PRAIRIE HILLS ELEM SCHOOL;PRAIRIE HILLS ELEMENTARY SCHOOL;Prairie Hills Elementary School,1040,1993,2024,still_open,high,reported in 2024,38.949852,-104.733281
080192000858,0209,ASPEN VALLEY HIGH SCHOOL;ASPEN VALLEY CAMPUS;Aspen Valley Campus;Aspen Valley High School,1040,1994,2024,still_open,high,reported in 2024,38.951358,-104.790944
080192001319,3104,FOOTHILLS ELEM SCHOOL;FOOTHILLS ELEMENTARY SCHOOL;Foothills Elementary School,1040,1986,2024,still_open,high,reported in 2024,38.930927,-104.843435
080192001320,3985,HIGH PLAINS ELEM SCHOOL;HIGH PLAINS ELEMENTARY SCHOOL;High Plains Elementary School,1040,1986,2024,still_open,high,reported in 2024,38.947094,-104.783662
080192001321,7240,RAMPART HIGH SCHOOL;Rampart High School,1040,1986,2024,still_open,high,reported in 2024,38.949407,-104.772372
080192001387,3238,FRONTIER ELEM SCHOOL;FRONTIER ELEMENTARY SCHOOL;Frontier Elementary School,1040,1986,2024,still_open,high,reported in 2024,38.946833,-104.755905
080192001402,2358,EAGLEVIEW MIDDLE SCHOOL;Eagleview Middle School,1040,1986,2024,still_open,high,reported in 2024,38.922875,-104.851127
080192001429,5126,LIBERTY HIGH SCHOOL;Liberty High School,1040,1987,2024,still_open,high,reported in 2024,38.959185,-104.73617
080192001430,6960,PIONEER ELEM SCHOOL;PIONEER ELEMENTARY SCHOOL;Pioneer Elementary School,1040,1987,2024,still_open,high,reported in 2024,38.931543,-104.757713
080192001462,8851,TIMBERVIEW MIDDLE SCHOOL;Timberview Middle School,1040,1988,2024,still_open,high,reported in 2024,38.961206,-104.738929
080192001496,2800,EXPLORER ELEMENTARY;EXPLORER ELEMENTARY SCHOOL;Explorer Elementary School,1040,1989,2024,still_open,high,reported in 2024,38.959898,-104.749134
080192001592,1627,THE CLASSICAL CHARTER ACADEMY;THE CLASSICAL CHARTER ACADEMY EAST;THE CLASSICAL ACADEMY CHARTER;The Classical Academy Charter,1040,1997,2024,still_open,high,reported in 2024,39.016573,-104.816602
080192001593,6140,MOUNTAIN RIDGE MIDDLE SCHOOL;Mountain Ridge Middle School,1040,1997,2024,still_open,high,reported in 2024,38.965029,-104.776578
080192001643,0017,ACADEMY EDISON ELEMENTARY SCHO;ACADEMY EDISON ELEMENTARY SCHOOL;ACADEMY ENDEAVOUR ELEMENTARY SCHOOL;Academy Endeavour Elementary School,1040,1998,2024,still_open,high,reported in 2024,38.951619,-104.762134
080192001644,0019,ACADEMY INTERNATIONAL ELEMENTA;ACADEMY INTERNATIONAL ELEMENTARY SCHOOL;Academy International Elementary School,1040,1998,2024,still_open,high,reported in 2024,38.962663,-104.765557
080192001645,6937,PINE CREEK HIGH SCHOOL;Pine Creek High School,1040,1998,2024,still_open,high,reported in 2024,38.987084,-104.763007
080192001684,2520,EDISON JUNIOR ACADEMY,,1999,2001,closed,high,CCD school_status=2,38.958943,-104.73617
080192001685,7696,SCHOOL IN THE WOODS,,1999,2000,closed,high,CCD school_status=2,,
080192001752,0881,BLACK FOREST CHARTER SCHOOL,,2000,2004,closed,high,CCD school_status=2,38.911373,-104.607859
080192001842,8813,THE DA VINCI ACADEMY SCHOOL;The Da Vinci Academy School,1040,2004,2024,still_open,high,reported in 2024,39.012266,-104.803454
080192001892,1628,THE CLASSICAL ACADEMY NORTH,,2002,2003,closed,high,CCD school_status=2,,
080192001905,2195,DISCOVERY CANYON CAMPUS SCHOOL;DISCOVERY CANYON CAMPUS HIGH SCHOOL;Discovery Canyon Campus High School,1040,2005,2024,still_open,high,reported in 2024,39.03018,-104.796061
080192001931,1629,THE CLASSICAL ACADEMY MIDDLE SCHOOL;The Classical Academy Middle School,1040,2006,2024,still_open,high,reported in 2024,39.016573,-104.816602
080192001943,1630,THE CLASSICAL ACADEMY HIGH SCHOOL;The Classical Academy High School,1040,2006,2024,still_open,high,reported in 2024,39.016573,-104.816602
080192006329,1615,CHINOOK TRAIL ELEMENTARY SCHOOL;Chinook Trail Elementary School,1040,2007,2024,still_open,high,reported in 2024,38.974205,-104.734576
080192006336,7247,RANCH CREEK ELEMENTARY;Ranch Creek Elementary,1040,2007,2024,still_open,high,reported in 2024,38.964528,-104.724061
080192006434,0110,ACADEMY ONLINE HIGH SCHOOL;ACADEMY ONLINE;Village High School,1040,2008,2024,still_open,high,reported in 2024,38.954234,-104.791305
080192006447,8779,TCA COLLEGE PATHWAYS;TCA College Pathways,1040,2009,2024,still_open,high,reported in 2024,38.992687,-104.790967
080192006478,1901,ACADEMY CALVERT K-8 ONLINE SCHOOL;JOURNEY K8;Journey K8;Village Middle School,1040,2015,2024,still_open,high,reported in 2024,38.957841,-104.707529
080192006616,1921,DISCOVERY CANYON CAMPUS MIDDLE SCHOOL;Discovery Canyon Campus Middle School,1040,2014,2024,still_open,high,reported in 2024,39.03018,-104.796061
080192006619,1033,BRIARGATE PRESCHOOL;Briargate Preschool,1040,2014,2023,closed,high,CCD school_status=2,38.954234,-104.791305
080192006631,1929,DISCOVERY CANYON CAMPUS ELEMENTARY SCHOOL;Discovery Canyon Campus Elementary School,1040,2014,2024,still_open,high,reported in 2024,39.03018,-104.796061
080192006745,6242,NEW SUMMIT CHARTER ACADEMY;New Summit Charter Academy,1040,2018,2024,still_open,high,reported in 2024,38.94668,-104.766371
080192006758,6247,LEGACY PEAK ELEMENTARY SCHOOL;Legacy Peak Elementary School,1040,2018,2024,still_open,high,reported in 2024,38.957841,-104.707529
080192006775,1511,Home School Academy,1040,2019,2024,still_open,high,reported in 2024,38.957841,-104.707529
080192006788,1421,Chinook Trail Middle School,1040,2019,2024,still_open,high,reported in 2024,38.974519,-104.732747
080192006816,1229,Encompass Heights Elementary School,1040,2021,2024,still_open,high,reported in 2024,38.993193,-104.759301
080195000009,0020,ADAMS CITY MIDDLE SCHOOL;Adams City Middle School,0030,1986,2024,still_open,high,reported in 2024,39.8282,-104.9354
080195000010,0024,ADAMS CITY HIGH SCHOOL;Adams City High School,0030,1986,2024,still_open,high,reported in 2024,39.8281,-104.9004
080195000011,0186,ALSUP ELEM SCHOOL;ALSUP ELEMENTARY SCHOOL;Alsup Elementary School,0030,1986,2024,still_open,high,reported in 2024,39.820976,-104.936263
080195000012,1426,CENTRAL ELEM SCHOOL;CENTRAL ELEMENTARY SCHOOL;Central Elementary School,0030,1986,2024,still_open,high,reported in 2024,39.8138,-104.9213
080195000013,2308,DUPONT ELEM SCHOOL;DUPONT ELEMENTARY SCHOOL;Dupont Elementary School,0030,1986,2024,still_open,high,reported in 2024,39.8413,-104.9174
080195000015,4516,KEARNEY MIDDLE SCHOOL;Kearney Middle School,0030,1986,2024,still_open,high,reported in 2024,39.8085,-104.9167
080195000016,4536,KEMP ELEM SCHOOL;KEMP ELEMENTARY SCHOOL;Kemp Elementary School,0030,1986,2024,still_open,high,reported in 2024,39.8196,-104.9085
080195000017,5982,MONACO ELEM SCHOOL;MONACO ELEMENTARY SCHOOL;Monaco Elementary School,0030,1986,2024,still_open,high,reported in 2024,39.8349,-104.9131
080195000018,6534,HANSON ELEM SCHOOL;HANSON ELEMENTARY SCHOOL;HANSON PREK-8 SCHOOL;Hanson Elementary School,0030,1986,2023,closed,high,CCD school_status=2,39.829641,-104.905213
080195000019,7500,ROSE HILL ELEM SCHOOL;ROSE HILL ELEMENTARY SCHOOL;Rose Hill Elementary School,0030,1986,2024,still_open,high,reported in 2024,39.8009,-104.9086
080195000402,1138,BURGER KING ACADEMY - ROCKIES;ACADEMY OF THE ROCKIES,,1993,1997,closed,high,CCD school_status=2,,
080195000404,5880,MILDRED L SANVILLE PRESCHOOL;Mildred L Sanville Preschool,0030,1993,2024,still_open,high,reported in 2024,39.813125,-104.919421
080195001307,0022,ADAMS CITY ALTERNATIVE;LESTER R. ARNOLD HIGH SCHOOL;LESTER R ARNOLD HIGH SCHOOL;Lester R Arnold High School,0030,1986,2024,still_open,high,reported in 2024,39.829641,-104.905213
080195001719,0027,VIRTUAL HIGH SCHOOL IN ADAMS C,,2001,2002,closed,high,CCD school_status=2,39.827297,-104.913416
