year,county_name,district_code,district_name,school_code,school_name,grade,enrollment,source
2003,FREMONT,1140,CANON CITY RE-1,P645,CALVARY BAPTIST CHRISTIAN SCH,9,1,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P645,CALVARY BAPTIST CHRISTIAN SCH,K,5,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P645,CALVARY BAPTIST CHRISTIAN SCH,PK,1,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,1,6,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,10,0,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,11,0,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,12,0,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,2,4,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,3,1,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,4,4,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,5,4,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,6,1,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,7,2,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,8,0,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,9,0,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,K,3,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1140,CANON CITY RE-1,P651,FOUR MILE ADVENTIST CHRISTIAN,PK,0,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,1,1,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,10,3,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,11,1,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,12,0,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,2,5,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,3,3,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,4,2,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,5,2,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,6,1,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,7,4,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,8,4,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,9,4,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,K,4,nonpublic-2003-ed59017200346internet.xls
2003,FREMONT,1150,FLORENCE RE-2,P657,FLORENCE CHRISTIAN SCHOOL,PK,8,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,1,12,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,10,2,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,11,2,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,12,8,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,2,8,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,3,9,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,4,10,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,5,6,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,6,4,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,7,5,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,8,8,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,9,11,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,K,14,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P296,ALPINE CHRISTIAN ACADEMY,PK,15,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,1,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,10,45,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,11,43,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,12,48,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,2,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,3,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,4,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,5,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,6,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,7,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,8,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,9,29,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,K,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P660,COLORADO ROCKY MOUNTAIN SCHOOL,PK,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,1,12,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,10,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,11,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,12,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,2,9,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,3,10,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,4,5,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,5,7,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,6,16,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,7,4,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,8,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,9,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,K,11,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P666,ST STEPHEN'S SCHOOL,PK,24,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,1,7,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,10,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,11,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,12,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,2,10,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,3,13,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,4,12,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,5,14,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,6,10,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,7,10,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,8,11,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,9,0,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,K,10,nonpublic-2003-ed59017200346internet.xls
2003,GARFIELD,1180,ROARING FORK RE-1,P670,WALDORF SCHOOL ON ROARING FORK,PK,28,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,1,1,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,10,0,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,11,0,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,12,0,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,2,0,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,3,1,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,4,0,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,5,1,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,6,1,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,7,1,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,8,0,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,9,0,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,K,0,nonpublic-2003-ed59017200346internet.xls
2003,GRAND,1340,WEST GRAND 1-JT,P311,FAITH IN ACTION CHRISTIAN SCH,PK,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,1,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,10,9,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,11,14,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,12,9,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,2,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,3,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,4,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,5,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,6,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,7,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,8,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,9,6,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,K,0,nonpublic-2003-ed59017200346internet.xls
2003,GUNNISON,1360,GUNNISON WATERSHED RE1J,P166,CRESTED BUTTE ACADEMY,PK,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,1,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,10,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,11,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,12,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,2,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,3,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,4,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,5,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,6,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,7,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,8,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,9,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,K,10,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P030,CHILDREN'S WORLD LEARNING CTR,PK,15,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,1,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,10,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,11,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,12,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,2,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,3,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,4,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,5,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,6,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,7,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,8,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,9,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,K,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P031,CHILDREN'S WORLD LEARNING CTR,PK,34,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,1,19,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,10,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,11,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,12,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,2,19,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,3,4,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,4,3,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,5,2,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,6,1,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,7,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,8,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,9,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,K,19,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P033,MERITOR ACADEMY AT GRANT RANCH,PK,60,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,1,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,10,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,11,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,12,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,2,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,3,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,4,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,5,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,6,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,7,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,8,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,9,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,K,13,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P035,MERITOR ACADEMY,PK,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,1,3,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,10,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,11,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,12,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,2,11,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,3,7,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,4,3,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,5,2,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,6,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,7,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,8,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,9,0,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,K,14,nonpublic-2003-ed59017200346internet.xls
2003,JEFFERSON,1420,JEFFERSON COUNTY R-1,P108,LAKEWOOD CHRISTIAN ACADEMY,PK,0,nonpublic-2003-ed59017200346internet.xls
