year,ncessch,school_code,district_code,school_name,district_name,enrollment_total_cde,enrollment_total_ccd,teacher_fte_cde,teacher_fte_ccd,enrollment_reported_in_fte_file,latitude,longitude,is_charter,status
2000,080549000948,9010,,UTE PASS ELEMENTARY SCHOOL,MANITOU SPRINGS     14,,139,,9.0,,38.921,-104.9918,0,1
2000,080420000580,9032,,VALLEY HIGH SCHOOL,GILCREST            RE-1,,555,,41.0,,40.2855,-104.7782,0,1
2000,080435001658,9034,,VALLEY SCHOOL,MESA COUNTY VALLEY  51,,314,,8.0,,39.09697,-108.588992,0,1
2000,080555000959,9036,,VALLEY VIEW ELEMENTARY,MAPLETON            1,,307,,13.0,,39.8231,-104.9954,0,1
2000,080336000421,9050,,VALVERDE ELEMENTARY SCHOOL,DENVER COUNTY       1,,454,,25.0,,39.7106,-105.0113,0,1
2000,080480001056,9052,,VAN ARSDALE ELEMENTARY,JEFFERSON COUNTY    R-1,,499,,23.0,,39.8332,-105.1487,0,1
2000,080540000940,9055,,VAN BUREN ELEMENTARY SCHOOL,THOMPSON            R-2J,,261,,17.0,,40.4087,-105.1027,0,1
2000,080480000793,9058,,VANDERHOOF ELEMENTRAY SCHOOL,JEFFERSON COUNTY    R-1,,509,,25.0,,39.8032,-105.127,0,1
2000,080234001294,9059,,VASSAR ELEMENTARY SCHOOL,ADAMS-ARAPAHOE      28J,,533,,30.0,,39.6695,-104.7771,0,1
2000,080234000080,9060,,VAUGHN ELEMENTARY SCHOOL,ADAMS-ARAPAHOE      28J,,716,,35.0,,39.735,-104.8366,0,1
2000,080318000280,9080,,CRESSON ELEMENTARY SCHOOL,CRIPPLE CREEK-VICTOR RE-1,,369,,18.0,,38.7508,-105.1857,0,1
2000,080699001805,9085,,V.I.L.A.S. HIGH SCHOOL,VILAS               RE-5,,39,,,,37.373655,-102.449394,0,3
2000,080699001206,9090,,VILAS ELEMENTARY SCHOOL,VILAS               RE-5,,40,,5.0,,37.373651,-102.449444,0,1
2000,080699001207,9100,,VILAS UNDIVIDED HIGH SCHOOL,VILAS               RE-5,,70,,8.0,,37.373651,-102.449444,0,1
2000,080291000204,9108,,VILLAGE EAST COMMUNITY ELEM,CHERRY CREEK        5,,612,,38.0,,39.6908,-104.8525,0,1
2000,080615001084,9130,,VINELAND ELEMENTARY SCHOOL,PUEBLO COUNTY RURAL 70,,282,,17.0,,38.2407,-104.4621,0,1
2000,080615001085,9134,,VINELAND MIDDLE SCHOOL,PUEBLO COUNTY RURAL 70,,314,,16.0,,38.2435,-104.4584,0,1
2000,080234000081,9140,,VIRGINIA COURT ELEM SCHOOL,ADAMS-ARAPAHOE      28J,,592,,29.0,,39.7073,-104.8405,0,1
2000,080333001806,9146,,VISION SCHOOL,DELTA COUNTY        50(J),,197,,7.0,,38.7649,-107.9767,0,3
2000,080723001251,9148,,VISTA GRANDE ELEM SCHOOL,WESTMINSTER         50,,287,,16.0,,39.85719,-105.0486,0,1
2000,080480000794,9154,,VIVIAN ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,246,,18.0,,39.7523,-105.116,0,1
2000,080690001193,9155,,BOLLMAN OCCUPATIONAL CENTER,NORTHGLENN-THORNTON 12,,,,14.0,,39.867921,-104.977756,0,1
2000,080249001677,9156,,BOULDER TECHNICAL EDUCATION CE,BOULDER VALLEY      RE 2,,,,24.0,,40.014445,-105.198572,0,1
2000,080651001208,9164,,HI PLAINS ELEMENTARY SCHOOL,HI-PLAINS           R-23,,67,,10.0,,39.304649,-102.745461,0,1
2000,080612001067,9188,,W H HEATON MIDDLE SCHOOL,PUEBLO CITY         60,,713,,35.0,,38.3026,-104.5879,0,1
2000,080705001210,9198,,WALDEN ELEMENTARY SCHOOL,NORTH PARK          R-1,,144,,10.0,,40.732414,-106.276787,0,1
2000,080291000206,9200,,WALNUT HILLS COMMUNITY ELEM,CHERRY CREEK        5,,344,,19.0,,39.5901,-104.8962,0,1
2000,080708001212,9212,,JOHN MALL HIGH SCHOOL,HUERFANO            RE-1,,213,,16.0,,37.632625,-104.790627,0,1
2000,080711001215,9222,,WALSH ELEMENTARY SCHOOL,WALSH               RE-1,,118,,10.0,,37.3865,-102.2816,0,1
2000,080711001216,9226,,WALSH HIGH SCHOOL,WALSH               RE-1,,120,,9.0,,37.386464,-102.283761,0,1
2000,080540001286,9228,,WALT CLARK MIDDLE SCHOOL,THOMPSON            R-2J,,811,,44.0,,40.3838,-105.1134,0,1
2000,080258000152,9230,,VIKAN MIDDLE SCHOOL,BRIGHTON            27J,,542,,30.0,,39.978,-104.8118,0,1
2000,080624001358,9231,,WAMSLEY ELEMENTARY SCHOOL,GARFIELD RE-2,,541,,27.0,,39.5555,-107.7736,0,1
2000,080480000796,9232,,WARDER ELEMENTRY SCHOOL,JEFFERSON COUNTY    R-1,,468,,23.0,,39.8372,-105.092,0,1
2000,080480000797,9234,,WARREN OCCUPATION TECH CENTER,JEFFERSON COUNTY    R-1,,123,,46.0,,39.714936,-105.149681,0,1
2000,080480001651,9238,,WARREN CENTER PRESCHOOL,JEFFERSON COUNTY    R-1,,13,,,,39.71495,-105.14832,0,1
2000,080306000269,9244,,WASHINGTON ELEMENTARY SCHOOL,COLORADO SPRINGS    11,,251,,15.0,,38.836106,-104.840164,0,1
2000,080279000176,9248,,WASHINGTON ELEMENTARY SCHOOL,CANON CITY          RE-1,,498,,28.0,,38.4482,-105.2384,0,1
2000,080399000606,9251,,TRAUT CORE ELEMENTARY SCHOOL,POUDRE              R-1,,525,,25.0,,40.5188,-105.029,0,1
2000,080708001214,9252,,WASHINGTON ELEMENTARY SCHOOL,HUERFANO            RE-1,,279,,18.0,,37.624935,-104.779743,0,1
2000,080540000941,9260,,HAROLD FERGUSON HIGH SCHOOL,THOMPSON            R-2J,,120,,8.0,,40.408695,-105.102695,0,1
2000,080627001104,9264,,WASHINGTON PRIMARY SCHOOL,ROCKY FORD          R-2,,235,,20.0,,38.0468,-103.7207,0,1
2000,080522000865,9268,,WASHINGTON ELEMENTARY SCHOOL,LAMAR               RE-2,,345,,21.0,,38.0844,-102.6257,0,1
2000,080306000270,9282,,IRVING MIDDLE SCHOOL,COLORADO SPRINGS    11,,1005,,56.0,,38.858886,-104.749342,0,1
2000,080648001126,9294,,WATSON JUNIOR HIGH SCHOOL,WIDEFIELD           3,,461,,28.0,,38.7379,-104.723,0,1
2000,080249006201,9296,,WASHINGTON BILINGUAL ELEM,BOULDER VALLEY      RE 2,,299,,18.0,,40.028074,-105.281576,0,1
2000,080306000271,9298,,WASSON HIGH SCHOOL,COLORADO SPRINGS    11,,1446,,72.0,,38.8608,-104.7814,0,1
2000,080480000798,9328,,WEBER ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,553,,27.0,,39.8463,-105.0936,0,1
2000,080399006162,9330,,WEBBER JUNIOR HIGH SCHOOL,POUDRE              R-1,,840,,43.0,,40.5275,-105.105,0,1
2000,080648001127,9334,,WEBSTER ELEMENTARY SCHOOL,WIDEFIELD           3,,503,,27.0,,38.7258,-104.7142,0,1
2000,080480000799,9342,,WELCHESTER ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,372,,22.0,,39.7321,-105.1444,0,1
2000,089920001495,9351,,WELD OPPORTUNITY HIGH SCHOOL,CENTENNIAL BOCS,,118,,13.0,,40.396906,-104.678718,0,1
2000,080714001217,9352,,WELDON VALLEY ELEM SCHOOL,WELDON VALLEY       RE-20(J),,97,,11.0,,40.35009,-103.967918,0,1
2000,080714001420,9356,,WELDON VALLEY JR HIGH SCHOOL,WELDON VALLEY       RE-20(J),,28,,2.0,,40.350083,-103.968166,0,1
2000,080714001218,9360,,WELDON VALLEY HIGH SCHOOL,WELDON VALLEY       RE-20(J),,71,,6.0,,40.35009,-103.967918,0,1
2000,080399000527,9370,,EYESTONE ELEMENTARY SCHOOL,POUDRE              R-1,,569,,31.0,,40.7105,-105.0017,0,1
2000,080399000551,9374,,WELLINGTON JUNIOR HIGH SCHOOL,POUDRE              R-1,,297,,18.0,,40.7086,-105.002,0,1
2000,080399001440,9380,,WERNER ELEMENTARY SCHOOL,POUDRE              R-1,,648,,31.0,,40.5126,-105.0665,0,1
2000,080513000852,9392,,WEST ELEMENTARY SCHOOL,EAST OTERO          R-1,,362,,21.0,,37.982465,-103.557761,0,1
2000,080411000570,9394,,WEST ELEMENTARY SCHOOL,FOWLER              R-4J,,84,,8.0,,,,0,1
2000,080585001694,9395,,WEST END CHARTER LEARNING CENT,WEST END            RE-2,,17,,2.0,,38.21876,-108.57302,1,1
2000,080234000082,9396,,WEST MIDDLE SCHOOL,ADAMS-ARAPAHOE      28J,,914,,48.0,,39.736,-104.8706,0,1
2000,080306000272,9404,,WEST INTERGENERATIONAL CENTER,COLORADO SPRINGS    11,,513,,30.0,,38.8434,-104.8535,0,1
2000,080435000629,9406,,WEST MIDDLE SCHOOL,MESA COUNTY VALLEY  51,,467,,29.0,,39.0842,-108.5714,0,1
2000,080336000423,9408,,WEST HIGH SCHOOL,DENVER COUNTY       1,,1683,,106.0,,39.732074,-104.99529,0,1
2000,080480000801,9412,,WESTGATE ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,733,,37.0,,39.6689,-105.0925,0,1
2000,080507000828,9416,,WEST GRAND ELEMENTARY SCHOOL,WEST GRAND          1-JT.,,226,,16.0,,40.061186,-106.386257,0,1
2000,080507000830,9420,,WEST GRAND HIGH SCHOOL,WEST GRAND          1-JT.,,156,,13.0,,40.0602,-106.3797,0,1
2000,080507000829,9422,,WEST GRAND MIDDLE SCHOOL,WEST GRAND          1-JT.,,148,,9.0,,40.0622,-106.3862,0,1
2000,080480000800,9424,,WEST JEFFERSON ELEMENTARY,JEFFERSON COUNTY    R-1,,410,,20.0,,39.5395,-105.3036,0,1
2000,080480001807,9427,,WOODROW WILSON CHARTER ACADEMY,JEFFERSON COUNTY    R-1,,182,,9.0,,39.8672,-105.0923,1,3
2000,080480000795,9428,,WEST JEFFERSON MIDDLE SCHOOL,JEFFERSON COUNTY    R-1,,762,,38.0,,39.546303,-105.304143,0,1
2000,080480001549,9429,,WEST WOODS ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,589,,29.0,,39.8261,-105.1869,0,1
2000,080537006198,9430,,WESTVIEW MIDDLE SCHOOL,ST VRAIN VALLEY     RE 1J,,725,,39.0,,40.1861,-105.157,0,1
2000,080480000710,9432,,DENNISON ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,604,,25.0,,39.7216,-105.1062,0,1
2000,080435000624,9434,,SCENIC ELEMENTARY SCHOOL,MESA COUNTY VALLEY  51,,244,,13.0,,39.0727,-108.6118,0,1
2000,080555000960,9442,,WESTERN HILLS ELEM SCHOOL,MAPLETON            1,,656,,31.0,,39.83799,-104.98795,0,1
2000,080690001194,9444,,WESTLAKE MIDDLE SCHOOL,NORTHGLENN-THORNTON 12,,1007,,49.0,,39.9416,-105.0196,0,1
2000,080723001252,9462,,WESTMINSTER ELEMENTARY SCHOOL,WESTMINSTER         50,,290,,16.0,,39.832379,-105.029295,0,1
2000,080723001254,9466,,WESTMINSTER HIGH SCHOOL,WESTMINSTER         50,,1426,,74.0,,39.821519,-105.042934,0,1
2000,080723001253,9476,,WESTMINSTER HILLS ELEM SCHOOL,WESTMINSTER         50,,264,,15.0,,39.84198,-105.0425,0,1
2000,080519000859,9486,,WESTPARK ELEMENTARY SCHOOL,LAKE COUNTY         R-1,,322,,22.0,,39.2535,-106.2959,0,1
2000,080480001451,9490,,WESTRIDGE ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,709,,31.0,,39.6134,-105.1181,0,1
2000,080690001195,9494,,WESTVIEW ELEMENTARY SCHOOL,NORTHGLENN-THORNTON 12,,505,,23.0,,39.8905,-105.0043,0,1
2000,080336000424,9496,,CASTRO ELEMENTARY SCHOOL,DENVER COUNTY       1,,600,,39.0,,39.7016,-105.0352,0,1
2000,080480000802,9506,,WHEAT RIDGE MIDDLE SCHOOL,JEFFERSON COUNTY    R-1,,487,,27.0,,39.76945,-105.0762,0,1
2000,080480000803,9510,,WHEAT RIDGE HIGH SCHOOL,JEFFERSON COUNTY    R-1,,1536,,66.0,,39.7639,-105.104,0,1
2000,080234000083,9514,,WHEELING ELEMENTARY SCHOOL,ADAMS-ARAPAHOE      28J,,418,,21.0,,39.7039,-104.8332,0,1
2000,080336000425,9520,,WHITEMAN ELEMENTARY SCHOOL,DENVER COUNTY       1,,394,,24.0,,39.7229,-104.9102,0,1
2000,080531000892,9530,,WHITMAN ELEMENTARY SCHOOL,LITTLETON           6,,389,,25.0,,39.598138,-104.99041,0,1
2000,080249000139,9544,,WHITTIER ELEMENTARY SCHOOL,BOULDER VALLEY      RE 2,,231,,15.0,,40.0217,-105.2695,0,1
2000,080336000426,9548,,WHITTIER ELEMENTARY SCHOOL,DENVER COUNTY       1,,256,,16.0,,39.7528,-104.973,0,1
2000,080306000273,9552,,WHITTIER ELEMENTARY SCHOOL,COLORADO SPRINGS    11,,156,,10.0,,38.853175,-104.867387,0,1
2000,080648000051,9560,,DISCOVERY HIGH SCHOOL,WIDEFIELD           3,,63,,5.0,,38.755349,-104.735985,0,1
2000,080648001128,9562,,WIDEFIELD ELEMENTARY SCHOOL,WIDEFIELD           3,,403,,23.0,,38.7531,-104.7341,0,1
2000,080648001129,9566,,WIDEFIELD HIGH SCHOOL,WIDEFIELD           3,,1328,,70.0,,38.754487,-104.735416,0,1
2000,080729001257,9576,,WIGGINS ELEMENTARY SCHOOL,WIGGINS             RE-50(J),,315,,21.0,,40.228451,-104.075327,0,1
2000,080729001258,9582,,WIGGINS JR-SR HIGH SCHOOL,WIGGINS             RE-50(J),,279,,19.0,,40.227085,-104.07671,0,1
2000,080345001639,9592,,WILDCAT MOUNTAIN ELEMEN SCHOOL,DOUGLAS COUNTY      RE 1,,669,,35.0,,39.5284,-104.9124,0,1
2000,080531000893,9600,,WILDER ELEMENTARY SCHOOL,LITTLETON           6,,521,,30.0,,39.6021,-105.0436,0,1
2000,080453001370,9602,,WILDFLOWER ELEMENTARY SCHOOL,HARRISON            2,,497,,27.0,,38.8165,-104.7401,0,1
2000,080732001260,9604,,WILEY ELEMENTARY SCHOOL,WILEY               RE-13 JT,,177,,12.0,,38.1565,-102.7209,0,1
2000,080732001261,9608,,WILEY JR-SR HIGH SCHOOL,WILEY               RE-13 JT,,147,,15.0,,38.1565,-102.7209,0,1
2000,080306000274,9618,,ROGERS ELEMENTARY SCHOOL,COLORADO SPRINGS    11,,426,,27.0,,38.8297,-104.7765,0,1
2000,080378000497,9620,,WM E BISHOP ELEMENTARY SCHOOL,ENGLEWOOD           1,,275,,17.0,,39.659654,-104.992999,0,1
2000,080234001808,9622,,WILLIAM SMITH PK SCHOOL,ADAMS-ARAPAHOE      28J,,,,,,39.73172,-104.850543,0,3
2000,080291000208,9624,,WILLOW CREEK ELEM SCHOOL,CHERRY CREEK        5,,552,,28.0,,39.574,-104.8887,0,1
2000,080480000804,9638,,WILMORE DAVIS ELEM SCHOOL,JEFFERSON COUNTY    R-1,,332,,17.0,,39.7735,-105.086,0,1
2000,080480000805,9648,,WILMOT ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,460,,22.0,,39.6208,-105.3377,0,1
2000,080648001359,9656,,WILSON PRESCHOOL,WIDEFIELD           3,,185,,9.0,,38.7615,-104.7449,0,1
2000,080306000275,9660,,WILSON ELEMENTARY SCHOOL,COLORADO SPRINGS    11,,523,,30.0,,38.8532,-104.746,0,1
2000,080735001265,9670,,WINDSOR MIDDLE SCHOOL,WINDSOR             RE-4,,596,,38.0,,40.4805,-104.9107,0,1
2000,080735001264,9672,,WINDSOR HIGH SCHOOL,WINDSOR             RE-4,,756,,45.0,,40.4817,-104.9155,0,1
2000,080435001347,9673,,WINGATE ELEMENTARY SCHOOL,MESA COUNTY VALLEY  51,,458,,24.0,,39.0572,-108.6459,0,1
2000,080540000942,9674,,WINONA ELEMENTARY SCHOOL,THOMPSON            R-2J,,273,,18.0,,40.3908,-105.0551,0,1
2000,080480001350,9678,,WITT ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,552,,29.0,,39.8856,-105.1122,0,1
2000,080690001196,9682,,WOODGLEN ELEMENTARY SCHOOL,NORTHGLENN-THORNTON 12,,519,,26.0,,39.9079,-104.9465,0,1
2000,080738001266,9692,,GATEWAY ELEMENTARY SCHOOL,WOODLAND PARK       RE-2,,470,,25.0,,38.994075,-105.045849,0,1
2000,080738001268,9694,,WOODLAND PARK MIDDLE SCHOOL,WOODLAND PARK       RE-2,,824,,46.0,,39.008451,-105.048009,0,1
2000,080738001267,9696,,WOODLAND PARK HIGH SCHOOL,WOODLAND PARK       RE-2,,1060,,57.0,,38.994968,-105.044675,0,1
2000,080738001269,9698,,COLUMBINE ELEMENTARY SCHOOL,WOODLAND PARK       RE-2,,460,,24.0,,39.0062,-105.0546,0,1
2000,080741001270,9700,,WOODLIN ELEMENTARY SCHOOL,WOODLIN             R-104,,53,,4.0,,39.78914,-103.516796,0,1
2000,080741001271,9704,,WOODLIN UNDIVIDED HIGH SCHOOL,WOODLIN             R-104,,82,,9.0,,39.78914,-103.516796,0,1
2000,080387001686,9706,,WOODMEN HILLS ELEMENTARY SCH,FALCON              49,,454,,26.0,,38.9519,-104.5988,0,1
2000,080192000008,9714,,WOODMEN-ROBERTS ELEM SCHOOL,ACADEMY             20,,467,,30.0,,38.945825,-104.869833,0,1
2000,080357000472,9724,,WRAY ELEMENTARY SCHOOL,EAST YUMA COUNTY    RJ-2,,268,,20.0,,,,0,1
2000,080357000469,9728,,BUCHANAN MIDDLE SCHOOL,EAST YUMA COUNTY    RJ-2,,233,,16.0,,,,0,1
2000,080357000473,9732,,WRAY HIGH SCHOOL,EAST YUMA COUNTY    RJ-2,,270,,17.0,,,,0,1
2000,080336001637,9739,,WYATT-EDISON CHARTER ELEM SCHL,DENVER COUNTY       1,,665,,34.0,,39.767281,-104.967732,1,1
2000,080690001197,9746,,WYCO DRIVE ELEMENTARY SCHOOL,NORTHGLENN-THORNTON 12,,332,,22.0,,39.90529,-104.965,0,1
2000,080336000428,9752,,WYMAN ELEMENTARY SCHOOL,DENVER COUNTY       1,,257,,18.0,,39.743,-104.966,0,1
2000,080234000085,9756,,YALE ELEMENTARY SCHOOL,ADAMS-ARAPAHOE      28J,,612,,27.0,,39.6682,-104.8033,0,1
2000,080555000961,9780,,YORK MIDDLE SCHOOL,MAPLETON            1,,584,,32.0,,39.864,-104.95895,0,1
2000,080612001612,9785,,YOUTH & FAMILY ACADEMY CHARTER,PUEBLO CITY         60,,103,,8.0,,38.310941,-104.630899,1,1
2000,080717001223,9790,,YUMA MIDDLE SCHOOL,WEST YUMA COUNTY    RJ-1,,357,,24.0,,40.121405,-102.730677,0,1
2000,080717001222,9794,,KENNETH P MORRIS PRIMARY,WEST YUMA COUNTY    RJ-1,,271,,19.0,,40.130262,-102.722258,0,1
2000,080717001224,9798,,YUMA HIGH SCHOOL,WEST YUMA COUNTY    RJ-1,,239,,18.0,,40.114023,-102.723975,0,1
2000,080480000806,9800,,ZERGER ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,576,,31.0,,39.860907,-105.097639,0,1
2000,089942001700,9980,,MULTIPLE PROGRAMS,SOUTHWEST BOCES,,,,,,,,0,1
2001,080336000305,0010,,ABRAHAM LINCOLN HIGH SCHOOL,DENVER COUNTY       1,,1497,,86.0,,39.6761,-105.0265,0,1
2001,080345000492,0011,,ACADEMY CHARTER SCHOOL,DOUGLAS COUNTY      RE 1,,627,,35.0,,39.3838,-104.8713,1,1
2001,080345000436,0012,,ACRES GREEN ELEMENTARY SCHOOL,DOUGLAS COUNTY      RE 1,,631,,40.0,,39.5574,-104.8949,0,1
2001,080480001753,0013,,ADOLESCENT DAY TREATMENT PROGR,JEFFERSON COUNTY    R-1,,,,,,39.748387,-105.105352,0,1
2001,080690001709,0014,,GLACIER PEAK ELEMENTARY SCHOOL,NORTHGLENN-THORNTON 12,,520,,27.0,,39.915304,-104.916938,0,3
2001,080690000727,0015,,ACADEMY OF CHARTER SCHOOLS,NORTHGLENN-THORNTON 12,,1294,,65.0,,39.9115,-105.0335,1,1
2001,080291001710,0016,,FOX HOLLOW ELEMENTARY SCHOOL,CHERRY CREEK        5,,315,,22.0,,39.6015,-104.7828,0,3
2001,080192001643,0017,,ACADEMY EDISON ELEMENTARY SCHO,ACADEMY             20,,600,,43.0,,38.951619,-104.762134,0,1
2001,080291001711,0018,,LIBERTY MIDDLE SCHOOL,CHERRY CREEK        5,,147,,6.0,,39.5786,-104.738,0,3
2001,080192001644,0019,,ACADEMY INTERNATIONAL ELEMENTA,ACADEMY             20,,625,,38.0,,38.962663,-104.765557,0,1
2001,080195000009,0020,,ADAMS CITY MIDDLE SCHOOL,ADAMS COUNTY        14,,702,,38.0,,39.8282,-104.9354,0,1
2001,080291001712,0021,,CARE MIDDLE SCHOOL PROGRAM,CHERRY CREEK        5,,,,12.0,,39.592274,-104.8246,0,3
2001,080195001307,0022,,LESTER R ARNOLD HIGH SCHOOL,ADAMS COUNTY        14,,310,,10.0,,39.829641,-104.905213,0,1
2001,080612001713,0023,,E & E PROGRAM,PUEBLO CITY         60,,7,,1.0,,38.253291,-104.626119,0,3
2001,080195000010,0024,,ADAMS CITY HIGH SCHOOL,ADAMS COUNTY        14,,1355,,74.0,,39.8281,-104.9004,0,1
2001,080615001714,0025,,SKY VIEW MIDDLE SCHOOL,PUEBLO COUNTY RURAL 70,,387,,19.0,,38.3046,-104.7802,0,3
2001,080615001718,0026,,DESERT SAGE ELEMENTARY SCHOOL,PUEBLO COUNTY RURAL 70,,459,,22.0,,38.3028,-104.7542,0,3
2001,080195001719,0027,,VIRTUAL HIGH SCHOOL IN ADAMS C,ADAMS COUNTY        14,,,,,,39.827297,-104.913416,0,3
2001,080306000221,0028,,ADAMS ELEMENTARY SCHOOL,COLORADO SPRINGS    11,,288,,23.0,,38.820736,-104.788102,0,1
2001,080453001754,0029,,ADULT & FAMILY LITERACY,HARRISON            2,,120,,7.0,,38.795765,-104.795181,0,1
2001,080480001446,0030,,ADAMS ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,418,,17.0,,39.8698,-105.0655,0,1
2001,089942001755,0031,,ADULT EDUCATION PROGRAM,SOUTHWEST BOCES,,61,,9.0,,37.347521,-108.583472,0,1
2001,080306001469,0032,,ADULT EDUCATION CENTER,COLORADO SPRINGS    11,,180,,6.0,,38.82486,-104.80778,0,1
2001,080480006163,0033,,MC LAIN HIGH SCHOOL,JEFFERSON COUNTY    R-1,,312,,,,39.715057,-105.152045,0,1
2001,080480001349,0034,,MC LAIN COMMUNITY HIGH SCHOOL,JEFFERSON COUNTY    R-1,,260,,37.0,,39.71483,-105.151561,0,1
2001,080273001720,0035,,FRONTIER CHARTER ACADEMY,CALHAN RJ-1,,90,,4.0,,39.036438,-104.293593,1,3
2001,080690001490,0036,,HIGH PLAINS HIGH SCHOOL,NORTHGLENN-THORNTON 12,,75,,3.0,,39.863901,-104.982036,0,1
2001,080354001721,0037,,RED HILL ELEMENTARY SCHOOL,EAGLE COUNTY        RE 50,,223,,17.0,,39.6235,-106.9509,0,3
2001,080354001722,0038,,BRUSH CREEK ELEMENTARY SCHOOL,EAGLE COUNTY        RE 50,,271,,20.0,,39.6383,-106.8309,0,3
2001,080354001723,0039,,GYPSUM CREEK MIDDLE SCHOOL,EAGLE COUNTY        RE 50,,286,,18.0,,39.6232,-106.9561,0,3
2001,080336001724,0040,,RIDGE VIEW ACADEMY CHARTER SCH,DENVER COUNTY       1,,210,,14.0,,39.66,-104.6708,1,3
2001,080336001725,0041,,EARLY CHILDHOOD EDUCATION,DENVER COUNTY       1,,368,,,,39.737586,-104.994786,0,3
2001,080228001703,0042,,ASPEN COMMUNITY CHARTER SCHOOL,ASPEN               1,,97,,10.0,,39.27703,-106.871052,1,3
2001,080480001704,0043,,COYOTE MOUNTAIN DAY TREATMENT,JEFFERSON COUNTY    R-1,,5,,1.0,,39.62119,-105.33872,0,3
2001,080198000020,0044,,AGATE ELEMENTARY SCHOOL,AGATE               300,,62,,8.0,,39.462633,-103.941268,0,1
2001,080480001705,0045,,SOBESKY ACADEMY DAY TREATMENT,JEFFERSON COUNTY    R-1,,33,,6.0,,39.74771,-105.10418,0,3
2001,080480001706,0046,,EXPELLED STUDENTS (JEFFCO ACCE,JEFFERSON COUNTY    R-1,,,,,,39.761745,-105.147313,0,3
2001,080480001707,0047,,TALENTED STUDENTS (JEFFCO ACCE,JEFFERSON COUNTY    R-1,,29,,,,39.761745,-105.147313,0,3
2001,080198000021,0048,,AGATE JR-SR HIGH SCHOOL,AGATE               300,,70,,8.0,,39.462633,-103.941268,0,1
2001,080480001708,0049,,SAMS PRESCHOOL,JEFFERSON COUNTY    R-1,,48,,,,39.7101,-105.0873,0,3
2001,080201000022,0058,,AGUILAR ELEMENTARY SCHOOL,AGUILAR REORGANIZED 6,,103,,9.0,,37.406,-104.6539,0,1
2001,080201000023,0066,,AGUILAR JR-SR HIGH SCHOOL,AGUILAR REORGANIZED 6,,69,,7.0,,37.406,-104.6539,0,1
2001,080192000001,0074,,CHALLENGER MIDDLE SCHOOL,ACADEMY             20,,790,,44.0,,38.978798,-104.774702,0,1
2001,080192000002,0076,,AIR ACADEMY HIGH SCHOOL,ACADEMY             20,,1491,,83.0,,38.967994,-104.84588,0,1
2001,080204000024,0086,,AKRON ELEMENTARY SCHOOL,AKRON               R-1,,310,,22.0,,40.164333,-103.204935,0,1
2001,080204000025,0090,,AKRON HIGH SCHOOL,AKRON               R-1,,156,,12.0,,40.164333,-103.204935,0,1
2001,080480000691,0108,,ALAMEDA HIGH SCHOOL,JEFFERSON COUNTY    R-1,,1154,,60.0,,39.6938,-105.0843,0,1
2001,080207000026,0114,,ORTEGA MIDDLE SCHOOL,ALAMOSA             RE-11J,,597,,37.0,,37.4762,-105.8872,0,1
2001,080207000027,0118,,ALAMOSA HIGH SCHOOL,ALAMOSA             RE-11J,,620,,40.0,,37.4839,-105.8949,0,1
2001,080207001463,0119,,ALAMOSA OPEN SCHOOL,ALAMOSA             RE-11J,,53,,3.0,,37.474294,-105.889201,0,1
2001,080306001293,0121,,DOHERTY NIGHT SCHOOL,COLORADO SPRINGS    11,,150,,3.0,,38.89676,-104.74409,0,1
2001,080249001219,0125,,ARAPAHOE RIDGE HIGH SCHOOL,BOULDER VALLEY      RE 2,,148,,16.0,,40.013513,-105.198032,0,1
2001,080336001521,0133,,EMERSON STREET SCHOOL,DENVER COUNTY       1,,69,,9.0,,39.756359,-104.957363,0,1
2001,080654001131,0138,,ALICE TERRY ELEM SCHOOL,SHERIDAN            2,,276,,22.0,,39.636483,-105.031029,0,1
2001,080711001715,0144,,EAGLE VIEW ACADEMY,WALSH               RE-1,,7,,,,37.386917,-102.280718,0,3
2001,080399001716,0145,,PIONEER CHARTER SCHOOL,POUDRE              R-1,,159,,7.0,,40.55256,-105.0969,1,3
2001,080399001717,0146,,RIDGEVIEW CLASSICAL CHARTER SC,POUDRE              R-1,,415,,23.0,,40.5628,-105.0573,1,3
2001,080480000692,0148,,ALLENDALE ELEMENTARY SCHOOL,JEFFERSON COUNTY    R-1,,315,,20.0,,39.8048,-105.1182,0,1
2001,080195000011,0186,,ALSUP ELEMENTARY SCHOOL,ADAMS COUNTY        14,,468,,29.0,,39.820976,-104.936263,0,1
2001,080522000860,0200,,ALTA VISTA CHARTER SCHOOL,LAMAR               RE-2,,92,,6.0,,38.1291,-102.6006,1,1
2001,080345006218,0201,,DANIEL C OAKES HIGH SCHOOL--CR,DOUGLAS COUNTY      RE 1,,91,,10.0,,39.361082,-104.859284,0,1
