year,school_year,district_code,district_name,county_name,unit_type,fall_membership,membership_definition,fall_membership_k12,closing_day_membership,average_daily_membership,adae,source
1980,1980-81,0500,SALIDA R-32(J),Chaffee,district,1472.0,printed_total,,1424.0,1406.6,1354.2,yearbook-1986-table4
1980,1980-81,0560,SANFORD 6J,Conejos,district,306.0,printed_total,,304.0,305.5,294.3,yearbook-1986-table4
1980,1980-81,0110,SANGRE DE CRISTO RE-22J,Alamosa,district,293.0,printed_total,,284.0,295.0,283.2,yearbook-1986-table4
1980,1980-81,2750,SARGENT RE-33J,Rio Grande,district,399.0,printed_total,,393.0,377.2,363.1,yearbook-1986-table4
1980,1980-81,0123,SHERIDAN 2,Arapahoe,district,1636.0,printed_total,,1579.0,1645.2,1575.4,yearbook-1986-table4
1980,1980-81,0740,SIERRA GRANDE R-30,Costilla,district,232.0,printed_total,,211.0,232.0,223.7,yearbook-1986-table4
1980,1980-81,2820,SILVERTON 1,San Juan,district,170.0,printed_total,,160.0,178.1,171.8,yearbook-1986-table4
1980,1980-81,0580,SOUTH CONEJOS RE-10,Conejos,district,597.0,printed_total,,605.0,599.0,565.8,yearbook-1986-table4
1980,1980-81,2780,SOUTH ROUTT RE 3(J),Routt,district,539.0,printed_total,,509.0,546.4,525.5,yearbook-1986-table4
1980,1980-81,0250,SPRINGFIELD RE-4,Baca,district,462.0,printed_total,,467.0,465.3,451.9,yearbook-1986-table4
1980,1980-81,0470,ST. VRAIN VALLEY RE 1J,Boulder,district,14624.0,printed_total,,14504.0,14090.2,13590.9,yearbook-1986-table4
1980,1980-81,2770,STEAMBOAT SPRINGS RE-2,Routt,district,1432.0,printed_total,,1381.0,1384.5,1329.1,yearbook-1986-table4
1980,1980-81,0060,STRASBURG 31J,Adams,district,422.0,printed_total,,418.0,406.6,390.3,yearbook-1986-table4
1980,1980-81,1480,STRATTON R-4,Kit Carson,district,284.0,printed_total,,268.0,272.3,261.4,yearbook-1986-table4
1980,1980-81,3000,SUMMIT RE-1,Summit,district,1335.0,printed_total,,1264.0,1268.3,1210.2,yearbook-1986-table4
1980,1980-81,2570,SWINK 33,Otero,district,341.0,printed_total,,323.0,329.0,318.5,yearbook-1986-table4
1980,1980-81,2830,TELLURIDE R-1,San Miguel,district,213.0,printed_total,,196.0,212.3,204.8,yearbook-1986-table4
1980,1980-81,1560,THOMPSON R-2J,Larimer,district,10205.0,printed_total,,9963.0,9852.9,9484.2,yearbook-1986-table4
1980,1980-81,1580,TRINIDAD 1,Las Animas,district,1816.0,printed_total,,1753.0,1819.2,1759.6,yearbook-1986-table4
1980,1980-81,1828,VALLEY RE-1,Logan,district,3264.0,printed_total,,3209.0,3251.1,3129.1,yearbook-1986-table4
1980,1980-81,0260,VILAS RE-5,Baca,district,76.0,printed_total,,77.0,77.0,75.8,yearbook-1986-table4
1980,1980-81,,VONA R-3,Kit Carson,district,68.0,printed_total,,68.0,39.9,38.3,yearbook-1986-table4
1980,1980-81,0230,WALSH RE-1,Baca,district,405.0,printed_total,,394.0,404.8,391.5,yearbook-1986-table4
1980,1980-81,2505,WELDON VALLEY RE-20(J),Morgan,district,148.0,printed_total,,148.0,141.5,136.5,yearbook-1986-table4
1980,1980-81,2190,WEST END RE-2,Montrose,district,785.0,printed_total,,698.0,759.9,732.5,yearbook-1986-table4
1980,1980-81,1340,WEST GRAND 1(JT),Grand,district,542.0,printed_total,,535.0,518.7,498.0,yearbook-1986-table4
1980,1980-81,0070,WESTMINSTER 50,Adams,district,12577.0,printed_total,,12091.0,12150.1,11720.2,yearbook-1986-table4
1980,1980-81,0990,WIDEFIELD 3,El Paso,district,6680.0,printed_total,,6650.0,6499.6,6335.1,yearbook-1986-table4
1980,1980-81,2515,WIGGINS RE-50(J),Morgan,district,456.0,printed_total,,429.0,442.7,423.1,yearbook-1986-table4
1980,1980-81,2680,WILEY RE-13 JT,Prowers,district,242.0,printed_total,,242.0,231.5,225.7,yearbook-1986-table4
1980,1980-81,3100,WINDSOR RE-4,Weld,district,1436.0,printed_total,,1421.0,1380.6,1317.0,yearbook-1986-table4
1980,1980-81,3020,WOODLAND PARK RE-2,Teller,district,1762.0,printed_total,,1749.0,1627.4,1564.7,yearbook-1986-table4
1980,1980-81,3070,WOODLIN 104,Washington,district,114.0,printed_total,,104.0,107.8,103.5,yearbook-1986-table4
1981,1981-82,1040,ACADEMY 20,El Paso,district,5448.0,printed_total,,5652.0,5540.5,5448.3,yearbook-1986-table4
1981,1981-82,0030,ADAMS COUNTY 14,Adams,district,5910.0,printed_total,,5684.0,5665.0,5518.6,yearbook-1986-table4
1981,1981-82,0180,ADAMS-ARAPAHOE 28J,Arapahoe,district,23412.0,printed_total,,22962.0,22538.3,22077.2,yearbook-1986-table4
1981,1981-82,0960,AGATE 300,Elbert,district,42.0,printed_total,,50.0,39.5,39.5,yearbook-1986-table4
1981,1981-82,1620,AGUILAR REORGANIZED 6,Las Animas,district,217.0,printed_total,,210.0,219.0,213.5,yearbook-1986-table4
1981,1981-82,3030,AKRON R-1,Washington,district,488.0,printed_total,,499.0,474.0,468.0,yearbook-1986-table4
1981,1981-82,0100,ALAMOSA RE-11J,Alamosa,district,2238.0,printed_total,,2063.0,2148.5,2077.0,yearbook-1986-table4
1981,1981-82,,ARAPAHOE R-3*,Cheyenne,district,51.0,printed_total,,51.0,49.0,49.0,yearbook-1986-table4
1981,1981-82,0220,ARCHULETA COUNTY 50 JT,Archuleta,district,1033.0,printed_total,,1010.0,1033.0,1018.5,yearbook-1986-table4
1981,1981-82,3040,ARICKAREE R-2,Washington,district,137.0,printed_total,,132.0,137.0,140.5,yearbook-1986-table4
1981,1981-82,,ARRIBA RE 31*,Lincoln,district,43.0,printed_total,,35.0,41.5,39.8,yearbook-1986-table4
1981,1981-82,1450,ARRIBA-FLAGLER C-20*,Kit Carson,district,204.0,printed_total,,196.0,195.0,231.3,yearbook-1986-table4
1981,1981-82,2640,ASPEN 1,Pitkin,district,928.0,printed_total,,895.0,904.5,878.5,yearbook-1986-table4
1981,1981-82,3145,AULT-HIGHLAND RE-9,Weld,district,722.0,printed_total,,736.0,711.5,689.0,yearbook-1986-table4
1981,1981-82,1530,BAYFIELD 10 JT-R,La Plata,district,601.0,printed_total,,578.0,594.0,576.5,yearbook-1986-table4
1981,1981-82,0050,BENNETT 29J,Adams,district,631.0,printed_total,,571.0,605.0,601.0,yearbook-1986-table4
1981,1981-82,1490,BETHUNE R-5,Kit Carson,district,114.0,printed_total,,113.0,109.0,109.0,yearbook-1986-table4
1981,1981-82,0940,BIG SANDY 100(J),Elbert,district,268.0,printed_total,,273.0,258.0,251.0,yearbook-1986-table4
1981,1981-82,0480,BOULDER VALLEY RE 2(J),Boulder,district,20520.0,printed_total,,20174.0,20036.0,19767.5,yearbook-1986-table4
1981,1981-82,1750,BRANSON REORGANIZED 82,Las Animas,district,58.0,printed_total,,52.0,56.0,57.0,yearbook-1986-table4
1981,1981-82,0040,BRIGHTON 27J,Adams,district,4114.0,printed_total,,3960.0,3967.5,3930.0,yearbook-1986-table4
1981,1981-82,2395,BRUSH RE-2(J),Morgan,district,1376.0,printed_total,,1334.0,1323.5,1284.0,yearbook-1986-table4
1981,1981-82,0490,BUENA VISTA R-31,Chaffee,district,1239.0,printed_total,,1171.0,119.3,1152.0,yearbook-1986-table4
1981,1981-82,1860,BUFFALO RE-4(J),Logan,district,241.0,printed_total,,241.0,239.0,239.5,yearbook-1986-table4
1981,1981-82,1500,BURLINGTON RE-6J,Kit Carson,district,931.0,printed_total,,910.0,907.0,871.7,yearbook-1986-table4
1981,1981-82,0190,BYERS 32J,Arapahoe,district,366.0,printed_total,,361.0,352.0,349.0,yearbook-1986-table4
1981,1981-82,0970,CALHAN RJ-1,El Paso,district,311.0,printed_total,,309.0,303.5,299.5,yearbook-1986-table4
1981,1981-82,0270,CAMPO RE-6,Baca,district,113.0,printed_total,,115.0,113.0,111.5,yearbook-1986-table4
1981,1981-82,1140,CANON CITY RE-1,Fremont,district,3448.0,printed_total,,3424.0,3334.0,3249.5,yearbook-1986-table4
1981,1981-82,0640,CENTENNIAL R-1,Costilla,district,518.0,printed_total,,514.0,515.0,508.0,yearbook-1986-table4
1981,1981-82,2810,CENTER 26 JT.,Saguache,district,572.0,printed_total,,554.0,538.0,521.0,yearbook-1986-table4
1981,1981-82,2560,CHERAW 31,Otero,district,178.0,printed_total,,176.0,170.5,168.5,yearbook-1986-table4
1981,1981-82,0130,CHERRY CREEK 5,Arapahoe,district,21886.0,printed_total,,22921.0,21395.0,20814.5,yearbook-1986-table4
1981,1981-82,0520,CHEYENNE COUNTY RE-5*,Cheyenne,district,313.0,printed_total,,310.0,275.5,277.5,yearbook-1986-table4
1981,1981-82,1020,CHEYENNE MOUNTAIN 12,El Paso,district,2108.0,printed_total,,2154.0,2067.5,2032.0,yearbook-1986-table4
1981,1981-82,0540,CLEAR CREEK RE-1,Clear Creek,district,1371.0,printed_total,,1298.0,1343.5,1327.0,yearbook-1986-table4
1981,1981-82,1010,COLORADO SPRINGS 11,El Paso,district,30689.0,printed_total,,29788.0,29584.5,28831.0,yearbook-1986-table4
1981,1981-82,0860,CONSOLIDATED C-1,Custer,district,298.0,printed_total,,299.0,284.5,275.0,yearbook-1986-table4
1981,1981-82,1160,COTOPAXI RE-3,Fremont,district,225.0,printed_total,,227.0,220.5,220.5,yearbook-1986-table4
1981,1981-82,2010,CREEDE CONSOLIDATED 1,Mineral,district,166.0,printed_total,,156.0,158.0,157.0,yearbook-1986-table4
1981,1981-82,3010,CRIPPLE CREEK-VICTORRE-1,Teller,district,283.0,printed_total,,288.0,279.5,269.0,yearbook-1986-table4
1981,1981-82,0770,CROWLEY COUNTY RE-1-J,Crowley,district,552.0,printed_total,,549.0,546.5,546.5,yearbook-1986-table4
1981,1981-82,1980,DEBEQUE 49JT,Mesa,district,168.0,printed_total,,161.0,159.0,157.5,yearbook-1986-table4
1981,1981-82,0170,DEER TRAIL 26J,Arapahoe,district,143.0,printed_total,,126.0,140.0,140.0,yearbook-1986-table4
1981,1981-82,2730,DEL NORTE C-7,Rio Grande,district,721.0,printed_total,,690.0,696.5,679.5,yearbook-1986-table4
1981,1981-82,0870,DELTA COUNTY 50(J),Delta,district,4480.0,printed_total,,4318.0,4330.5,4143.2,yearbook-1986-table4
1981,1981-82,0880,DENVER COUNTY 1,Denver,district,62438.0,printed_total,,59796.0,59228.0,57122.3,yearbook-1986-table4
1981,1981-82,2055,DOLORRES RE-4A,Montezuma,district,545.0,printed_total,,524.0,543.0,509.0,yearbook-1986-table4
1981,1981-82,0890,DOLores COUNTY RE NO.1,Dolores,district,336.0,printed_total,,343.0,348.5,334.6,yearbook-1986-table4
1981,1981-82,0900,DOUGLAS COUNTY RE 1(J),Douglas,district,7065.0,printed_total,,7125.0,6886.5,6802.0,yearbook-1986-table4
1981,1981-82,1520,DURANGO 9-R,La Plata,district,3818.0,printed_total,,3709.0,3664.5,3589.5,yearbook-1986-table4
1981,1981-82,1430,EADS RE-1,Kiowa,district,283.0,printed_total,,274.0,274.0,270.0,yearbook-1986-table4
1981,1981-82,0910,EAGLE COUNTY RE 50(J),Eagle,district,2071.0,printed_total,,2025.0,1965.5,1937.5,yearbook-1986-table4
1981,1981-82,1350,EAST GRAND 2,Grand,district,1003.0,printed_total,,952.0,966.5,926.5,yearbook-1986-table4
1981,1981-82,2520,EAST OTERO R-1,Otero,district,2363.0,printed_total,,2372.0,2265.5,2264.0,yearbook-1986-table4
1981,1981-82,3085,EATON RE-2,Weld,district,1126.0,printed_total,,1103.0,1081.0,1074.0,yearbook-1986-table4
1981,1981-82,1120,EDISON 54 JT,El Paso,district,38.0,printed_total,,34.0,34.0,35.9,yearbook-1986-table4
1981,1981-82,,EGNAR 18,San Miguel,district,64.0,printed_total,,64.0,74.5,84.5,yearbook-1986-table4
1981,1981-82,0950,ELBERT 200,Elbert,district,138.0,printed_total,,134.0,132.5,127.5,yearbook-1986-table4
1981,1981-82,0920,ELIZABETH C-1,Elbert,district,1001.0,printed_total,,973.0,957.0,952.0,yearbook-1986-table4
1981,1981-82,1050,ELLICOTT 22,El Paso,district,410.0,printed_total,,444.0,400.0,404.0,yearbook-1986-table4
1981,1981-82,0120,ENGLEWOOD 1,Arapahoe,district,3535.0,printed_total,,3514.0,3436.0,3328.0,yearbook-1986-table4
1981,1981-82,1110,FALCON 49,El Paso,district,1462.0,printed_total,,1416.0,1424.0,1414.0,yearbook-1986-table4
1981,1981-82,1150,FLORENCE RE-2(J),Fremont,district,1657.0,printed_total,,1595.0,1593.5,1565.0,yearbook-1986-table4
1981,1981-82,3140,FORT LUPTON RE-8,Weld,district,2034.0,printed_total,,2029.0,1830.5,1794.5,yearbook-1986-table4
1981,1981-82,2405,FORT MORGAN RE-3,Morgan,district,2606.0,printed_total,,2502.0,2500.0,2467.0,yearbook-1986-table4
1981,1981-82,1000,FOUNTAIN 8,El Paso,district,3433.0,printed_total,,3239.0,3221.5,3145.0,yearbook-1986-table4
1981,1981-82,2540,FOWLER R-4J,Otero,district,471.0,printed_total,,466.0,456.0,454.5,yearbook-1986-table4
1981,1981-82,1850,FRENCHMAN RE-3,Logan,district,194.0,printed_total,,200.0,191.0,189.0,yearbook-1986-table4
1981,1981-82,1220,GARFIELD 16,Garfield,district,462.0,printed_total,,512.0,441.0,426.5,yearbook-1986-table4
1981,1981-82,1195,GARFIELD RE-2,Garfield,district,2386.0,printed_total,,2263.0,2283.5,2201.1,yearbook-1986-table4
1981,1981-82,,GENOA RE 13*,Lincoln,district,64.0,printed_total,,61.0,65.5,64.5,yearbook-1986-table4
1981,1981-82,1780,GENOA-HUGO C113*,Lincoln,district,170.0,printed_total,,182.0,170.0,175.5,yearbook-1986-table4
1981,1981-82,3080,GILCREST RE-1,Weld,district,1714.0,printed_total,,1688.0,1681.0,1673.0,yearbook-1986-table4
1981,1981-82,1330,GILPIN COUNTY RE-1,Gilpin,district,295.0,printed_total,,294.0,300.0,283.2,yearbook-1986-table4
1981,1981-82,2650,GRANADA RE-1,Prowers,district,316.0,printed_total,,274.0,305.5,298.5,yearbook-1986-table4
1981,1981-82,3120,GREELEY 6,Weld,district,10151.0,printed_total,,9991.0,9741.5,9439.5,yearbook-1986-table4
1981,1981-82,1360,GUNNISON WATERSHED RE1J,Gunnison,district,1493.0,printed_total,,1421.0,1452.0,1427.5,yearbook-1986-table4
1981,1981-82,1070,HANOVER 28,El Paso,district,64.0,printed_total,,54.0,63.5,64.5,yearbook-1986-table4
1981,1981-82,0980,HARRISON 2,El Paso,district,7336.0,printed_total,,7231.0,7065.5,6949.0,yearbook-1986-table4
1981,1981-82,2630,HAXTUN RE-2J,Phillips,district,336.0,printed_total,,335.0,323.5,320.5,yearbook-1986-table4
1981,1981-82,2760,HAYDEN RE-1,Routt,district,554.0,printed_total,,548.0,527.0,519.5,yearbook-1986-table4
1981,1981-82,1460,HI-PLAINS R-23**,Kit Carson,district,55.0,printed_total,,55.0,74.5,122.5,yearbook-1986-table4
1981,1981-82,1380,HINSDALE COUNTY RE. 1,Hinsdale,district,31.0,printed_total,,34.0,54.5,54.5,yearbook-1986-table4
1981,1981-82,1600,HOEHNE REORGANIZED 3,Las Animas,district,303.0,printed_total,,310.0,301.0,302.0,yearbook-1986-table4
1981,1981-82,2670,HOLLY RE-3,Prowers,district,333.0,printed_total,,330.0,326.5,320.5,yearbook-1986-table4
1981,1981-82,2620,HOLYOKE RE-1J,Phillips,district,609.0,printed_total,,616.0,582.0,582.5,yearbook-1986-table4
1981,1981-82,1390,HUERFANO RE-1,Huerfano,district,1000.0,printed_total,,1017.0,969.0,928.5,yearbook-1986-table4
1981,1981-82,1540,IGNACIO 11 JT,La Plata,district,823.0,printed_total,,807.0,827.0,800.0,yearbook-1986-table4
1981,1981-82,1420,JEFFERSON COUNTY R-1,Jefferson,district,77274.0,printed_total,,76096.0,75110.5,73213.3,yearbook-1986-table4
1981,1981-82,3110,JOHNSTOWN-MILLIKEN RE-5J,Weld,district,1204.0,printed_total,,1235.0,1204.0,1164.5,yearbook-1986-table4
1981,1981-82,2862,JULESBURG RE-1,Sedgwick,district,395.0,printed_total,,400.0,378.5,370.0,yearbook-1986-table4
1981,1981-82,1810,KARVAL RE-23,Lincoln,district,63.0,printed_total,,74.0,63.0,68.0,yearbook-1986-table4
1981,1981-82,3090,KEENESBURG RE-3(J),Weld,district,1284.0,printed_total,,1243.0,1251.0,1219.0,yearbook-1986-table4
1981,1981-82,1760,KIM REORGANIZED 88,Las Animas,district,103.0,printed_total,,115.0,103.0,105.3,yearbook-1986-table4
1981,1981-82,0930,KIOWA C-2,Elbert,district,160.0,printed_total,,164.0,153.5,149.5,yearbook-1986-table4
1981,1981-82,0510,KIT CARSON R-1,Cheyenne,district,113.0,printed_total,,110.0,107.0,107.0,yearbook-1986-table4
1981,1981-82,1400,LA VETA RE-2,Huerfano,district,229.0,printed_total,,199.0,216.5,218.5,yearbook-1986-table4
1981,1981-82,1510,LAKE COUNTY R-1,Lake,district,1851.0,printed_total,,1630.0,1773.0,1743.0,yearbook-1986-table4
1981,1981-82,2660,LAMAR RE-2,Prowers,district,2025.0,printed_total,,1999.0,1942.0,1893.5,yearbook-1986-table4
1981,1981-82,0290,LAS ANIMAS RE-1,Bent,district,904.0,printed_total,,887.0,905.0,892.5,yearbook-1986-table4
1981,1981-82,1080,LEWIS-PALMER 38,El Paso,district,1409.0,printed_total,,1427.0,1376.5,1366.0,yearbook-1986-table4
1981,1981-82,1790,LIMON RE-4J,Lincoln,district,451.0,printed_total,,441.0,436.5,422.0,yearbook-1986-table4
1981,1981-82,0140,LITTLETON 6,Arapahoe,district,16919.0,printed_total,,16817.0,16458.5,16095.5,yearbook-1986-table4
1981,1981-82,3060,LONE STAR 101,Washington,district,65.0,printed_total,,61.0,60.5,61.5,yearbook-1986-table4
1981,1981-82,2070,MANCOS RE-6,Montezuma,district,472.0,printed_total,,447.0,466.0,447.4,yearbook-1986-table4
1981,1981-82,1030,MANITOU SPRINGS 14,El Paso,district,1134.0,printed_total,,1127.0,1074.0,1062.8,yearbook-1986-table4
1981,1981-82,2535,MANZANOLA 3J,Otero,district,271.0,printed_total,,230.0,267.0,268.0,yearbook-1986-table4
1981,1981-82,0010,MAPLETON 1,Adams,district,4864.0,printed_total,,4734.0,4705.0,4618.5,yearbook-1986-table4
1981,1981-82,0310,MC CLAVE RE-2,Bent,district,198.0,printed_total,,184.0,187.0,186.5,yearbook-1986-table4
1981,1981-82,2710,MEEKER RE1,Rio Blanco,district,974.0,printed_total,,898.0,934.5,904.0,yearbook-1986-table4
1981,1981-82,2000,MESA COUNTY VALLEY 51,Mesa,district,15826.0,printed_total,,15930.0,15588.5,15217.0,yearbook-1986-table4
1981,1981-82,1130,MIAMI/YODER 60 JT,El Paso,district,148.0,printed_total,,153.0,135.0,137.5,yearbook-1986-table4
1981,1981-82,2800,MOFFAT 2,Saguache,district,121.0,printed_total,,124.0,116.5,113.5,yearbook-1986-table4
1981,1981-82,2020,MOFFAT COUNTY RE: NO 1,Moffat,district,3059.0,printed_total,,3004.0,3001.5,2936.0,yearbook-1986-table4
1981,1981-82,2740,MONTE VISTA C-8,Rio Grande,district,1404.0,printed_total,,1365.0,1360.0,1322.0,yearbook-1986-table4
1981,1981-82,2035,MONTEZUMA-CORTEZ RE-1,Montezuma,district,2983.0,printed_total,,2836.0,2865.5,2755.9,yearbook-1986-table4
1981,1981-82,2180,MONTROSE COUNTY RE-1J,Montrose,district,4520.0,printed_total,,4478.0,4375.0,4321.5,yearbook-1986-table4
1981,1981-82,2790,MOUNTAIN VALLEY RE 1,Saguache,district,243.0,printed_total,,237.0,231.5,227.5,yearbook-1986-table4
1981,1981-82,0550,NORTH CONEJOS RE-1J,Conejos,district,1179.0,printed_total,,1134.0,1145.5,1113.0,yearbook-1986-table4
1981,1981-82,1410,NORTH PARK R-1,Jackson,district,401.0,printed_total,,372.0,387.0,378.5,yearbook-1986-table4
1981,1981-82,0020,NORTHGLENN-THORNTON 12,Adams,district,18470.0,printed_total,,18230.0,18007.0,17551.0,yearbook-1986-table4
1981,1981-82,2840,NORWOOD R-2J,San Miguel,district,324.0,printed_total,,316.0,312.0,309.0,yearbook-1986-table4
1981,1981-82,3050,OTIS R-3,Washington,district,213.0,printed_total,,208.0,201.5,201.5,yearbook-1986-table4
1981,1981-82,2580,OURAY R-1,Ouray,district,207.0,printed_total,,189.0,199.5,194.5,yearbook-1986-table4
1981,1981-82,1570,PARK (ESTES PARK) R-3(J),Larimer,district,1003.0,printed_total,,984.0,973.0,934.0,yearbook-1986-table4
1981,1981-82,2610,PARK COUNTY RE-2,Park,district,423.0,printed_total,,376.0,441.0,429.5,yearbook-1986-table4
1981,1981-82,1060,PEYTON 23 JT,El Paso,district,258.0,printed_total,,264.0,252.0,252.0,yearbook-1986-table4
1981,1981-82,1440,PLAINVIEW RE-2,Kiowa,district,79.0,printed_total,,80.0,79.0,79.0,yearbook-1986-table4
1981,1981-82,1870,PLATEAU RE-5,Logan,district,149.0,printed_total,,144.0,144.5,144.5,yearbook-1986-table4
1981,1981-82,1990,PLATEAU VALLEY 50,Mesa,district,417.0,printed_total,,412.0,409.5,392.5,yearbook-1986-table4
1981,1981-82,2600,PLATTE CANYON 1,Park,district,995.0,printed_total,,962.0,961.0,955.0,yearbook-1986-table4
1981,1981-82,2865,PLATTE VALLEY RE-3,Sedgwick,district,266.0,printed_total,,250.0,259.0,256.0,yearbook-1986-table4
1981,1981-82,3130,PLATTE VALLEY RE-7,Weld,district,850.0,printed_total,,859.0,826.0,822.5,yearbook-1986-table4
1981,1981-82,1550,POUDRE R-1,Larimer,district,14972.0,printed_total,,15170.0,14561.5,14271.0,yearbook-1986-table4
1981,1981-82,1590,PRIMERO REORGANIZED 2,Las Animas,district,230.0,printed_total,,212.0,227.0,220.0,yearbook-1986-table4
1981,1981-82,0240,PRITCHETT RE-3,Baca,district,73.0,printed_total,,74.0,72.5,75.0,yearbook-1986-table4
1981,1981-82,2690,PUEBLO CITY 60,Pueblo,district,20110.0,printed_total,,19472.0,19282.3,18887.5,yearbook-1986-table4
1981,1981-82,2700,PUEBLO COUNTY RURAL 70,Pueblo,district,4604.0,printed_total,,4559.0,4524.5,4456.5,yearbook-1986-table4
1981,1981-82,2720,RANGELY RE-4,Rio Blanco,district,633.0,printed_total,,625.0,555.5,549.0,yearbook-1986-table4
1981,1981-82,2590,RIDGWAY R-2,Ouray,district,199.0,printed_total,,187.0,190.5,187.0,yearbook-1986-table4
1981,1981-82,1180,ROARING FORK RE-1(J),Garfield,district,3147.0,printed_total,,3111.0,2982.5,2951.5,yearbook-1986-table4
1981,1981-82,2530,ROCKY FORD R-2,Otero,district,1450.0,printed_total,,1382.0,1389.0,1367.5,yearbook-1986-table4
1981,1981-82,0500,SALIDA R-32(J),Chaffee,district,1381.0,printed_total,,1338.0,1334.0,1291.5,yearbook-1986-table4
1981,1981-82,0560,SANFORD 6J,Conejos,district,327.0,printed_total,,316.0,326.0,321.0,yearbook-1986-table4
1981,1981-82,0110,SANGRE DE CRISTO RE-22J,Alamosa,district,258.0,printed_total,,272.0,258.0,244.5,yearbook-1986-table4
1981,1981-82,2750,SARGENT RE-33J,Rio Grande,district,451.0,printed_total,,427.0,427.5,417.0,yearbook-1986-table4
1981,1981-82,0123,SHERIDAN 2,Arapahoe,district,1649.0,printed_total,,1542.0,1662.0,1643.0,yearbook-1986-table4
1981,1981-82,0740,SIERRA GRANDE R-30,Costilla,district,260.0,printed_total,,226.0,258.0,247.7,yearbook-1986-table4
1981,1981-82,2820,SILVERTON 1,San Juan,district,179.0,printed_total,,170.0,188.0,187.5,yearbook-1986-table4
1981,1981-82,0580,SOUTH CONEJOS RE-10,Conejos,district,586.0,printed_total,,546.0,586.0,568.0,yearbook-1986-table4
1981,1981-82,2780,SOUTH ROUTT RE 3(J),Routt,district,523.0,printed_total,,508.0,525.0,511.0,yearbook-1986-table4
1981,1981-82,0250,SPRINGFIELD RE-4,Baca,district,450.0,printed_total,,433.0,451.0,449.0,yearbook-1986-table4
1981,1981-82,0470,ST. VRAIN VALLEY RE 1J,Boulder,district,14579.0,printed_total,,14419.0,13879.8,13633.9,yearbook-1986-table4
1981,1981-82,2770,STEAMBOAT SPRINGS RE-2,Routt,district,1432.0,printed_total,,1396.0,1392.5,1358.0,yearbook-1986-table4
1981,1981-82,0060,STRASBURG 31J,Adams,district,425.0,printed_total,,426.0,408.5,408.0,yearbook-1986-table4
1981,1981-82,1480,STRATTON R-4,Kit Carson,district,263.0,printed_total,,256.0,253.5,246.5,yearbook-1986-table4
1981,1981-82,3000,SUMMIT RE-1,Summit,district,1384.0,printed_total,,1336.0,1330.0,1294.5,yearbook-1986-table4
1981,1981-82,2570,SWINK 33,Otero,district,299.0,printed_total,,303.0,290.0,285.0,yearbook-1986-table4
1981,1981-82,2830,TELLURIDE R-1,San Miguel,district,169.0,printed_total,,178.0,175.0,169.0,yearbook-1986-table4
1981,1981-82,1560,THOMPSON R-2J,Larimer,district,10144.0,printed_total,,10013.0,9795.5,9656.0,yearbook-1986-table4
1981,1981-82,1580,TRINIDAD 1,Las Animas,district,1741.0,printed_total,,1678.0,1755.0,1735.0,yearbook-1986-table4
1981,1981-82,1828,VALLEY RE-1,Logan,district,3162.0,printed_total,,3111.0,3183.0,3134.0,yearbook-1986-table4
1981,1981-82,0260,VILAS RE-5,Baca,district,96.0,printed_total,,94.0,95.0,94.0,yearbook-1986-table4
1981,1981-82,,VONA R-3,Kit Carson,district,72.0,printed_total,,79.0,49.0,49.0,yearbook-1986-table4
1981,1981-82,0230,WALSH RE-1,Baca,district,372.0,printed_total,,362.0,372.0,372.0,yearbook-1986-table4
1981,1981-82,2505,WELDON VALLEY RE-20(J),Morgan,district,150.0,printed_total,,149.0,137.0,142.0,yearbook-1986-table4
1981,1981-82,2190,WEST END RE-2,Montrose,district,679.0,printed_total,,632.0,653.5,630.0,yearbook-1986-table4
1981,1981-82,1340,WEST GRAND 1(JT),Grand,district,543.0,printed_total,,514.0,519.5,502.0,yearbook-1986-table4
1981,1981-82,0070,WESTMINSTER 50,Adams,district,12059.0,printed_total,,11821.0,11667.5,11512.5,yearbook-1986-table4
1981,1981-82,0990,WIDEFIELD 3,El Paso,district,6618.0,printed_total,,6449.0,6458.0,6383.0,yearbook-1986-table4
1981,1981-82,2515,WIGGINS RE-50(J),Morgan,district,392.0,printed_total,,402.0,378.0,377.5,yearbook-1986-table4
1981,1981-82,2680,WILEY RE-13 JT,Prowers,district,243.0,printed_total,,246.0,232.5,228.5,yearbook-1986-table4
1981,1981-82,3100,WINDSOR RE-4,Weld,district,1418.0,printed_total,,1421.0,1361.0,1348.0,yearbook-1986-table4
1981,1981-82,3020,WOODLAND PARK RE-2,Teller,district,1726.0,printed_total,,1700.0,1611.5,1583.5,yearbook-1986-table4
1981,1981-82,3070,WOODLIN 104,Washington,district,98.0,printed_total,,105.0,98.0,96.6,yearbook-1986-table4
1982,1982-83,1040,ACADEMY 20,El Paso,district,5918.0,printed_total,,6159.0,5766.5,5652.8,yearbook-1986-table4
1982,1982-83,0030,ADAMS COUNTY 14,Adams,district,5673.0,printed_total,,5482.0,5501.6,5285.1,yearbook-1986-table4
1982,1982-83,0180,ADAMS-ARAPAHOE 28J,Arapahoe,district,24214.0,printed_total,,23064.0,23450.0,22521.4,yearbook-1986-table4
1982,1982-83,0960,AGATE 300,Elbert,district,57.0,printed_total,,60.0,55.1,53.7,yearbook-1986-table4
1982,1982-83,1620,AGUILAR REORGANIZED 6,Las Animas,district,209.0,printed_total,,202.0,209.0,200.7,yearbook-1986-table4
