year,district_code,district_name,county_name,unit_type,grade,enrollment,source
1986,0010,MAPLETON,Adams,district,PK,119,yearbook-1986
1986,0010,MAPLETON,Adams,district,K,415,yearbook-1986
1986,0010,MAPLETON,Adams,district,1,453,yearbook-1986
1986,0010,MAPLETON,Adams,district,2,400,yearbook-1986
1986,0010,MAPLETON,Adams,district,3,383,yearbook-1986
1986,0010,MAPLETON,Adams,district,4,346,yearbook-1986
1986,0010,MAPLETON,Adams,district,5,362,yearbook-1986
1986,0010,MAPLETON,Adams,district,6,333,yearbook-1986
1986,0010,MAPLETON,Adams,district,7,357,yearbook-1986
1986,0010,MAPLETON,Adams,district,8,368,yearbook-1986
1986,0010,MAPLETON,Adams,district,9,367,yearbook-1986
1986,0010,MAPLETON,Adams,district,10,385,yearbook-1986
1986,0010,MAPLETON,Adams,district,11,321,yearbook-1986
1986,0010,MAPLETON,Adams,district,12,256,yearbook-1986
1986,0010,MAPLETON,Adams,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0010,MAPLETON,Adams,district,UNGRADED,132,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,PK,0,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,K,1653,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,1,1768,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,2,1670,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,3,1603,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,4,1512,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,5,1444,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,6,1395,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,7,1470,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,8,1431,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,9,1610,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,10,1562,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,11,1498,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,12,1299,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,SPECIAL_EDUCATION,282,yearbook-1986
1986,0020,NORTHGLENN-THORNTON,Adams,district,UNGRADED,0,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,PK,0,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,K,600,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,1,563,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,2,514,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,3,457,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,4,462,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,5,465,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,6,401,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,7,408,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,8,404,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,9,457,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,10,367,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,11,286,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,12,200,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0030,ADAMS COUNTY,Adams,district,UNGRADED,75,yearbook-1986
1986,0040,BRIGHTON,Adams,district,PK,0,yearbook-1986
1986,0040,BRIGHTON,Adams,district,K,304,yearbook-1986
1986,0040,BRIGHTON,Adams,district,1,315,yearbook-1986
1986,0040,BRIGHTON,Adams,district,2,318,yearbook-1986
1986,0040,BRIGHTON,Adams,district,3,314,yearbook-1986
1986,0040,BRIGHTON,Adams,district,4,313,yearbook-1986
1986,0040,BRIGHTON,Adams,district,5,318,yearbook-1986
1986,0040,BRIGHTON,Adams,district,6,328,yearbook-1986
1986,0040,BRIGHTON,Adams,district,7,315,yearbook-1986
1986,0040,BRIGHTON,Adams,district,8,302,yearbook-1986
1986,0040,BRIGHTON,Adams,district,9,381,yearbook-1986
1986,0040,BRIGHTON,Adams,district,10,307,yearbook-1986
1986,0040,BRIGHTON,Adams,district,11,290,yearbook-1986
1986,0040,BRIGHTON,Adams,district,12,256,yearbook-1986
1986,0040,BRIGHTON,Adams,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0040,BRIGHTON,Adams,district,UNGRADED,38,yearbook-1986
1986,0050,BENNETT,Adams,district,PK,0,yearbook-1986
1986,0050,BENNETT,Adams,district,K,61,yearbook-1986
1986,0050,BENNETT,Adams,district,1,69,yearbook-1986
1986,0050,BENNETT,Adams,district,2,63,yearbook-1986
1986,0050,BENNETT,Adams,district,3,54,yearbook-1986
1986,0050,BENNETT,Adams,district,4,55,yearbook-1986
1986,0050,BENNETT,Adams,district,5,72,yearbook-1986
1986,0050,BENNETT,Adams,district,6,47,yearbook-1986
1986,0050,BENNETT,Adams,district,7,61,yearbook-1986
1986,0050,BENNETT,Adams,district,8,65,yearbook-1986
1986,0050,BENNETT,Adams,district,9,74,yearbook-1986
1986,0050,BENNETT,Adams,district,10,72,yearbook-1986
1986,0050,BENNETT,Adams,district,11,53,yearbook-1986
1986,0050,BENNETT,Adams,district,12,43,yearbook-1986
1986,0050,BENNETT,Adams,district,SPECIAL_EDUCATION,1,yearbook-1986
1986,0050,BENNETT,Adams,district,UNGRADED,0,yearbook-1986
1986,0060,STRASBURG,Adams,district,PK,0,yearbook-1986
1986,0060,STRASBURG,Adams,district,K,42,yearbook-1986
1986,0060,STRASBURG,Adams,district,1,31,yearbook-1986
1986,0060,STRASBURG,Adams,district,2,38,yearbook-1986
1986,0060,STRASBURG,Adams,district,3,25,yearbook-1986
1986,0060,STRASBURG,Adams,district,4,37,yearbook-1986
1986,0060,STRASBURG,Adams,district,5,32,yearbook-1986
1986,0060,STRASBURG,Adams,district,6,29,yearbook-1986
1986,0060,STRASBURG,Adams,district,7,24,yearbook-1986
1986,0060,STRASBURG,Adams,district,8,35,yearbook-1986
1986,0060,STRASBURG,Adams,district,9,43,yearbook-1986
1986,0060,STRASBURG,Adams,district,10,35,yearbook-1986
1986,0060,STRASBURG,Adams,district,11,28,yearbook-1986
1986,0060,STRASBURG,Adams,district,12,39,yearbook-1986
1986,0060,STRASBURG,Adams,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0060,STRASBURG,Adams,district,UNGRADED,0,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,PK,17,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,K,895,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,1,909,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,2,824,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,3,821,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,4,774,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,5,763,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,6,761,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,7,803,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,8,794,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,9,815,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,10,881,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,11,866,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,12,790,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,SPECIAL_EDUCATION,109,yearbook-1986
1986,0070,WESTMINSTER,Adams,district,UNGRADED,0,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,PK,0,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,K,183,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,1,199,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,2,186,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,3,192,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,4,172,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,5,169,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,6,190,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,7,174,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,8,190,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,9,211,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,10,145,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,11,127,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,12,108,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0100,ALAMOSA,Alamosa,district,UNGRADED,14,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,PK,0,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,K,21,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,1,21,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,2,18,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,3,16,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,4,21,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,5,14,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,6,16,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,7,21,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,8,31,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,9,24,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,10,26,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,11,19,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,12,20,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0110,SANGRE DE CRISTO,Alamosa,district,UNGRADED,0,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,PK,0,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,K,304,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,1,304,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,2,282,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,3,230,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,4,225,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,5,209,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,6,221,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,7,237,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,8,240,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,9,271,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,10,314,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,11,325,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,12,300,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,SPECIAL_EDUCATION,127,yearbook-1986
1986,0120,ENGLEWOOD,Arapahoe,district,UNGRADED,0,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,PK,0,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,K,128,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,1,131,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,2,124,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,3,109,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,4,89,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,5,103,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,6,142,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,7,116,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,8,102,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,9,123,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,10,134,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,11,100,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,12,119,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,SPECIAL_EDUCATION,25,yearbook-1986
1986,0123,SHERIDAN,Arapahoe,district,UNGRADED,0,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,PK,32,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,K,2090,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,1,2185,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,2,2016,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,3,1993,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,4,1923,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,5,1932,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,6,1916,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,7,1872,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,8,1959,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,9,2068,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,10,2186,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,11,2223,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,12,2053,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,SPECIAL_EDUCATION,11,yearbook-1986
1986,0130,CHERRY CREEK,Arapahoe,district,UNGRADED,0,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,PK,0,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,K,1040,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,1,1114,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,2,1069,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,3,1064,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,4,1096,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,5,1199,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,6,1151,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,7,1209,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,8,1156,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,9,1343,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,10,1458,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,11,1527,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,12,1390,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,SPECIAL_EDUCATION,115,yearbook-1986
1986,0140,LITTLETON,Arapahoe,district,UNGRADED,0,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,PK,0,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,K,12,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,1,20,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,2,20,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,3,14,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,4,13,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,5,12,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,6,12,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,7,14,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,8,9,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,9,19,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,10,15,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,11,15,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,12,10,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0170,DEER TRAIL,Arapahoe,district,UNGRADED,0,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,PK,0,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,K,2228,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,1,2343,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,2,2229,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,3,2026,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,4,1969,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,5,1839,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,6,1878,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,7,1778,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,8,1813,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,9,2308,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,10,1906,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,11,1812,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,12,1231,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,SPECIAL_EDUCATION,480,yearbook-1986
1986,0180,ADAMS-ARAPAHOE,Arapahoe,district,UNGRADED,0,yearbook-1986
1986,0190,BYERS,Arapahoe,district,PK,0,yearbook-1986
1986,0190,BYERS,Arapahoe,district,K,16,yearbook-1986
1986,0190,BYERS,Arapahoe,district,1,34,yearbook-1986
1986,0190,BYERS,Arapahoe,district,2,23,yearbook-1986
1986,0190,BYERS,Arapahoe,district,3,27,yearbook-1986
1986,0190,BYERS,Arapahoe,district,4,23,yearbook-1986
1986,0190,BYERS,Arapahoe,district,5,28,yearbook-1986
1986,0190,BYERS,Arapahoe,district,6,26,yearbook-1986
1986,0190,BYERS,Arapahoe,district,7,19,yearbook-1986
1986,0190,BYERS,Arapahoe,district,8,26,yearbook-1986
1986,0190,BYERS,Arapahoe,district,9,29,yearbook-1986
1986,0190,BYERS,Arapahoe,district,10,18,yearbook-1986
1986,0190,BYERS,Arapahoe,district,11,35,yearbook-1986
1986,0190,BYERS,Arapahoe,district,12,30,yearbook-1986
1986,0190,BYERS,Arapahoe,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0190,BYERS,Arapahoe,district,UNGRADED,0,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,PK,0,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,K,89,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,1,88,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,2,88,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,3,72,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,4,71,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,5,66,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,6,68,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,7,72,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,8,85,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,9,99,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,10,83,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,11,80,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,12,73,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,,ARCHULETA COUNTY,Archuleta,district,UNGRADED,0,yearbook-1986
1986,0230,WALSH,Baca,district,PK,0,yearbook-1986
1986,0230,WALSH,Baca,district,K,15,yearbook-1986
1986,0230,WALSH,Baca,district,1,30,yearbook-1986
1986,0230,WALSH,Baca,district,2,27,yearbook-1986
1986,0230,WALSH,Baca,district,3,27,yearbook-1986
1986,0230,WALSH,Baca,district,4,22,yearbook-1986
1986,0230,WALSH,Baca,district,5,23,yearbook-1986
1986,0230,WALSH,Baca,district,6,28,yearbook-1986
1986,0230,WALSH,Baca,district,7,27,yearbook-1986
1986,0230,WALSH,Baca,district,8,24,yearbook-1986
1986,0230,WALSH,Baca,district,9,19,yearbook-1986
1986,0230,WALSH,Baca,district,10,33,yearbook-1986
1986,0230,WALSH,Baca,district,11,19,yearbook-1986
1986,0230,WALSH,Baca,district,12,23,yearbook-1986
1986,0230,WALSH,Baca,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0230,WALSH,Baca,district,UNGRADED,0,yearbook-1986
1986,0240,PRITCHETT,Baca,district,PK,0,yearbook-1986
1986,0240,PRITCHETT,Baca,district,K,0,yearbook-1986
1986,0240,PRITCHETT,Baca,district,1,3,yearbook-1986
1986,0240,PRITCHETT,Baca,district,2,3,yearbook-1986
1986,0240,PRITCHETT,Baca,district,3,8,yearbook-1986
1986,0240,PRITCHETT,Baca,district,4,1,yearbook-1986
1986,0240,PRITCHETT,Baca,district,5,7,yearbook-1986
1986,0240,PRITCHETT,Baca,district,6,4,yearbook-1986
1986,0240,PRITCHETT,Baca,district,7,2,yearbook-1986
1986,0240,PRITCHETT,Baca,district,8,7,yearbook-1986
1986,0240,PRITCHETT,Baca,district,9,2,yearbook-1986
1986,0240,PRITCHETT,Baca,district,10,3,yearbook-1986
1986,0240,PRITCHETT,Baca,district,11,2,yearbook-1986
1986,0240,PRITCHETT,Baca,district,12,6,yearbook-1986
1986,0240,PRITCHETT,Baca,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0240,PRITCHETT,Baca,district,UNGRADED,0,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,PK,0,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,K,36,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,1,30,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,2,30,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,3,24,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,4,36,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,5,23,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,6,23,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,7,30,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,8,33,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,9,22,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,10,28,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,11,36,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,12,36,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0250,SPRINGFIELD,Baca,district,UNGRADED,0,yearbook-1986
1986,0260,VILAS,Baca,district,PK,0,yearbook-1986
1986,0260,VILAS,Baca,district,K,3,yearbook-1986
1986,0260,VILAS,Baca,district,1,5,yearbook-1986
1986,0260,VILAS,Baca,district,2,8,yearbook-1986
1986,0260,VILAS,Baca,district,3,10,yearbook-1986
1986,0260,VILAS,Baca,district,4,5,yearbook-1986
1986,0260,VILAS,Baca,district,5,7,yearbook-1986
1986,0260,VILAS,Baca,district,6,1,yearbook-1986
1986,0260,VILAS,Baca,district,7,5,yearbook-1986
1986,0260,VILAS,Baca,district,8,3,yearbook-1986
1986,0260,VILAS,Baca,district,9,3,yearbook-1986
1986,0260,VILAS,Baca,district,10,6,yearbook-1986
1986,0260,VILAS,Baca,district,11,2,yearbook-1986
1986,0260,VILAS,Baca,district,12,4,yearbook-1986
1986,0260,VILAS,Baca,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0260,VILAS,Baca,district,UNGRADED,0,yearbook-1986
1986,,CAMP,Baca,district,PK,0,yearbook-1986
1986,,CAMP,Baca,district,K,0,yearbook-1986
1986,,CAMP,Baca,district,1,6,yearbook-1986
1986,,CAMP,Baca,district,2,5,yearbook-1986
1986,,CAMP,Baca,district,3,10,yearbook-1986
1986,,CAMP,Baca,district,4,6,yearbook-1986
1986,,CAMP,Baca,district,5,1,yearbook-1986
1986,,CAMP,Baca,district,6,5,yearbook-1986
1986,,CAMP,Baca,district,7,2,yearbook-1986
1986,,CAMP,Baca,district,8,7,yearbook-1986
1986,,CAMP,Baca,district,9,5,yearbook-1986
1986,,CAMP,Baca,district,10,11,yearbook-1986
1986,,CAMP,Baca,district,11,5,yearbook-1986
1986,,CAMP,Baca,district,12,6,yearbook-1986
1986,,CAMP,Baca,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,,CAMP,Baca,district,UNGRADED,0,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,PK,0,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,K,57,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,1,76,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,2,71,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,3,59,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,4,56,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,5,73,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,6,57,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,7,69,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,8,67,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,9,83,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,10,86,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,11,63,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,12,65,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0290,LAS ANIMAS,Bent,district,UNGRADED,0,yearbook-1986
1986,0310,MC CLAVE,Bent,district,PK,0,yearbook-1986
1986,0310,MC CLAVE,Bent,district,K,20,yearbook-1986
1986,0310,MC CLAVE,Bent,district,1,15,yearbook-1986
1986,0310,MC CLAVE,Bent,district,2,16,yearbook-1986
1986,0310,MC CLAVE,Bent,district,3,11,yearbook-1986
1986,0310,MC CLAVE,Bent,district,4,14,yearbook-1986
1986,0310,MC CLAVE,Bent,district,5,12,yearbook-1986
1986,0310,MC CLAVE,Bent,district,6,13,yearbook-1986
1986,0310,MC CLAVE,Bent,district,7,14,yearbook-1986
1986,0310,MC CLAVE,Bent,district,8,13,yearbook-1986
1986,0310,MC CLAVE,Bent,district,9,23,yearbook-1986
1986,0310,MC CLAVE,Bent,district,10,19,yearbook-1986
1986,0310,MC CLAVE,Bent,district,11,9,yearbook-1986
1986,0310,MC CLAVE,Bent,district,12,11,yearbook-1986
1986,0310,MC CLAVE,Bent,district,SPECIAL_EDUCATION,0,yearbook-1986
1986,0310,MC CLAVE,Bent,district,UNGRADED,0,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,PK,307,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,K,1215,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,1,1260,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,2,1175,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,3,1074,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,4,1052,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,5,990,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,6,1074,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,7,1020,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,8,1082,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,9,1105,yearbook-1986
1986,0470,ST. VRAIN VALLEY,Boulder,district,10,1154,yearbook-1986
