year,district_code,district_name,county,countyfips,unit_type,teacher_fte,teacher_fte_basis,teacher_fte_published,teacher_fte_school_sum,schools,schools_basis,schools_published,schools_open,enrollment,enrollment_panel,enrollment_ccd,pop_5_17,pop_0_4,datatype
2019,3010,Cripple Creek-Victor RE-1,Teller,119,district,27.3,school_sum,,27.3,2.0,school_panel,,2.0,367.0,367.0,367.0,3290.0,946.0,Estimate
2020,3010,,Teller,119,,,,,,2.0,school_panel,,2.0,336.0,336.0,336.0,3222.0,948.0,Estimate
2021,3010,,Teller,119,,,,,,2.0,school_panel,,2.0,352.0,352.0,351.0,3192.0,912.0,Estimate
2022,3010,Cripple Creek-Victor RE-1,Teller,119,district,21.0,published,21.0,21.0,2.0,school_panel,,2.0,313.0,313.0,313.0,3119.0,902.0,Estimate
2023,3010,Cripple Creek-Victor RE-1,Teller,119,district,18.1,published,18.1,18.1,2.0,school_panel,,2.0,284.0,284.0,284.0,3058.0,897.0,Estimate
2024,3010,Cripple Creek-Victor RE-1,Teller,119,district,18.9,published,18.9,18.8,2.0,school_panel,,2.0,298.0,298.0,298.0,2988.0,921.0,Estimate
1990,3020,WOODLAND PARK RE-2,Teller,119,district,120.1,published,120.1,,4.0,school_panel,4.0,4.0,2323.0,,2323.0,2639.0,967.0,Estimate
1991,3020,WOODLAND PARK RE-2,Teller,119,district,127.6,published,127.6,,4.0,school_panel,4.0,4.0,2400.0,,2400.0,2675.0,955.0,Estimate
1992,3020,WOODLAND PARK RE-2,Teller,119,district,131.0,published,131.0,,4.0,school_panel,4.0,4.0,2532.0,,2532.0,2863.0,998.0,Estimate
1993,3020,WOODLAND PARK RE-2,Teller,119,district,138.6,published,138.6,,5.0,school_panel,5.0,5.0,2743.0,,2743.0,3071.0,1045.0,Estimate
1994,3020,WOODLAND PARK RE-2,Teller,119,district,149.3,published,149.3,,5.0,school_panel,5.0,5.0,2894.0,,2894.0,3272.0,1090.0,Estimate
1995,3020,WOODLAND PARK RE-2,Teller,119,district,155.3,published,155.3,,5.0,school_panel,5.0,5.0,3064.0,,3064.0,3502.0,1136.0,Estimate
1996,3020,WOODLAND PARK RE-2,Teller,119,district,169.8,published,169.8,,5.0,school_panel,5.0,5.0,3227.0,,3227.0,3726.0,1176.0,Estimate
1997,3020,WOODLAND PARK RE-2,Teller,119,district,179.1,published,179.1,,5.0,school_panel,5.0,5.0,3255.0,,3255.0,3898.0,1200.0,Estimate
1998,3020,WOODLAND PARK RE-2,Teller,119,district,175.1,published,175.1,,5.0,school_panel,5.0,5.0,3281.0,,3281.0,4000.0,1199.0,Estimate
1999,3020,WOODLAND PARK RE-2,Teller,119,district,,,,,5.0,school_panel,5.0,5.0,3262.0,,3262.0,4084.0,1189.0,Estimate
2000,3020,WOODLAND PARK RE-2,Teller,119,district,182.9521,school_sum,,182.9521,5.0,school_panel,,5.0,,,3353.0,4244.0,1199.0,Estimate
2001,3020,WOODLAND PARK RE-2,Teller,119,district,189.7523,school_sum,,189.7523,5.0,school_panel,,5.0,3360.0,3360.0,3360.0,4283.0,1210.0,Estimate
2002,3020,WOODLAND PARK RE-2,Teller,119,district,190.528,school_sum,,190.528,5.0,school_panel,,5.0,3276.0,3276.0,3276.0,4257.0,1187.0,Estimate
2003,3020,WOODLAND PARK RE-2,Teller,119,district,188.9318,school_sum,,188.9318,5.0,school_panel,,5.0,3116.0,3116.0,3116.0,4211.0,1155.0,Estimate
2004,3020,WOODLAND PARK RE-2,Teller,119,district,195.0991,school_sum,,195.0991,5.0,school_panel,,5.0,3101.0,3101.0,3101.0,4078.0,1145.0,Estimate
2005,3020,WOODLAND PARK RE-2,Teller,119,district,185.5149,school_sum,,185.5149,5.0,school_panel,,5.0,3035.0,3035.0,3035.0,4040.0,1159.0,Estimate
2006,3020,WOODLAND PARK RE-2,Teller,119,district,188.7155,school_sum,,188.7155,5.0,school_panel,,5.0,2988.0,2988.0,2988.0,3965.0,1161.0,Estimate
2007,3020,WOODLAND PARK RE-2,Teller,119,district,179.7584,school_sum,,179.7584,5.0,school_panel,,5.0,2989.0,2989.0,2989.0,3942.0,1169.0,Estimate
2008,3020,WOODLAND PARK RE-2,Teller,119,district,190.7151,school_sum,,190.7151,5.0,school_panel,,5.0,2883.0,2883.0,2883.0,3793.0,1129.0,Estimate
2009,3020,WOODLAND PARK RE-2,Teller,119,district,181.1298,school_sum,,181.1298,5.0,school_panel,,5.0,2796.0,2796.0,2796.0,3719.0,1092.0,Estimate
2010,3020,WOODLAND PARK RE-2,Teller,119,district,166.4,published,166.4,164.599,5.0,school_panel,,5.0,2752.0,2751.0,2751.0,3676.0,1086.0,Estimate
2011,3020,WOODLAND PARK RE-2,Teller,119,district,158.55,school_sum,,158.55,5.0,school_panel,,5.0,2753.0,2753.0,2753.0,3597.0,1068.0,Estimate
2012,3020,WOODLAND PARK RE-2,Teller,119,district,155.3,school_sum,,155.3,5.0,school_panel,,5.0,2617.0,2617.0,2617.0,3527.0,1003.0,Estimate
2013,3020,WOODLAND PARK RE-2,Teller,119,district,148.58,school_sum,,148.58,5.0,school_panel,,5.0,2586.0,2586.0,2586.0,3415.0,959.0,Estimate
2014,3020,WOODLAND PARK RE-2,Teller,119,district,141.9846,school_sum,,141.9846,5.0,school_panel,,5.0,2495.0,2495.0,2495.0,3342.0,951.0,Estimate
2015,3020,WOODLAND PARK RE-2,Teller,119,district,146.09,school_sum,,146.09,5.0,school_panel,,5.0,2498.0,2498.0,2498.0,3250.0,941.0,Estimate
2016,3020,WOODLAND PARK RE-2,Teller,119,district,139.98,published,139.98,138.25,5.0,school_panel,,5.0,2480.0,2480.0,2480.0,3318.0,945.0,Estimate
2017,3020,,Teller,119,,,,,,5.0,school_panel,,5.0,2502.0,2502.0,2502.0,3320.0,986.0,Estimate
2018,3020,WOODLAND PARK RE-2,Teller,119,district,147.03,published,147.03,147.03,5.0,school_panel,,5.0,2380.0,2380.0,2380.0,3298.0,991.0,Estimate
2019,3020,Woodland Park Re-2,Teller,119,district,146.2,school_sum,,146.2,5.0,school_panel,,5.0,2284.0,2284.0,2284.0,3290.0,946.0,Estimate
2020,3020,,Teller,119,,,,,,5.0,school_panel,,5.0,2055.0,2055.0,2055.0,3222.0,948.0,Estimate
2021,3020,,Teller,119,,,,,,5.0,school_panel,,5.0,1832.0,1832.0,1804.0,3192.0,912.0,Estimate
2022,3020,Woodland Park Re-2,Teller,119,district,150.4,published,150.4,148.4,6.0,school_panel,,6.0,2122.0,2122.0,2010.0,3119.0,902.0,Estimate
2023,3020,Woodland Park Re-2,Teller,119,district,132.9,published,132.9,132.9,6.0,school_panel,,6.0,2015.0,2015.0,1903.0,3058.0,897.0,Estimate
2024,3020,Woodland Park Re-2,Teller,119,district,123.7,published,123.7,120.7,5.0,school_panel,,5.0,1844.0,1844.0,1744.0,2988.0,921.0,Estimate
1990,3030,AKRON R-1,Washington,121,district,34.5,published,34.5,,2.0,school_panel,2.0,2.0,447.0,,447.0,974.0,328.0,Estimate
1991,3030,AKRON R-1,Washington,121,district,32.0,published,32.0,,2.0,school_panel,2.0,2.0,438.0,,438.0,971.0,323.0,Estimate
1992,3030,AKRON R-1,Washington,121,district,32.0,published,32.0,,2.0,school_panel,2.0,2.0,485.0,,485.0,991.0,327.0,Estimate
1993,3030,AKRON R-1,Washington,121,district,33.0,published,33.0,,2.0,school_panel,2.0,2.0,493.0,,493.0,1039.0,341.0,Estimate
1994,3030,AKRON R-1,Washington,121,district,32.5,published,32.5,,2.0,school_panel,2.0,2.0,489.0,,489.0,1058.0,341.0,Estimate
1995,3030,AKRON R-1,Washington,121,district,34.0,published,34.0,,2.0,school_panel,2.0,2.0,500.0,,500.0,1058.0,339.0,Estimate
1996,3030,AKRON R-1,Washington,121,district,35.8,published,35.8,,2.0,school_panel,2.0,2.0,497.0,,497.0,1057.0,337.0,Estimate
1997,3030,AKRON R-1,Washington,121,district,36.5,published,36.5,,2.0,school_panel,2.0,2.0,501.0,,501.0,1056.0,332.0,Estimate
1998,3030,AKRON R-1,Washington,121,district,36.3,published,36.3,,2.0,school_panel,2.0,2.0,462.0,,462.0,1045.0,323.0,Estimate
1999,3030,AKRON R-1,Washington,121,district,,,,,2.0,school_panel,2.0,2.0,460.0,,460.0,1017.0,314.0,Estimate
2000,3030,AKRON R-1,Washington,121,district,33.5417,school_sum,,33.5417,2.0,school_panel,,2.0,,,460.0,998.0,305.0,Estimate
2001,3030,AKRON R-1,Washington,121,district,34.6008,school_sum,,34.6008,2.0,school_panel,,2.0,466.0,466.0,466.0,959.0,306.0,Estimate
2002,3030,AKRON R-1,Washington,121,district,35.8381,school_sum,,35.8381,2.0,school_panel,,2.0,460.0,460.0,460.0,1020.0,318.0,Estimate
2003,3030,AKRON R-1,Washington,121,district,37.2495,school_sum,,37.2495,2.0,school_panel,,2.0,458.0,458.0,458.0,975.0,310.0,Estimate
2004,3030,AKRON R-1,Washington,121,district,35.6175,school_sum,,35.6175,2.0,school_panel,,2.0,423.0,423.0,423.0,958.0,284.0,Estimate
2005,3030,AKRON R-1,Washington,121,district,35.1589,school_sum,,35.1589,2.0,school_panel,,2.0,434.0,434.0,434.0,951.0,263.0,Estimate
2006,3030,AKRON R-1,Washington,121,district,34.7526,school_sum,,34.7526,2.0,school_panel,,2.0,441.0,441.0,441.0,931.0,255.0,Estimate
2007,3030,AKRON R-1,Washington,121,district,33.9468,school_sum,,33.9468,2.0,school_panel,,2.0,401.0,401.0,401.0,916.0,253.0,Estimate
2008,3030,AKRON R-1,Washington,121,district,29.8484,school_sum,,29.8484,2.0,school_panel,,2.0,391.0,391.0,391.0,854.0,252.0,Estimate
2009,3030,AKRON R-1,Washington,121,district,29.9516,school_sum,,29.9516,2.0,school_panel,,2.0,384.0,384.0,384.0,863.0,255.0,Estimate
2010,3030,AKRON R-1,Washington,121,district,30.25,published,30.25,30.251,2.0,school_panel,,2.0,381.0,381.0,381.0,844.0,277.0,Estimate
2011,3030,AKRON R-1,Washington,121,district,26.31,school_sum,,26.31,2.0,school_panel,,2.0,359.0,359.0,359.0,781.0,253.0,Estimate
2012,3030,AKRON R-1,Washington,121,district,27.39,school_sum,,27.39,2.0,school_panel,,2.0,354.0,354.0,354.0,774.0,243.0,Estimate
2013,3030,AKRON R-1,Washington,121,district,31.92,school_sum,,31.92,2.0,school_panel,,2.0,358.0,358.0,358.0,783.0,236.0,Estimate
2014,3030,AKRON R-1,Washington,121,district,31.2675,school_sum,,31.2675,2.0,school_panel,,2.0,357.0,357.0,357.0,799.0,228.0,Estimate
2015,3030,AKRON R-1,Washington,121,district,35.12,school_sum,,35.12,2.0,school_panel,,2.0,351.0,351.0,351.0,826.0,225.0,Estimate
2016,3030,AKRON R-1,Washington,121,district,28.42,published,28.42,28.41,2.0,school_panel,,2.0,378.0,378.0,378.0,823.0,247.0,Estimate
2017,3030,,Washington,121,,,,,,2.0,school_panel,,2.0,372.0,372.0,372.0,835.0,254.0,Estimate
2018,3030,AKRON R-1,Washington,121,district,33.61,published,33.61,33.61,2.0,school_panel,,2.0,379.0,379.0,379.0,806.0,270.0,Estimate
2019,3030,Akron R-1,Washington,121,district,36.0,school_sum,,36.0,2.0,school_panel,,2.0,371.0,371.0,371.0,812.0,266.0,Estimate
2020,3030,,Washington,121,,,,,,2.0,school_panel,,2.0,392.0,392.0,392.0,821.0,263.0,Estimate
2021,3030,,Washington,121,,,,,,2.0,school_panel,,2.0,411.0,411.0,411.0,853.0,261.0,Estimate
2022,3030,Akron R-1,Washington,121,district,35.3,published,35.3,35.3,2.0,school_panel,,2.0,427.0,427.0,427.0,843.0,266.0,Estimate
2023,3030,Akron R-1,Washington,121,district,36.4,published,36.4,36.4,2.0,school_panel,,2.0,415.0,415.0,415.0,868.0,252.0,Estimate
2024,3030,Akron R-1,Washington,121,district,36.6,published,36.6,36.6,2.0,school_panel,,2.0,411.0,411.0,411.0,849.0,256.0,Estimate
1990,3040,ARICKAREE R-2,Washington,121,district,16.0,published,16.0,,2.0,school_panel,2.0,2.0,141.0,,141.0,974.0,328.0,Estimate
1991,3040,ARICKAREE R-2,Washington,121,district,15.0,published,15.0,,2.0,school_panel,2.0,2.0,142.0,,142.0,971.0,323.0,Estimate
1992,3040,ARICKAREE R-2,Washington,121,district,16.0,published,16.0,,2.0,school_panel,2.0,2.0,138.0,,138.0,991.0,327.0,Estimate
1993,3040,ARICKAREE R-2,Washington,121,district,17.0,published,17.0,,2.0,school_panel,2.0,2.0,137.0,,137.0,1039.0,341.0,Estimate
1994,3040,ARICKAREE R-2,Washington,121,district,17.0,published,17.0,,2.0,school_panel,2.0,2.0,138.0,,138.0,1058.0,341.0,Estimate
1995,3040,ARICKAREE R-2,Washington,121,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,148.0,,148.0,1058.0,339.0,Estimate
1996,3040,ARICKAREE R-2,Washington,121,district,17.0,published,17.0,,2.0,school_panel,2.0,2.0,147.0,,147.0,1057.0,337.0,Estimate
1997,3040,ARICKAREE R-2,Washington,121,district,17.0,published,17.0,,2.0,school_panel,2.0,2.0,136.0,,136.0,1056.0,332.0,Estimate
1998,3040,ARICKAREE R-2,Washington,121,district,18.8,published,18.8,,2.0,school_panel,2.0,2.0,131.0,,131.0,1045.0,323.0,Estimate
1999,3040,ARICKAREE R-2,Washington,121,district,,,,,2.0,school_panel,2.0,2.0,117.0,,117.0,1017.0,314.0,Estimate
2000,3040,ARICKAREE R-2,Washington,121,district,14.9361,school_sum,,14.9361,2.0,school_panel,,2.0,,,97.0,998.0,305.0,Estimate
2001,3040,ARICKAREE R-2,Washington,121,district,16.8146,school_sum,,16.8146,2.0,school_panel,,2.0,54.0,54.0,98.0,959.0,306.0,Estimate
2002,3040,ARICKAREE R-2,Washington,121,district,16.1249,school_sum,,16.1249,2.0,school_panel,,2.0,53.0,53.0,94.0,1020.0,318.0,Estimate
2003,3040,ARICKAREE R-2,Washington,121,district,16.1368,school_sum,,16.1368,2.0,school_panel,,2.0,101.0,101.0,101.0,975.0,310.0,Estimate
2004,3040,ARICKAREE R-2,Washington,121,district,15.8372,school_sum,,15.8372,2.0,school_panel,,2.0,98.0,98.0,98.0,958.0,284.0,Estimate
2005,3040,ARICKAREE R-2,Washington,121,district,15.9311,school_sum,,15.9311,2.0,school_panel,,2.0,104.0,104.0,104.0,951.0,263.0,Estimate
2006,3040,ARICKAREE R-2,Washington,121,district,13.1838,school_sum,,13.1838,2.0,school_panel,,2.0,116.0,116.0,116.0,931.0,255.0,Estimate
2007,3040,ARICKAREE R-2,Washington,121,district,14.402,school_sum,,14.402,2.0,school_panel,,2.0,112.0,112.0,112.0,916.0,253.0,Estimate
2008,3040,ARICKAREE R-2,Washington,121,district,14.4818,school_sum,,14.4818,2.0,school_panel,,2.0,123.0,123.0,123.0,854.0,252.0,Estimate
2009,3040,ARICKAREE R-2,Washington,121,district,13.3723,school_sum,,13.3723,2.0,school_panel,,2.0,113.0,113.0,113.0,863.0,255.0,Estimate
2010,3040,ARICKAREE R-2,Washington,121,district,13.744,published,13.744,13.744,2.0,school_panel,,2.0,111.0,111.0,111.0,844.0,277.0,Estimate
2011,3040,ARICKAREE R-2,Washington,121,district,14.25,school_sum,,14.25,2.0,school_panel,,2.0,104.0,104.0,104.0,781.0,253.0,Estimate
2012,3040,ARICKAREE R-2,Washington,121,district,14.94,school_sum,,14.94,2.0,school_panel,,2.0,108.0,108.0,108.0,774.0,243.0,Estimate
2013,3040,ARICKAREE R-2,Washington,121,district,16.28,school_sum,,16.28,2.0,school_panel,,2.0,114.0,114.0,114.0,783.0,236.0,Estimate
2014,3040,ARICKAREE R-2,Washington,121,district,14.3801,school_sum,,14.3801,2.0,school_panel,,2.0,107.0,107.0,107.0,799.0,228.0,Estimate
2015,3040,ARICKAREE R-2,Washington,121,district,14.56,school_sum,,14.56,2.0,school_panel,,2.0,103.0,103.0,103.0,826.0,225.0,Estimate
2016,3040,ARICKAREE R-2,Washington,121,district,13.1,published,13.1,13.1,2.0,school_panel,,2.0,97.0,97.0,97.0,823.0,247.0,Estimate
2017,3040,,Washington,121,,,,,,2.0,school_panel,,2.0,101.0,101.0,101.0,835.0,254.0,Estimate
2018,3040,ARICKAREE R-2,Washington,121,district,13.29,published,13.29,13.29,2.0,school_panel,,2.0,117.0,117.0,117.0,806.0,270.0,Estimate
2019,3040,Arickaree R-2,Washington,121,district,14.6,school_sum,,14.6,2.0,school_panel,,2.0,114.0,114.0,114.0,812.0,266.0,Estimate
2020,3040,,Washington,121,,,,,,2.0,school_panel,,2.0,98.0,98.0,98.0,821.0,263.0,Estimate
2021,3040,,Washington,121,,,,,,2.0,school_panel,,2.0,101.0,101.0,101.0,853.0,261.0,Estimate
2022,3040,Arickaree R-2,Washington,121,district,12.2,published,12.2,12.2,2.0,school_panel,,2.0,101.0,101.0,101.0,843.0,266.0,Estimate
2023,3040,Arickaree R-2,Washington,121,district,12.5,published,12.5,12.5,2.0,school_panel,,2.0,92.0,92.0,92.0,868.0,252.0,Estimate
2024,3040,Arickaree R-2,Washington,121,district,9.5,published,9.5,9.5,2.0,school_panel,,2.0,82.0,82.0,82.0,849.0,256.0,Estimate
1990,3050,OTIS R-3,Washington,121,district,19.0,published,19.0,,2.0,school_panel,2.0,2.0,202.0,,202.0,974.0,328.0,Estimate
1991,3050,OTIS R-3,Washington,121,district,19.0,published,19.0,,2.0,school_panel,2.0,2.0,201.0,,201.0,971.0,323.0,Estimate
1992,3050,OTIS R-3,Washington,121,district,18.0,published,18.0,,2.0,school_panel,2.0,2.0,188.0,,188.0,991.0,327.0,Estimate
1993,3050,OTIS R-3,Washington,121,district,19.0,published,19.0,,2.0,school_panel,2.0,2.0,190.0,,190.0,1039.0,341.0,Estimate
1994,3050,OTIS R-3,Washington,121,district,20.0,published,20.0,,2.0,school_panel,2.0,2.0,199.0,,199.0,1058.0,341.0,Estimate
1995,3050,OTIS R-3,Washington,121,district,19.0,published,19.0,,2.0,school_panel,2.0,2.0,213.0,,213.0,1058.0,339.0,Estimate
1996,3050,OTIS R-3,Washington,121,district,20.0,published,20.0,,2.0,school_panel,2.0,2.0,207.0,,207.0,1057.0,337.0,Estimate
1997,3050,OTIS R-3,Washington,121,district,19.0,published,19.0,,2.0,school_panel,2.0,2.0,208.0,,208.0,1056.0,332.0,Estimate
1998,3050,OTIS R-3,Washington,121,district,20.7,published,20.7,,2.0,school_panel,2.0,2.0,211.0,,211.0,1045.0,323.0,Estimate
1999,3050,OTIS R-3,Washington,121,district,,,,,2.0,school_panel,2.0,2.0,211.0,,211.0,1017.0,314.0,Estimate
2000,3050,OTIS R-3,Washington,121,district,20.5953,school_sum,,20.5953,2.0,school_panel,,2.0,,,200.0,998.0,305.0,Estimate
2001,3050,OTIS R-3,Washington,121,district,19.2429,school_sum,,19.2429,2.0,school_panel,,2.0,93.0,93.0,169.0,959.0,306.0,Estimate
2002,3050,OTIS R-3,Washington,121,district,19.0,school_sum,,19.0,2.0,school_panel,,2.0,98.0,98.0,182.0,1020.0,318.0,Estimate
2003,3050,OTIS R-3,Washington,121,district,18.875,school_sum,,18.875,2.0,school_panel,,2.0,179.0,179.0,179.0,975.0,310.0,Estimate
2004,3050,OTIS R-3,Washington,121,district,19.0,school_sum,,19.0,2.0,school_panel,,2.0,189.0,189.0,189.0,958.0,284.0,Estimate
2005,3050,OTIS R-3,Washington,121,district,18.875,school_sum,,18.875,2.0,school_panel,,2.0,188.0,188.0,188.0,951.0,263.0,Estimate
2006,3050,OTIS R-3,Washington,121,district,19.0,school_sum,,19.0,2.0,school_panel,,2.0,214.0,214.0,214.0,931.0,255.0,Estimate
2007,3050,OTIS R-3,Washington,121,district,19.4986,school_sum,,19.4986,2.0,school_panel,,2.0,202.0,202.0,202.0,916.0,253.0,Estimate
2008,3050,OTIS R-3,Washington,121,district,20.1194,school_sum,,20.1194,2.0,school_panel,,2.0,192.0,192.0,192.0,854.0,252.0,Estimate
2009,3050,OTIS R-3,Washington,121,district,20.1728,school_sum,,20.1728,2.0,school_panel,,2.0,201.0,201.0,201.0,863.0,255.0,Estimate
2010,3050,OTIS R-3,Washington,121,district,20.173,published,20.173,20.173,2.0,school_panel,,2.0,209.0,209.0,209.0,844.0,277.0,Estimate
2011,3050,OTIS R-3,Washington,121,district,18.71,school_sum,,18.71,2.0,school_panel,,2.0,191.0,191.0,191.0,781.0,253.0,Estimate
2012,3050,OTIS R-3,Washington,121,district,19.5,school_sum,,19.5,2.0,school_panel,,2.0,200.0,200.0,200.0,774.0,243.0,Estimate
2013,3050,OTIS R-3,Washington,121,district,21.38,school_sum,,21.38,2.0,school_panel,,2.0,205.0,205.0,205.0,783.0,236.0,Estimate
2014,3050,OTIS R-3,Washington,121,district,19.125,school_sum,,19.125,2.0,school_panel,,2.0,226.0,226.0,226.0,799.0,228.0,Estimate
2015,3050,OTIS R-3,Washington,121,district,24.85,school_sum,,24.85,2.0,school_panel,,2.0,239.0,239.0,239.0,826.0,225.0,Estimate
2016,3050,OTIS R-3,Washington,121,district,19.26,published,19.26,19.26,2.0,school_panel,,2.0,242.0,242.0,242.0,823.0,247.0,Estimate
2017,3050,,Washington,121,,,,,,2.0,school_panel,,2.0,243.0,243.0,243.0,835.0,254.0,Estimate
2018,3050,OTIS R-3,Washington,121,district,18.84,published,18.84,18.84,2.0,school_panel,,2.0,227.0,227.0,227.0,806.0,270.0,Estimate
2019,3050,Otis R-3,Washington,121,district,19.5,school_sum,,19.5,2.0,school_panel,,2.0,216.0,216.0,216.0,812.0,266.0,Estimate
2020,3050,,Washington,121,,,,,,2.0,school_panel,,2.0,224.0,224.0,224.0,821.0,263.0,Estimate
2021,3050,,Washington,121,,,,,,2.0,school_panel,,2.0,211.0,211.0,211.0,853.0,261.0,Estimate
2022,3050,Otis R-3,Washington,121,district,17.4,published,17.4,17.5,2.0,school_panel,,2.0,201.0,201.0,201.0,843.0,266.0,Estimate
2023,3050,Otis R-3,Washington,121,district,19.6,published,19.6,19.6,2.0,school_panel,,2.0,198.0,198.0,198.0,868.0,252.0,Estimate
2024,3050,Otis R-3,Washington,121,district,17.5,published,17.5,17.5,2.0,school_panel,,2.0,192.0,192.0,192.0,849.0,256.0,Estimate
1990,3060,LONE STAR 101,Washington,121,district,8.9,published,8.9,,2.0,school_panel,2.0,2.0,58.0,,58.0,974.0,328.0,Estimate
1991,3060,LONE STAR 101,Washington,121,district,9.5,published,9.5,,2.0,school_panel,2.0,2.0,60.0,,60.0,971.0,323.0,Estimate
1992,3060,LONE STAR 101,Washington,121,district,9.6,published,9.6,,2.0,school_panel,2.0,2.0,66.0,,66.0,991.0,327.0,Estimate
1993,3060,LONE STAR 101,Washington,121,district,9.6,published,9.6,,2.0,school_panel,2.0,2.0,73.0,,73.0,1039.0,341.0,Estimate
1994,3060,LONE STAR 101,Washington,121,district,9.6,published,9.6,,2.0,school_panel,2.0,2.0,74.0,,74.0,1058.0,341.0,Estimate
1995,3060,LONE STAR 101,Washington,121,district,9.6,published,9.6,,2.0,school_panel,2.0,2.0,64.0,,64.0,1058.0,339.0,Estimate
1996,3060,LONE STAR 101,Washington,121,district,9.6,published,9.6,,2.0,school_panel,2.0,2.0,81.0,,81.0,1057.0,337.0,Estimate
1997,3060,LONE STAR 101,Washington,121,district,9.6,published,9.6,,2.0,school_panel,2.0,2.0,84.0,,84.0,1056.0,332.0,Estimate
1998,3060,LONE STAR 101,Washington,121,district,10.8,published,10.8,,2.0,school_panel,2.0,2.0,93.0,,93.0,1045.0,323.0,Estimate
1999,3060,LONE STAR 101,Washington,121,district,,,,,2.0,school_panel,2.0,2.0,99.0,,99.0,1017.0,314.0,Estimate
2000,3060,LONE STAR 101,Washington,121,district,13.5691,school_sum,,13.5691,2.0,school_panel,,2.0,,,99.0,998.0,305.0,Estimate
2001,3060,LONE STAR 101,Washington,121,district,15.3191,school_sum,,15.3191,2.0,school_panel,,2.0,55.0,55.0,102.0,959.0,306.0,Estimate
2002,3060,LONE STAR 101,Washington,121,district,15.2171,school_sum,,15.2171,2.0,school_panel,,2.0,58.0,58.0,103.0,1020.0,318.0,Estimate
2003,3060,LONE STAR 101,Washington,121,district,14.2171,school_sum,,14.2171,2.0,school_panel,,2.0,101.0,101.0,101.0,975.0,310.0,Estimate
2004,3060,LONE STAR 101,Washington,121,district,15.2171,school_sum,,15.2171,2.0,school_panel,,2.0,109.0,109.0,109.0,958.0,284.0,Estimate
2005,3060,LONE STAR 101,Washington,121,district,15.2172,school_sum,,15.2172,2.0,school_panel,,2.0,121.0,121.0,121.0,951.0,263.0,Estimate
2006,3060,LONE STAR 101,Washington,121,district,14.3109,school_sum,,14.3109,2.0,school_panel,,2.0,106.0,106.0,106.0,931.0,255.0,Estimate
2007,3060,LONE STAR 101,Washington,121,district,13.7708,school_sum,,13.7708,2.0,school_panel,,2.0,93.0,93.0,93.0,916.0,253.0,Estimate
2008,3060,LONE STAR 101,Washington,121,district,15.5202,school_sum,,15.5202,3.0,school_panel,,3.0,100.0,100.0,100.0,854.0,252.0,Estimate
2009,3060,LONE STAR 101,Washington,121,district,14.7082,school_sum,,14.7082,3.0,school_panel,,3.0,118.0,118.0,118.0,863.0,255.0,Estimate
2010,3060,LONE STAR 101,Washington,121,district,14.506,published,14.506,14.506,3.0,school_panel,,3.0,104.0,104.0,104.0,844.0,277.0,Estimate
2011,3060,LONE STAR 101,Washington,121,district,16.38,school_sum,,16.38,3.0,school_panel,,3.0,112.0,112.0,112.0,781.0,253.0,Estimate
2012,3060,LONE STAR 101,Washington,121,district,16.13,school_sum,,16.13,3.0,school_panel,,3.0,116.0,116.0,116.0,774.0,243.0,Estimate
2013,3060,LONE STAR 101,Washington,121,district,19.23,school_sum,,19.23,3.0,school_panel,,3.0,121.0,121.0,121.0,783.0,236.0,Estimate
2014,3060,LONE STAR 101,Washington,121,district,17.8474,school_sum,,17.8474,3.0,school_panel,,3.0,106.0,106.0,106.0,799.0,228.0,Estimate
2015,3060,LONE STAR 101,Washington,121,district,17.84,school_sum,,17.84,3.0,school_panel,,3.0,103.0,103.0,103.0,826.0,225.0,Estimate
2016,3060,LONE STAR 101,Washington,121,district,14.74,published,14.74,14.74,3.0,school_panel,,3.0,115.0,115.0,115.0,823.0,247.0,Estimate
2017,3060,,Washington,121,,,,,,3.0,school_panel,,3.0,119.0,119.0,119.0,835.0,254.0,Estimate
2018,3060,LONE STAR 101,Washington,121,district,12.86,published,12.86,12.86,3.0,school_panel,,3.0,121.0,121.0,121.0,806.0,270.0,Estimate
2019,3060,Lone Star 101,Washington,121,district,13.9,school_sum,,13.9,3.0,school_panel,,3.0,130.0,130.0,130.0,812.0,266.0,Estimate
2020,3060,,Washington,121,,,,,,3.0,school_panel,,3.0,141.0,141.0,141.0,821.0,263.0,Estimate
2021,3060,,Washington,121,,,,,,3.0,school_panel,,3.0,125.0,125.0,125.0,853.0,261.0,Estimate
2022,3060,Lone Star 101,Washington,121,district,12.9,published,12.9,12.9,3.0,school_panel,,3.0,124.0,124.0,124.0,843.0,266.0,Estimate
2023,3060,Lone Star 101,Washington,121,district,12.1,published,12.1,12.1,3.0,school_panel,,3.0,125.0,125.0,125.0,868.0,252.0,Estimate
2024,3060,Lone Star 101,Washington,121,district,11.0,published,11.0,10.9,3.0,school_panel,,3.0,119.0,119.0,119.0,849.0,256.0,Estimate
1990,3070,WOODLIN R-104,Washington,121,district,16.0,published,16.0,,2.0,school_panel,2.0,2.0,102.0,,102.0,974.0,328.0,Estimate
1991,3070,WOODLIN R-104,Washington,121,district,14.5,published,14.5,,2.0,school_panel,2.0,2.0,107.0,,107.0,971.0,323.0,Estimate
1992,3070,WOODLIN R-104,Washington,121,district,15.0,published,15.0,,2.0,school_panel,2.0,2.0,122.0,,122.0,991.0,327.0,Estimate
