countyfips,county,year,datatype,pop_5_17,pop_0_4
043,Fremont,2040,Forecast,5291,1614
043,Fremont,2041,Forecast,5240,1610
043,Fremont,2042,Forecast,5238,1607
043,Fremont,2043,Forecast,5224,1604
043,Fremont,2044,Forecast,5212,1600
043,Fremont,2045,Forecast,5201,1593
043,Fremont,2046,Forecast,5194,1587
043,Fremont,2047,Forecast,5186,1580
043,Fremont,2048,Forecast,5181,1574
043,Fremont,2049,Forecast,5180,1569
043,Fremont,2050,Forecast,5176,1564
043,Fremont,2051,Forecast,5175,1558
043,Fremont,2052,Forecast,5176,1555
043,Fremont,2053,Forecast,5175,1552
043,Fremont,2054,Forecast,5171,1548
043,Fremont,2055,Forecast,5168,1546
043,Fremont,2056,Forecast,5162,1545
043,Fremont,2057,Forecast,5159,1545
043,Fremont,2058,Forecast,5154,1543
043,Fremont,2059,Forecast,5150,1542
043,Fremont,2060,Forecast,5147,1541
045,Garfield,1990,Estimate,5869,2478
045,Garfield,1991,Estimate,6089,2539
045,Garfield,1992,Estimate,6121,2525
045,Garfield,1993,Estimate,6368,2597
045,Garfield,1994,Estimate,6750,2725
045,Garfield,1995,Estimate,7132,2850
045,Garfield,1996,Estimate,7386,2917
045,Garfield,1997,Estimate,7630,2982
045,Garfield,1998,Estimate,8098,3130
045,Garfield,1999,Estimate,8396,3208
045,Garfield,2000,Estimate,8709,3289
045,Garfield,2001,Estimate,8985,3441
045,Garfield,2002,Estimate,9074,3543
045,Garfield,2003,Estimate,9054,3682
045,Garfield,2004,Estimate,9033,3838
045,Garfield,2005,Estimate,9162,3964
045,Garfield,2006,Estimate,9526,4121
045,Garfield,2007,Estimate,9916,4248
045,Garfield,2008,Estimate,10219,4352
045,Garfield,2009,Estimate,10506,4416
045,Garfield,2010,Estimate,10666,4457
045,Garfield,2011,Estimate,10717,4378
045,Garfield,2012,Estimate,10836,4223
045,Garfield,2013,Estimate,10966,4128
045,Garfield,2014,Estimate,11133,3993
045,Garfield,2015,Estimate,11198,3886
045,Garfield,2016,Estimate,11321,3877
045,Garfield,2017,Estimate,11366,3927
045,Garfield,2018,Estimate,11468,3919
045,Garfield,2019,Estimate,11465,3916
045,Garfield,2020,Estimate,11468,3953
045,Garfield,2021,Estimate,11413,3859
045,Garfield,2022,Estimate,11415,3786
045,Garfield,2023,Estimate,11388,3720
045,Garfield,2024,Estimate,11289,3705
045,Garfield,2025,Forecast,11172,3657
045,Garfield,2026,Forecast,11037,3633
045,Garfield,2027,Forecast,10918,3622
045,Garfield,2028,Forecast,10799,3644
045,Garfield,2029,Forecast,10719,3635
045,Garfield,2030,Forecast,10708,3684
045,Garfield,2031,Forecast,10615,3745
045,Garfield,2032,Forecast,10566,3816
045,Garfield,2033,Forecast,10607,3888
045,Garfield,2034,Forecast,10574,3962
045,Garfield,2035,Forecast,10558,4038
045,Garfield,2036,Forecast,10589,4110
045,Garfield,2037,Forecast,10650,4182
045,Garfield,2038,Forecast,10724,4249
045,Garfield,2039,Forecast,10827,4312
045,Garfield,2040,Forecast,10945,4368
045,Garfield,2041,Forecast,11086,4419
045,Garfield,2042,Forecast,11193,4459
045,Garfield,2043,Forecast,11349,4485
045,Garfield,2044,Forecast,11506,4503
045,Garfield,2045,Forecast,11661,4507
045,Garfield,2046,Forecast,11805,4499
045,Garfield,2047,Forecast,11936,4481
045,Garfield,2048,Forecast,12050,4454
045,Garfield,2049,Forecast,12144,4419
045,Garfield,2050,Forecast,12217,4375
045,Garfield,2051,Forecast,12263,4325
045,Garfield,2052,Forecast,12294,4273
045,Garfield,2053,Forecast,12297,4227
045,Garfield,2054,Forecast,12285,4183
045,Garfield,2055,Forecast,12249,4147
045,Garfield,2056,Forecast,12195,4119
045,Garfield,2057,Forecast,12128,4098
045,Garfield,2058,Forecast,12049,4083
045,Garfield,2059,Forecast,11963,4074
045,Garfield,2060,Forecast,11871,4071
047,Gilpin,1990,Estimate,541,200
047,Gilpin,1991,Estimate,537,198
047,Gilpin,1992,Estimate,557,205
047,Gilpin,1993,Estimate,571,210
047,Gilpin,1994,Estimate,586,215
047,Gilpin,1995,Estimate,603,222
047,Gilpin,1996,Estimate,617,226
047,Gilpin,1997,Estimate,648,237
047,Gilpin,1998,Estimate,673,246
047,Gilpin,1999,Estimate,711,261
047,Gilpin,2000,Estimate,739,271
047,Gilpin,2001,Estimate,723,276
047,Gilpin,2002,Estimate,692,289
047,Gilpin,2003,Estimate,667,294
047,Gilpin,2004,Estimate,640,300
047,Gilpin,2005,Estimate,656,282
047,Gilpin,2006,Estimate,625,265
047,Gilpin,2007,Estimate,620,270
047,Gilpin,2008,Estimate,625,272
047,Gilpin,2009,Estimate,658,280
047,Gilpin,2010,Estimate,681,281
047,Gilpin,2011,Estimate,688,277
047,Gilpin,2012,Estimate,698,261
047,Gilpin,2013,Estimate,698,261
047,Gilpin,2014,Estimate,723,245
047,Gilpin,2015,Estimate,732,232
047,Gilpin,2016,Estimate,735,231
047,Gilpin,2017,Estimate,726,241
047,Gilpin,2018,Estimate,715,240
047,Gilpin,2019,Estimate,703,227
047,Gilpin,2020,Estimate,727,248
047,Gilpin,2021,Estimate,760,245
047,Gilpin,2022,Estimate,763,253
047,Gilpin,2023,Estimate,818,206
047,Gilpin,2024,Estimate,810,241
047,Gilpin,2025,Forecast,827,239
047,Gilpin,2026,Forecast,849,248
047,Gilpin,2027,Forecast,867,243
047,Gilpin,2028,Forecast,881,247
047,Gilpin,2029,Forecast,904,244
047,Gilpin,2030,Forecast,933,247
047,Gilpin,2031,Forecast,942,252
047,Gilpin,2032,Forecast,957,257
047,Gilpin,2033,Forecast,980,261
047,Gilpin,2034,Forecast,996,265
047,Gilpin,2035,Forecast,1013,271
047,Gilpin,2036,Forecast,979,272
047,Gilpin,2037,Forecast,1014,276
047,Gilpin,2038,Forecast,1021,278
047,Gilpin,2039,Forecast,1035,281
047,Gilpin,2040,Forecast,1037,282
047,Gilpin,2041,Forecast,1045,286
047,Gilpin,2042,Forecast,1045,287
047,Gilpin,2043,Forecast,1054,289
047,Gilpin,2044,Forecast,1058,291
047,Gilpin,2045,Forecast,1065,292
047,Gilpin,2046,Forecast,1069,296
047,Gilpin,2047,Forecast,1074,296
047,Gilpin,2048,Forecast,1079,297
047,Gilpin,2049,Forecast,1083,301
047,Gilpin,2050,Forecast,1089,301
047,Gilpin,2051,Forecast,1094,302
047,Gilpin,2052,Forecast,1097,303
047,Gilpin,2053,Forecast,1099,306
047,Gilpin,2054,Forecast,1103,307
047,Gilpin,2055,Forecast,1105,307
047,Gilpin,2056,Forecast,1108,309
047,Gilpin,2057,Forecast,1109,310
047,Gilpin,2058,Forecast,1110,312
047,Gilpin,2059,Forecast,1110,312
047,Gilpin,2060,Forecast,1110,314
049,Grand,1990,Estimate,1485,537
049,Grand,1991,Estimate,1536,554
049,Grand,1992,Estimate,1553,562
049,Grand,1993,Estimate,1592,573
049,Grand,1994,Estimate,1640,592
049,Grand,1995,Estimate,1717,619
049,Grand,1996,Estimate,1787,643
049,Grand,1997,Estimate,1837,661
049,Grand,1998,Estimate,1882,678
049,Grand,1999,Estimate,1944,700
049,Grand,2000,Estimate,2051,738
049,Grand,2001,Estimate,2090,787
049,Grand,2002,Estimate,2061,818
049,Grand,2003,Estimate,2066,838
049,Grand,2004,Estimate,2094,839
049,Grand,2005,Estimate,2094,806
049,Grand,2006,Estimate,2097,808
049,Grand,2007,Estimate,2109,806
049,Grand,2008,Estimate,2141,814
049,Grand,2009,Estimate,2139,810
049,Grand,2010,Estimate,2174,821
049,Grand,2011,Estimate,2174,770
049,Grand,2012,Estimate,2175,722
049,Grand,2013,Estimate,2166,664
049,Grand,2014,Estimate,2174,616
049,Grand,2015,Estimate,2168,590
049,Grand,2016,Estimate,2133,623
049,Grand,2017,Estimate,2069,647
049,Grand,2018,Estimate,2018,642
049,Grand,2019,Estimate,1999,634
049,Grand,2020,Estimate,1979,650
049,Grand,2021,Estimate,1968,622
049,Grand,2022,Estimate,1944,610
049,Grand,2023,Estimate,1907,622
049,Grand,2024,Estimate,1862,646
049,Grand,2025,Forecast,1854,653
049,Grand,2026,Forecast,1805,685
049,Grand,2027,Forecast,1764,707
049,Grand,2028,Forecast,1739,733
049,Grand,2029,Forecast,1753,755
049,Grand,2030,Forecast,1764,774
049,Grand,2031,Forecast,1788,792
049,Grand,2032,Forecast,1803,805
049,Grand,2033,Forecast,1835,817
049,Grand,2034,Forecast,1853,827
049,Grand,2035,Forecast,1872,832
049,Grand,2036,Forecast,1917,838
049,Grand,2037,Forecast,1971,840
049,Grand,2038,Forecast,2001,841
049,Grand,2039,Forecast,2053,840
049,Grand,2040,Forecast,2094,840
049,Grand,2041,Forecast,2132,836
049,Grand,2042,Forecast,2163,833
049,Grand,2043,Forecast,2190,828
049,Grand,2044,Forecast,2206,824
049,Grand,2045,Forecast,2223,819
049,Grand,2046,Forecast,2234,814
049,Grand,2047,Forecast,2239,809
049,Grand,2048,Forecast,2241,804
049,Grand,2049,Forecast,2239,800
049,Grand,2050,Forecast,2234,796
049,Grand,2051,Forecast,2229,795
049,Grand,2052,Forecast,2220,791
049,Grand,2053,Forecast,2210,791
049,Grand,2054,Forecast,2202,789
049,Grand,2055,Forecast,2190,791
049,Grand,2056,Forecast,2182,793
049,Grand,2057,Forecast,2172,795
049,Grand,2058,Forecast,2163,800
049,Grand,2059,Forecast,2157,804
049,Grand,2060,Forecast,2151,809
051,Gunnison,1990,Estimate,1473,687
051,Gunnison,1991,Estimate,1479,669
051,Gunnison,1992,Estimate,1519,669
051,Gunnison,1993,Estimate,1584,679
051,Gunnison,1994,Estimate,1623,677
051,Gunnison,1995,Estimate,1653,670
051,Gunnison,1996,Estimate,1677,659
051,Gunnison,1997,Estimate,1683,640
051,Gunnison,1998,Estimate,1812,668
051,Gunnison,1999,Estimate,1841,654
051,Gunnison,2000,Estimate,1860,636
051,Gunnison,2001,Estimate,2025,673
051,Gunnison,2002,Estimate,1987,704
051,Gunnison,2003,Estimate,1897,738
051,Gunnison,2004,Estimate,1831,766
051,Gunnison,2005,Estimate,1828,811
051,Gunnison,2006,Estimate,1819,807
051,Gunnison,2007,Estimate,1873,805
051,Gunnison,2008,Estimate,1924,789
051,Gunnison,2009,Estimate,1963,779
051,Gunnison,2010,Estimate,2003,774
051,Gunnison,2011,Estimate,2072,763
051,Gunnison,2012,Estimate,2048,780
051,Gunnison,2013,Estimate,2054,782
051,Gunnison,2014,Estimate,2060,767
051,Gunnison,2015,Estimate,2106,765
051,Gunnison,2016,Estimate,2142,780
051,Gunnison,2017,Estimate,2212,768
051,Gunnison,2018,Estimate,2232,746
051,Gunnison,2019,Estimate,2225,737
051,Gunnison,2020,Estimate,2188,733
051,Gunnison,2021,Estimate,2276,725
051,Gunnison,2022,Estimate,2292,724
051,Gunnison,2023,Estimate,2294,725
051,Gunnison,2024,Estimate,2251,726
051,Gunnison,2025,Forecast,2283,730
051,Gunnison,2026,Forecast,2288,728
051,Gunnison,2027,Forecast,2301,730
051,Gunnison,2028,Forecast,2323,725
051,Gunnison,2029,Forecast,2364,711
051,Gunnison,2030,Forecast,2371,699
051,Gunnison,2031,Forecast,2373,689
051,Gunnison,2032,Forecast,2378,683
051,Gunnison,2033,Forecast,2388,678
051,Gunnison,2034,Forecast,2363,677
051,Gunnison,2035,Forecast,2358,678
051,Gunnison,2036,Forecast,2366,684
051,Gunnison,2037,Forecast,2366,690
051,Gunnison,2038,Forecast,2363,700
051,Gunnison,2039,Forecast,2359,711
051,Gunnison,2040,Forecast,2360,721
051,Gunnison,2041,Forecast,2356,732
051,Gunnison,2042,Forecast,2343,741
051,Gunnison,2043,Forecast,2337,750
051,Gunnison,2044,Forecast,2333,757
051,Gunnison,2045,Forecast,2334,762
051,Gunnison,2046,Forecast,2343,769
051,Gunnison,2047,Forecast,2350,774
051,Gunnison,2048,Forecast,2364,779
051,Gunnison,2049,Forecast,2380,785
051,Gunnison,2050,Forecast,2396,790
051,Gunnison,2051,Forecast,2414,793
051,Gunnison,2052,Forecast,2432,796
051,Gunnison,2053,Forecast,2449,798
051,Gunnison,2054,Forecast,2462,800
051,Gunnison,2055,Forecast,2481,801
051,Gunnison,2056,Forecast,2496,803
051,Gunnison,2057,Forecast,2508,806
051,Gunnison,2058,Forecast,2521,807
051,Gunnison,2059,Forecast,2534,807
051,Gunnison,2060,Forecast,2545,809
053,Hinsdale,1990,Estimate,69,17
053,Hinsdale,1991,Estimate,65,17
053,Hinsdale,1992,Estimate,72,21
053,Hinsdale,1993,Estimate,75,23
053,Hinsdale,1994,Estimate,86,29
053,Hinsdale,1995,Estimate,92,32
053,Hinsdale,1996,Estimate,96,37
053,Hinsdale,1997,Estimate,103,39
053,Hinsdale,1998,Estimate,106,44
053,Hinsdale,1999,Estimate,106,48
053,Hinsdale,2000,Estimate,106,48
053,Hinsdale,2001,Estimate,109,47
053,Hinsdale,2002,Estimate,104,51
053,Hinsdale,2003,Estimate,97,53
053,Hinsdale,2004,Estimate,106,49
053,Hinsdale,2005,Estimate,104,47
053,Hinsdale,2006,Estimate,105,46
053,Hinsdale,2007,Estimate,112,47
053,Hinsdale,2008,Estimate,113,48
053,Hinsdale,2009,Estimate,106,48
053,Hinsdale,2010,Estimate,109,57
053,Hinsdale,2011,Estimate,117,51
053,Hinsdale,2012,Estimate,124,46
053,Hinsdale,2013,Estimate,128,44
053,Hinsdale,2014,Estimate,121,41
053,Hinsdale,2015,Estimate,124,37
053,Hinsdale,2016,Estimate,119,35
053,Hinsdale,2017,Estimate,111,35
053,Hinsdale,2018,Estimate,115,26
053,Hinsdale,2019,Estimate,111,27
053,Hinsdale,2020,Estimate,120,19
053,Hinsdale,2021,Estimate,117,20
053,Hinsdale,2022,Estimate,113,20
053,Hinsdale,2023,Estimate,111,22
053,Hinsdale,2024,Estimate,105,21
053,Hinsdale,2025,Forecast,96,20
053,Hinsdale,2026,Forecast,81,22
053,Hinsdale,2027,Forecast,77,23
053,Hinsdale,2028,Forecast,65,23
053,Hinsdale,2029,Forecast,63,26
053,Hinsdale,2030,Forecast,65,28
053,Hinsdale,2031,Forecast,62,30
053,Hinsdale,2032,Forecast,64,32
053,Hinsdale,2033,Forecast,56,33
053,Hinsdale,2034,Forecast,62,34
053,Hinsdale,2035,Forecast,65,35
053,Hinsdale,2036,Forecast,69,36
053,Hinsdale,2037,Forecast,71,37
053,Hinsdale,2038,Forecast,73,38
053,Hinsdale,2039,Forecast,78,40
053,Hinsdale,2040,Forecast,81,40
053,Hinsdale,2041,Forecast,82,39
053,Hinsdale,2042,Forecast,87,38
053,Hinsdale,2043,Forecast,91,37
053,Hinsdale,2044,Forecast,94,36
053,Hinsdale,2045,Forecast,96,36
053,Hinsdale,2046,Forecast,98,35
053,Hinsdale,2047,Forecast,99,35
053,Hinsdale,2048,Forecast,99,34
053,Hinsdale,2049,Forecast,99,33
053,Hinsdale,2050,Forecast,99,32
053,Hinsdale,2051,Forecast,99,31
053,Hinsdale,2052,Forecast,98,30
053,Hinsdale,2053,Forecast,96,29
053,Hinsdale,2054,Forecast,94,28
053,Hinsdale,2055,Forecast,92,26
053,Hinsdale,2056,Forecast,90,25
053,Hinsdale,2057,Forecast,87,24
053,Hinsdale,2058,Forecast,84,23
053,Hinsdale,2059,Forecast,81,22
053,Hinsdale,2060,Forecast,79,21
055,Huerfano,1990,Estimate,1199,359
055,Huerfano,1991,Estimate,1184,350
055,Huerfano,1992,Estimate,1186,347
055,Huerfano,1993,Estimate,1214,352
055,Huerfano,1994,Estimate,1280,366
055,Huerfano,1995,Estimate,1301,368
055,Huerfano,1996,Estimate,1318,366
055,Huerfano,1997,Estimate,1341,370
055,Huerfano,1998,Estimate,1335,362
055,Huerfano,1999,Estimate,1318,353
055,Huerfano,2000,Estimate,1293,339
055,Huerfano,2001,Estimate,1272,349
055,Huerfano,2002,Estimate,1255,351
055,Huerfano,2003,Estimate,1218,385
055,Huerfano,2004,Estimate,1132,367
055,Huerfano,2005,Estimate,1115,385
055,Huerfano,2006,Estimate,1062,367
055,Huerfano,2007,Estimate,1057,346
055,Huerfano,2008,Estimate,1046,332
055,Huerfano,2009,Estimate,920,279
055,Huerfano,2010,Estimate,894,273
055,Huerfano,2011,Estimate,843,274
055,Huerfano,2012,Estimate,820,282
055,Huerfano,2013,Estimate,819,271
055,Huerfano,2014,Estimate,820,257
055,Huerfano,2015,Estimate,827,263
055,Huerfano,2016,Estimate,831,262
055,Huerfano,2017,Estimate,852,249
055,Huerfano,2018,Estimate,868,249
055,Huerfano,2019,Estimate,859,246
055,Huerfano,2020,Estimate,843,243
055,Huerfano,2021,Estimate,832,242
055,Huerfano,2022,Estimate,833,242
055,Huerfano,2023,Estimate,824,230
055,Huerfano,2024,Estimate,832,234
055,Huerfano,2025,Forecast,830,239
055,Huerfano,2026,Forecast,822,246
055,Huerfano,2027,Forecast,814,250
055,Huerfano,2028,Forecast,796,259
055,Huerfano,2029,Forecast,795,256
055,Huerfano,2030,Forecast,780,251
055,Huerfano,2031,Forecast,768,244
055,Huerfano,2032,Forecast,777,235
055,Huerfano,2033,Forecast,759,230
055,Huerfano,2034,Forecast,745,224
055,Huerfano,2035,Forecast,730,218
055,Huerfano,2036,Forecast,717,212
055,Huerfano,2037,Forecast,712,207
055,Huerfano,2038,Forecast,703,203
055,Huerfano,2039,Forecast,697,199
055,Huerfano,2040,Forecast,688,197
055,Huerfano,2041,Forecast,686,196
055,Huerfano,2042,Forecast,672,194
055,Huerfano,2043,Forecast,660,192
055,Huerfano,2044,Forecast,649,192
055,Huerfano,2045,Forecast,637,192
055,Huerfano,2046,Forecast,627,190
055,Huerfano,2047,Forecast,619,189
055,Huerfano,2048,Forecast,610,187
055,Huerfano,2049,Forecast,604,186
055,Huerfano,2050,Forecast,597,186
055,Huerfano,2051,Forecast,592,183
055,Huerfano,2052,Forecast,588,181
055,Huerfano,2053,Forecast,584,181
055,Huerfano,2054,Forecast,582,177
055,Huerfano,2055,Forecast,578,176
055,Huerfano,2056,Forecast,574,173
055,Huerfano,2057,Forecast,570,171
055,Huerfano,2058,Forecast,567,171
055,Huerfano,2059,Forecast,565,168
055,Huerfano,2060,Forecast,560,166
057,Jackson,1990,Estimate,300,115
057,Jackson,1991,Estimate,294,109
057,Jackson,1992,Estimate,299,108
057,Jackson,1993,Estimate,312,110
057,Jackson,1994,Estimate,315,107
057,Jackson,1995,Estimate,313,103
057,Jackson,1996,Estimate,309,99
057,Jackson,1997,Estimate,312,96
057,Jackson,1998,Estimate,315,93
057,Jackson,1999,Estimate,314,90
057,Jackson,2000,Estimate,314,89
057,Jackson,2001,Estimate,309,90
057,Jackson,2002,Estimate,295,85
057,Jackson,2003,Estimate,288,81
057,Jackson,2004,Estimate,267,74
057,Jackson,2005,Estimate,243,67
057,Jackson,2006,Estimate,238,60
057,Jackson,2007,Estimate,211,55
057,Jackson,2008,Estimate,206,49
057,Jackson,2009,Estimate,214,54
057,Jackson,2010,Estimate,200,65
057,Jackson,2011,Estimate,200,63
057,Jackson,2012,Estimate,208,54
057,Jackson,2013,Estimate,212,48
057,Jackson,2014,Estimate,207,55
057,Jackson,2015,Estimate,201,57
057,Jackson,2016,Estimate,202,59
057,Jackson,2017,Estimate,192,63
057,Jackson,2018,Estimate,187,66
057,Jackson,2019,Estimate,192,56
057,Jackson,2020,Estimate,185,54
057,Jackson,2021,Estimate,186,50
057,Jackson,2022,Estimate,175,41
057,Jackson,2023,Estimate,176,39
057,Jackson,2024,Estimate,166,41
057,Jackson,2025,Forecast,152,43
057,Jackson,2026,Forecast,141,47
057,Jackson,2027,Forecast,138,50
057,Jackson,2028,Forecast,145,48
057,Jackson,2029,Forecast,147,49
057,Jackson,2030,Forecast,145,47
057,Jackson,2031,Forecast,149,45
057,Jackson,2032,Forecast,148,45
057,Jackson,2033,Forecast,151,46
057,Jackson,2034,Forecast,148,46
057,Jackson,2035,Forecast,145,46
057,Jackson,2036,Forecast,146,47
057,Jackson,2037,Forecast,151,47
057,Jackson,2038,Forecast,154,47
057,Jackson,2039,Forecast,157,48
057,Jackson,2040,Forecast,160,48
057,Jackson,2041,Forecast,159,48
057,Jackson,2042,Forecast,160,48
057,Jackson,2043,Forecast,160,48
057,Jackson,2044,Forecast,160,48
057,Jackson,2045,Forecast,160,48
057,Jackson,2046,Forecast,160,47
057,Jackson,2047,Forecast,160,47
057,Jackson,2048,Forecast,160,47
057,Jackson,2049,Forecast,160,47
057,Jackson,2050,Forecast,159,46
057,Jackson,2051,Forecast,157,45
057,Jackson,2052,Forecast,157,45
057,Jackson,2053,Forecast,157,44
057,Jackson,2054,Forecast,155,44
057,Jackson,2055,Forecast,155,44
057,Jackson,2056,Forecast,155,43
057,Jackson,2057,Forecast,152,43
057,Jackson,2058,Forecast,152,43
057,Jackson,2059,Forecast,152,42
057,Jackson,2060,Forecast,150,42
059,Jefferson,1990,Estimate,83005,33854
059,Jefferson,1991,Estimate,84934,33834
059,Jefferson,1992,Estimate,87620,34237
059,Jefferson,1993,Estimate,90083,34513
059,Jefferson,1994,Estimate,91520,34369
059,Jefferson,1995,Estimate,93080,34248
059,Jefferson,1996,Estimate,94427,34030
059,Jefferson,1997,Estimate,95671,33757
059,Jefferson,1998,Estimate,97308,33600
059,Jefferson,1999,Estimate,98962,33426
059,Jefferson,2000,Estimate,100162,33078
059,Jefferson,2001,Estimate,99324,32581
059,Jefferson,2002,Estimate,97822,32058
059,Jefferson,2003,Estimate,95777,31713
059,Jefferson,2004,Estimate,94011,31546
059,Jefferson,2005,Estimate,92208,31135
059,Jefferson,2006,Estimate,91010,31007
059,Jefferson,2007,Estimate,90401,30945
059,Jefferson,2008,Estimate,89877,30938
059,Jefferson,2009,Estimate,89040,30585
059,Jefferson,2010,Estimate,88516,30261
059,Jefferson,2011,Estimate,88119,29842
059,Jefferson,2012,Estimate,87825,29466
059,Jefferson,2013,Estimate,87578,29221
059,Jefferson,2014,Estimate,87512,29414
059,Jefferson,2015,Estimate,87318,29597
059,Jefferson,2016,Estimate,87060,30006
059,Jefferson,2017,Estimate,86225,30174
059,Jefferson,2018,Estimate,85757,30026
059,Jefferson,2019,Estimate,85512,29627
059,Jefferson,2020,Estimate,85139,29333
059,Jefferson,2021,Estimate,84749,28681
059,Jefferson,2022,Estimate,84031,28061
059,Jefferson,2023,Estimate,83299,27828
059,Jefferson,2024,Estimate,82580,27604
059,Jefferson,2025,Forecast,81768,27212
059,Jefferson,2026,Forecast,80813,27106
059,Jefferson,2027,Forecast,80370,26880
059,Jefferson,2028,Forecast,79868,26744
059,Jefferson,2029,Forecast,79745,26508
059,Jefferson,2030,Forecast,79617,26265
059,Jefferson,2031,Forecast,79601,26092
059,Jefferson,2032,Forecast,79227,25982
059,Jefferson,2033,Forecast,78927,25942
059,Jefferson,2034,Forecast,78487,25981
059,Jefferson,2035,Forecast,77983,26094
059,Jefferson,2036,Forecast,77833,26275
059,Jefferson,2037,Forecast,77633,26515
059,Jefferson,2038,Forecast,77318,26788
059,Jefferson,2039,Forecast,77320,27071
059,Jefferson,2040,Forecast,77171,27347
059,Jefferson,2041,Forecast,77192,27600
059,Jefferson,2042,Forecast,77216,27815
059,Jefferson,2043,Forecast,77297,27982
059,Jefferson,2044,Forecast,77488,28098
059,Jefferson,2045,Forecast,77765,28166
059,Jefferson,2046,Forecast,78128,28184
059,Jefferson,2047,Forecast,78501,28150
059,Jefferson,2048,Forecast,78871,28064
059,Jefferson,2049,Forecast,79253,27953
059,Jefferson,2050,Forecast,79627,27816
059,Jefferson,2051,Forecast,79973,27655
059,Jefferson,2052,Forecast,80261,27499
059,Jefferson,2053,Forecast,80475,27355
059,Jefferson,2054,Forecast,80606,27224
059,Jefferson,2055,Forecast,80649,27113
059,Jefferson,2056,Forecast,80605,27021
059,Jefferson,2057,Forecast,80497,26937
059,Jefferson,2058,Forecast,80330,26859
059,Jefferson,2059,Forecast,80117,26787
059,Jefferson,2060,Forecast,79876,26722
061,Kiowa,1990,Estimate,382,102
061,Kiowa,1991,Estimate,377,101
061,Kiowa,1992,Estimate,375,103
061,Kiowa,1993,Estimate,371,102
061,Kiowa,1994,Estimate,365,102
061,Kiowa,1995,Estimate,346,98
061,Kiowa,1996,Estimate,347,98
061,Kiowa,1997,Estimate,341,99
061,Kiowa,1998,Estimate,336,99
061,Kiowa,1999,Estimate,327,97
061,Kiowa,2000,Estimate,323,97
061,Kiowa,2001,Estimate,317,86
061,Kiowa,2002,Estimate,294,80
061,Kiowa,2003,Estimate,283,76
061,Kiowa,2004,Estimate,270,75
061,Kiowa,2005,Estimate,278,76
061,Kiowa,2006,Estimate,262,73
061,Kiowa,2007,Estimate,252,69
061,Kiowa,2008,Estimate,244,65
061,Kiowa,2009,Estimate,237,61
061,Kiowa,2010,Estimate,249,70
061,Kiowa,2011,Estimate,238,79
061,Kiowa,2012,Estimate,234,73
061,Kiowa,2013,Estimate,230,73
061,Kiowa,2014,Estimate,232,76
061,Kiowa,2015,Estimate,229,83
061,Kiowa,2016,Estimate,244,82
061,Kiowa,2017,Estimate,241,92
061,Kiowa,2018,Estimate,245,95
061,Kiowa,2019,Estimate,264,84
061,Kiowa,2020,Estimate,255,79
061,Kiowa,2021,Estimate,256,78
061,Kiowa,2022,Estimate,263,71
061,Kiowa,2023,Estimate,253,74
061,Kiowa,2024,Estimate,264,91
061,Kiowa,2025,Forecast,272,92
061,Kiowa,2026,Forecast,279,86
061,Kiowa,2027,Forecast,263,88
061,Kiowa,2028,Forecast,276,81
061,Kiowa,2029,Forecast,270,76
061,Kiowa,2030,Forecast,273,74
061,Kiowa,2031,Forecast,270,73
061,Kiowa,2032,Forecast,259,72
061,Kiowa,2033,Forecast,253,70
061,Kiowa,2034,Forecast,244,71
061,Kiowa,2035,Forecast,240,71
061,Kiowa,2036,Forecast,238,71
061,Kiowa,2037,Forecast,239,71
061,Kiowa,2038,Forecast,235,71
061,Kiowa,2039,Forecast,230,72
061,Kiowa,2040,Forecast,232,73
061,Kiowa,2041,Forecast,224,74
061,Kiowa,2042,Forecast,219,74
061,Kiowa,2043,Forecast,216,75
061,Kiowa,2044,Forecast,216,75
061,Kiowa,2045,Forecast,215,75
061,Kiowa,2046,Forecast,214,74
061,Kiowa,2047,Forecast,214,74
061,Kiowa,2048,Forecast,214,74
061,Kiowa,2049,Forecast,214,73
061,Kiowa,2050,Forecast,214,73
061,Kiowa,2051,Forecast,215,73
061,Kiowa,2052,Forecast,216,72
061,Kiowa,2053,Forecast,215,72
061,Kiowa,2054,Forecast,216,70
061,Kiowa,2055,Forecast,216,70
061,Kiowa,2056,Forecast,214,69
061,Kiowa,2057,Forecast,214,68
061,Kiowa,2058,Forecast,214,67
061,Kiowa,2059,Forecast,213,67
061,Kiowa,2060,Forecast,209,66
063,Kit Carson,1990,Estimate,1524,561
063,Kit Carson,1991,Estimate,1522,546
063,Kit Carson,1992,Estimate,1533,540
063,Kit Carson,1993,Estimate,1531,530
063,Kit Carson,1994,Estimate,1544,523
063,Kit Carson,1995,Estimate,1555,514
063,Kit Carson,1996,Estimate,1561,507
063,Kit Carson,1997,Estimate,1581,502
063,Kit Carson,1998,Estimate,1609,500
063,Kit Carson,1999,Estimate,1631,495
063,Kit Carson,2000,Estimate,1641,485
063,Kit Carson,2001,Estimate,1612,504
063,Kit Carson,2002,Estimate,1601,526
063,Kit Carson,2003,Estimate,1540,511
063,Kit Carson,2004,Estimate,1519,491
063,Kit Carson,2005,Estimate,1463,458
063,Kit Carson,2006,Estimate,1403,450
063,Kit Carson,2007,Estimate,1345,443
063,Kit Carson,2008,Estimate,1343,476
063,Kit Carson,2009,Estimate,1296,513
063,Kit Carson,2010,Estimate,1284,543
063,Kit Carson,2011,Estimate,1279,526
