countyfips,county,year,datatype,pop_5_17,pop_0_4
023,Costilla,2054,Forecast,328,101
023,Costilla,2055,Forecast,324,99
023,Costilla,2056,Forecast,322,97
023,Costilla,2057,Forecast,319,96
023,Costilla,2058,Forecast,315,94
023,Costilla,2059,Forecast,312,92
023,Costilla,2060,Forecast,307,92
025,Crowley,1990,Estimate,609,223
025,Crowley,1991,Estimate,607,217
025,Crowley,1992,Estimate,630,223
025,Crowley,1993,Estimate,625,218
025,Crowley,1994,Estimate,634,216
025,Crowley,1995,Estimate,631,210
025,Crowley,1996,Estimate,631,207
025,Crowley,1997,Estimate,633,204
025,Crowley,1998,Estimate,626,198
025,Crowley,1999,Estimate,725,223
025,Crowley,2000,Estimate,738,224
025,Crowley,2001,Estimate,717,234
025,Crowley,2002,Estimate,692,233
025,Crowley,2003,Estimate,630,213
025,Crowley,2004,Estimate,662,227
025,Crowley,2005,Estimate,635,225
025,Crowley,2006,Estimate,635,245
025,Crowley,2007,Estimate,648,255
025,Crowley,2008,Estimate,617,224
025,Crowley,2009,Estimate,599,195
025,Crowley,2010,Estimate,613,187
025,Crowley,2011,Estimate,570,190
025,Crowley,2012,Estimate,546,194
025,Crowley,2013,Estimate,535,195
025,Crowley,2014,Estimate,526,192
025,Crowley,2015,Estimate,506,197
025,Crowley,2016,Estimate,497,196
025,Crowley,2017,Estimate,519,196
025,Crowley,2018,Estimate,515,179
025,Crowley,2019,Estimate,504,168
025,Crowley,2020,Estimate,487,155
025,Crowley,2021,Estimate,505,168
025,Crowley,2022,Estimate,493,165
025,Crowley,2023,Estimate,516,162
025,Crowley,2024,Estimate,535,160
025,Crowley,2025,Forecast,539,160
025,Crowley,2026,Forecast,540,156
025,Crowley,2027,Forecast,531,159
025,Crowley,2028,Forecast,526,157
025,Crowley,2029,Forecast,528,156
025,Crowley,2030,Forecast,528,155
025,Crowley,2031,Forecast,515,155
025,Crowley,2032,Forecast,513,158
025,Crowley,2033,Forecast,496,159
025,Crowley,2034,Forecast,493,162
025,Crowley,2035,Forecast,490,166
025,Crowley,2036,Forecast,487,168
025,Crowley,2037,Forecast,484,172
025,Crowley,2038,Forecast,487,176
025,Crowley,2039,Forecast,489,178
025,Crowley,2040,Forecast,495,181
025,Crowley,2041,Forecast,500,184
025,Crowley,2042,Forecast,505,186
025,Crowley,2043,Forecast,508,187
025,Crowley,2044,Forecast,516,188
025,Crowley,2045,Forecast,525,191
025,Crowley,2046,Forecast,533,191
025,Crowley,2047,Forecast,539,192
025,Crowley,2048,Forecast,547,193
025,Crowley,2049,Forecast,555,195
025,Crowley,2050,Forecast,561,195
025,Crowley,2051,Forecast,569,195
025,Crowley,2052,Forecast,574,195
025,Crowley,2053,Forecast,579,195
025,Crowley,2054,Forecast,581,195
025,Crowley,2055,Forecast,586,195
025,Crowley,2056,Forecast,589,196
025,Crowley,2057,Forecast,590,196
025,Crowley,2058,Forecast,592,198
025,Crowley,2059,Forecast,597,200
025,Crowley,2060,Forecast,599,200
027,Custer,1990,Estimate,402,116
027,Custer,1991,Estimate,413,120
027,Custer,1992,Estimate,429,126
027,Custer,1993,Estimate,453,137
027,Custer,1994,Estimate,463,142
027,Custer,1995,Estimate,494,152
027,Custer,1996,Estimate,526,165
027,Custer,1997,Estimate,552,173
027,Custer,1998,Estimate,561,178
027,Custer,1999,Estimate,580,186
027,Custer,2000,Estimate,594,194
027,Custer,2001,Estimate,622,204
027,Custer,2002,Estimate,623,199
027,Custer,2003,Estimate,630,196
027,Custer,2004,Estimate,636,181
027,Custer,2005,Estimate,641,174
027,Custer,2006,Estimate,617,152
027,Custer,2007,Estimate,633,151
027,Custer,2008,Estimate,599,133
027,Custer,2009,Estimate,575,131
027,Custer,2010,Estimate,580,136
027,Custer,2011,Estimate,565,138
027,Custer,2012,Estimate,553,140
027,Custer,2013,Estimate,544,134
027,Custer,2014,Estimate,529,131
027,Custer,2015,Estimate,514,135
027,Custer,2016,Estimate,519,138
027,Custer,2017,Estimate,526,152
027,Custer,2018,Estimate,514,163
027,Custer,2019,Estimate,508,168
027,Custer,2020,Estimate,512,168
027,Custer,2021,Estimate,524,196
027,Custer,2022,Estimate,565,204
027,Custer,2023,Estimate,590,214
027,Custer,2024,Estimate,599,235
027,Custer,2025,Forecast,608,241
027,Custer,2026,Forecast,616,246
027,Custer,2027,Forecast,636,248
027,Custer,2028,Forecast,661,252
027,Custer,2029,Forecast,697,246
027,Custer,2030,Forecast,716,252
027,Custer,2031,Forecast,737,254
027,Custer,2032,Forecast,761,255
027,Custer,2033,Forecast,771,254
027,Custer,2034,Forecast,789,252
027,Custer,2035,Forecast,794,249
027,Custer,2036,Forecast,801,247
027,Custer,2037,Forecast,818,244
027,Custer,2038,Forecast,823,239
027,Custer,2039,Forecast,825,238
027,Custer,2040,Forecast,825,236
027,Custer,2041,Forecast,826,235
027,Custer,2042,Forecast,819,234
027,Custer,2043,Forecast,820,235
027,Custer,2044,Forecast,818,236
027,Custer,2045,Forecast,820,239
027,Custer,2046,Forecast,817,243
027,Custer,2047,Forecast,815,246
027,Custer,2048,Forecast,815,248
027,Custer,2049,Forecast,815,252
027,Custer,2050,Forecast,816,257
027,Custer,2051,Forecast,817,261
027,Custer,2052,Forecast,820,265
027,Custer,2053,Forecast,824,268
027,Custer,2054,Forecast,829,272
027,Custer,2055,Forecast,836,274
027,Custer,2056,Forecast,842,279
027,Custer,2057,Forecast,851,280
027,Custer,2058,Forecast,859,284
027,Custer,2059,Forecast,871,285
027,Custer,2060,Forecast,878,288
029,Delta,1990,Estimate,3900,1250
029,Delta,1991,Estimate,3937,1259
029,Delta,1992,Estimate,4048,1293
029,Delta,1993,Estimate,4294,1370
029,Delta,1994,Estimate,4489,1432
029,Delta,1995,Estimate,4637,1475
029,Delta,1996,Estimate,4726,1503
029,Delta,1997,Estimate,4769,1514
029,Delta,1998,Estimate,4913,1556
029,Delta,1999,Estimate,5008,1586
029,Delta,2000,Estimate,5091,1609
029,Delta,2001,Estimate,5124,1591
029,Delta,2002,Estimate,5160,1577
029,Delta,2003,Estimate,5134,1594
029,Delta,2004,Estimate,5135,1620
029,Delta,2005,Estimate,5050,1629
029,Delta,2006,Estimate,5040,1657
029,Delta,2007,Estimate,5009,1666
029,Delta,2008,Estimate,5026,1707
029,Delta,2009,Estimate,5039,1715
029,Delta,2010,Estimate,5075,1731
029,Delta,2011,Estimate,4931,1655
029,Delta,2012,Estimate,4890,1642
029,Delta,2013,Estimate,4835,1592
029,Delta,2014,Estimate,4743,1527
029,Delta,2015,Estimate,4723,1475
029,Delta,2016,Estimate,4787,1475
029,Delta,2017,Estimate,4821,1447
029,Delta,2018,Estimate,4839,1437
029,Delta,2019,Estimate,4831,1429
029,Delta,2020,Estimate,4723,1421
029,Delta,2021,Estimate,4657,1451
029,Delta,2022,Estimate,4602,1434
029,Delta,2023,Estimate,4555,1417
029,Delta,2024,Estimate,4509,1432
029,Delta,2025,Forecast,4514,1438
029,Delta,2026,Forecast,4528,1427
029,Delta,2027,Forecast,4466,1446
029,Delta,2028,Forecast,4440,1466
029,Delta,2029,Forecast,4432,1472
029,Delta,2030,Forecast,4435,1478
029,Delta,2031,Forecast,4431,1479
029,Delta,2032,Forecast,4439,1475
029,Delta,2033,Forecast,4458,1470
029,Delta,2034,Forecast,4472,1465
029,Delta,2035,Forecast,4480,1458
029,Delta,2036,Forecast,4486,1450
029,Delta,2037,Forecast,4494,1443
029,Delta,2038,Forecast,4498,1436
029,Delta,2039,Forecast,4485,1428
029,Delta,2040,Forecast,4501,1422
029,Delta,2041,Forecast,4514,1416
029,Delta,2042,Forecast,4517,1411
029,Delta,2043,Forecast,4516,1405
029,Delta,2044,Forecast,4507,1400
029,Delta,2045,Forecast,4497,1394
029,Delta,2046,Forecast,4482,1388
029,Delta,2047,Forecast,4468,1383
029,Delta,2048,Forecast,4456,1378
029,Delta,2049,Forecast,4442,1374
029,Delta,2050,Forecast,4431,1370
029,Delta,2051,Forecast,4421,1366
029,Delta,2052,Forecast,4407,1364
029,Delta,2053,Forecast,4397,1363
029,Delta,2054,Forecast,4387,1363
029,Delta,2055,Forecast,4380,1363
029,Delta,2056,Forecast,4368,1364
029,Delta,2057,Forecast,4360,1365
029,Delta,2058,Forecast,4354,1365
029,Delta,2059,Forecast,4348,1366
029,Delta,2060,Forecast,4342,1366
031,Denver,1990,Estimate,67974,35492
031,Denver,1991,Estimate,69413,35591
031,Denver,1992,Estimate,71624,36193
031,Denver,1993,Estimate,73850,36770
031,Denver,1994,Estimate,74591,36593
031,Denver,1995,Estimate,75412,36449
031,Denver,1996,Estimate,77294,36805
031,Denver,1997,Estimate,78990,37044
031,Denver,1998,Estimate,80210,37049
031,Denver,1999,Estimate,82367,37466
031,Denver,2000,Estimate,84399,37804
031,Denver,2001,Estimate,83051,39503
031,Denver,2002,Estimate,80467,40822
031,Denver,2003,Estimate,79314,42576
031,Denver,2004,Estimate,78092,43844
031,Denver,2005,Estimate,77335,44691
031,Denver,2006,Estimate,78249,44839
031,Denver,2007,Estimate,80079,45005
031,Denver,2008,Estimate,82122,44869
031,Denver,2009,Estimate,84225,44659
031,Denver,2010,Estimate,86257,44060
031,Denver,2011,Estimate,88234,44178
031,Denver,2012,Estimate,89843,43620
031,Denver,2013,Estimate,91505,43303
031,Denver,2014,Estimate,93151,43267
031,Denver,2015,Estimate,95253,43740
031,Denver,2016,Estimate,96625,43375
031,Denver,2017,Estimate,95544,43351
031,Denver,2018,Estimate,95732,42498
031,Denver,2019,Estimate,95695,41414
031,Denver,2020,Estimate,95260,41175
031,Denver,2021,Estimate,93618,39322
031,Denver,2022,Estimate,92203,38664
031,Denver,2023,Estimate,91092,38321
031,Denver,2024,Estimate,89918,38346
031,Denver,2025,Forecast,88164,38068
031,Denver,2026,Forecast,86443,37742
031,Denver,2027,Forecast,84678,37894
031,Denver,2028,Forecast,83582,38248
031,Denver,2029,Forecast,82391,38537
031,Denver,2030,Forecast,82056,38869
031,Denver,2031,Forecast,81802,39148
031,Denver,2032,Forecast,81652,39410
031,Denver,2033,Forecast,81591,39620
031,Denver,2034,Forecast,81281,39795
031,Denver,2035,Forecast,81570,39939
031,Denver,2036,Forecast,81856,40055
031,Denver,2037,Forecast,82241,40143
031,Denver,2038,Forecast,82627,40194
031,Denver,2039,Forecast,82940,40208
031,Denver,2040,Forecast,83447,40169
031,Denver,2041,Forecast,84010,40073
031,Denver,2042,Forecast,84446,39923
031,Denver,2043,Forecast,84845,39720
031,Denver,2044,Forecast,85129,39468
031,Denver,2045,Forecast,85323,39184
031,Denver,2046,Forecast,85420,38881
031,Denver,2047,Forecast,85428,38570
031,Denver,2048,Forecast,85351,38261
031,Denver,2049,Forecast,85197,37962
031,Denver,2050,Forecast,84972,37682
031,Denver,2051,Forecast,84676,37428
031,Denver,2052,Forecast,84320,37198
031,Denver,2053,Forecast,83906,36992
031,Denver,2054,Forecast,83449,36818
031,Denver,2055,Forecast,82961,36668
031,Denver,2056,Forecast,82447,36548
031,Denver,2057,Forecast,81923,36456
031,Denver,2058,Forecast,81400,36389
031,Denver,2059,Forecast,80895,36344
031,Denver,2060,Forecast,80421,36313
033,Dolores,1990,Estimate,311,105
033,Dolores,1991,Estimate,289,95
033,Dolores,1992,Estimate,277,91
033,Dolores,1993,Estimate,276,90
033,Dolores,1994,Estimate,288,90
033,Dolores,1995,Estimate,294,91
033,Dolores,1996,Estimate,302,94
033,Dolores,1997,Estimate,300,93
033,Dolores,1998,Estimate,311,93
033,Dolores,1999,Estimate,311,94
033,Dolores,2000,Estimate,312,92
033,Dolores,2001,Estimate,308,94
033,Dolores,2002,Estimate,303,101
033,Dolores,2003,Estimate,296,106
033,Dolores,2004,Estimate,288,105
033,Dolores,2005,Estimate,292,108
033,Dolores,2006,Estimate,297,114
033,Dolores,2007,Estimate,305,113
033,Dolores,2008,Estimate,316,124
033,Dolores,2009,Estimate,303,122
033,Dolores,2010,Estimate,328,134
033,Dolores,2011,Estimate,332,124
033,Dolores,2012,Estimate,336,121
033,Dolores,2013,Estimate,339,112
033,Dolores,2014,Estimate,341,96
033,Dolores,2015,Estimate,328,95
033,Dolores,2016,Estimate,325,91
033,Dolores,2017,Estimate,328,83
033,Dolores,2018,Estimate,322,78
033,Dolores,2019,Estimate,315,70
033,Dolores,2020,Estimate,313,65
033,Dolores,2021,Estimate,327,73
033,Dolores,2022,Estimate,348,91
033,Dolores,2023,Estimate,366,101
033,Dolores,2024,Estimate,343,99
033,Dolores,2025,Forecast,327,100
033,Dolores,2026,Forecast,320,100
033,Dolores,2027,Forecast,320,94
033,Dolores,2028,Forecast,326,89
033,Dolores,2029,Forecast,320,95
033,Dolores,2030,Forecast,316,95
033,Dolores,2031,Forecast,312,95
033,Dolores,2032,Forecast,315,92
033,Dolores,2033,Forecast,310,90
033,Dolores,2034,Forecast,312,90
033,Dolores,2035,Forecast,314,90
033,Dolores,2036,Forecast,312,86
033,Dolores,2037,Forecast,317,86
033,Dolores,2038,Forecast,317,85
033,Dolores,2039,Forecast,314,83
033,Dolores,2040,Forecast,310,83
033,Dolores,2041,Forecast,304,82
033,Dolores,2042,Forecast,306,82
033,Dolores,2043,Forecast,304,84
033,Dolores,2044,Forecast,301,84
033,Dolores,2045,Forecast,300,84
033,Dolores,2046,Forecast,298,84
033,Dolores,2047,Forecast,295,84
033,Dolores,2048,Forecast,293,84
033,Dolores,2049,Forecast,291,84
033,Dolores,2050,Forecast,291,84
033,Dolores,2051,Forecast,291,84
033,Dolores,2052,Forecast,290,84
033,Dolores,2053,Forecast,290,84
033,Dolores,2054,Forecast,290,84
033,Dolores,2055,Forecast,290,84
033,Dolores,2056,Forecast,290,84
033,Dolores,2057,Forecast,290,84
033,Dolores,2058,Forecast,290,85
033,Dolores,2059,Forecast,292,85
033,Dolores,2060,Forecast,292,85
035,Douglas,1990,Estimate,13152,5952
035,Douglas,1991,Estimate,14295,6445
035,Douglas,1992,Estimate,16197,7280
035,Douglas,1993,Estimate,17913,8032
035,Douglas,1994,Estimate,19987,8937
035,Douglas,1995,Estimate,22485,10026
035,Douglas,1996,Estimate,24904,11073
035,Douglas,1997,Estimate,28152,12482
035,Douglas,1998,Estimate,31502,13927
035,Douglas,1999,Estimate,35513,15656
035,Douglas,2000,Estimate,39593,17405
035,Douglas,2001,Estimate,44147,18458
035,Douglas,2002,Estimate,46895,18868
035,Douglas,2003,Estimate,49773,19586
035,Douglas,2004,Estimate,52866,20288
035,Douglas,2005,Estimate,55482,20902
035,Douglas,2006,Estimate,58462,21890
035,Douglas,2007,Estimate,61174,22550
035,Douglas,2008,Estimate,63182,22642
035,Douglas,2009,Estimate,64505,22223
035,Douglas,2010,Estimate,65439,21631
035,Douglas,2011,Estimate,66808,20729
035,Douglas,2012,Estimate,68343,19901
035,Douglas,2013,Estimate,69579,19543
035,Douglas,2014,Estimate,70788,19444
035,Douglas,2015,Estimate,71539,19340
035,Douglas,2016,Estimate,71793,19382
035,Douglas,2017,Estimate,72127,19556
035,Douglas,2018,Estimate,72034,19565
035,Douglas,2019,Estimate,72033,19587
035,Douglas,2020,Estimate,72818,19729
035,Douglas,2021,Estimate,73648,19876
035,Douglas,2022,Estimate,73625,20112
035,Douglas,2023,Estimate,74177,20599
035,Douglas,2024,Estimate,74682,21079
035,Douglas,2025,Forecast,74548,21205
035,Douglas,2026,Forecast,74524,21465
035,Douglas,2027,Forecast,74737,21482
035,Douglas,2028,Forecast,75145,21504
035,Douglas,2029,Forecast,75521,21544
035,Douglas,2030,Forecast,75691,21716
035,Douglas,2031,Forecast,75839,21894
035,Douglas,2032,Forecast,75821,22086
035,Douglas,2033,Forecast,76043,22269
035,Douglas,2034,Forecast,76321,22437
035,Douglas,2035,Forecast,76620,22600
035,Douglas,2036,Forecast,77039,22747
035,Douglas,2037,Forecast,77443,22886
035,Douglas,2038,Forecast,77836,23011
035,Douglas,2039,Forecast,78311,23120
035,Douglas,2040,Forecast,78540,23203
035,Douglas,2041,Forecast,78742,23259
035,Douglas,2042,Forecast,78951,23288
035,Douglas,2043,Forecast,79269,23295
035,Douglas,2044,Forecast,79564,23280
035,Douglas,2045,Forecast,79814,23245
035,Douglas,2046,Forecast,80019,23191
035,Douglas,2047,Forecast,80183,23121
035,Douglas,2048,Forecast,80300,23036
035,Douglas,2049,Forecast,80370,22940
035,Douglas,2050,Forecast,80397,22837
035,Douglas,2051,Forecast,80376,22729
035,Douglas,2052,Forecast,80308,22620
035,Douglas,2053,Forecast,80186,22514
035,Douglas,2054,Forecast,80016,22413
035,Douglas,2055,Forecast,79796,22315
035,Douglas,2056,Forecast,79541,22223
035,Douglas,2057,Forecast,79254,22128
035,Douglas,2058,Forecast,78939,22034
035,Douglas,2059,Forecast,78605,21937
035,Douglas,2060,Forecast,78248,21838
037,Eagle,1990,Estimate,3652,2025
037,Eagle,1991,Estimate,3872,2085
037,Eagle,1992,Estimate,4114,2167
037,Eagle,1993,Estimate,4419,2274
037,Eagle,1994,Estimate,4778,2402
037,Eagle,1995,Estimate,5082,2494
037,Eagle,1996,Estimate,5413,2592
037,Eagle,1997,Estimate,5781,2700
037,Eagle,1998,Estimate,6173,2806
037,Eagle,1999,Estimate,6546,2897
037,Eagle,2000,Estimate,7094,3054
037,Eagle,2001,Estimate,7132,3245
037,Eagle,2002,Estimate,7188,3414
037,Eagle,2003,Estimate,7263,3535
037,Eagle,2004,Estimate,7349,3697
037,Eagle,2005,Estimate,7629,3701
037,Eagle,2006,Estimate,7844,3730
037,Eagle,2007,Estimate,8154,3784
037,Eagle,2008,Estimate,8421,3846
037,Eagle,2009,Estimate,8710,3884
037,Eagle,2010,Estimate,8886,3876
037,Eagle,2011,Estimate,8957,3724
037,Eagle,2012,Estimate,9024,3627
037,Eagle,2013,Estimate,9124,3456
037,Eagle,2014,Estimate,9182,3333
037,Eagle,2015,Estimate,9282,3249
037,Eagle,2016,Estimate,9246,3254
037,Eagle,2017,Estimate,9243,3179
037,Eagle,2018,Estimate,9193,3157
037,Eagle,2019,Estimate,9227,3075
037,Eagle,2020,Estimate,9191,3004
037,Eagle,2021,Estimate,9098,2838
037,Eagle,2022,Estimate,8994,2740
037,Eagle,2023,Estimate,8824,2653
037,Eagle,2024,Estimate,8606,2545
037,Eagle,2025,Forecast,8380,2468
037,Eagle,2026,Forecast,8166,2419
037,Eagle,2027,Forecast,7974,2368
037,Eagle,2028,Forecast,7764,2341
037,Eagle,2029,Forecast,7637,2372
037,Eagle,2030,Forecast,7445,2412
037,Eagle,2031,Forecast,7379,2462
037,Eagle,2032,Forecast,7240,2523
037,Eagle,2033,Forecast,7125,2590
037,Eagle,2034,Forecast,6944,2662
037,Eagle,2035,Forecast,6833,2738
037,Eagle,2036,Forecast,6773,2810
037,Eagle,2037,Forecast,6747,2879
037,Eagle,2038,Forecast,6773,2944
037,Eagle,2039,Forecast,6820,3001
037,Eagle,2040,Forecast,6878,3052
037,Eagle,2041,Forecast,6960,3095
037,Eagle,2042,Forecast,7106,3128
037,Eagle,2043,Forecast,7260,3153
037,Eagle,2044,Forecast,7410,3168
037,Eagle,2045,Forecast,7567,3174
037,Eagle,2046,Forecast,7715,3175
037,Eagle,2047,Forecast,7860,3169
037,Eagle,2048,Forecast,7994,3158
037,Eagle,2049,Forecast,8111,3144
037,Eagle,2050,Forecast,8213,3126
037,Eagle,2051,Forecast,8296,3106
037,Eagle,2052,Forecast,8362,3087
037,Eagle,2053,Forecast,8410,3069
037,Eagle,2054,Forecast,8443,3054
037,Eagle,2055,Forecast,8460,3040
037,Eagle,2056,Forecast,8463,3033
037,Eagle,2057,Forecast,8453,3029
037,Eagle,2058,Forecast,8433,3029
037,Eagle,2059,Forecast,8411,3034
037,Eagle,2060,Forecast,8383,3044
039,Elbert,1990,Estimate,2291,719
039,Elbert,1991,Estimate,2412,746
039,Elbert,1992,Estimate,2532,771
039,Elbert,1993,Estimate,2717,819
039,Elbert,1994,Estimate,3026,901
039,Elbert,1995,Estimate,3376,995
039,Elbert,1996,Estimate,3728,1085
039,Elbert,1997,Estimate,4010,1153
039,Elbert,1998,Estimate,4259,1208
039,Elbert,1999,Estimate,4512,1264
039,Elbert,2000,Estimate,4752,1318
039,Elbert,2001,Estimate,4946,1337
039,Elbert,2002,Estimate,4933,1318
039,Elbert,2003,Estimate,4930,1296
039,Elbert,2004,Estimate,4929,1270
039,Elbert,2005,Estimate,4908,1255
039,Elbert,2006,Estimate,4854,1226
039,Elbert,2007,Estimate,4784,1181
039,Elbert,2008,Estimate,4758,1158
039,Elbert,2009,Estimate,4727,1130
039,Elbert,2010,Estimate,4676,1128
039,Elbert,2011,Estimate,4579,1040
039,Elbert,2012,Estimate,4474,982
039,Elbert,2013,Estimate,4375,946
039,Elbert,2014,Estimate,4334,923
039,Elbert,2015,Estimate,4321,976
039,Elbert,2016,Estimate,4292,1063
039,Elbert,2017,Estimate,4260,1158
039,Elbert,2018,Estimate,4270,1219
039,Elbert,2019,Estimate,4301,1232
039,Elbert,2020,Estimate,4339,1271
039,Elbert,2021,Estimate,4522,1323
039,Elbert,2022,Estimate,4674,1368
039,Elbert,2023,Estimate,4904,1457
039,Elbert,2024,Estimate,5020,1502
039,Elbert,2025,Forecast,5166,1539
039,Elbert,2026,Forecast,5306,1597
039,Elbert,2027,Forecast,5352,1633
039,Elbert,2028,Forecast,5464,1667
039,Elbert,2029,Forecast,5573,1698
039,Elbert,2030,Forecast,5705,1702
039,Elbert,2031,Forecast,5859,1700
039,Elbert,2032,Forecast,6005,1689
039,Elbert,2033,Forecast,6101,1670
039,Elbert,2034,Forecast,6167,1647
039,Elbert,2035,Forecast,6202,1616
039,Elbert,2036,Forecast,6236,1583
039,Elbert,2037,Forecast,6252,1546
039,Elbert,2038,Forecast,6226,1508
039,Elbert,2039,Forecast,6192,1469
039,Elbert,2040,Forecast,6111,1432
039,Elbert,2041,Forecast,6012,1396
039,Elbert,2042,Forecast,5909,1369
039,Elbert,2043,Forecast,5784,1349
039,Elbert,2044,Forecast,5657,1337
039,Elbert,2045,Forecast,5526,1331
039,Elbert,2046,Forecast,5405,1331
039,Elbert,2047,Forecast,5292,1336
039,Elbert,2048,Forecast,5190,1344
039,Elbert,2049,Forecast,5101,1353
039,Elbert,2050,Forecast,5025,1364
039,Elbert,2051,Forecast,4962,1375
039,Elbert,2052,Forecast,4910,1382
039,Elbert,2053,Forecast,4869,1387
039,Elbert,2054,Forecast,4835,1393
039,Elbert,2055,Forecast,4809,1394
039,Elbert,2056,Forecast,4789,1393
039,Elbert,2057,Forecast,4773,1390
039,Elbert,2058,Forecast,4761,1384
039,Elbert,2059,Forecast,4752,1379
039,Elbert,2060,Forecast,4744,1371
041,El Paso,1990,Estimate,75651,34263
041,El Paso,1991,Estimate,77694,34423
041,El Paso,1992,Estimate,81347,35404
041,El Paso,1993,Estimate,84536,36141
041,El Paso,1994,Estimate,88733,37258
041,El Paso,1995,Estimate,91767,37836
041,El Paso,1996,Estimate,93669,37918
041,El Paso,1997,Estimate,96080,38183
041,El Paso,1998,Estimate,98790,38534
041,El Paso,1999,Estimate,101436,38830
041,El Paso,2000,Estimate,104146,39119
041,El Paso,2001,Estimate,107410,40158
041,El Paso,2002,Estimate,108613,40641
041,El Paso,2003,Estimate,108816,41161
041,El Paso,2004,Estimate,109097,41287
041,El Paso,2005,Estimate,109916,41927
041,El Paso,2006,Estimate,112184,42786
041,El Paso,2007,Estimate,113129,43010
041,El Paso,2008,Estimate,114228,43523
041,El Paso,2009,Estimate,115014,44033
041,El Paso,2010,Estimate,118126,45338
041,El Paso,2011,Estimate,119598,45600
041,El Paso,2012,Estimate,120351,45509
041,El Paso,2013,Estimate,121102,45436
041,El Paso,2014,Estimate,121088,45646
041,El Paso,2015,Estimate,121758,46325
041,El Paso,2016,Estimate,123245,46640
041,El Paso,2017,Estimate,124204,46794
041,El Paso,2018,Estimate,125671,46924
041,El Paso,2019,Estimate,126199,46405
041,El Paso,2020,Estimate,126429,45943
041,El Paso,2021,Estimate,125361,45776
041,El Paso,2022,Estimate,123038,45644
041,El Paso,2023,Estimate,122062,45404
041,El Paso,2024,Estimate,119980,45275
041,El Paso,2025,Forecast,116696,45280
041,El Paso,2026,Forecast,113142,45231
041,El Paso,2027,Forecast,111448,45403
041,El Paso,2028,Forecast,111448,46026
041,El Paso,2029,Forecast,112309,46949
041,El Paso,2030,Forecast,111186,47955
041,El Paso,2031,Forecast,110586,48899
041,El Paso,2032,Forecast,112738,49717
041,El Paso,2033,Forecast,115229,50400
041,El Paso,2034,Forecast,117088,50939
041,El Paso,2035,Forecast,118995,51330
041,El Paso,2036,Forecast,120828,51570
041,El Paso,2037,Forecast,122565,51713
041,El Paso,2038,Forecast,124072,51761
041,El Paso,2039,Forecast,125125,51713
041,El Paso,2040,Forecast,126180,51582
041,El Paso,2041,Forecast,127418,51380
041,El Paso,2042,Forecast,128799,51124
041,El Paso,2043,Forecast,130054,50814
041,El Paso,2044,Forecast,131084,50464
041,El Paso,2045,Forecast,131888,50080
041,El Paso,2046,Forecast,132454,49663
041,El Paso,2047,Forecast,132804,49225
041,El Paso,2048,Forecast,132923,48799
041,El Paso,2049,Forecast,132746,48401
041,El Paso,2050,Forecast,132392,48036
041,El Paso,2051,Forecast,131917,47717
041,El Paso,2052,Forecast,131357,47477
041,El Paso,2053,Forecast,130755,47303
041,El Paso,2054,Forecast,130103,47194
041,El Paso,2055,Forecast,129423,47153
041,El Paso,2056,Forecast,128723,47174
041,El Paso,2057,Forecast,128094,47219
041,El Paso,2058,Forecast,127462,47287
041,El Paso,2059,Forecast,126839,47373
041,El Paso,2060,Forecast,126228,47470
043,Fremont,1990,Estimate,5473,1824
043,Fremont,1991,Estimate,5430,1789
043,Fremont,1992,Estimate,5655,1851
043,Fremont,1993,Estimate,6059,1969
043,Fremont,1994,Estimate,6377,2055
043,Fremont,1995,Estimate,6625,2121
043,Fremont,1996,Estimate,6784,2155
043,Fremont,1997,Estimate,6895,2173
043,Fremont,1998,Estimate,6996,2185
043,Fremont,1999,Estimate,7154,2216
043,Fremont,2000,Estimate,7289,2237
043,Fremont,2001,Estimate,7309,2208
043,Fremont,2002,Estimate,7247,2202
043,Fremont,2003,Estimate,7031,2196
043,Fremont,2004,Estimate,6808,2172
043,Fremont,2005,Estimate,6650,2114
043,Fremont,2006,Estimate,6583,2087
043,Fremont,2007,Estimate,6456,2067
043,Fremont,2008,Estimate,6319,2066
043,Fremont,2009,Estimate,6162,2077
043,Fremont,2010,Estimate,6101,2105
043,Fremont,2011,Estimate,6089,2066
043,Fremont,2012,Estimate,6041,2006
043,Fremont,2013,Estimate,6011,1909
043,Fremont,2014,Estimate,5936,1882
043,Fremont,2015,Estimate,5874,1912
043,Fremont,2016,Estimate,5877,1923
043,Fremont,2017,Estimate,5885,1925
043,Fremont,2018,Estimate,5824,1972
043,Fremont,2019,Estimate,5804,1974
043,Fremont,2020,Estimate,5750,2026
043,Fremont,2021,Estimate,5747,2024
043,Fremont,2022,Estimate,5773,1972
043,Fremont,2023,Estimate,5859,1994
043,Fremont,2024,Estimate,5855,1908
043,Fremont,2025,Forecast,5866,1822
043,Fremont,2026,Forecast,5835,1775
043,Fremont,2027,Forecast,5777,1774
043,Fremont,2028,Forecast,5817,1710
043,Fremont,2029,Forecast,5785,1709
043,Fremont,2030,Forecast,5714,1694
043,Fremont,2031,Forecast,5718,1681
043,Fremont,2032,Forecast,5679,1668
043,Fremont,2033,Forecast,5632,1656
043,Fremont,2034,Forecast,5569,1645
043,Fremont,2035,Forecast,5508,1635
043,Fremont,2036,Forecast,5449,1626
043,Fremont,2037,Forecast,5397,1622
043,Fremont,2038,Forecast,5329,1618
043,Fremont,2039,Forecast,5291,1615
