ncessch,school_codes,names,district_codes,first_year,last_year,closure_label,closure_confidence,closure_evidence,latitude_x,longitude_x,last_district,last_name,last_enrollment,latitude_y,longitude_y
080345001748,6165,MOUNTAIN VISTA HIGH SCHOOL;Mountain Vista High School,0900,2001,2024,still_open,high,reported in 2024,39.5224,-104.9657,0900,Mountain Vista High School,2169.0,39.5224,-104.9657
080345001757,0354,ARROWWOOD ELEMENTARY SCHOOL;Arrowwood Elementary School,0900,2000,2024,still_open,high,reported in 2024,39.5275,-104.9347,0900,Arrowwood Elementary School,390.0,39.5275,-104.9347
080345001785,5745,MEADOW VIEW ELEMENTARY SCHOOL;Meadow View Elementary School,0900,2000,2024,still_open,high,reported in 2024,39.4104,-104.9034,0900,Meadow View Elementary School,508.0,39.4104,-104.9034
080345001809,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL;Prairie Crossing Elementary School,0900,2001,2024,still_open,high,reported in 2024,39.510231,-104.79871,0900,Prairie Crossing Elementary School,612.0,39.510231,-104.79871
080345001840,8106,SOARING HAWK ELEMENTARY SCHOOL;Soaring Hawk Elementary School,0900,2004,2024,still_open,high,reported in 2024,39.393843,-104.912776,0900,Soaring Hawk Elementary School,431.0,39.393843,-104.912776
080345001874,1512,CHALLENGE TO EXCELLENCE CHARTER SCHOOL;Challenge to Excellence Charter School,0900,2002,2024,still_open,high,reported in 2024,39.5464,-104.7904,0900,Challenge to Excellence Charter School,551.0,39.5464,-104.7904
080345001875,3241,FRONTIER VALLEY ELEMENTARY SCHOOL;Frontier Valley Elementary School,0900,2002,2024,still_open,high,reported in 2024,39.5021,-104.7145,0900,Frontier Valley Elementary School,369.0,39.5021,-104.7145
080345001896,0215,AMERICAN ACADEMY AT CASTLE PINES CHARTER;AMERICAN ACADEMY;American Academy,0900,2005,2024,still_open,high,reported in 2024,39.46365,-104.88762,0900,American Academy,2803.0,39.46365,-104.88762
080345001897,1899,COPPER MESA ELEMENTARY SCHOOL;Copper Mesa Elementary School,0900,2005,2024,still_open,high,reported in 2024,39.5186,-104.9479,0900,Copper Mesa Elementary School,306.0,39.5186,-104.9479
080345001900,7297,REDSTONE ELEMENTARY SCHOOL;Redstone Elementary School,0900,2005,2024,still_open,high,reported in 2024,39.534014,-104.919617,0900,Redstone Elementary School,398.0,39.534014,-104.919617
080345001918,1367,CASTLE VIEW HIGH SCHOOL;Castle View High School,0900,2006,2024,still_open,high,reported in 2024,39.4129,-104.8936,0900,Castle View High School,1938.0,39.4129,-104.8936
080345001959,2965,FLAGSTONE ELEMENTARY SCHOOL;Flagstone Elementary School,0900,2003,2024,still_open,high,reported in 2024,39.368874,-104.790038,0900,Flagstone Elementary School,496.0,39.368874,-104.790038
080345001960,5045,LEGACY POINT ELEMENTARY SCHOOL;Legacy Point Elementary School,0900,2003,2024,still_open,high,reported in 2024,39.4861,-104.7834,0900,Legacy Point Elementary School,499.0,39.4861,-104.7834
080345001961,7435,ROCK CANYON HIGH SCHOOL;Rock Canyon High School,0900,2003,2024,still_open,high,reported in 2024,39.51972,-104.921341,0900,Rock Canyon High School,2325.0,39.51972,-104.921341
080345001962,7448,ROCKY HEIGHTS MIDDLE SCHOOL;Rocky Heights Middle School,0900,2003,2024,still_open,high,reported in 2024,39.5151,-104.9212,0900,Rocky Heights Middle School,1129.0,39.5151,-104.9212
080345001963,8853,TIMBER TRAIL ELEMENTARY SCHOOL;Timber Trail Elementary School,0900,2003,2024,still_open,high,reported in 2024,39.473261,-104.898688,0900,Timber Trail Elementary School,380.0,39.473261,-104.898688
080345002011,1579,NORTH STAR ACADEMY;North Star Academy,0900,2006,2024,still_open,high,reported in 2024,39.5371,-104.7955,0900,North Star Academy,684.0,39.5371,-104.7955
080345003172,3172,FRANKTOWN ELEM SCHOOL;FRANKTOWN ELEMENTARY SCHOOL;Franktown Elementary School,0900,1986,2024,still_open,high,reported in 2024,39.3821,-104.7484,0900,Franktown Elementary School,354.0,39.3821,-104.7484
080345006152,6152,MOUNTAIN VIEW ELEM SCHOOL;MOUNTAIN VIEW ELEMENTARY;MOUNTAIN VIEW ELEMENTARY SCHOO;MOUNTAIN VIEW ELEMENTARY SCHOOL;Mountain View Elementary School,0900,1986,2024,still_open,high,reported in 2024,39.4539,-104.7282,0900,Mountain View Elementary School,324.0,39.4539,-104.7282
080345006159,0651,BEAR CANYON ELEMENTARY SCHOOL;BEAR CANYON ELEM SCHOOL;BEAR CANYON ELEMENTRY SCHOOL;Bear Canyon Elementary School,0900,1990,2024,still_open,high,reported in 2024,39.5406,-104.9815,0900,Bear Canyon Elementary School,368.0,39.5406,-104.9815
080345006218,0201,ALTERNATIVE EDUCATION CENTER;DOUGLAS COUNTY OAKES ACADEMY;DANIEL C OAKES HIGH SCHOOL;DANIEL C OAKES HIGH SCHOOL--CR;DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK;Daniel C Oakes High School--Castle Rock,0900,1991,2024,still_open,high,reported in 2024,39.361082,-104.859284,0900,Daniel C Oakes High School--Castle Rock,113.0,39.361082,-104.859284
080345006219,2012,CRESTHILL MIDDLE SCHOOL;Cresthill Middle School,0900,1991,2024,still_open,high,reported in 2024,39.5488,-104.9304,0900,Cresthill Middle School,558.0,39.5488,-104.9304
080345006299,2954,ROXBOROUGH INTERMEDIATE;Roxborough Intermediate,0900,2007,2024,still_open,high,reported in 2024,39.4774,-105.0757,0900,Roxborough Intermediate,430.0,39.4774,-105.0757
080345006309,2953,STONE MOUNTAIN ELEMENTARY;Stone Mountain Elementary,0900,2007,2024,still_open,high,reported in 2024,39.5241,-105.0029,0900,Stone Mountain Elementary,452.0,39.5241,-105.0029
080345006337,2952,MAMMOTH HEIGHTS ELEMENTARY;Mammoth Heights Elementary,0900,2007,2024,still_open,high,reported in 2024,39.5439,-104.8036,0900,Mammoth Heights Elementary,598.0,39.5439,-104.8036
080345006341,5843,LONE TREE ELEMENTARY;Lone Tree Elementary,0900,2007,2024,still_open,high,reported in 2024,39.5384,-104.88,0900,Lone Tree Elementary,392.0,39.5384,-104.88
080345006368,0266,GOLD RUSH ELEMENTARY;Gold Rush Elementary,0900,2008,2024,still_open,high,reported in 2024,39.4983,-104.8029,0900,Gold Rush Elementary,639.0,39.4983,-104.8029
080345006371,0267,MESA MIDDLE SCHOOL;Mesa Middle School,0900,2008,2024,still_open,high,reported in 2024,39.37373,-104.79635,0900,Mesa Middle School,852.0,39.37373,-104.79635
080345006372,5405,EDCSD ON-LINE EDUCATION;EDCSD: COLORADO CYBER SCHOOL;EDCSD;eDCSD,0900,2008,2024,still_open,high,reported in 2024,39.560351,-104.866969,0900,eDCSD,61.0,39.560351,-104.866969
080345006391,3995,HOPE ON-LINE;HOPE ONLINE LEARNING ACADEMY HIGH SCHOOL;HOPE Online Learning Academy High School;HOPE ONLINE LEARNING ACADEMY CO-OP,0900,2008,2024,still_open,high,reported in 2024,39.538593,-104.865246,0900,HOPE ONLINE LEARNING ACADEMY CO-OP,1307.0,39.538593,-104.865246
080345006392,0265,CLEAR SKY ELEMENTARY;Clear Sky Elementary,0900,2008,2024,still_open,high,reported in 2024,39.3826,-104.9044,0900,Clear Sky Elementary,627.0,39.3826,-104.9044
080345006400,4271,LEGEND HIGH SCHOOL;Legend High School,0900,2008,2024,still_open,high,reported in 2024,39.490917,-104.730763,0900,Legend High School,2206.0,39.490917,-104.730763
080345006404,0264,CIMARRON MIDDLE;Cimarron Middle,0900,2008,2024,still_open,high,reported in 2024,39.495274,-104.724562,0900,Cimarron Middle,1052.0,39.495274,-104.724562
080345006455,6365,SKYVIEW ACADEMY;Skyview Academy,0900,2010,2024,still_open,high,reported in 2024,39.56294,-104.917321,0900,Skyview Academy,1358.0,39.56294,-104.917321
080345006472,5607,SAGE CANYON ELEMENTARY;Sage Canyon Elementary,0900,2010,2024,still_open,high,reported in 2024,39.389191,-104.822131,0900,Sage Canyon Elementary,552.0,39.389191,-104.822131
080345006492,0135,BEN FRANKLIN ACADEMY;Ben Franklin Academy,0900,2011,2024,still_open,high,reported in 2024,39.559125,-105.016445,0900,Ben Franklin Academy,956.0,39.559125,-105.016445
080345006493,5259,STEM MIDDLE & HIGH SCHOOL;STEM SCHOOL;STEM SCHOOL HIGHLANDS RANCH;STEM School Highlands Ranch,0900,2011,2024,still_open,high,reported in 2024,39.5559,-104.9979,0900,STEM School Highlands Ranch,1394.0,39.5559,-104.9979
080345006494,1555,CLOVERLEAF HOME EDUCATION;Cloverleaf Home Education,0900,2011,2024,still_open,high,reported in 2024,39.373154,-104.855651,0900,Cloverleaf Home Education,250.0,39.373154,-104.855651
080345006577,3863,HOPE ONLINE LEARNING ACADEMY ELEMENTARY;HOPE Online Learning Academy Elementary,0900,2013,2020,closed,high,CCD school_status=2,39.5607,-104.8666,0900,HOPE Online Learning Academy Elementary,846.0,39.5607,-104.8666
080345006578,3847,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL;HOPE Online Learning Academy Middle School,0900,2013,2024,still_open,high,reported in 2024,39.538593,-104.865246,0900,HOPE Online Learning Academy Middle School,307.0,39.538593,-104.865246
080345006588,6019,ASPEN VIEW ACADEMY;Aspen View Academy,0900,2013,2024,still_open,high,reported in 2024,39.395015,-104.885108,0900,Aspen View Academy,1019.0,39.395015,-104.885108
080345006608,4909,LEGEND HS PRE-K,0900,2014,2015,closed,high,CCD school_status=2,39.490917,-104.730763,0900,LEGEND HS PRE-K,11.0,39.490917,-104.730763
080345006612,7242,ROCK CANYON HS PRE-K,0900,2014,2017,closed,high,CCD school_status=2,39.519727,-104.921339,0900,ROCK CANYON HS PRE-K,16.0,39.519727,-104.921339
080345006621,1509,CANTRIL;Cantril,0900,2014,2022,closed,high,CCD school_status=2,39.373154,-104.855651,0900,Cantril,15.0,39.373154,-104.855651
080345006628,3968,HIGHLANDS RANCH HS PRE-K;Highlands Ranch HS Pre-K,0900,2014,2019,closed,high,CCD school_status=2,39.544968,-104.93267,0900,Highlands Ranch HS Pre-K,22.0,39.544968,-104.93267
080345006656,3327,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY;Global Village Academy - Douglas County,0900,2015,2024,still_open,high,reported in 2024,39.54057,-104.777392,0900,Global Village Academy - Douglas County,450.0,39.54057,-104.777392
080345006666,9397,WORLD  COMPASS ACADEMY;World Compass Academy,0900,2015,2024,still_open,high,reported in 2024,39.34903,-104.870244,0900,World Compass Academy,791.0,39.34903,-104.870244
080345006690,6719,PARKER PERFORMING ARTS;Parker Performing Arts,0900,2016,2024,still_open,high,reported in 2024,39.559435,-104.814718,0900,Parker Performing Arts,638.0,39.559435,-104.814718
080345006714,7244,RENAISSANCE SECONDARY SCHOOL;Renaissance Secondary School,0900,2017,2024,still_open,high,reported in 2024,39.401102,-104.856405,0900,Renaissance Secondary School,441.0,39.401102,-104.856405
080345006760,0079,ASCENT CLASSICAL ACADEMY;Ascent Classical Academy,0900,2018,2019,renamed,low,another school carries the same name,39.397561,-104.891703,0900,Ascent Classical Academy,544.0,39.397561,-104.891703
080345006765,5225,LEMAN CLASSICAL ACADEMY;Leman Classical Academy,0900,2018,2024,still_open,high,reported in 2024,39.477105,-104.762446,0900,Leman Classical Academy,1390.0,39.477105,-104.762446
080345006873,1963,Venture Academy of Leadership and Entrepreneurship,0900,2023,2024,still_open,high,reported in 2024,39.541437,-104.809536,0900,Venture Academy of Leadership and Entrepreneurship,88.0,39.541437,-104.809536
080348000448,2318,DURANGO HIGH SCHOOL;Durango High School,1520,1986,2024,still_open,high,reported in 2024,37.2888,-107.8731,1520,Durango High School,1352.0,37.2888,-107.8731
080348000449,3012,FLORIDA MESA ELEM SCHOOL;FLORIDA MESA ELEMENTARY SCHOOL;Florida Mesa Elementary School,1520,1986,2024,still_open,high,reported in 2024,37.226,-107.7949,1520,Florida Mesa Elementary School,293.0,37.226,-107.7949
080348000450,3050,FORT LEWIS MESA ELEM SCHOOL;FORT LEWIS MESA ELEMENTARY;FORT LEWIS MESA ELEMENTARY SCHOOL;Fort Lewis Mesa Elementary School,1520,1986,2024,still_open,high,reported in 2024,37.145227,-108.120484,1520,Fort Lewis Mesa Elementary School,116.0,37.145227,-108.120484
080348000451,5626,MASON ELEM SCHOOL,,1986,1986,closed,medium,stopped reporting; no status field,,,,MASON ELEM SCHOOL,,,
080348000452,5888,MILLER JR. HIGH SCHOOL;MILLER MIDDLE SCHOOL;Miller Middle School,1520,1986,2024,still_open,high,reported in 2024,37.2945,-107.8777,1520,Miller Middle School,360.0,37.2945,-107.8777
080348000453,6222,NEEDHAM ELEM SCHOOL;NEEDHAM ELEMENTARY SCHOOL;Needham Elementary School,1520,1986,2024,still_open,high,reported in 2024,37.2907,-107.8785,1520,Needham Elementary School,367.0,37.2907,-107.8785
080348000454,6738,PARK ELEM SCHOOL;PARK/MASON ELEM SCHOOL;PARK ELEMENTARY SCHOOL;Park Elementary School,1520,1986,2024,still_open,high,reported in 2024,37.267465,-107.874447,1520,Park Elementary School,452.0,37.267465,-107.874447
080348000455,7402,RIVERVIEW ELEM SCHOOL;RIVERVIEW ELEMENTARY SCHOOL;Riverview Elementary School,1520,1986,2024,still_open,high,reported in 2024,37.295065,-107.863878,1520,Riverview Elementary School,374.0,37.295065,-107.863878
080348000456,7994,SMILEY JR HIGH SCHOOL;SMILEY MIDDLE SCHOOL;ESCALANTE MIDDLE SCHOOL;Escalante Middle School,1520,1986,2024,still_open,high,reported in 2024,37.2265,-107.8644,1520,Escalante Middle School,461.0,37.2265,-107.8644
080348000457,8388,SUNNYSIDE ELEM SCHOOL;SUNNYSIDE ELEMENTARY SCHOOL;Sunnyside Elementary School,1520,1986,2024,still_open,high,reported in 2024,37.1227,-107.8626,1520,Sunnyside Elementary School,107.0,37.1227,-107.8626
080348001066,0225,ANIMAS VALLEY ELEM SCHOOL;ANIMAS VALLEY ELEMENTARY SCHOOL;Animas Valley Elementary School,1520,1994,2024,still_open,high,reported in 2024,37.401994,-107.835112,1520,Animas Valley Elementary School,185.0,37.401994,-107.835112
080348001068,1865,COMMUNITY OF LEARNERS CHARTER,,1994,2001,closed,high,CCD school_status=2,37.276293,-107.878552,,COMMUNITY OF LEARNERS CHARTER,,37.276293,-107.878552
080348001075,2797,THE EXCEL CHARTER SCHOOL,1520,1994,2007,closed,high,CCD school_status=2,37.27631,-107.8783,1520,THE EXCEL CHARTER SCHOOL,78.0,37.27631,-107.8783
080348001652,2753,ENTRADA AFTER HOURS,,1998,1999,closed,high,CCD school_status=2,,,,ENTRADA AFTER HOURS,,,
080348001769,2319,DURANGO ADULT EDUCATION;DURANGO SECOND CHANCE,1520,2000,2008,closed,high,CCD school_status=2,37.2757,-107.8755,1520,DURANGO SECOND CHANCE,88.0,37.2757,-107.8755
080348006160,2319,DURANGO 9R SECOND CHANCE;DURANGO ALTERNATIVE ED;DURANGO ADULT EDUCATION,,1990,1999,closed,high,CCD school_status=2,,,,DURANGO ADULT EDUCATION,,,
080348006353,9806,"ROBERT DENIER YOUTH SERVICES CENTER, DURANGO 9-R;ROBERT DENIER YOUTH SERVICES CENTER;Robert DeNier Youth Services Center",9130,2003,2021,closed,high,CCD school_status=2,37.246267,-107.878257,9130,Robert DeNier Youth Services Center,27.0,37.246267,-107.878257
080348006597,3571,DURANGO BIG PICTURE HIGH SCHOOL;Durango Big Picture High School,1520,2013,2024,still_open,high,reported in 2024,37.272411,-107.893013,1520,Durango Big Picture High School,99.0,37.272411,-107.893013
080348006614,2097,DISTRICT 9-R SHARED SCHOOL;District 9-R Shared School,1520,2014,2024,still_open,high,reported in 2024,37.276779,-107.878214,1520,District 9-R Shared School,155.0,37.276779,-107.878214
080348006696,1526,COLORADO CONNECTIONS ACADEMY @ DURANGO;Colorado Connections Academy @ Durango,1520,2016,2024,still_open,high,reported in 2024,37.272411,-107.893013,1520,Colorado Connections Academy @ Durango,752.0,37.272411,-107.893013
080348006712,4384,THE JUNIPER SCHOOL;The Juniper School,1520,2017,2024,still_open,high,reported in 2024,37.242064,-107.876454,1520,The Juniper School,171.0,37.242064,-107.876454
080351000458,2328,EADS ELEM SCHOOL;EADS ELEMENTARY SCHOOL;Eads Elementary School,1430,1986,2024,still_open,high,reported in 2024,38.483499,-102.782102,1430,Eads Elementary School,119.0,38.483499,-102.782102
080351000459,2336,EADS HIGH SCHOOL;Eads High School,1430,1986,2024,still_open,high,reported in 2024,38.483421,-102.783646,1430,Eads High School,48.0,38.483421,-102.783646
080351000460,3826,HASWELL ELEM SCHOOL;HASWELL ELEMENTARY SCHOOL,,1986,1991,closed,medium,stopped reporting; no status field,,,,HASWELL ELEMENTARY SCHOOL,,,
080351001277,2332,EADS JR. HIGH SCHOOL;EADS JUNIOR HIGH SCHOOL;EADS JR HIGH SCHOOL;EADS MIDDLE SCHOOL;Eads Middle School,1430,1986,2024,still_open,high,reported in 2024,38.483499,-102.782102,1430,Eads Middle School,44.0,38.483499,-102.782102
080354000461,0604,BATTLE MOUNTAIN HIGH SCHOOL;Battle Mountain High School,0910,1986,2024,still_open,high,reported in 2024,39.645155,-106.583063,0910,Battle Mountain High School,916.0,39.645155,-106.583063
080354000462,2346,EAGLE VALLEY ELEM;EAGLE VALLEY ELEMENTARY;EAGLE VALLEY ELEMENTARY SCHOOL;Eagle Valley Elementary School,0910,1986,2024,still_open,high,reported in 2024,39.655276,-106.818107,0910,Eagle Valley Elementary School,350.0,39.655276,-106.818107
080354000463,2350,EAGLE VALLEY HIGH SCHOOL;Eagle Valley High School,0910,1986,2024,still_open,high,reported in 2024,39.6432,-106.9477,0910,Eagle Valley High School,981.0,39.6432,-106.9477
080354000464,5680,MC COY ELEM SCHOOL;MC COY ELEMENTARY SCHOOL;MCCOY ELEMENTARY SCHOOL,,1986,1991,closed,medium,stopped reporting; no status field,,,,MCCOY ELEMENTARY SCHOOL,,,
080354000466,5930,MINTURN MIDDLE SCHOOL,0910,1986,2011,closed,high,CCD school_status=2,39.565292,-106.414989,0910,MINTURN MIDDLE SCHOOL,175.0,39.565292,-106.414989
080354000467,7286,RED CLIFF ELEM SCHOOL;RED CLIFF ELEMENTARY SCHOOL,,1986,1991,closed,medium,stopped reporting; no status field,,,,RED CLIFF ELEMENTARY SCHOOL,,,
080354000468,7296,RED SANDSTONE ELEM SCHOOL;RED SANDSTONE ELEMENTARY;RED SANDSTONE ELEMENTARY SCHOOL;Red Sandstone Elementary School,0910,1986,2024,still_open,high,reported in 2024,39.6464,-106.3897,0910,Red Sandstone Elementary School,247.0,39.6464,-106.3897
080354000851,2340,EAGLE COUNTY CHARTER ACADEMY;Eagle County Charter Academy,0910,1994,2024,still_open,high,reported in 2024,39.641959,-106.568757,0910,Eagle County Charter Academy,360.0,39.641959,-106.568757
080354001309,2355,EAGLE VALLEY MIDDLE SCHOOL;Eagle Valley Middle School,0910,1986,2024,still_open,high,reported in 2024,39.6556,-106.8206,0910,Eagle Valley Middle School,340.0,39.6556,-106.8206
080354001478,5742,MEADOW MOUNTAIN ELEM SCHOOL;MEADOW MOUNTAIN ELEMENTARY;MEADOW MOUNTAIN ELEMENTARY SCHOOL;HOMESTAKE PEAK SCHOOL;Homestake Peak School,0910,1988,2024,still_open,high,reported in 2024,39.6188,-106.4736,0910,Homestake Peak School,421.0,39.6188,-106.4736
080354001530,0471,AVON ELEMENTARY SCHOOL;Avon Elementary School,0910,1996,2024,still_open,high,reported in 2024,39.6384,-106.5338,0910,Avon Elementary School,242.0,39.6384,-106.5338
080354001531,0793,BERRY CREEK MIDDLE SCHOOL;Berry Creek Middle School,0910,1996,2024,still_open,high,reported in 2024,39.6421,-106.5753,0910,Berry Creek Middle School,212.0,39.6421,-106.5753
080354001721,0037,RED HILL ELEMENTARY SCHOOL;Red Hill Elementary School,0910,2001,2024,still_open,high,reported in 2024,39.6235,-106.9509,0910,Red Hill Elementary School,336.0,39.6235,-106.9509
080354001722,0038,BRUSH CREEK ELEMENTARY SCHOOL;Brush Creek Elementary School,0910,2001,2024,still_open,high,reported in 2024,39.6383,-106.8309,0910,Brush Creek Elementary School,341.0,39.6383,-106.8309
080354001723,0039,GYPSUM CREEK MIDDLE SCHOOL;Gypsum Creek Middle School,0910,2001,2024,still_open,high,reported in 2024,39.6232,-106.9561,0910,Gypsum Creek Middle School,317.0,39.6232,-106.9561
080354001756,0205,ALTERNATIVE HIGH SCHOOL;RED CANYON HIGH SCHOOL;Red Canyon High School,0910,2000,2024,still_open,high,reported in 2024,39.640686,-106.573527,0910,Red Canyon High School,157.0,39.640686,-106.573527
080354002022,2521,EDWARDS PRESCHOOL CENTER,0910,2006,2008,closed,high,CCD school_status=2,39.647,-106.6057,0910,EDWARDS PRESCHOOL CENTER,54.0,39.647,-106.6057
080354006221,2530,EDWARDS ELEMENTARY SCHOOL;Edwards Elementary School,0910,1991,2024,still_open,high,reported in 2024,39.6434,-106.6053,0910,Edwards Elementary School,269.0,39.6434,-106.6053
080354006222,3710,GYPSUM ELEMENTARY SCHOOL;Gypsum Elementary School,0910,1991,2024,still_open,high,reported in 2024,39.643237,-106.944931,0910,Gypsum Elementary School,395.0,39.643237,-106.944931
080354006324,6238,NEW AMERICA CHARTER SCHOOL,0910,2007,2013,closed,high,CCD school_status=2,39.646,-106.9418,0910,NEW AMERICA CHARTER SCHOOL,34.0,39.646,-106.9418
080354006366,4838,JUNE CREEK ELEMENTARY SCHOOL;June Creek Elementary School,0910,2008,2020,closed,high,CCD school_status=2,39.64119,-106.571771,0910,June Creek Elementary School,224.0,39.64119,-106.571771
080354006395,7285,RED TABLE EARLY LEARNING CENTER,0910,2008,2012,closed,high,CCD school_status=2,39.64582,-106.941601,0910,RED TABLE EARLY LEARNING CENTER,42.0,39.64582,-106.941601
080354006422,9061,VAIL SKI AND SNOWBOARD ACADEMY (USSA);VAIL SKI AND SNOWBOARD ACADEMY (VSSA);Vail Ski and Snowboard Academy (VSSA),0910,2008,2024,still_open,high,reported in 2024,39.564172,-106.413343,0910,Vail Ski and Snowboard Academy (VSSA),278.0,39.564172,-106.413343
080354006533,9701,WORLD ACADEMY;World Academy;World Academy High School,0910,2011,2024,still_open,high,reported in 2024,39.643267,-106.880317,0910,World Academy High School,53.0,39.643267,-106.880317
080354006707,0861,BATTLE MOUNTAIN EARLY COLLEGE HIGH SCHOOL;Battle Mountain Early College High School,0910,2017,2024,still_open,high,reported in 2024,39.646049,-106.588038,0910,Battle Mountain Early College High School,3.0,39.646049,-106.588038
080354006709,2643,EAGLE VALLEY EARLY COLLEGE HIGH SCHOOL;Eagle Valley Early College High School,0910,2017,2022,closed,high,CCD school_status=2,39.643228,-106.947708,0910,Eagle Valley Early College High School,3.0,39.643228,-106.947708
080354006795,0479,Edwards Early Learning Center,0910,2020,2024,still_open,high,reported in 2024,39.641454,-106.572214,0910,Edwards Early Learning Center,80.0,39.641454,-106.572214
080354006868,9697,World Academy Elementary School,0910,2022,2024,still_open,high,reported in 2024,39.641454,-106.572214,0910,World Academy Elementary School,5.0,39.641454,-106.572214
080354006869,9699,World Academy Middle School,0910,2022,2024,still_open,high,reported in 2024,39.643267,-106.880317,0910,World Academy Middle School,12.0,39.643267,-106.880317
080357000469,9728,BUCHANAN MIDDLE SCHOOL,,1986,2000,renamed,low,another school carries the same name,,,,BUCHANAN MIDDLE SCHOOL,,,
080357000470,4226,IDALIA ELEM SCHOOL;IDALIA ELEMENTARY SCHOOL,,1986,2000,renamed,low,another school carries the same name,,,,IDALIA ELEMENTARY SCHOOL,,,
080357000471,4230,IDALIA UND HIGH SCHOOL;IDALIA JR/SR HIGH SCHOOL;IDALIA JR-SR HIGH SCHOOL;IDALIA JUNIOR/SENIOR HIGH,,1986,2000,renamed,low,another school carries the same name,,,,IDALIA JR-SR HIGH SCHOOL,,,
080357000472,9724,WRAY ELEM SCHOOL;WRAY ELEMENTARY SCHOOL,,1986,2000,renamed,low,another school carries the same name,,,,WRAY ELEMENTARY SCHOOL,,,
080357000473,9732,WRAY HIGH SCHOOL,,1986,2000,renamed,low,another school carries the same name,,,,WRAY HIGH SCHOOL,,,
080360000474,2448,EATON ELEM SCHOOL;EATON ELEMENTARY SCHOOL;Eaton Elementary School,3085,1987,2024,still_open,high,reported in 2024,40.52794,-104.723521,3085,Eaton Elementary School,484.0,40.52794,-104.723521
080360000475,2452,EATON MIDDLE SCHOOL;Eaton Middle School,3085,1987,2024,still_open,high,reported in 2024,40.526798,-104.71891,3085,Eaton Middle School,485.0,40.526798,-104.71891
080360000476,2456,EATON HIGH SCHOOL;Eaton High School,3085,1986,2024,still_open,high,reported in 2024,40.525526,-104.733917,3085,Eaton High School,567.0,40.525526,-104.733917
080360000477,3286,GALETON ELEM SCHOOL;GALETON ELEMENTARY SCHOOL;Galeton Elementary School,3085,1987,2024,still_open,high,reported in 2024,40.519633,-104.58744,3085,Galeton Elementary School,107.0,40.519633,-104.58744
080360001986,0754,BENJAMIN EATON ELEMENTARY SCHOOL;Benjamin Eaton Elementary School,3085,2003,2024,still_open,high,reported in 2024,40.5222,-104.7315,3085,Benjamin Eaton Elementary School,357.0,40.5222,-104.7315
080363000478,2514,EDISON ELEM SCHOOL;EDISON ELEMENTARY SCHOOL;Edison Elementary School,1120,1986,2024,still_open,high,reported in 2024,38.619599,-104.165516,1120,Edison Elementary School,29.0,38.619599,-104.165516
080363001278,2526,EDISON JR SR HIGH SCHOOL;EDISON JUNIOR/SENIOR HIGH;EDISON JUNIOR-SENIOR HIGH SCHOOL;Edison Junior-Senior High School,1120,1986,2024,still_open,high,reported in 2024,38.619599,-104.165516,1120,Edison Junior-Senior High School,21.0,38.619599,-104.165516
080363001901,2504,EDISON ACADEMY,1120,2002,2017,closed,high,CCD school_status=2,38.620022,-104.165328,1120,EDISON ACADEMY,1.0,38.620022,-104.165328
080363006648,2523,EDISON PREP;Edison Prep,1120,2015,2024,still_open,high,reported in 2024,38.619599,-104.165516,1120,Edison Prep,38.0,38.619599,-104.165516
080366000479,2536,EGNAR ELEM SCHOOL,,1986,1986,renamed,low,another school carries the same name,,,,EGNAR ELEM SCHOOL,,,
080369000480,2570,ELBERT ELEM SCHOOL;ELBERT ELEMENTARY SCHOOL;Elbert Elementary School,0950,1986,2024,still_open,high,reported in 2024,39.224761,-104.538228,0950,Elbert Elementary School,141.0,39.224761,-104.538228
080369000481,2574,ELBERT JR-SR HIGH SCHOOL;ELBERT JUNIOR/SENIOR HIGH;ELBERT JUNIOR-SENIOR HIGH SCHOOL;Elbert Junior-Senior High School,0950,1986,2024,still_open,high,reported in 2024,39.224761,-104.538228,0950,Elbert Junior-Senior High School,136.0,39.224761,-104.538228
080372000048,7300,REECH PRESCHOOL;ELIZABETH RUNNING CREEK PRESCH;ELIZABETH RUNNING CREEK PRESCHOOL;Elizabeth Running Creek Preschool,0920,1992,2024,still_open,high,reported in 2024,39.354263,-104.597583,0920,Elizabeth Running Creek Preschool,53.0,39.354263,-104.597583
080372000482,2604,ELIZABETH ELEM SCHOOL;ELIZABETH MIDDLE SCHOOL;Elizabeth Middle School,0920,1986,2024,still_open,high,reported in 2024,39.366299,-104.609613,0920,Elizabeth Middle School,386.0,39.366299,-104.609613
080372000483,2608,ELIZABETH JR SR HIGH SCHOOL;ELIZABETH HIGH SCHOOL;Elizabeth High School,0920,1986,2024,still_open,high,reported in 2024,39.369284,-104.604598,0920,Elizabeth High School,668.0,39.369284,-104.604598
080372001479,7517,RUNNING CREEK ELEM SCHOOL;RUNNING CREEK ELEMENTARY;RUNNING CREEK ELEMENTARY SCHOOL;Running Creek Elementary School,0920,1988,2024,still_open,high,reported in 2024,39.354263,-104.597583,0920,Running Creek Elementary School,292.0,39.354263,-104.597583
