county,year,population,basis,countyfips
Fremont,2013,47183.0,sdo annual estimate,043
Fremont,2014,47119.0,sdo annual estimate,043
Fremont,2015,47213.0,sdo annual estimate,043
Fremont,2016,47284.0,sdo annual estimate,043
Fremont,2017,47564.0,sdo annual estimate,043
Fremont,2018,47990.0,sdo annual estimate,043
Fremont,2019,48380.0,sdo annual estimate,043
Fremont,2020,48891.0,sdo annual estimate,043
Fremont,2021,49251.0,sdo annual estimate,043
Fremont,2022,49588.0,sdo annual estimate,043
Fremont,2023,50372.0,sdo annual estimate,043
Fremont,2024,50071.0,sdo annual estimate,043
Garfield,1870,0.0,decennial census,045
Garfield,1880,0.0,decennial census,045
Garfield,1890,4478.0,decennial census,045
Garfield,1900,5835.0,decennial census,045
Garfield,1910,10144.0,decennial census,045
Garfield,1920,9304.0,decennial census,045
Garfield,1930,9975.0,decennial census,045
Garfield,1940,10560.0,decennial census,045
Garfield,1950,11625.0,decennial census,045
Garfield,1960,12017.0,decennial census,045
Garfield,1970,14821.0,decennial census,045
Garfield,1980,22514.0,sdo annual estimate,045
Garfield,1981,24940.0,sdo annual estimate,045
Garfield,1982,29029.0,sdo annual estimate,045
Garfield,1983,28925.0,sdo annual estimate,045
Garfield,1984,25642.0,sdo annual estimate,045
Garfield,1985,25714.0,sdo annual estimate,045
Garfield,1986,26191.0,sdo annual estimate,045
Garfield,1987,26387.0,sdo annual estimate,045
Garfield,1988,27325.0,sdo annual estimate,045
Garfield,1989,28809.0,sdo annual estimate,045
Garfield,1990,29974.0,sdo annual estimate,045
Garfield,1991,31230.0,sdo annual estimate,045
Garfield,1992,31339.0,sdo annual estimate,045
Garfield,1993,32574.0,sdo annual estimate,045
Garfield,1994,34496.0,sdo annual estimate,045
Garfield,1995,36417.0,sdo annual estimate,045
Garfield,1996,37677.0,sdo annual estimate,045
Garfield,1997,38894.0,sdo annual estimate,045
Garfield,1998,41231.0,sdo annual estimate,045
Garfield,1999,42691.0,sdo annual estimate,045
Garfield,2000,44240.0,sdo annual estimate,045
Garfield,2001,45907.0,sdo annual estimate,045
Garfield,2002,46728.0,sdo annual estimate,045
Garfield,2003,47484.0,sdo annual estimate,045
Garfield,2004,48156.0,sdo annual estimate,045
Garfield,2005,49256.0,sdo annual estimate,045
Garfield,2006,51106.0,sdo annual estimate,045
Garfield,2007,52676.0,sdo annual estimate,045
Garfield,2008,54226.0,sdo annual estimate,045
Garfield,2009,55400.0,sdo annual estimate,045
Garfield,2010,56150.0,sdo annual estimate,045
Garfield,2011,56267.0,sdo annual estimate,045
Garfield,2012,56415.0,sdo annual estimate,045
Garfield,2013,56798.0,sdo annual estimate,045
Garfield,2014,57131.0,sdo annual estimate,045
Garfield,2015,57495.0,sdo annual estimate,045
Garfield,2016,58161.0,sdo annual estimate,045
Garfield,2017,58871.0,sdo annual estimate,045
Garfield,2018,59769.0,sdo annual estimate,045
Garfield,2019,60556.0,sdo annual estimate,045
Garfield,2020,61799.0,sdo annual estimate,045
Garfield,2021,62103.0,sdo annual estimate,045
Garfield,2022,62371.0,sdo annual estimate,045
Garfield,2023,62864.0,sdo annual estimate,045
Garfield,2024,63174.0,sdo annual estimate,045
Gilpin,1870,5490.0,decennial census,047
Gilpin,1880,6489.0,decennial census,047
Gilpin,1890,5867.0,decennial census,047
Gilpin,1900,6690.0,decennial census,047
Gilpin,1910,4131.0,decennial census,047
Gilpin,1920,1364.0,decennial census,047
Gilpin,1930,1212.0,decennial census,047
Gilpin,1940,1625.0,decennial census,047
Gilpin,1950,850.0,decennial census,047
Gilpin,1960,685.0,decennial census,047
Gilpin,1970,1272.0,decennial census,047
Gilpin,1980,2441.0,sdo annual estimate,047
Gilpin,1981,2620.0,sdo annual estimate,047
Gilpin,1982,2776.0,sdo annual estimate,047
Gilpin,1983,3024.0,sdo annual estimate,047
Gilpin,1984,3013.0,sdo annual estimate,047
Gilpin,1985,3081.0,sdo annual estimate,047
Gilpin,1986,3237.0,sdo annual estimate,047
Gilpin,1987,3279.0,sdo annual estimate,047
Gilpin,1988,3172.0,sdo annual estimate,047
Gilpin,1989,3114.0,sdo annual estimate,047
Gilpin,1990,3070.0,sdo annual estimate,047
Gilpin,1991,3089.0,sdo annual estimate,047
Gilpin,1992,3244.0,sdo annual estimate,047
Gilpin,1993,3376.0,sdo annual estimate,047
Gilpin,1994,3499.0,sdo annual estimate,047
Gilpin,1995,3668.0,sdo annual estimate,047
Gilpin,1996,3792.0,sdo annual estimate,047
Gilpin,1997,4035.0,sdo annual estimate,047
Gilpin,1998,4246.0,sdo annual estimate,047
Gilpin,1999,4538.0,sdo annual estimate,047
Gilpin,2000,4803.0,sdo annual estimate,047
Gilpin,2001,4829.0,sdo annual estimate,047
Gilpin,2002,4830.0,sdo annual estimate,047
Gilpin,2003,4851.0,sdo annual estimate,047
Gilpin,2004,4825.0,sdo annual estimate,047
Gilpin,2005,4892.0,sdo annual estimate,047
Gilpin,2006,4953.0,sdo annual estimate,047
Gilpin,2007,4964.0,sdo annual estimate,047
Gilpin,2008,5084.0,sdo annual estimate,047
Gilpin,2009,5396.0,sdo annual estimate,047
Gilpin,2010,5463.0,sdo annual estimate,047
Gilpin,2011,5477.0,sdo annual estimate,047
Gilpin,2012,5500.0,sdo annual estimate,047
Gilpin,2013,5512.0,sdo annual estimate,047
Gilpin,2014,5536.0,sdo annual estimate,047
Gilpin,2015,5553.0,sdo annual estimate,047
Gilpin,2016,5578.0,sdo annual estimate,047
Gilpin,2017,5635.0,sdo annual estimate,047
Gilpin,2018,5707.0,sdo annual estimate,047
Gilpin,2019,5751.0,sdo annual estimate,047
Gilpin,2020,5824.0,sdo annual estimate,047
Gilpin,2021,5896.0,sdo annual estimate,047
Gilpin,2022,5913.0,sdo annual estimate,047
Gilpin,2023,5919.0,sdo annual estimate,047
Gilpin,2024,5969.0,sdo annual estimate,047
Grand,1870,0.0,decennial census,049
Grand,1880,417.0,decennial census,049
Grand,1890,604.0,decennial census,049
Grand,1900,741.0,decennial census,049
Grand,1910,1862.0,decennial census,049
Grand,1920,2659.0,decennial census,049
Grand,1930,2108.0,decennial census,049
Grand,1940,3587.0,decennial census,049
Grand,1950,3963.0,decennial census,049
Grand,1960,3557.0,decennial census,049
Grand,1970,4107.0,decennial census,049
Grand,1980,7475.0,sdo annual estimate,049
Grand,1981,7748.0,sdo annual estimate,049
Grand,1982,8113.0,sdo annual estimate,049
Grand,1983,8115.0,sdo annual estimate,049
Grand,1984,8893.0,sdo annual estimate,049
Grand,1985,9212.0,sdo annual estimate,049
Grand,1986,9139.0,sdo annual estimate,049
Grand,1987,8908.0,sdo annual estimate,049
Grand,1988,8467.0,sdo annual estimate,049
Grand,1989,8178.0,sdo annual estimate,049
Grand,1990,7966.0,sdo annual estimate,049
Grand,1991,8389.0,sdo annual estimate,049
Grand,1992,8604.0,sdo annual estimate,049
Grand,1993,8925.0,sdo annual estimate,049
Grand,1994,9339.0,sdo annual estimate,049
Grand,1995,9953.0,sdo annual estimate,049
Grand,1996,10511.0,sdo annual estimate,049
Grand,1997,10966.0,sdo annual estimate,049
Grand,1998,11409.0,sdo annual estimate,049
Grand,1999,11995.0,sdo annual estimate,049
Grand,2000,12853.0,sdo annual estimate,049
Grand,2001,13283.0,sdo annual estimate,049
Grand,2002,13461.0,sdo annual estimate,049
Grand,2003,13688.0,sdo annual estimate,049
Grand,2004,13912.0,sdo annual estimate,049
Grand,2005,13897.0,sdo annual estimate,049
Grand,2006,14135.0,sdo annual estimate,049
Grand,2007,14339.0,sdo annual estimate,049
Grand,2008,14535.0,sdo annual estimate,049
Grand,2009,14664.0,sdo annual estimate,049
Grand,2010,14790.0,sdo annual estimate,049
Grand,2011,14836.0,sdo annual estimate,049
Grand,2012,14925.0,sdo annual estimate,049
Grand,2013,14948.0,sdo annual estimate,049
Grand,2014,14934.0,sdo annual estimate,049
Grand,2015,14961.0,sdo annual estimate,049
Grand,2016,15042.0,sdo annual estimate,049
Grand,2017,15147.0,sdo annual estimate,049
Grand,2018,15268.0,sdo annual estimate,049
Grand,2019,15409.0,sdo annual estimate,049
Grand,2020,15750.0,sdo annual estimate,049
Grand,2021,15863.0,sdo annual estimate,049
Grand,2022,15759.0,sdo annual estimate,049
Grand,2023,16000.0,sdo annual estimate,049
Grand,2024,16202.0,sdo annual estimate,049
Gunnison,1870,0.0,decennial census,051
Gunnison,1880,8235.0,decennial census,051
Gunnison,1890,4359.0,decennial census,051
Gunnison,1900,5331.0,decennial census,051
Gunnison,1910,5897.0,decennial census,051
Gunnison,1920,5590.0,decennial census,051
Gunnison,1930,5527.0,decennial census,051
Gunnison,1940,6192.0,decennial census,051
Gunnison,1950,5716.0,decennial census,051
Gunnison,1960,5477.0,decennial census,051
Gunnison,1970,7578.0,decennial census,051
Gunnison,1980,10689.0,sdo annual estimate,051
Gunnison,1981,10669.0,sdo annual estimate,051
Gunnison,1982,10619.0,sdo annual estimate,051
Gunnison,1983,10375.0,sdo annual estimate,051
Gunnison,1984,10419.0,sdo annual estimate,051
Gunnison,1985,10390.0,sdo annual estimate,051
Gunnison,1986,10890.0,sdo annual estimate,051
Gunnison,1987,10855.0,sdo annual estimate,051
Gunnison,1988,10827.0,sdo annual estimate,051
Gunnison,1989,10509.0,sdo annual estimate,051
Gunnison,1990,10273.0,sdo annual estimate,051
Gunnison,1991,10416.0,sdo annual estimate,051
Gunnison,1992,10776.0,sdo annual estimate,051
Gunnison,1993,11311.0,sdo annual estimate,051
Gunnison,1994,11671.0,sdo annual estimate,051
Gunnison,1995,11974.0,sdo annual estimate,051
Gunnison,1996,12244.0,sdo annual estimate,051
Gunnison,1997,12405.0,sdo annual estimate,051
Gunnison,1998,13442.0,sdo annual estimate,051
Gunnison,1999,13736.0,sdo annual estimate,051
Gunnison,2000,13989.0,sdo annual estimate,051
Gunnison,2001,14345.0,sdo annual estimate,051
Gunnison,2002,14316.0,sdo annual estimate,051
Gunnison,2003,14206.0,sdo annual estimate,051
Gunnison,2004,14230.0,sdo annual estimate,051
Gunnison,2005,14473.0,sdo annual estimate,051
Gunnison,2006,14650.0,sdo annual estimate,051
Gunnison,2007,14957.0,sdo annual estimate,051
Gunnison,2008,15137.0,sdo annual estimate,051
Gunnison,2009,15266.0,sdo annual estimate,051
Gunnison,2010,15309.0,sdo annual estimate,051
Gunnison,2011,15348.0,sdo annual estimate,051
Gunnison,2012,15270.0,sdo annual estimate,051
Gunnison,2013,15425.0,sdo annual estimate,051
Gunnison,2014,15552.0,sdo annual estimate,051
Gunnison,2015,15826.0,sdo annual estimate,051
Gunnison,2016,16082.0,sdo annual estimate,051
Gunnison,2017,16464.0,sdo annual estimate,051
Gunnison,2018,16681.0,sdo annual estimate,051
Gunnison,2019,16941.0,sdo annual estimate,051
Gunnison,2020,16945.0,sdo annual estimate,051
Gunnison,2021,17294.0,sdo annual estimate,051
Gunnison,2022,17318.0,sdo annual estimate,051
Gunnison,2023,17342.0,sdo annual estimate,051
Gunnison,2024,17304.0,sdo annual estimate,051
Hinsdale,1870,0.0,decennial census,053
Hinsdale,1880,1487.0,decennial census,053
Hinsdale,1890,862.0,decennial census,053
Hinsdale,1900,1609.0,decennial census,053
Hinsdale,1910,646.0,decennial census,053
Hinsdale,1920,538.0,decennial census,053
Hinsdale,1930,449.0,decennial census,053
Hinsdale,1940,349.0,decennial census,053
Hinsdale,1950,263.0,decennial census,053
Hinsdale,1960,208.0,decennial census,053
Hinsdale,1970,202.0,decennial census,053
Hinsdale,1980,408.0,sdo annual estimate,053
Hinsdale,1981,455.0,sdo annual estimate,053
Hinsdale,1982,478.0,sdo annual estimate,053
Hinsdale,1983,559.0,sdo annual estimate,053
Hinsdale,1984,580.0,sdo annual estimate,053
Hinsdale,1985,472.0,sdo annual estimate,053
Hinsdale,1986,468.0,sdo annual estimate,053
Hinsdale,1987,508.0,sdo annual estimate,053
Hinsdale,1988,489.0,sdo annual estimate,053
Hinsdale,1989,476.0,sdo annual estimate,053
Hinsdale,1990,467.0,sdo annual estimate,053
Hinsdale,1991,453.0,sdo annual estimate,053
Hinsdale,1992,504.0,sdo annual estimate,053
Hinsdale,1993,546.0,sdo annual estimate,053
Hinsdale,1994,612.0,sdo annual estimate,053
Hinsdale,1995,659.0,sdo annual estimate,053
Hinsdale,1996,707.0,sdo annual estimate,053
Hinsdale,1997,739.0,sdo annual estimate,053
Hinsdale,1998,776.0,sdo annual estimate,053
Hinsdale,1999,784.0,sdo annual estimate,053
Hinsdale,2000,792.0,sdo annual estimate,053
Hinsdale,2001,804.0,sdo annual estimate,053
Hinsdale,2002,806.0,sdo annual estimate,053
Hinsdale,2003,784.0,sdo annual estimate,053
Hinsdale,2004,831.0,sdo annual estimate,053
Hinsdale,2005,813.0,sdo annual estimate,053
Hinsdale,2006,830.0,sdo annual estimate,053
Hinsdale,2007,845.0,sdo annual estimate,053
Hinsdale,2008,824.0,sdo annual estimate,053
Hinsdale,2009,827.0,sdo annual estimate,053
Hinsdale,2010,843.0,sdo annual estimate,053
Hinsdale,2011,835.0,sdo annual estimate,053
Hinsdale,2012,831.0,sdo annual estimate,053
Hinsdale,2013,825.0,sdo annual estimate,053
Hinsdale,2014,819.0,sdo annual estimate,053
Hinsdale,2015,813.0,sdo annual estimate,053
Hinsdale,2016,809.0,sdo annual estimate,053
Hinsdale,2017,805.0,sdo annual estimate,053
Hinsdale,2018,801.0,sdo annual estimate,053
Hinsdale,2019,798.0,sdo annual estimate,053
Hinsdale,2020,792.0,sdo annual estimate,053
Hinsdale,2021,778.0,sdo annual estimate,053
Hinsdale,2022,779.0,sdo annual estimate,053
Hinsdale,2023,771.0,sdo annual estimate,053
Hinsdale,2024,754.0,sdo annual estimate,053
Huerfano,1870,2250.0,decennial census,055
Huerfano,1880,4124.0,decennial census,055
Huerfano,1890,6882.0,decennial census,055
Huerfano,1900,8395.0,decennial census,055
Huerfano,1910,13320.0,decennial census,055
Huerfano,1920,16879.0,decennial census,055
Huerfano,1930,17062.0,decennial census,055
Huerfano,1940,16088.0,decennial census,055
Huerfano,1950,10549.0,decennial census,055
Huerfano,1960,7867.0,decennial census,055
Huerfano,1970,6590.0,decennial census,055
Huerfano,1980,6440.0,sdo annual estimate,055
Huerfano,1981,6326.0,sdo annual estimate,055
Huerfano,1982,6523.0,sdo annual estimate,055
Huerfano,1983,6741.0,sdo annual estimate,055
Huerfano,1984,6639.0,sdo annual estimate,055
Huerfano,1985,6809.0,sdo annual estimate,055
Huerfano,1986,6752.0,sdo annual estimate,055
Huerfano,1987,6500.0,sdo annual estimate,055
Huerfano,1988,6292.0,sdo annual estimate,055
Huerfano,1989,6130.0,sdo annual estimate,055
Huerfano,1990,6009.0,sdo annual estimate,055
Huerfano,1991,6057.0,sdo annual estimate,055
Huerfano,1992,6181.0,sdo annual estimate,055
Huerfano,1993,6439.0,sdo annual estimate,055
Huerfano,1994,6923.0,sdo annual estimate,055
Huerfano,1995,7162.0,sdo annual estimate,055
Huerfano,1996,7389.0,sdo annual estimate,055
Huerfano,1997,7672.0,sdo annual estimate,055
Huerfano,1998,7781.0,sdo annual estimate,055
Huerfano,1999,7827.0,sdo annual estimate,055
Huerfano,2000,7827.0,sdo annual estimate,055
Huerfano,2001,7905.0,sdo annual estimate,055
Huerfano,2002,7916.0,sdo annual estimate,055
Huerfano,2003,8042.0,sdo annual estimate,055
Huerfano,2004,7729.0,sdo annual estimate,055
Huerfano,2005,7823.0,sdo annual estimate,055
Huerfano,2006,7750.0,sdo annual estimate,055
Huerfano,2007,7658.0,sdo annual estimate,055
Huerfano,2008,7680.0,sdo annual estimate,055
Huerfano,2009,6710.0,sdo annual estimate,055
Huerfano,2010,6655.0,sdo annual estimate,055
Huerfano,2011,6671.0,sdo annual estimate,055
Huerfano,2012,6686.0,sdo annual estimate,055
Huerfano,2013,6697.0,sdo annual estimate,055
Huerfano,2014,6700.0,sdo annual estimate,055
Huerfano,2015,6706.0,sdo annual estimate,055
Huerfano,2016,6721.0,sdo annual estimate,055
Huerfano,2017,6737.0,sdo annual estimate,055
Huerfano,2018,6758.0,sdo annual estimate,055
Huerfano,2019,6778.0,sdo annual estimate,055
Huerfano,2020,6834.0,sdo annual estimate,055
Huerfano,2021,6950.0,sdo annual estimate,055
Huerfano,2022,7101.0,sdo annual estimate,055
Huerfano,2023,7059.0,sdo annual estimate,055
Huerfano,2024,7025.0,sdo annual estimate,055
Jackson,1870,0.0,decennial census,057
Jackson,1880,0.0,decennial census,057
Jackson,1890,0.0,decennial census,057
Jackson,1900,0.0,decennial census,057
Jackson,1910,1013.0,decennial census,057
Jackson,1920,1340.0,decennial census,057
Jackson,1930,1386.0,decennial census,057
Jackson,1940,1798.0,decennial census,057
Jackson,1950,1976.0,decennial census,057
Jackson,1960,1758.0,decennial census,057
Jackson,1970,1811.0,decennial census,057
Jackson,1980,1863.0,sdo annual estimate,057
Jackson,1981,2022.0,sdo annual estimate,057
Jackson,1982,2057.0,sdo annual estimate,057
Jackson,1983,1818.0,sdo annual estimate,057
Jackson,1984,1799.0,sdo annual estimate,057
Jackson,1985,1729.0,sdo annual estimate,057
Jackson,1986,1708.0,sdo annual estimate,057
Jackson,1987,1775.0,sdo annual estimate,057
Jackson,1988,1713.0,sdo annual estimate,057
Jackson,1989,1651.0,sdo annual estimate,057
Jackson,1990,1605.0,sdo annual estimate,057
Jackson,1991,1556.0,sdo annual estimate,057
Jackson,1992,1574.0,sdo annual estimate,057
Jackson,1993,1632.0,sdo annual estimate,057
Jackson,1994,1642.0,sdo annual estimate,057
Jackson,1995,1609.0,sdo annual estimate,057
Jackson,1996,1594.0,sdo annual estimate,057
Jackson,1997,1596.0,sdo annual estimate,057
Jackson,1998,1587.0,sdo annual estimate,057
Jackson,1999,1582.0,sdo annual estimate,057
Jackson,2000,1576.0,sdo annual estimate,057
Jackson,2001,1590.0,sdo annual estimate,057
Jackson,2002,1591.0,sdo annual estimate,057
Jackson,2003,1586.0,sdo annual estimate,057
Jackson,2004,1521.0,sdo annual estimate,057
Jackson,2005,1492.0,sdo annual estimate,057
Jackson,2006,1443.0,sdo annual estimate,057
Jackson,2007,1422.0,sdo annual estimate,057
Jackson,2008,1381.0,sdo annual estimate,057
Jackson,2009,1386.0,sdo annual estimate,057
Jackson,2010,1387.0,sdo annual estimate,057
Jackson,2011,1387.0,sdo annual estimate,057
Jackson,2012,1385.0,sdo annual estimate,057
Jackson,2013,1383.0,sdo annual estimate,057
Jackson,2014,1381.0,sdo annual estimate,057
Jackson,2015,1381.0,sdo annual estimate,057
Jackson,2016,1379.0,sdo annual estimate,057
Jackson,2017,1379.0,sdo annual estimate,057
Jackson,2018,1379.0,sdo annual estimate,057
Jackson,2019,1379.0,sdo annual estimate,057
Jackson,2020,1377.0,sdo annual estimate,057
Jackson,2021,1358.0,sdo annual estimate,057
Jackson,2022,1314.0,sdo annual estimate,057
Jackson,2023,1310.0,sdo annual estimate,057
Jackson,2024,1270.0,sdo annual estimate,057
Jefferson,1870,2390.0,decennial census,059
Jefferson,1880,6804.0,decennial census,059
Jefferson,1890,8450.0,decennial census,059
Jefferson,1900,9306.0,decennial census,059
Jefferson,1910,14231.0,decennial census,059
Jefferson,1920,14400.0,decennial census,059
Jefferson,1930,21810.0,decennial census,059
Jefferson,1940,30725.0,decennial census,059
Jefferson,1950,55687.0,decennial census,059
Jefferson,1960,127520.0,decennial census,059
Jefferson,1970,235368.0,decennial census,059
Jefferson,1980,371753.0,sdo annual estimate,059
Jefferson,1981,386410.0,sdo annual estimate,059
Jefferson,1982,398695.0,sdo annual estimate,059
Jefferson,1983,406163.0,sdo annual estimate,059
Jefferson,1984,413716.0,sdo annual estimate,059
Jefferson,1985,421617.0,sdo annual estimate,059
Jefferson,1986,427070.0,sdo annual estimate,059
Jefferson,1987,430187.0,sdo annual estimate,059
Jefferson,1988,432429.0,sdo annual estimate,059
Jefferson,1989,435905.0,sdo annual estimate,059
Jefferson,1990,438430.0,sdo annual estimate,059
Jefferson,1991,449663.0,sdo annual estimate,059
Jefferson,1992,463540.0,sdo annual estimate,059
Jefferson,1993,476208.0,sdo annual estimate,059
Jefferson,1994,483433.0,sdo annual estimate,059
Jefferson,1995,491314.0,sdo annual estimate,059
Jefferson,1996,498046.0,sdo annual estimate,059
Jefferson,1997,504234.0,sdo annual estimate,059
Jefferson,1998,512483.0,sdo annual estimate,059
Jefferson,1999,520810.0,sdo annual estimate,059
Jefferson,2000,526718.0,sdo annual estimate,059
Jefferson,2001,528067.0,sdo annual estimate,059
Jefferson,2002,527539.0,sdo annual estimate,059
Jefferson,2003,525429.0,sdo annual estimate,059
Jefferson,2004,524876.0,sdo annual estimate,059
Jefferson,2005,523517.0,sdo annual estimate,059
Jefferson,2006,524579.0,sdo annual estimate,059
Jefferson,2007,527120.0,sdo annual estimate,059
Jefferson,2008,530565.0,sdo annual estimate,059
Jefferson,2009,532606.0,sdo annual estimate,059
Jefferson,2010,535651.0,sdo annual estimate,059
Jefferson,2011,540625.0,sdo annual estimate,059
Jefferson,2012,546631.0,sdo annual estimate,059
Jefferson,2013,552236.0,sdo annual estimate,059
Jefferson,2014,559016.0,sdo annual estimate,059
Jefferson,2015,565161.0,sdo annual estimate,059
Jefferson,2016,571744.0,sdo annual estimate,059
Jefferson,2017,575923.0,sdo annual estimate,059
Jefferson,2018,579821.0,sdo annual estimate,059
Jefferson,2019,582568.0,sdo annual estimate,059
Jefferson,2020,583138.0,sdo annual estimate,059
Jefferson,2021,580840.0,sdo annual estimate,059
Jefferson,2022,576580.0,sdo annual estimate,059
Jefferson,2023,577599.0,sdo annual estimate,059
Jefferson,2024,578437.0,sdo annual estimate,059
Kiowa,1870,0.0,decennial census,061
Kiowa,1880,0.0,decennial census,061
Kiowa,1890,1243.0,decennial census,061
Kiowa,1900,701.0,decennial census,061
Kiowa,1910,2899.0,decennial census,061
Kiowa,1920,3755.0,decennial census,061
Kiowa,1930,3786.0,decennial census,061
Kiowa,1940,2793.0,decennial census,061
Kiowa,1950,3003.0,decennial census,061
Kiowa,1960,2425.0,decennial census,061
Kiowa,1970,2029.0,decennial census,061
Kiowa,1980,1936.0,sdo annual estimate,061
Kiowa,1981,1995.0,sdo annual estimate,061
Kiowa,1982,1927.0,sdo annual estimate,061
Kiowa,1983,1925.0,sdo annual estimate,061
Kiowa,1984,1950.0,sdo annual estimate,061
Kiowa,1985,1847.0,sdo annual estimate,061
Kiowa,1986,1798.0,sdo annual estimate,061
Kiowa,1987,1758.0,sdo annual estimate,061
Kiowa,1988,1711.0,sdo annual estimate,061
Kiowa,1989,1698.0,sdo annual estimate,061
Kiowa,1990,1688.0,sdo annual estimate,061
Kiowa,1991,1683.0,sdo annual estimate,061
Kiowa,1992,1695.0,sdo annual estimate,061
Kiowa,1993,1698.0,sdo annual estimate,061
Kiowa,1994,1693.0,sdo annual estimate,061
Kiowa,1995,1643.0,sdo annual estimate,061
Kiowa,1996,1662.0,sdo annual estimate,061
Kiowa,1997,1661.0,sdo annual estimate,061
Kiowa,1998,1644.0,sdo annual estimate,061
Kiowa,1999,1632.0,sdo annual estimate,061
Kiowa,2000,1614.0,sdo annual estimate,061
Kiowa,2001,1606.0,sdo annual estimate,061
Kiowa,2002,1566.0,sdo annual estimate,061
Kiowa,2003,1548.0,sdo annual estimate,061
Kiowa,2004,1523.0,sdo annual estimate,061
Kiowa,2005,1543.0,sdo annual estimate,061
Kiowa,2006,1514.0,sdo annual estimate,061
Kiowa,2007,1471.0,sdo annual estimate,061
Kiowa,2008,1432.0,sdo annual estimate,061
Kiowa,2009,1392.0,sdo annual estimate,061
Kiowa,2010,1399.0,sdo annual estimate,061
Kiowa,2011,1383.0,sdo annual estimate,061
Kiowa,2012,1392.0,sdo annual estimate,061
Kiowa,2013,1397.0,sdo annual estimate,061
Kiowa,2014,1393.0,sdo annual estimate,061
Kiowa,2015,1406.0,sdo annual estimate,061
Kiowa,2016,1420.0,sdo annual estimate,061
Kiowa,2017,1428.0,sdo annual estimate,061
Kiowa,2018,1442.0,sdo annual estimate,061
Kiowa,2019,1454.0,sdo annual estimate,061
Kiowa,2020,1454.0,sdo annual estimate,061
Kiowa,2021,1453.0,sdo annual estimate,061
Kiowa,2022,1430.0,sdo annual estimate,061
Kiowa,2023,1380.0,sdo annual estimate,061
Kiowa,2024,1417.0,sdo annual estimate,061
Kit Carson,1870,0.0,decennial census,063
Kit Carson,1880,0.0,decennial census,063
Kit Carson,1890,2472.0,decennial census,063
Kit Carson,1900,1580.0,decennial census,063
Kit Carson,1910,7483.0,decennial census,063
Kit Carson,1920,8915.0,decennial census,063
Kit Carson,1930,9725.0,decennial census,063
Kit Carson,1940,7512.0,decennial census,063
Kit Carson,1950,8600.0,decennial census,063
Kit Carson,1960,6957.0,decennial census,063
Kit Carson,1970,7530.0,decennial census,063
Kit Carson,1980,7599.0,sdo annual estimate,063
Kit Carson,1981,7513.0,sdo annual estimate,063
Kit Carson,1982,7570.0,sdo annual estimate,063
Kit Carson,1983,7765.0,sdo annual estimate,063
Kit Carson,1984,7812.0,sdo annual estimate,063
Kit Carson,1985,7547.0,sdo annual estimate,063
Kit Carson,1986,7373.0,sdo annual estimate,063
Kit Carson,1987,7241.0,sdo annual estimate,063
Kit Carson,1988,7280.0,sdo annual estimate,063
Kit Carson,1989,7201.0,sdo annual estimate,063
Kit Carson,1990,7140.0,sdo annual estimate,063
Kit Carson,1991,7161.0,sdo annual estimate,063
Kit Carson,1992,7232.0,sdo annual estimate,063
Kit Carson,1993,7267.0,sdo annual estimate,063
Kit Carson,1994,7340.0,sdo annual estimate,063
Kit Carson,1995,7413.0,sdo annual estimate,063
Kit Carson,1996,7486.0,sdo annual estimate,063
Kit Carson,1997,7599.0,sdo annual estimate,063
Kit Carson,1998,7754.0,sdo annual estimate,063
Kit Carson,1999,7901.0,sdo annual estimate,063
Kit Carson,2000,7975.0,sdo annual estimate,063
Kit Carson,2001,8073.0,sdo annual estimate,063
Kit Carson,2002,8289.0,sdo annual estimate,063
Kit Carson,2003,8185.0,sdo annual estimate,063
Kit Carson,2004,8257.0,sdo annual estimate,063
Kit Carson,2005,7998.0,sdo annual estimate,063
Kit Carson,2006,7946.0,sdo annual estimate,063
Kit Carson,2007,7835.0,sdo annual estimate,063
Kit Carson,2008,8042.0,sdo annual estimate,063
Kit Carson,2009,8269.0,sdo annual estimate,063
Kit Carson,2010,8267.0,sdo annual estimate,063
Kit Carson,2011,8165.0,sdo annual estimate,063
Kit Carson,2012,8085.0,sdo annual estimate,063
Kit Carson,2013,8006.0,sdo annual estimate,063
Kit Carson,2014,7664.0,sdo annual estimate,063
Kit Carson,2015,7561.0,sdo annual estimate,063
Kit Carson,2016,7480.0,sdo annual estimate,063
Kit Carson,2017,7400.0,sdo annual estimate,063
Kit Carson,2018,7285.0,sdo annual estimate,063
Kit Carson,2019,7182.0,sdo annual estimate,063
Kit Carson,2020,7069.0,sdo annual estimate,063
Kit Carson,2021,6930.0,sdo annual estimate,063
Kit Carson,2022,7011.0,sdo annual estimate,063
Kit Carson,2023,7021.0,sdo annual estimate,063
Kit Carson,2024,7063.0,sdo annual estimate,063
La Plata,1870,0.0,decennial census,067
La Plata,1880,1110.0,decennial census,067
La Plata,1890,5509.0,decennial census,067
La Plata,1900,7016.0,decennial census,067
La Plata,1910,10812.0,decennial census,067
La Plata,1920,11218.0,decennial census,067
La Plata,1930,12975.0,decennial census,067
La Plata,1940,15494.0,decennial census,067
La Plata,1950,14880.0,decennial census,067
La Plata,1960,19225.0,decennial census,067
La Plata,1970,19199.0,decennial census,067
La Plata,1980,27195.0,sdo annual estimate,067
La Plata,1981,28531.0,sdo annual estimate,067
La Plata,1982,29729.0,sdo annual estimate,067
La Plata,1983,30845.0,sdo annual estimate,067
