county,year,population,basis,countyfips
La Plata,1984,31072.0,sdo annual estimate,067
La Plata,1985,31393.0,sdo annual estimate,067
La Plata,1986,30790.0,sdo annual estimate,067
La Plata,1987,30916.0,sdo annual estimate,067
La Plata,1988,31179.0,sdo annual estimate,067
La Plata,1989,31809.0,sdo annual estimate,067
La Plata,1990,32284.0,sdo annual estimate,067
La Plata,1991,33411.0,sdo annual estimate,067
La Plata,1992,34429.0,sdo annual estimate,067
La Plata,1993,35598.0,sdo annual estimate,067
La Plata,1994,36906.0,sdo annual estimate,067
La Plata,1995,38760.0,sdo annual estimate,067
La Plata,1996,39704.0,sdo annual estimate,067
La Plata,1997,40318.0,sdo annual estimate,067
La Plata,1998,41173.0,sdo annual estimate,067
La Plata,1999,42757.0,sdo annual estimate,067
La Plata,2000,44578.0,sdo annual estimate,067
La Plata,2001,45645.0,sdo annual estimate,067
La Plata,2002,46089.0,sdo annual estimate,067
La Plata,2003,46447.0,sdo annual estimate,067
La Plata,2004,46926.0,sdo annual estimate,067
La Plata,2005,47713.0,sdo annual estimate,067
La Plata,2006,48408.0,sdo annual estimate,067
La Plata,2007,49146.0,sdo annual estimate,067
La Plata,2008,50073.0,sdo annual estimate,067
La Plata,2009,50759.0,sdo annual estimate,067
La Plata,2010,51441.0,sdo annual estimate,067
La Plata,2011,51803.0,sdo annual estimate,067
La Plata,2012,52314.0,sdo annual estimate,067
La Plata,2013,53146.0,sdo annual estimate,067
La Plata,2014,53557.0,sdo annual estimate,067
La Plata,2015,54300.0,sdo annual estimate,067
La Plata,2016,54884.0,sdo annual estimate,067
La Plata,2017,55034.0,sdo annual estimate,067
La Plata,2018,55731.0,sdo annual estimate,067
La Plata,2019,55509.0,sdo annual estimate,067
La Plata,2020,55673.0,sdo annual estimate,067
La Plata,2021,56179.0,sdo annual estimate,067
La Plata,2022,56571.0,sdo annual estimate,067
La Plata,2023,56421.0,sdo annual estimate,067
La Plata,2024,56841.0,sdo annual estimate,067
Lake,1870,522.0,decennial census,065
Lake,1880,23563.0,decennial census,065
Lake,1890,14663.0,decennial census,065
Lake,1900,18054.0,decennial census,065
Lake,1910,10600.0,decennial census,065
Lake,1920,6630.0,decennial census,065
Lake,1930,4899.0,decennial census,065
Lake,1940,6883.0,decennial census,065
Lake,1950,6150.0,decennial census,065
Lake,1960,7101.0,decennial census,065
Lake,1970,8282.0,decennial census,065
Lake,1980,8830.0,sdo annual estimate,065
Lake,1981,8979.0,sdo annual estimate,065
Lake,1982,8425.0,sdo annual estimate,065
Lake,1983,7657.0,sdo annual estimate,065
Lake,1984,7163.0,sdo annual estimate,065
Lake,1985,6789.0,sdo annual estimate,065
Lake,1986,6450.0,sdo annual estimate,065
Lake,1987,6045.0,sdo annual estimate,065
Lake,1988,5750.0,sdo annual estimate,065
Lake,1989,5896.0,sdo annual estimate,065
Lake,1990,6007.0,sdo annual estimate,065
Lake,1991,6141.0,sdo annual estimate,065
Lake,1992,6209.0,sdo annual estimate,065
Lake,1993,6271.0,sdo annual estimate,065
Lake,1994,6380.0,sdo annual estimate,065
Lake,1995,7143.0,sdo annual estimate,065
Lake,1996,7554.0,sdo annual estimate,065
Lake,1997,7860.0,sdo annual estimate,065
Lake,1998,7835.0,sdo annual estimate,065
Lake,1999,7822.0,sdo annual estimate,065
Lake,2000,7940.0,sdo annual estimate,065
Lake,2001,7821.0,sdo annual estimate,065
Lake,2002,7726.0,sdo annual estimate,065
Lake,2003,7520.0,sdo annual estimate,065
Lake,2004,7416.0,sdo annual estimate,065
Lake,2005,7284.0,sdo annual estimate,065
Lake,2006,7217.0,sdo annual estimate,065
Lake,2007,7271.0,sdo annual estimate,065
Lake,2008,7269.0,sdo annual estimate,065
Lake,2009,7174.0,sdo annual estimate,065
Lake,2010,7282.0,sdo annual estimate,065
Lake,2011,7242.0,sdo annual estimate,065
Lake,2012,7103.0,sdo annual estimate,065
Lake,2013,7071.0,sdo annual estimate,065
Lake,2014,7085.0,sdo annual estimate,065
Lake,2015,7159.0,sdo annual estimate,065
Lake,2016,7246.0,sdo annual estimate,065
Lake,2017,7352.0,sdo annual estimate,065
Lake,2018,7332.0,sdo annual estimate,065
Lake,2019,7555.0,sdo annual estimate,065
Lake,2020,7413.0,sdo annual estimate,065
Lake,2021,7400.0,sdo annual estimate,065
Lake,2022,7353.0,sdo annual estimate,065
Lake,2023,7366.0,sdo annual estimate,065
Lake,2024,7353.0,sdo annual estimate,065
Larimer,1870,838.0,decennial census,069
Larimer,1880,4892.0,decennial census,069
Larimer,1890,9712.0,decennial census,069
Larimer,1900,13168.0,decennial census,069
Larimer,1910,25270.0,decennial census,069
Larimer,1920,27872.0,decennial census,069
Larimer,1930,33137.0,decennial census,069
Larimer,1940,35539.0,decennial census,069
Larimer,1950,43554.0,decennial census,069
Larimer,1960,53343.0,decennial census,069
Larimer,1970,89900.0,decennial census,069
Larimer,1980,149184.0,sdo annual estimate,069
Larimer,1981,153793.0,sdo annual estimate,069
Larimer,1982,158719.0,sdo annual estimate,069
Larimer,1983,162804.0,sdo annual estimate,069
Larimer,1984,166500.0,sdo annual estimate,069
Larimer,1985,170724.0,sdo annual estimate,069
Larimer,1986,174980.0,sdo annual estimate,069
Larimer,1987,178151.0,sdo annual estimate,069
Larimer,1988,180220.0,sdo annual estimate,069
Larimer,1989,183598.0,sdo annual estimate,069
Larimer,1990,186136.0,sdo annual estimate,069
Larimer,1991,193542.0,sdo annual estimate,069
Larimer,1992,199666.0,sdo annual estimate,069
Larimer,1993,206844.0,sdo annual estimate,069
Larimer,1994,214936.0,sdo annual estimate,069
Larimer,1995,221622.0,sdo annual estimate,069
Larimer,1996,227248.0,sdo annual estimate,069
Larimer,1997,232796.0,sdo annual estimate,069
Larimer,1998,239080.0,sdo annual estimate,069
Larimer,1999,246156.0,sdo annual estimate,069
Larimer,2000,253088.0,sdo annual estimate,069
Larimer,2001,260911.0,sdo annual estimate,069
Larimer,2002,266171.0,sdo annual estimate,069
Larimer,2003,268146.0,sdo annual estimate,069
Larimer,2004,273269.0,sdo annual estimate,069
Larimer,2005,275873.0,sdo annual estimate,069
Larimer,2006,281027.0,sdo annual estimate,069
Larimer,2007,286754.0,sdo annual estimate,069
Larimer,2008,292394.0,sdo annual estimate,069
Larimer,2009,297502.0,sdo annual estimate,069
Larimer,2010,300532.0,sdo annual estimate,069
Larimer,2011,305342.0,sdo annual estimate,069
Larimer,2012,310952.0,sdo annual estimate,069
Larimer,2013,316337.0,sdo annual estimate,069
Larimer,2014,324123.0,sdo annual estimate,069
Larimer,2015,333445.0,sdo annual estimate,069
Larimer,2016,339128.0,sdo annual estimate,069
Larimer,2017,344187.0,sdo annual estimate,069
Larimer,2018,350661.0,sdo annual estimate,069
Larimer,2019,356800.0,sdo annual estimate,069
Larimer,2020,359957.0,sdo annual estimate,069
Larimer,2021,362836.0,sdo annual estimate,069
Larimer,2022,368062.0,sdo annual estimate,069
Larimer,2023,371450.0,sdo annual estimate,069
Larimer,2024,374387.0,sdo annual estimate,069
Las Animas,1870,4276.0,decennial census,071
Las Animas,1880,8903.0,decennial census,071
Las Animas,1890,17208.0,decennial census,071
Las Animas,1900,21842.0,decennial census,071
Las Animas,1910,33643.0,decennial census,071
Las Animas,1920,38975.0,decennial census,071
Las Animas,1930,36008.0,decennial census,071
Las Animas,1940,32369.0,decennial census,071
Las Animas,1950,25902.0,decennial census,071
Las Animas,1960,19983.0,decennial census,071
Las Animas,1970,15744.0,decennial census,071
Las Animas,1980,14897.0,sdo annual estimate,071
Las Animas,1981,15123.0,sdo annual estimate,071
Las Animas,1982,15160.0,sdo annual estimate,071
Las Animas,1983,15135.0,sdo annual estimate,071
Las Animas,1984,14714.0,sdo annual estimate,071
Las Animas,1985,14241.0,sdo annual estimate,071
Las Animas,1986,14113.0,sdo annual estimate,071
Las Animas,1987,14397.0,sdo annual estimate,071
Las Animas,1988,14222.0,sdo annual estimate,071
Las Animas,1989,13960.0,sdo annual estimate,071
Las Animas,1990,13765.0,sdo annual estimate,071
Las Animas,1991,13816.0,sdo annual estimate,071
Las Animas,1992,14029.0,sdo annual estimate,071
Las Animas,1993,14212.0,sdo annual estimate,071
Las Animas,1994,14754.0,sdo annual estimate,071
Las Animas,1995,14909.0,sdo annual estimate,071
Las Animas,1996,14967.0,sdo annual estimate,071
Las Animas,1997,15045.0,sdo annual estimate,071
Las Animas,1998,15054.0,sdo annual estimate,071
Las Animas,1999,15142.0,sdo annual estimate,071
Las Animas,2000,15286.0,sdo annual estimate,071
Las Animas,2001,15310.0,sdo annual estimate,071
Las Animas,2002,15659.0,sdo annual estimate,071
Las Animas,2003,16089.0,sdo annual estimate,071
Las Animas,2004,15700.0,sdo annual estimate,071
Las Animas,2005,15570.0,sdo annual estimate,071
Las Animas,2006,15552.0,sdo annual estimate,071
Las Animas,2007,15525.0,sdo annual estimate,071
Las Animas,2008,15486.0,sdo annual estimate,071
Las Animas,2009,15477.0,sdo annual estimate,071
Las Animas,2010,15407.0,sdo annual estimate,071
Las Animas,2011,15325.0,sdo annual estimate,071
Las Animas,2012,15245.0,sdo annual estimate,071
Las Animas,2013,15172.0,sdo annual estimate,071
Las Animas,2014,15086.0,sdo annual estimate,071
Las Animas,2015,14997.0,sdo annual estimate,071
Las Animas,2016,14906.0,sdo annual estimate,071
Las Animas,2017,14817.0,sdo annual estimate,071
Las Animas,2018,14729.0,sdo annual estimate,071
Las Animas,2019,14644.0,sdo annual estimate,071
Las Animas,2020,14491.0,sdo annual estimate,071
Las Animas,2021,14333.0,sdo annual estimate,071
Las Animas,2022,14308.0,sdo annual estimate,071
Las Animas,2023,14419.0,sdo annual estimate,071
Las Animas,2024,14565.0,sdo annual estimate,071
Lincoln,1870,0.0,decennial census,073
Lincoln,1880,0.0,decennial census,073
Lincoln,1890,689.0,decennial census,073
Lincoln,1900,926.0,decennial census,073
Lincoln,1910,5917.0,decennial census,073
Lincoln,1920,8273.0,decennial census,073
Lincoln,1930,7850.0,decennial census,073
Lincoln,1940,5882.0,decennial census,073
Lincoln,1950,5909.0,decennial census,073
Lincoln,1960,5310.0,decennial census,073
Lincoln,1970,4836.0,decennial census,073
Lincoln,1980,4663.0,sdo annual estimate,073
Lincoln,1981,4508.0,sdo annual estimate,073
Lincoln,1982,4495.0,sdo annual estimate,073
Lincoln,1983,4558.0,sdo annual estimate,073
Lincoln,1984,4465.0,sdo annual estimate,073
Lincoln,1985,4588.0,sdo annual estimate,073
Lincoln,1986,4431.0,sdo annual estimate,073
Lincoln,1987,4442.0,sdo annual estimate,073
Lincoln,1988,4577.0,sdo annual estimate,073
Lincoln,1989,4549.0,sdo annual estimate,073
Lincoln,1990,4529.0,sdo annual estimate,073
Lincoln,1991,5430.0,sdo annual estimate,073
Lincoln,1992,5975.0,sdo annual estimate,073
Lincoln,1993,5878.0,sdo annual estimate,073
Lincoln,1994,5939.0,sdo annual estimate,073
Lincoln,1995,5983.0,sdo annual estimate,073
Lincoln,1996,6112.0,sdo annual estimate,073
Lincoln,1997,6094.0,sdo annual estimate,073
Lincoln,1998,6107.0,sdo annual estimate,073
Lincoln,1999,6096.0,sdo annual estimate,073
Lincoln,2000,6163.0,sdo annual estimate,073
Lincoln,2001,6076.0,sdo annual estimate,073
Lincoln,2002,6047.0,sdo annual estimate,073
Lincoln,2003,6052.0,sdo annual estimate,073
Lincoln,2004,5907.0,sdo annual estimate,073
Lincoln,2005,5787.0,sdo annual estimate,073
Lincoln,2006,5665.0,sdo annual estimate,073
Lincoln,2007,5571.0,sdo annual estimate,073
Lincoln,2008,5522.0,sdo annual estimate,073
Lincoln,2009,5463.0,sdo annual estimate,073
Lincoln,2010,5474.0,sdo annual estimate,073
Lincoln,2011,5488.0,sdo annual estimate,073
Lincoln,2012,5503.0,sdo annual estimate,073
Lincoln,2013,5522.0,sdo annual estimate,073
Lincoln,2014,5538.0,sdo annual estimate,073
Lincoln,2015,5553.0,sdo annual estimate,073
Lincoln,2016,5573.0,sdo annual estimate,073
Lincoln,2017,5591.0,sdo annual estimate,073
Lincoln,2018,5621.0,sdo annual estimate,073
Lincoln,2019,5642.0,sdo annual estimate,073
Lincoln,2020,5662.0,sdo annual estimate,073
Lincoln,2021,5476.0,sdo annual estimate,073
Lincoln,2022,5522.0,sdo annual estimate,073
Lincoln,2023,5501.0,sdo annual estimate,073
Lincoln,2024,5575.0,sdo annual estimate,073
Logan,1870,0.0,decennial census,075
Logan,1880,0.0,decennial census,075
Logan,1890,3070.0,decennial census,075
Logan,1900,3292.0,decennial census,075
Logan,1910,9549.0,decennial census,075
Logan,1920,18427.0,decennial census,075
Logan,1930,19946.0,decennial census,075
Logan,1940,18370.0,decennial census,075
Logan,1950,17187.0,decennial census,075
Logan,1960,20302.0,decennial census,075
Logan,1970,18852.0,decennial census,075
Logan,1980,19800.0,sdo annual estimate,075
Logan,1981,19780.0,sdo annual estimate,075
Logan,1982,19649.0,sdo annual estimate,075
Logan,1983,19787.0,sdo annual estimate,075
Logan,1984,19382.0,sdo annual estimate,075
Logan,1985,19063.0,sdo annual estimate,075
Logan,1986,18167.0,sdo annual estimate,075
Logan,1987,17740.0,sdo annual estimate,075
Logan,1988,17932.0,sdo annual estimate,075
Logan,1989,17725.0,sdo annual estimate,075
Logan,1990,17567.0,sdo annual estimate,075
Logan,1991,17503.0,sdo annual estimate,075
Logan,1992,17562.0,sdo annual estimate,075
Logan,1993,17959.0,sdo annual estimate,075
Logan,1994,18828.0,sdo annual estimate,075
Logan,1995,19368.0,sdo annual estimate,075
Logan,1996,19661.0,sdo annual estimate,075
Logan,1997,20008.0,sdo annual estimate,075
Logan,1998,20003.0,sdo annual estimate,075
Logan,1999,20289.0,sdo annual estimate,075
Logan,2000,20655.0,sdo annual estimate,075
Logan,2001,22354.0,sdo annual estimate,075
Logan,2002,22095.0,sdo annual estimate,075
Logan,2003,22371.0,sdo annual estimate,075
Logan,2004,22181.0,sdo annual estimate,075
Logan,2005,22088.0,sdo annual estimate,075
Logan,2006,22267.0,sdo annual estimate,075
Logan,2007,22403.0,sdo annual estimate,075
Logan,2008,22324.0,sdo annual estimate,075
Logan,2009,22517.0,sdo annual estimate,075
Logan,2010,22293.0,sdo annual estimate,075
Logan,2011,22210.0,sdo annual estimate,075
Logan,2012,22131.0,sdo annual estimate,075
Logan,2013,22056.0,sdo annual estimate,075
Logan,2014,21964.0,sdo annual estimate,075
Logan,2015,21873.0,sdo annual estimate,075
Logan,2016,21772.0,sdo annual estimate,075
Logan,2017,21691.0,sdo annual estimate,075
Logan,2018,21611.0,sdo annual estimate,075
Logan,2019,21504.0,sdo annual estimate,075
Logan,2020,21205.0,sdo annual estimate,075
Logan,2021,20997.0,sdo annual estimate,075
Logan,2022,20816.0,sdo annual estimate,075
Logan,2023,20624.0,sdo annual estimate,075
Logan,2024,20756.0,sdo annual estimate,075
Mesa,1870,0.0,decennial census,077
Mesa,1880,0.0,decennial census,077
Mesa,1890,4260.0,decennial census,077
Mesa,1900,9267.0,decennial census,077
Mesa,1910,22197.0,decennial census,077
Mesa,1920,22281.0,decennial census,077
Mesa,1930,25908.0,decennial census,077
Mesa,1940,33791.0,decennial census,077
Mesa,1950,38974.0,decennial census,077
Mesa,1960,50715.0,decennial census,077
Mesa,1970,54374.0,decennial census,077
Mesa,1980,81530.0,sdo annual estimate,077
Mesa,1981,87073.0,sdo annual estimate,077
Mesa,1982,93831.0,sdo annual estimate,077
Mesa,1983,96675.0,sdo annual estimate,077
Mesa,1984,93474.0,sdo annual estimate,077
Mesa,1985,88021.0,sdo annual estimate,077
Mesa,1986,85562.0,sdo annual estimate,077
Mesa,1987,85559.0,sdo annual estimate,077
Mesa,1988,87288.0,sdo annual estimate,077
Mesa,1989,90593.0,sdo annual estimate,077
Mesa,1990,93145.0,sdo annual estimate,077
Mesa,1991,95992.0,sdo annual estimate,077
Mesa,1992,97411.0,sdo annual estimate,077
Mesa,1993,99903.0,sdo annual estimate,077
Mesa,1994,102767.0,sdo annual estimate,077
Mesa,1995,105406.0,sdo annual estimate,077
Mesa,1996,107529.0,sdo annual estimate,077
Mesa,1997,109762.0,sdo annual estimate,077
Mesa,1998,112327.0,sdo annual estimate,077
Mesa,1999,114573.0,sdo annual estimate,077
Mesa,2000,117651.0,sdo annual estimate,077
Mesa,2001,119864.0,sdo annual estimate,077
Mesa,2002,121787.0,sdo annual estimate,077
Mesa,2003,124152.0,sdo annual estimate,077
Mesa,2004,126626.0,sdo annual estimate,077
Mesa,2005,128999.0,sdo annual estimate,077
Mesa,2006,133128.0,sdo annual estimate,077
Mesa,2007,137390.0,sdo annual estimate,077
Mesa,2008,140680.0,sdo annual estimate,077
Mesa,2009,144795.0,sdo annual estimate,077
Mesa,2010,147155.0,sdo annual estimate,077
Mesa,2011,147957.0,sdo annual estimate,077
Mesa,2012,147939.0,sdo annual estimate,077
Mesa,2013,147926.0,sdo annual estimate,077
Mesa,2014,147876.0,sdo annual estimate,077
Mesa,2015,148774.0,sdo annual estimate,077
Mesa,2016,150346.0,sdo annual estimate,077
Mesa,2017,152148.0,sdo annual estimate,077
Mesa,2018,154047.0,sdo annual estimate,077
Mesa,2019,155108.0,sdo annual estimate,077
Mesa,2020,156010.0,sdo annual estimate,077
Mesa,2021,157465.0,sdo annual estimate,077
Mesa,2022,158596.0,sdo annual estimate,077
Mesa,2023,159701.0,sdo annual estimate,077
Mesa,2024,161196.0,sdo annual estimate,077
Mineral,1870,0.0,decennial census,079
Mineral,1880,0.0,decennial census,079
Mineral,1890,0.0,decennial census,079
Mineral,1900,1913.0,decennial census,079
Mineral,1910,1239.0,decennial census,079
Mineral,1920,779.0,decennial census,079
Mineral,1930,640.0,decennial census,079
Mineral,1940,975.0,decennial census,079
Mineral,1950,698.0,decennial census,079
Mineral,1960,424.0,decennial census,079
Mineral,1970,786.0,decennial census,079
Mineral,1980,804.0,sdo annual estimate,079
Mineral,1981,910.0,sdo annual estimate,079
Mineral,1982,864.0,sdo annual estimate,079
Mineral,1983,877.0,sdo annual estimate,079
Mineral,1984,867.0,sdo annual estimate,079
Mineral,1985,836.0,sdo annual estimate,079
Mineral,1986,771.0,sdo annual estimate,079
Mineral,1987,738.0,sdo annual estimate,079
Mineral,1988,689.0,sdo annual estimate,079
Mineral,1989,611.0,sdo annual estimate,079
Mineral,1990,558.0,sdo annual estimate,079
Mineral,1991,570.0,sdo annual estimate,079
Mineral,1992,590.0,sdo annual estimate,079
Mineral,1993,600.0,sdo annual estimate,079
Mineral,1994,646.0,sdo annual estimate,079
Mineral,1995,674.0,sdo annual estimate,079
Mineral,1996,724.0,sdo annual estimate,079
Mineral,1997,744.0,sdo annual estimate,079
Mineral,1998,772.0,sdo annual estimate,079
Mineral,1999,806.0,sdo annual estimate,079
Mineral,2000,837.0,sdo annual estimate,079
Mineral,2001,820.0,sdo annual estimate,079
Mineral,2002,805.0,sdo annual estimate,079
Mineral,2003,830.0,sdo annual estimate,079
Mineral,2004,842.0,sdo annual estimate,079
Mineral,2005,806.0,sdo annual estimate,079
Mineral,2006,789.0,sdo annual estimate,079
Mineral,2007,803.0,sdo annual estimate,079
Mineral,2008,767.0,sdo annual estimate,079
Mineral,2009,714.0,sdo annual estimate,079
Mineral,2010,705.0,sdo annual estimate,079
Mineral,2011,712.0,sdo annual estimate,079
Mineral,2012,723.0,sdo annual estimate,079
Mineral,2013,734.0,sdo annual estimate,079
Mineral,2014,747.0,sdo annual estimate,079
Mineral,2015,755.0,sdo annual estimate,079
Mineral,2016,770.0,sdo annual estimate,079
Mineral,2017,788.0,sdo annual estimate,079
Mineral,2018,811.0,sdo annual estimate,079
Mineral,2019,834.0,sdo annual estimate,079
Mineral,2020,871.0,sdo annual estimate,079
Mineral,2021,926.0,sdo annual estimate,079
Mineral,2022,924.0,sdo annual estimate,079
Mineral,2023,934.0,sdo annual estimate,079
Mineral,2024,934.0,sdo annual estimate,079
Moffat,1870,0.0,decennial census,081
Moffat,1880,0.0,decennial census,081
Moffat,1890,0.0,decennial census,081
Moffat,1900,0.0,decennial census,081
Moffat,1910,0.0,decennial census,081
Moffat,1920,5129.0,decennial census,081
Moffat,1930,4861.0,decennial census,081
Moffat,1940,5086.0,decennial census,081
Moffat,1950,5946.0,decennial census,081
Moffat,1960,7061.0,decennial census,081
Moffat,1970,6525.0,decennial census,081
Moffat,1980,13133.0,sdo annual estimate,081
Moffat,1981,13665.0,sdo annual estimate,081
Moffat,1982,14887.0,sdo annual estimate,081
Moffat,1983,15622.0,sdo annual estimate,081
Moffat,1984,14412.0,sdo annual estimate,081
Moffat,1985,13286.0,sdo annual estimate,081
Moffat,1986,12679.0,sdo annual estimate,081
Moffat,1987,11886.0,sdo annual estimate,081
Moffat,1988,11754.0,sdo annual estimate,081
Moffat,1989,11526.0,sdo annual estimate,081
Moffat,1990,11357.0,sdo annual estimate,081
Moffat,1991,11449.0,sdo annual estimate,081
Moffat,1992,11692.0,sdo annual estimate,081
Moffat,1993,11797.0,sdo annual estimate,081
Moffat,1994,11996.0,sdo annual estimate,081
Moffat,1995,12187.0,sdo annual estimate,081
Moffat,1996,12291.0,sdo annual estimate,081
Moffat,1997,12572.0,sdo annual estimate,081
Moffat,1998,12812.0,sdo annual estimate,081
Moffat,1999,13025.0,sdo annual estimate,081
Moffat,2000,13182.0,sdo annual estimate,081
Moffat,2001,13089.0,sdo annual estimate,081
Moffat,2002,13134.0,sdo annual estimate,081
Moffat,2003,13054.0,sdo annual estimate,081
Moffat,2004,13063.0,sdo annual estimate,081
Moffat,2005,12965.0,sdo annual estimate,081
Moffat,2006,13102.0,sdo annual estimate,081
Moffat,2007,13270.0,sdo annual estimate,081
Moffat,2008,13446.0,sdo annual estimate,081
Moffat,2009,13544.0,sdo annual estimate,081
Moffat,2010,13806.0,sdo annual estimate,081
Moffat,2011,13452.0,sdo annual estimate,081
Moffat,2012,13216.0,sdo annual estimate,081
Moffat,2013,13187.0,sdo annual estimate,081
Moffat,2014,13016.0,sdo annual estimate,081
Moffat,2015,13038.0,sdo annual estimate,081
Moffat,2016,13266.0,sdo annual estimate,081
Moffat,2017,13223.0,sdo annual estimate,081
Moffat,2018,13291.0,sdo annual estimate,081
Moffat,2019,13364.0,sdo annual estimate,081
Moffat,2020,13267.0,sdo annual estimate,081
Moffat,2021,13163.0,sdo annual estimate,081
Moffat,2022,13169.0,sdo annual estimate,081
Moffat,2023,13319.0,sdo annual estimate,081
Moffat,2024,13186.0,sdo annual estimate,081
Montezuma,1870,0.0,decennial census,083
Montezuma,1880,0.0,decennial census,083
Montezuma,1890,1529.0,decennial census,083
Montezuma,1900,3058.0,decennial census,083
Montezuma,1910,5029.0,decennial census,083
Montezuma,1920,6260.0,decennial census,083
Montezuma,1930,7798.0,decennial census,083
Montezuma,1940,10463.0,decennial census,083
Montezuma,1950,9991.0,decennial census,083
Montezuma,1960,14024.0,decennial census,083
Montezuma,1970,12952.0,decennial census,083
Montezuma,1980,16510.0,sdo annual estimate,083
Montezuma,1981,17595.0,sdo annual estimate,083
Montezuma,1982,18550.0,sdo annual estimate,083
Montezuma,1983,19609.0,sdo annual estimate,083
Montezuma,1984,19826.0,sdo annual estimate,083
Montezuma,1985,19283.0,sdo annual estimate,083
Montezuma,1986,18835.0,sdo annual estimate,083
Montezuma,1987,18192.0,sdo annual estimate,083
Montezuma,1988,18110.0,sdo annual estimate,083
Montezuma,1989,18432.0,sdo annual estimate,083
Montezuma,1990,18672.0,sdo annual estimate,083
Montezuma,1991,19060.0,sdo annual estimate,083
Montezuma,1992,19651.0,sdo annual estimate,083
Montezuma,1993,20640.0,sdo annual estimate,083
Montezuma,1994,21393.0,sdo annual estimate,083
Montezuma,1995,22159.0,sdo annual estimate,083
Montezuma,1996,22650.0,sdo annual estimate,083
Montezuma,1997,22973.0,sdo annual estimate,083
Montezuma,1998,23117.0,sdo annual estimate,083
Montezuma,1999,23524.0,sdo annual estimate,083
Montezuma,2000,23852.0,sdo annual estimate,083
Montezuma,2001,23873.0,sdo annual estimate,083
Montezuma,2002,24109.0,sdo annual estimate,083
Montezuma,2003,24378.0,sdo annual estimate,083
Montezuma,2004,24607.0,sdo annual estimate,083
Montezuma,2005,24603.0,sdo annual estimate,083
Montezuma,2006,25017.0,sdo annual estimate,083
Montezuma,2007,25177.0,sdo annual estimate,083
Montezuma,2008,25200.0,sdo annual estimate,083
Montezuma,2009,25365.0,sdo annual estimate,083
Montezuma,2010,25532.0,sdo annual estimate,083
Montezuma,2011,25519.0,sdo annual estimate,083
Montezuma,2012,25501.0,sdo annual estimate,083
Montezuma,2013,25485.0,sdo annual estimate,083
Montezuma,2014,25464.0,sdo annual estimate,083
Montezuma,2015,25522.0,sdo annual estimate,083
Montezuma,2016,25543.0,sdo annual estimate,083
Montezuma,2017,25556.0,sdo annual estimate,083
Montezuma,2018,25612.0,sdo annual estimate,083
Montezuma,2019,25732.0,sdo annual estimate,083
Montezuma,2020,25891.0,sdo annual estimate,083
Montezuma,2021,26256.0,sdo annual estimate,083
Montezuma,2022,26511.0,sdo annual estimate,083
Montezuma,2023,26641.0,sdo annual estimate,083
Montezuma,2024,26861.0,sdo annual estimate,083
Montrose,1870,0.0,decennial census,085
Montrose,1880,0.0,decennial census,085
Montrose,1890,3980.0,decennial census,085
Montrose,1900,4535.0,decennial census,085
Montrose,1910,10291.0,decennial census,085
Montrose,1920,11852.0,decennial census,085
Montrose,1930,11742.0,decennial census,085
Montrose,1940,15418.0,decennial census,085
Montrose,1950,15220.0,decennial census,085
Montrose,1960,18286.0,decennial census,085
Montrose,1970,18366.0,decennial census,085
Montrose,1980,24352.0,sdo annual estimate,085
Montrose,1981,25031.0,sdo annual estimate,085
Montrose,1982,25245.0,sdo annual estimate,085
Montrose,1983,25543.0,sdo annual estimate,085
Montrose,1984,24943.0,sdo annual estimate,085
Montrose,1985,24389.0,sdo annual estimate,085
Montrose,1986,23833.0,sdo annual estimate,085
Montrose,1987,23822.0,sdo annual estimate,085
Montrose,1988,24087.0,sdo annual estimate,085
Montrose,1989,24281.0,sdo annual estimate,085
Montrose,1990,24423.0,sdo annual estimate,085
Montrose,1991,25275.0,sdo annual estimate,085
Montrose,1992,26223.0,sdo annual estimate,085
Montrose,1993,27287.0,sdo annual estimate,085
Montrose,1994,28502.0,sdo annual estimate,085
Montrose,1995,29670.0,sdo annual estimate,085
Montrose,1996,30487.0,sdo annual estimate,085
Montrose,1997,31252.0,sdo annual estimate,085
Montrose,1998,31837.0,sdo annual estimate,085
Montrose,1999,32748.0,sdo annual estimate,085
Montrose,2000,33577.0,sdo annual estimate,085
Montrose,2001,34442.0,sdo annual estimate,085
Montrose,2002,34926.0,sdo annual estimate,085
Montrose,2003,35640.0,sdo annual estimate,085
Montrose,2004,36131.0,sdo annual estimate,085
Montrose,2005,36997.0,sdo annual estimate,085
Montrose,2006,37968.0,sdo annual estimate,085
Montrose,2007,39131.0,sdo annual estimate,085
Montrose,2008,39952.0,sdo annual estimate,085
Montrose,2009,40680.0,sdo annual estimate,085
Montrose,2010,41188.0,sdo annual estimate,085
Montrose,2011,41260.0,sdo annual estimate,085
Montrose,2012,41303.0,sdo annual estimate,085
Montrose,2013,41331.0,sdo annual estimate,085
Montrose,2014,41388.0,sdo annual estimate,085
Montrose,2015,41457.0,sdo annual estimate,085
Montrose,2016,41594.0,sdo annual estimate,085
Montrose,2017,41768.0,sdo annual estimate,085
Montrose,2018,42084.0,sdo annual estimate,085
Montrose,2019,42500.0,sdo annual estimate,085
Montrose,2020,42814.0,sdo annual estimate,085
Montrose,2021,43242.0,sdo annual estimate,085
Montrose,2022,43847.0,sdo annual estimate,085
Montrose,2023,44287.0,sdo annual estimate,085
Montrose,2024,44748.0,sdo annual estimate,085
Morgan,1870,0.0,decennial census,087
