countyfips,placefips,municipality,year,population
061,22145,Eads,1990,780.0
061,22145,Eads,1991,776.0
061,22145,Eads,1992,779.0
061,22145,Eads,1993,789.0
061,22145,Eads,1994,801.0
061,22145,Eads,1995,773.0
061,22145,Eads,1996,776.0
061,22145,Eads,1997,772.0
061,22145,Eads,1998,761.0
061,22145,Eads,1999,753.0
061,22145,Eads,2000,743.0
061,22145,Eads,2001,737.0
061,22145,Eads,2002,715.0
061,22145,Eads,2003,705.0
061,22145,Eads,2004,690.0
061,22145,Eads,2005,699.0
061,22145,Eads,2006,675.0
061,22145,Eads,2007,656.0
061,22145,Eads,2008,637.0
061,22145,Eads,2009,614.0
061,22145,Eads,2010,609.0
061,22145,Eads,2011,661.0
061,22145,Eads,2012,666.0
061,22145,Eads,2013,668.0
061,22145,Eads,2014,665.0
061,22145,Eads,2015,672.0
061,22145,Eads,2016,678.0
061,22145,Eads,2017,682.0
061,22145,Eads,2018,688.0
061,22145,Eads,2019,694.0
061,22145,Eads,2020,675.0
061,22145,Eads,2021,670.0
061,22145,Eads,2022,654.0
061,22145,Eads,2023,628.0
061,22145,Eads,2024,642.0
037,22200,Eagle,1980,950.0
037,22200,Eagle,1981,991.0
037,22200,Eagle,1982,1113.0
037,22200,Eagle,1983,1156.0
037,22200,Eagle,1984,1215.0
037,22200,Eagle,1985,1309.0
037,22200,Eagle,1986,1352.0
037,22200,Eagle,1987,1465.0
037,22200,Eagle,1988,1499.0
037,22200,Eagle,1989,1558.0
037,22200,Eagle,1990,1580.0
037,22200,Eagle,1991,1632.0
037,22200,Eagle,1992,1737.0
037,22200,Eagle,1993,1725.0
037,22200,Eagle,1994,1820.0
037,22200,Eagle,1995,2234.0
037,22200,Eagle,1996,2400.0
037,22200,Eagle,1997,2714.0
037,22200,Eagle,1998,2828.0
037,22200,Eagle,1999,2944.0
037,22200,Eagle,2000,3071.0
037,22200,Eagle,2001,3109.0
037,22200,Eagle,2002,3353.0
037,22200,Eagle,2003,3486.0
037,22200,Eagle,2004,3769.0
037,22200,Eagle,2005,4289.0
037,22200,Eagle,2006,4891.0
037,22200,Eagle,2007,5371.0
037,22200,Eagle,2008,5762.0
037,22200,Eagle,2009,5912.0
037,22200,Eagle,2010,6483.0
037,22200,Eagle,2011,6653.0
037,22200,Eagle,2012,6682.0
037,22200,Eagle,2013,6706.0
037,22200,Eagle,2014,6765.0
037,22200,Eagle,2015,6847.0
037,22200,Eagle,2016,6939.0
037,22200,Eagle,2017,7033.0
037,22200,Eagle,2018,7242.0
037,22200,Eagle,2019,7371.0
037,22200,Eagle,2020,7526.0
037,22200,Eagle,2021,7502.0
037,22200,Eagle,2022,7504.0
037,22200,Eagle,2023,7345.0
037,22200,Eagle,2024,7364.0
123,22860,Eaton,1980,1932.0
123,22860,Eaton,1981,1952.0
123,22860,Eaton,1982,1969.0
123,22860,Eaton,1983,2022.0
123,22860,Eaton,1984,1901.0
123,22860,Eaton,1985,1929.0
123,22860,Eaton,1986,1911.0
123,22860,Eaton,1987,1928.0
123,22860,Eaton,1988,1940.0
123,22860,Eaton,1989,1960.0
123,22860,Eaton,1990,1959.0
123,22860,Eaton,1991,1996.0
123,22860,Eaton,1992,2060.0
123,22860,Eaton,1993,2111.0
123,22860,Eaton,1994,2196.0
123,22860,Eaton,1995,2328.0
123,22860,Eaton,1996,2457.0
123,22860,Eaton,1997,2535.0
123,22860,Eaton,1998,2559.0
123,22860,Eaton,1999,2632.0
123,22860,Eaton,2000,2783.0
123,22860,Eaton,2001,3131.0
123,22860,Eaton,2002,3498.0
123,22860,Eaton,2003,3687.0
123,22860,Eaton,2004,3800.0
123,22860,Eaton,2005,3957.0
123,22860,Eaton,2006,4067.0
123,22860,Eaton,2007,4168.0
123,22860,Eaton,2008,4257.0
123,22860,Eaton,2009,4354.0
123,22860,Eaton,2010,4380.0
123,22860,Eaton,2011,4437.0
123,22860,Eaton,2012,4502.0
123,22860,Eaton,2013,4591.0
123,22860,Eaton,2014,4752.0
123,22860,Eaton,2015,4880.0
123,22860,Eaton,2016,5033.0
123,22860,Eaton,2017,5198.0
123,22860,Eaton,2018,5458.0
123,22860,Eaton,2019,5669.0
123,22860,Eaton,2020,5801.0
123,22860,Eaton,2021,5774.0
123,22860,Eaton,2022,5811.0
123,22860,Eaton,2023,5803.0
123,22860,Eaton,2024,5769.0
125,23025,Eckley,1980,262.0
125,23025,Eckley,1981,258.0
125,23025,Eckley,1982,254.0
125,23025,Eckley,1983,247.0
125,23025,Eckley,1984,234.0
125,23025,Eckley,1985,225.0
125,23025,Eckley,1986,222.0
125,23025,Eckley,1987,220.0
125,23025,Eckley,1988,225.0
125,23025,Eckley,1989,216.0
125,23025,Eckley,1990,211.0
125,23025,Eckley,1991,220.0
125,23025,Eckley,1992,225.0
125,23025,Eckley,1993,230.0
125,23025,Eckley,1994,238.0
125,23025,Eckley,1995,248.0
125,23025,Eckley,1996,254.0
125,23025,Eckley,1997,262.0
125,23025,Eckley,1998,268.0
125,23025,Eckley,1999,274.0
125,23025,Eckley,2000,276.0
125,23025,Eckley,2001,272.0
125,23025,Eckley,2002,273.0
125,23025,Eckley,2003,275.0
125,23025,Eckley,2004,266.0
125,23025,Eckley,2005,264.0
125,23025,Eckley,2006,262.0
125,23025,Eckley,2007,259.0
125,23025,Eckley,2008,256.0
125,23025,Eckley,2009,258.0
125,23025,Eckley,2010,257.0
125,23025,Eckley,2011,230.0
125,23025,Eckley,2012,230.0
125,23025,Eckley,2013,230.0
125,23025,Eckley,2014,230.0
125,23025,Eckley,2015,228.0
125,23025,Eckley,2016,228.0
125,23025,Eckley,2017,228.0
125,23025,Eckley,2018,231.0
125,23025,Eckley,2019,231.0
125,23025,Eckley,2020,231.0
125,23025,Eckley,2021,233.0
125,23025,Eckley,2022,240.0
125,23025,Eckley,2023,239.0
125,23025,Eckley,2024,239.0
059,23135,Edgewater,1980,4766.0
059,23135,Edgewater,1981,4924.0
059,23135,Edgewater,1982,5047.0
059,23135,Edgewater,1983,4991.0
059,23135,Edgewater,1984,4940.0
059,23135,Edgewater,1985,4954.0
059,23135,Edgewater,1986,4861.0
059,23135,Edgewater,1987,4745.0
059,23135,Edgewater,1988,4666.0
059,23135,Edgewater,1989,4643.0
059,23135,Edgewater,1990,4610.0
059,23135,Edgewater,1991,4768.0
059,23135,Edgewater,1992,4997.0
059,23135,Edgewater,1993,5019.0
059,23135,Edgewater,1994,5079.0
059,23135,Edgewater,1995,5146.0
059,23135,Edgewater,1996,5192.0
059,23135,Edgewater,1997,5242.0
059,23135,Edgewater,1998,5294.0
059,23135,Edgewater,1999,5380.0
059,23135,Edgewater,2000,5458.0
059,23135,Edgewater,2001,5472.0
059,23135,Edgewater,2002,5401.0
059,23135,Edgewater,2003,5321.0
059,23135,Edgewater,2004,5267.0
059,23135,Edgewater,2005,5208.0
059,23135,Edgewater,2006,5173.0
059,23135,Edgewater,2007,5162.0
059,23135,Edgewater,2008,5161.0
059,23135,Edgewater,2009,5162.0
059,23135,Edgewater,2010,5177.0
059,23135,Edgewater,2011,5196.0
059,23135,Edgewater,2012,5222.0
059,23135,Edgewater,2013,5232.0
059,23135,Edgewater,2014,5251.0
059,23135,Edgewater,2015,5219.0
059,23135,Edgewater,2016,5223.0
059,23135,Edgewater,2017,5157.0
059,23135,Edgewater,2018,5136.0
059,23135,Edgewater,2019,5065.0
059,23135,Edgewater,2020,4999.0
059,23135,Edgewater,2021,4953.0
059,23135,Edgewater,2022,4950.0
059,23135,Edgewater,2023,4939.0
059,23135,Edgewater,2024,4924.0
039,23740,Elizabeth,1980,789.0
039,23740,Elizabeth,1981,810.0
039,23740,Elizabeth,1982,844.0
039,23740,Elizabeth,1983,906.0
039,23740,Elizabeth,1984,940.0
039,23740,Elizabeth,1985,967.0
039,23740,Elizabeth,1986,938.0
039,23740,Elizabeth,1987,917.0
039,23740,Elizabeth,1988,910.0
039,23740,Elizabeth,1989,859.0
039,23740,Elizabeth,1990,818.0
039,23740,Elizabeth,1991,838.0
039,23740,Elizabeth,1992,870.0
039,23740,Elizabeth,1993,860.0
039,23740,Elizabeth,1994,875.0
039,23740,Elizabeth,1995,903.0
039,23740,Elizabeth,1996,1080.0
039,23740,Elizabeth,1997,1221.0
039,23740,Elizabeth,1998,1290.0
039,23740,Elizabeth,1999,1374.0
039,23740,Elizabeth,2000,1464.0
039,23740,Elizabeth,2001,1503.0
039,23740,Elizabeth,2002,1491.0
039,23740,Elizabeth,2003,1480.0
039,23740,Elizabeth,2004,1465.0
039,23740,Elizabeth,2005,1440.0
039,23740,Elizabeth,2006,1413.0
039,23740,Elizabeth,2007,1372.0
039,23740,Elizabeth,2008,1355.0
039,23740,Elizabeth,2009,1357.0
039,23740,Elizabeth,2010,1358.0
039,23740,Elizabeth,2011,1347.0
039,23740,Elizabeth,2012,1343.0
039,23740,Elizabeth,2013,1345.0
039,23740,Elizabeth,2014,1359.0
039,23740,Elizabeth,2015,1371.0
039,23740,Elizabeth,2016,1375.0
039,23740,Elizabeth,2017,1387.0
039,23740,Elizabeth,2018,1386.0
039,23740,Elizabeth,2019,1522.0
039,23740,Elizabeth,2020,1713.0
039,23740,Elizabeth,2021,2013.0
039,23740,Elizabeth,2022,2282.0
039,23740,Elizabeth,2023,2369.0
039,23740,Elizabeth,2024,2672.0
019,24620,Empire,1980,423.0
019,24620,Empire,1981,436.0
019,24620,Empire,1982,434.0
019,24620,Empire,1983,438.0
019,24620,Empire,1984,427.0
019,24620,Empire,1985,433.0
019,24620,Empire,1986,436.0
019,24620,Empire,1987,411.0
019,24620,Empire,1988,401.0
019,24620,Empire,1989,406.0
019,24620,Empire,1990,401.0
019,24620,Empire,1991,393.0
019,24620,Empire,1992,395.0
019,24620,Empire,1993,387.0
019,24620,Empire,1994,396.0
019,24620,Empire,1995,391.0
019,24620,Empire,1996,382.0
019,24620,Empire,1997,376.0
019,24620,Empire,1998,367.0
019,24620,Empire,1999,361.0
019,24620,Empire,2000,393.0
019,24620,Empire,2001,390.0
019,24620,Empire,2002,382.0
019,24620,Empire,2003,378.0
019,24620,Empire,2004,370.0
019,24620,Empire,2005,365.0
019,24620,Empire,2006,358.0
019,24620,Empire,2007,357.0
019,24620,Empire,2008,354.0
019,24620,Empire,2009,342.0
019,24620,Empire,2010,283.0
019,24620,Empire,2011,299.0
019,24620,Empire,2012,303.0
019,24620,Empire,2013,306.0
019,24620,Empire,2014,311.0
019,24620,Empire,2015,317.0
019,24620,Empire,2016,323.0
019,24620,Empire,2017,332.0
019,24620,Empire,2018,335.0
019,24620,Empire,2019,340.0
019,24620,Empire,2020,343.0
019,24620,Empire,2021,346.0
019,24620,Empire,2022,339.0
019,24620,Empire,2023,332.0
019,24620,Empire,2024,331.0
005,24785,Englewood,1980,30021.0
005,24785,Englewood,1981,30925.0
005,24785,Englewood,1982,31079.0
005,24785,Englewood,1983,30549.0
005,24785,Englewood,1984,28776.0
005,24785,Englewood,1985,28302.0
005,24785,Englewood,1986,28944.0
005,24785,Englewood,1987,29215.0
005,24785,Englewood,1988,29179.0
005,24785,Englewood,1989,29446.0
005,24785,Englewood,1990,29396.0
005,24785,Englewood,1991,30065.0
005,24785,Englewood,1992,31124.0
005,24785,Englewood,1993,31258.0
005,24785,Englewood,1994,31345.0
005,24785,Englewood,1995,30941.0
005,24785,Englewood,1996,30956.0
005,24785,Englewood,1997,30905.0
005,24785,Englewood,1998,31861.0
005,24785,Englewood,1999,31784.0
005,24785,Englewood,2000,31877.0
005,24785,Englewood,2001,32793.0
005,24785,Englewood,2002,33193.0
005,24785,Englewood,2003,32498.0
005,24785,Englewood,2004,32175.0
005,24785,Englewood,2005,31520.0
005,24785,Englewood,2006,31202.0
005,24785,Englewood,2007,30965.0
005,24785,Englewood,2008,30943.0
005,24785,Englewood,2009,30761.0
005,24785,Englewood,2010,30292.0
005,24785,Englewood,2011,30648.0
005,24785,Englewood,2012,31027.0
005,24785,Englewood,2013,31385.0
005,24785,Englewood,2014,32071.0
005,24785,Englewood,2015,33024.0
005,24785,Englewood,2016,34017.0
005,24785,Englewood,2017,33920.0
005,24785,Englewood,2018,33881.0
005,24785,Englewood,2019,33840.0
005,24785,Englewood,2020,33649.0
005,24785,Englewood,2021,33719.0
005,24785,Englewood,2022,33737.0
005,24785,Englewood,2023,33948.0
005,24785,Englewood,2024,34604.0
013,24950,Erie (Part),1980,23.0
013,24950,Erie (Part),1981,22.0
013,24950,Erie (Part),1982,22.0
013,24950,Erie (Part),1983,21.0
013,24950,Erie (Part),1984,20.0
013,24950,Erie (Part),1985,18.0
013,24950,Erie (Part),1986,17.0
013,24950,Erie (Part),1987,17.0
013,24950,Erie (Part),1988,16.0
013,24950,Erie (Part),1989,15.0
013,24950,Erie (Part),1990,14.0
013,24950,Erie (Part),1991,14.0
013,24950,Erie (Part),1992,13.0
013,24950,Erie (Part),1993,13.0
013,24950,Erie (Part),1994,13.0
013,24950,Erie (Part),1995,12.0
013,24950,Erie (Part),1996,53.0
013,24950,Erie (Part),1997,55.0
013,24950,Erie (Part),1998,60.0
013,24950,Erie (Part),1999,2520.0
013,24950,Erie (Part),2000,4512.0
013,24950,Erie (Part),2001,5776.0
013,24950,Erie (Part),2002,6368.0
013,24950,Erie (Part),2003,6552.0
013,24950,Erie (Part),2004,6758.0
013,24950,Erie (Part),2005,6932.0
013,24950,Erie (Part),2006,7309.0
013,24950,Erie (Part),2007,7628.0
013,24950,Erie (Part),2008,7952.0
013,24950,Erie (Part),2009,8171.0
013,24950,Erie (Part),2010,8428.0
013,24950,Erie (Part),2011,8711.0
013,24950,Erie (Part),2012,8907.0
013,24950,Erie (Part),2013,9022.0
013,24950,Erie (Part),2014,9348.0
013,24950,Erie (Part),2015,9773.0
013,24950,Erie (Part),2016,10339.0
013,24950,Erie (Part),2017,10772.0
013,24950,Erie (Part),2018,11525.0
013,24950,Erie (Part),2019,12081.0
013,24950,Erie (Part),2020,12742.0
013,24950,Erie (Part),2021,13126.0
013,24950,Erie (Part),2022,14382.0
013,24950,Erie (Part),2023,15166.0
013,24950,Erie (Part),2024,15916.0
123,24950,Erie (Part),1980,1231.0
123,24950,Erie (Part),1981,1241.0
123,24950,Erie (Part),1982,1251.0
123,24950,Erie (Part),1983,1260.0
123,24950,Erie (Part),1984,1279.0
123,24950,Erie (Part),1985,1295.0
123,24950,Erie (Part),1986,1263.0
123,24950,Erie (Part),1987,1256.0
123,24950,Erie (Part),1988,1259.0
123,24950,Erie (Part),1989,1256.0
123,24950,Erie (Part),1990,1244.0
123,24950,Erie (Part),1991,1471.0
123,24950,Erie (Part),1992,1679.0
123,24950,Erie (Part),1993,1909.0
123,24950,Erie (Part),1994,2205.0
123,24950,Erie (Part),1995,2492.0
123,24950,Erie (Part),1996,3080.0
123,24950,Erie (Part),1997,4163.0
123,24950,Erie (Part),1998,6006.0
123,24950,Erie (Part),1999,3845.0
123,24950,Erie (Part),2000,2182.0
123,24950,Erie (Part),2001,2180.0
123,24950,Erie (Part),2002,2373.0
123,24950,Erie (Part),2003,3007.0
123,24950,Erie (Part),2004,4254.0
123,24950,Erie (Part),2005,6104.0
123,24950,Erie (Part),2006,7502.0
123,24950,Erie (Part),2007,8305.0
123,24950,Erie (Part),2008,8686.0
123,24950,Erie (Part),2009,8937.0
123,24950,Erie (Part),2010,10004.0
123,24950,Erie (Part),2011,10487.0
123,24950,Erie (Part),2012,10978.0
123,24950,Erie (Part),2013,11483.0
123,24950,Erie (Part),2014,12022.0
123,24950,Erie (Part),2015,12605.0
123,24950,Erie (Part),2016,13490.0
123,24950,Erie (Part),2017,14578.0
123,24950,Erie (Part),2018,15379.0
123,24950,Erie (Part),2019,16484.0
123,24950,Erie (Part),2020,17640.0
123,24950,Erie (Part),2021,18191.0
123,24950,Erie (Part),2022,19037.0
123,24950,Erie (Part),2023,20604.0
123,24950,Erie (Part),2024,22931.0
999,24950,Erie (Total),1980,1254.0
999,24950,Erie (Total),1981,1263.0
999,24950,Erie (Total),1982,1273.0
999,24950,Erie (Total),1983,1281.0
999,24950,Erie (Total),1984,1299.0
999,24950,Erie (Total),1985,1313.0
999,24950,Erie (Total),1986,1280.0
999,24950,Erie (Total),1987,1273.0
999,24950,Erie (Total),1988,1275.0
999,24950,Erie (Total),1989,1271.0
999,24950,Erie (Total),1990,1258.0
999,24950,Erie (Total),1991,1485.0
999,24950,Erie (Total),1992,1692.0
999,24950,Erie (Total),1993,1922.0
999,24950,Erie (Total),1994,2218.0
999,24950,Erie (Total),1995,2504.0
999,24950,Erie (Total),1996,3133.0
999,24950,Erie (Total),1997,4218.0
999,24950,Erie (Total),1998,6066.0
999,24950,Erie (Total),1999,6365.0
999,24950,Erie (Total),2000,6694.0
999,24950,Erie (Total),2001,7956.0
999,24950,Erie (Total),2002,8741.0
999,24950,Erie (Total),2003,9559.0
999,24950,Erie (Total),2004,11012.0
999,24950,Erie (Total),2005,13036.0
999,24950,Erie (Total),2006,14811.0
999,24950,Erie (Total),2007,15933.0
999,24950,Erie (Total),2008,16638.0
999,24950,Erie (Total),2009,17108.0
999,24950,Erie (Total),2010,18432.0
999,24950,Erie (Total),2011,19198.0
999,24950,Erie (Total),2012,19885.0
999,24950,Erie (Total),2013,20505.0
999,24950,Erie (Total),2014,21370.0
999,24950,Erie (Total),2015,22378.0
999,24950,Erie (Total),2016,23829.0
999,24950,Erie (Total),2017,25349.0
999,24950,Erie (Total),2018,26904.0
999,24950,Erie (Total),2019,28565.0
999,24950,Erie (Total),2020,30382.0
999,24950,Erie (Total),2021,31317.0
999,24950,Erie (Total),2022,33419.0
999,24950,Erie (Total),2023,35770.0
999,24950,Erie (Total),2024,38847.0
069,25115,Estes Park,1980,2703.0
069,25115,Estes Park,1981,2798.0
069,25115,Estes Park,1982,2910.0
069,25115,Estes Park,1983,2998.0
069,25115,Estes Park,1984,3003.0
069,25115,Estes Park,1985,3069.0
069,25115,Estes Park,1986,3132.0
069,25115,Estes Park,1987,3084.0
069,25115,Estes Park,1988,3089.0
069,25115,Estes Park,1989,3150.0
069,25115,Estes Park,1990,3191.0
069,25115,Estes Park,1991,3357.0
069,25115,Estes Park,1992,3485.0
069,25115,Estes Park,1993,3694.0
069,25115,Estes Park,1994,4043.0
069,25115,Estes Park,1995,4281.0
069,25115,Estes Park,1996,4598.0
069,25115,Estes Park,1997,4796.0
069,25115,Estes Park,1998,4986.0
069,25115,Estes Park,1999,5228.0
069,25115,Estes Park,2000,5550.0
069,25115,Estes Park,2001,5648.0
069,25115,Estes Park,2002,5626.0
069,25115,Estes Park,2003,5583.0
069,25115,Estes Park,2004,5668.0
069,25115,Estes Park,2005,5618.0
069,25115,Estes Park,2006,5754.0
069,25115,Estes Park,2007,5821.0
069,25115,Estes Park,2008,5891.0
069,25115,Estes Park,2009,5891.0
069,25115,Estes Park,2010,5865.0
069,25115,Estes Park,2011,6015.0
069,25115,Estes Park,2012,6219.0
069,25115,Estes Park,2013,6276.0
069,25115,Estes Park,2014,6412.0
069,25115,Estes Park,2015,6658.0
069,25115,Estes Park,2016,6777.0
069,25115,Estes Park,2017,6490.0
069,25115,Estes Park,2018,6412.0
069,25115,Estes Park,2019,6208.0
069,25115,Estes Park,2020,5877.0
069,25115,Estes Park,2021,5888.0
069,25115,Estes Park,2022,5905.0
069,25115,Estes Park,2023,5940.0
069,25115,Estes Park,2024,5946.0
123,25280,Evans,1980,5063.0
123,25280,Evans,1981,5115.0
123,25280,Evans,1982,5152.0
123,25280,Evans,1983,5612.0
123,25280,Evans,1984,5288.0
123,25280,Evans,1985,5715.0
123,25280,Evans,1986,5733.0
123,25280,Evans,1987,5796.0
123,25280,Evans,1988,5851.0
123,25280,Evans,1989,5861.0
123,25280,Evans,1990,5876.0
123,25280,Evans,1991,6018.0
123,25280,Evans,1992,6250.0
123,25280,Evans,1993,6516.0
123,25280,Evans,1994,6880.0
123,25280,Evans,1995,7178.0
123,25280,Evans,1996,7538.0
123,25280,Evans,1997,8048.0
123,25280,Evans,1998,8313.0
123,25280,Evans,1999,8988.0
123,25280,Evans,2000,10448.0
123,25280,Evans,2001,11944.0
123,25280,Evans,2002,13454.0
123,25280,Evans,2003,14835.0
123,25280,Evans,2004,15809.0
123,25280,Evans,2005,16703.0
123,25280,Evans,2006,17164.0
123,25280,Evans,2007,17745.0
123,25280,Evans,2008,18237.0
123,25280,Evans,2009,18517.0
123,25280,Evans,2010,18628.0
123,25280,Evans,2011,19022.0
123,25280,Evans,2012,19558.0
123,25280,Evans,2013,19894.0
123,25280,Evans,2014,19733.0
123,25280,Evans,2015,20213.0
123,25280,Evans,2016,20525.0
123,25280,Evans,2017,20881.0
123,25280,Evans,2018,21481.0
123,25280,Evans,2019,21691.0
123,25280,Evans,2020,22223.0
123,25280,Evans,2021,22718.0
123,25280,Evans,2022,22983.0
123,25280,Evans,2023,22973.0
123,25280,Evans,2024,22869.0
093,25610,Fairplay,1980,421.0
093,25610,Fairplay,1981,466.0
093,25610,Fairplay,1982,499.0
093,25610,Fairplay,1983,513.0
093,25610,Fairplay,1984,479.0
093,25610,Fairplay,1985,455.0
093,25610,Fairplay,1986,448.0
093,25610,Fairplay,1987,429.0
093,25610,Fairplay,1988,407.0
093,25610,Fairplay,1989,395.0
093,25610,Fairplay,1990,387.0
093,25610,Fairplay,1991,412.0
093,25610,Fairplay,1992,431.0
093,25610,Fairplay,1993,434.0
093,25610,Fairplay,1994,469.0
093,25610,Fairplay,1995,497.0
093,25610,Fairplay,1996,513.0
093,25610,Fairplay,1997,539.0
093,25610,Fairplay,1998,545.0
093,25610,Fairplay,1999,582.0
093,25610,Fairplay,2000,633.0
093,25610,Fairplay,2001,644.0
093,25610,Fairplay,2002,647.0
093,25610,Fairplay,2003,661.0
093,25610,Fairplay,2004,664.0
093,25610,Fairplay,2005,669.0
093,25610,Fairplay,2006,672.0
093,25610,Fairplay,2007,679.0
093,25610,Fairplay,2008,677.0
093,25610,Fairplay,2009,666.0
093,25610,Fairplay,2010,683.0
093,25610,Fairplay,2011,688.0
093,25610,Fairplay,2012,690.0
093,25610,Fairplay,2013,695.0
093,25610,Fairplay,2014,697.0
093,25610,Fairplay,2015,700.0
093,25610,Fairplay,2016,707.0
093,25610,Fairplay,2017,713.0
093,25610,Fairplay,2018,728.0
093,25610,Fairplay,2019,728.0
093,25610,Fairplay,2020,728.0
093,25610,Fairplay,2021,732.0
093,25610,Fairplay,2022,731.0
093,25610,Fairplay,2023,740.0
093,25610,Fairplay,2024,753.0
001,26270,Federal Heights,1980,7846.0
001,26270,Federal Heights,1981,7971.0
001,26270,Federal Heights,1982,8149.0
001,26270,Federal Heights,1983,8208.0
001,26270,Federal Heights,1984,8031.0
001,26270,Federal Heights,1985,8440.0
001,26270,Federal Heights,1986,9663.0
001,26270,Federal Heights,1987,9543.0
001,26270,Federal Heights,1988,9547.0
001,26270,Federal Heights,1989,9375.0
001,26270,Federal Heights,1990,9342.0
001,26270,Federal Heights,1991,9743.0
001,26270,Federal Heights,1992,10099.0
001,26270,Federal Heights,1993,10268.0
001,26270,Federal Heights,1994,10462.0
001,26270,Federal Heights,1995,10614.0
001,26270,Federal Heights,1996,10626.0
001,26270,Federal Heights,1997,10760.0
001,26270,Federal Heights,1998,11717.0
001,26270,Federal Heights,1999,11915.0
001,26270,Federal Heights,2000,12026.0
001,26270,Federal Heights,2001,11756.0
001,26270,Federal Heights,2002,11569.0
001,26270,Federal Heights,2003,11370.0
001,26270,Federal Heights,2004,11178.0
001,26270,Federal Heights,2005,11106.0
001,26270,Federal Heights,2006,11128.0
001,26270,Federal Heights,2007,11099.0
001,26270,Federal Heights,2008,11220.0
001,26270,Federal Heights,2009,11403.0
001,26270,Federal Heights,2010,11506.0
001,26270,Federal Heights,2011,11862.0
001,26270,Federal Heights,2012,12219.0
001,26270,Federal Heights,2013,12664.0
001,26270,Federal Heights,2014,13057.0
001,26270,Federal Heights,2015,13730.0
001,26270,Federal Heights,2016,14146.0
001,26270,Federal Heights,2017,14409.0
001,26270,Federal Heights,2018,14585.0
001,26270,Federal Heights,2019,14496.0
001,26270,Federal Heights,2020,14335.0
001,26270,Federal Heights,2021,14253.0
001,26270,Federal Heights,2022,14148.0
001,26270,Federal Heights,2023,14140.0
001,26270,Federal Heights,2024,14130.0
123,26600,Firestone,1980,1204.0
123,26600,Firestone,1981,1251.0
123,26600,Firestone,1982,1300.0
123,26600,Firestone,1983,1363.0
123,26600,Firestone,1984,1256.0
123,26600,Firestone,1985,1288.0
123,26600,Firestone,1986,1303.0
123,26600,Firestone,1987,1346.0
123,26600,Firestone,1988,1353.0
123,26600,Firestone,1989,1356.0
123,26600,Firestone,1990,1358.0
123,26600,Firestone,1991,1375.0
123,26600,Firestone,1992,1422.0
123,26600,Firestone,1993,1449.0
123,26600,Firestone,1994,1497.0
123,26600,Firestone,1995,1518.0
123,26600,Firestone,1996,1618.0
123,26600,Firestone,1997,1672.0
123,26600,Firestone,1998,1736.0
123,26600,Firestone,1999,1833.0
123,26600,Firestone,2000,2248.0
123,26600,Firestone,2001,3417.0
123,26600,Firestone,2002,4630.0
123,26600,Firestone,2003,5636.0
123,26600,Firestone,2004,6417.0
123,26600,Firestone,2005,7242.0
123,26600,Firestone,2006,8066.0
123,26600,Firestone,2007,8822.0
123,26600,Firestone,2008,9432.0
123,26600,Firestone,2009,9928.0
123,26600,Firestone,2010,10174.0
123,26600,Firestone,2011,10528.0
123,26600,Firestone,2012,10809.0
123,26600,Firestone,2013,11075.0
123,26600,Firestone,2014,11416.0
123,26600,Firestone,2015,11899.0
123,26600,Firestone,2016,12801.0
123,26600,Firestone,2017,13686.0
123,26600,Firestone,2018,14317.0
123,26600,Firestone,2019,15508.0
123,26600,Firestone,2020,16669.0
123,26600,Firestone,2021,17241.0
123,26600,Firestone,2022,18074.0
123,26600,Firestone,2023,18592.0
123,26600,Firestone,2024,19270.0
063,26765,Flagler,1980,550.0
063,26765,Flagler,1981,552.0
063,26765,Flagler,1982,565.0
063,26765,Flagler,1983,585.0
063,26765,Flagler,1984,594.0
063,26765,Flagler,1985,580.0
063,26765,Flagler,1986,570.0
063,26765,Flagler,1987,562.0
063,26765,Flagler,1988,569.0
063,26765,Flagler,1989,568.0
063,26765,Flagler,1990,564.0
063,26765,Flagler,1991,564.0
063,26765,Flagler,1992,569.0
063,26765,Flagler,1993,573.0
063,26765,Flagler,1994,575.0
063,26765,Flagler,1995,582.0
063,26765,Flagler,1996,589.0
063,26765,Flagler,1997,594.0
063,26765,Flagler,1998,604.0
063,26765,Flagler,1999,608.0
063,26765,Flagler,2000,616.0
063,26765,Flagler,2001,631.0
063,26765,Flagler,2002,629.0
063,26765,Flagler,2003,610.0
063,26765,Flagler,2004,597.0
063,26765,Flagler,2005,574.0
063,26765,Flagler,2006,562.0
063,26765,Flagler,2007,551.0
063,26765,Flagler,2008,540.0
063,26765,Flagler,2009,539.0
063,26765,Flagler,2010,561.0
063,26765,Flagler,2011,558.0
063,26765,Flagler,2012,560.0
063,26765,Flagler,2013,562.0
063,26765,Flagler,2014,537.0
063,26765,Flagler,2015,538.0
063,26765,Flagler,2016,540.0
063,26765,Flagler,2017,543.0
063,26765,Flagler,2018,545.0
063,26765,Flagler,2019,551.0
063,26765,Flagler,2020,565.0
063,26765,Flagler,2021,565.0
063,26765,Flagler,2022,579.0
063,26765,Flagler,2023,580.0
063,26765,Flagler,2024,587.0
075,26875,Fleming,1980,388.0
075,26875,Fleming,1981,371.0
075,26875,Fleming,1982,348.0
075,26875,Fleming,1983,366.0
075,26875,Fleming,1984,375.0
075,26875,Fleming,1985,368.0
075,26875,Fleming,1986,352.0
075,26875,Fleming,1987,345.0
075,26875,Fleming,1988,349.0
075,26875,Fleming,1989,346.0
