countyfips,placefips,municipality,year,population
071,760,Aguilar,1980,624.0
071,760,Aguilar,1981,632.0
071,760,Aguilar,1982,637.0
071,760,Aguilar,1983,622.0
071,760,Aguilar,1984,591.0
071,760,Aguilar,1985,591.0
071,760,Aguilar,1986,574.0
071,760,Aguilar,1987,575.0
071,760,Aguilar,1988,558.0
071,760,Aguilar,1989,537.0
071,760,Aguilar,1990,520.0
071,760,Aguilar,1991,521.0
071,760,Aguilar,1992,528.0
071,760,Aguilar,1993,558.0
071,760,Aguilar,1994,592.0
071,760,Aguilar,1995,594.0
071,760,Aguilar,1996,597.0
071,760,Aguilar,1997,593.0
071,760,Aguilar,1998,589.0
071,760,Aguilar,1999,592.0
071,760,Aguilar,2000,595.0
071,760,Aguilar,2001,590.0
071,760,Aguilar,2002,589.0
071,760,Aguilar,2003,588.0
071,760,Aguilar,2004,568.0
071,760,Aguilar,2005,559.0
071,760,Aguilar,2006,554.0
071,760,Aguilar,2007,550.0
071,760,Aguilar,2008,541.0
071,760,Aguilar,2009,538.0
071,760,Aguilar,2010,534.0
071,760,Aguilar,2011,517.0
071,760,Aguilar,2012,509.0
071,760,Aguilar,2013,498.0
071,760,Aguilar,2014,492.0
071,760,Aguilar,2015,487.0
071,760,Aguilar,2016,482.0
071,760,Aguilar,2017,477.0
071,760,Aguilar,2018,471.0
071,760,Aguilar,2019,465.0
071,760,Aguilar,2020,457.0
071,760,Aguilar,2021,458.0
071,760,Aguilar,2022,455.0
071,760,Aguilar,2023,454.0
071,760,Aguilar,2024,450.0
121,925,Akron,1980,1716.0
121,925,Akron,1981,1723.0
121,925,Akron,1982,1825.0
121,925,Akron,1983,1868.0
121,925,Akron,1984,1839.0
121,925,Akron,1985,1803.0
121,925,Akron,1986,1739.0
121,925,Akron,1987,1734.0
121,925,Akron,1988,1715.0
121,925,Akron,1989,1644.0
121,925,Akron,1990,1599.0
121,925,Akron,1991,1601.0
121,925,Akron,1992,1643.0
121,925,Akron,1993,1739.0
121,925,Akron,1994,1765.0
121,925,Akron,1995,1778.0
121,925,Akron,1996,1778.0
121,925,Akron,1997,1788.0
121,925,Akron,1998,1778.0
121,925,Akron,1999,1740.0
121,925,Akron,2000,1729.0
121,925,Akron,2001,1714.0
121,925,Akron,2002,1898.0
121,925,Akron,2003,1843.0
121,925,Akron,2004,1843.0
121,925,Akron,2005,1815.0
121,925,Akron,2006,1803.0
121,925,Akron,2007,1778.0
121,925,Akron,2008,1730.0
121,925,Akron,2009,1718.0
121,925,Akron,2010,1651.0
121,925,Akron,2011,1688.0
121,925,Akron,2012,1627.0
121,925,Akron,2013,1670.0
121,925,Akron,2014,1660.0
121,925,Akron,2015,1711.0
121,925,Akron,2016,1755.0
121,925,Akron,2017,1836.0
121,925,Akron,2018,1788.0
121,925,Akron,2019,1776.0
121,925,Akron,2020,1752.0
121,925,Akron,2021,1766.0
121,925,Akron,2022,1755.0
121,925,Akron,2023,1759.0
121,925,Akron,2024,1731.0
003,1090,Alamosa,1980,6830.0
003,1090,Alamosa,1981,7012.0
003,1090,Alamosa,1982,7000.0
003,1090,Alamosa,1983,7160.0
003,1090,Alamosa,1984,7260.0
003,1090,Alamosa,1985,7257.0
003,1090,Alamosa,1986,7426.0
003,1090,Alamosa,1987,7492.0
003,1090,Alamosa,1988,7628.0
003,1090,Alamosa,1989,7592.0
003,1090,Alamosa,1990,7579.0
003,1090,Alamosa,1991,7528.0
003,1090,Alamosa,1992,7453.0
003,1090,Alamosa,1993,7428.0
003,1090,Alamosa,1994,7520.0
003,1090,Alamosa,1995,7642.0
003,1090,Alamosa,1996,7706.0
003,1090,Alamosa,1997,7773.0
003,1090,Alamosa,1998,7799.0
003,1090,Alamosa,1999,7894.0
003,1090,Alamosa,2000,8489.0
003,1090,Alamosa,2001,8596.0
003,1090,Alamosa,2002,8648.0
003,1090,Alamosa,2003,8751.0
003,1090,Alamosa,2004,8812.0
003,1090,Alamosa,2005,8830.0
003,1090,Alamosa,2006,8826.0
003,1090,Alamosa,2007,8808.0
003,1090,Alamosa,2008,8828.0
003,1090,Alamosa,2009,8823.0
003,1090,Alamosa,2010,8796.0
003,1090,Alamosa,2011,8866.0
003,1090,Alamosa,2012,8947.0
003,1090,Alamosa,2013,9049.0
003,1090,Alamosa,2014,9169.0
003,1090,Alamosa,2015,9259.0
003,1090,Alamosa,2016,9302.0
003,1090,Alamosa,2017,9455.0
003,1090,Alamosa,2018,9583.0
003,1090,Alamosa,2019,9677.0
003,1090,Alamosa,2020,9824.0
003,1090,Alamosa,2021,9911.0
003,1090,Alamosa,2022,9872.0
003,1090,Alamosa,2023,9885.0
003,1090,Alamosa,2024,9888.0
093,1530,Alma,1980,132.0
093,1530,Alma,1981,144.0
093,1530,Alma,1982,148.0
093,1530,Alma,1983,143.0
093,1530,Alma,1984,125.0
093,1530,Alma,1985,114.0
093,1530,Alma,1986,113.0
093,1530,Alma,1987,111.0
093,1530,Alma,1988,130.0
093,1530,Alma,1989,148.0
093,1530,Alma,1990,148.0
093,1530,Alma,1991,151.0
093,1530,Alma,1992,154.0
093,1530,Alma,1993,149.0
093,1530,Alma,1994,153.0
093,1530,Alma,1995,156.0
093,1530,Alma,1996,162.0
093,1530,Alma,1997,169.0
093,1530,Alma,1998,171.0
093,1530,Alma,1999,176.0
093,1530,Alma,2000,182.0
093,1530,Alma,2001,190.0
093,1530,Alma,2002,246.0
093,1530,Alma,2003,257.0
093,1530,Alma,2004,264.0
093,1530,Alma,2005,271.0
093,1530,Alma,2006,276.0
093,1530,Alma,2007,282.0
093,1530,Alma,2008,287.0
093,1530,Alma,2009,297.0
093,1530,Alma,2010,271.0
093,1530,Alma,2011,247.0
093,1530,Alma,2012,250.0
093,1530,Alma,2013,255.0
093,1530,Alma,2014,261.0
093,1530,Alma,2015,267.0
093,1530,Alma,2016,275.0
093,1530,Alma,2017,282.0
093,1530,Alma,2018,290.0
093,1530,Alma,2019,293.0
093,1530,Alma,2020,296.0
093,1530,Alma,2021,299.0
093,1530,Alma,2022,309.0
093,1530,Alma,2023,314.0
093,1530,Alma,2024,319.0
021,2355,Antonito,1980,1103.0
021,2355,Antonito,1981,1069.0
021,2355,Antonito,1982,1051.0
021,2355,Antonito,1983,1058.0
021,2355,Antonito,1984,1044.0
021,2355,Antonito,1985,996.0
021,2355,Antonito,1986,1000.0
021,2355,Antonito,1987,1001.0
021,2355,Antonito,1988,953.0
021,2355,Antonito,1989,908.0
021,2355,Antonito,1990,875.0
021,2355,Antonito,1991,873.0
021,2355,Antonito,1992,860.0
021,2355,Antonito,1993,865.0
021,2355,Antonito,1994,867.0
021,2355,Antonito,1995,875.0
021,2355,Antonito,1996,876.0
021,2355,Antonito,1997,841.0
021,2355,Antonito,1998,808.0
021,2355,Antonito,1999,846.0
021,2355,Antonito,2000,872.0
021,2355,Antonito,2001,867.0
021,2355,Antonito,2002,869.0
021,2355,Antonito,2003,832.0
021,2355,Antonito,2004,835.0
021,2355,Antonito,2005,825.0
021,2355,Antonito,2006,815.0
021,2355,Antonito,2007,805.0
021,2355,Antonito,2008,794.0
021,2355,Antonito,2009,773.0
021,2355,Antonito,2010,783.0
021,2355,Antonito,2011,758.0
021,2355,Antonito,2012,748.0
021,2355,Antonito,2013,737.0
021,2355,Antonito,2014,726.0
021,2355,Antonito,2015,714.0
021,2355,Antonito,2016,701.0
021,2355,Antonito,2017,688.0
021,2355,Antonito,2018,674.0
021,2355,Antonito,2019,658.0
021,2355,Antonito,2020,645.0
021,2355,Antonito,2021,649.0
021,2355,Antonito,2022,639.0
021,2355,Antonito,2023,625.0
021,2355,Antonito,2024,621.0
073,3235,Arriba,1980,236.0
073,3235,Arriba,1981,236.0
073,3235,Arriba,1982,248.0
073,3235,Arriba,1983,248.0
073,3235,Arriba,1984,237.0
073,3235,Arriba,1985,246.0
073,3235,Arriba,1986,234.0
073,3235,Arriba,1987,234.0
073,3235,Arriba,1988,236.0
073,3235,Arriba,1989,225.0
073,3235,Arriba,1990,220.0
073,3235,Arriba,1991,245.0
073,3235,Arriba,1992,271.0
073,3235,Arriba,1993,242.0
073,3235,Arriba,1994,243.0
073,3235,Arriba,1995,245.0
073,3235,Arriba,1996,250.0
073,3235,Arriba,1997,248.0
073,3235,Arriba,1998,247.0
073,3235,Arriba,1999,245.0
073,3235,Arriba,2000,249.0
073,3235,Arriba,2001,241.0
073,3235,Arriba,2002,236.0
073,3235,Arriba,2003,234.0
073,3235,Arriba,2004,223.0
073,3235,Arriba,2005,215.0
073,3235,Arriba,2006,205.0
073,3235,Arriba,2007,198.0
073,3235,Arriba,2008,194.0
073,3235,Arriba,2009,188.0
073,3235,Arriba,2010,193.0
073,3235,Arriba,2011,196.0
073,3235,Arriba,2012,197.0
073,3235,Arriba,2013,199.0
073,3235,Arriba,2014,199.0
073,3235,Arriba,2015,200.0
073,3235,Arriba,2016,201.0
073,3235,Arriba,2017,203.0
073,3235,Arriba,2018,202.0
073,3235,Arriba,2019,201.0
073,3235,Arriba,2020,201.0
073,3235,Arriba,2021,203.0
073,3235,Arriba,2022,202.0
073,3235,Arriba,2023,202.0
073,3235,Arriba,2024,201.0
001,3455,Arvada (Part),1980,1229.0
001,3455,Arvada (Part),1981,1389.0
001,3455,Arvada (Part),1982,1526.0
001,3455,Arvada (Part),1983,1700.0
001,3455,Arvada (Part),1984,1832.0
001,3455,Arvada (Part),1985,1961.0
001,3455,Arvada (Part),1986,2018.0
001,3455,Arvada (Part),1987,2084.0
001,3455,Arvada (Part),1988,2185.0
001,3455,Arvada (Part),1989,2287.0
001,3455,Arvada (Part),1990,2347.0
001,3455,Arvada (Part),1991,2425.0
001,3455,Arvada (Part),1992,2487.0
001,3455,Arvada (Part),1993,2534.0
001,3455,Arvada (Part),1994,2612.0
001,3455,Arvada (Part),1995,2670.0
001,3455,Arvada (Part),1996,2712.0
001,3455,Arvada (Part),1997,2767.0
001,3455,Arvada (Part),1998,2803.0
001,3455,Arvada (Part),1999,2828.0
001,3455,Arvada (Part),2000,2843.0
001,3455,Arvada (Part),2001,2922.0
001,3455,Arvada (Part),2002,2894.0
001,3455,Arvada (Part),2003,2832.0
001,3455,Arvada (Part),2004,2783.0
001,3455,Arvada (Part),2005,2754.0
001,3455,Arvada (Part),2006,2754.0
001,3455,Arvada (Part),2007,2751.0
001,3455,Arvada (Part),2008,2774.0
001,3455,Arvada (Part),2009,2822.0
001,3455,Arvada (Part),2010,2857.0
001,3455,Arvada (Part),2011,2881.0
001,3455,Arvada (Part),2012,2898.0
001,3455,Arvada (Part),2013,2920.0
001,3455,Arvada (Part),2014,2941.0
001,3455,Arvada (Part),2015,2962.0
001,3455,Arvada (Part),2016,2971.0
001,3455,Arvada (Part),2017,2958.0
001,3455,Arvada (Part),2018,2947.0
001,3455,Arvada (Part),2019,2921.0
001,3455,Arvada (Part),2020,2882.0
001,3455,Arvada (Part),2021,2836.0
001,3455,Arvada (Part),2022,2800.0
001,3455,Arvada (Part),2023,2785.0
001,3455,Arvada (Part),2024,2767.0
059,3455,Arvada (Part),1980,83347.0
059,3455,Arvada (Part),1981,85603.0
059,3455,Arvada (Part),1982,87338.0
059,3455,Arvada (Part),1983,87038.0
059,3455,Arvada (Part),1984,86756.0
059,3455,Arvada (Part),1985,87085.0
059,3455,Arvada (Part),1986,87391.0
059,3455,Arvada (Part),1987,87297.0
059,3455,Arvada (Part),1988,87263.0
059,3455,Arvada (Part),1989,87221.0
059,3455,Arvada (Part),1990,86914.0
059,3455,Arvada (Part),1991,88569.0
059,3455,Arvada (Part),1992,91118.0
059,3455,Arvada (Part),1993,92021.0
059,3455,Arvada (Part),1994,93266.0
059,3455,Arvada (Part),1995,94450.0
059,3455,Arvada (Part),1996,94905.0
059,3455,Arvada (Part),1997,95728.0
059,3455,Arvada (Part),1998,97167.0
059,3455,Arvada (Part),1999,98390.0
059,3455,Arvada (Part),2000,99556.0
059,3455,Arvada (Part),2001,99352.0
059,3455,Arvada (Part),2002,99019.0
059,3455,Arvada (Part),2003,98847.0
059,3455,Arvada (Part),2004,98822.0
059,3455,Arvada (Part),2005,99488.0
059,3455,Arvada (Part),2006,100694.0
059,3455,Arvada (Part),2007,101901.0
059,3455,Arvada (Part),2008,103006.0
059,3455,Arvada (Part),2009,103447.0
059,3455,Arvada (Part),2010,103924.0
059,3455,Arvada (Part),2011,105261.0
059,3455,Arvada (Part),2012,107545.0
059,3455,Arvada (Part),2013,109541.0
059,3455,Arvada (Part),2014,111691.0
059,3455,Arvada (Part),2015,113754.0
059,3455,Arvada (Part),2016,116393.0
059,3455,Arvada (Part),2017,118187.0
059,3455,Arvada (Part),2018,120026.0
059,3455,Arvada (Part),2019,120949.0
059,3455,Arvada (Part),2020,121617.0
059,3455,Arvada (Part),2021,121030.0
059,3455,Arvada (Part),2022,118979.0
059,3455,Arvada (Part),2023,118989.0
059,3455,Arvada (Part),2024,119152.0
999,3455,Arvada (Total),1980,84576.0
999,3455,Arvada (Total),1981,86992.0
999,3455,Arvada (Total),1982,88864.0
999,3455,Arvada (Total),1983,88738.0
999,3455,Arvada (Total),1984,88588.0
999,3455,Arvada (Total),1985,89046.0
999,3455,Arvada (Total),1986,89409.0
999,3455,Arvada (Total),1987,89381.0
999,3455,Arvada (Total),1988,89448.0
999,3455,Arvada (Total),1989,89508.0
999,3455,Arvada (Total),1990,89261.0
999,3455,Arvada (Total),1991,90994.0
999,3455,Arvada (Total),1992,93605.0
999,3455,Arvada (Total),1993,94555.0
999,3455,Arvada (Total),1994,95878.0
999,3455,Arvada (Total),1995,97120.0
999,3455,Arvada (Total),1996,97617.0
999,3455,Arvada (Total),1997,98495.0
999,3455,Arvada (Total),1998,99970.0
999,3455,Arvada (Total),1999,101218.0
999,3455,Arvada (Total),2000,102399.0
999,3455,Arvada (Total),2001,102274.0
999,3455,Arvada (Total),2002,101913.0
999,3455,Arvada (Total),2003,101679.0
999,3455,Arvada (Total),2004,101605.0
999,3455,Arvada (Total),2005,102242.0
999,3455,Arvada (Total),2006,103448.0
999,3455,Arvada (Total),2007,104652.0
999,3455,Arvada (Total),2008,105780.0
999,3455,Arvada (Total),2009,106269.0
999,3455,Arvada (Total),2010,106781.0
999,3455,Arvada (Total),2011,108142.0
999,3455,Arvada (Total),2012,110443.0
999,3455,Arvada (Total),2013,112461.0
999,3455,Arvada (Total),2014,114632.0
999,3455,Arvada (Total),2015,116716.0
999,3455,Arvada (Total),2016,119364.0
999,3455,Arvada (Total),2017,121145.0
999,3455,Arvada (Total),2018,122973.0
999,3455,Arvada (Total),2019,123870.0
999,3455,Arvada (Total),2020,124499.0
999,3455,Arvada (Total),2021,123866.0
999,3455,Arvada (Total),2022,121779.0
999,3455,Arvada (Total),2023,121774.0
999,3455,Arvada (Total),2024,121919.0
097,3620,Aspen,1980,3678.0
097,3620,Aspen,1981,3425.0
097,3620,Aspen,1982,3348.0
097,3620,Aspen,1983,3329.0
097,3620,Aspen,1984,3434.0
097,3620,Aspen,1985,3513.0
097,3620,Aspen,1986,3658.0
097,3620,Aspen,1987,3606.0
097,3620,Aspen,1988,3552.0
097,3620,Aspen,1989,5048.0
097,3620,Aspen,1990,5049.0
097,3620,Aspen,1991,5115.0
097,3620,Aspen,1992,5257.0
097,3620,Aspen,1993,5449.0
097,3620,Aspen,1994,5620.0
097,3620,Aspen,1995,5703.0
097,3620,Aspen,1996,5594.0
097,3620,Aspen,1997,5650.0
097,3620,Aspen,1998,5593.0
097,3620,Aspen,1999,5778.0
097,3620,Aspen,2000,6215.0
097,3620,Aspen,2001,6359.0
097,3620,Aspen,2002,6364.0
097,3620,Aspen,2003,6418.0
097,3620,Aspen,2004,6365.0
097,3620,Aspen,2005,6425.0
097,3620,Aspen,2006,6457.0
097,3620,Aspen,2007,6523.0
097,3620,Aspen,2008,6806.0
097,3620,Aspen,2009,7035.0
097,3620,Aspen,2010,6659.0
097,3620,Aspen,2011,6990.0
097,3620,Aspen,2012,7020.0
097,3620,Aspen,2013,7078.0
097,3620,Aspen,2014,7160.0
097,3620,Aspen,2015,7238.0
097,3620,Aspen,2016,7215.0
097,3620,Aspen,2017,7167.0
097,3620,Aspen,2018,7158.0
097,3620,Aspen,2019,7040.0
097,3620,Aspen,2020,6987.0
097,3620,Aspen,2021,6943.0
097,3620,Aspen,2022,6721.0
097,3620,Aspen,2023,6632.0
097,3620,Aspen,2024,6556.0
123,3950,Ault,1980,1056.0
123,3950,Ault,1981,1025.0
123,3950,Ault,1982,978.0
123,3950,Ault,1983,974.0
123,3950,Ault,1984,1077.0
123,3950,Ault,1985,1083.0
123,3950,Ault,1986,1065.0
123,3950,Ault,1987,1069.0
123,3950,Ault,1988,1078.0
123,3950,Ault,1989,1096.0
123,3950,Ault,1990,1107.0
123,3950,Ault,1991,1146.0
123,3950,Ault,1992,1188.0
123,3950,Ault,1993,1237.0
123,3950,Ault,1994,1280.0
123,3950,Ault,1995,1316.0
123,3950,Ault,1996,1364.0
123,3950,Ault,1997,1398.0
123,3950,Ault,1998,1390.0
123,3950,Ault,1999,1413.0
123,3950,Ault,2000,1427.0
123,3950,Ault,2001,1429.0
123,3950,Ault,2002,1414.0
123,3950,Ault,2003,1412.0
123,3950,Ault,2004,1402.0
123,3950,Ault,2005,1413.0
123,3950,Ault,2006,1426.0
123,3950,Ault,2007,1451.0
123,3950,Ault,2008,1480.0
123,3950,Ault,2009,1508.0
123,3950,Ault,2010,1523.0
123,3950,Ault,2011,1533.0
123,3950,Ault,2012,1545.0
123,3950,Ault,2013,1560.0
123,3950,Ault,2014,1585.0
123,3950,Ault,2015,1608.0
123,3950,Ault,2016,1663.0
123,3950,Ault,2017,1724.0
123,3950,Ault,2018,1777.0
123,3950,Ault,2019,1795.0
123,3950,Ault,2020,1937.0
123,3950,Ault,2021,2379.0
123,3950,Ault,2022,2559.0
123,3950,Ault,2023,2797.0
123,3950,Ault,2024,2780.0
001,4000,Aurora (Part),1980,29193.0
001,4000,Aurora (Part),1981,29346.0
001,4000,Aurora (Part),1982,29750.0
001,4000,Aurora (Part),1983,30133.0
001,4000,Aurora (Part),1984,29475.0
001,4000,Aurora (Part),1985,29539.0
001,4000,Aurora (Part),1986,29017.0
001,4000,Aurora (Part),1987,28616.0
001,4000,Aurora (Part),1988,28407.0
001,4000,Aurora (Part),1989,28080.0
001,4000,Aurora (Part),1990,27747.0
001,4000,Aurora (Part),1991,29269.0
001,4000,Aurora (Part),1992,30657.0
001,4000,Aurora (Part),1993,31863.0
001,4000,Aurora (Part),1994,32942.0
001,4000,Aurora (Part),1995,35679.0
001,4000,Aurora (Part),1996,36878.0
001,4000,Aurora (Part),1997,38051.0
001,4000,Aurora (Part),1998,38307.0
001,4000,Aurora (Part),1999,39410.0
001,4000,Aurora (Part),2000,40767.0
001,4000,Aurora (Part),2001,39767.0
001,4000,Aurora (Part),2002,39814.0
001,4000,Aurora (Part),2003,38740.0
001,4000,Aurora (Part),2004,38683.0
001,4000,Aurora (Part),2005,38415.0
001,4000,Aurora (Part),2006,38286.0
001,4000,Aurora (Part),2007,38326.0
001,4000,Aurora (Part),2008,38661.0
001,4000,Aurora (Part),2009,39803.0
001,4000,Aurora (Part),2010,39978.0
001,4000,Aurora (Part),2011,40638.0
001,4000,Aurora (Part),2012,41877.0
001,4000,Aurora (Part),2013,42567.0
001,4000,Aurora (Part),2014,43879.0
001,4000,Aurora (Part),2015,45390.0
001,4000,Aurora (Part),2016,45696.0
001,4000,Aurora (Part),2017,45486.0
001,4000,Aurora (Part),2018,46281.0
001,4000,Aurora (Part),2019,47399.0
001,4000,Aurora (Part),2020,48032.0
001,4000,Aurora (Part),2021,49482.0
001,4000,Aurora (Part),2022,50971.0
001,4000,Aurora (Part),2023,52975.0
001,4000,Aurora (Part),2024,56189.0
005,4000,Aurora (Part),1980,129395.0
005,4000,Aurora (Part),1981,141411.0
005,4000,Aurora (Part),1982,153429.0
005,4000,Aurora (Part),1983,166274.0
005,4000,Aurora (Part),1984,180272.0
005,4000,Aurora (Part),1985,191257.0
005,4000,Aurora (Part),1986,194386.0
005,4000,Aurora (Part),1987,194639.0
005,4000,Aurora (Part),1988,192863.0
005,4000,Aurora (Part),1989,193302.0
005,4000,Aurora (Part),1990,194352.0
005,4000,Aurora (Part),1991,200805.0
005,4000,Aurora (Part),1992,208874.0
005,4000,Aurora (Part),1993,212635.0
005,4000,Aurora (Part),1994,215162.0
005,4000,Aurora (Part),1995,217127.0
005,4000,Aurora (Part),1996,220462.0
005,4000,Aurora (Part),1997,223038.0
005,4000,Aurora (Part),1998,229378.0
005,4000,Aurora (Part),1999,233232.0
005,4000,Aurora (Part),2000,237328.0
005,4000,Aurora (Part),2001,239670.0
005,4000,Aurora (Part),2002,244237.0
005,4000,Aurora (Part),2003,247134.0
005,4000,Aurora (Part),2004,251550.0
005,4000,Aurora (Part),2005,255470.0
005,4000,Aurora (Part),2006,262236.0
005,4000,Aurora (Part),2007,268603.0
005,4000,Aurora (Part),2008,274546.0
005,4000,Aurora (Part),2009,280287.0
005,4000,Aurora (Part),2010,286285.0
005,4000,Aurora (Part),2011,292776.0
005,4000,Aurora (Part),2012,299166.0
005,4000,Aurora (Part),2013,305268.0
005,4000,Aurora (Part),2014,311253.0
005,4000,Aurora (Part),2015,316861.0
005,4000,Aurora (Part),2016,319811.0
005,4000,Aurora (Part),2017,323544.0
005,4000,Aurora (Part),2018,329286.0
005,4000,Aurora (Part),2019,333058.0
005,4000,Aurora (Part),2020,336059.0
005,4000,Aurora (Part),2021,336942.0
005,4000,Aurora (Part),2022,337759.0
005,4000,Aurora (Part),2023,339299.0
005,4000,Aurora (Part),2024,341088.0
035,4000,Aurora (Part),1980,0.0
035,4000,Aurora (Part),1981,0.0
035,4000,Aurora (Part),1982,0.0
035,4000,Aurora (Part),1983,0.0
035,4000,Aurora (Part),1984,0.0
035,4000,Aurora (Part),1985,0.0
035,4000,Aurora (Part),1986,0.0
035,4000,Aurora (Part),1987,0.0
035,4000,Aurora (Part),1988,0.0
035,4000,Aurora (Part),1989,0.0
035,4000,Aurora (Part),1990,4.0
035,4000,Aurora (Part),1991,4.0
035,4000,Aurora (Part),1992,4.0
035,4000,Aurora (Part),1993,3.0
035,4000,Aurora (Part),1994,2.0
035,4000,Aurora (Part),1995,2.0
035,4000,Aurora (Part),1996,2.0
035,4000,Aurora (Part),1997,1.0
035,4000,Aurora (Part),1998,1.0
035,4000,Aurora (Part),1999,
035,4000,Aurora (Part),2000,0.0
035,4000,Aurora (Part),2001,0.0
035,4000,Aurora (Part),2002,0.0
035,4000,Aurora (Part),2003,0.0
035,4000,Aurora (Part),2004,0.0
035,4000,Aurora (Part),2005,0.0
035,4000,Aurora (Part),2006,0.0
035,4000,Aurora (Part),2007,6.0
035,4000,Aurora (Part),2008,46.0
035,4000,Aurora (Part),2009,98.0
035,4000,Aurora (Part),2010,156.0
035,4000,Aurora (Part),2011,251.0
035,4000,Aurora (Part),2012,326.0
035,4000,Aurora (Part),2013,400.0
035,4000,Aurora (Part),2014,569.0
035,4000,Aurora (Part),2015,726.0
035,4000,Aurora (Part),2016,868.0
035,4000,Aurora (Part),2017,1241.0
035,4000,Aurora (Part),2018,1665.0
035,4000,Aurora (Part),2019,2106.0
035,4000,Aurora (Part),2020,2662.0
035,4000,Aurora (Part),2021,3189.0
035,4000,Aurora (Part),2022,3844.0
035,4000,Aurora (Part),2023,4135.0
035,4000,Aurora (Part),2024,4287.0
999,4000,Aurora (Total),1980,158588.0
999,4000,Aurora (Total),1981,170757.0
999,4000,Aurora (Total),1982,183179.0
999,4000,Aurora (Total),1983,196407.0
999,4000,Aurora (Total),1984,209747.0
999,4000,Aurora (Total),1985,220796.0
999,4000,Aurora (Total),1986,223403.0
999,4000,Aurora (Total),1987,223255.0
999,4000,Aurora (Total),1988,221270.0
999,4000,Aurora (Total),1989,221382.0
999,4000,Aurora (Total),1990,222103.0
999,4000,Aurora (Total),1991,230078.0
999,4000,Aurora (Total),1992,239535.0
999,4000,Aurora (Total),1993,244501.0
999,4000,Aurora (Total),1994,248106.0
999,4000,Aurora (Total),1995,252808.0
999,4000,Aurora (Total),1996,257342.0
999,4000,Aurora (Total),1997,261090.0
999,4000,Aurora (Total),1998,267686.0
999,4000,Aurora (Total),1999,272642.0
999,4000,Aurora (Total),2000,278095.0
999,4000,Aurora (Total),2001,279437.0
999,4000,Aurora (Total),2002,284051.0
999,4000,Aurora (Total),2003,285874.0
999,4000,Aurora (Total),2004,290233.0
999,4000,Aurora (Total),2005,293885.0
999,4000,Aurora (Total),2006,300522.0
999,4000,Aurora (Total),2007,306935.0
999,4000,Aurora (Total),2008,313253.0
999,4000,Aurora (Total),2009,320188.0
999,4000,Aurora (Total),2010,326419.0
999,4000,Aurora (Total),2011,333665.0
999,4000,Aurora (Total),2012,341370.0
999,4000,Aurora (Total),2013,348235.0
999,4000,Aurora (Total),2014,355700.0
999,4000,Aurora (Total),2015,362976.0
999,4000,Aurora (Total),2016,366376.0
999,4000,Aurora (Total),2017,370271.0
999,4000,Aurora (Total),2018,377232.0
999,4000,Aurora (Total),2019,382563.0
999,4000,Aurora (Total),2020,386753.0
999,4000,Aurora (Total),2021,389613.0
999,4000,Aurora (Total),2022,392574.0
999,4000,Aurora (Total),2023,396409.0
999,4000,Aurora (Total),2024,401564.0
037,4110,Avon,1980,640.0
037,4110,Avon,1981,719.0
037,4110,Avon,1982,866.0
037,4110,Avon,1983,1046.0
037,4110,Avon,1984,1251.0
037,4110,Avon,1985,1444.0
037,4110,Avon,1986,1508.0
037,4110,Avon,1987,1558.0
037,4110,Avon,1988,1611.0
037,4110,Avon,1989,1711.0
037,4110,Avon,1990,1798.0
037,4110,Avon,1991,2043.0
037,4110,Avon,1992,2298.0
037,4110,Avon,1993,2976.0
037,4110,Avon,1994,3260.0
037,4110,Avon,1995,3533.0
037,4110,Avon,1996,4058.0
037,4110,Avon,1997,4367.0
037,4110,Avon,1998,4803.0
037,4110,Avon,1999,5228.0
037,4110,Avon,2000,6124.0
037,4110,Avon,2001,6154.0
037,4110,Avon,2002,6141.0
037,4110,Avon,2003,6666.0
037,4110,Avon,2004,6647.0
037,4110,Avon,2005,6570.0
037,4110,Avon,2006,6519.0
037,4110,Avon,2007,6524.0
037,4110,Avon,2008,6546.0
037,4110,Avon,2009,6653.0
037,4110,Avon,2010,6422.0
037,4110,Avon,2011,6205.0
037,4110,Avon,2012,6148.0
037,4110,Avon,2013,6080.0
037,4110,Avon,2014,6021.0
037,4110,Avon,2015,5972.0
037,4110,Avon,2016,5911.0
037,4110,Avon,2017,5825.0
037,4110,Avon,2018,5769.0
037,4110,Avon,2019,5758.0
037,4110,Avon,2020,6071.0
037,4110,Avon,2021,6322.0
037,4110,Avon,2022,6211.0
037,4110,Avon,2023,6052.0
037,4110,Avon,2024,6127.0
037,4935,Basalt (Part),1980,529.0
037,4935,Basalt (Part),1981,543.0
037,4935,Basalt (Part),1982,603.0
037,4935,Basalt (Part),1983,630.0
037,4935,Basalt (Part),1984,668.0
037,4935,Basalt (Part),1985,713.0
037,4935,Basalt (Part),1986,729.0
037,4935,Basalt (Part),1987,750.0
037,4935,Basalt (Part),1988,815.0
037,4935,Basalt (Part),1989,913.0
037,4935,Basalt (Part),1990,1084.0
037,4935,Basalt (Part),1991,1097.0
037,4935,Basalt (Part),1992,1122.0
037,4935,Basalt (Part),1993,1106.0
037,4935,Basalt (Part),1994,1126.0
037,4935,Basalt (Part),1995,1192.0
037,4935,Basalt (Part),1996,1320.0
037,4935,Basalt (Part),1997,1371.0
037,4935,Basalt (Part),1998,1413.0
037,4935,Basalt (Part),1999,1728.0
037,4935,Basalt (Part),2000,2031.0
037,4935,Basalt (Part),2001,2145.0
037,4935,Basalt (Part),2002,2257.0
