Vintage 2023 prepared October 2024,,,,,,,,,,
id,idtxt,countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
1,0001970,0,Colorado,1970,2224610,58710,40348,17274,35636,Estimate
82,0011970,1,Adams,1970,187058,6058,3608,835,3285,Estimate
163,0031970,3,Alamosa,1970,11484,484,218,76,342,Estimate
244,0051970,5,Arapahoe,1970,163683,5683,2645,858,3896,Estimate
325,0071970,7,Archuleta,1970,2698,-342,57,19,-380,Estimate
406,0091970,9,Baca,1970,5653,-167,91,68,-190,Estimate
487,0111970,11,Bent,1970,6488,-262,87,63,-286,Estimate
568,0131970,13,Boulder,1970,133432,6432,2309,780,4903,Estimate
700,0151970,15,Chaffee,1970,10273,323,159,101,265,Estimate
781,0171970,17,Cheyenne,1970,2396,-64,38,22,-80,Estimate
862,0191970,19,Clear Creek,1970,4993,643,82,37,598,Estimate
943,0211970,21,Conejos,1970,7829,-261,153,57,-357,Estimate
1024,0231970,23,Costilla,1970,3080,-40,49,26,-63,Estimate
1105,0251970,25,Crowley,1970,3085,-35,38,46,-27,Estimate
1186,0271970,27,Custer,1970,1131,21,14,13,20,Estimate
1267,0291970,29,Delta,1970,15316,-184,213,213,-184,Estimate
1348,0311970,31,Denver,1970,515985,1985,9802,5275,-2542,Estimate
1429,0331970,33,Dolores,1970,1628,-102,31,15,-118,Estimate
1510,0351970,35,Douglas,1970,8594,774,129,66,711,Estimate
1591,0371970,37,Eagle,1970,7689,1169,169,42,1042,Estimate
1672,0391970,39,Elbert,1970,3912,52,39,41,54,Estimate
1753,0411970,41,El Paso,1970,238384,13384,5270,1363,9477,Estimate
1834,0431970,43,Fremont,1970,22110,610,298,331,643,Estimate
1915,0451970,45,Garfield,1970,14965,565,253,150,462,Estimate
1996,0471970,47,Gilpin,1970,1301,151,21,14,144,Estimate
2077,0491970,49,Grand,1970,4236,346,72,27,301,Estimate
2158,0511970,51,Gunnison,1970,7714,394,123,40,311,Estimate
2239,0531970,53,Hinsdale,1970,203,-6,5,3,-8,Estimate
2320,0551970,55,Huerfano,1970,6527,-73,95,88,-80,Estimate
2401,0571970,57,Jackson,1970,1850,60,36,12,36,Estimate
2482,0591970,59,Jefferson,1970,237712,12712,3963,1286,10035,Estimate
2563,0611970,61,Kiowa,1970,2022,-38,32,23,-47,Estimate
2644,0631970,63,Kit Carson,1970,7579,69,131,71,9,Estimate
2725,0651970,65,Lake,1970,8313,673,196,58,535,Estimate
2806,0671970,67,La Plata,1970,19316,-384,340,189,-535,Estimate
2887,0691970,69,Larimer,1970,91179,5479,1578,655,4556,Estimate
2968,0711970,71,Las Animas,1970,15803,-497,252,209,-540,Estimate
3049,0731970,73,Lincoln,1970,4861,51,62,64,53,Estimate
3130,0751970,75,Logan,1970,18881,-19,302,166,-155,Estimate
3211,0771970,77,Mesa,1970,54548,648,816,555,387,Estimate
3292,0791970,79,Mineral,1970,794,58,13,6,51,Estimate
3373,0811970,81,Moffat,1970,6569,-161,111,61,-211,Estimate
3454,0831970,83,Montezuma,1970,13040,-60,238,127,-171,Estimate
3535,0851970,85,Montrose,1970,18357,-43,308,188,-163,Estimate
3616,0871970,87,Morgan,1970,20268,768,356,184,596,Estimate
3697,0891970,89,Otero,1970,23398,-602,409,271,-740,Estimate
3778,0911970,91,Ouray,1970,1543,-67,23,19,-71,Estimate
3859,0931970,93,Park,1970,2208,98,23,20,95,Estimate
3940,0951970,95,Phillips,1970,4085,-235,55,59,-231,Estimate
4021,0971970,97,Pitkin,1970,6342,682,121,25,586,Estimate
4102,0991970,99,Prowers,1970,13274,274,265,128,137,Estimate
4183,1011970,101,Pueblo,1970,118533,-1467,2206,1035,-2638,Estimate
4264,1031970,103,Rio Blanco,1970,4828,-32,77,45,-64,Estimate
4345,1051970,105,Rio Grande,1970,10453,-347,192,118,-421,Estimate
4426,1071970,107,Routt,1970,6733,563,109,58,512,Estimate
4507,1091970,109,Saguache,1970,3833,3,82,36,-43,Estimate
4588,1111970,111,San Juan,1970,822,-3,24,6,-21,Estimate
4669,1131970,113,San Miguel,1970,1973,23,40,18,1,Estimate
4750,1151970,115,Sedgwick,1970,3406,-144,45,41,-148,Estimate
4831,1171970,117,Summit,1970,2794,564,47,14,531,Estimate
4912,1191970,119,Teller,1970,3392,122,61,27,88,Estimate
4993,1211970,121,Washington,1970,5520,-160,70,51,-179,Estimate
5074,1231970,123,Weld,1970,90033,2833,1578,668,1923,Estimate
5155,1251970,125,Yuma,1970,8501,-249,119,112,-256,Estimate
2,0001971,0,Colorado,1971,2284660,60050,40937,17680,36793,Estimate
83,0011971,1,Adams,1971,192134,5076,3705,881,2252,Estimate
164,0031971,3,Alamosa,1971,11731,247,207,80,120,Estimate
245,0051971,5,Arapahoe,1971,169845,6162,2677,884,4369,Estimate
326,0071971,7,Archuleta,1971,2556,-142,58,18,-182,Estimate
407,0091971,9,Baca,1971,5567,-86,87,68,-105,Estimate
488,0111971,11,Bent,1971,6469,-19,88,67,-40,Estimate
569,0131971,13,Boulder,1971,139606,6174,2268,778,4684,Estimate
701,0151971,15,Chaffee,1971,10719,446,162,107,391,Estimate
782,0171971,17,Cheyenne,1971,2397,1,36,28,-7,Estimate
863,0191971,19,Clear Creek,1971,5689,696,97,39,638,Estimate
944,0211971,21,Conejos,1971,7762,-67,153,60,-160,Estimate
1025,0231971,23,Costilla,1971,3037,-43,59,35,-67,Estimate
1106,0251971,25,Crowley,1971,3082,-3,40,40,-3,Estimate
1187,0271971,27,Custer,1971,1176,45,14,13,44,Estimate
1268,0291971,29,Delta,1971,15437,121,217,216,120,Estimate
1349,0311971,31,Denver,1971,521213,5228,9644,5337,921,Estimate
1430,0331971,33,Dolores,1971,1578,-50,28,13,-65,Estimate
1511,0351971,35,Douglas,1971,9344,750,136,68,682,Estimate
1592,0371971,37,Eagle,1971,8452,763,187,49,625,Estimate
1673,0391971,39,Elbert,1971,3947,35,49,37,23,Estimate
1754,0411971,41,El Paso,1971,248034,9650,5520,1461,5591,Estimate
1835,0431971,43,Fremont,1971,22780,670,321,339,688,Estimate
1916,0451971,45,Garfield,1971,15540,575,269,158,464,Estimate
1997,0471971,47,Gilpin,1971,1417,116,19,14,111,Estimate
2078,0491971,49,Grand,1971,4750,514,79,32,467,Estimate
2159,0511971,51,Gunnison,1971,8257,543,134,41,450,Estimate
2240,0531971,53,Hinsdale,1971,206,3,4,4,3,Estimate
2321,0551971,55,Huerfano,1971,6274,-253,81,93,-241,Estimate
2402,0571971,57,Jackson,1971,2007,157,38,16,135,Estimate
2483,0591971,59,Jefferson,1971,247090,9378,4018,1345,6705,Estimate
2564,0611971,61,Kiowa,1971,1994,-28,34,20,-42,Estimate
2645,0631971,63,Kit Carson,1971,7777,198,134,66,130,Estimate
2726,0651971,65,Lake,1971,8436,123,213,47,-43,Estimate
2807,0671971,67,La Plata,1971,19786,470,346,164,288,Estimate
2888,0691971,69,Larimer,1971,96297,5118,1565,689,4242,Estimate
2969,0711971,71,Las Animas,1971,16037,234,261,210,183,Estimate
3050,0731971,73,Lincoln,1971,4963,102,63,60,99,Estimate
3131,0751971,75,Logan,1971,18996,115,324,167,-42,Estimate
3212,0771971,77,Mesa,1971,55245,697,863,594,428,Estimate
3293,0791971,79,Mineral,1971,824,30,14,6,22,Estimate
3374,0811971,81,Moffat,1971,6744,175,110,57,122,Estimate
3455,0831971,83,Montezuma,1971,13393,353,253,114,214,Estimate
3536,0851971,85,Montrose,1971,18321,-36,316,188,-164,Estimate
3617,0871971,87,Morgan,1971,20918,650,357,193,486,Estimate
3698,0891971,89,Otero,1971,22897,-501,428,265,-664,Estimate
3779,0911971,91,Ouray,1971,1529,-14,20,14,-20,Estimate
3860,0931971,93,Park,1971,2299,91,30,21,82,Estimate
3941,0951971,95,Phillips,1971,3899,-186,61,52,-195,Estimate
4022,0971971,97,Pitkin,1971,6970,628,124,27,531,Estimate
4103,0991971,99,Prowers,1971,13339,65,278,145,-68,Estimate
4184,1011971,101,Pueblo,1971,119714,1181,2214,1051,18,Estimate
4265,1031971,103,Rio Blanco,1971,4773,-55,85,42,-98,Estimate
4346,1051971,105,Rio Grande,1971,10287,-166,200,120,-246,Estimate
4427,1071971,107,Routt,1971,7295,562,120,66,508,Estimate
4508,1091971,109,Saguache,1971,3855,22,79,37,-20,Estimate
4589,1111971,111,San Juan,1971,788,-34,18,9,-43,Estimate
4670,1131971,113,San Miguel,1971,2070,97,36,20,81,Estimate
4751,1151971,115,Sedgwick,1971,3408,2,55,47,-6,Estimate
4832,1171971,117,Summit,1971,3308,514,62,14,466,Estimate
4913,1191971,119,Teller,1971,3696,304,64,29,269,Estimate
4994,1211971,121,Washington,1971,5401,-119,71,49,-141,Estimate
5075,1231971,123,Weld,1971,92978,2945,1624,669,1990,Estimate
5156,1251971,125,Yuma,1971,8327,-174,120,107,-187,Estimate
3,0001972,0,Colorado,1972,2378318,93660,39485,17890,72065,Estimate
84,0011972,1,Adams,1972,201659,9525,3578,942,6889,Estimate
165,0031972,3,Alamosa,1972,12104,373,204,87,256,Estimate
246,0051972,5,Arapahoe,1972,182615,12770,2633,932,11069,Estimate
327,0071972,7,Archuleta,1972,2540,-16,68,19,-65,Estimate
408,0091972,9,Baca,1972,5675,108,93,67,82,Estimate
489,0111972,11,Bent,1972,6359,-110,87,66,-131,Estimate
570,0131972,13,Boulder,1972,149630,10024,2198,802,8628,Estimate
702,0151972,15,Chaffee,1972,11213,494,159,101,436,Estimate
783,0171972,17,Cheyenne,1972,2251,-146,35,29,-152,Estimate
864,0191972,19,Clear Creek,1972,5846,157,94,41,104,Estimate
945,0211972,21,Conejos,1972,7780,18,138,69,-51,Estimate
1026,0231972,23,Costilla,1972,3201,164,60,37,141,Estimate
1107,0251972,25,Crowley,1972,3195,113,44,39,108,Estimate
1188,0271972,27,Custer,1972,1227,51,12,11,50,Estimate
1269,0291972,29,Delta,1972,16016,579,217,218,580,Estimate
1350,0311972,31,Denver,1972,520235,-978,8861,5232,-4607,Estimate
1431,0331972,33,Dolores,1972,1544,-34,23,14,-43,Estimate
1512,0351972,35,Douglas,1972,10324,980,126,63,917,Estimate
1593,0371972,37,Eagle,1972,8763,311,171,49,189,Estimate
1674,0391972,39,Elbert,1972,4045,98,51,40,87,Estimate
1755,0411972,41,El Paso,1972,265926,17892,5525,1540,13907,Estimate
1836,0431972,43,Fremont,1972,23521,741,302,330,769,Estimate
1917,0451972,45,Garfield,1972,16008,468,268,151,351,Estimate
1998,0471972,47,Gilpin,1972,1515,98,18,13,93,Estimate
2079,0491972,49,Grand,1972,5689,939,92,34,881,Estimate
2160,0511972,51,Gunnison,1972,8442,185,123,44,106,Estimate
2241,0531972,53,Hinsdale,1972,272,68,0,0,68,Estimate
2322,0551972,55,Huerfano,1972,6357,83,78,94,99,Estimate
2403,0571972,57,Jackson,1972,1985,-22,32,18,-36,Estimate
2484,0591972,59,Jefferson,1972,263598,16508,4008,1398,13898,Estimate
2565,0611972,61,Kiowa,1972,2003,9,38,19,-10,Estimate
2646,0631972,63,Kit Carson,1972,7394,-383,121,71,-433,Estimate
2727,0651972,65,Lake,1972,8448,12,189,39,-138,Estimate
2808,0671972,67,La Plata,1972,20046,260,318,177,119,Estimate
2889,0691972,69,Larimer,1972,105812,9515,1527,697,8685,Estimate
2970,0711972,71,Las Animas,1972,15980,-57,246,228,-75,Estimate
3051,0731972,73,Lincoln,1972,4902,-61,65,61,-65,Estimate
3132,0751972,75,Logan,1972,19131,135,313,170,-8,Estimate
3213,0771972,77,Mesa,1972,56975,1730,873,581,1438,Estimate
3294,0791972,79,Mineral,1972,838,14,10,8,12,Estimate
3375,0811972,81,Moffat,1972,6923,179,113,56,122,Estimate
3456,0831972,83,Montezuma,1972,13715,322,259,116,179,Estimate
3537,0851972,85,Montrose,1972,18350,29,280,177,-74,Estimate
3618,0871972,87,Morgan,1972,21361,443,373,200,270,Estimate
3699,0891972,89,Otero,1972,23422,525,429,243,339,Estimate
3780,0911972,91,Ouray,1972,1510,-19,23,14,-28,Estimate
3861,0931972,93,Park,1972,2756,457,43,20,434,Estimate
3942,0951972,95,Phillips,1972,3968,69,53,58,74,Estimate
4023,0971972,97,Pitkin,1972,7434,464,116,28,376,Estimate
4104,0991972,99,Prowers,1972,13362,23,252,136,-93,Estimate
4185,1011972,101,Pueblo,1972,120677,963,2026,1102,39,Estimate
4266,1031972,103,Rio Blanco,1972,4601,-172,80,36,-216,Estimate
4347,1051972,105,Rio Grande,1972,10361,74,199,112,-13,Estimate
4428,1071972,107,Routt,1972,8016,721,112,60,669,Estimate
4509,1091972,109,Saguache,1972,3938,83,75,34,42,Estimate
4590,1111972,111,San Juan,1972,777,-11,22,10,-23,Estimate
4671,1131972,113,San Miguel,1972,2032,-38,34,16,-56,Estimate
4752,1151972,115,Sedgwick,1972,3354,-54,54,51,-57,Estimate
4833,1171972,117,Summit,1972,3982,674,67,12,619,Estimate
4914,1191972,119,Teller,1972,4513,817,61,32,788,Estimate
4995,1211972,121,Washington,1972,5431,30,65,54,19,Estimate
5076,1231972,123,Weld,1972,98492,5514,1631,689,4572,Estimate
5157,1251972,125,Yuma,1972,8279,-48,120,103,-65,Estimate
4,0001973,0,Colorado,1973,2489591,111276,38563,18258,90971,Estimate
85,0011973,1,Adams,1973,211148,9489,3629,1019,6879,Estimate
166,0031973,3,Alamosa,1973,11538,-566,209,86,-689,Estimate
247,0051973,5,Arapahoe,1973,198369,15754,2679,963,14038,Estimate
328,0071973,7,Archuleta,1973,2945,405,61,19,363,Estimate
409,0091973,9,Baca,1973,5630,-45,90,69,-66,Estimate
490,0111973,11,Bent,1973,6020,-339,80,57,-362,Estimate
571,0131973,13,Boulder,1973,158937,9307,2147,841,8001,Estimate
703,0151973,15,Chaffee,1973,11554,341,152,105,294,Estimate
784,0171973,17,Cheyenne,1973,2294,43,37,23,29,Estimate
865,0191973,19,Clear Creek,1973,5727,-119,91,38,-172,Estimate
946,0211973,21,Conejos,1973,7901,121,143,73,51,Estimate
1027,0231973,23,Costilla,1973,3197,-4,48,34,-18,Estimate
1108,0251973,25,Crowley,1973,3255,60,41,45,64,Estimate
1189,0271973,27,Custer,1973,1152,-75,14,10,-79,Estimate
1270,0291973,29,Delta,1973,16465,449,212,219,456,Estimate
1351,0311973,31,Denver,1973,524014,3779,8045,5206,940,Estimate
1432,0331973,33,Dolores,1973,1559,15,18,12,9,Estimate
1513,0351973,35,Douglas,1973,11707,1383,131,69,1321,Estimate
1594,0371973,37,Eagle,1973,9541,778,161,46,663,Estimate
1675,0391973,39,Elbert,1973,4672,627,49,42,620,Estimate
1756,0411973,41,El Paso,1973,288885,22959,5631,1609,18937,Estimate
1837,0431973,43,Fremont,1973,24731,1210,292,339,1257,Estimate
1918,0451973,45,Garfield,1973,16438,430,254,143,319,Estimate
1999,0471973,47,Gilpin,1973,1752,237,14,11,234,Estimate
2080,0491973,49,Grand,1973,6138,449,104,31,376,Estimate
2161,0511973,51,Gunnison,1973,8746,304,106,34,232,Estimate
2242,0531973,53,Hinsdale,1973,288,19,0,0,19,Estimate
2323,0551973,55,Huerfano,1973,6648,291,80,105,316,Estimate
2404,0571973,57,Jackson,1973,2122,137,41,12,108,Estimate
2485,0591973,59,Jefferson,1973,283938,20340,4097,1465,17708,Estimate
2566,0611973,61,Kiowa,1973,2027,24,33,24,15,Estimate
2647,0631973,63,Kit Carson,1973,7416,22,119,73,-24,Estimate
2728,0651973,65,Lake,1973,8521,73,156,50,-33,Estimate
2809,0671973,67,La Plata,1973,21395,1349,310,201,1240,Estimate
2890,0691973,69,Larimer,1973,112038,6226,1582,702,5346,Estimate
2971,0711973,71,Las Animas,1973,15703,-277,214,225,-266,Estimate
3052,0731973,73,Lincoln,1973,4822,-80,64,52,-92,Estimate
3133,0751973,75,Logan,1973,19437,306,289,175,192,Estimate
3214,0771973,77,Mesa,1973,58827,1852,818,580,1614,Estimate
3295,0791973,79,Mineral,1973,777,-61,9,9,-61,Estimate
3376,0811973,81,Moffat,1973,7504,581,104,58,535,Estimate
3457,0831973,83,Montezuma,1973,13654,-61,244,133,-172,Estimate
3538,0851973,85,Montrose,1973,18769,419,266,176,329,Estimate
3619,0871973,87,Morgan,1973,21595,234,366,212,80,Estimate
3700,0891973,89,Otero,1973,23574,152,378,260,34,Estimate
3781,0911973,91,Ouray,1973,1664,154,31,17,140,Estimate
3862,0931973,93,Park,1973,2938,182,47,17,152,Estimate
3943,0951973,95,Phillips,1973,4020,52,50,67,69,Estimate
4024,0971973,97,Pitkin,1973,8124,690,105,24,609,Estimate
4105,0991973,99,Prowers,1973,13444,82,241,130,-29,Estimate
4186,1011973,101,Pueblo,1973,124232,3555,1922,1088,2721,Estimate
4267,1031973,103,Rio Blanco,1973,4837,236,70,42,208,Estimate
4348,1051973,105,Rio Grande,1973,10483,122,190,112,44,Estimate
4429,1071973,107,Routt,1973,8658,642,115,56,583,Estimate
4510,1091973,109,Saguache,1973,3936,-2,75,34,-43,Estimate
4591,1111973,111,San Juan,1973,892,115,24,8,99,Estimate
4672,1131973,113,San Miguel,1973,2276,244,38,20,226,Estimate
4753,1151973,115,Sedgwick,1973,3310,-44,48,45,-47,Estimate
4834,1171973,117,Summit,1973,4838,856,73,14,797,Estimate
4915,1191973,119,Teller,1973,5053,540,69,31,502,Estimate
4996,1211973,121,Washington,1973,5171,-260,58,68,-250,Estimate
5077,1231973,123,Weld,1973,104037,5545,1674,735,4606,Estimate
5158,1251973,125,Yuma,1973,8308,29,125,95,-1,Estimate
5,0001974,0,Colorado,1974,2543764,54173,38791,18254,33636,Estimate
86,0011974,1,Adams,1974,214619,3471,3756,1038,753,Estimate
167,0031974,3,Alamosa,1974,11511,-27,204,88,-143,Estimate
248,0051974,5,Arapahoe,1974,208669,10300,2829,998,8469,Estimate
329,0071974,7,Archuleta,1974,3149,204,51,21,174,Estimate
410,0091974,9,Baca,1974,5520,-110,83,61,-132,Estimate
491,0111974,11,Bent,1974,6141,121,82,73,112,Estimate
572,0131974,13,Boulder,1974,166393,7456,2066,851,6241,Estimate
704,0151974,15,Chaffee,1974,11744,190,171,118,137,Estimate
785,0171974,17,Cheyenne,1974,2304,10,33,24,1,Estimate
866,0191974,19,Clear Creek,1974,5752,25,110,37,-48,Estimate
947,0211974,21,Conejos,1974,8030,129,164,71,36,Estimate
1028,0231974,23,Costilla,1974,3112,-85,42,33,-94,Estimate
1109,0251974,25,Crowley,1974,3335,80,43,39,76,Estimate
1190,0271974,27,Custer,1974,1164,12,16,10,6,Estimate
1271,0291974,29,Delta,1974,17185,720,224,201,697,Estimate
1352,0311974,31,Denver,1974,514875,-9139,7499,5070,-11568,Estimate
1433,0331974,33,Dolores,1974,1442,-117,20,10,-127,Estimate
1514,0351974,35,Douglas,1974,13115,1408,148,69,1329,Estimate
1595,0371974,37,Eagle,1974,10344,803,168,49,684,Estimate
1676,0391974,39,Elbert,1974,4728,56,55,40,41,Estimate
1757,0411974,41,El Paso,1974,294169,5284,5768,1599,1115,Estimate
1838,0431974,43,Fremont,1974,25726,995,333,351,1013,Estimate
1919,0451974,45,Garfield,1974,17002,564,254,135,445,Estimate
2000,0471974,47,Gilpin,1974,1701,-51,21,14,-58,Estimate
2081,0491974,49,Grand,1974,6178,40,104,32,-32,Estimate
2162,0511974,51,Gunnison,1974,9338,592,102,36,526,Estimate
2243,0531974,53,Hinsdale,1974,323,35,3,5,37,Estimate
2324,0551974,55,Huerfano,1974,6586,-62,87,97,-52,Estimate
2405,0571974,57,Jackson,1974,1852,-270,40,10,-300,Estimate
2486,0591974,59,Jefferson,1974,296686,12748,4218,1505,10035,Estimate
2567,0611974,61,Kiowa,1974,1994,-33,34,27,-40,Estimate
2648,0631974,63,Kit Carson,1974,7559,143,135,71,79,Estimate
2729,0651974,65,Lake,1974,8505,-16,143,49,-110,Estimate
2810,0671974,67,La Plata,1974,21971,576,317,199,458,Estimate
2891,0691974,69,Larimer,1974,119903,7865,1603,726,6988,Estimate
2972,0711974,71,Las Animas,1974,15694,-9,202,214,3,Estimate
3053,0731974,73,Lincoln,1974,4885,63,66,50,47,Estimate
3134,0751974,75,Logan,1974,19386,-51,284,176,-159,Estimate
3215,0771974,77,Mesa,1974,60393,1566,832,583,1317,Estimate
3296,0791974,79,Mineral,1974,803,26,11,6,21,Estimate
3377,0811974,81,Moffat,1974,8278,774,127,66,713,Estimate
3458,0831974,83,Montezuma,1974,14014,360,259,136,237,Estimate
3539,0851974,85,Montrose,1974,19621,852,278,172,746,Estimate
3620,0871974,87,Morgan,1974,21603,8,353,214,-131,Estimate
3701,0891974,89,Otero,1974,23410,-164,386,262,-288,Estimate
3782,0911974,91,Ouray,1974,1717,53,30,14,37,Estimate
3863,0931974,93,Park,1974,2987,49,51,19,17,Estimate
3944,0951974,95,Phillips,1974,3990,-30,54,60,-24,Estimate
4025,0971974,97,Pitkin,1974,8529,405,107,25,323,Estimate
4106,0991974,99,Prowers,1974,13456,12,237,134,-91,Estimate
4187,1011974,101,Pueblo,1974,124568,336,1969,1108,-525,Estimate
4268,1031974,103,Rio Blanco,1974,4977,140,69,45,116,Estimate
4349,1051974,105,Rio Grande,1974,10686,203,205,122,120,Estimate
4430,1071974,107,Routt,1974,8858,200,135,57,122,Estimate
4511,1091974,109,Saguache,1974,4076,140,68,36,108,Estimate
4592,1111974,111,San Juan,1974,834,-58,18,6,-70,Estimate
4673,1131974,113,San Miguel,1974,2449,173,41,20,152,Estimate
4754,1151974,115,Sedgwick,1974,3298,-12,51,45,-18,Estimate
4835,1171974,117,Summit,1974,5555,717,70,16,663,Estimate
4916,1191974,119,Teller,1974,5434,381,85,30,326,Estimate
4997,1211974,121,Washington,1974,5163,-8,62,63,-7,Estimate
5078,1231974,123,Weld,1974,108024,3987,1680,719,3026,Estimate
5159,1251974,125,Yuma,1974,8451,143,135,99,107,Estimate
6,0001975,0,Colorado,1975,2576902,33138,39606,17637,11169,Estimate
87,0011975,1,Adams,1975,216880,2261,3908,1061,-586,Estimate
168,0031975,3,Alamosa,1975,11658,147,208,81,20,Estimate
249,0051975,5,Arapahoe,1975,218016,9347,3107,1007,7247,Estimate
330,0071975,7,Archuleta,1975,3390,241,54,26,213,Estimate
411,0091975,9,Baca,1975,5625,105,95,54,64,Estimate
492,0111975,11,Bent,1975,6337,196,83,74,187,Estimate
573,0131975,13,Boulder,1975,169181,2788,2073,811,1526,Estimate
705,0151975,15,Chaffee,1975,12024,280,173,109,216,Estimate
786,0171975,17,Cheyenne,1975,2224,-80,38,25,-93,Estimate
867,0191975,19,Clear Creek,1975,6005,253,133,32,152,Estimate
948,0211975,21,Conejos,1975,8034,4,159,67,-88,Estimate
1029,0231975,23,Costilla,1975,3114,2,47,30,-15,Estimate
1110,0251975,25,Crowley,1975,3307,-28,46,36,-38,Estimate
1191,0271975,27,Custer,1975,1165,1,12,12,1,Estimate
1272,0291975,29,Delta,1975,18202,1017,235,202,984,Estimate
1353,0311975,31,Denver,1975,499371,-15504,7411,4728,-18187,Estimate
1434,0331975,33,Dolores,1975,1581,139,24,14,129,Estimate
1515,0351975,35,Douglas,1975,14647,1532,159,59,1432,Estimate
1596,0371975,37,Eagle,1975,10619,275,171,50,154,Estimate
1677,0391975,39,Elbert,1975,4919,191,63,35,163,Estimate
1758,0411975,41,El Paso,1975,291339,-2830,5783,1569,-7044,Estimate
1839,0431975,43,Fremont,1975,26228,502,331,348,519,Estimate
1920,0451975,45,Garfield,1975,18024,1022,277,144,889,Estimate
2001,0471975,47,Gilpin,1975,1846,145,28,15,132,Estimate
2082,0491975,49,Grand,1975,6446,268,116,30,182,Estimate
2163,0511975,51,Gunnison,1975,9396,58,98,41,1,Estimate
2244,0531975,53,Hinsdale,1975,353,30,5,3,28,Estimate
2325,0551975,55,Huerfano,1975,6630,44,96,87,35,Estimate
2406,0571975,57,Jackson,1975,1724,-128,31,10,-149,Estimate
2487,0591975,59,Jefferson,1975,312469,15783,4241,1503,13045,Estimate
2568,0611975,61,Kiowa,1975,2051,57,36,23,44,Estimate
2649,0631975,63,Kit Carson,1975,7661,102,143,64,23,Estimate
2730,0651975,65,Lake,1975,8621,116,148,42,10,Estimate
2811,0671975,67,La Plata,1975,23186,1215,349,177,1043,Estimate
2892,0691975,69,Larimer,1975,120907,1004,1610,723,117,Estimate
2973,0711975,71,Las Animas,1975,15632,-62,211,202,-71,Estimate
3054,0731975,73,Lincoln,1975,4982,97,61,62,98,Estimate
3135,0751975,75,Logan,1975,19243,-143,303,173,-273,Estimate
3216,0771975,77,Mesa,1975,64569,4176,914,571,3833,Estimate
3297,0791975,79,Mineral,1975,802,-1,9,4,-6,Estimate
3378,0811975,81,Moffat,1975,9699,1421,142,61,1340,Estimate
3459,0831975,83,Montezuma,1975,14701,687,282,122,527,Estimate
3540,0851975,85,Montrose,1975,20468,847,286,175,736,Estimate
3621,0871975,87,Morgan,1975,21729,126,348,197,-25,Estimate
3702,0891975,89,Otero,1975,23934,524,397,248,375,Estimate
3783,0911975,91,Ouray,1975,1816,99,29,15,85,Estimate
3864,0931975,93,Park,1975,3225,238,53,23,208,Estimate
3945,0951975,95,Phillips,1975,4235,245,60,53,238,Estimate
4026,0971975,97,Pitkin,1975,8987,458,110,27,375,Estimate
4107,0991975,99,Prowers,1975,13684,228,230,143,141,Estimate
4188,1011975,101,Pueblo,1975,125520,952,1953,1081,80,Estimate
4269,1031975,103,Rio Blanco,1975,5086,109,81,46,74,Estimate
4350,1051975,105,Rio Grande,1975,10795,109,198,117,28,Estimate
4431,1071975,107,Routt,1975,9497,639,148,54,545,Estimate
4512,1091975,109,Saguache,1975,4098,22,71,30,-19,Estimate
4593,1111975,111,San Juan,1975,841,7,20,5,-8,Estimate
4674,1131975,113,San Miguel,1975,2430,-19,39,16,-42,Estimate
4755,1151975,115,Sedgwick,1975,3374,76,56,41,61,Estimate
4836,1171975,117,Summit,1975,5870,315,79,14,250,Estimate
4917,1191975,119,Teller,1975,5779,345,91,33,287,Estimate
4998,1211975,121,Washington,1975,5135,-28,71,57,-42,Estimate
5079,1231975,123,Weld,1975,108841,817,1730,666,-247,Estimate
5160,1251975,125,Yuma,1975,8750,299,143,109,265,Estimate
7,0001976,0,Colorado,1976,2618311,41409,40576,17700,18533,Estimate
88,0011976,1,Adams,1976,222739,5859,4087,1063,2835,Estimate
169,0031976,3,Alamosa,1976,11611,-47,203,68,-182,Estimate
250,0051976,5,Arapahoe,1976,228736,10720,3337,1013,8396,Estimate
331,0071976,7,Archuleta,1976,3439,49,59,24,14,Estimate
412,0091976,9,Baca,1976,5694,69,101,54,22,Estimate
493,0111976,11,Bent,1976,6245,-92,85,68,-109,Estimate
574,0131976,13,Boulder,1976,170416,1235,2120,810,-75,Estimate
706,0151976,15,Chaffee,1976,12043,19,182,103,-60,Estimate
787,0171976,17,Cheyenne,1976,2218,-6,43,23,-26,Estimate
868,0191976,19,Clear Creek,1976,6159,154,139,36,51,Estimate
949,0211976,21,Conejos,1976,7818,-216,158,61,-313,Estimate
1030,0231976,23,Costilla,1976,3102,-12,51,29,-34,Estimate
1111,0251976,25,Crowley,1976,3184,-123,42,44,-121,Estimate
1192,0271976,27,Custer,1976,1200,35,13,14,36,Estimate
1273,0291976,29,Delta,1976,18477,275,234,222,263,Estimate
1354,0311976,31,Denver,1976,501128,1757,7406,4616,-1033,Estimate
1435,0331976,33,Dolores,1976,1566,-15,27,16,-26,Estimate
1516,0351976,35,Douglas,1976,15797,1150,183,60,1027,Estimate
1597,0371976,37,Eagle,1976,11432,813,185,43,671,Estimate
1678,0391976,39,Elbert,1976,5277,358,75,36,319,Estimate
1759,0411976,41,El Paso,1976,289357,-1982,5767,1591,-6158,Estimate
1840,0431976,43,Fremont,1976,26288,60,331,367,96,Estimate
