Vintage 2023 prepared October 2024,,,,,,,,,,
id,idtxt,countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
2253,0531984,53,Hinsdale,1984,580,12,0,0,12,Estimate
2334,0551984,55,Huerfano,1984,6639,-102,84,71,-115,Estimate
2415,0571984,57,Jackson,1984,1799,-19,23,8,-34,Estimate
2496,0591984,59,Jefferson,1984,413716,7553,6451,2014,3116,Estimate
2577,0611984,61,Kiowa,1984,1950,25,39,18,4,Estimate
2658,0631984,63,Kit Carson,1984,7812,47,131,89,5,Estimate
2739,0651984,65,Lake,1984,7163,-494,132,34,-592,Estimate
2820,0671984,67,La Plata,1984,31072,227,548,190,-131,Estimate
2901,0691984,69,Larimer,1984,166500,3696,2697,884,1883,Estimate
2982,0711984,71,Las Animas,1984,14714,-421,213,189,-445,Estimate
3063,0731984,73,Lincoln,1984,4465,-93,90,52,-131,Estimate
3144,0751984,75,Logan,1984,19382,-405,317,182,-540,Estimate
3225,0771984,77,Mesa,1984,93474,-3201,1674,704,-4171,Estimate
3306,0791984,79,Mineral,1984,867,-10,13,6,-17,Estimate
3387,0811984,81,Moffat,1984,14412,-1210,267,72,-1405,Estimate
3468,0831984,83,Montezuma,1984,19826,217,353,136,0,Estimate
3549,0851984,85,Montrose,1984,24943,-600,405,211,-794,Estimate
3630,0871984,87,Morgan,1984,22827,-459,443,222,-680,Estimate
3711,0891984,89,Otero,1984,21815,-476,405,235,-646,Estimate
3792,0911984,91,Ouray,1984,2207,83,32,16,67,Estimate
3873,0931984,93,Park,1984,6747,-141,126,23,-244,Estimate
3954,0951984,95,Phillips,1984,4430,-258,66,48,-276,Estimate
4035,0971984,97,Pitkin,1984,10773,566,156,24,434,Estimate
4116,0991984,99,Prowers,1984,14307,203,318,120,5,Estimate
4197,1011984,101,Pueblo,1984,122360,-1074,1926,1090,-1910,Estimate
4278,1031984,103,Rio Blanco,1984,6941,-680,135,35,-780,Estimate
4359,1051984,105,Rio Grande,1984,11375,2,198,111,-85,Estimate
4440,1071984,107,Routt,1984,14248,395,255,65,205,Estimate
4521,1091984,109,Saguache,1984,4387,-47,92,32,-107,Estimate
4602,1111984,111,San Juan,1984,916,-93,26,6,-113,Estimate
4683,1131984,113,San Miguel,1984,2969,55,54,13,14,Estimate
4764,1151984,115,Sedgwick,1984,3195,36,48,37,25,Estimate
4845,1171984,117,Summit,1984,12025,1715,219,18,1514,Estimate
4926,1191984,119,Teller,1984,10864,692,169,56,579,Estimate
5007,1211984,121,Washington,1984,5531,-39,96,58,-77,Estimate
5088,1231984,123,Weld,1984,128969,1635,2298,792,129,Estimate
5169,1251984,125,Yuma,1984,9935,-98,180,106,-172,Estimate
16,0001985,0,Colorado,1985,3214448,39596,54734,20310,5172,Estimate
97,0011985,1,Adams,1985,268764,2994,5153,1352,-807,Estimate
178,0031985,3,Alamosa,1985,13011,83,255,87,-85,Estimate
259,0051985,5,Arapahoe,1985,381244,13957,6276,1565,9246,Estimate
340,0071985,7,Archuleta,1985,5213,232,105,22,149,Estimate
421,0091985,9,Baca,1985,4873,-178,73,56,-195,Estimate
502,0111985,11,Bent,1985,5699,-139,78,62,-155,Estimate
583,0131985,13,Boulder,1985,209444,-781,3279,1055,-3005,Estimate
715,0151985,15,Chaffee,1985,12349,-490,163,115,-538,Estimate
796,0171985,17,Cheyenne,1985,2294,57,56,22,23,Estimate
877,0191985,19,Clear Creek,1985,7936,189,142,37,84,Estimate
958,0211985,21,Conejos,1985,7776,-223,147,58,-312,Estimate
1039,0231985,23,Costilla,1985,3363,96,46,23,73,Estimate
1120,0251985,25,Crowley,1985,2997,104,48,38,94,Estimate
1201,0271985,27,Custer,1985,2066,168,27,19,160,Estimate
1282,0291985,29,Delta,1985,23466,-549,331,263,-617,Estimate
1363,0311985,31,Denver,1985,496431,-241,8935,4581,-4595,Estimate
1444,0331985,33,Dolores,1985,1548,-139,26,11,-154,Estimate
1525,0351985,35,Douglas,1985,40048,3721,635,128,3214,Estimate
1606,0371985,37,Eagle,1985,18029,1258,375,40,923,Estimate
1687,0391985,39,Elbert,1985,8560,299,113,47,233,Estimate
1768,0411985,41,El Paso,1985,368506,13753,6952,1844,8645,Estimate
1849,0431985,43,Fremont,1985,31366,70,375,398,93,Estimate
1930,0451985,45,Garfield,1985,25714,72,475,165,-238,Estimate
2011,0471985,47,Gilpin,1985,3081,68,51,14,31,Estimate
2092,0491985,49,Grand,1985,9212,319,141,40,218,Estimate
2173,0511985,51,Gunnison,1985,10390,-29,129,41,-117,Estimate
2254,0531985,53,Hinsdale,1985,472,-116,0,0,-116,Estimate
2335,0551985,55,Huerfano,1985,6809,170,82,77,165,Estimate
2416,0571985,57,Jackson,1985,1729,-70,25,10,-85,Estimate
2497,0591985,59,Jefferson,1985,421617,7901,6581,2121,3441,Estimate
2578,0611985,61,Kiowa,1985,1847,-103,33,13,-123,Estimate
2659,0631985,63,Kit Carson,1985,7547,-265,124,85,-304,Estimate
2740,0651985,65,Lake,1985,6789,-374,114,33,-455,Estimate
2821,0671985,67,La Plata,1985,31393,321,549,181,-47,Estimate
2902,0691985,69,Larimer,1985,170724,4224,2748,961,2437,Estimate
2983,0711985,71,Las Animas,1985,14241,-473,203,180,-496,Estimate
3064,0731985,73,Lincoln,1985,4588,123,85,54,92,Estimate
3145,0751985,75,Logan,1985,19063,-319,306,170,-455,Estimate
3226,0771985,77,Mesa,1985,88021,-5453,1488,704,-6237,Estimate
3307,0791985,79,Mineral,1985,836,-31,14,5,-40,Estimate
3388,0811985,81,Moffat,1985,13286,-1126,245,66,-1305,Estimate
3469,0831985,83,Montezuma,1985,19283,-543,356,115,-784,Estimate
3550,0851985,85,Montrose,1985,24389,-554,370,232,-692,Estimate
3631,0871985,87,Morgan,1985,22431,-396,417,219,-594,Estimate
3712,0891985,89,Otero,1985,21760,-55,364,247,-172,Estimate
3793,0911985,91,Ouray,1985,2130,-77,28,16,-89,Estimate
3874,0931985,93,Park,1985,6601,-146,110,27,-229,Estimate
3955,0951985,95,Phillips,1985,4421,-9,57,56,-10,Estimate
4036,0971985,97,Pitkin,1985,11316,543,151,28,420,Estimate
4117,0991985,99,Prowers,1985,14374,67,314,121,-126,Estimate
4198,1011985,101,Pueblo,1985,121907,-453,1875,1123,-1205,Estimate
4279,1031985,103,Rio Blanco,1985,6590,-351,125,35,-441,Estimate
4360,1051985,105,Rio Grande,1985,11546,171,215,112,68,Estimate
4441,1071985,107,Routt,1985,14196,-52,226,62,-216,Estimate
4522,1091985,109,Saguache,1985,4400,13,77,31,-33,Estimate
4603,1111985,111,San Juan,1985,763,-153,26,5,-174,Estimate
4684,1131985,113,San Miguel,1985,3189,220,59,11,172,Estimate
4765,1151985,115,Sedgwick,1985,2991,-204,37,40,-201,Estimate
4846,1171985,117,Summit,1985,12865,840,229,22,633,Estimate
4927,1191985,119,Teller,1985,11305,441,190,62,313,Estimate
5008,1211985,121,Washington,1985,5396,-135,80,60,-155,Estimate
5089,1231985,123,Weld,1985,130400,1431,2291,839,-21,Estimate
5170,1251985,125,Yuma,1985,9853,-82,154,104,-132,Estimate
17,0001986,0,Colorado,1986,3243803,29351,55139,20518,-5270,Estimate
98,0011986,1,Adams,1986,268643,-121,5156,1365,-3912,Estimate
179,0031986,3,Alamosa,1986,13336,325,252,82,155,Estimate
260,0051986,5,Arapahoe,1986,387244,6000,6436,1648,1212,Estimate
341,0071986,7,Archuleta,1986,5335,122,99,31,54,Estimate
422,0091986,9,Baca,1986,4587,-286,70,59,-297,Estimate
503,0111986,11,Bent,1986,5729,30,68,65,27,Estimate
584,0131986,13,Boulder,1986,211841,2397,3299,1036,134,Estimate
716,0151986,15,Chaffee,1986,12473,124,163,122,83,Estimate
797,0171986,17,Cheyenne,1986,2185,-109,45,23,-131,Estimate
878,0191986,19,Clear Creek,1986,8159,223,132,39,130,Estimate
959,0211986,21,Conejos,1986,7947,171,140,70,101,Estimate
1040,0231986,23,Costilla,1986,3307,-56,45,28,-73,Estimate
1121,0251986,25,Crowley,1986,2985,-12,51,39,-24,Estimate
1202,0271986,27,Custer,1986,2075,9,24,20,5,Estimate
1283,0291986,29,Delta,1986,22353,-1113,307,234,-1186,Estimate
1364,0311986,31,Denver,1986,497014,583,9068,4583,-3902,Estimate
1445,0331986,33,Dolores,1986,1529,-19,24,10,-33,Estimate
1526,0351986,35,Douglas,1986,45654,5606,726,126,5006,Estimate
1607,0371986,37,Eagle,1986,18853,824,374,49,499,Estimate
1688,0391986,39,Elbert,1986,8793,233,119,46,160,Estimate
1769,0411986,41,El Paso,1986,379304,10798,7324,1931,5405,Estimate
1850,0431986,43,Fremont,1986,31130,-236,383,359,-260,Estimate
1931,0451986,45,Garfield,1986,26191,477,454,173,196,Estimate
2012,0471986,47,Gilpin,1986,3237,156,41,15,130,Estimate
2093,0491986,49,Grand,1986,9139,-73,151,36,-188,Estimate
2174,0511986,51,Gunnison,1986,10890,500,145,51,406,Estimate
2255,0531986,53,Hinsdale,1986,468,-8,0,0,-8,Estimate
2336,0551986,55,Huerfano,1986,6752,-57,84,81,-60,Estimate
2417,0571986,57,Jackson,1986,1708,-21,24,7,-38,Estimate
2498,0591986,59,Jefferson,1986,427070,5453,6743,2166,876,Estimate
2579,0611986,61,Kiowa,1986,1798,-49,23,14,-58,Estimate
2660,0631986,63,Kit Carson,1986,7373,-174,114,72,-216,Estimate
2741,0651986,65,Lake,1986,6450,-339,102,34,-407,Estimate
2822,0671986,67,La Plata,1986,30790,-603,505,193,-915,Estimate
2903,0691986,69,Larimer,1986,174980,4256,2785,1024,2495,Estimate
2984,0711986,71,Las Animas,1986,14113,-128,184,177,-135,Estimate
3065,0731986,73,Lincoln,1986,4431,-157,78,49,-186,Estimate
3146,0751986,75,Logan,1986,18167,-896,276,159,-1013,Estimate
3227,0771986,77,Mesa,1986,85562,-2459,1383,700,-3142,Estimate
3308,0791986,79,Mineral,1986,771,-65,14,5,-74,Estimate
3389,0811986,81,Moffat,1986,12679,-607,225,62,-770,Estimate
3470,0831986,83,Montezuma,1986,18835,-448,328,129,-647,Estimate
3551,0851986,85,Montrose,1986,23833,-556,324,219,-661,Estimate
3632,0871986,87,Morgan,1986,21508,-923,400,221,-1102,Estimate
3713,0891986,89,Otero,1986,21457,-303,354,234,-423,Estimate
3794,0911986,91,Ouray,1986,1999,-131,27,13,-145,Estimate
3875,0931986,93,Park,1986,6860,259,112,28,175,Estimate
3956,0951986,95,Phillips,1986,4445,24,67,54,11,Estimate
4037,0971986,97,Pitkin,1986,11968,652,163,30,519,Estimate
4118,0991986,99,Prowers,1986,14128,-246,296,123,-419,Estimate
4199,1011986,101,Pueblo,1986,122365,458,1813,1127,-228,Estimate
4280,1031986,103,Rio Blanco,1986,6440,-150,115,34,-231,Estimate
4361,1051986,105,Rio Grande,1986,11906,360,230,105,235,Estimate
4442,1071986,107,Routt,1986,13863,-333,214,59,-488,Estimate
4523,1091986,109,Saguache,1986,4598,198,77,38,159,Estimate
4604,1111986,111,San Juan,1986,754,-9,17,6,-20,Estimate
4685,1131986,113,San Miguel,1986,3374,185,58,9,136,Estimate
4766,1151986,115,Sedgwick,1986,2825,-166,33,33,-166,Estimate
4847,1171986,117,Summit,1986,13274,409,240,21,190,Estimate
4928,1191986,119,Teller,1986,11800,495,206,60,349,Estimate
5009,1211986,121,Washington,1986,5194,-202,73,57,-218,Estimate
5090,1231986,123,Weld,1986,129749,-651,2211,835,-2027,Estimate
5171,1251986,125,Yuma,1986,9583,-270,145,100,-315,Estimate
18,0001987,0,Colorado,1987,3263354,19551,54490,20942,-13997,Estimate
99,0011987,1,Adams,1987,269323,680,5080,1483,-2917,Estimate
180,0031987,3,Alamosa,1987,13427,91,260,87,-82,Estimate
261,0051987,5,Arapahoe,1987,388687,1443,6342,1679,-3220,Estimate
342,0071987,7,Archuleta,1987,5265,-70,92,35,-127,Estimate
423,0091987,9,Baca,1987,4559,-28,66,52,-42,Estimate
504,0111987,11,Bent,1987,5432,-297,61,61,-297,Estimate
585,0131987,13,Boulder,1987,214222,2381,3262,1034,153,Estimate
717,0151987,15,Chaffee,1987,12453,-20,149,122,-47,Estimate
798,0171987,17,Cheyenne,1987,2097,-88,36,26,-98,Estimate
879,0191987,19,Clear Creek,1987,7822,-337,127,32,-432,Estimate
960,0211987,21,Conejos,1987,8090,143,137,75,81,Estimate
1041,0231987,23,Costilla,1987,3349,42,48,30,24,Estimate
1122,0251987,25,Crowley,1987,3072,87,47,38,78,Estimate
1203,0271987,27,Custer,1987,2050,-25,26,12,-39,Estimate
1284,0291987,29,Delta,1987,21782,-571,275,244,-602,Estimate
1365,0311987,31,Denver,1987,490274,-6740,9020,4567,-11193,Estimate
1446,0331987,33,Dolores,1987,1494,-35,25,12,-48,Estimate
1527,0351987,35,Douglas,1987,48844,3190,813,128,2505,Estimate
1608,0371987,37,Eagle,1987,19002,149,366,59,-158,Estimate
1689,0391987,39,Elbert,1987,9340,547,138,45,454,Estimate
1770,0411987,41,El Paso,1987,392720,13416,7617,2064,7863,Estimate
1851,0431987,43,Fremont,1987,31394,264,383,351,232,Estimate
1932,0451987,45,Garfield,1987,26387,196,433,183,-54,Estimate
2013,0471987,47,Gilpin,1987,3279,42,50,11,3,Estimate
2094,0491987,49,Grand,1987,8908,-231,140,34,-337,Estimate
2175,0511987,51,Gunnison,1987,10855,-35,138,55,-118,Estimate
2256,0531987,53,Hinsdale,1987,508,40,7,3,36,Estimate
2337,0551987,55,Huerfano,1987,6500,-252,77,75,-254,Estimate
2418,0571987,57,Jackson,1987,1775,67,20,10,57,Estimate
2499,0591987,59,Jefferson,1987,430187,3117,6681,2155,-1409,Estimate
2580,0611987,61,Kiowa,1987,1758,-40,24,16,-48,Estimate
2661,0631987,63,Kit Carson,1987,7241,-132,113,63,-182,Estimate
2742,0651987,65,Lake,1987,6045,-405,92,34,-463,Estimate
2823,0671987,67,La Plata,1987,30916,126,473,198,-149,Estimate
2904,0691987,69,Larimer,1987,178151,3171,2722,1050,1499,Estimate
2985,0711987,71,Las Animas,1987,14397,284,187,194,291,Estimate
3066,0731987,73,Lincoln,1987,4442,11,74,49,-14,Estimate
3147,0751987,75,Logan,1987,17740,-427,261,162,-526,Estimate
3228,0771987,77,Mesa,1987,85559,-3,1260,734,-529,Estimate
3309,0791987,79,Mineral,1987,738,-33,13,3,-43,Estimate
3390,0811987,81,Moffat,1987,11886,-793,189,62,-920,Estimate
3471,0831987,83,Montezuma,1987,18192,-643,315,147,-811,Estimate
3552,0851987,85,Montrose,1987,23822,-11,288,214,-85,Estimate
3633,0871987,87,Morgan,1987,21678,170,360,227,37,Estimate
3714,0891987,89,Otero,1987,20914,-543,347,225,-665,Estimate
3795,0911987,91,Ouray,1987,2151,152,22,16,146,Estimate
3876,0931987,93,Park,1987,6937,77,109,33,1,Estimate
3957,0951987,95,Phillips,1987,4411,-34,59,52,-41,Estimate
4038,0971987,97,Pitkin,1987,12042,74,170,30,-66,Estimate
4119,0991987,99,Prowers,1987,13986,-142,259,137,-264,Estimate
4200,1011987,101,Pueblo,1987,122838,473,1781,1166,-142,Estimate
4281,1031987,103,Rio Blanco,1987,6428,-12,100,34,-78,Estimate
4362,1051987,105,Rio Grande,1987,11758,-148,206,105,-249,Estimate
4443,1071987,107,Routt,1987,13862,-1,194,58,-137,Estimate
4524,1091987,109,Saguache,1987,4785,187,84,36,139,Estimate
4605,1111987,111,San Juan,1987,811,57,14,5,48,Estimate
4686,1131987,113,San Miguel,1987,3463,89,50,10,49,Estimate
4767,1151987,115,Sedgwick,1987,2793,-32,34,33,-33,Estimate
4848,1171987,117,Summit,1987,12406,-868,212,17,-1063,Estimate
4929,1191987,119,Teller,1987,12458,658,200,58,516,Estimate
5010,1211987,121,Washington,1987,5187,-7,76,53,-30,Estimate
5091,1231987,123,Weld,1987,131028,1279,2151,857,-15,Estimate
5172,1251987,125,Yuma,1987,9434,-149,135,102,-182,Estimate
19,0001988,0,Colorado,1988,3271448,8094,53589,21215,-24280,Estimate
100,0011988,1,Adams,1988,269019,-304,5041,1513,-3832,Estimate
181,0031988,3,Alamosa,1988,13715,288,269,95,114,Estimate
262,0051988,5,Arapahoe,1988,386723,-1964,6269,1694,-6539,Estimate
343,0071988,7,Archuleta,1988,5004,-261,90,36,-315,Estimate
424,0091988,9,Baca,1988,4728,169,75,56,150,Estimate
505,0111988,11,Bent,1988,5432,0,71,63,-8,Estimate
586,0131988,13,Boulder,1988,218380,4158,3241,1066,1983,Estimate
718,0151988,15,Chaffee,1988,12390,-63,139,114,-88,Estimate
799,0171988,17,Cheyenne,1988,2208,111,43,27,95,Estimate
880,0191988,19,Clear Creek,1988,7727,-95,122,30,-187,Estimate
961,0211988,21,Conejos,1988,7854,-236,135,60,-311,Estimate
1042,0231988,23,Costilla,1988,3397,48,50,24,22,Estimate
1123,0251988,25,Crowley,1988,3842,770,42,32,760,Estimate
1204,0271988,27,Custer,1988,1976,-74,21,9,-86,Estimate
1285,0291988,29,Delta,1988,21502,-280,248,257,-271,Estimate
1366,0311988,31,Denver,1988,479622,-10652,8616,4484,-14784,Estimate
1447,0331988,33,Dolores,1988,1591,97,27,12,82,Estimate
1528,0351988,35,Douglas,1988,53127,4283,922,152,3513,Estimate
1609,0371988,37,Eagle,1988,19567,565,370,57,252,Estimate
1690,0391988,39,Elbert,1988,9829,489,136,42,395,Estimate
1771,0411988,41,El Paso,1988,395265,2545,7650,2093,-3012,Estimate
1852,0431988,43,Fremont,1988,31893,499,357,387,529,Estimate
1933,0451988,45,Garfield,1988,27325,938,421,186,703,Estimate
2014,0471988,47,Gilpin,1988,3172,-107,50,12,-145,Estimate
2095,0491988,49,Grand,1988,8467,-441,113,33,-521,Estimate
2176,0511988,51,Gunnison,1988,10827,-28,128,55,-101,Estimate
2257,0531988,53,Hinsdale,1988,489,-19,6,3,-22,Estimate
2338,0551988,55,Huerfano,1988,6292,-208,75,69,-214,Estimate
2419,0571988,57,Jackson,1988,1713,-62,19,14,-67,Estimate
2500,0591988,59,Jefferson,1988,432429,2242,6569,2290,-2037,Estimate
2581,0611988,61,Kiowa,1988,1711,-47,24,13,-58,Estimate
2662,0631988,63,Kit Carson,1988,7280,39,119,61,-19,Estimate
2743,0651988,65,Lake,1988,5750,-295,86,33,-348,Estimate
2824,0671988,67,La Plata,1988,31179,263,471,194,-14,Estimate
2905,0691988,69,Larimer,1988,180220,2069,2717,1004,356,Estimate
2986,0711988,71,Las Animas,1988,14222,-175,187,180,-182,Estimate
3067,0731988,73,Lincoln,1988,4577,135,74,57,118,Estimate
3148,0751988,75,Logan,1988,17932,192,245,176,123,Estimate
3229,0771988,77,Mesa,1988,87288,1729,1193,800,1336,Estimate
3310,0791988,79,Mineral,1988,689,-49,11,4,-56,Estimate
3391,0811988,81,Moffat,1988,11754,-132,168,72,-228,Estimate
3472,0831988,83,Montezuma,1988,18110,-82,320,147,-255,Estimate
3553,0851988,85,Montrose,1988,24087,265,288,225,202,Estimate
3634,0871988,87,Morgan,1988,21831,153,360,232,25,Estimate
3715,0891988,89,Otero,1988,20845,-69,328,238,-159,Estimate
3796,0911988,91,Ouray,1988,2219,68,25,17,60,Estimate
3877,0931988,93,Park,1988,6893,-44,98,38,-104,Estimate
3958,0951988,95,Phillips,1988,4332,-79,50,47,-82,Estimate
4039,0971988,97,Pitkin,1988,12092,50,156,26,-80,Estimate
4120,0991988,99,Prowers,1988,14231,245,244,135,136,Estimate
4201,1011988,101,Pueblo,1988,123737,899,1766,1199,332,Estimate
4282,1031988,103,Rio Blanco,1988,6299,-129,94,38,-185,Estimate
4363,1051988,105,Rio Grande,1988,11578,-180,187,111,-256,Estimate
4444,1071988,107,Routt,1988,13765,-97,190,54,-233,Estimate
4525,1091988,109,Saguache,1988,4663,-122,76,29,-169,Estimate
4606,1111988,111,San Juan,1988,747,-64,14,3,-75,Estimate
4687,1131988,113,San Miguel,1988,3557,94,55,11,50,Estimate
4768,1151988,115,Sedgwick,1988,2794,1,33,34,2,Estimate
4849,1171988,117,Summit,1988,12498,92,196,19,-85,Estimate
4930,1191988,119,Teller,1988,12477,19,185,55,-111,Estimate
5011,1211988,121,Washington,1988,5142,-45,64,50,-59,Estimate
5092,1231988,123,Weld,1988,131880,852,2132,840,-440,Estimate
5173,1251988,125,Yuma,1988,9564,130,118,108,120,Estimate
20,0001989,0,Colorado,1989,3284537,13089,53040,21199,-18752,Estimate
101,0011989,1,Adams,1989,266771,-2248,4901,1458,-5691,Estimate
182,0031989,3,Alamosa,1989,13660,-55,249,101,-203,Estimate
263,0051989,5,Arapahoe,1989,389502,2779,6235,1718,-1738,Estimate
344,0071989,7,Archuleta,1989,5196,192,88,39,143,Estimate
425,0091989,9,Baca,1989,4629,-99,64,58,-105,Estimate
506,0111989,11,Bent,1989,5210,-222,70,60,-232,Estimate
587,0131989,13,Boulder,1989,222354,3974,3231,1068,1811,Estimate
719,0151989,15,Chaffee,1989,12559,169,140,121,150,Estimate
800,0171989,17,Cheyenne,1989,2314,106,47,31,90,Estimate
881,0191989,19,Clear Creek,1989,7667,-60,114,34,-140,Estimate
962,0211989,21,Conejos,1989,7623,-231,135,56,-310,Estimate
1043,0231989,23,Costilla,1989,3277,-120,49,22,-147,Estimate
1124,0251989,25,Crowley,1989,3901,59,37,40,62,Estimate
1205,0271989,27,Custer,1989,1947,-29,21,14,-36,Estimate
1286,0291989,29,Delta,1989,21205,-297,239,257,-279,Estimate
1367,0311989,31,Denver,1989,472785,-6837,8314,4437,-10714,Estimate
1448,0331989,33,Dolores,1989,1541,-50,21,14,-57,Estimate
1529,0351989,35,Douglas,1989,57164,4037,1060,167,3144,Estimate
1610,0371989,37,Eagle,1989,20881,1314,393,47,968,Estimate
1691,0391989,39,Elbert,1989,9725,-104,124,50,-178,Estimate
1772,0411989,41,El Paso,1989,396314,1049,7635,2120,-4466,Estimate
1853,0431989,43,Fremont,1989,32114,221,358,407,270,Estimate
1934,0451989,45,Garfield,1989,28809,1484,432,192,1244,Estimate
2015,0471989,47,Gilpin,1989,3114,-58,41,12,-87,Estimate
2096,0491989,49,Grand,1989,8178,-289,107,35,-361,Estimate
2177,0511989,51,Gunnison,1989,10509,-318,128,44,-402,Estimate
2258,0531989,53,Hinsdale,1989,476,-13,4,4,-13,Estimate
2339,0551989,55,Huerfano,1989,6130,-162,69,77,-154,Estimate
2420,0571989,57,Jackson,1989,1651,-62,19,13,-68,Estimate
2501,0591989,59,Jefferson,1989,435905,3476,6557,2319,-762,Estimate
2582,0611989,61,Kiowa,1989,1698,-13,21,16,-18,Estimate
2663,0631989,63,Kit Carson,1989,7201,-79,116,72,-123,Estimate
2744,0651989,65,Lake,1989,5896,146,88,32,90,Estimate
2825,0671989,67,La Plata,1989,31809,630,442,197,385,Estimate
2906,0691989,69,Larimer,1989,183598,3378,2719,1017,1676,Estimate
2987,0711989,71,Las Animas,1989,13960,-262,169,162,-269,Estimate
3068,0731989,73,Lincoln,1989,4549,-28,69,55,-42,Estimate
3149,0751989,75,Logan,1989,17725,-207,238,172,-273,Estimate
3230,0771989,77,Mesa,1989,90593,3305,1228,834,2911,Estimate
3311,0791989,79,Mineral,1989,611,-78,8,5,-81,Estimate
3392,0811989,81,Moffat,1989,11526,-228,164,68,-324,Estimate
3473,0831989,83,Montezuma,1989,18432,322,319,156,159,Estimate
3554,0851989,85,Montrose,1989,24281,194,293,230,131,Estimate
3635,0871989,87,Morgan,1989,21895,64,379,218,-97,Estimate
3716,0891989,89,Otero,1989,20468,-377,322,228,-471,Estimate
3797,0911989,91,Ouray,1989,2262,43,24,14,33,Estimate
3878,0931989,93,Park,1989,7054,161,96,32,97,Estimate
3959,0951989,95,Phillips,1989,4249,-83,53,44,-92,Estimate
4040,0971989,97,Pitkin,1989,12415,323,161,23,185,Estimate
4121,0991989,99,Prowers,1989,13719,-512,225,118,-619,Estimate
4202,1011989,101,Pueblo,1989,123363,-374,1689,1176,-887,Estimate
4283,1031989,103,Rio Blanco,1989,6111,-188,91,34,-245,Estimate
4364,1051989,105,Rio Grande,1989,11109,-469,188,103,-554,Estimate
4445,1071989,107,Routt,1989,13950,185,210,50,25,Estimate
4526,1091989,109,Saguache,1989,4639,-24,70,30,-64,Estimate
4607,1111989,111,San Juan,1989,746,-1,9,3,-7,Estimate
4688,1131989,113,San Miguel,1989,3612,55,53,11,13,Estimate
4769,1151989,115,Sedgwick,1989,2734,-60,32,35,-57,Estimate
4850,1171989,117,Summit,1989,12718,220,200,21,41,Estimate
4931,1191989,119,Teller,1989,12474,-3,185,53,-135,Estimate
5012,1211989,121,Washington,1989,4951,-191,53,44,-200,Estimate
5093,1231989,123,Weld,1989,131867,-13,2142,824,-1331,Estimate
5174,1251989,125,Yuma,1989,9211,-353,102,107,-348,Estimate
21,0001990,0,Colorado,1990,3303377,18840,53107,21303,-12964,Estimate
102,0011990,1,Adams,1990,266205,-566,4792,1495,-3863,Estimate
183,0031990,3,Alamosa,1990,13597,-63,250,97,-216,Estimate
264,0051990,5,Arapahoe,1990,393708,4206,6182,1771,-205,Estimate
345,0071990,7,Archuleta,1990,5378,182,85,33,130,Estimate
426,0091990,9,Baca,1990,4516,-113,56,55,-114,Estimate
507,0111990,11,Bent,1990,5023,-187,62,58,-191,Estimate
588,0131990,13,Boulder,1990,226042,3688,3275,1080,1493,Estimate
720,0151990,15,Chaffee,1990,12688,129,133,114,110,Estimate
801,0171990,17,Cheyenne,1990,2396,82,36,29,75,Estimate
882,0191990,19,Clear Creek,1990,7628,-39,110,35,-114,Estimate
963,0211990,21,Conejos,1990,7465,-158,133,59,-232,Estimate
1044,0231990,23,Costilla,1990,3182,-95,47,25,-117,Estimate
1125,0251990,25,Crowley,1990,3927,26,41,38,23,Estimate
1206,0271990,27,Custer,1990,1947,0,19,11,-8,Estimate
1287,0291990,29,Delta,1990,21036,-169,234,268,-135,Estimate
1368,0311990,31,Denver,1990,466998,-5787,8443,4402,-9828,Estimate
1449,0331990,33,Dolores,1990,1507,-34,18,14,-38,Estimate
1530,0351990,35,Douglas,1990,61614,4450,1169,153,3434,Estimate
1611,0371990,37,Eagle,1990,22182,1301,418,42,925,Estimate
1692,0391990,39,Elbert,1990,9754,29,139,54,-56,Estimate
1773,0411990,41,El Paso,1990,397289,975,7478,2153,-4350,Estimate
1854,0431990,43,Fremont,1990,32230,116,339,414,191,Estimate
1935,0451990,45,Garfield,1990,30338,1529,469,199,1259,Estimate
2016,0471990,47,Gilpin,1990,3073,-41,38,11,-68,Estimate
2097,0491990,49,Grand,1990,8010,-168,115,36,-247,Estimate
2178,0511990,51,Gunnison,1990,10316,-193,127,42,-278,Estimate
2259,0531990,53,Hinsdale,1990,469,-7,4,4,-7,Estimate
2340,0551990,55,Huerfano,1990,5975,-155,60,79,-136,Estimate
2421,0571990,57,Jackson,1990,1592,-59,22,12,-69,Estimate
2502,0591990,59,Jefferson,1990,439524,3619,6619,2319,-681,Estimate
2583,0611990,61,Kiowa,1990,1678,-20,18,19,-19,Estimate
2664,0631990,63,Kit Carson,1990,7128,-73,111,68,-116,Estimate
2745,0651990,65,Lake,1990,6028,132,92,34,74,Estimate
2826,0671990,67,La Plata,1990,32453,644,438,194,400,Estimate
2907,0691990,69,Larimer,1990,187046,3448,2717,1033,1764,Estimate
2988,0711990,71,Las Animas,1990,13746,-214,182,172,-224,Estimate
3069,0731990,73,Lincoln,1990,4514,-35,58,50,-43,Estimate
3150,0751990,75,Logan,1990,17508,-217,239,180,-276,Estimate
3231,0771990,77,Mesa,1990,93727,3134,1264,819,2689,Estimate
3312,0791990,79,Mineral,1990,551,-60,7,5,-62,Estimate
3393,0811990,81,Moffat,1990,11399,-127,168,56,-239,Estimate
3474,0831990,83,Montezuma,1990,18706,274,297,161,138,Estimate
